alpha,T0.0100,T0.0112,T0.0125,T0.0140,T0.0157,T0.0176,T0.0197,T0.0220,T0.0246,T0.0276,T0.0309,T0.0345,T0.0387,T0.0433,T0.0484,T0.0542,T0.0607,T0.0679,T0.0760,T0.0851,T0.0952,T0.1066,T0.1193,T0.1335,T0.1495,T0.1673,T0.1872,T0.2096,T0.2346,T0.2625,T0.2939,T0.3289,T0.3681,T0.4120,T0.4612,T0.5162,T0.5778,T0.6467,T0.7238,T0.8101,T0.9068,T1.0149,T1.1360,T1.2715,T1.4232,T1.5929,T1.7829,T1.9956,T2.2336,T2.5000
0.32,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9987,0.9988,0.9988,0.9988,0.9986,0.9978,0.9973,0.9930,0.9884,0.9742,0.9439,0.9117,0.8493,0.6955,0.3046,0.0389,-0.0048,0.0046,-0.0079,0.0047,-0.0041,-0.0005,0.0017,0.0015,-0.0005,-0.0003,0.0002,-0.0001,0.0003,0.0009,0.0011,-0.0000,0.0000,0.0009,-0.0006,-0.0010
0.33,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9987,0.9988,0.9987,0.9977,0.9967,0.9931,0.9870,0.9704,0.9345,0.8937,0.7868,0.5239,0.0974,0.0010,0.0009,0.0027,-0.0022,0.0059,0.0005,-0.0007,-0.0011,-0.0004,-0.0007,0.0006,0.0016,-0.0007,0.0018,-0.0003,0.0003,0.0002,-0.0002,-0.0010,-0.0005,0.0005
0.34,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9987,0.9987,0.9982,0.9968,0.9930,0.9874,0.9684,0.9351,0.9024,0.7906,0.5412,0.0863,-0.0002,0.0114,0.0048,0.0039,0.0019,0.0042,0.0008,0.0018,0.0010,0.0005,-0.0005,0.0004,-0.0003,-0.0006,0.0016,-0.0005,-0.0000,-0.0006,-0.0017,0.0002,0.0009
0.35,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9987,0.9984,0.9980,0.9960,0.9919,0.9820,0.9590,0.9244,0.8557,0.6481,0.2169,-0.0122,-0.0057,0.0112,0.0005,0.0001,0.0014,-0.0001,-0.0015,0.0006,-0.0008,-0.0005,0.0017,-0.0013,0.0007,-0.0008,-0.0000,-0.0001,0.0015,-0.0006,0.0002,-0.0010,-0.0007
0.36,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9986,0.9985,0.9978,0.9961,0.9878,0.9789,0.9555,0.9019,0.7197,0.3066,0.0332,0.0222,-0.0071,-0.0013,-0.0021,-0.0009,0.0013,-0.0004,0.0012,-0.0009,0.0004,0.0009,0.0004,-0.0012,-0.0005,-0.0000,-0.0006,-0.0007,0.0002,0.0019,0.0019,0.0000,0.0006
0.37,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9987,0.9988,0.9988,0.9984,0.9973,0.9954,0.9907,0.9757,0.9530,0.8927,0.7091,0.3442,0.0111,0.0068,0.0071,-0.0000,0.0017,-0.0007,0.0011,-0.0009,0.0007,0.0026,0.0001,0.0006,0.0013,0.0007,0.0005,0.0017,0.0009,0.0001,0.0002,0.0013,-0.0003,0.0004,0.0002
0.38,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9987,0.9988,0.9987,0.9981,0.9971,0.9954,0.9871,0.9718,0.9392,0.8028,0.4386,0.0400,-0.0051,-0.0000,-0.0019,-0.0022,0.0015,0.0003,-0.0001,-0.0001,-0.0015,0.0009,0.0016,0.0001,-0.0011,-0.0001,0.0001,0.0004,-0.0005,-0.0015,0.0017,-0.0007,-0.0005,0.0008,0.0002
0.39,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9986,0.9988,0.9974,0.9955,0.9890,0.9680,0.9309,0.7817,0.4253,0.0329,0.0130,-0.0008,-0.0025,0.0026,-0.0013,-0.0029,-0.0042,0.0000,-0.0002,0.0002,-0.0011,-0.0005,-0.0001,0.0001,-0.0001,-0.0010,-0.0009,0.0005,-0.0007,0.0001,-0.0012,0.0009,0.0005
0.40,0.9988,0.9988,0.9988,0.9988,0.9988,0.9987,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9987,0.9987,0.9985,0.9979,0.9963,0.9952,0.9839,0.9570,0.8563,0.5424,0.1035,-0.0083,0.0096,-0.0002,0.0031,-0.0005,0.0014,0.0017,0.0010,-0.0016,0.0008,0.0008,-0.0019,0.0000,0.0010,0.0006,-0.0009,0.0006,0.0004,-0.0014,-0.0006,-0.0004,0.0007,0.0000,0.0004
0.41,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9986,0.9985,0.9976,0.9956,0.9860,0.9692,0.8788,0.5861,0.1197,0.0034,-0.0012,-0.0094,-0.0048,0.0001,-0.0004,-0.0025,-0.0007,0.0020,0.0002,-0.0007,0.0014,0.0006,0.0008,-0.0004,0.0014,-0.0003,-0.0006,-0.0005,0.0007,0.0006,-0.0001,-0.0005,0.0007,0.0001
0.42,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9989,0.9988,0.9987,0.9988,0.9986,0.9983,0.9970,0.9841,0.9670,0.8937,0.5919,0.0679,-0.0094,-0.0063,-0.0054,0.0027,-0.0028,0.0022,-0.0014,0.0008,0.0016,0.0014,0.0015,0.0013,-0.0013,-0.0003,0.0009,0.0000,-0.0000,-0.0017,0.0003,-0.0015,0.0015,-0.0017,-0.0010,-0.0003,0.0010
0.43,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9987,0.9985,0.9983,0.9985,0.9963,0.9933,0.9881,0.9171,0.6245,0.1534,0.0064,-0.0060,0.0072,0.0002,-0.0015,0.0008,-0.0005,0.0020,-0.0005,0.0002,0.0009,0.0006,0.0001,-0.0005,0.0007,0.0007,-0.0002,-0.0003,0.0006,-0.0004,-0.0002,-0.0022,0.0003,0.0005,-0.0000,-0.0000
0.44,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9987,0.9985,0.9985,0.9980,0.9895,0.9736,0.8885,0.6229,0.1549,-0.0038,-0.0062,-0.0051,0.0051,0.0017,0.0002,0.0013,-0.0001,0.0006,-0.0001,0.0001,0.0007,-0.0007,0.0009,-0.0004,-0.0010,-0.0004,0.0007,-0.0004,0.0002,-0.0011,0.0004,-0.0007,0.0005,-0.0003,0.0002
0.45,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9987,0.9988,0.9988,0.9980,0.9961,0.9947,0.9773,0.8856,0.6081,0.1078,0.0113,0.0039,-0.0046,-0.0062,0.0007,-0.0012,-0.0011,-0.0018,0.0004,0.0023,0.0002,-0.0010,-0.0008,-0.0003,-0.0015,0.0012,-0.0008,0.0006,0.0017,-0.0002,-0.0017,0.0001,-0.0005,0.0009,0.0004,0.0016
0.46,0.9988,0.9988,0.9987,0.9988,0.9988,0.9988,0.9988,0.9987,0.9988,0.9988,0.9988,0.9989,0.9988,0.9988,0.9987,0.9986,0.9984,0.9964,0.9895,0.9829,0.8822,0.5654,0.1676,0.0213,-0.0015,0.0046,0.0010,-0.0008,-0.0020,0.0001,-0.0008,-0.0014,-0.0005,0.0002,-0.0011,0.0015,0.0001,0.0019,0.0014,0.0004,-0.0000,0.0011,0.0004,-0.0011,-0.0007,-0.0000,-0.0006,0.0007,0.0006,-0.0006
0.47,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9987,0.9984,0.9976,0.9930,0.9756,0.8857,0.5179,0.1447,0.0264,-0.0110,0.0006,0.0024,-0.0018,0.0009,-0.0010,-0.0016,0.0030,-0.0005,-0.0005,-0.0001,0.0005,0.0015,-0.0008,0.0010,0.0015,-0.0006,-0.0015,-0.0002,0.0001,-0.0001,0.0005,-0.0008,-0.0003,0.0002,0.0010
0.48,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9989,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9988,0.9985,0.9987,0.9982,0.9954,0.9589,0.8077,0.5586,0.1761,0.0102,0.0041,-0.0008,0.0009,-0.0014,-0.0009,-0.0002,-0.0008,-0.0012,-0.0008,0.0015,-0.0028,-0.0010,0.0014,-0.0004,0.0010,-0.0012,0.0009,-0.0010,-0.0020,-0.0005,-0.0011,0.0007,0.0009,0.0007,-0.0004,0.0019,-0.0005
