step,trial_1,qEA_1,trial_2,qEA_2,trial_3,qEA_3
1,0.9819592037357933,0.0,0.7967989092885043,0.0,0.9517767724327948,0.0
2,0.9819592037357933,0.0,0.7967989092885043,0.0,0.9517767724327948,0.0
3,0.9819592037357933,0.0,0.7669654604598435,0.0,0.9517767724327948,0.0
4,0.9819592037357933,0.0,0.7669654604598435,0.0,0.9517767724327948,0.0
5,0.9819592037357933,0.0,0.7669654604598435,0.0,0.9517767724327948,0.0
6,0.9000026977255129,0.0,0.7669654604598435,0.0,0.9517767724327948,0.0
7,0.9000026977255129,0.0,0.7669654604598435,0.0,0.9517767724327948,0.0
8,0.9000026977255129,0.0,0.7669654604598435,0.0,0.9517767724327948,0.0
9,0.9000026977255129,0.0,0.7669654604598435,0.0,0.9517767724327948,0.0
10,0.9000026977255129,0.0,0.7669654604598435,0.0,0.9517767724327948,0.0
11,0.9000026977255129,0.0,0.7669654604598435,0.0,0.9517767724327948,0.0
12,0.9000026977255129,0.0,0.7669654604598435,0.0,0.924632320364963,0.0
13,0.9000026977255129,0.0,0.7669654604598435,0.0,0.8474193625534088,0.0
14,0.8691581528103041,0.0,0.7889959737945167,0.0,0.8474193625534088,0.0
15,0.8691581528103041,0.0,0.7889959737945167,0.0,0.8474193625534088,0.0
16,0.8691581528103041,0.0,0.7809818368789717,0.0,0.8474193625534088,0.0
17,0.8691581528103041,0.0,0.7809818368789717,0.0,0.8474193625534088,0.0
18,0.8691581528103041,0.0,0.7809818368789717,0.0,0.8474193625534088,0.0
19,0.8691581528103041,0.0,0.7763815939970378,0.0,0.8474193625534088,0.0
20,0.8691581528103041,0.0,0.7763815939970378,0.0,0.8474193625534088,0.0
21,0.8691581528103041,0.0,0.7763815939970378,0.0,0.8474193625534088,0.0
22,0.8691581528103041,0.0,0.7763815939970378,0.0,0.8474193625534088,0.0
23,0.8691581528103041,0.0,0.7763815939970378,0.0,0.8474193625534088,0.0
24,0.8691581528103041,0.0,0.7763815939970378,0.0,0.8474193625534088,0.0
25,0.8522841910058927,0.0,0.7763815939970378,0.0,0.8474193625534088,0.0
26,0.8522841910058927,0.0,0.7763815939970378,0.0,0.8474193625534088,0.0
27,0.8522841910058927,0.0,0.7763815939970378,0.0,0.8459153711558468,0.0
28,0.8522841910058927,0.0,0.7763815939970378,0.0,0.8459153711558468,0.0
29,0.8522841910058927,0.0,0.7763815939970378,0.0,0.8459153711558468,0.0
30,0.8522841910058927,0.0,0.7763815939970378,0.0,0.8459153711558468,0.0
31,0.8522841910058927,0.0,0.7763815939970378,0.0,0.8459153711558468,0.0
32,0.8522841910058927,0.0,0.7763815939970378,0.0,0.8459153711558468,0.0
33,0.8522841910058927,0.0,0.7763815939970378,0.0,0.8459153711558468,0.0
34,0.8522841910058927,0.0,0.7763815939970378,0.0,0.8459153711558468,0.0
35,0.8522841910058927,0.0,0.7763815939970378,0.0,0.8459153711558468,0.0
36,0.8522841910058927,0.0,0.7763815939970378,0.0,0.8459153711558468,0.0
37,0.8522841910058927,0.0,0.772162597185856,0.0,0.8459153711558468,0.0
