step,trial_1,qEA_1,trial_2,qEA_2,trial_3,qEA_3
1,0.9090628237977152,0.0,0.8232218150026954,0.0,0.998054636513997,0.0
2,0.9090628237977152,0.0,0.8320277642748886,0.0,0.998054636513997,0.0
3,0.9090628237977152,0.0,0.8320277642748886,0.0,0.998054636513997,0.0
4,0.9090628237977152,0.0,0.8385836414409342,0.0,0.998054636513997,0.0
5,0.9090628237977152,0.0,0.8385836414409342,0.0,0.998054636513997,0.0
6,0.9090628237977152,0.0,0.8385836414409342,0.0,0.998054636513997,0.0
7,0.9090628237977152,0.0,0.8385836414409342,0.0,0.998054636513997,0.0
8,0.9090628237977152,0.0,0.8344313481470658,0.0,0.998054636513997,0.0
9,0.9090628237977152,0.0,0.8294686813174833,0.0,0.998054636513997,0.0
10,0.9090628237977152,0.0,0.8294686813174833,0.0,0.998054636513997,0.0
11,0.9090628237977152,0.0,0.8294686813174833,0.0,0.9805502428887177,0.0
12,0.9090628237977152,0.0,0.8294686813174833,0.0,0.9805502428887177,0.0
13,0.9090628237977152,0.0,0.835220376374038,0.0,0.9805502428887177,0.0
14,0.9090628237977152,0.0,0.835220376374038,0.0,0.9805502428887177,0.0
15,0.9090628237977152,0.0,0.8292347795783792,0.0,0.9805502428887177,0.0
16,0.9090628237977152,0.0,0.8292347795783792,0.0,0.9805502428887177,0.0
17,0.9090628237977152,0.0,0.8292347795783792,0.0,0.9575753060472662,0.0
18,0.9090628237977152,0.0,0.8292347795783792,0.0,0.9575753060472662,0.0
19,0.9090628237977152,0.0,0.8292347795783792,0.0,0.9575753060472662,0.0
20,0.9090628237977152,0.0,0.8292347795783792,0.0,0.944106945154877,0.0
21,0.889031754724459,0.0,0.8292347795783792,0.0,0.944106945154877,0.0
22,0.8826025844143379,0.0,0.8292347795783792,0.0,0.944106945154877,0.0
23,0.877528815033013,0.0,0.8292347795783792,0.0,0.944106945154877,0.0
24,0.877528815033013,0.0,0.8292347795783792,0.0,0.944106945154877,0.0
25,0.877528815033013,0.0,0.8292347795783792,0.0,0.944106945154877,0.0
26,0.877528815033013,0.0,0.8292347795783792,0.0,0.944106945154877,0.0
27,0.877528815033013,0.0,0.8292347795783792,0.0,0.944106945154877,0.0
28,0.849714973697741,0.0,0.8292347795783792,0.0,0.9141046080203306,0.0
29,0.849714973697741,0.0,0.8292347795783792,0.0,0.9141046080203306,0.0
30,0.849714973697741,0.0,0.8292347795783792,0.0,0.9141046080203306,0.0
31,0.849714973697741,0.0,0.8284880840836725,0.0,0.9141046080203306,0.0
32,0.8405599735290283,0.0,0.8284880840836725,0.0,0.9141046080203306,0.0
33,0.8405599735290283,0.0,0.8284880840836725,0.0,0.9141046080203306,0.0
34,0.8405599735290283,0.0,0.8358214526770218,0.0,0.9141046080203306,0.0
35,0.8365908242816485,0.0,0.8358214526770218,0.0,0.9141046080203306,0.0
36,0.8365908242816485,0.0,0.8358214526770218,0.0,0.9141046080203306,0.0
37,0.8365908242816485,0.0,0.8358214526770218,0.0,0.9141046080203306,0.0
38,0.822660034229605,0.0,0.8358214526770218,0.0,0.9141046080203306,0.0
39,0.822660034229605,0.0,0.8358214526770218,0.0,0.9141046080203306,0.0
40,0.822660034229605,0.0,0.8358214526770218,0.0,0.9141046080203306,0.0
41,0.822660034229605,0.0,0.8358214526770218,0.0,0.9141046080203306,0.0
42,0.822660034229605,0.0,0.8351212768395233,0.0,0.9141046080203306,0.0
43,0.822660034229605,0.0,0.8351212768395233,0.0,0.9141046080203306,0.0
44,0.822660034229605,0.0,0.8351212768395233,0.0,0.9141046080203306,0.0
45,0.822660034229605,0.0,0.8351212768395233,0.0,0.9028849794958943,0.0
46,0.822660034229605,0.0,0.8345000325490126,0.0,0.9028849794958943,0.0
47,0.822660034229605,0.0,0.8345000325490126,0.0,0.897484743151001,0.0
48,0.822660034229605,0.0,0.8345000325490126,0.0,0.897484743151001,0.0
49,0.8011171809986113,0.0,0.8345000325490126,0.0,0.897484743151001,0.0
50,0.8011171809986113,0.0,0.8345000325490126,0.0,0.897484743151001,0.0
51,0.8002341506337515,0.0,0.8345000325490126,0.0,0.897484743151001,0.0
52,0.8002341506337515,0.0,0.8345000325490126,0.0,0.897484743151001,0.0
53,0.8002341506337515,0.0,0.8345000325490126,0.0,0.897484743151001,0.0
54,0.8002341506337515,0.0,0.8345000325490126,0.0,0.897484743151001,0.0
55,0.8002341506337515,0.0,0.8345000325490126,0.0,0.897484743151001,0.0
56,0.8002341506337515,0.0,0.8345000325490126,0.0,0.897484743151001,0.0
57,0.8002341506337515,0.0,0.8345000325490126,0.0,0.897484743151001,0.0
58,0.8002341506337515,0.0,0.8345000325490126,0.0,0.897484743151001,0.0
59,0.8002341506337515,0.0,0.8345000325490126,0.0,0.897484743151001,0.0
60,0.8002341506337515,0.0,0.8345000325490126,0.0,0.8858404456167102,0.0
61,0.8002341506337515,0.0,0.8345000325490126,0.0,0.8858404456167102,0.0
62,0.8002341506337515,0.0,0.8345000325490126,0.0,0.8858404456167102,0.0
63,0.8002341506337515,0.0,0.8182701911452058,0.0,0.8858404456167102,0.0
64,0.8002341506337515,0.0,0.8182701911452058,0.0,0.8858404456167102,0.0
65,0.7778837782637732,0.0,0.8182701911452058,0.0,0.8797823623062629,0.0
66,0.7704493222222591,0.0,0.8049559906518006,0.0,0.8797823623062629,0.0
67,0.7704493222222591,0.0,0.7895991953200686,0.0,0.867916459355404,0.0
68,0.7658620840325763,0.0,0.7895991953200686,0.0,0.867916459355404,0.0
69,0.7658620840325763,0.0,0.7949419473575933,0.0,0.867916459355404,0.0
70,0.7658620840325763,0.0,0.7949419473575933,0.0,0.867916459355404,0.0
71,0.7658620840325763,0.0,0.7949419473575933,0.0,0.867916459355404,0.0
72,0.7658620840325763,0.0,0.7829029644192999,0.0,0.867916459355404,0.0
73,0.7658620840325763,0.0,0.7535163942460876,0.0,0.867916459355404,0.0
74,0.7718123725588272,0.0,0.758318555836451,0.0,0.8588986234916429,0.0
75,0.7718123725588272,0.0,0.758318555836451,0.0,0.8588986234916429,0.0
76,0.7718123725588272,0.0,0.758318555836451,0.0,0.8425378433807983,0.0
77,0.7718123725588272,0.0,0.758318555836451,0.0,0.8425378433807983,0.0
78,0.74912311918295,0.0,0.758318555836451,0.0,0.8425378433807983,0.0
79,0.74912311918295,0.0,0.7509828867888869,0.0,0.8425378433807983,0.0
80,0.74912311918295,0.0,0.7509828867888869,0.0,0.8425378433807983,0.0
81,0.74912311918295,0.0,0.7509828867888869,0.0,0.8425378433807983,0.0
82,0.74912311918295,0.0,0.753984484615274,0.0,0.8425378433807983,0.0
83,0.7508855566094892,0.0,0.753984484615274,0.0,0.8425378433807983,0.0
84,0.7508855566094892,0.0,0.7568772914294558,0.0,0.8425378433807983,0.0
85,0.7508855566094892,0.0,0.7568772914294558,0.0,0.8425378433807983,0.0
86,0.7508855566094892,0.0,0.7568772914294558,0.0,0.8364237746259457,0.0
87,0.7508855566094892,0.0,0.7457375942819933,0.0,0.8142686421670706,0.0
88,0.7508855566094892,0.0,0.7457375942819933,0.0,0.8142686421670706,0.0
89,0.7396298303988537,0.0,0.7457375942819933,0.0,0.8142686421670706,0.0
90,0.7106709929325525,0.0,0.7361457427895309,0.0,0.8142686421670706,0.0
91,0.7106709929325525,0.0,0.7361457427895309,0.0,0.8142686421670706,0.0
92,0.7106709929325525,0.0,0.7361457427895309,0.0,0.8142686421670706,0.0
93,0.6975492156871443,0.0,0.7287232638035104,0.0,0.8092756529754993,0.0
94,0.6975492156871443,0.0,0.7287232638035104,0.0,0.8092756529754993,0.0
95,0.7070332542988494,0.0,0.7287232638035104,0.0,0.8092756529754993,0.0
96,0.7070332542988494,0.0,0.7287232638035104,0.0,0.8092756529754993,0.0
97,0.7070332542988494,0.0,0.7287232638035104,0.0,0.8092756529754993,0.0
98,0.7070332542988494,0.0,0.7287232638035104,0.0,0.8092756529754993,0.0
99,0.7070332542988494,0.0,0.7287232638035104,0.0,0.8004254376174837,0.0
100,0.7020510343373438,0.0,0.7287232638035104,0.0,0.8004254376174837,0.0
101,0.7020510343373438,0.0,0.7287232638035104,0.0,0.8004254376174837,0.0
102,0.7020510343373438,0.0,0.7287232638035104,0.0,0.8004254376174837,0.0
103,0.7020510343373438,0.0,0.7287232638035104,0.0,0.8004254376174837,0.0
104,0.6979509039183449,0.0,0.7180595325482434,0.0,0.7809716377806754,0.0
105,0.6979509039183449,0.0,0.7180595325482434,0.0,0.7809716377806754,0.0
106,0.701659825950908,0.0,0.7180595325482434,0.0,0.7809716377806754,0.0
107,0.701659825950908,0.0,0.7180595325482434,0.0,0.7809716377806754,0.0
108,0.7009850622692341,0.0,0.7180595325482434,0.0,0.7809716377806754,0.0
109,0.7009850622692341,0.0,0.7180595325482434,0.0,0.7809716377806754,0.0
110,0.7009850622692341,0.0,0.7180595325482434,0.0,0.7809716377806754,0.0
111,0.7009850622692341,0.0,0.7180595325482434,0.0,0.7602443158767185,0.0
112,0.7006585356758304,0.0,0.7180595325482434,0.0,0.7602443158767185,0.0
113,0.7006585356758304,0.0,0.7180595325482434,0.0,0.7602443158767185,0.0
114,0.7006585356758304,0.0,0.7180595325482434,0.0,0.7602443158767185,0.0
115,0.7006585356758304,0.0,0.7129829410054009,0.0,0.7602443158767185,0.0
116,0.7006585356758304,0.0,0.7129829410054009,0.0,0.7602443158767185,0.0
117,0.7151679729270778,0.0,0.7129829410054009,0.0,0.7602443158767185,0.0
118,0.7157000504053443,0.0,0.7129829410054009,0.0,0.7602443158767185,0.0
119,0.7157000504053443,0.0,0.7129829410054009,0.0,0.7351109686411408,0.0
120,0.7157000504053443,0.0,0.7075208939959428,0.0,0.7351109686411408,0.0
121,0.7157000504053443,0.0,0.6973106793172337,0.0,0.7267901828362082,0.0
122,0.7157000504053443,0.0,0.6973106793172337,0.0,0.7241194214431309,0.0
123,0.7157000504053443,0.0,0.6973106793172337,0.0,0.7241194214431309,0.0
124,0.7157000504053443,0.0,0.7009175233886458,0.0,0.7241194214431309,0.0
125,0.7005753295523691,0.0,0.7054995032857485,0.0,0.7241194214431309,0.0
126,0.7005753295523691,0.0,0.7054995032857485,0.0,0.7241194214431309,0.0
127,0.7005753295523691,0.0,0.7054995032857485,0.0,0.7374744530010793,0.0
128,0.7005753295523691,0.0,0.7054995032857485,0.0,0.7374744530010793,0.0
129,0.7005753295523691,0.0,0.7105809411479762,0.0,0.7374744530010793,0.0
130,0.7013190094426519,0.0,0.7105809411479762,0.0,0.7334715339402834,0.0
131,0.7013190094426519,0.0,0.7105809411479762,0.0,0.7334715339402834,0.0
132,0.7013190094426519,0.0,0.7262198179753608,0.0,0.7334715339402834,0.0
133,0.7033129292480021,0.0,0.7289907362440037,0.0,0.7334715339402834,0.0
134,0.7033129292480021,0.0,0.7289907362440037,0.0,0.7334715339402834,0.0
135,0.7033129292480021,0.0,0.7289907362440037,0.0,0.707338373117249,0.0
136,0.7030116991001757,0.0,0.7289907362440037,0.0,0.707338373117249,0.0
137,0.7132351208505309,0.0,0.7289907362440037,0.0,0.711609444571538,0.0
138,0.7132351208505309,0.0,0.7289907362440037,0.0,0.711609444571538,0.0
139,0.7132351208505309,0.0,0.7289907362440037,0.0,0.7126952742435202,0.0
140,0.7132351208505309,0.0,0.7289907362440037,0.0,0.7126952742435202,0.0
141,0.7136774522220626,0.0,0.7289907362440037,0.0,0.7126952742435202,0.0
142,0.7107649340208693,0.0,0.7289907362440037,0.0,0.7126952742435202,0.0
143,0.707991874460758,0.0,0.7389801112207236,0.0,0.7126952742435202,0.0
144,0.707991874460758,0.0,0.7389801112207236,0.0,0.7126952742435202,0.0
145,0.7046157873471445,0.0,0.7389801112207236,0.0,0.7126952742435202,0.0
146,0.7105738201785239,0.0,0.7389801112207236,0.0,0.7126952742435202,0.0
147,0.7066247828661959,0.0,0.7575145522578755,0.0,0.7126952742435202,0.0
148,0.6820344702805468,0.0,0.7575145522578755,0.0,0.7126952742435202,0.0
149,0.6820344702805468,0.0,0.7575145522578755,0.0,0.7059461100244331,0.0
150,0.6820344702805468,0.0,0.7575145522578755,0.0,0.7091513665126093,0.0
151,0.6820344702805468,0.0,0.7388873772947722,0.0,0.7091513665126093,0.0
152,0.6820344702805468,0.0,0.7388873772947722,0.0,0.7027312869302909,0.0
153,0.6820344702805468,0.0,0.7392540359009128,0.0,0.7027312869302909,0.0
154,0.6820344702805468,0.0,0.7392540359009128,0.0,0.7027312869302909,0.0
155,0.660607468623269,0.0,0.7392540359009128,0.0,0.7013340921905533,0.0
156,0.660607468623269,0.0,0.7579810487728171,0.0,0.7013340921905533,0.0
157,0.660607468623269,0.0,0.7579810487728171,0.0,0.7020382930908667,0.0
158,0.660607468623269,0.0,0.7579810487728171,0.0,0.7020382930908667,0.0
159,0.660607468623269,0.0,0.7579810487728171,0.0,0.7020382930908667,0.0
160,0.660607468623269,0.0,0.7579810487728171,0.0,0.7020382930908667,0.0
161,0.6660941745539934,0.0,0.7579810487728171,0.0,0.7020382930908667,0.0
162,0.6660941745539934,0.0,0.7525409001651544,0.0,0.7020382930908667,0.0
163,0.6586857240654886,0.0,0.7525409001651544,0.0,0.6949911294772367,0.0
164,0.6609419313115269,0.0,0.7525409001651544,0.0,0.6949911294772367,0.0
165,0.6609419313115269,0.0,0.7525409001651544,0.0,0.6949911294772367,0.0
166,0.6360935692034632,0.0,0.7525409001651544,0.0,0.7160960432498313,0.0
167,0.6360935692034632,0.0,0.7525409001651544,0.0,0.7160960432498313,0.0
168,0.6360935692034632,0.0,0.7525409001651544,0.0,0.719418450644744,0.0
169,0.6408672423535315,0.0,0.7355076617037756,0.0,0.719418450644744,0.0
170,0.642140029494096,0.0,0.7355076617037756,0.0,0.719418450644744,0.0
171,0.642140029494096,0.0,0.7355076617037756,0.0,0.719418450644744,0.0
172,0.642140029494096,0.0,0.7355076617037756,0.0,0.719418450644744,0.0
173,0.642140029494096,0.0,0.7434833718251088,0.0,0.719418450644744,0.0
