step,trial_1,trial_2,trial_3,trial_4,trial_5
1,0.9852957251811814,0.9074187485002523,0.8117535978779351,0.923888491063335,0.9370753267449322
2,0.9852957251811814,0.9074187485002523,0.8117535978779351,0.923888491063335,0.9370753267449322
3,0.9852957251811814,0.9074187485002523,0.8117535978779351,0.923888491063335,0.9129180775580128
4,0.9852957251811814,0.9074187485002523,0.8117535978779351,0.923888491063335,0.9129180775580128
5,0.9852957251811814,0.9074187485002523,0.8117535978779351,0.923888491063335,0.9129180775580128
6,0.935810484702767,0.9074187485002523,0.8117535978779351,0.923888491063335,0.9129180775580128
7,0.935810484702767,0.9074187485002523,0.8117535978779351,0.923888491063335,0.9129180775580128
8,0.935810484702767,0.9074187485002523,0.8117535978779351,0.923888491063335,0.9129180775580128
9,0.935810484702767,0.8912166218078837,0.8117535978779351,0.923888491063335,0.8684278814567685
10,0.935810484702767,0.8229742767651624,0.8117535978779351,0.923888491063335,0.8684278814567685
11,0.935810484702767,0.8229742767651624,0.764713163223205,0.923888491063335,0.8554229551859341
12,0.935810484702767,0.8229742767651624,0.7378231878663746,0.923888491063335,0.8192285776233117
13,0.935810484702767,0.8229742767651624,0.7378231878663746,0.923888491063335,0.8084454525760078
14,0.935810484702767,0.8229742767651624,0.7378231878663746,0.923888491063335,0.8146903611938128
15,0.935810484702767,0.8468110294306112,0.7787177972641679,0.923888491063335,0.8146903611938128
16,0.935810484702767,0.8468110294306112,0.7787177972641679,0.923888491063335,0.8146903611938128
17,0.935810484702767,0.8468110294306112,0.7787177972641679,0.9220018089358359,0.7452660591334433
18,0.8792036131773949,0.8468110294306112,0.7255209567567835,0.9220018089358359,0.7452660591334433
19,0.8792036131773949,0.8468110294306112,0.7255209567567835,0.8721313362935498,0.7266025418274148
20,0.8792036131773949,0.8486520485129248,0.7357109803632776,0.8721313362935498,0.7266025418274148
21,0.8792036131773949,0.8486520485129248,0.7357109803632776,0.8721313362935498,0.7253806066678825
22,0.8792036131773949,0.8486520485129248,0.7764914773482193,0.8578649114091746,0.7253806066678825
23,0.8792036131773949,0.8486520485129248,0.7533920388442893,0.8578649114091746,0.6147526450401108
24,0.8792036131773949,0.8486520485129248,0.7533920388442893,0.8578649114091746,0.6164441400205644
25,0.8792036131773949,0.8486520485129248,0.7533920388442893,0.8578649114091746,0.5534879771483945
26,0.8734365148579055,0.8019018024339638,0.7188401575827008,0.8578649114091746,0.5332962878974562
27,0.8734365148579055,0.78434234034854,0.7681627879007474,0.8578649114091746,0.46728200374235157
28,0.8302659831637146,0.7490406049542179,0.7681627879007474,0.8578649114091746,0.5324988468350272
29,0.8302659831637146,0.7490406049542179,0.7299008614555527,0.8578649114091746,0.5389782765829968
30,0.8302659831637146,0.7490406049542179,0.7299008614555527,0.8578649114091746,0.5342438035794093
31,0.806035100837967,0.7121801481113889,0.7299008614555527,0.8578649114091746,0.5429628792046325
32,0.806035100837967,0.6905891385075087,0.7299008614555527,0.8578649114091746,0.45917356352151
33,0.806035100837967,0.6905891385075087,0.7299008614555527,0.8578649114091746,0.48713672248067796
34,0.7594734182730907,0.6905891385075087,0.7069486379549741,0.8578649114091746,0.4036966673201003
35,0.7586943901938401,0.6905891385075087,0.7289640436428072,0.8578649114091746,0.31853513065402195
36,0.7688144511839499,0.7027307318140638,0.7289640436428072,0.8578649114091746,0.23846906108279461
37,0.6998048816033542,0.6306180926985306,0.7289640436428072,0.8578649114091746,0.2775932400678629
38,0.696642629151238,0.5843212081751046,0.7289640436428072,0.8578649114091746,0.21094702177189412
39,0.696642629151238,0.6337402264597259,0.7289640436428072,0.8578649114091746,0.21094702177189412
40,0.6834806034078315,0.5956978593333322,0.7388672046145216,0.8434448612077866,0.21094702177189412
41,0.6370360343199951,0.5956978593333322,0.7388672046145216,0.8434448612077866,0.21094702177189412
42,0.6409121569219912,0.5075037095930558,0.7573084814255763,0.8434448612077866,0.2180784465924499
43,0.6682551813944624,0.363551463037807,0.7573084814255763,0.8434448612077866,0.2003073870079513
44,0.6610850760023229,0.3447278379243667,0.7573084814255763,0.8434448612077866,0.22727653830999936
45,0.5830751012701326,0.3082982831229089,0.7573084814255763,0.8434448612077866,0.1962964400180034
46,0.49768137955326525,0.2222704207924153,0.7573084814255763,0.8434448612077866,0.04257402741323641
47,0.45644569589984546,0.17670042753691603,0.7573084814255763,0.8434448612077866,0.059277439619325904
48,0.5393539839858851,0.17933312251168756,0.7573084814255763,0.8434448612077866,0.059277439619325904
49,0.4134937933199934,0.08444467929096255,0.7573084814255763,0.8186504351908058,0.059277439619325904
50,0.48010820674687,0.04363316902541831,0.7573084814255763,0.8186504351908058,0.059277439619325904
51,0.4873741581365613,0.04363316902541831,0.7573084814255763,0.8186504351908058,0.119766275291663
52,0.449893834711892,0.05250090376814884,0.7573084814255763,0.8186504351908058,0.12200636356550697
53,0.45128838146292505,0.05250090376814884,0.7573084814255763,0.8186504351908058,0.09302439215746995
54,0.42156133024985265,0.02256249263599596,0.7573084814255763,0.7951423368972091,0.09302439215746995
55,0.3581614029813212,0.09930945791024885,0.7573084814255763,0.7951423368972091,0.010660556368181081
56,0.47170925578723627,0.129291075354672,0.7573084814255763,0.7951423368972091,0.010660556368181081
57,0.466420327339866,0.129291075354672,0.7573084814255763,0.7865349550942765,-0.07380366850857932
58,0.39252224527341945,0.129291075354672,0.7573084814255763,0.7865349550942765,-0.13685240353383418
59,0.39252224527341945,0.129291075354672,0.7949051038625802,0.7865349550942765,-0.13685240353383418
60,0.32232531842156487,0.04240315125866179,0.7719480915373101,0.7342299153862785,-0.13685240353383418
61,0.32232531842156487,0.04240315125866179,0.7719480915373101,0.6875267855427941,-0.1331910208609042
62,0.32087896151615286,-0.03652963624270267,0.7719480915373101,0.6875267855427941,-0.04536535612209228
63,0.3006070499072273,-0.04876178605678989,0.7522594853185998,0.6413558723473937,0.07779120092654401
