alpha,N,M,T,disorder,phi_a,phi_b,q_ea,phi_max_other,phi_1max
0.20,25,148,0.288156,167,0.873747,0.863357,0.759239,0.527943,0.527444
0.20,25,148,0.288156,168,0.446185,0.864920,0.377362,0.854661,0.505922
0.20,25,148,0.288156,169,0.877848,0.862896,0.758690,0.503939,0.471852
0.20,25,148,0.288156,170,0.867841,0.868464,0.762456,0.514285,0.546267
0.20,25,148,0.288156,171,0.873523,0.859166,0.740653,0.507657,0.533950
0.20,25,148,0.288156,172,0.871501,0.867217,0.741690,0.487960,0.430996
0.20,25,148,0.288156,173,0.863416,0.871229,0.756462,0.490561,0.508185
0.20,25,148,0.288156,174,0.870838,0.864539,0.749251,0.441608,0.381758
0.20,25,148,0.288156,175,0.874679,0.868195,0.761112,0.492011,0.462370
0.20,25,148,0.288156,176,0.876868,0.863877,0.756522,0.474524,0.449555
0.20,25,148,0.288156,177,0.863281,0.872555,0.755827,0.437485,0.387695
0.20,25,148,0.288156,178,0.866972,0.872719,0.750790,0.466491,0.397972
0.20,25,148,0.288156,179,0.875166,0.868064,0.764432,0.509308,0.525252
0.20,25,148,0.288156,180,0.859868,0.873406,0.744327,0.448053,0.406916
0.20,25,148,0.288156,181,0.873269,0.881891,0.768752,0.527517,0.520621
0.20,25,148,0.288156,182,0.875415,0.413373,0.368479,0.526908,0.514386
0.20,25,148,0.288156,183,0.869795,0.869266,0.752488,0.484387,0.474728
0.20,25,148,0.288156,184,0.880989,0.873434,0.776605,0.549390,0.553789
0.20,25,148,0.288156,185,0.878832,0.877161,0.769449,0.466095,0.440435
0.20,25,148,0.288156,186,0.866619,0.874280,0.757408,0.481982,0.479238
0.20,25,148,0.288156,187,0.879397,0.873606,0.753289,0.466033,0.465312
0.20,25,148,0.288156,188,0.863274,0.883920,0.768049,0.582125,0.672343
0.20,25,148,0.288156,189,0.871828,0.880741,0.763922,0.469964,0.409931
0.20,25,148,0.288156,190,0.871198,0.869768,0.754915,0.500522,0.462224
0.20,25,148,0.288156,191,0.864915,0.877849,0.761960,0.540555,0.599146
0.20,25,148,0.288156,192,0.865799,0.872606,0.760531,0.513032,0.575515
0.20,25,148,0.288156,193,0.868498,0.874287,0.749645,0.511316,0.469806
0.20,25,148,0.288156,194,0.863994,0.868603,0.749649,0.492534,0.463765
0.20,25,148,0.288156,195,0.872402,0.882893,0.771404,0.500226,0.475884
0.20,25,148,0.288156,196,0.661262,0.869074,0.575350,0.775152,0.638667
0.20,25,148,0.288156,197,0.289715,0.876044,0.267505,0.875157,0.467534
0.20,25,148,0.288156,198,0.875436,0.877015,0.763253,0.496369,0.493374
0.20,25,148,0.288156,199,0.870563,0.867908,0.746124,0.480772,0.477795
0.20,25,148,0.288156,200,0.862983,0.871166,0.751573,0.538897,0.524907
0.20,25,148,0.320424,1,0.488947,0.414884,0.079409,0.853984,0.512308
0.20,25,148,0.320424,2,0.338607,0.055592,0.070750,0.865830,0.547486
0.20,25,148,0.320424,3,0.863531,0.839384,0.726868,0.488939,0.469802
0.20,25,148,0.320424,4,0.852905,0.693577,0.591401,0.449187,0.410725
0.20,25,148,0.320424,5,0.854789,0.862067,0.731863,0.436769,0.363770
0.20,25,148,0.320424,6,0.448567,0.863798,0.393807,0.858989,0.584449
0.20,25,148,0.320424,7,0.374084,0.846122,0.332698,0.856670,0.536898
0.20,25,148,0.320424,8,0.866318,0.665855,0.577363,0.507935,0.507089
0.20,25,148,0.320424,9,0.443903,0.853159,0.356034,0.853504,0.520304
0.20,25,148,0.320424,10,0.852784,0.853503,0.720630,0.429531,0.359364
0.20,25,148,0.320424,11,0.858960,0.477096,0.427206,0.542942,0.571075
0.20,25,148,0.320424,12,0.413672,0.853353,0.351521,0.859930,0.506096
0.20,25,148,0.320424,13,0.862161,0.861518,0.741402,0.503051,0.459083
0.20,25,148,0.320424,14,0.867817,0.418284,0.359715,0.488017,0.466984
0.20,25,148,0.320424,15,0.860292,0.379891,0.325452,0.471409,0.452922
0.20,25,148,0.320424,16,0.845677,0.857550,0.724719,0.514134,0.504406
0.20,25,148,0.320424,17,0.440925,0.739757,0.504303,0.862194,0.513639
0.20,25,148,0.320424,18,0.851409,0.334344,0.286416,0.470760,0.433660
0.20,25,148,0.320424,19,0.857351,-0.040517,-0.060400,0.487380,0.510031
0.20,25,148,0.320424,20,0.858373,0.404717,0.349372,0.491179,0.501864
0.20,25,148,0.320424,21,0.852452,0.859915,0.734113,0.472057,0.439367
0.20,25,148,0.320424,22,0.337085,0.849413,0.297349,0.851785,0.477577
0.20,25,148,0.320424,23,0.855185,0.850215,0.726190,0.537143,0.547533
0.20,25,148,0.320424,24,0.856848,0.853888,0.729385,0.501782,0.476668
0.20,25,148,0.320424,25,0.851689,0.859089,0.737690,0.492548,0.509179
0.20,25,148,0.320424,26,0.860040,-0.111970,-0.095847,0.540874,0.533873
0.20,25,148,0.320424,27,0.861124,0.411569,0.346290,0.504472,0.472017
0.20,25,148,0.320424,28,0.591342,0.846176,0.505538,0.801952,0.620869
0.20,25,148,0.320424,29,0.858666,0.791755,0.676718,0.475194,0.483342
0.20,25,148,0.320424,30,0.794494,0.855444,0.678708,0.553274,0.469059
0.20,25,148,0.320424,31,0.210790,0.861123,0.177986,0.857121,0.426018
0.20,25,148,0.320424,32,0.868703,0.388507,0.337228,0.492359,0.451717
0.20,25,148,0.320424,33,0.851816,0.858651,0.728830,0.503994,0.477215
0.20,25,148,0.320424,34,0.853094,0.854879,0.735789,0.488086,0.459348
0.20,25,148,0.320424,35,0.851123,0.479642,0.403173,0.521354,0.537643
0.20,25,148,0.320424,36,0.853924,0.857624,0.726870,0.470546,0.441809
0.20,25,148,0.320424,37,0.857441,0.860883,0.738081,0.504237,0.498372
0.20,25,148,0.320424,38,0.707274,0.443717,0.510307,0.731718,0.657657
0.20,25,148,0.320424,39,0.852570,0.797077,0.684607,0.535320,0.612277
0.20,25,148,0.320424,40,0.473730,0.362577,0.189280,0.855045,0.537334
0.20,25,148,0.320424,41,0.857813,0.856254,0.738496,0.483120,0.462075
0.20,25,148,0.320424,42,0.856619,0.850867,0.720517,0.480146,0.483241
0.20,25,148,0.320424,43,0.227095,0.855102,0.200546,0.850406,0.384059
0.20,25,148,0.320424,44,0.865246,0.085781,0.071269,0.513120,0.514069
0.20,25,148,0.320424,45,0.855735,0.859541,0.734873,0.510582,0.495305
0.20,25,148,0.320424,46,0.629401,0.872067,0.569456,0.677872,0.476134
0.20,25,148,0.320424,47,0.853822,0.856970,0.726944,0.539712,0.571257
0.20,25,148,0.320424,48,0.852426,0.852432,0.721550,0.470682,0.458431
0.20,25,148,0.320424,49,0.854416,0.847892,0.719900,0.457085,0.418339
0.20,25,148,0.320424,50,0.847894,0.865281,0.735253,0.513504,0.513975
0.20,25,148,0.320424,51,0.872018,0.620826,0.542310,0.609555,0.674702
0.20,25,148,0.320424,52,0.858007,0.849611,0.734930,0.480145,0.433899
0.20,25,148,0.320424,53,0.857520,0.306332,0.239546,0.538963,0.556180
0.20,25,148,0.320424,54,0.413209,-0.136785,-0.015730,0.850952,0.522653
0.20,25,148,0.320424,55,0.849979,0.475275,0.400073,0.516031,0.577618
0.20,25,148,0.320424,56,0.860122,0.864561,0.745884,0.467406,0.438327
0.20,25,148,0.320424,57,0.856234,0.842934,0.726778,0.476071,0.481928
0.20,25,148,0.320424,58,0.400760,0.862038,0.331627,0.860864,0.464499
0.20,25,148,0.320424,59,0.855879,0.844991,0.725285,0.493542,0.547532
0.20,25,148,0.320424,60,0.857031,0.297099,0.256595,0.446269,0.416756
0.20,25,148,0.320424,61,0.863686,0.868585,0.752972,0.468059,0.433428
0.20,25,148,0.320424,62,0.509825,0.860281,0.438205,0.863713,0.564390
0.20,25,148,0.320424,63,0.853972,0.854649,0.725047,0.479723,0.471499
0.20,25,148,0.320424,64,0.862646,0.318760,0.285731,0.461488,0.403409
0.20,25,148,0.320424,65,0.850130,0.851849,0.723526,0.447978,0.377243
0.20,25,148,0.320424,66,0.870673,0.854134,0.736029,0.460082,0.421797
0.20,25,148,0.320424,67,0.864761,0.863186,0.746116,0.489687,0.436781
0.20,25,148,0.320424,68,0.294343,0.341562,0.228778,0.861192,0.618415
0.20,25,148,0.320424,69,0.859911,0.854273,0.740824,0.494589,0.495584
0.20,25,148,0.320424,70,0.393189,0.423891,0.737211,0.854226,0.511525
0.20,25,148,0.320424,71,0.854443,0.703267,0.607237,0.465949,0.454983
0.20,25,148,0.320424,72,0.850128,0.858579,0.714030,0.488936,0.477913
0.20,25,148,0.320424,73,0.860886,0.850342,0.730388,0.516480,0.529694
0.20,25,148,0.320424,74,0.849288,0.852669,0.718690,0.490050,0.511104
0.20,25,148,0.320424,75,0.859904,0.852200,0.729029,0.490019,0.512064
0.20,25,148,0.320424,76,0.862465,0.853762,0.738814,0.456086,0.466573
0.20,25,148,0.320424,77,0.609048,0.571525,0.708652,0.825206,0.658967
0.20,25,148,0.320424,78,0.857064,0.855727,0.731964,0.465773,0.440213
0.20,25,148,0.320424,79,0.856865,0.352962,0.294531,0.485867,0.500595
0.20,25,148,0.320424,80,0.864739,0.863996,0.747409,0.494835,0.502860
0.20,25,148,0.320424,81,0.855632,0.451014,0.402176,0.530484,0.541760
0.20,25,148,0.320424,82,0.853817,0.845444,0.731923,0.499172,0.462952
0.20,25,148,0.320424,83,0.853745,0.215252,0.176278,0.494871,0.493512
0.20,25,148,0.320424,84,0.852308,0.851519,0.716201,0.480432,0.465175
0.20,25,148,0.320424,85,0.869163,0.854557,0.737898,0.426390,0.362558
0.20,25,148,0.320424,86,0.858614,0.640232,0.545187,0.511839,0.530833
0.20,25,148,0.320424,87,0.854654,0.867334,0.733602,0.531956,0.556662
0.20,25,148,0.320424,88,0.866934,0.338835,0.291023,0.488170,0.490437
0.20,25,148,0.320424,89,0.859533,0.854381,0.740457,0.501847,0.502360
0.20,25,148,0.320424,90,0.389441,0.859971,0.348542,0.861718,0.517195
0.20,25,148,0.320424,91,0.859865,0.180254,0.161261,0.466086,0.433204
0.20,25,148,0.320424,92,0.567484,0.864795,0.490729,0.721701,0.531477
0.20,25,148,0.320424,93,0.853906,0.862100,0.731685,0.466170,0.474932
0.20,25,148,0.320424,94,0.849495,0.865140,0.731820,0.478265,0.496839
0.20,25,148,0.320424,95,0.856915,0.392637,0.350694,0.466479,0.457510
0.20,25,148,0.320424,96,0.400762,0.854907,0.339007,0.850244,0.468042
0.20,25,148,0.320424,97,0.773579,0.844939,0.643779,0.600233,0.531423
0.20,25,148,0.320424,98,0.844516,0.851292,0.713327,0.526346,0.558089
0.20,25,148,0.320424,99,0.857916,0.076690,0.051558,0.525759,0.531688
0.20,25,148,0.320424,100,0.863915,0.858269,0.733326,0.531324,0.505938
0.20,25,148,0.320424,101,0.851894,0.852914,0.727156,0.498737,0.455126
0.20,25,148,0.320424,102,0.844652,0.857838,0.722905,0.515741,0.498913
0.20,25,148,0.320424,103,0.764404,0.863251,0.675227,0.569331,0.509189
0.20,25,148,0.320424,104,0.859766,0.861646,0.738668,0.486669,0.485517
0.20,25,148,0.320424,105,0.859140,0.868080,0.741212,0.492279,0.504260
0.20,25,148,0.320424,106,0.225974,0.247116,0.160537,0.854859,0.567741
0.20,25,148,0.320424,107,0.664684,0.860256,0.588745,0.638438,0.431921
0.20,25,148,0.320424,108,0.860114,0.293929,0.234777,0.549180,0.561711
0.20,25,148,0.320424,109,0.849773,0.861703,0.725875,0.468903,0.412948
0.20,25,148,0.320424,110,0.862093,0.844405,0.728820,0.509914,0.465985
0.20,25,148,0.320424,111,0.851063,0.842627,0.715795,0.553056,0.617777
0.20,25,148,0.320424,112,0.858453,0.850009,0.730584,0.465573,0.410687
0.20,25,148,0.320424,113,0.113438,0.855842,0.085851,0.864046,0.500547
0.20,25,148,0.320424,114,0.852021,0.859868,0.733582,0.488435,0.476275
0.20,25,148,0.320424,115,0.852648,0.314154,0.242158,0.504806,0.481968
0.20,25,148,0.320424,116,0.574845,0.345175,0.154327,0.759874,0.523369
0.20,25,148,0.320424,117,0.865173,0.860972,0.746201,0.459043,0.403320
0.20,25,148,0.320424,118,0.851176,0.643327,0.550193,0.585369,0.637516
0.20,25,148,0.320424,119,0.852448,0.856251,0.741376,0.472906,0.478067
0.20,25,148,0.320424,120,0.863612,0.289012,0.243086,0.507130,0.494414
0.20,25,148,0.320424,121,0.704570,0.853517,0.594878,0.620240,0.508717
0.20,25,148,0.320424,122,0.863861,0.858732,0.745459,0.466400,0.446129
0.20,25,148,0.320424,123,0.853057,0.857753,0.728451,0.502320,0.491379
0.20,25,148,0.320424,124,0.847909,0.852313,0.723082,0.519120,0.492612
0.20,25,148,0.320424,125,-0.073429,0.586041,-0.010324,0.862864,0.540497
0.20,25,148,0.320424,126,0.852930,0.371154,0.328752,0.528354,0.560399
0.20,25,148,0.320424,127,0.483571,0.336056,0.315625,0.841960,0.570436
0.20,25,148,0.320424,128,0.230607,0.852481,0.182550,0.859289,0.473493
0.20,25,148,0.320424,129,0.863153,0.855321,0.731113,0.480848,0.473699
0.20,25,148,0.320424,130,0.855687,0.418618,0.366194,0.490085,0.494147
0.20,25,148,0.320424,131,0.859167,0.861770,0.742380,0.506846,0.503755
0.20,25,148,0.320424,132,0.862144,0.858486,0.748686,0.451272,0.435332
0.20,25,148,0.320424,133,0.862751,0.866352,0.743130,0.447047,0.406987
0.20,25,148,0.320424,134,0.846686,0.866670,0.718539,0.503087,0.514720
0.20,25,148,0.320424,135,0.442264,0.381431,0.098262,0.860332,0.577514
0.20,25,148,0.320424,136,-0.002691,0.137625,-0.214535,0.853169,0.590096
0.20,25,148,0.320424,137,0.393504,0.866088,0.354292,0.848935,0.478669
0.20,25,148,0.320424,138,0.511550,0.244145,0.139014,0.859513,0.589845
0.20,25,148,0.320424,139,0.858325,0.223364,0.204176,0.465808,0.430745
0.20,25,148,0.320424,140,0.856296,0.846342,0.727162,0.498870,0.515669
0.20,25,148,0.320424,141,0.852521,0.526468,0.463326,0.529744,0.583513
0.20,25,148,0.320424,142,0.864631,0.860451,0.733247,0.450157,0.384991
0.20,25,148,0.320424,143,0.843725,0.856824,0.723221,0.473767,0.449428
0.20,25,148,0.320424,144,0.860792,0.851310,0.731165,0.481916,0.428947
0.20,25,148,0.320424,145,0.850058,0.861153,0.729745,0.442517,0.385488
0.20,25,148,0.320424,146,0.296702,0.353956,0.075010,0.845255,0.490709
0.20,25,148,0.320424,147,0.836519,0.263333,0.217974,0.523959,0.502547
0.20,25,148,0.320424,148,0.858128,0.852585,0.738067,0.486598,0.448297
0.20,25,148,0.320424,149,0.841214,0.860997,0.710681,0.501188,0.516714
0.20,25,148,0.320424,150,0.855911,0.862619,0.737861,0.527807,0.546315
0.20,25,148,0.320424,151,0.854922,0.849835,0.726416,0.474915,0.440737
0.20,25,148,0.320424,152,0.860497,0.858267,0.745483,0.554648,0.572859
0.20,25,148,0.320424,153,0.593251,0.855340,0.492886,0.648994,0.433679
0.20,25,148,0.320424,154,0.389743,0.860249,0.321237,0.856708,0.527612
0.20,25,148,0.320424,155,0.521652,0.860535,0.430246,0.792149,0.529369
0.20,25,148,0.320424,156,0.864261,0.851531,0.734450,0.497610,0.464589
0.20,25,148,0.320424,157,0.859891,0.233280,0.190780,0.469963,0.447652
0.20,25,148,0.320424,158,0.863351,0.410249,0.361752,0.490148,0.478276
0.20,25,148,0.320424,159,0.853586,0.858496,0.738316,0.498747,0.502029
0.20,25,148,0.320424,160,0.854065,0.851846,0.729679,0.456477,0.436544
0.20,25,148,0.320424,161,0.723344,0.857600,0.638311,0.600593,0.546391
0.20,25,148,0.320424,162,-0.111973,0.438055,0.136879,0.848553,0.507381
0.20,25,148,0.320424,163,0.858601,0.388426,0.353818,0.536010,0.546117
0.20,25,148,0.320424,164,0.305026,0.855161,0.253429,0.862461,0.433747
0.20,25,148,0.320424,165,0.862124,0.425039,0.367995,0.533888,0.556896
0.20,25,148,0.320424,166,0.313807,0.851331,0.265616,0.859902,0.384692
0.20,25,148,0.320424,167,0.858876,0.539355,0.443389,0.487620,0.485525
0.20,25,148,0.320424,168,0.501334,0.853085,0.413000,0.862032,0.594628
0.20,25,148,0.320424,169,0.854692,0.410635,0.359072,0.497037,0.478542
0.20,25,148,0.320424,170,0.854682,0.442316,0.360325,0.552359,0.578761
0.20,25,148,0.320424,171,0.864383,0.862993,0.752389,0.485755,0.441462
0.20,25,148,0.320424,172,0.853138,0.851050,0.730827,0.452997,0.402584
0.20,25,148,0.320424,173,0.368154,0.855105,0.303813,0.858751,0.438714
0.20,25,148,0.320424,174,0.861581,0.367231,0.346056,0.515242,0.496100
0.20,25,148,0.320424,175,0.853635,0.506545,0.438034,0.537687,0.591690
0.20,25,148,0.320424,176,0.849645,0.374275,0.314154,0.470029,0.446503
0.20,25,148,0.320424,177,0.853198,0.847278,0.717851,0.455456,0.436769
0.20,25,148,0.320424,178,0.184475,0.862847,0.172720,0.859443,0.387524
0.20,25,148,0.320424,179,0.566578,0.259713,0.266565,0.802466,0.581887
0.20,25,148,0.320424,180,0.832923,0.409977,0.355295,0.643838,0.702304
0.20,25,148,0.320424,181,0.458127,0.864023,0.380989,0.859105,0.553729
0.20,25,148,0.320424,182,0.864291,0.856412,0.740187,0.495435,0.523032
0.20,25,148,0.320424,183,0.864402,0.860506,0.737559,0.518246,0.532772
0.20,25,148,0.320424,184,0.295933,0.858642,0.269742,0.868343,0.551544
0.20,25,148,0.320424,185,0.509798,0.858107,0.447605,0.851684,0.586910
0.20,25,148,0.320424,186,0.858463,0.388670,0.335751,0.491417,0.466707
0.20,25,148,0.320424,187,0.859792,0.320632,0.287820,0.482163,0.453153
0.20,25,148,0.320424,188,0.415833,0.861362,0.362520,0.838105,0.453881
0.20,25,148,0.320424,189,0.864205,0.854100,0.734823,0.518245,0.526688
0.20,25,148,0.320424,190,0.860371,0.860020,0.734580,0.493259,0.502273
0.20,25,148,0.320424,191,0.848740,0.853699,0.731663,0.519368,0.528155
0.20,25,148,0.320424,192,0.864610,0.852803,0.731226,0.498440,0.527572
0.20,25,148,0.320424,193,0.857072,0.850418,0.720624,0.485217,0.483958
0.20,25,148,0.320424,194,0.860969,0.856926,0.740610,0.527526,0.529002
0.20,25,148,0.320424,195,0.854648,0.862821,0.740487,0.525662,0.521902
0.20,25,148,0.320424,196,0.863197,0.856339,0.744500,0.489152,0.455435
0.20,25,148,0.320424,197,0.414751,0.859400,0.363664,0.858165,0.475114
0.20,25,148,0.320424,198,0.848830,0.854725,0.721152,0.522502,0.543902
0.20,25,148,0.320424,199,0.356612,0.850992,0.294673,0.814172,0.426060
0.20,25,148,0.320424,200,0.859269,0.862486,0.736551,0.510343,0.544634
0.20,25,148,0.356086,1,0.208717,0.827907,0.175968,0.848170,0.471961
0.20,25,148,0.356086,2,0.402751,0.846805,0.340847,0.776726,0.522969
0.20,25,148,0.356086,3,0.841561,0.844379,0.713517,0.484542,0.504631
0.20,25,148,0.356086,4,0.844122,0.615575,0.515775,0.503750,0.492254
0.20,25,148,0.356086,5,0.837773,0.587527,0.491669,0.478998,0.491721
0.20,25,148,0.356086,6,0.199316,0.593331,0.102367,0.837971,0.481106
0.20,25,148,0.356086,7,0.016396,0.441346,0.127624,0.833608,0.576542
0.20,25,148,0.356086,8,0.266908,0.176294,0.104895,0.830807,0.456855
0.20,25,148,0.356086,9,0.324787,0.187786,-0.076635,0.841470,0.504928
0.20,25,148,0.356086,10,0.113605,0.844684,0.114512,0.844816,0.527101
0.20,25,148,0.356086,11,0.321902,0.841059,0.272767,0.837624,0.480404
0.20,25,148,0.356086,12,0.314770,-0.024913,0.260400,0.849062,0.445234
0.20,25,148,0.356086,13,-0.243765,-0.012651,0.066822,0.849346,0.454767
0.20,25,148,0.356086,14,0.844509,0.844848,0.712796,0.481641,0.489000
0.20,25,148,0.356086,15,0.824396,0.407873,0.338841,0.506555,0.486611
0.20,25,148,0.356086,16,0.430257,0.366244,0.349659,0.844739,0.493231
0.20,25,148,0.356086,17,0.144954,0.000415,0.057147,0.838724,0.486115
0.20,25,148,0.356086,18,0.386075,0.843254,0.349193,0.836923,0.437340
0.20,25,148,0.356086,19,0.835850,0.848319,0.720725,0.489141,0.501556
0.20,25,148,0.356086,20,0.017640,0.430400,-0.065662,0.835321,0.492526
0.20,25,148,0.356086,21,0.254859,0.500265,-0.046771,0.837914,0.579113
0.20,25,148,0.356086,22,0.117169,0.350860,-0.103264,0.832760,0.524009
0.20,25,148,0.356086,23,0.213216,0.202331,0.074391,0.844627,0.478334
0.20,25,148,0.356086,24,0.851466,-0.061011,-0.036141,0.539916,0.611337
0.20,25,148,0.356086,25,-0.014044,0.809854,0.005945,0.840835,0.658245
0.20,25,148,0.356086,26,0.116769,-0.010042,0.021738,0.833576,0.517057
0.20,25,148,0.356086,27,0.847818,0.362907,0.334984,0.587295,0.662349
0.20,25,148,0.356086,28,0.840065,0.717179,0.617689,0.502132,0.465318
0.20,25,148,0.356086,29,0.838624,0.830328,0.692460,0.443998,0.367319
0.20,25,148,0.356086,30,0.269019,0.755688,0.212102,0.843103,0.447794
0.20,25,148,0.356086,31,-0.025380,0.786125,0.008530,0.834977,0.523323
0.20,25,148,0.356086,32,-0.115564,0.839192,-0.095868,0.845108,0.418323
0.20,25,148,0.356086,33,0.049606,0.323811,-0.032003,0.845234,0.520137
0.20,25,148,0.356086,34,0.841461,0.085849,0.089001,0.472889,0.437950
0.20,25,148,0.356086,35,0.408641,0.218447,0.067653,0.839922,0.598019
0.20,25,148,0.356086,36,0.011367,0.848760,0.028121,0.842837,0.470145
0.20,25,148,0.356086,37,0.841007,0.842980,0.699955,0.510335,0.543040
0.20,25,148,0.356086,38,0.840554,0.827397,0.702461,0.483018,0.479118
0.20,25,148,0.356086,39,0.547353,0.845457,0.476635,0.682357,0.566680
0.20,25,148,0.356086,40,0.444946,0.854971,0.394110,0.842848,0.546265
0.20,25,148,0.356086,41,-0.015923,0.842808,-0.014433,0.854347,0.475047
0.20,25,148,0.356086,42,0.831286,0.838954,0.699330,0.431190,0.355694
0.20,25,148,0.356086,43,0.265269,0.838625,0.211237,0.851710,0.495896
0.20,25,148,0.356086,44,0.505366,0.856679,0.434938,0.759879,0.518733
0.20,25,148,0.356086,45,0.846188,0.846041,0.706718,0.462499,0.414869
0.20,25,148,0.356086,46,0.848381,0.836198,0.704628,0.460431,0.433825
0.20,25,148,0.356086,47,0.034110,-0.015244,-0.024329,0.841394,0.433476
0.20,25,148,0.356086,48,0.502321,0.490361,0.194016,0.739204,0.526735
0.20,25,148,0.356086,49,0.256404,0.323613,-0.043301,0.836183,0.500231
0.20,25,148,0.356086,50,0.259819,0.840371,0.224187,0.841371,0.481089
0.20,25,148,0.356086,51,-0.013808,0.414707,0.117124,0.855608,0.506011
0.20,25,148,0.356086,52,0.849392,0.222414,0.200659,0.530972,0.548222
0.20,25,148,0.356086,53,0.441099,0.394828,0.026013,0.827372,0.524407
0.20,25,148,0.356086,54,0.838615,0.424787,0.354945,0.492269,0.490678
0.20,25,148,0.356086,55,0.834432,0.663394,0.565177,0.483794,0.457901
0.20,25,148,0.356086,56,0.845757,0.851139,0.715702,0.466294,0.417817
0.20,25,148,0.356086,57,0.352044,0.427815,0.151452,0.835845,0.549211
0.20,25,148,0.356086,58,0.190538,0.850384,0.164399,0.840546,0.485061
0.20,25,148,0.356086,59,0.177568,0.845648,0.143074,0.840780,0.628772
0.20,25,148,0.356086,60,0.052452,0.507283,0.006291,0.840022,0.507847
0.20,25,148,0.356086,61,0.479728,0.039831,-0.103865,0.714598,0.471861
0.20,25,148,0.356086,62,0.843310,0.144748,0.128019,0.474405,0.465092
0.20,25,148,0.356086,63,0.132603,0.403198,-0.084940,0.825992,0.506414
0.20,25,148,0.356086,64,-0.020539,0.842351,-0.018480,0.839104,0.393219
0.20,25,148,0.356086,65,0.843973,0.834408,0.696958,0.466498,0.416664
0.20,25,148,0.356086,66,0.034738,0.845143,0.023345,0.843650,0.450570
0.20,25,148,0.356086,67,0.277651,0.234505,0.273095,0.837071,0.448941
0.20,25,148,0.356086,68,0.845018,0.416556,0.369501,0.491542,0.500167
0.20,25,148,0.356086,69,0.828413,0.846185,0.705420,0.479652,0.439373
0.20,25,148,0.356086,70,0.356393,0.028638,-0.072089,0.843586,0.478012
0.20,25,148,0.356086,71,-0.164833,0.375959,-0.135698,0.839799,0.491330
0.20,25,148,0.356086,72,0.338526,0.314180,0.045880,0.833860,0.586560
0.20,25,148,0.356086,73,0.285643,-0.023806,-0.004446,0.846051,0.469034
0.20,25,148,0.356086,74,0.841377,0.086804,0.076564,0.481231,0.513251
0.20,25,148,0.356086,75,0.798465,0.309909,0.267367,0.683148,0.727717
0.20,25,148,0.356086,76,0.335520,0.837914,0.286900,0.829894,0.510700
0.20,25,148,0.356086,77,0.834935,0.050866,0.049385,0.486349,0.496336
0.20,25,148,0.356086,78,0.852363,0.775727,0.662098,0.449570,0.377915
0.20,25,148,0.356086,79,0.835472,0.842084,0.701890,0.502911,0.491455
0.20,25,148,0.356086,80,0.840560,0.248146,0.200543,0.485568,0.527056
0.20,25,148,0.356086,81,0.828893,0.410808,0.327686,0.507270,0.494953
0.20,25,148,0.356086,82,-0.024986,0.838529,0.010480,0.848107,0.522568
0.20,25,148,0.356086,83,0.480604,0.119901,0.251299,0.845212,0.578062
0.20,25,148,0.356086,84,0.630278,0.841611,0.516977,0.725754,0.586318
0.20,25,148,0.356086,85,0.831050,0.038316,0.059935,0.520843,0.529835
0.20,25,148,0.356086,86,0.087549,0.259646,-0.044005,0.847088,0.536630
0.20,25,148,0.356086,87,0.056446,0.339819,-0.005012,0.829173,0.510827
0.20,25,148,0.356086,88,0.163547,0.839980,0.127421,0.839611,0.577153
0.20,25,148,0.356086,89,0.492833,-0.056636,0.205486,0.737353,0.462565
0.20,25,148,0.356086,90,0.840847,0.837929,0.693690,0.488127,0.526789
0.20,25,148,0.356086,91,0.323018,0.249987,0.005221,0.840209,0.462395
0.20,25,148,0.356086,92,0.351731,0.367574,0.038003,0.847660,0.405478
0.20,25,148,0.356086,93,0.072528,0.216462,0.376709,0.846300,0.624328
0.20,25,148,0.356086,94,0.833736,0.843812,0.704565,0.471859,0.474744
0.20,25,148,0.356086,95,0.500496,0.395393,0.271677,0.650257,0.495592
0.20,25,148,0.356086,96,0.376843,0.370706,0.701972,0.840175,0.559250
0.20,25,148,0.356086,97,0.846003,0.843577,0.709486,0.489065,0.441142
0.20,25,148,0.356086,98,0.213556,0.384055,0.151733,0.845221,0.477665
0.20,25,148,0.356086,99,0.036205,0.404408,-0.110380,0.843054,0.463250
0.20,25,148,0.356086,100,0.293759,0.327909,0.070985,0.839694,0.482744
0.20,25,148,0.356086,101,0.413468,0.427264,0.274196,0.842913,0.609792
0.20,25,148,0.356086,102,0.278459,0.841667,0.219119,0.839294,0.474809
0.20,25,148,0.356086,103,0.333045,0.202432,0.169721,0.837142,0.593762
0.20,25,148,0.356086,104,0.072718,0.841118,0.050486,0.838149,0.536901
0.20,25,148,0.356086,105,0.850013,0.543146,0.473595,0.456164,0.451686
0.20,25,148,0.356086,106,0.842329,0.311923,0.253635,0.476003,0.482131
0.20,25,148,0.356086,107,0.843741,0.830032,0.702786,0.458103,0.380167
0.20,25,148,0.356086,108,0.113355,0.821167,0.093749,0.836078,0.544312
0.20,25,148,0.356086,109,0.723383,0.838455,0.603513,0.543404,0.423337
0.20,25,148,0.356086,110,0.665954,0.424209,0.488683,0.677416,0.556464
0.20,25,148,0.356086,111,-0.025249,0.009529,0.126442,0.839293,0.457718
0.20,25,148,0.356086,112,0.432306,0.414363,0.705813,0.840538,0.511726
0.20,25,148,0.356086,113,0.844470,0.331854,0.266459,0.501101,0.523996
