disorder,step,phi_a,phi_b,q12
1,17360,0.891191,0.889635,0.785880
1,17376,0.894743,0.873764,0.796478
1,17392,0.889019,0.870428,0.759782
1,17408,0.889693,0.865460,0.766648
1,17424,0.868870,0.888998,0.766983
1,17440,0.870917,0.884595,0.848520
1,17456,0.887287,0.878705,0.797836
1,17472,0.878516,0.861159,0.788254
1,17488,0.879225,0.881889,0.791010
1,17504,0.874709,0.880693,0.765358
1,17520,0.874875,0.867622,0.747680
1,17536,0.859630,0.879085,0.749058
1,17552,0.869937,0.882208,0.757200
1,17568,0.871767,0.857597,0.770537
1,17584,0.897224,0.881012,0.819595
1,17600,0.899077,0.876468,0.817885
1,17616,0.891624,0.868613,0.800266
1,17632,0.894674,0.847261,0.755079
1,17648,0.883792,0.863601,0.763182
1,17664,0.907523,0.866694,0.758024
1,17680,0.897984,0.878479,0.752250
1,17696,0.880990,0.846578,0.701838
1,17712,0.853545,0.849117,0.668917
1,17728,0.863040,0.851863,0.680108
1,17744,0.845420,0.854207,0.616930
1,17760,0.863731,0.877882,0.731273
1,17776,0.829438,0.891400,0.715045
1,17792,0.853005,0.877845,0.746998
1,17808,0.845305,0.884631,0.773272
1,17824,0.842733,0.899118,0.773443
1,17840,0.801900,0.892857,0.747944
1,17856,0.843002,0.885161,0.774877
1,17872,0.877562,0.848422,0.725752
1,17888,0.879119,0.863338,0.712285
1,17904,0.860521,0.876963,0.693619
1,17920,0.883573,0.871165,0.782842
1,17936,0.889663,0.895379,0.825371
1,17952,0.858559,0.880423,0.777778
1,17968,0.860050,0.883763,0.772470
1,17984,0.836630,0.889177,0.725887
1,18000,0.833314,0.857373,0.666365
1,18016,0.843859,0.859983,0.691456
1,18032,0.863467,0.865660,0.771732
1,18048,0.877705,0.894835,0.822036
1,18064,0.896162,0.883836,0.805996
1,18080,0.904437,0.878322,0.804183
1,18096,0.894884,0.890148,0.791407
1,18112,0.886249,0.884946,0.799197
1,18128,0.874536,0.891608,0.820957
1,18144,0.866073,0.886955,0.799244
1,18160,0.905392,0.907423,0.834646
1,18176,0.912204,0.905072,0.849916
1,18192,0.887595,0.877349,0.763443
1,18208,0.894147,0.878304,0.842184
1,18224,0.889576,0.856482,0.777209
1,18240,0.886371,0.854209,0.805671
1,18256,0.864350,0.846100,0.747982
1,18272,0.875325,0.877576,0.705399
1,18288,0.878626,0.890465,0.757165
1,18304,0.914023,0.849790,0.773692
1,18320,0.866493,0.831963,0.716024
1,18336,0.866904,0.848235,0.701050
1,18352,0.868974,0.846108,0.699547
1,18368,0.894319,0.863042,0.745645
1,18384,0.886522,0.866061,0.735048
1,18400,0.874414,0.877224,0.787912
1,18416,0.889588,0.904026,0.810984
1,18432,0.901239,0.903260,0.813521
1,18448,0.883009,0.912096,0.826939
1,18464,0.882570,0.899831,0.798751
1,18480,0.877046,0.887133,0.767043
1,18496,0.876106,0.876627,0.748482
1,18512,0.887530,0.882185,0.835657
1,18528,0.889904,0.861538,0.808603
1,18544,0.893691,0.858151,0.735337
1,18560,0.897459,0.864050,0.775948
1,18576,0.867187,0.841306,0.693666
1,18592,0.857330,0.850628,0.696888
1,18608,0.856691,0.876887,0.757947
1,18624,0.848096,0.883788,0.745934
1,18640,0.845162,0.872406,0.734501
1,18656,0.843806,0.860245,0.697572
1,18672,0.849727,0.876107,0.734492
1,18688,0.856740,0.881863,0.798560
1,18704,0.858269,0.885747,0.763691
1,18720,0.839161,0.876108,0.761622
1,18736,0.837128,0.877935,0.777430
1,18752,0.845895,0.862566,0.702727
1,18768,0.835438,0.867666,0.708860
1,18784,0.832313,0.865616,0.746774
1,18800,0.827670,0.857967,0.775583
1,18816,0.862507,0.853210,0.764809
1,18832,0.876619,0.869417,0.793041
1,18848,0.873993,0.847946,0.789443
1,18864,0.900286,0.864510,0.772792
1,18880,0.865283,0.848754,0.759686
1,18896,0.888346,0.830650,0.779023
1,18912,0.874266,0.843086,0.782889
1,18928,0.870489,0.883925,0.823365
1,18944,0.882715,0.880490,0.834761
1,18960,0.888620,0.894610,0.828679
1,18976,0.873357,0.890313,0.779857
1,18992,0.866385,0.891668,0.809412
1,19008,0.847590,0.870056,0.773603
1,19024,0.904284,0.843357,0.762214
1,19040,0.915830,0.857696,0.745158
1,19056,0.895092,0.847444,0.717112
1,19072,0.874465,0.868934,0.761234
1,19088,0.866004,0.882741,0.759499
1,19104,0.841806,0.878719,0.758147
1,19120,0.843758,0.878342,0.680715
1,19136,0.841076,0.869605,0.679510
1,19152,0.855965,0.850905,0.669660
1,19168,0.852510,0.851316,0.708636
1,19184,0.864955,0.853200,0.726008
1,19200,0.868576,0.866353,0.760200
1,19216,0.864634,0.859711,0.754681
1,19232,0.873599,0.872827,0.790359
1,19248,0.871159,0.883100,0.800758
1,19264,0.863805,0.886605,0.758983
1,19280,0.852651,0.890349,0.755795
1,19296,0.854405,0.898998,0.766435
1,19312,0.879618,0.905913,0.800622
1,19328,0.866273,0.910219,0.857310
1,19344,0.857455,0.904070,0.755511
1,19360,0.877038,0.874207,0.734493
1,19376,0.892708,0.915455,0.785026
1,19392,0.883272,0.906283,0.767383
1,19408,0.906703,0.890937,0.796598
1,19424,0.882210,0.871825,0.732610
1,19440,0.855480,0.849748,0.648610
1,19456,0.857092,0.858703,0.652340
1,19472,0.877063,0.891219,0.718804
1,19488,0.845249,0.886589,0.747135
1,19504,0.836454,0.866766,0.665302
1,19520,0.843880,0.880650,0.743226
1,19536,0.860089,0.874379,0.717231
1,19552,0.862337,0.871664,0.771548
1,19568,0.876589,0.883436,0.776978
1,19584,0.886197,0.894297,0.831550
1,19600,0.858970,0.897302,0.771470
1,19616,0.857105,0.919670,0.832550
1,19632,0.841260,0.900961,0.776592
1,19648,0.843714,0.898310,0.721052
1,19664,0.839149,0.903103,0.721819
1,19680,0.857057,0.903357,0.765651
1,19696,0.848666,0.893059,0.779804
1,19712,0.851074,0.906931,0.759986
1,19728,0.839771,0.894540,0.764743
1,19744,0.847127,0.897143,0.797243
1,19760,0.852749,0.878216,0.772189
1,19776,0.870751,0.882597,0.768730
1,19792,0.893297,0.867118,0.791593
1,19808,0.876870,0.880602,0.817258
1,19824,0.863087,0.918387,0.779044
1,19840,0.883789,0.897834,0.797027
1,19856,0.888676,0.884812,0.751814
1,19872,0.864205,0.877317,0.726558
1,19888,0.879332,0.894901,0.783062
1,19904,0.857302,0.882773,0.781260
1,19920,0.851991,0.867171,0.792050
1,19936,0.857139,0.874623,0.816914
1,19952,0.866592,0.874334,0.814347
1,19968,0.880707,0.829576,0.750918
1,19984,0.880394,0.844159,0.763722
1,20000,0.866605,0.861180,0.759626
1,20016,0.894229,0.866628,0.801486
1,20032,0.851015,0.879489,0.763403
1,20048,0.852160,0.901530,0.771583
1,20064,0.842523,0.874593,0.719308
1,20080,0.837561,0.874390,0.702897
1,20096,0.829717,0.896986,0.757866
1,20112,0.875084,0.878234,0.786991
1,20128,0.873373,0.877865,0.792831
1,20144,0.892375,0.863969,0.815606
1,20160,0.907215,0.879895,0.837307
1,20176,0.885220,0.917653,0.828171
1,20192,0.857639,0.913568,0.791872
1,20208,0.852421,0.925208,0.783970
1,20224,0.877413,0.923457,0.819330
1,20240,0.879524,0.913349,0.787308
1,20256,0.860182,0.914592,0.741840
1,20272,0.873988,0.894775,0.782525
1,20288,0.862650,0.868302,0.761129
1,20304,0.847586,0.866707,0.704495
1,20320,0.843853,0.852083,0.717858
1,20336,0.820240,0.825216,0.669124
1,20352,0.840949,0.863525,0.718259
1,20368,0.858834,0.864929,0.762341
1,20384,0.874982,0.867966,0.748321
1,20400,0.880792,0.869155,0.757674
1,20416,0.878586,0.888296,0.772226
1,20432,0.876013,0.879125,0.752094
1,20448,0.888750,0.872985,0.805750
1,20464,0.887491,0.876249,0.806265
1,20480,0.901517,0.875315,0.803622
1,65552,0.893047,0.897331,0.798379
1,65568,0.928332,0.864304,0.737200
1,65584,0.898469,0.878420,0.714894
1,65600,0.891611,0.889884,0.756060
1,65616,0.904076,0.895226,0.766930
1,65632,0.905029,0.912922,0.818469
1,65648,0.875931,0.924229,0.767858
1,65664,0.858304,0.889602,0.728115
1,65680,0.851454,0.882369,0.693429
1,65696,0.881703,0.892316,0.814806
1,65712,0.831559,0.851420,0.723409
1,65728,0.845798,0.848825,0.742411
1,65744,0.848737,0.858641,0.723959
1,65760,0.842937,0.861119,0.808105
1,65776,0.847327,0.858408,0.771108
1,65792,0.867017,0.880543,0.769248
1,65808,0.872226,0.881277,0.760895
1,65824,0.866238,0.881247,0.750542
1,65840,0.861978,0.871492,0.767379
1,65856,0.874227,0.884344,0.758440
1,65872,0.876925,0.860828,0.706178
1,65888,0.876328,0.850872,0.711161
1,65904,0.902245,0.853523,0.741037
1,65920,0.908872,0.864063,0.719932
1,65936,0.924765,0.873445,0.756533
1,65952,0.930840,0.878968,0.804876
1,65968,0.923076,0.887108,0.872510
1,65984,0.883854,0.869035,0.798081
1,66000,0.889474,0.880078,0.780786
1,66016,0.879668,0.873986,0.756462
1,66032,0.898499,0.874220,0.770384
1,66048,0.901265,0.899526,0.812503
1,66064,0.883872,0.882165,0.809295
1,66080,0.843761,0.869868,0.762454
1,66096,0.868739,0.892040,0.786023
1,66112,0.874063,0.907119,0.804813
1,66128,0.877351,0.903439,0.802354
1,66144,0.899370,0.902674,0.778566
1,66160,0.887379,0.870407,0.734197
1,66176,0.892614,0.847212,0.727009
1,66192,0.879817,0.888912,0.786552
1,66208,0.878310,0.876098,0.773949
1,66224,0.900276,0.876772,0.793186
1,66240,0.892268,0.902484,0.816511
1,66256,0.870417,0.875561,0.750516
1,66272,0.866022,0.883064,0.797819
1,66288,0.889930,0.868224,0.782620
1,66304,0.882708,0.910604,0.775798
1,66320,0.896719,0.900196,0.814815
1,66336,0.862312,0.879662,0.762199
1,66352,0.872859,0.889758,0.815552
1,66368,0.866300,0.911551,0.830847
1,66384,0.874049,0.936891,0.832522
1,66400,0.856451,0.906505,0.775563
1,66416,0.845334,0.888870,0.734300
1,66432,0.855833,0.890814,0.784383
1,66448,0.874233,0.892691,0.780725
1,66464,0.856643,0.882688,0.773042
1,66480,0.842532,0.872760,0.744414
1,66496,0.852390,0.884658,0.758886
1,66512,0.869970,0.875876,0.755374
1,66528,0.871797,0.866405,0.775392
1,66544,0.876828,0.899373,0.786612
1,66560,0.876843,0.909487,0.789995
1,66576,0.879886,0.897477,0.813147
1,66592,0.871098,0.887260,0.806659
1,66608,0.880790,0.873807,0.766899
1,66624,0.882594,0.885269,0.795130
1,66640,0.898849,0.890036,0.834420
1,66656,0.880310,0.860538,0.788857
1,66672,0.874902,0.875661,0.783135
1,66688,0.865692,0.912952,0.775628
1,66704,0.866804,0.893617,0.779236
1,66720,0.893146,0.902677,0.842946
1,66736,0.884583,0.897692,0.822229
1,66752,0.896770,0.930867,0.799856
1,66768,0.870874,0.890767,0.789969
1,66784,0.845001,0.877069,0.756866
1,66800,0.842478,0.863476,0.714278
1,66816,0.842648,0.850041,0.703434
1,66832,0.890124,0.875124,0.736120
1,66848,0.890126,0.874279,0.753359
1,66864,0.901656,0.882519,0.784758
1,66880,0.871270,0.884116,0.831964
1,66896,0.890816,0.877613,0.818934
1,66912,0.887781,0.877223,0.779263
1,66928,0.873792,0.883870,0.744106
1,66944,0.857414,0.873236,0.727782
1,66960,0.882904,0.879394,0.783583
1,66976,0.890541,0.862019,0.809665
1,66992,0.858593,0.845281,0.688753
1,67008,0.861143,0.874746,0.762660
1,67024,0.874295,0.894685,0.797394
1,67040,0.863014,0.882986,0.796412
1,67056,0.856823,0.903564,0.792742
1,67072,0.881460,0.910569,0.817470
1,67088,0.874762,0.893761,0.787476
1,67104,0.875625,0.893995,0.775097
1,67120,0.855438,0.865625,0.788231
1,67136,0.843078,0.883480,0.795548
1,67152,0.859838,0.864977,0.726984
1,67168,0.882427,0.896933,0.731937
1,67184,0.874225,0.892165,0.735126
1,67200,0.864918,0.883177,0.746661
1,67216,0.852728,0.887707,0.766770
1,67232,0.880551,0.915654,0.802568
1,67248,0.888575,0.891567,0.769018
1,67264,0.887565,0.868502,0.710397
1,67280,0.879559,0.889260,0.766563
1,67296,0.871906,0.876614,0.766909
1,67312,0.874371,0.897900,0.778137
1,67328,0.891545,0.904002,0.770150
1,67344,0.887820,0.910980,0.806809
1,67360,0.883317,0.896560,0.755803
1,67376,0.909153,0.897024,0.810823
1,67392,0.873280,0.895075,0.766820
1,67408,0.875868,0.920016,0.800693
1,67424,0.868258,0.884953,0.813882
1,67440,0.850782,0.894641,0.721013
1,67456,0.853308,0.859992,0.698034
1,67472,0.863835,0.841388,0.707512
1,67488,0.864346,0.820197,0.720300
1,67504,0.860491,0.838096,0.718739
1,67520,0.861029,0.838008,0.750421
1,67536,0.892689,0.847601,0.755558
1,67552,0.897230,0.867188,0.739104
1,67568,0.877478,0.883497,0.701912
1,67584,0.879124,0.885365,0.738957
1,67600,0.892597,0.859310,0.747510
1,67616,0.911509,0.861112,0.761114
1,67632,0.926395,0.856864,0.770192
1,67648,0.897629,0.891136,0.788471
1,67664,0.862006,0.885862,0.718868
1,67680,0.895223,0.888267,0.805689
1,67696,0.881252,0.887429,0.804856
1,67712,0.853786,0.886924,0.831810
1,67728,0.853632,0.885111,0.788716
1,67744,0.859965,0.910074,0.836258
1,67760,0.876310,0.908181,0.808171
1,67776,0.873534,0.901904,0.821660
1,67792,0.879577,0.903519,0.747685
1,67808,0.869244,0.904210,0.795317
1,67824,0.850399,0.882477,0.775124
1,67840,0.864817,0.857214,0.733643
1,67856,0.878297,0.851132,0.739028
1,67872,0.896322,0.846132,0.728836
1,67888,0.896349,0.850071,0.740912
1,67904,0.868600,0.877507,0.702955
1,67920,0.872139,0.873658,0.765610
1,67936,0.857397,0.845822,0.707899
1,67952,0.855058,0.859591,0.741136
1,67968,0.851002,0.852151,0.747765
1,67984,0.848154,0.855454,0.719846
1,68000,0.855798,0.878632,0.817171
1,68016,0.870815,0.859275,0.723536
1,68032,0.879031,0.849942,0.722319
1,68048,0.874585,0.878228,0.724061
1,68064,0.869635,0.886715,0.690547
1,68080,0.881125,0.884415,0.776493
1,68096,0.897963,0.869939,0.781225
1,68112,0.879413,0.868520,0.732061
1,68128,0.866495,0.884126,0.757004
1,68144,0.860615,0.888564,0.790988
1,68160,0.847323,0.877180,0.811709
1,68176,0.854938,0.869761,0.780487
1,68192,0.869499,0.873971,0.815237
1,68208,0.879414,0.859146,0.814462
1,68224,0.890779,0.861316,0.807335
1,68240,0.901717,0.848758,0.810034
1,68256,0.856126,0.865237,0.831298
1,68272,0.858895,0.863709,0.833182
1,68288,0.861747,0.905379,0.782643
1,68304,0.896495,0.903187,0.819133
1,68320,0.899159,0.863689,0.783657
1,68336,0.885800,0.868096,0.733501
1,68352,0.887890,0.877003,0.725449
1,68368,0.867580,0.900734,0.790352
1,68384,0.885833,0.886687,0.810801
1,68400,0.881913,0.899813,0.779640
1,68416,0.875572,0.888400,0.746027
1,68432,0.876107,0.874089,0.716608
1,68448,0.856624,0.839991,0.625545
1,68464,0.835272,0.839991,0.640456
1,68480,0.830557,0.864499,0.803032
1,68496,0.841434,0.881313,0.747186
1,68512,0.834836,0.888194,0.761489
1,68528,0.851515,0.887302,0.775295
1,68544,0.849168,0.878425,0.769383
1,68560,0.870205,0.881815,0.792177
1,68576,0.871346,0.880440,0.742049
1,68592,0.860616,0.869580,0.725521
1,68608,0.878416,0.850389,0.701896
1,68624,0.884055,0.869802,0.726412
1,68640,0.884055,0.874891,0.750121
1,68656,0.879851,0.890360,0.782669
1,68672,0.890640,0.878844,0.807275
1,68688,0.857402,0.892454,0.789636
1,68704,0.871584,0.880956,0.817201
1,68720,0.856828,0.880956,0.784002
1,68736,0.871105,0.891624,0.759788
1,68752,0.856992,0.893542,0.812251
1,68768,0.869568,0.875670,0.789682
1,68784,0.863891,0.876389,0.816190
1,68800,0.853244,0.893763,0.824654
1,68816,0.842758,0.891139,0.728318
1,68832,0.840726,0.882362,0.724962
1,68848,0.861074,0.892432,0.813781
1,68864,0.861670,0.874337,0.788460
1,68880,0.859169,0.897068,0.804978
1,68896,0.842186,0.895630,0.773503
1,68912,0.851270,0.893985,0.755415
1,68928,0.851797,0.883396,0.784379
1,68944,0.860608,0.885151,0.764031
1,68960,0.871751,0.876787,0.747854
1,68976,0.894165,0.905539,0.788343
1,68992,0.895822,0.888648,0.788423
1,69008,0.907979,0.880856,0.794766
1,69024,0.895769,0.896365,0.808389
1,69040,0.881917,0.898392,0.817879
1,69056,0.867176,0.861823,0.769531
1,69072,0.873711,0.858611,0.759825
1,69088,0.876342,0.836309,0.799690
1,69104,0.886615,0.815557,0.786797
1,69120,0.882222,0.824322,0.775242
1,69136,0.893341,0.855233,0.755079
1,69152,0.901983,0.884594,0.782476
1,69168,0.883824,0.907240,0.828622
1,69184,0.850539,0.909407,0.835655
1,69200,0.859111,0.909143,0.767303
1,69216,0.866320,0.904708,0.758147
1,69232,0.859936,0.901067,0.729921
1,69248,0.878165,0.912551,0.737502
1,69264,0.882168,0.898397,0.756606
1,69280,0.873633,0.887458,0.714787
1,69296,0.893828,0.888126,0.761237
1,69312,0.894590,0.892382,0.775504
1,69328,0.891983,0.895027,0.759869
1,69344,0.905630,0.904522,0.786021
1,69360,0.902516,0.894848,0.824404
1,69376,0.905126,0.889431,0.825931
1,69392,0.887881,0.891377,0.779721
1,69408,0.889047,0.898017,0.830022
1,69424,0.859248,0.914871,0.789343
1,69440,0.865768,0.891387,0.767443
1,69456,0.881646,0.904550,0.784934
1,69472,0.886479,0.910331,0.792987
1,69488,0.882711,0.910047,0.809728
1,69504,0.877599,0.913629,0.833510
1,69520,0.869894,0.911356,0.820873
1,69536,0.898097,0.913614,0.822898
1,69552,0.898643,0.916710,0.841491
1,69568,0.889018,0.894945,0.775428
1,69584,0.877491,0.904061,0.800155
1,69600,0.879833,0.887187,0.779300
1,69616,0.864125,0.871381,0.744222
1,69632,0.854717,0.886975,0.696786
1,262160,0.891864,0.863080,0.795634
1,262176,0.878380,0.862428,0.795954
1,262192,0.867365,0.854793,0.757011
1,262208,0.861292,0.859713,0.743143
1,262224,0.880495,0.880309,0.764312
1,262240,0.865905,0.872025,0.676402
1,262256,0.871648,0.882834,0.726915
1,262272,0.874352,0.890832,0.765496
1,262288,0.859553,0.881877,0.712721
1,262304,0.855949,0.893814,0.749824
1,262320,0.865973,0.886617,0.752694
1,262336,0.862683,0.866159,0.725724
1,262352,0.870137,0.871338,0.723047
1,262368,0.864561,0.860520,0.693597
1,262384,0.853586,0.882321,0.766512
1,262400,0.893831,0.875929,0.789264
1,262416,0.877221,0.886136,0.782742
1,262432,0.882552,0.890587,0.796864
1,262448,0.866956,0.869863,0.800663
1,262464,0.868807,0.891181,0.785840
1,262480,0.900670,0.884001,0.760453
1,262496,0.902725,0.838669,0.752258
1,262512,0.906186,0.859346,0.704623
1,262528,0.898652,0.864822,0.754365
1,262544,0.901843,0.868361,0.749728
1,262560,0.908704,0.888071,0.797353
1,262576,0.905703,0.884995,0.800094
1,262592,0.882400,0.890339,0.773588
1,262608,0.877948,0.884798,0.806755
1,262624,0.873155,0.910878,0.742500
1,262640,0.889219,0.914859,0.788497
1,262656,0.863354,0.895002,0.770316
1,262672,0.881278,0.884791,0.817643
1,262688,0.850456,0.879778,0.770223
1,262704,0.861060,0.866970,0.746806
1,262720,0.860111,0.868277,0.716776
1,262736,0.860871,0.844662,0.676020
1,262752,0.882804,0.842136,0.741965
1,262768,0.873501,0.862322,0.709546
1,262784,0.893943,0.877768,0.758711
1,262800,0.900953,0.869039,0.755540
1,262816,0.903149,0.873358,0.782079
1,262832,0.903140,0.882300,0.830412
1,262848,0.911240,0.902122,0.854400
1,262864,0.907789,0.886995,0.811369
1,262880,0.904620,0.876548,0.829711
1,262896,0.885384,0.831218,0.725065
1,262912,0.855004,0.841051,0.664001
1,262928,0.875952,0.846520,0.702226
1,262944,0.884558,0.845172,0.729613
1,262960,0.875951,0.850146,0.744702
1,262976,0.867888,0.853606,0.678396
1,262992,0.888889,0.868949,0.754806
1,263008,0.862974,0.870655,0.739268
1,263024,0.850265,0.874668,0.744020
1,263040,0.830005,0.872392,0.681987
1,263056,0.864046,0.870111,0.747111
1,263072,0.860683,0.877382,0.778546
1,263088,0.859477,0.865723,0.764787
1,263104,0.869357,0.868261,0.705293
1,263120,0.898389,0.888157,0.762941
1,263136,0.890273,0.864698,0.707613
1,263152,0.885099,0.852611,0.662233
1,263168,0.872186,0.864876,0.735711
1,263184,0.875555,0.869157,0.756391
1,263200,0.871842,0.869955,0.769447
1,263216,0.900588,0.881212,0.792821
1,263232,0.875617,0.867531,0.771256
1,263248,0.863965,0.867924,0.761673
1,263264,0.863762,0.870199,0.746660
1,263280,0.888114,0.905106,0.824158
1,263296,0.896336,0.908518,0.819774
1,263312,0.877971,0.918337,0.798618
1,263328,0.890503,0.886658,0.778923
1,263344,0.878908,0.874896,0.741415
1,263360,0.888629,0.897790,0.826484
1,263376,0.855379,0.867202,0.766486
1,263392,0.855379,0.917967,0.788020
1,263408,0.854986,0.878634,0.754400
1,263424,0.873915,0.869935,0.759282
1,263440,0.899144,0.852449,0.786391
1,263456,0.912794,0.877313,0.785482
1,263472,0.892991,0.886350,0.744476
1,263488,0.871342,0.888846,0.714957
1,263504,0.887223,0.895059,0.747557
1,263520,0.880471,0.861859,0.705481
1,263536,0.873739,0.860441,0.696436
1,263552,0.862751,0.883499,0.696478
1,263568,0.867619,0.846292,0.675747
1,263584,0.891775,0.849840,0.738190
1,263600,0.863950,0.844238,0.775114
1,263616,0.876205,0.835361,0.701040
1,263632,0.881902,0.855045,0.737774
1,263648,0.880829,0.874533,0.748688
1,263664,0.863311,0.880444,0.745485
1,263680,0.866078,0.890955,0.756639
1,263696,0.862543,0.880225,0.790765
1,263712,0.890163,0.882319,0.787118
1,263728,0.868463,0.878407,0.825222
1,263744,0.881200,0.848032,0.765293
1,263760,0.894527,0.844930,0.767532
1,263776,0.899505,0.874958,0.798800
1,263792,0.920112,0.877492,0.753791
1,263808,0.911238,0.889579,0.773802
1,263824,0.895168,0.860641,0.731883
1,263840,0.885547,0.860039,0.756775
1,263856,0.887114,0.864832,0.812636
1,263872,0.874418,0.859474,0.734022
1,263888,0.884888,0.872662,0.769474
1,263904,0.922927,0.878262,0.787312
1,263920,0.897633,0.891461,0.768540
1,263936,0.897633,0.905511,0.809206
1,263952,0.906326,0.883164,0.857077
1,263968,0.879924,0.888801,0.831190
1,263984,0.873966,0.870826,0.837918
1,264000,0.866701,0.890677,0.826009
1,264016,0.899672,0.890558,0.875364
1,264032,0.866302,0.856800,0.753866
1,264048,0.845240,0.858976,0.804063
1,264064,0.861358,0.832168,0.782797
1,264080,0.860779,0.857158,0.801703
1,264096,0.856964,0.859488,0.794307
1,264112,0.851337,0.841194,0.727395
1,264128,0.853474,0.818049,0.689814
1,264144,0.879731,0.810746,0.739564
1,264160,0.878768,0.838981,0.742002
1,264176,0.877165,0.867760,0.809567
1,264192,0.895434,0.855226,0.816460
1,264208,0.863559,0.867944,0.825265
1,264224,0.874930,0.892459,0.821816
1,264240,0.869639,0.885991,0.852386
1,264256,0.869661,0.893923,0.782512
1,264272,0.875074,0.887442,0.871874
1,264288,0.876348,0.897173,0.812214
1,264304,0.858055,0.887542,0.783647
1,264320,0.882591,0.890389,0.755100
1,264336,0.863508,0.886664,0.692532
1,264352,0.826708,0.901076,0.707927
1,264368,0.847349,0.870424,0.695612
1,264384,0.861216,0.870467,0.719488
1,264400,0.841177,0.864999,0.698103
1,264416,0.840008,0.885044,0.758327
1,264432,0.841629,0.862288,0.753168
1,264448,0.849956,0.860557,0.751420
1,264464,0.871162,0.881290,0.753930
1,264480,0.877140,0.861593,0.760944
1,264496,0.864626,0.892848,0.788037
1,264512,0.878777,0.891845,0.788001
1,264528,0.871810,0.916364,0.811718
1,264544,0.881839,0.869080,0.756709
1,264560,0.877522,0.875061,0.754331
1,264576,0.831905,0.871546,0.729056
1,264592,0.837434,0.883359,0.761060
1,264608,0.859971,0.871710,0.755430
1,264624,0.861115,0.882447,0.754030
1,264640,0.863414,0.886287,0.782163
1,264656,0.895542,0.896949,0.813226
1,264672,0.912277,0.904820,0.836033
1,264688,0.894966,0.875706,0.763782
1,264704,0.871342,0.886180,0.742363
1,264720,0.860291,0.881548,0.742833
1,264736,0.861099,0.855864,0.759620
1,264752,0.882678,0.882607,0.729242
1,264768,0.877004,0.883620,0.713411
1,264784,0.881125,0.876128,0.701068
1,264800,0.888420,0.890903,0.775745
1,264816,0.891732,0.901849,0.792272
1,264832,0.902163,0.900988,0.817848
1,264848,0.860906,0.877039,0.712649
1,264864,0.861266,0.877039,0.703423
1,264880,0.848806,0.883347,0.758167
1,264896,0.863481,0.884289,0.757116
1,264912,0.854476,0.889043,0.734026
1,264928,0.879211,0.892839,0.753753
1,264944,0.877344,0.902246,0.760868
1,264960,0.884174,0.902784,0.843863
1,264976,0.884698,0.905079,0.767737
1,264992,0.867198,0.881259,0.743307
1,265008,0.870049,0.905954,0.715640
1,265024,0.891487,0.906840,0.754625
1,265040,0.893235,0.873921,0.727528
1,265056,0.882825,0.860955,0.706711
1,265072,0.900083,0.902443,0.808332
1,265088,0.902413,0.872545,0.812052
1,265104,0.897645,0.861674,0.781476
1,265120,0.921464,0.851244,0.800022
