step,P_esc,tau_t
64,0.001000,63968.0
128,0.008000,15935.9
192,0.023500,8073.8
256,0.039500,6352.2
320,0.053000,5876.3
384,0.072500,5102.1
448,0.096500,4414.7
512,0.110000,4393.6
576,0.125500,4295.2
640,0.144500,4100.7
704,0.156500,4136.4
768,0.175000,3992.3
832,0.192000,3902.6
896,0.214000,3721.0
960,0.227500,3719.2
1024,0.243000,3678.3
1088,0.262000,3581.2
1152,0.274500,3590.0
1216,0.290500,3543.2
1280,0.310000,3449.5
1344,0.320500,3478.3
1408,0.335500,3444.9
1472,0.344500,3485.2
1536,0.360000,3441.7
1600,0.371000,3451.1
1664,0.384000,3434.4
1728,0.395500,3433.0
1792,0.407000,3429.3
1856,0.421500,3391.1
1920,0.433000,3383.9
1984,0.442000,3400.8
2048,0.452000,3404.9
2112,0.464500,3381.6
2176,0.474500,3382.0
2240,0.484000,3385.5
2304,0.498000,3343.2
2368,0.506500,3353.0
2432,0.515000,3360.9
2496,0.528000,3324.6
2560,0.533000,3362.1
2624,0.541500,3365.0
2688,0.548000,3385.1
2752,0.560000,3352.1
2816,0.568000,3355.1
2880,0.574500,3370.4
2944,0.579000,3403.0
3008,0.588500,3387.6
3072,0.597500,3375.6
3136,0.606000,3367.0
3200,0.609500,3403.1
3264,0.614500,3424.2
3328,0.623500,3406.9
3392,0.632500,3388.5
3456,0.640500,3378.2
3520,0.646000,3389.6
3584,0.652500,3390.8
3648,0.656000,3418.6
3712,0.664000,3403.5
3776,0.669000,3415.2
3840,0.674000,3425.9
3904,0.677500,3449.8
3968,0.685500,3430.2
4032,0.689500,3447.4
4096,0.695500,3444.7
4160,0.699000,3464.8
4224,0.703500,3474.5
4288,0.707500,3488.2
4352,0.714500,3471.8
4416,0.720500,3464.2
4480,0.725000,3470.2
4544,0.728500,3485.2
4608,0.732500,3494.5
4672,0.737000,3498.1
4736,0.740000,3515.8
4800,0.744000,3522.7
4864,0.745500,3554.4
4928,0.752500,3529.2
4992,0.756500,3533.8
5056,0.762000,3522.2
5120,0.765000,3535.5
5184,0.770500,3522.1
5248,0.773500,3534.0
5312,0.776500,3545.2
5376,0.782000,3529.3
