step,P_esc
4,0.000000
8,0.000000
12,0.000000
16,0.000000
20,0.000000
24,0.000000
28,0.000000
32,0.000000
36,0.000000
40,0.000000
44,0.000000
48,0.000000
52,0.000000
56,0.000000
60,0.000000
64,0.000000
68,0.000000
72,0.000000
76,0.000000
80,0.000000
84,0.000000
88,0.000000
92,0.000000
96,0.000000
100,0.000000
104,0.000000
108,0.000000
112,0.000000
116,0.000000
120,0.000000
124,0.000000
128,0.000000
132,0.000000
136,0.000000
140,0.000000
144,0.000000
148,0.000000
152,0.000000
156,0.000000
160,0.000000
164,0.000000
168,0.000000
172,0.000000
176,0.000000
180,0.000000
184,0.000000
188,0.000000
192,0.000000
196,0.000000
200,0.000000
204,0.000500
208,0.000500
212,0.000500
216,0.000500
220,0.000500
224,0.000500
228,0.000500
232,0.000500
236,0.001000
240,0.001000
244,0.001000
248,0.001000
252,0.001000
256,0.002000
260,0.002000
264,0.002500
268,0.002500
272,0.002500
276,0.003000
280,0.004500
284,0.005500
288,0.006000
292,0.008500
296,0.009500
300,0.010500
304,0.010500
308,0.011500
312,0.012500
316,0.014000
320,0.014500
324,0.016500
328,0.016500
332,0.019500
336,0.020500
340,0.022500
344,0.023500
348,0.025000
352,0.025500
356,0.026500
360,0.027500
364,0.029000
368,0.029000
372,0.030500
376,0.032000
380,0.032500
384,0.033500
388,0.034000
392,0.037000
396,0.038000
400,0.039000
404,0.039500
408,0.039500
412,0.042000
416,0.044000
420,0.044000
424,0.045000
428,0.046000
432,0.047500
436,0.048500
440,0.049000
444,0.050000
448,0.051000
452,0.052000
456,0.054000
460,0.055500
464,0.056500
468,0.058500
472,0.060500
476,0.062500
480,0.063500
484,0.065000
488,0.065500
492,0.068500
496,0.070000
500,0.071500
504,0.073000
508,0.074000
512,0.076000
516,0.078500
520,0.082000
524,0.083000
528,0.084000
532,0.084500
536,0.087500
540,0.088000
544,0.090000
548,0.091500
552,0.092000
556,0.093500
560,0.093500
564,0.094500
568,0.095000
572,0.097000
576,0.098000
580,0.098500
584,0.100000
588,0.101000
592,0.103000
596,0.106000
600,0.107000
604,0.108000
608,0.109000
612,0.109500
616,0.109500
620,0.111500
624,0.114000
628,0.116000
632,0.119000
636,0.121000
640,0.123000
644,0.124000
648,0.125500
652,0.126000
656,0.127000
660,0.128000
664,0.129500
668,0.130500
672,0.132000
676,0.134000
680,0.135500
684,0.136500
688,0.138000
692,0.139000
696,0.139500
700,0.141000
704,0.142500
708,0.144000
712,0.147000
716,0.148500
720,0.150500
724,0.152500
728,0.154000
732,0.154000
736,0.155000
740,0.156500
744,0.157500
748,0.158500
752,0.159500
756,0.161000
760,0.163000
764,0.164000
768,0.165500
772,0.166500
776,0.167000
780,0.167000
784,0.167000
788,0.168000
792,0.168500
796,0.169500
800,0.170500
804,0.171000
808,0.172500
812,0.174500
816,0.175000
820,0.176000
824,0.177500
828,0.178500
832,0.180000
836,0.181500
840,0.183000
844,0.183000
848,0.185500
852,0.185500
856,0.186000
860,0.186500
864,0.186500
868,0.189500
872,0.191500
876,0.192000
880,0.194000
884,0.194500
888,0.196000
892,0.198000
896,0.199500
900,0.201500
904,0.202000
908,0.204500
912,0.205000
916,0.206000
920,0.206000
924,0.209000
928,0.210500
932,0.211500
936,0.213000
940,0.215000
944,0.216500
948,0.218000
952,0.219000
956,0.219500
960,0.220500
964,0.221000
968,0.222000
972,0.223000
976,0.224500
980,0.225500
984,0.227000
988,0.229000
