disorder,step,phi_a,phi_b,q12
1,264832,0.123705,0.230020,0.090253
1,264848,0.197078,0.226179,0.038318
1,264864,0.218540,0.208880,0.013972
1,264880,0.237829,0.239090,-0.018098
1,264896,0.268341,0.271691,-0.068788
1,264912,0.237757,0.239802,-0.051978
1,264928,0.181574,0.288446,0.020485
1,264944,0.171586,0.270636,-0.022913
1,264960,0.154955,0.260808,0.035026
1,264976,0.147902,0.261005,-0.067105
1,264992,0.122775,0.213519,-0.038541
1,265008,0.137921,0.208052,-0.041818
1,265024,0.135453,0.210139,0.042519
1,265040,0.186430,0.187922,0.060915
1,265056,0.200563,0.196952,0.060896
1,265072,0.173183,0.187166,-0.022335
1,265088,0.146580,0.242320,-0.006033
1,265104,0.175651,0.196561,0.008747
1,265120,0.164167,0.197635,0.032158
1,265136,0.166469,0.160366,0.019135
1,265152,0.138455,0.151581,-0.098870
1,265168,0.167887,0.166515,-0.070677
1,265184,0.136947,0.206658,-0.133399
1,265200,0.160041,0.217597,-0.066177
1,265216,0.146903,0.198991,-0.114337
1,265232,0.145673,0.156766,-0.167238
1,265248,0.161541,0.198159,-0.137852
1,265264,0.144744,0.224781,-0.109611
1,265280,0.203130,0.209991,-0.084705
1,265296,0.173017,0.215997,-0.081852
1,265312,0.109768,0.156428,-0.085603
1,265328,0.100647,0.147973,-0.011468
1,265344,0.083397,0.126769,-0.101975
1,265360,0.116217,0.119018,-0.019048
1,265376,0.078851,0.179476,0.037449
1,265392,0.084855,0.141625,0.010187
1,265408,0.099387,0.148819,-0.057335
1,265424,0.132986,0.191750,-0.037300
1,265440,0.160920,0.125786,-0.006490
1,265456,0.147573,0.105331,-0.050603
1,265472,0.187971,0.088534,-0.100472
1,265488,0.190532,0.115706,-0.070908
1,265504,0.166807,0.120629,-0.022713
1,265520,0.145287,0.105733,-0.012609
1,265536,0.098146,0.134166,0.014156
1,265552,0.089667,0.145298,-0.026645
1,265568,0.101254,0.147054,-0.007656
1,265584,0.097808,0.169024,-0.032248
1,265600,0.140227,0.224701,0.004983
1,265616,0.131077,0.233673,0.028698
1,265632,0.119142,0.253350,-0.011873
1,265648,0.156015,0.262767,-0.081712
1,265664,0.198511,0.274320,-0.048054
1,265680,0.222076,0.229679,-0.007625
1,265696,0.186391,0.236823,-0.078605
1,265712,0.167508,0.166449,-0.055885
1,265728,0.152440,0.109248,-0.005316
1,265744,0.170732,0.088488,0.078467
1,265760,0.162637,0.159908,0.108715
1,265776,0.150659,0.119517,0.114406
1,265792,0.179330,0.145156,0.011850
1,265808,0.154262,0.141768,0.001115
1,265824,0.139144,0.141768,0.008290
1,265840,0.145109,0.132254,0.024732
1,265856,0.150248,0.181640,0.009426
1,265872,0.184008,0.206423,0.070812
1,265888,0.232231,0.230210,0.074339
1,265904,0.183273,0.149542,0.036918
1,265920,0.188599,0.132872,0.026657
1,265936,0.134941,0.132010,-0.089894
1,265952,0.091156,0.091512,-0.153423
1,265968,0.133675,0.117329,-0.080703
1,265984,0.103362,0.149522,-0.092214
1,266000,0.088213,0.143815,-0.080200
1,266016,0.066517,0.129718,-0.018202
1,266032,0.102980,0.139520,-0.048312
1,266048,0.100654,0.153793,-0.006058
1,266064,0.026865,0.138790,0.027255
1,266080,0.062203,0.097959,0.021425
1,266096,0.122506,0.164976,0.000021
1,266112,0.164198,0.182206,-0.036184
1,266128,0.136161,0.125353,-0.001194
1,266144,0.131768,0.140649,0.055659
1,266160,0.117664,0.156226,0.031889
1,266176,0.158560,0.142834,0.032577
1,266192,0.163174,0.176685,0.032097
1,266208,0.090154,0.210709,0.015128
1,266224,0.055892,0.245851,0.026500
1,266240,0.059283,0.174851,-0.012679
2,16400,0.821029,0.857078,0.881185
2,16416,0.814637,0.828776,0.881346
2,16432,0.821511,0.827716,0.878405
2,16448,0.840751,0.860493,0.892533
2,16464,0.827710,0.825661,0.900527
2,16480,0.852547,0.832671,0.900476
2,16496,0.854293,0.863013,0.910893
2,16512,0.838317,0.852478,0.915338
2,16528,0.842164,0.852620,0.909121
2,16544,0.802231,0.845780,0.907525
2,16560,0.843390,0.853592,0.881056
2,16576,0.839830,0.837550,0.876123
2,16592,0.837114,0.822702,0.888762
2,16608,0.843093,0.798964,0.892952
2,16624,0.779225,0.781384,0.870409
2,16640,0.800923,0.809765,0.874585
2,16656,0.805860,0.820407,0.873463
2,16672,0.813704,0.844660,0.883126
2,16688,0.800100,0.848249,0.889904
2,16704,0.783013,0.830726,0.910892
2,16720,0.788809,0.805216,0.896696
2,16736,0.813518,0.803268,0.883187
2,16752,0.800928,0.795872,0.879167
2,16768,0.815367,0.794266,0.892443
2,16784,0.843061,0.767484,0.885762
2,16800,0.859213,0.767945,0.880641
2,16816,0.852229,0.770199,0.855984
2,16832,0.864581,0.781080,0.831369
2,16848,0.856435,0.794403,0.856021
2,16864,0.867259,0.831469,0.897377
2,16880,0.847731,0.827600,0.885171
2,16896,0.810870,0.819878,0.878004
2,16912,0.826545,0.810179,0.861473
2,16928,0.857066,0.765829,0.862090
2,16944,0.845480,0.768246,0.876329
2,16960,0.865372,0.816134,0.899579
2,16976,0.840959,0.806659,0.922617
2,16992,0.786377,0.802697,0.885944
2,17008,0.799799,0.795853,0.908340
2,17024,0.822717,0.774936,0.910966
2,17040,0.837323,0.791702,0.913987
2,17056,0.852082,0.782229,0.896716
2,17072,0.834282,0.784128,0.879574
2,17088,0.807603,0.781996,0.889458
2,17104,0.825411,0.786215,0.890845
2,17120,0.817717,0.806959,0.885450
2,17136,0.808534,0.793519,0.890070
2,17152,0.829839,0.818196,0.914677
2,17168,0.816968,0.812093,0.915755
2,17184,0.792256,0.816428,0.897064
2,17200,0.816500,0.843906,0.901516
2,17216,0.780487,0.842163,0.902762
2,17232,0.805902,0.822598,0.898939
2,17248,0.806226,0.836450,0.904813
2,17264,0.842844,0.838963,0.907031
2,17280,0.832390,0.836080,0.879506
2,17296,0.844542,0.802725,0.889247
2,17312,0.861879,0.785325,0.886879
2,17328,0.867795,0.798612,0.884319
2,17344,0.844957,0.792681,0.884079
2,17360,0.845709,0.788252,0.853998
2,17376,0.824922,0.802990,0.860939
2,17392,0.815418,0.807845,0.909716
2,17408,0.842040,0.792930,0.902320
2,17424,0.830436,0.813715,0.846619
2,17440,0.834466,0.818423,0.881493
2,17456,0.809715,0.828151,0.905563
2,17472,0.792174,0.798769,0.889026
2,17488,0.766024,0.803254,0.896884
2,17504,0.795922,0.838725,0.890610
2,17520,0.758228,0.827426,0.860989
2,17536,0.792086,0.818646,0.848387
2,17552,0.778945,0.839558,0.863102
2,17568,0.778945,0.843116,0.866237
2,17584,0.776515,0.855377,0.858148
2,17600,0.820274,0.861220,0.877357
2,17616,0.828770,0.809138,0.863584
2,17632,0.847183,0.803427,0.864000
2,17648,0.819964,0.787264,0.818918
2,17664,0.819867,0.773943,0.798822
2,17680,0.835133,0.803670,0.820854
2,17696,0.825494,0.823103,0.850293
2,17712,0.804287,0.830353,0.847419
2,17728,0.809296,0.815896,0.827165
2,17744,0.829838,0.833231,0.827657
2,17760,0.822817,0.830301,0.830812
2,17776,0.810329,0.844706,0.842261
2,17792,0.798318,0.853954,0.869282
2,17808,0.790481,0.849738,0.873482
2,17824,0.784677,0.824697,0.889097
2,17840,0.794432,0.839076,0.843127
2,17856,0.784685,0.807737,0.812381
2,17872,0.786151,0.835351,0.858829
2,17888,0.808989,0.810751,0.858301
2,17904,0.841091,0.860099,0.858027
2,17920,0.848179,0.870388,0.901992
2,17936,0.863398,0.859876,0.895826
2,17952,0.856078,0.861073,0.890321
2,17968,0.839417,0.863136,0.894972
2,17984,0.849546,0.855196,0.894438
2,18000,0.795463,0.856579,0.876885
2,18016,0.816960,0.833740,0.883051
2,18032,0.825466,0.828683,0.894610
2,18048,0.807764,0.815569,0.907523
2,18064,0.794981,0.814859,0.915459
2,18080,0.788235,0.802341,0.899654
2,18096,0.779230,0.784022,0.882130
2,18112,0.765995,0.795698,0.876335
2,18128,0.760091,0.772102,0.861522
2,18144,0.782018,0.796535,0.859404
2,18160,0.816233,0.817470,0.887805
2,18176,0.804672,0.811532,0.870670
2,18192,0.809566,0.873692,0.901355
2,18208,0.819301,0.865173,0.885907
2,18224,0.778641,0.860501,0.857529
2,18240,0.801437,0.825186,0.874742
2,18256,0.808574,0.853860,0.892538
2,18272,0.834982,0.861513,0.888504
2,18288,0.810440,0.818010,0.909771
2,18304,0.800559,0.821920,0.890612
2,18320,0.782436,0.844414,0.898067
2,18336,0.764170,0.812257,0.869388
2,18352,0.807967,0.821306,0.883989
2,18368,0.802919,0.848167,0.871178
2,18384,0.819018,0.821210,0.858207
2,18400,0.822758,0.834780,0.862720
2,18416,0.835964,0.846747,0.859312
2,18432,0.829505,0.817794,0.871584
2,18448,0.808104,0.835519,0.865879
2,18464,0.810745,0.821920,0.868161
2,18480,0.788464,0.822611,0.876998
2,18496,0.785128,0.806874,0.863140
2,18512,0.834984,0.833443,0.884197
2,18528,0.837680,0.841378,0.892253
2,18544,0.828930,0.841294,0.905574
2,18560,0.825226,0.842557,0.888332
2,18576,0.831387,0.823583,0.876421
2,18592,0.880886,0.837052,0.880380
2,18608,0.862655,0.845536,0.854461
2,18624,0.863981,0.848238,0.868835
2,18640,0.875683,0.841186,0.866834
2,18656,0.851828,0.837116,0.843601
2,18672,0.867023,0.836708,0.855286
2,18688,0.875899,0.852793,0.850994
2,18704,0.908789,0.862844,0.881033
2,18720,0.895072,0.861204,0.866305
2,18736,0.899572,0.843859,0.840104
2,18752,0.893799,0.841808,0.845426
2,18768,0.870195,0.837929,0.858243
2,18784,0.890967,0.823649,0.793223
2,18800,0.884303,0.821628,0.770252
2,18816,0.885896,0.838462,0.823978
2,18832,0.857440,0.872401,0.825025
2,18848,0.835360,0.876485,0.830597
2,18864,0.854492,0.885905,0.843140
2,18880,0.863899,0.872636,0.824335
2,18896,0.847328,0.854397,0.798135
2,18912,0.845480,0.851550,0.807421
2,18928,0.838209,0.863835,0.833140
2,18944,0.830380,0.831693,0.828884
2,18960,0.838028,0.838102,0.852058
2,18976,0.864021,0.842192,0.846538
2,18992,0.835788,0.847989,0.840517
2,19008,0.827812,0.791661,0.879399
2,19024,0.845046,0.789487,0.880257
2,19040,0.862808,0.793067,0.857814
2,19056,0.886449,0.758313,0.854565
2,19072,0.872112,0.817914,0.901050
2,19088,0.837756,0.771870,0.851800
2,19104,0.827514,0.807603,0.814313
2,19120,0.788495,0.813500,0.786444
2,19136,0.851077,0.825785,0.818886
2,19152,0.856903,0.839614,0.820351
2,19168,0.863851,0.841387,0.807751
2,19184,0.872509,0.845400,0.829724
2,19200,0.872517,0.837302,0.788240
2,19216,0.856571,0.831909,0.784462
2,19232,0.851041,0.875416,0.808760
2,19248,0.844060,0.858465,0.815896
2,19264,0.853716,0.860184,0.796974
2,19280,0.858455,0.828302,0.816000
2,19296,0.829643,0.853474,0.825246
2,19312,0.822627,0.857048,0.817339
2,19328,0.820516,0.858784,0.831718
2,19344,0.834471,0.850588,0.865356
2,19360,0.853631,0.838428,0.882189
2,19376,0.855580,0.825463,0.805337
2,19392,0.844152,0.834139,0.853788
2,19408,0.853403,0.864139,0.842931
2,19424,0.877489,0.893260,0.855265
2,19440,0.879022,0.888083,0.845953
2,19456,0.850607,0.844183,0.855287
2,19472,0.824274,0.834021,0.826483
2,19488,0.792026,0.828176,0.821414
2,19504,0.780176,0.815075,0.822468
2,19520,0.796279,0.834089,0.825820
2,19536,0.794987,0.828937,0.830130
2,19552,0.803504,0.845284,0.836468
2,19568,0.801259,0.859621,0.862593
2,19584,0.808925,0.873687,0.887521
2,19600,0.812636,0.875847,0.892459
2,19616,0.835546,0.863933,0.881734
2,19632,0.811368,0.830571,0.869388
2,19648,0.854610,0.825562,0.851927
2,19664,0.829118,0.783697,0.796580
2,19680,0.857882,0.805205,0.875555
2,19696,0.822517,0.792342,0.868389
2,19712,0.817935,0.765512,0.849687
2,19728,0.806735,0.784783,0.796710
2,19744,0.827418,0.804025,0.805654
2,19760,0.828654,0.804207,0.880086
2,19776,0.829641,0.809981,0.853970
2,19792,0.831908,0.813396,0.873762
2,19808,0.839869,0.779203,0.869990
2,19824,0.823633,0.804226,0.843785
2,19840,0.847072,0.796319,0.837415
2,19856,0.844116,0.779180,0.814484
2,19872,0.834389,0.807015,0.854651
2,19888,0.832723,0.799239,0.843900
2,19904,0.864695,0.786409,0.841491
2,19920,0.868987,0.785675,0.821140
2,19936,0.869871,0.783671,0.816210
2,19952,0.854591,0.806881,0.820545
2,19968,0.847573,0.805810,0.764437
2,19984,0.834720,0.830820,0.770154
2,20000,0.828200,0.842153,0.828998
2,20016,0.873500,0.825036,0.835122
2,20032,0.878473,0.787033,0.822096
2,20048,0.850008,0.805921,0.810046
2,20064,0.860251,0.808003,0.819895
2,20080,0.895170,0.794428,0.804878
2,20096,0.853186,0.784755,0.808812
2,20112,0.847582,0.826618,0.824071
2,20128,0.855773,0.825798,0.841421
2,20144,0.841155,0.828764,0.804057
2,20160,0.831587,0.806299,0.833652
2,20176,0.809277,0.831765,0.849219
2,20192,0.805901,0.854194,0.845648
2,20208,0.808395,0.868822,0.830376
2,20224,0.811562,0.828143,0.803697
2,20240,0.814541,0.835225,0.816073
2,20256,0.811201,0.824524,0.839571
2,20272,0.834849,0.802333,0.834233
2,20288,0.817200,0.803762,0.828817
2,20304,0.839446,0.824852,0.799946
2,20320,0.834935,0.825999,0.795978
2,20336,0.837207,0.829900,0.762592
2,20352,0.838935,0.833863,0.774209
2,20368,0.858409,0.834156,0.814394
2,20384,0.851066,0.810712,0.789732
2,20400,0.845956,0.832355,0.797884
2,20416,0.837916,0.854297,0.836041
2,20432,0.846633,0.830276,0.838232
2,20448,0.839993,0.832728,0.836193
2,20464,0.811577,0.807894,0.780563
2,20480,0.833243,0.825352,0.808619
2,65552,0.790017,0.802097,0.759978
2,65568,0.798398,0.802869,0.795367
2,65584,0.817020,0.814764,0.814775
2,65600,0.795108,0.810449,0.811575
2,65616,0.821989,0.829054,0.810340
2,65632,0.805312,0.827056,0.805804
2,65648,0.819711,0.849025,0.852473
2,65664,0.840354,0.860353,0.856123
2,65680,0.822976,0.862414,0.840498
2,65696,0.832078,0.866055,0.840506
2,65712,0.855102,0.881175,0.877452
2,65728,0.837169,0.865677,0.857062
2,65744,0.832980,0.846485,0.826153
2,65760,0.833280,0.836013,0.801990
2,65776,0.826178,0.809941,0.793928
2,65792,0.827614,0.807815,0.809175
2,65808,0.818962,0.784464,0.789346
2,65824,0.798851,0.792256,0.788852
2,65840,0.804007,0.784083,0.812693
2,65856,0.821196,0.803146,0.818620
2,65872,0.810560,0.819221,0.779531
2,65888,0.853568,0.813303,0.763127
2,65904,0.819475,0.802281,0.762442
2,65920,0.840024,0.781690,0.733269
2,65936,0.828069,0.799759,0.726134
2,65952,0.868847,0.817614,0.746635
2,65968,0.849778,0.816409,0.769138
2,65984,0.862150,0.811425,0.769286
2,66000,0.843319,0.773230,0.701936
2,66016,0.826900,0.811664,0.716485
2,66032,0.834798,0.808319,0.750740
2,66048,0.836369,0.796621,0.727439
2,66064,0.813320,0.791604,0.676400
2,66080,0.825736,0.795921,0.696119
2,66096,0.831049,0.809177,0.702759
2,66112,0.826926,0.810377,0.665332
2,66128,0.813279,0.808589,0.709973
2,66144,0.820545,0.803919,0.675462
2,66160,0.858281,0.815817,0.728616
2,66176,0.851561,0.846527,0.741478
2,66192,0.854630,0.833918,0.680519
2,66208,0.854791,0.828564,0.686850
2,66224,0.819175,0.819113,0.656852
2,66240,0.817277,0.859269,0.670332
2,66256,0.807425,0.847689,0.660393
2,66272,0.800618,0.864512,0.652009
2,66288,0.786313,0.855427,0.654372
2,66304,0.809003,0.839238,0.662382
2,66320,0.794379,0.844998,0.654206
2,66336,0.787904,0.875978,0.594612
2,66352,0.798535,0.841788,0.619406
2,66368,0.835672,0.847403,0.659576
2,66384,0.819631,0.834879,0.672570
2,66400,0.839551,0.852518,0.703406
2,66416,0.809034,0.832513,0.676296
2,66432,0.833273,0.815834,0.677012
2,66448,0.828451,0.802102,0.671253
2,66464,0.834110,0.774416,0.704241
2,66480,0.837089,0.795973,0.679633
2,66496,0.847566,0.802616,0.692836
2,66512,0.854819,0.823607,0.737405
2,66528,0.881504,0.818730,0.713461
2,66544,0.850938,0.828845,0.696575
2,66560,0.869092,0.832888,0.722370
2,66576,0.845127,0.834824,0.725321
2,66592,0.834251,0.836767,0.733625
2,66608,0.845670,0.799888,0.695486
2,66624,0.785004,0.792265,0.694375
2,66640,0.777491,0.797420,0.702919
2,66656,0.795603,0.791730,0.742776
2,66672,0.819342,0.801381,0.817142
2,66688,0.814645,0.801273,0.826681
2,66704,0.824397,0.787713,0.804326
2,66720,0.817265,0.814789,0.818761
2,66736,0.829025,0.835867,0.856983
2,66752,0.813993,0.824751,0.856723
2,66768,0.799040,0.844640,0.824991
2,66784,0.804286,0.829158,0.826991
2,66800,0.809714,0.843290,0.823931
2,66816,0.797208,0.824297,0.791492
2,66832,0.821726,0.818145,0.816462
2,66848,0.836413,0.827259,0.814941
2,66864,0.807938,0.850583,0.807629
2,66880,0.811587,0.836289,0.815328
2,66896,0.805177,0.811110,0.816510
2,66912,0.806721,0.811367,0.803032
2,66928,0.821088,0.848060,0.789972
2,66944,0.813652,0.818886,0.749848
2,66960,0.818039,0.832972,0.754136
2,66976,0.867150,0.851609,0.815652
2,66992,0.853390,0.824153,0.762598
2,67008,0.868821,0.814146,0.795268
2,67024,0.854747,0.820727,0.802116
2,67040,0.822683,0.806995,0.813358
2,67056,0.794895,0.796005,0.817421
2,67072,0.812317,0.769565,0.793973
2,67088,0.815819,0.800362,0.794947
2,67104,0.810338,0.852036,0.832172
2,67120,0.821952,0.843242,0.839554
2,67136,0.816228,0.835703,0.807098
2,67152,0.814746,0.834447,0.834001
2,67168,0.830570,0.836461,0.830533
2,67184,0.816181,0.844245,0.810440
2,67200,0.802305,0.837175,0.821415
2,67216,0.779382,0.832054,0.823098
2,67232,0.796703,0.835326,0.794319
2,67248,0.812162,0.833314,0.763428
2,67264,0.802998,0.824784,0.697465
2,67280,0.810027,0.841352,0.709809
2,67296,0.795410,0.863888,0.724677
2,67312,0.785171,0.858187,0.685358
2,67328,0.807795,0.884437,0.722617
2,67344,0.822474,0.876295,0.755161
2,67360,0.824363,0.844185,0.743961
2,67376,0.792276,0.852764,0.684179
2,67392,0.791164,0.839420,0.653387
2,67408,0.777902,0.865131,0.665065
2,67424,0.769677,0.825617,0.615516
2,67440,0.756951,0.834749,0.573303
2,67456,0.770801,0.846121,0.647586
2,67472,0.852820,0.852610,0.753787
2,67488,0.851737,0.845361,0.743406
2,67504,0.843584,0.835525,0.756997
2,67520,0.835262,0.817808,0.704988
2,67536,0.801212,0.842244,0.663149
2,67552,0.814693,0.850289,0.693316
2,67568,0.748529,0.850444,0.693396
2,67584,0.775065,0.829809,0.696750
2,67600,0.774539,0.872525,0.746790
2,67616,0.826999,0.842834,0.793140
2,67632,0.839263,0.837225,0.774447
2,67648,0.841734,0.840425,0.775775
2,67664,0.828445,0.877255,0.795531
2,67680,0.829617,0.870729,0.814323
2,67696,0.829310,0.838499,0.803801
2,67712,0.824309,0.830870,0.818832
2,67728,0.854606,0.825536,0.744151
2,67744,0.833444,0.825554,0.744866
2,67760,0.811096,0.818781,0.746172
2,67776,0.829557,0.821969,0.768914
2,67792,0.827756,0.830944,0.757923
2,67808,0.816403,0.841297,0.725845
2,67824,0.796947,0.831045,0.715017
2,67840,0.803578,0.853869,0.743009
2,67856,0.794768,0.818869,0.768901
2,67872,0.806355,0.815783,0.793388
2,67888,0.743516,0.832726,0.786173
2,67904,0.769296,0.832460,0.768850
2,67920,0.763759,0.836313,0.836758
2,67936,0.783754,0.812144,0.790031
2,67952,0.784445,0.844739,0.771981
2,67968,0.769921,0.865590,0.777125
2,67984,0.790701,0.836313,0.777825
2,68000,0.801259,0.863541,0.745697
2,68016,0.823108,0.829649,0.730192
2,68032,0.841667,0.824011,0.772345
2,68048,0.873813,0.812052,0.798501
2,68064,0.837628,0.798121,0.747755
2,68080,0.843693,0.801066,0.780681
2,68096,0.822611,0.810553,0.805698
2,68112,0.822042,0.810087,0.826397
2,68128,0.796355,0.773172,0.809146
2,68144,0.816637,0.806741,0.785898
2,68160,0.849763,0.836076,0.853135
2,68176,0.834043,0.830792,0.838820
2,68192,0.816412,0.828902,0.851785
2,68208,0.811983,0.824100,0.823060
2,68224,0.811951,0.809293,0.797052
2,68240,0.793559,0.814038,0.795583
2,68256,0.804325,0.810432,0.795098
2,68272,0.821412,0.787168,0.785135
2,68288,0.835911,0.768227,0.799191
2,68304,0.825699,0.770748,0.820070
2,68320,0.796220,0.784211,0.807784
2,68336,0.806601,0.819696,0.819602
2,68352,0.783328,0.826866,0.762625
2,68368,0.782568,0.792754,0.761820
2,68384,0.781649,0.833322,0.774413
2,68400,0.785891,0.843635,0.803329
2,68416,0.800034,0.834533,0.836392
2,68432,0.807184,0.840865,0.854810
2,68448,0.797718,0.808002,0.847351
2,68464,0.784828,0.776918,0.809948
2,68480,0.788488,0.780301,0.805863
2,68496,0.816614,0.760995,0.808277
2,68512,0.796647,0.763173,0.803386
2,68528,0.815521,0.756745,0.816912
2,68544,0.805654,0.760710,0.802863
2,68560,0.824932,0.764082,0.784073
2,68576,0.832036,0.748765,0.791698
2,68592,0.832086,0.768137,0.783799
2,68608,0.841869,0.770997,0.784587
2,68624,0.830400,0.797689,0.802371
2,68640,0.826226,0.792970,0.822276
2,68656,0.839047,0.830044,0.827616
2,68672,0.824196,0.846503,0.835469
2,68688,0.828941,0.818341,0.827869
2,68704,0.841953,0.807781,0.819746
2,68720,0.856546,0.786639,0.818177
2,68736,0.835208,0.773719,0.795414
2,68752,0.831076,0.792337,0.780678
2,68768,0.805247,0.838168,0.808129
2,68784,0.802967,0.847550,0.771528
2,68800,0.797828,0.837915,0.781609
2,68816,0.806474,0.836694,0.781625
2,68832,0.826970,0.841050,0.770778
2,68848,0.838280,0.825851,0.750183
2,68864,0.873195,0.809268,0.773263
2,68880,0.863815,0.837340,0.799728
2,68896,0.837745,0.837701,0.789151
2,68912,0.853553,0.823615,0.803633
2,68928,0.836299,0.811846,0.765292
2,68944,0.849992,0.853515,0.793440
2,68960,0.819268,0.847608,0.799561
2,68976,0.821828,0.854538,0.794302
2,68992,0.787763,0.832657,0.750932
2,69008,0.807595,0.843709,0.770794
2,69024,0.800238,0.802815,0.759087
2,69040,0.816238,0.820947,0.840557
2,69056,0.827817,0.855049,0.806500
2,69072,0.835642,0.848663,0.773343
2,69088,0.810166,0.820548,0.745334
2,69104,0.830266,0.794306,0.738936
2,69120,0.857970,0.814717,0.784401
2,69136,0.842120,0.824337,0.776222
2,69152,0.862616,0.810991,0.798409
2,69168,0.857567,0.785904,0.774546
2,69184,0.839898,0.834982,0.796096
2,69200,0.850350,0.846380,0.816733
2,69216,0.836633,0.845927,0.821649
2,69232,0.838525,0.842636,0.817825
2,69248,0.834371,0.822883,0.807138
2,69264,0.818900,0.830629,0.758746
2,69280,0.844734,0.834574,0.738501
2,69296,0.832657,0.812928,0.784519
2,69312,0.843927,0.823890,0.782104
2,69328,0.834292,0.809196,0.803005
2,69344,0.847333,0.831098,0.806805
2,69360,0.860391,0.824866,0.794607
2,69376,0.844629,0.851791,0.820868
2,69392,0.844750,0.846694,0.816237
2,69408,0.847794,0.827025,0.827948
2,69424,0.833783,0.840345,0.845174
2,69440,0.837273,0.808294,0.830870
2,69456,0.834972,0.821204,0.874924
2,69472,0.833268,0.815791,0.870464
2,69488,0.799890,0.788118,0.833670
2,69504,0.788267,0.792283,0.808407
2,69520,0.792841,0.814843,0.809491
2,69536,0.791048,0.809709,0.817649
2,69552,0.769103,0.777007,0.811597
2,69568,0.766190,0.777007,0.825510
2,69584,0.807972,0.794631,0.807310
2,69600,0.813592,0.802655,0.772337
2,69616,0.826333,0.780172,0.768319
2,69632,0.851805,0.784383,0.764533
2,262160,0.866198,0.780937,0.895057
2,262176,0.827633,0.801292,0.891319
2,262192,0.844475,0.812223,0.909454
2,262208,0.862531,0.831455,0.911588
2,262224,0.856877,0.839777,0.929127
2,262240,0.851819,0.816270,0.888883
2,262256,0.875028,0.783324,0.883676
2,262272,0.882431,0.792684,0.884461
2,262288,0.899845,0.752485,0.854519
2,262304,0.876349,0.789210,0.870970
2,262320,0.847090,0.827302,0.870304
2,262336,0.847786,0.812802,0.861116
2,262352,0.859398,0.813225,0.866408
2,262368,0.822389,0.853038,0.871863
2,262384,0.820356,0.848132,0.889398
2,262400,0.848645,0.806555,0.856473
2,262416,0.848991,0.811445,0.874650
2,262432,0.818590,0.814098,0.898485
2,262448,0.823619,0.790426,0.839955
2,262464,0.841443,0.830741,0.861965
2,262480,0.869245,0.840454,0.906248
2,262496,0.822589,0.857248,0.876021
2,262512,0.809742,0.840921,0.890847
2,262528,0.807644,0.836598,0.878549
2,262544,0.795624,0.853712,0.854678
2,262560,0.804247,0.820810,0.842569
2,262576,0.828527,0.808398,0.849232
2,262592,0.805141,0.845340,0.874900
2,262608,0.810171,0.810004,0.880118
2,262624,0.803244,0.801687,0.889365
2,262640,0.810168,0.798282,0.872087
2,262656,0.833673,0.784735,0.861278
2,262672,0.795440,0.794465,0.886158
2,262688,0.795215,0.790015,0.912880
2,262704,0.798667,0.798571,0.917162
2,262720,0.782912,0.809508,0.879746
2,262736,0.799436,0.829425,0.876396
2,262752,0.810539,0.827966,0.898630
2,262768,0.824051,0.831853,0.890919
2,262784,0.805115,0.830629,0.894209
2,262800,0.788211,0.842426,0.888620
2,262816,0.814254,0.841002,0.908229
2,262832,0.828857,0.834743,0.877960
2,262848,0.845345,0.836746,0.904149
2,262864,0.848067,0.828162,0.912080
2,262880,0.844394,0.847837,0.926577
2,262896,0.843396,0.834873,0.912756
2,262912,0.809979,0.836889,0.895178
2,262928,0.836616,0.827340,0.884003
2,262944,0.808692,0.792595,0.863188
2,262960,0.811688,0.812859,0.834001
2,262976,0.821396,0.835041,0.858280
2,262992,0.830145,0.816630,0.821933
2,263008,0.821105,0.814671,0.870748
2,263024,0.832172,0.855436,0.863559
2,263040,0.856153,0.845973,0.869092
2,263056,0.845127,0.842160,0.826436
2,263072,0.860445,0.835243,0.820715
2,263088,0.855089,0.830979,0.855109
2,263104,0.850766,0.835675,0.879558
2,263120,0.854886,0.835675,0.871038
2,263136,0.855503,0.860622,0.890412
2,263152,0.841671,0.878264,0.862857
2,263168,0.829540,0.849123,0.834805
2,263184,0.805244,0.828878,0.853278
2,263200,0.811766,0.805054,0.838956
2,263216,0.804408,0.785472,0.804542
2,263232,0.817867,0.794450,0.846310
2,263248,0.804132,0.827952,0.856537
2,263264,0.817040,0.821479,0.843171
2,263280,0.834428,0.816916,0.861197
2,263296,0.823299,0.811796,0.805374
2,263312,0.857524,0.831106,0.856047
2,263328,0.863492,0.824011,0.832966
2,263344,0.866086,0.822284,0.857010
2,263360,0.863874,0.851661,0.843013
2,263376,0.821140,0.845637,0.831994
2,263392,0.824240,0.840290,0.862746
2,263408,0.827065,0.846322,0.839039
2,263424,0.842472,0.869525,0.916486
2,263440,0.837716,0.868217,0.889322
2,263456,0.843761,0.874178,0.890425
2,263472,0.819003,0.888646,0.876308
2,263488,0.849739,0.884187,0.821541
2,263504,0.842346,0.882525,0.847244
2,263520,0.845852,0.869654,0.885521
2,263536,0.834027,0.893981,0.872926
2,263552,0.838800,0.848015,0.832950
2,263568,0.829181,0.860354,0.844225
2,263584,0.819587,0.841939,0.844544
2,263600,0.787728,0.835596,0.814954
2,263616,0.798621,0.866036,0.828443
2,263632,0.809110,0.850140,0.838252
2,263648,0.796506,0.841129,0.839980
2,263664,0.825253,0.808174,0.830573
