step,P_esc,tau_t
4,0.000000,-1.0
8,0.000000,-1.0
12,0.000000,-1.0
16,0.000000,-1.0
20,0.000000,-1.0
24,0.000500,47988.0
28,0.003000,9319.3
32,0.007500,4250.6
36,0.012500,2862.0
40,0.019500,2031.2
44,0.025000,1737.9
48,0.031500,1499.7
52,0.048000,1057.1
56,0.062000,874.9
60,0.083500,688.1
64,0.103500,585.8
68,0.117500,544.0
72,0.133500,502.5
76,0.152000,461.0
80,0.168000,435.0
84,0.186000,408.2
88,0.215000,363.5
92,0.238500,337.7
96,0.260000,318.8
100,0.278500,306.4
104,0.303000,288.1
108,0.322500,277.4
112,0.339500,270.0
116,0.356000,263.6
120,0.372000,257.9
124,0.387000,253.4
128,0.402000,248.9
132,0.419000,243.1
136,0.430000,241.9
140,0.442000,240.0
144,0.456500,236.2
148,0.468000,234.5
152,0.481500,231.4
156,0.497500,226.7
160,0.507000,226.2
164,0.527000,219.1
168,0.537500,217.9
172,0.546000,217.8
176,0.555500,217.1
180,0.567500,214.8
184,0.575000,215.0
188,0.585000,213.8
192,0.594000,213.0
196,0.601500,213.0
200,0.614500,209.8
204,0.626500,207.1
208,0.636000,205.8
212,0.644000,205.3
216,0.656000,202.4
220,0.665500,200.9
224,0.678000,197.7
228,0.687000,196.3
232,0.694000,195.9
236,0.702000,194.9
240,0.710500,193.6
244,0.717500,193.0
248,0.725500,191.8
252,0.730500,192.2
256,0.737000,191.7
260,0.741500,192.2
264,0.745500,192.9
268,0.750000,193.3
272,0.758000,191.7
276,0.763000,191.7
280,0.768500,191.4
284,0.776500,189.5
288,0.784000,187.9
292,0.789000,187.7
296,0.791500,188.8
300,0.798500,187.3
304,0.800500,188.6
308,0.805000,188.4
312,0.811000,187.3
316,0.813500,188.2
320,0.818500,187.5
324,0.821500,188.0
328,0.827000,187.0
332,0.831000,186.7
336,0.838000,184.6
340,0.841500,184.6
344,0.847000,183.2
348,0.853500,181.2
352,0.854500,182.6
356,0.856500,183.4
360,0.862500,181.4
364,0.866000,181.1
368,0.871000,179.7
372,0.873500,179.9
376,0.875000,180.8
380,0.878500,180.3
384,0.880500,180.8
388,0.883500,180.5
392,0.888000,179.1
396,0.894500,176.1
400,0.895500,177.1
404,0.898000,177.0
408,0.899500,177.6
412,0.900500,178.5
416,0.903000,178.3
420,0.905000,178.4
424,0.907500,178.1
428,0.911000,176.9
432,0.912500,177.3
436,0.915000,176.9
440,0.916000,177.6
444,0.918500,177.1
448,0.919500,177.8
452,0.920500,178.5
456,0.922500,178.3
460,0.925000,177.6
464,0.927500,176.8
468,0.928500,177.4
472,0.929500,178.0
476,0.929500,179.5
480,0.930500,180.0
484,0.932000,180.0
488,0.936500,177.0
492,0.938000,176.9
496,0.939000,177.3
500,0.940500,177.2
504,0.942000,177.0
508,0.943000,177.3
512,0.944500,177.1
516,0.945000,177.9
520,0.945500,178.7
524,0.947000,178.4
528,0.947000,179.7
532,0.947500,180.5
536,0.950000,178.9
540,0.952500,177.2
544,0.954000,176.7
548,0.956000,175.4
552,0.956500,176.1
556,0.958500,174.7
560,0.959500,174.6
564,0.959500,175.9
568,0.960000,176.5
572,0.962000,174.9
576,0.963000,174.7
580,0.963500,175.2
584,0.964500,174.9
588,0.964500,176.1
592,0.964500,177.3
596,0.965000,177.8
600,0.965000,179.0
604,0.966500,177.8
608,0.967000,178.2
612,0.968000,177.8
616,0.969500,176.5
620,0.970000,176.8
624,0.970000,178.0
628,0.971500,176.5
632,0.973000,175.0
636,0.974000,174.3
640,0.974500,174.4
644,0.975000,174.6
648,0.975500,174.7
652,0.977000,172.8
656,0.978500,170.8
660,0.978500,171.9
664,0.979000,171.9
668,0.979500,171.8
672,0.980500,170.7
