step,P_esc
4,0.000000
8,0.000000
12,0.000000
16,0.000000
20,0.000000
24,0.000000
28,0.000000
32,0.000000
36,0.000000
40,0.000000
44,0.000000
48,0.000000
52,0.000000
56,0.000000
60,0.000000
64,0.000000
68,0.000000
72,0.000000
76,0.000000
80,0.000000
84,0.000000
88,0.000000
92,0.000000
96,0.000000
100,0.000000
104,0.000000
108,0.000000
112,0.000000
116,0.000000
120,0.000000
124,0.000000
128,0.000000
132,0.000000
136,0.000000
140,0.000000
144,0.000000
148,0.000000
152,0.000000
156,0.000000
160,0.000000
164,0.000000
168,0.000000
172,0.000000
176,0.000000
180,0.000000
184,0.000000
188,0.000000
192,0.000000
196,0.000000
200,0.000000
204,0.016000
208,0.016000
212,0.016000
216,0.016000
220,0.016000
224,0.016500
228,0.016500
232,0.018500
236,0.021500
240,0.025000
244,0.029000
248,0.033500
252,0.037500
256,0.041500
260,0.049000
264,0.052500
268,0.057500
272,0.062500
276,0.066500
280,0.076500
284,0.081500
288,0.086000
292,0.092000
296,0.098000
300,0.102500
304,0.111000
308,0.118000
312,0.121500
316,0.128500
320,0.132500
324,0.137500
328,0.142500
332,0.147000
336,0.151500
340,0.154500
344,0.159000
348,0.165000
352,0.173500
356,0.178500
360,0.184000
364,0.191500
368,0.197000
372,0.203000
376,0.206500
380,0.208500
384,0.212000
388,0.218500
392,0.225000
396,0.228000
400,0.230000
404,0.237000
408,0.242500
412,0.249500
416,0.252500
420,0.257500
424,0.262000
428,0.265500
432,0.269500
436,0.276000
440,0.285000
444,0.287500
448,0.292500
452,0.298000
456,0.301500
460,0.303500
464,0.309000
468,0.318500
472,0.324000
476,0.331500
480,0.336500
484,0.338500
488,0.344000
492,0.348500
496,0.354000
500,0.358500
504,0.363500
508,0.365500
512,0.366500
516,0.370000
520,0.374500
524,0.377500
528,0.380500
532,0.383500
536,0.388500
540,0.390500
544,0.393000
548,0.396000
552,0.400000
556,0.404000
560,0.408500
564,0.411000
568,0.416500
572,0.422000
576,0.424000
580,0.427000
584,0.430000
588,0.434500
592,0.440500
596,0.447500
600,0.449500
604,0.453000
608,0.457500
612,0.464000
616,0.467500
620,0.472000
624,0.475000
628,0.479500
632,0.482000
636,0.485500
640,0.487500
644,0.490500
648,0.492500
652,0.497000
656,0.499500
660,0.503500
664,0.506500
668,0.509500
672,0.514000
676,0.516500
680,0.518500
684,0.524000
688,0.527500
692,0.529000
696,0.533000
700,0.537000
704,0.538500
708,0.541000
712,0.542000
716,0.545500
720,0.549000
724,0.553000
728,0.556500
732,0.561000
736,0.562000
740,0.565000
744,0.567000
748,0.567500
752,0.573000
756,0.576000
760,0.577500
764,0.580000
768,0.582000
772,0.583000
776,0.586500
780,0.588000
784,0.589000
788,0.590000
792,0.592000
796,0.594000
800,0.596000
804,0.598000
808,0.600500
812,0.604000
816,0.607500
820,0.609500
824,0.610500
828,0.614000
832,0.617500
836,0.620500
840,0.622500
844,0.623000
848,0.625000
852,0.627000
856,0.627500
860,0.629000
864,0.629500
868,0.630000
872,0.631500
876,0.632500
880,0.633000
884,0.636000
888,0.637000
892,0.638000
896,0.641000
900,0.643500
904,0.646500
908,0.648000
912,0.650500
916,0.652000
920,0.654500
924,0.657000
928,0.659500
932,0.664000
936,0.666000
940,0.668500
944,0.670500
948,0.673500
952,0.677000
956,0.678000
960,0.680500
964,0.682000
968,0.682500
972,0.685500
976,0.685500
980,0.687500
984,0.688000
988,0.689500
