step,P_esc
4,0.000000
8,0.000000
12,0.000000
16,0.000000
20,0.000000
24,0.000000
28,0.000000
32,0.000000
36,0.000000
40,0.000000
44,0.000000
48,0.000000
52,0.000000
56,0.000000
60,0.000000
64,0.000000
68,0.000000
72,0.000000
76,0.000000
80,0.000000
84,0.000000
88,0.000000
92,0.000000
96,0.000000
100,0.000000
104,0.000000
108,0.000000
112,0.000000
116,0.000000
120,0.000000
124,0.000000
128,0.000000
132,0.000000
136,0.000000
140,0.000000
144,0.000000
148,0.000000
152,0.000000
156,0.000000
160,0.000000
164,0.000000
168,0.000000
172,0.000000
176,0.000000
180,0.000000
184,0.000000
188,0.000000
192,0.000000
196,0.000000
200,0.000000
204,0.033500
208,0.033500
212,0.033500
216,0.035000
220,0.037500
224,0.043000
228,0.051000
232,0.062000
236,0.069000
240,0.077500
244,0.088000
248,0.098500
252,0.112500
256,0.125500
260,0.137500
264,0.146500
268,0.157500
272,0.169500
276,0.184500
280,0.196000
284,0.205500
288,0.219000
292,0.227000
296,0.245500
300,0.258500
304,0.269000
308,0.281000
312,0.295000
316,0.301000
320,0.308500
324,0.320000
328,0.328000
332,0.339500
336,0.352500
340,0.363500
344,0.370000
348,0.383500
352,0.392500
356,0.399500
360,0.407500
364,0.414500
368,0.419000
372,0.426000
376,0.432500
380,0.439500
384,0.443500
388,0.451000
392,0.460000
396,0.465000
400,0.473000
404,0.481000
408,0.486500
412,0.496500
416,0.503000
420,0.507000
424,0.512000
428,0.519500
432,0.524000
436,0.530000
440,0.534500
444,0.540500
448,0.546500
452,0.553000
456,0.556000
460,0.562000
464,0.569000
468,0.574500
472,0.580000
476,0.584500
480,0.588000
484,0.590500
488,0.593500
492,0.598500
496,0.603500
500,0.608000
504,0.613500
508,0.617000
512,0.624500
516,0.628500
520,0.635500
524,0.638000
528,0.641500
532,0.643500
536,0.649000
540,0.654000
544,0.657000
548,0.660500
552,0.663500
556,0.669000
560,0.672000
564,0.674000
568,0.676000
572,0.680000
576,0.682000
580,0.683500
584,0.688000
588,0.691000
592,0.693000
596,0.696000
600,0.699000
604,0.701000
608,0.701500
612,0.703500
616,0.705500
620,0.708000
624,0.709000
628,0.710000
632,0.712000
636,0.714000
640,0.716500
644,0.719000
648,0.719500
652,0.721000
656,0.723500
660,0.726500
664,0.728500
668,0.731500
672,0.734500
676,0.735500
680,0.739000
684,0.742000
688,0.745500
692,0.749000
696,0.750500
700,0.752000
704,0.753000
708,0.755500
712,0.756000
716,0.757500
720,0.759500
724,0.760500
728,0.761500
732,0.763500
736,0.764000
740,0.764500
744,0.765500
748,0.766500
752,0.767000
756,0.769000
760,0.770000
764,0.772000
768,0.774000
772,0.775500
776,0.776500
780,0.779000
784,0.779000
788,0.779500
792,0.781000
796,0.783000
800,0.783500
804,0.783500
808,0.785500
812,0.786000
816,0.789000
820,0.789500
824,0.790500
828,0.792500
832,0.793000
836,0.796500
840,0.797000
844,0.798500
848,0.799500
852,0.799500
856,0.800500
860,0.801000
864,0.802500
868,0.803000
872,0.803500
876,0.803500
880,0.804000
884,0.805000
888,0.805500
892,0.806500
896,0.808500
900,0.809000
904,0.810000
908,0.810500
912,0.811500
916,0.812000
920,0.812000
924,0.813000
928,0.814000
932,0.815000
936,0.816500
940,0.817000
944,0.817000
948,0.817000
952,0.817500
956,0.817500
960,0.818500
964,0.820000
968,0.820500
972,0.822000
976,0.822000
980,0.822000
984,0.823000
988,0.824000
