step,P_esc,tau_t
128,0.020000,6335.8
256,0.054500,4568.1
384,0.082000,4488.2
512,0.115500,4171.7
640,0.138000,4309.8
768,0.166500,4217.0
896,0.194500,4142.5
1024,0.217000,4186.0
1152,0.241000,4177.6
1280,0.260500,4241.5
1408,0.280500,4277.1
1536,0.299000,4323.7
1664,0.317500,4356.1
1792,0.333000,4425.1
1920,0.344000,4554.1
2048,0.365500,4501.9
2176,0.381500,4529.0
2304,0.397500,4547.4
2432,0.416500,4514.5
2560,0.427500,4589.9
2688,0.446000,4551.4
2816,0.463500,4522.3
2944,0.476000,4555.4
3072,0.487500,4595.7
3200,0.500500,4610.0
3328,0.516000,4586.1
3456,0.527000,4616.2
3584,0.541000,4602.5
3712,0.554500,4590.9
3840,0.564500,4619.5
3968,0.577000,4611.9
4096,0.587000,4631.9
4224,0.597000,4647.8
4352,0.606000,4672.5
4480,0.615000,4693.5
4608,0.624000,4710.9
4736,0.635500,4692.7
4864,0.645000,4696.6
4992,0.654000,4703.6
5120,0.662500,4713.7
5248,0.669500,4740.1
5376,0.675500,4776.7
5504,0.683500,4784.3
5632,0.690500,4802.2
5760,0.697500,4817.4
5888,0.705000,4823.1
6016,0.715000,4792.6
6144,0.720000,4826.5
6272,0.727000,4831.0
6400,0.733500,4839.8
6528,0.743500,4797.8
6656,0.750500,4794.4
6784,0.754500,4830.3
6912,0.762000,4815.1
7040,0.765500,4854.2
7168,0.770500,4870.1
7296,0.775000,4891.2
7424,0.779500,4910.5
7552,0.786000,4898.2
7680,0.792000,4891.0
7808,0.798500,4874.0
7936,0.804000,4869.8
8064,0.811000,4840.3
8192,0.815500,4847.0
8320,0.817000,4899.1
8448,0.821000,4910.6
8576,0.825000,4920.3
8704,0.829000,4928.4
8832,0.835500,4893.5
8960,0.838000,4922.6
9088,0.844500,4883.1
9216,0.849500,4866.4
9344,0.855000,4838.9
9472,0.858500,4843.9
9600,0.864500,4802.9
9728,0.866000,4840.0
9856,0.869000,4849.1
9984,0.872500,4847.5
10112,0.874000,4881.5
10240,0.875500,4914.9
10368,0.877500,4938.0
10496,0.882000,4911.4
10624,0.885000,4912.1
10752,0.887000,4931.3
10880,0.890000,4929.2
11008,0.893000,4925.4
11136,0.897500,4888.7
11264,0.899500,4902.5
11392,0.903500,4872.1
11520,0.906000,4872.1
11648,0.906500,4915.2
11776,0.908000,4935.5
11904,0.909000,4966.4
12032,0.913000,4927.4
12160,0.914500,4944.6
12288,0.916500,4949.0
12416,0.918000,4964.3
12544,0.920000,4966.5
12672,0.922500,4954.9
12800,0.923000,4992.3
12928,0.923500,5029.4
13056,0.926000,5014.4
13184,0.928000,5010.9
13312,0.928500,5046.1
13440,0.931000,5026.8
13568,0.933000,5019.5
13696,0.934500,5024.8
13824,0.935000,5057.5
13952,0.936000,5075.5
14080,0.937000,5092.9
14208,0.938000,5109.7
14336,0.938500,5140.7
14464,0.938500,5186.6
14592,0.941500,5140.3
14720,0.942000,5169.8
14848,0.944000,5151.3
14976,0.945000,5163.4
15104,0.946000,5174.8
15232,0.947000,5185.4
15360,0.949500,5144.4
15488,0.950500,5152.7
15616,0.951500,5160.3
15744,0.952000,5184.8
15872,0.955000,5118.2
16000,0.955000,5159.5
16128,0.956000,5163.3
16256,0.958000,5127.9
