alpha,T,N,t_escape,t_centroid,mu_escape,phi_1mu,Dv_retrieval,Dv_prebarrier,Dv_postbarrier,Dv_centroid
0.24,0.80,41,6316,6700,18424,0.5156,3.3378e-05,NaN,3.2019e-03,3.7787e-03
0.24,0.80,41,5552,7356,5446,0.5664,3.9601e-05,NaN,1.6996e-03,3.8271e-03
0.24,0.80,41,2360,-1,15552,0.5225,4.3056e-05,NaN,4.4791e-04,NaN
0.24,0.80,41,2652,5044,12730,0.5166,6.4217e-05,NaN,5.2866e-04,1.4082e-03
0.24,0.80,41,3076,4676,11930,0.5234,3.9476e-05,NaN,5.0951e-03,1.2838e-03
0.24,0.80,41,4348,6396,10591,0.6104,6.1109e-05,NaN,7.8597e-04,6.1114e-03
0.24,0.80,41,1656,1860,2640,0.6392,9.6085e-05,NaN,1.4064e-02,6.8539e-03
0.24,0.80,41,3220,-1,15073,0.5645,6.6346e-05,NaN,1.5968e-04,NaN
0.24,0.80,41,5976,6180,2368,0.5752,3.7217e-05,NaN,4.3719e-02,2.4981e-03
0.24,0.80,41,1548,-1,5361,0.5386,8.6555e-05,NaN,4.5802e-04,NaN
0.24,0.80,41,144,564,5156,0.6226,1.0824e-03,NaN,1.3439e-02,2.0289e-03
0.24,0.80,41,3200,3428,8032,0.6631,7.4267e-05,NaN,7.5919e-03,6.3951e-03
0.24,0.80,41,1468,1672,15608,0.6636,1.5695e-04,NaN,1.3565e-02,6.3481e-03
0.24,0.80,41,1372,9204,1177,0.4866,9.8252e-05,NaN,1.5950e-04,3.8955e-03
0.24,0.80,41,3696,4140,17680,0.5166,3.7861e-04,NaN,2.7498e-03,1.9134e-04
0.24,0.80,41,2972,3176,6380,0.5752,4.1803e-05,NaN,1.4117e-02,5.5474e-03
0.24,0.80,41,576,780,4816,0.5576,2.6712e-04,NaN,3.4265e-02,1.2628e-03
0.24,0.80,41,172,1628,10047,0.6387,9.9310e-04,NaN,1.0923e-03,1.7908e-03
0.24,0.80,41,6660,-1,12492,0.4470,3.1204e-05,NaN,2.3483e-04,NaN
0.24,0.80,41,224,2424,7538,0.4980,2.2251e-04,NaN,6.8699e-04,1.4410e-04
0.24,0.80,41,1412,5896,15408,0.6279,1.6088e-04,NaN,3.7655e-04,3.6518e-03
0.24,0.80,41,952,1156,17713,0.6396,2.5957e-04,NaN,1.8007e-02,6.4984e-03
0.24,0.80,41,84,1016,11496,0.6226,2.3197e-03,NaN,4.2610e-03,3.3518e-04
0.24,0.80,41,4904,8152,18087,0.5566,4.3752e-05,NaN,4.2695e-04,6.1720e-04
0.24,0.80,41,2028,3528,10878,0.5200,8.1848e-05,NaN,8.4195e-04,1.8041e-03
0.24,0.80,41,3172,7440,18465,0.4910,6.1483e-05,NaN,2.9471e-04,4.0555e-04
0.24,0.80,41,3020,7908,10263,0.5571,7.2962e-05,NaN,2.9550e-04,2.6446e-03
0.24,0.80,41,4484,5752,11012,0.5410,5.1018e-05,NaN,1.0764e-03,1.6899e-03
0.24,0.80,41,3992,4592,17499,0.5288,6.1577e-05,NaN,2.3831e-03,7.8303e-04
0.24,0.80,41,2272,4184,10505,0.5869,1.1287e-04,NaN,8.5793e-04,1.6577e-03
0.24,0.80,41,1424,1628,6104,0.6240,1.2170e-04,NaN,4.3504e-02,4.2528e-03
0.24,0.80,41,3156,3360,19407,0.5967,6.7935e-05,NaN,2.4109e-02,1.6911e-03
0.24,0.80,41,956,1160,8526,0.5820,2.1267e-04,NaN,3.6956e-02,2.9737e-03
0.24,0.80,41,5584,-1,15387,0.5581,4.3585e-05,NaN,2.4192e-04,NaN
0.24,0.80,41,1068,2472,16957,0.5820,1.8291e-04,NaN,2.9339e-03,6.7002e-04
0.24,0.80,41,6928,7132,11755,0.5747,3.2531e-05,NaN,1.5261e-02,9.7387e-03
0.24,0.80,41,1304,7812,9727,0.4382,8.2519e-05,NaN,1.7000e-04,3.5559e-03
0.24,0.80,41,856,2320,9942,0.6138,1.9120e-04,NaN,1.0296e-03,1.1506e-03
0.24,0.80,41,5220,8720,9863,0.5298,4.3384e-05,NaN,3.7318e-04,1.9281e-03
0.24,0.80,41,1052,1256,13740,0.5996,1.2697e-04,NaN,7.1834e-03,1.6944e-03
0.24,0.80,41,1084,1876,895,0.6040,1.0570e-04,NaN,2.3463e-03,8.2414e-04
0.24,0.80,41,1200,1404,10865,0.6558,1.7598e-04,NaN,1.9730e-02,3.8287e-03
0.24,0.80,41,2616,6000,11896,0.4695,5.1349e-05,NaN,3.3895e-04,2.8032e-03
0.24,0.80,41,2368,-1,18687,0.5112,8.0668e-05,NaN,1.2890e-04,NaN
0.24,0.80,41,3704,4560,13038,0.5425,4.6487e-05,NaN,1.5155e-03,3.6052e-03
0.24,0.80,41,1984,5396,14417,0.5879,6.9818e-05,NaN,9.0108e-04,9.0047e-05
0.24,0.80,41,1820,5260,15636,0.4866,5.5980e-05,NaN,9.7388e-04,2.1457e-04
0.24,0.80,41,6240,6444,892,0.5244,3.1058e-05,NaN,4.9068e-03,5.5439e-04
0.24,0.80,41,2616,2948,13244,0.5303,6.4539e-05,NaN,3.7980e-03,1.3556e-03
0.24,0.80,41,852,9452,3378,0.5337,2.3618e-04,NaN,1.6804e-04,6.6295e-04
0.24,0.80,41,148,3116,18761,0.5801,8.9342e-04,NaN,4.6499e-04,1.8219e-03
0.24,0.80,41,700,1620,16068,0.5225,2.1119e-04,NaN,1.3892e-03,2.1571e-04
0.24,0.80,41,852,1752,13787,0.5825,2.2946e-04,NaN,1.0843e-03,4.5404e-03
0.24,0.80,41,880,5184,17627,0.4600,1.1934e-04,NaN,4.0337e-04,3.3633e-04
0.24,0.80,41,148,1544,4085,0.5742,1.1272e-03,NaN,6.6740e-04,1.1190e-03
0.24,0.80,41,3040,3556,17965,0.5508,6.6779e-05,NaN,2.6950e-03,4.4860e-04
0.24,0.80,41,1064,1268,2267,0.4980,9.2009e-05,NaN,1.6000e-02,2.1602e-03
0.24,0.80,41,680,888,5491,0.6577,3.2904e-04,NaN,3.2185e-02,5.4523e-03
0.24,0.80,41,3244,3964,2381,0.6255,6.8722e-05,NaN,1.4837e-03,4.2858e-03
0.24,0.80,41,60,832,1946,0.6128,3.7553e-03,NaN,4.7570e-03,2.6216e-03
0.24,0.80,41,1072,4124,2632,0.5068,1.3429e-04,NaN,4.2362e-04,5.2948e-04
0.24,0.80,41,3592,3796,19142,0.5371,5.1602e-05,NaN,2.7697e-02,2.0256e-03
0.24,0.80,41,9568,9772,4776,0.5088,2.2808e-05,NaN,4.1591e-03,1.9411e-02
0.24,0.80,41,4444,-1,12547,0.3906,3.7210e-05,NaN,1.3646e-04,NaN
0.24,0.80,41,648,852,8542,0.6318,2.5453e-04,NaN,2.2979e-02,3.4679e-03
0.24,0.80,41,144,352,19722,0.5732,7.3728e-04,NaN,5.1952e-02,4.8297e-03
0.24,0.80,41,3064,8264,16487,0.5288,4.1482e-05,NaN,1.0988e-03,2.5051e-04
0.24,0.80,41,276,496,12971,0.6592,9.8143e-04,NaN,8.4885e-03,5.8049e-03
0.24,0.80,41,6572,7828,15268,0.4858,3.0572e-05,NaN,6.3444e-04,2.0802e-03
0.24,0.80,41,1448,6932,968,0.3867,7.1019e-05,NaN,1.8269e-04,1.4998e-03
0.24,0.80,41,244,448,913,0.6357,9.4982e-04,NaN,6.5888e-03,3.3453e-03
0.24,0.80,41,2240,2444,7488,0.6050,6.9380e-04,NaN,3.5686e-02,1.8016e-04
0.24,0.80,41,1436,1776,4463,0.5137,1.0931e-04,NaN,3.6626e-03,1.3475e-03
0.24,0.80,41,2900,3104,7765,0.5898,5.8351e-05,NaN,3.9788e-02,1.1643e-03
0.24,0.80,41,620,2188,13532,0.6084,3.1007e-04,NaN,1.5542e-03,5.6163e-03
0.24,0.80,41,912,4616,15017,0.5781,2.0308e-04,NaN,4.1438e-04,1.0568e-03
0.24,0.80,41,5324,-1,19084,0.4734,3.0415e-05,NaN,1.6793e-04,NaN
0.24,0.80,41,2640,-1,13584,0.5229,6.3352e-05,NaN,1.2585e-04,NaN
0.24,0.80,41,4196,4400,18419,0.6387,3.8677e-05,NaN,4.4667e-02,1.2794e-03
0.24,0.80,41,1168,5680,81,0.5234,1.3068e-04,NaN,2.9761e-04,6.1940e-04
0.24,0.80,41,824,-1,8600,0.4668,9.0145e-05,NaN,8.2584e-05,NaN
0.24,0.80,41,440,9272,14030,0.4966,2.0385e-04,NaN,1.3862e-04,5.0084e-04
0.24,0.80,41,1404,2752,4061,0.5547,1.4279e-04,NaN,3.3630e-03,3.7092e-04
0.24,0.80,41,1404,3560,10342,0.5327,1.0926e-04,NaN,9.4394e-04,6.1914e-05
0.24,0.80,41,956,1160,8257,0.6108,1.5042e-04,NaN,4.7560e-02,3.6751e-03
0.24,0.80,41,4692,4896,11160,0.6084,5.1374e-05,NaN,4.6548e-02,2.0555e-03
0.24,0.80,41,5992,6500,4626,0.5322,3.8023e-05,NaN,2.5968e-03,9.9816e-04
0.24,0.80,41,908,4160,3685,0.4932,1.0479e-04,NaN,3.5426e-04,6.1659e-05
0.24,0.80,41,9248,-1,6667,0.4360,2.4016e-05,NaN,9.6322e-04,NaN
0.24,0.80,41,2132,5744,13431,0.6104,9.2201e-05,NaN,4.2281e-04,4.7379e-03
0.24,0.80,41,3820,4560,292,0.6426,9.9234e-03,NaN,6.4584e-03,3.3485e-03
0.24,0.80,41,828,2200,3159,0.6250,1.5112e-04,NaN,1.0799e-03,1.4287e-03
0.24,0.80,41,2816,3020,8654,0.6660,6.6094e-04,NaN,1.8529e-02,1.7314e-03
0.24,0.80,41,7604,8096,9905,0.5034,3.6703e-05,NaN,2.7095e-03,2.0282e-04
0.24,0.80,41,1588,5820,8011,0.5317,1.1069e-04,NaN,3.2244e-04,9.1479e-05
0.24,0.80,41,1388,2840,15463,0.6602,1.7167e-04,NaN,2.1816e-03,6.6609e-03
0.24,0.80,41,172,820,2680,0.5605,5.7321e-04,NaN,1.3614e-03,4.7703e-05
0.24,0.80,41,3492,4552,18870,0.5649,5.5818e-05,NaN,2.0022e-03,7.9652e-04
0.24,0.80,41,1540,9200,9871,0.5303,8.8462e-05,NaN,1.6921e-04,9.6592e-03
0.24,0.80,41,676,880,18346,0.5786,1.6995e-04,NaN,1.3058e-02,2.0064e-03
0.24,0.80,41,8548,-1,15544,0.5640,2.9510e-05,NaN,6.5441e-04,NaN
0.24,0.80,41,3072,6000,10317,0.4646,4.6537e-05,NaN,6.1505e-04,8.8077e-05
0.24,0.80,41,308,1304,15794,0.5620,6.4686e-04,NaN,1.5221e-03,1.2225e-03
0.24,0.80,41,516,3644,7653,0.5122,2.9185e-04,NaN,4.1549e-04,6.0966e-05
0.24,0.80,41,192,4944,957,0.5684,8.9195e-04,NaN,3.1647e-04,8.5049e-05
0.24,0.80,41,3908,-1,13815,0.5425,5.0017e-05,NaN,1.6432e-04,NaN
0.24,0.80,41,1328,3736,12653,0.5825,1.1431e-04,NaN,5.9250e-04,9.7034e-04
0.24,0.80,41,764,2700,18726,0.5674,1.8578e-04,NaN,1.1743e-03,4.0864e-04
0.24,0.80,41,276,480,14696,0.6401,6.1964e-04,NaN,1.2241e-03,3.1635e-03
0.24,0.80,41,508,1392,13497,0.4448,3.0305e-04,NaN,1.4010e-03,9.1256e-04
0.24,0.80,41,3076,3728,16598,0.5698,5.7343e-05,NaN,2.1061e-03,1.5912e-03
0.24,0.80,41,5464,8052,3340,0.5620,3.7829e-05,NaN,4.9922e-04,5.9186e-04
0.24,0.80,41,2448,3724,13441,0.5776,8.3726e-05,NaN,1.1905e-03,4.5802e-04
0.24,0.80,41,396,2432,7675,0.4849,3.2601e-04,NaN,6.0718e-04,1.6540e-03
0.24,0.80,41,3968,5720,8458,0.4971,4.6697e-05,NaN,6.8009e-04,7.4281e-04
0.24,0.80,41,1644,8612,19275,0.4539,7.0287e-05,NaN,1.5652e-04,7.5251e-04
0.24,0.80,41,4392,4620,7272,0.5024,4.5216e-05,NaN,5.2749e-03,2.1920e-03
0.24,0.80,41,1244,2448,17046,0.5840,1.5985e-04,NaN,1.2279e-03,1.6896e-03
0.24,0.80,41,912,2284,16145,0.4919,1.5278e-04,NaN,9.2678e-04,1.7018e-03
0.24,0.80,41,2644,-1,832,0.4387,3.5606e-05,NaN,9.2854e-04,NaN
0.24,0.80,41,496,704,11496,0.7017,4.7817e-04,NaN,3.5204e-02,1.1692e-02
0.24,0.80,41,2876,6572,13223,0.4458,5.7555e-05,NaN,3.0973e-04,9.4603e-05
0.24,0.80,41,1456,-1,17981,0.5054,9.3976e-05,NaN,1.0563e-04,NaN
0.24,0.80,41,844,1048,7568,0.6401,1.7013e-04,NaN,2.6155e-02,4.6116e-03
0.24,0.80,41,2900,3104,9535,0.6055,7.4003e-05,NaN,2.0156e-02,9.6566e-04
0.24,0.80,41,1220,3240,3892,0.5420,1.1424e-04,NaN,6.4330e-04,1.2057e-03
0.24,0.80,41,2164,5076,1525,0.5220,6.2549e-05,NaN,2.9783e-04,3.8297e-04
0.24,0.80,41,1640,2980,18517,0.5557,8.2496e-05,NaN,2.8563e-03,1.4170e-03
0.24,0.80,41,2748,7800,10578,0.5464,7.0579e-05,NaN,2.8340e-04,1.6024e-03
0.24,0.80,41,6384,-1,6157,0.5356,2.8729e-05,NaN,5.0658e-04,NaN
0.24,0.80,41,2872,6484,18812,0.5762,9.0935e-05,NaN,4.5145e-04,1.2282e-04
0.24,0.80,41,176,880,264,0.5176,6.7004e-04,NaN,4.2216e-03,8.7870e-04
0.24,0.80,41,408,1664,1917,0.4587,2.6377e-04,NaN,2.1454e-03,1.8792e-03
0.24,0.80,41,1680,-1,3571,0.5552,8.5827e-05,NaN,5.8385e-04,NaN
0.24,0.80,41,8268,-1,9309,0.5649,3.0588e-05,NaN,5.8111e-04,NaN
0.24,0.80,41,1872,2076,11400,0.6274,9.8527e-05,NaN,3.1187e-02,1.7728e-03
0.24,0.80,41,496,700,5894,0.5493,1.7754e-04,NaN,1.6768e-02,2.8818e-03
0.24,0.80,41,3204,4288,14851,0.5532,4.7986e-05,NaN,8.1603e-04,6.8914e-05
0.24,0.80,41,1984,2240,14204,0.5757,9.7729e-05,NaN,7.2122e-03,8.4783e-04
0.24,0.80,41,652,1336,8960,0.4939,1.5183e-04,NaN,1.7423e-03,1.1053e-03
0.24,0.80,41,8684,8888,6700,0.5547,2.7593e-05,NaN,3.1748e-02,3.9397e-04
0.24,0.80,41,1656,1860,1660,0.6074,1.4788e-04,NaN,1.4840e-02,1.0331e-03
0.24,0.80,41,2064,2268,5819,0.5806,7.7566e-05,NaN,2.7608e-02,5.3397e-04
0.24,0.80,41,1500,2264,4122,0.5615,1.2396e-04,NaN,1.8564e-03,3.7035e-03
0.24,0.80,41,5732,9532,12406,0.5840,3.7317e-05,NaN,7.8700e-04,8.7236e-04
0.24,0.80,41,1632,1988,7300,0.5371,1.1585e-04,NaN,3.9242e-03,1.3599e-03
0.24,0.80,41,968,-1,9556,0.5488,2.0433e-04,NaN,1.1890e-04,NaN
0.24,0.80,41,4824,7296,16399,0.5356,4.2887e-05,NaN,5.1725e-04,1.9968e-03
0.24,0.80,41,7136,-1,10502,0.5225,4.0121e-05,NaN,3.4139e-04,NaN
0.24,0.80,41,516,720,10064,0.6299,3.3673e-04,NaN,1.2566e-02,5.6983e-03
0.24,0.80,41,3592,6600,18249,0.6016,5.3242e-05,NaN,7.4281e-04,2.3372e-03
0.24,0.80,41,8844,9312,16693,0.5068,3.1224e-05,NaN,2.8228e-03,5.3369e-04
0.24,0.80,41,4312,-1,16922,0.6016,4.2595e-05,NaN,2.5356e-04,NaN
0.24,0.80,41,5308,5516,18398,0.5625,3.8550e-05,NaN,4.6573e-02,1.0495e-03
0.24,0.80,41,6112,-1,10017,0.5469,3.1632e-05,NaN,2.2977e-04,NaN
0.24,0.80,41,1920,7740,10483,0.6089,1.1653e-04,NaN,2.9823e-04,2.4164e-03
0.24,0.80,41,612,-1,18690,0.5352,2.0472e-04,NaN,1.0182e-04,NaN
0.24,0.80,41,3196,3808,17078,0.5874,5.4052e-05,NaN,1.5235e-03,1.8112e-03
0.24,0.80,41,7252,-1,14107,0.5049,3.1150e-05,NaN,3.2140e-04,NaN
0.24,0.80,41,3380,3956,10074,0.5674,5.0650e-05,NaN,8.9178e-03,1.0413e-03
0.24,0.80,41,3516,5764,6564,0.5566,5.3938e-05,NaN,4.0766e-04,2.6906e-04
0.24,0.80,41,2408,4356,8863,0.4502,6.4768e-05,NaN,5.8892e-04,9.6934e-04
0.24,0.80,41,6828,7040,15384,0.5732,3.2902e-05,NaN,4.2945e-02,1.0775e-03
0.24,0.80,41,1640,2440,9760,0.5010,7.2961e-05,NaN,2.3549e-03,2.3148e-04
0.24,0.80,41,2464,9236,2040,0.4709,7.3259e-05,NaN,1.8623e-04,1.2062e-02
0.24,0.80,41,308,-1,16505,0.4978,4.2884e-04,NaN,9.5632e-05,NaN
0.24,0.80,41,1628,-1,8346,0.5352,1.0512e-04,NaN,1.2488e-04,NaN
0.24,0.80,41,736,940,4455,0.6865,1.7631e-04,NaN,1.8957e-02,1.1672e-02
0.24,0.80,41,88,7312,4722,0.5098,1.6673e-03,NaN,1.7773e-04,1.3394e-04
0.24,0.80,41,1416,2212,17045,0.5293,9.6574e-05,NaN,1.6531e-03,8.3729e-04
0.24,0.80,41,868,1072,6496,0.5996,2.1317e-04,NaN,3.0075e-02,3.9929e-03
0.24,0.80,41,1304,2112,11945,0.5991,1.1972e-04,NaN,1.6274e-03,1.1937e-03
0.24,0.80,41,6628,7404,777,0.5312,4.1891e-05,NaN,1.7771e-03,4.1786e-04
0.24,0.80,41,1564,4316,19753,0.5229,7.9599e-05,NaN,3.0822e-04,6.7772e-04
0.24,0.80,41,8564,-1,7486,0.4456,2.5603e-05,NaN,5.3787e-04,NaN
0.24,0.80,41,76,2276,7788,0.5498,2.8208e-03,NaN,1.0148e-03,8.3355e-04
0.24,0.80,41,2436,5152,10009,0.4753,7.0931e-05,NaN,4.5825e-04,6.3819e-04
0.24,0.80,41,8600,9556,4209,0.4778,2.5650e-05,NaN,1.1630e-03,3.9188e-03
0.24,0.80,41,9072,-1,10140,0.5342,2.8065e-05,NaN,9.6411e-04,NaN
0.24,0.80,41,108,2788,13281,0.4824,9.4943e-04,NaN,4.2708e-04,6.1225e-04
0.24,0.80,41,7932,-1,7767,0.5181,2.8591e-05,NaN,4.2688e-04,NaN
0.24,0.80,41,1796,4944,4108,0.4985,8.7229e-05,NaN,3.8406e-04,1.0091e-03
0.24,0.80,41,9036,-1,4586,0.4944,3.1166e-05,NaN,9.4199e-04,NaN
0.24,0.80,41,3088,9128,5981,0.4829,5.4062e-05,NaN,2.0319e-04,3.7447e-04
0.24,0.80,41,4932,5136,1011,0.5459,4.0031e-05,NaN,2.0165e-02,5.7012e-04
0.24,0.80,41,3684,4648,1154,0.5337,3.3817e-05,NaN,3.2798e-03,1.0744e-03
0.24,0.80,41,1668,-1,9212,0.5146,1.0468e-04,NaN,6.6222e-05,NaN
0.24,0.80,41,184,6208,4541,0.5791,9.1220e-04,NaN,2.4657e-04,6.4259e-03
0.24,0.80,41,4160,4648,9739,0.5869,5.1894e-05,NaN,7.2697e-03,9.7752e-04
0.24,0.80,41,3424,4452,19550,0.5669,5.5862e-05,NaN,1.3267e-03,2.2511e-03
0.24,0.80,41,9092,-1,14828,0.5083,2.2198e-05,NaN,1.1364e-03,NaN
0.24,0.80,41,9480,-1,15172,0.4810,2.0358e-05,NaN,8.7791e-03,NaN
0.24,0.80,41,3688,5904,14493,0.5156,4.9873e-05,NaN,1.5368e-03,2.7777e-04
0.24,0.80,41,884,1764,8748,0.6191,2.2724e-04,NaN,2.7241e-03,4.0131e-03
0.24,0.80,41,264,3028,9880,0.5181,4.7414e-04,NaN,1.6886e-03,1.6905e-04
0.24,0.80,41,1408,3796,11110,0.5625,1.4388e-04,NaN,3.2904e-03,1.2469e-03
0.24,0.80,41,3052,3676,16619,0.5273,5.1396e-05,NaN,1.3516e-03,1.7479e-04
0.24,0.80,41,3864,4672,3074,0.5366,5.1403e-05,NaN,1.6366e-03,1.4561e-03
0.24,0.80,41,3456,3664,12038,0.5732,3.7583e-05,NaN,2.4641e-02,1.2551e-03
0.24,0.80,41,7888,8092,17583,0.5396,3.2452e-05,NaN,2.8805e-02,4.8168e-03
0.24,0.80,41,2536,2740,18336,0.5352,5.0930e-05,NaN,1.5795e-02,1.4414e-03
0.24,0.80,41,3628,-1,5838,0.4878,4.2363e-05,NaN,1.2758e-04,NaN
0.24,0.80,41,3192,6840,1023,0.5430,4.9276e-05,NaN,7.7899e-04,4.3481e-03
0.24,0.80,41,2652,2856,5885,0.4978,6.7604e-05,NaN,9.7710e-03,2.4664e-04
0.24,0.80,41,5476,5680,12188,0.5371,2.9037e-05,NaN,2.9277e-02,3.3501e-03
0.24,0.80,41,3316,-1,19482,0.5283,5.0379e-05,NaN,2.5117e-04,NaN
0.24,0.80,41,1168,3424,2770,0.5962,1.7592e-04,NaN,4.4516e-04,1.8948e-03
0.24,0.80,41,1656,2296,18613,0.4585,7.7460e-05,NaN,1.7531e-03,2.1521e-03
0.24,0.80,41,188,2840,19488,0.5215,5.1870e-04,NaN,4.5650e-04,2.2041e-03
0.24,0.80,41,3640,-1,19790,0.5752,4.9053e-05,NaN,8.8784e-05,NaN
0.24,0.80,41,3120,4472,9205,0.5825,6.1514e-05,NaN,3.8664e-03,1.8440e-03
0.24,0.80,41,1292,1744,19708,0.5850,1.4844e-04,NaN,2.2217e-03,2.2495e-03
0.24,0.80,41,860,1476,10118,0.4558,1.2054e-04,NaN,1.2706e-03,6.5616e-04
0.24,0.80,41,4332,4540,6373,0.6206,4.8507e-05,NaN,1.6393e-02,7.1673e-03
0.24,0.80,41,6836,-1,5959,0.4111,2.9561e-05,NaN,2.4349e-04,NaN
0.24,0.80,41,5200,-1,11521,0.4856,2.7571e-05,NaN,1.5578e-04,NaN
0.24,0.80,41,380,584,3870,0.5718,2.4772e-04,NaN,3.1666e-02,1.2054e-03
0.24,0.80,41,384,1324,7544,0.4966,3.4457e-04,NaN,1.3091e-03,4.7238e-05
0.24,0.80,41,8860,9088,4815,0.5557,3.3615e-05,NaN,1.2997e-02,1.2930e-03
0.24,0.80,41,3508,3712,13377,0.4836,4.6439e-05,NaN,1.9175e-02,8.5994e-04
0.24,0.80,41,7736,9560,4873,0.5801,3.7765e-05,NaN,5.2675e-04,9.0927e-04
0.24,0.80,41,2644,2848,18834,0.5776,8.1586e-05,NaN,1.5841e-02,4.5360e-03
0.24,0.80,41,4192,4640,16511,0.5210,4.7598e-05,NaN,2.9114e-03,3.9716e-03
0.24,0.80,41,436,2416,18352,0.5195,3.5123e-04,NaN,6.5510e-04,1.9252e-03
0.24,0.80,41,5020,8868,18324,0.5825,5.0696e-05,NaN,4.1685e-04,3.9754e-04
0.24,0.80,41,4132,8468,9055,0.4910,3.3400e-05,NaN,1.1655e-03,2.2688e-04
0.24,0.80,41,6312,-1,19868,0.5127,3.6381e-05,NaN,2.5209e-04,NaN
0.24,0.80,41,252,456,19775,0.6709,6.5620e-04,NaN,1.6460e-02,7.2632e-03
0.24,0.80,41,768,2052,16581,0.5068,1.7791e-04,NaN,9.5932e-04,5.7914e-04
0.24,0.80,41,3908,-1,12591,0.5703,4.1289e-05,NaN,8.4660e-05,NaN
0.24,0.80,41,4248,5740,17412,0.5576,6.0639e-05,NaN,9.7000e-04,4.4718e-04
0.24,0.80,41,5168,7472,6573,0.5088,3.0004e-05,NaN,5.2031e-04,1.5592e-03
0.24,0.80,41,1956,8788,4125,0.5459,8.7013e-05,NaN,3.0640e-04,3.1067e-04
0.24,0.80,41,7896,-1,17219,0.4924,2.8349e-05,NaN,3.4562e-03,NaN
0.24,0.80,41,7088,-1,13786,0.3901,2.4202e-05,NaN,2.1974e-04,NaN
0.24,0.80,41,9652,-1,16448,0.5020,2.3440e-05,NaN,2.3151e-03,NaN
0.24,0.80,41,1336,-1,13424,0.4248,9.4431e-05,NaN,9.3667e-05,NaN
0.24,0.80,41,2152,2360,7541,0.6060,8.7287e-05,NaN,2.5266e-02,1.3533e-03
0.24,0.80,41,2552,3504,19379,0.6035,7.5243e-05,NaN,6.9325e-03,3.1687e-04
0.24,0.80,41,1712,1916,17919,0.6660,2.5210e-03,NaN,2.8430e-02,4.0647e-03
0.24,0.80,41,852,1056,15703,0.6489,2.5270e-04,NaN,3.5882e-02,4.1675e-03
0.24,0.80,41,2388,3892,4111,0.4639,6.6799e-05,NaN,1.2418e-03,1.0826e-03
0.24,0.80,41,8492,9824,13814,0.5269,2.6854e-05,NaN,9.4607e-04,6.1909e-03
0.24,0.80,41,2456,5724,9680,0.6157,9.7686e-05,NaN,9.8446e-04,1.5160e-03
0.24,0.80,41,944,3456,12971,0.6294,2.0243e-04,NaN,6.5444e-04,5.2256e-03
0.24,0.80,41,4600,6164,15806,0.5166,3.9340e-05,NaN,5.3299e-04,2.9783e-04
0.24,0.80,41,1200,6180,5727,0.6226,1.1445e-04,NaN,5.8521e-04,2.1918e-03
0.24,0.80,41,372,576,13201,0.6143,3.2668e-04,NaN,4.5773e-03,1.3437e-03
0.24,0.80,41,8424,-1,12618,0.5513,3.0041e-05,NaN,2.8598e-03,NaN
0.24,0.80,41,5216,-1,788,0.4932,4.1185e-05,NaN,1.9724e-04,NaN
0.24,0.80,41,44,248,12298,0.6982,7.2289e-03,NaN,2.3378e-02,7.8533e-03
0.24,0.80,41,1832,2960,10655,0.5117,8.1403e-05,NaN,1.1077e-03,4.5321e-04
0.24,0.80,41,2164,2368,18400,0.5059,7.4082e-05,NaN,1.1859e-02,7.6649e-04
0.24,0.80,41,5116,6380,3538,0.5386,4.0080e-05,NaN,2.1689e-03,1.0460e-04
0.24,0.80,41,1804,5100,15156,0.5371,6.2918e-05,NaN,6.9980e-04,2.8906e-03
0.24,0.80,41,4252,-1,13669,0.3892,3.4835e-05,NaN,1.2511e-04,NaN
0.24,0.80,41,6928,9204,11028,0.4067,2.6673e-05,NaN,4.3955e-04,3.8204e-04
0.24,0.80,41,8204,-1,19067,0.5059,3.3366e-05,NaN,1.3524e-03,NaN
0.24,0.80,41,784,-1,12294,0.5186,1.6525e-04,NaN,9.5239e-05,NaN
0.24,0.80,41,2100,-1,13133,0.5107,8.9988e-05,NaN,1.2366e-04,NaN
0.24,0.80,41,2576,-1,15967,0.5747,7.5857e-05,NaN,2.4625e-04,NaN
0.24,0.80,41,8224,-1,3453,0.4604,2.4185e-05,NaN,4.1117e-04,NaN
0.24,0.80,41,788,2352,13590,0.5371,2.0252e-04,NaN,8.5343e-04,1.9677e-03
0.24,0.80,41,3652,4240,8381,0.4319,3.6179e-05,NaN,4.9208e-03,1.0375e-03
0.24,0.80,41,4628,9400,16105,0.4199,3.4198e-05,NaN,4.9117e-04,5.1057e-04
0.24,0.80,41,2708,2912,14679,0.5581,3.9027e-05,NaN,1.2839e-02,9.1759e-04
0.24,0.80,41,6548,-1,11192,0.4368,2.4332e-05,NaN,1.9358e-04,NaN
0.24,0.80,41,1372,1576,2724,0.5356,1.2472e-04,NaN,1.6138e-02,1.4678e-03
0.24,0.80,41,8000,8204,9706,0.6909,1.1278e-02,NaN,4.0556e-02,1.1726e-02
0.24,0.80,41,1664,6168,4276,0.5542,8.5941e-05,NaN,4.9611e-04,3.0288e-04
0.24,0.80,41,5556,-1,2866,0.5063,3.3101e-05,NaN,1.8759e-04,NaN
0.24,0.80,41,696,900,9902,0.5933,2.0907e-04,NaN,1.8550e-02,5.3014e-04
0.24,0.80,41,176,380,7174,0.6704,1.1497e-03,NaN,2.6295e-02,2.6918e-03
0.24,0.80,41,1112,1316,5494,0.4824,1.0317e-04,NaN,1.9773e-02,7.6279e-04
