alpha,T,N,t_escape,t_centroid,mu_escape,phi_1mu,Dv_retrieval,Dv_prebarrier,Dv_postbarrier,Dv_centroid
0.26,0.40,38,3936,24624,17978,0.5381,4.6182e-05,NaN,7.0494e-05,4.4867e-05
0.26,0.40,38,4832,5648,10589,0.5718,3.7829e-05,NaN,2.0029e-04,9.9028e-05
0.26,0.40,38,624,1744,4138,0.6099,2.8343e-04,NaN,9.1264e-04,7.3198e-05
0.26,0.40,38,10192,12160,13728,0.5967,2.5631e-05,NaN,1.3780e-04,7.9996e-05
0.26,0.40,38,17232,18048,2610,0.5762,1.9870e-05,NaN,2.4417e-04,1.0802e-04
0.26,0.40,38,6528,7344,9407,0.6187,4.6751e-05,NaN,2.2337e-03,7.7385e-05
0.26,0.40,38,3200,4016,16565,0.5645,7.3773e-05,NaN,3.1114e-04,6.3764e-05
0.26,0.40,38,6352,13344,17229,0.5991,4.2513e-05,NaN,2.2897e-04,1.0726e-04
0.26,0.40,38,19344,20160,2399,0.5464,1.6758e-05,NaN,1.8272e-04,1.2921e-04
0.26,0.40,38,3488,4304,15798,0.5327,4.2165e-05,NaN,1.1514e-03,5.7303e-05
0.26,0.40,38,2064,7568,2776,0.5898,1.4283e-04,NaN,3.1197e-04,1.6004e-04
0.26,0.40,38,11072,20000,10177,0.5908,2.5389e-05,NaN,1.2304e-04,1.4045e-04
0.26,0.40,38,11136,11952,4567,0.5820,2.7746e-05,NaN,2.7397e-04,7.1539e-05
0.26,0.40,38,20912,40640,12592,0.4893,1.6053e-05,NaN,6.5092e-05,5.5282e-05
0.26,0.40,38,6848,7664,6912,0.6108,3.5492e-05,NaN,1.4212e-03,5.9286e-05
0.26,0.40,38,1504,2320,7063,0.5396,8.7290e-05,NaN,1.6969e-03,5.6336e-05
0.26,0.40,38,2864,6272,12472,0.5913,3.5594e-04,NaN,3.0486e-04,6.9257e-05
0.26,0.40,38,4176,18752,2492,0.6016,5.2933e-05,NaN,1.7092e-04,5.2721e-05
0.26,0.40,38,1776,2592,8972,0.5728,8.7311e-05,NaN,1.3137e-03,1.0165e-04
0.26,0.40,38,8224,9040,175,0.5679,2.8887e-05,NaN,2.4003e-04,1.0555e-04
0.26,0.40,38,14528,18704,19196,0.6157,3.7597e-04,NaN,2.6565e-04,1.5632e-04
0.26,0.40,38,1904,2720,10698,0.5776,1.0958e-04,NaN,3.2780e-04,1.2061e-04
0.26,0.40,38,5280,7536,1965,0.4573,2.4532e-05,NaN,3.6161e-04,7.6993e-05
0.26,0.40,38,432,1248,2772,0.5791,4.1001e-04,NaN,1.2565e-03,7.2783e-05
0.26,0.40,38,2800,3616,4533,0.6431,7.6306e-05,NaN,3.0981e-04,1.8458e-04
0.26,0.40,38,608,5056,19152,0.6182,3.7167e-04,NaN,2.4753e-04,1.3163e-04
0.26,0.40,38,16,832,6291,0.5913,NaN,NaN,3.2757e-04,1.4691e-04
0.26,0.40,38,2832,3648,12286,0.5190,1.8061e-04,NaN,1.1107e-03,5.6626e-05
0.26,0.40,38,2336,3152,1416,0.5508,9.8014e-05,NaN,2.7819e-04,5.1323e-05
0.26,0.40,38,22720,23536,6095,0.5552,1.5155e-05,NaN,1.9860e-04,6.3563e-05
0.26,0.40,38,2656,3472,10881,0.5767,8.1673e-05,NaN,2.8430e-04,1.4823e-04
0.26,0.40,38,10736,11552,18377,0.5747,2.7151e-05,NaN,2.8681e-04,7.8796e-05
0.26,0.40,38,4560,5376,8038,0.5659,5.7568e-04,NaN,1.2013e-03,5.1299e-05
0.26,0.40,38,544,1360,2540,0.5889,4.6498e-04,NaN,2.1056e-03,1.9764e-04
0.26,0.40,38,624,2656,12296,0.6187,4.0028e-04,NaN,5.5126e-04,1.9315e-04
0.26,0.40,38,3248,7936,5433,0.6045,7.2514e-05,NaN,2.2381e-04,1.0611e-04
0.26,0.40,38,2576,3392,9533,0.5815,3.8617e-04,NaN,1.3499e-03,6.9945e-05
0.26,0.40,38,9216,10032,19071,0.5498,2.6561e-05,NaN,2.2966e-04,1.2472e-04
0.26,0.40,38,2928,19248,18572,0.5405,6.4352e-05,NaN,8.9294e-05,7.3181e-05
0.26,0.40,38,2144,8432,8178,0.6055,1.2622e-04,NaN,2.7898e-04,6.7404e-05
0.26,0.40,38,9616,10432,11147,0.5259,2.2228e-05,NaN,1.8854e-04,4.9664e-05
0.26,0.40,38,36016,36832,16195,0.5435,1.4604e-05,NaN,2.8085e-04,7.3377e-05
0.26,0.40,38,3520,6656,1534,0.6099,7.0303e-05,NaN,6.1019e-04,6.1866e-05
0.26,0.40,38,7232,27728,2048,0.5366,3.0450e-05,NaN,6.9434e-05,1.2405e-04
0.26,0.40,38,4880,21008,1704,0.5303,3.5595e-05,NaN,8.8209e-05,7.8834e-05
0.26,0.40,38,49664,62560,2797,0.5688,1.3823e-05,NaN,1.2903e-04,1.1105e-04
0.26,0.40,38,2112,5792,12868,0.5581,8.7710e-05,NaN,5.1960e-04,6.4291e-05
0.26,0.40,38,304,2192,13488,0.6011,7.3520e-04,NaN,9.7021e-04,6.7930e-05
0.26,0.40,38,52144,52960,4528,0.5288,1.1579e-05,NaN,1.8975e-04,4.9841e-05
0.26,0.40,38,5136,-1,3624,0.5513,4.0381e-05,NaN,5.0840e-05,NaN
0.26,0.40,38,3264,4080,13980,0.6284,8.4314e-05,NaN,3.6349e-04,1.0860e-04
0.26,0.40,38,3664,11840,5614,0.5063,3.2199e-05,NaN,4.6522e-05,4.0729e-05
0.26,0.40,38,640,8432,16630,0.5420,2.6419e-04,NaN,1.2071e-04,6.1635e-05
0.26,0.40,38,2144,2960,7688,0.6196,1.2512e-04,NaN,3.0228e-04,1.6002e-04
0.26,0.40,38,9920,44864,7046,0.4922,2.6407e-05,NaN,2.8067e-05,2.6245e-05
0.26,0.40,38,6560,7376,8724,0.6147,3.3372e-05,NaN,2.3753e-04,7.6671e-05
0.26,0.40,38,2688,3504,5975,0.5898,6.7845e-05,NaN,1.8625e-04,5.5443e-05
0.26,0.40,38,2352,-1,967,0.5898,6.4569e-05,NaN,5.8415e-05,NaN
0.26,0.40,38,3024,4048,15924,0.6211,9.5586e-05,NaN,1.8498e-03,1.2694e-04
0.26,0.40,38,2256,3072,7598,0.5889,9.3101e-05,NaN,2.6497e-04,6.8805e-05
0.26,0.40,38,21216,29200,1311,0.5342,1.4259e-05,NaN,1.7494e-04,7.4536e-05
0.26,0.40,38,5568,6656,19468,0.5918,3.4439e-05,NaN,1.3582e-03,6.2127e-05
0.26,0.40,38,1264,2080,18871,0.5723,9.4235e-05,NaN,2.2833e-04,7.9691e-05
0.26,0.40,38,3104,5712,15927,0.5874,6.7477e-05,NaN,4.2305e-04,6.4294e-05
0.26,0.40,38,14112,14928,5165,0.5854,1.9192e-05,NaN,2.5379e-04,1.1497e-04
0.26,0.40,38,1856,2672,13699,0.6030,1.2333e-04,NaN,3.4825e-04,5.7774e-05
0.26,0.40,38,6448,15200,13986,0.5303,3.7657e-05,NaN,1.6386e-04,9.1425e-05
0.26,0.40,38,2352,3168,2482,0.5586,6.9497e-05,NaN,2.5675e-04,5.9428e-05
0.26,0.40,38,10432,13616,3040,0.4954,2.5256e-05,NaN,4.2195e-04,8.7748e-05
0.26,0.40,38,11088,11904,18339,0.5649,2.7808e-05,NaN,1.9751e-03,8.6908e-05
0.26,0.40,38,9904,10720,2555,0.5654,2.4930e-05,NaN,2.5029e-04,1.1304e-04
0.26,0.40,38,288,1104,11233,0.5708,4.7072e-04,NaN,1.3630e-03,6.2143e-05
0.26,0.40,38,2640,3456,5001,0.5889,8.6043e-05,NaN,2.4163e-04,6.0471e-05
0.26,0.40,38,7616,9072,7415,0.5303,6.4476e-04,NaN,1.1342e-03,8.9021e-05
0.26,0.40,38,2848,3664,16895,0.5786,5.3831e-05,NaN,2.5085e-04,6.4798e-05
0.26,0.40,38,30880,36496,8826,0.5122,1.4862e-05,NaN,3.6229e-04,5.2964e-05
0.26,0.40,38,1328,3104,5579,0.5879,1.5769e-04,NaN,5.8625e-04,1.6582e-04
0.26,0.40,38,2304,3120,1066,0.5747,7.4523e-05,NaN,2.0268e-04,9.6052e-05
0.26,0.40,38,3536,4352,10271,0.5532,4.8579e-05,NaN,1.2307e-03,5.3762e-05
0.26,0.40,38,4016,4832,54,0.6030,5.6352e-05,NaN,1.4566e-03,5.9719e-05
0.26,0.40,38,3648,6880,7614,0.5742,4.8364e-05,NaN,7.2785e-04,5.9470e-05
0.26,0.40,38,816,1632,19760,0.5708,2.7270e-04,NaN,1.2187e-03,5.1086e-05
0.26,0.40,38,3872,4688,15610,0.5757,4.0936e-05,NaN,1.9488e-04,1.1628e-04
0.26,0.40,38,17520,18336,15938,0.4934,1.6067e-05,NaN,1.6501e-04,5.3679e-05
0.26,0.40,38,7952,8768,10523,0.6030,2.5891e-05,NaN,2.5655e-04,9.2473e-05
0.26,0.40,38,2256,5344,4007,0.5195,9.9210e-05,NaN,4.6346e-04,5.8808e-05
0.26,0.40,38,4784,5600,12937,0.5767,4.0458e-05,NaN,2.2846e-04,6.6812e-05
0.26,0.40,38,16,832,6169,0.7070,NaN,NaN,4.8594e-04,1.1073e-04
0.26,0.40,38,6176,6992,6561,0.5508,3.4207e-05,NaN,2.3064e-04,1.1832e-04
0.26,0.40,38,3744,13536,18839,0.5371,4.5743e-05,NaN,1.0352e-04,5.0696e-05
0.26,0.40,38,16992,20384,18119,0.4885,1.6653e-05,NaN,4.6310e-04,4.0988e-05
0.26,0.40,38,4240,5056,16535,0.6294,4.9293e-05,NaN,2.5294e-04,1.3965e-04
0.26,0.40,38,2720,3536,14928,0.5879,8.1320e-05,NaN,1.9508e-03,6.0519e-05
0.26,0.40,38,1408,2224,2517,0.5908,1.7964e-04,NaN,3.5495e-04,1.4305e-04
0.26,0.40,38,736,1728,5751,0.5581,1.3557e-04,NaN,9.1775e-04,1.3330e-04
0.26,0.40,38,3856,4672,4815,0.5776,5.6793e-05,NaN,2.5078e-04,1.2584e-04
0.26,0.40,38,592,2304,4230,0.6323,3.7455e-04,NaN,6.6563e-04,2.5945e-04
0.26,0.40,38,5728,6544,4690,0.5898,4.2466e-05,NaN,2.5176e-04,6.4096e-05
0.26,0.40,38,1888,2704,15960,0.5840,1.0047e-04,NaN,2.8132e-04,5.2063e-05
0.26,0.40,38,9408,21680,530,0.5269,2.9371e-05,NaN,1.1745e-04,2.0155e-05
0.26,0.40,38,4944,5760,11486,0.6021,5.3228e-05,NaN,3.3701e-04,7.8421e-05
0.26,0.40,38,6544,7360,11135,0.5820,3.7094e-05,NaN,1.9220e-03,8.0250e-05
0.26,0.40,38,7552,10304,16099,0.5596,2.8800e-04,NaN,3.7064e-04,5.9052e-05
0.26,0.40,38,1664,2480,6607,0.5796,9.7450e-05,NaN,2.6006e-04,6.4807e-05
0.26,0.40,38,592,5040,10662,0.5962,3.9383e-04,NaN,3.9336e-04,6.8854e-05
0.26,0.40,38,4528,17344,14114,0.5908,4.9351e-05,NaN,1.8902e-04,1.2265e-04
0.26,0.40,38,2720,3536,4765,0.5464,6.6284e-05,NaN,2.1624e-04,1.0078e-04
0.26,0.40,38,2160,24720,1962,0.5620,5.7088e-05,NaN,4.6097e-05,9.3025e-05
0.26,0.40,38,16,832,4188,0.7544,NaN,NaN,4.2072e-04,9.7700e-05
0.26,0.40,38,2144,2960,1082,0.6001,1.0371e-04,NaN,1.4752e-03,1.0412e-04
0.26,0.40,38,5088,5904,11932,0.5933,4.4551e-05,NaN,1.4328e-03,7.9099e-05
0.26,0.40,38,2016,2832,14578,0.6436,7.7632e-05,NaN,2.4186e-04,1.4084e-04
0.26,0.40,38,14256,70496,3022,0.5459,1.9700e-05,NaN,4.8641e-05,7.7965e-05
0.26,0.40,38,4192,5008,1491,0.5684,5.0771e-05,NaN,2.0736e-04,8.0700e-05
0.26,0.40,38,26176,26992,14992,0.4905,1.4592e-05,NaN,1.0922e-03,6.4572e-05
0.26,0.40,38,4256,5072,8203,0.6157,6.9830e-05,NaN,2.3551e-03,9.2630e-05
0.26,0.40,38,560,8800,17107,0.5981,3.0442e-04,NaN,2.0236e-04,1.2071e-04
0.26,0.40,38,7088,7904,6840,0.6050,3.6964e-05,NaN,3.1565e-04,9.2592e-05
0.26,0.40,38,11024,11840,13931,0.5435,2.1464e-05,NaN,1.8107e-04,1.6355e-04
0.26,0.40,38,1808,2752,11766,0.5352,1.0955e-04,NaN,2.2534e-04,4.4680e-05
0.26,0.40,38,6128,6944,973,0.5396,3.3074e-05,NaN,2.3417e-04,7.1352e-05
0.26,0.40,38,7760,8576,1599,0.5767,3.1852e-05,NaN,2.7665e-04,1.4851e-04
0.26,0.40,38,4880,6112,17002,0.5991,4.7716e-05,NaN,9.0100e-04,6.7071e-05
0.26,0.40,38,41984,57616,2133,0.5000,1.2789e-05,NaN,4.3426e-05,3.9791e-05
0.26,0.40,38,3296,4112,16011,0.5283,4.5539e-05,NaN,1.6770e-03,5.2478e-05
0.26,0.40,38,3120,3936,6511,0.5723,5.6509e-05,NaN,2.7008e-04,1.6421e-04
0.26,0.40,38,2192,3008,6920,0.5796,1.2386e-04,NaN,2.1305e-03,6.4777e-05
0.26,0.40,38,1504,2320,11145,0.6191,1.0798e-04,NaN,2.2720e-04,9.9429e-05
0.26,0.40,38,20352,34816,13700,0.5742,1.8453e-05,NaN,7.3829e-05,6.0690e-05
0.26,0.40,38,5024,5840,7814,0.6084,3.1793e-05,NaN,2.0587e-04,1.5324e-04
0.26,0.40,38,8224,9040,18009,0.6069,4.2875e-05,NaN,3.7918e-04,7.7937e-05
0.26,0.40,38,2064,2880,4977,0.6460,8.3355e-05,NaN,2.7096e-04,1.1076e-04
0.26,0.40,38,7328,8144,2928,0.6060,4.2358e-05,NaN,3.4135e-04,1.5683e-04
0.26,0.40,38,5424,6240,2131,0.5962,3.7539e-05,NaN,1.9381e-04,1.2715e-04
0.26,0.40,38,6032,28896,18189,0.5820,4.5395e-05,NaN,6.1239e-05,1.7349e-04
0.26,0.40,38,384,1200,18319,0.6206,7.5120e-04,NaN,2.2820e-03,7.7271e-05
0.26,0.40,38,1568,3280,1866,0.5000,2.0456e-04,NaN,4.6812e-04,1.2066e-04
0.26,0.40,38,2336,3152,3796,0.5825,1.0525e-04,NaN,2.8866e-04,1.6901e-04
0.26,0.40,38,480,1296,18820,0.6045,5.0233e-04,NaN,2.0958e-03,6.9551e-05
0.26,0.40,38,4400,20528,1420,0.5630,6.0245e-05,NaN,1.0080e-04,4.7355e-05
0.26,0.40,38,11904,12720,275,0.5649,2.0476e-05,NaN,2.0038e-04,8.2030e-05
0.26,0.40,38,2336,3152,110,0.5737,9.3170e-05,NaN,2.4176e-03,7.7560e-05
0.26,0.40,38,1632,2448,2157,0.6338,1.0911e-04,NaN,2.2901e-04,1.2938e-04
0.26,0.40,38,46320,47136,735,0.5625,1.1933e-05,NaN,2.0053e-04,9.0881e-05
0.26,0.40,38,4592,14240,3081,0.5532,4.4046e-05,NaN,1.4792e-04,6.7637e-05
0.26,0.40,38,2752,3568,13471,0.5771,6.1294e-05,NaN,2.2396e-04,5.4899e-05
0.26,0.40,38,304,1120,15938,0.6001,9.0281e-04,NaN,2.2185e-03,6.0475e-05
0.26,0.40,38,1552,2368,9603,0.5171,9.4377e-05,NaN,2.0672e-04,4.6238e-05
0.26,0.40,38,24048,-1,11964,0.5234,1.5950e-05,NaN,5.5284e-05,NaN
0.26,0.40,38,1344,2656,18141,0.6064,1.5288e-04,NaN,8.0180e-04,6.6697e-05
0.26,0.40,38,1776,7488,11689,0.5273,9.9055e-05,NaN,3.6691e-04,2.4864e-05
0.26,0.40,38,576,1392,13580,0.5610,3.4410e-04,NaN,1.8715e-03,5.3505e-05
0.26,0.40,38,25104,26080,7677,0.5664,1.7187e-05,NaN,1.6141e-03,9.8531e-05
0.26,0.40,38,2112,2928,2183,0.6353,1.0199e-04,NaN,2.6725e-04,7.1239e-05
0.26,0.40,38,12640,13792,17948,0.5332,3.9855e-04,NaN,1.2476e-03,6.6017e-05
0.26,0.40,38,2016,2832,7494,0.5562,1.1519e-04,NaN,3.3166e-03,5.9076e-05
0.26,0.40,38,4256,7408,3236,0.5093,4.3678e-05,NaN,4.0637e-04,8.9360e-05
0.26,0.40,38,4000,4816,12444,0.5435,4.8198e-05,NaN,2.8025e-04,4.5583e-05
0.26,0.40,38,6544,9888,15058,0.4861,2.5792e-05,NaN,3.5983e-04,6.9105e-05
0.26,0.40,38,1696,2512,9921,0.5415,5.9308e-05,NaN,1.9342e-04,5.9548e-05
0.26,0.40,38,4528,5344,9339,0.5718,4.5653e-05,NaN,2.4197e-04,5.5263e-05
0.26,0.40,38,2144,2960,19784,0.5112,5.4810e-05,NaN,1.7922e-04,6.0956e-05
0.26,0.40,38,2160,2976,10074,0.5811,8.3654e-05,NaN,2.2827e-04,6.5390e-05
0.26,0.40,38,4192,16400,15286,0.5166,4.9464e-05,NaN,1.1956e-04,4.3203e-05
0.26,0.40,38,1360,2176,4787,0.6162,1.0255e-04,NaN,2.5243e-04,1.7336e-04
0.26,0.40,38,3760,4576,18669,0.5688,5.8244e-05,NaN,2.0334e-04,7.8344e-05
0.26,0.40,38,496,1312,17949,0.6460,4.8895e-04,NaN,2.2818e-03,9.6447e-05
0.26,0.40,38,7088,7904,7303,0.5850,3.3451e-05,NaN,2.4571e-04,6.1159e-05
0.26,0.40,38,2896,6096,12126,0.4902,6.1009e-05,NaN,4.0505e-04,4.5978e-05
0.26,0.40,38,2000,2816,4120,0.5688,2.2503e-04,NaN,1.3137e-03,1.1491e-04
0.26,0.40,38,14016,14832,3596,0.4695,1.8725e-05,NaN,1.7529e-04,5.2418e-05
0.26,0.40,38,14112,14928,9172,0.5054,1.8526e-05,NaN,1.8177e-04,4.7596e-05
0.26,0.40,38,16,832,8095,0.6938,NaN,NaN,4.2863e-04,7.6068e-05
0.26,0.40,38,10016,10832,7359,0.5161,2.5581e-05,NaN,1.6773e-04,4.5657e-05
0.26,0.40,38,5200,49744,11825,0.5586,4.8539e-05,NaN,9.1732e-05,6.2647e-05
0.26,0.40,38,1072,3904,9853,0.5581,2.0637e-04,NaN,5.3806e-04,7.3593e-05
0.26,0.40,38,2256,3072,4708,0.5957,5.5922e-05,NaN,1.9396e-04,7.8714e-05
0.26,0.40,38,14512,15328,18219,0.5708,2.1722e-05,NaN,1.8732e-03,5.0288e-05
0.26,0.40,38,3600,8208,19525,0.5303,6.2858e-05,NaN,3.1884e-04,5.3381e-05
0.26,0.40,38,2416,3232,2704,0.4954,5.9536e-05,NaN,1.5604e-03,9.3953e-05
0.26,0.40,38,12880,13696,6009,0.5342,2.0797e-05,NaN,1.6807e-04,4.9784e-05
0.26,0.40,38,15008,20560,11298,0.5015,3.8117e-04,NaN,2.7670e-04,9.7156e-05
0.26,0.40,38,58880,63376,18386,0.5430,1.2321e-05,NaN,3.2846e-04,1.2078e-04
0.26,0.40,38,2864,3680,1248,0.4971,5.9453e-05,NaN,1.1880e-03,5.7366e-05
0.26,0.40,38,31392,32208,7438,0.5498,1.3282e-05,NaN,2.6211e-04,7.1626e-05
0.26,0.40,38,19504,20320,12214,0.5186,1.7010e-05,NaN,2.2221e-04,6.7725e-05
0.26,0.40,38,3248,4064,7681,0.5957,7.8645e-05,NaN,3.0080e-04,1.0862e-04
0.26,0.40,38,6080,22688,15777,0.5610,3.3344e-05,NaN,5.8980e-05,6.2409e-05
0.26,0.40,38,6128,18224,18455,0.5728,4.0546e-05,NaN,1.5388e-04,7.5500e-05
0.26,0.40,38,6240,7056,19798,0.5537,2.6824e-05,NaN,1.8927e-04,4.9847e-05
0.26,0.40,38,16,832,12965,0.7017,NaN,NaN,3.5583e-04,1.0900e-04
0.26,0.40,38,5136,6912,642,0.5640,4.4299e-05,NaN,5.5125e-04,1.4913e-04
0.26,0.40,38,11104,15056,15633,0.5195,2.0435e-05,NaN,3.4770e-04,4.6050e-05
0.26,0.40,38,3760,18752,15697,0.5664,6.2592e-05,NaN,7.7080e-05,5.8198e-05
0.26,0.40,38,41760,42576,455,0.5674,1.2597e-05,NaN,2.2596e-04,6.6788e-05
0.26,0.40,38,944,2384,2185,0.6177,2.3171e-04,NaN,1.3644e-03,1.6266e-04
0.26,0.40,38,16,832,13386,0.7056,NaN,NaN,4.1993e-04,1.0580e-04
0.26,0.40,38,544,1360,11033,0.6025,3.9378e-04,NaN,2.0882e-03,1.1046e-04
0.26,0.40,38,10320,11136,1881,0.5444,2.0848e-05,NaN,1.5579e-04,5.0606e-05
0.26,0.40,38,7616,8432,14945,0.5742,3.0924e-05,NaN,2.1094e-04,1.0869e-04
0.26,0.40,38,12320,13136,16137,0.5898,2.0143e-05,NaN,2.2499e-04,7.6908e-05
0.26,0.40,38,12976,16224,8312,0.5420,2.0695e-05,NaN,4.2103e-04,5.5519e-05
0.26,0.40,38,5648,6464,7759,0.4993,3.3541e-05,NaN,1.7960e-04,9.0399e-05
0.26,0.40,38,4160,4976,8761,0.5405,4.8864e-05,NaN,2.1554e-04,8.5996e-05
0.26,0.40,38,1552,2368,5930,0.6040,1.3014e-04,NaN,2.7469e-04,7.2714e-05
0.26,0.40,38,16720,20896,15308,0.5723,1.7529e-05,NaN,8.2599e-05,5.3428e-05
0.26,0.40,38,6960,7776,2988,0.5908,5.4621e-04,NaN,1.3912e-03,9.2800e-05
0.26,0.40,38,1472,2288,5559,0.6226,1.0546e-04,NaN,2.6711e-04,1.0850e-04
0.26,0.40,38,4944,5760,19537,0.6123,4.1364e-05,NaN,2.5169e-04,1.3599e-04
0.26,0.40,38,896,4352,7077,0.5610,2.2213e-04,NaN,4.3090e-04,6.8080e-05
0.26,0.40,38,23120,52240,6171,0.5503,1.8289e-05,NaN,5.3817e-05,9.5852e-05
0.26,0.40,38,50064,50880,15381,0.5234,1.2328e-05,NaN,2.5395e-04,1.3106e-05
0.26,0.40,38,544,6176,16856,0.5469,3.0056e-04,NaN,1.7134e-04,9.3621e-05
0.26,0.40,38,4336,5152,10496,0.5977,5.6233e-05,NaN,3.1722e-04,7.9971e-05
0.26,0.40,38,22160,34848,198,0.5254,1.5799e-05,NaN,1.1774e-04,4.7396e-05
0.26,0.40,38,16,832,2471,0.6733,NaN,NaN,3.7005e-04,9.0639e-05
0.26,0.40,38,9776,10592,13454,0.5811,3.0195e-05,NaN,2.0583e-03,1.4129e-04
0.26,0.40,38,2784,4768,2867,0.5581,7.1883e-05,NaN,1.3752e-04,4.9510e-05
0.26,0.40,38,1856,2672,5758,0.5415,9.1387e-05,NaN,1.2194e-03,1.1649e-04
0.26,0.40,38,14912,15728,1808,0.5415,1.0219e-03,NaN,2.7849e-03,7.1590e-05
0.26,0.40,38,5552,6368,4178,0.5493,2.6622e-05,NaN,1.6339e-03,1.1629e-04
0.26,0.40,38,2304,3120,11532,0.5327,1.4817e-04,NaN,2.2360e-03,4.9842e-05
0.26,0.40,38,1344,2160,853,0.5688,1.0903e-04,NaN,2.1597e-04,1.5282e-04
0.26,0.40,38,25200,27312,14473,0.6094,7.4027e-04,NaN,7.9741e-04,1.3978e-04
0.26,0.40,38,848,2240,13916,0.6079,2.9778e-04,NaN,1.3174e-03,1.1315e-04
0.26,0.40,38,2224,3040,4455,0.6328,7.9437e-05,NaN,2.2418e-04,1.7054e-04
0.26,0.40,38,15056,27408,14730,0.4976,1.3926e-05,NaN,7.5216e-05,8.1004e-05
0.26,0.40,38,2256,3072,9331,0.4863,6.1573e-05,NaN,1.4295e-04,7.2765e-05
0.26,0.40,38,13568,16336,8453,0.5410,2.2480e-05,NaN,5.1471e-04,6.2429e-05
0.26,0.40,38,3952,10416,17766,0.6025,5.2854e-05,NaN,1.6575e-04,7.8745e-05
0.26,0.40,38,1648,2464,18309,0.5791,1.2954e-04,NaN,2.8685e-04,1.0883e-04
0.26,0.40,38,3200,4016,3349,0.6309,7.0193e-05,NaN,2.9417e-04,1.8296e-04
0.26,0.40,38,17888,18704,4890,0.5186,1.4970e-05,NaN,1.7439e-04,4.9217e-05
0.26,0.40,38,2112,6416,16254,0.5835,7.3978e-05,NaN,2.5481e-04,2.4231e-04
0.26,0.40,38,15360,16176,3135,0.6187,2.4513e-05,NaN,3.1948e-04,1.0172e-04
0.26,0.40,38,2976,3792,15115,0.4771,3.6716e-05,NaN,2.0826e-03,4.0407e-05
0.26,0.40,38,13744,14560,6064,0.5718,2.0293e-05,NaN,2.7475e-04,4.8534e-05
0.26,0.40,38,1760,2576,18321,0.5444,9.0004e-05,NaN,2.4645e-04,5.3363e-05
0.26,0.40,38,15712,16528,14929,0.5205,1.8153e-05,NaN,1.6461e-03,4.9869e-05
0.26,0.40,38,9440,10256,14853,0.5605,2.4973e-05,NaN,2.3511e-04,6.1870e-05
0.26,0.40,38,8336,9152,15256,0.5728,2.7872e-05,NaN,2.5201e-04,7.4078e-05
0.26,0.40,38,3824,4640,13643,0.5386,4.9657e-05,NaN,1.1905e-03,6.2301e-05
0.26,0.40,38,5248,6064,19686,0.5679,3.3513e-05,NaN,2.1129e-04,7.8584e-05
0.26,0.40,38,11488,12304,12232,0.5874,3.4191e-04,NaN,1.2477e-03,1.6195e-04
0.26,0.40,38,8720,10128,178,0.6050,8.3617e-04,NaN,1.9763e-03,7.9107e-05
0.26,0.40,38,4320,5136,18601,0.5820,4.4416e-05,NaN,1.7034e-04,1.4065e-04
0.26,0.40,38,2880,3696,17311,0.5967,7.3772e-05,NaN,2.2291e-04,1.1617e-04
0.26,0.40,38,16,832,12222,0.6416,NaN,NaN,3.7753e-04,7.9493e-05
0.26,0.40,38,12688,13504,412,0.5562,2.3522e-05,NaN,2.5448e-04,5.1493e-05
0.26,0.40,38,2496,3312,10239,0.6221,1.1515e-04,NaN,3.0058e-04,7.3686e-05
0.26,0.40,38,4208,5264,17055,0.6201,7.5860e-05,NaN,1.6592e-03,1.0431e-04
0.26,0.40,38,3792,4608,16260,0.5835,6.6968e-05,NaN,2.8404e-04,6.4285e-05
0.26,0.40,38,1424,2240,6431,0.6333,8.8355e-05,NaN,3.3123e-04,1.3520e-04
0.26,0.40,38,1680,11904,17399,0.5640,7.6771e-05,NaN,1.0238e-04,7.1918e-05
0.26,0.40,38,5488,6304,135,0.5952,4.7250e-05,NaN,2.5555e-04,7.7619e-05
0.26,0.40,38,11664,12480,5133,0.5391,1.6000e-05,NaN,1.7124e-04,5.6790e-05
0.26,0.40,38,2144,7952,14885,0.5195,7.4309e-05,NaN,1.7195e-04,4.9467e-05
0.26,0.40,38,1808,-1,17354,0.5771,1.0070e-04,NaN,6.0321e-05,NaN
0.26,0.40,38,2528,8912,16374,0.5820,8.3957e-05,NaN,2.4339e-04,7.4375e-05
0.26,0.40,38,3552,4368,16833,0.6118,7.2790e-05,NaN,1.4676e-03,1.1885e-04
0.26,0.40,38,384,1200,16841,0.6133,7.4404e-04,NaN,2.2686e-03,9.0375e-05
0.26,0.40,38,2736,3552,8681,0.5620,7.2578e-05,NaN,2.8426e-04,5.8810e-05
0.26,0.40,38,2432,4432,12528,0.5298,8.0194e-05,NaN,7.2741e-04,7.0786e-05
0.26,0.40,38,464,1280,11102,0.5381,3.6237e-04,NaN,1.7180e-03,5.6514e-05
0.26,0.40,38,272,1088,8313,0.6440,8.8121e-04,NaN,2.4127e-03,8.8882e-05
0.26,0.40,38,13376,24640,16463,0.5142,1.6390e-05,NaN,8.5383e-05,4.5026e-05
0.26,0.40,38,10384,11200,13377,0.5381,2.4435e-05,NaN,2.7133e-04,4.5588e-05
0.26,0.40,38,3552,4368,6871,0.6177,7.2968e-05,NaN,2.2254e-03,1.4089e-04
0.26,0.40,38,16,832,2824,0.6279,NaN,NaN,3.8437e-04,7.4215e-05
0.26,0.40,38,2464,4016,10387,0.5391,1.4448e-04,NaN,5.3466e-04,7.2100e-05
