step,P_esc,tau_t
4,0.000000,-1.0
8,0.000000,-1.0
12,0.000000,-1.0
16,0.000000,-1.0
20,0.000000,-1.0
24,0.000000,-1.0
28,0.001000,27986.0
32,0.001500,21317.3
36,0.002500,14382.0
40,0.005500,7252.7
44,0.009000,4866.9
48,0.017500,2718.8
52,0.022000,2337.5
56,0.029500,1870.2
60,0.043000,1365.1
64,0.051000,1222.6
68,0.062000,1062.4
72,0.074500,930.0
76,0.086500,840.0
80,0.097500,779.8
84,0.107500,738.6
88,0.123000,670.5
92,0.136500,626.9
96,0.155000,570.0
100,0.175000,519.8
104,0.186000,505.4
108,0.204500,472.1
112,0.218000,455.5
116,0.228500,447.2
120,0.242500,432.1
124,0.257500,416.5
128,0.273500,400.6
132,0.288500,387.8
136,0.302500,377.5
140,0.318500,365.1
144,0.333500,354.9
148,0.345500,349.2
152,0.356500,344.8
156,0.368000,340.0
160,0.379000,335.8
164,0.391500,330.1
168,0.401500,327.3
172,0.408500,327.6
176,0.422000,321.1
180,0.429000,321.2
184,0.438500,318.8
188,0.452500,312.1
192,0.464000,307.9
196,0.476500,302.8
200,0.488500,298.3
204,0.497500,296.4
208,0.511500,290.3
212,0.521500,287.6
216,0.534500,282.5
220,0.541000,282.5
224,0.555000,276.7
228,0.564000,274.7
232,0.571500,273.8
236,0.581500,270.9
240,0.589000,269.9
244,0.598500,267.4
248,0.606500,265.9
252,0.613000,265.5
256,0.619500,264.9
260,0.625000,265.1
264,0.634500,262.3
268,0.639500,262.7
272,0.649500,259.4
276,0.652000,261.5
280,0.657000,261.7
284,0.667000,258.3
288,0.674500,256.6
292,0.682500,254.5
296,0.690000,252.7
300,0.695500,252.3
304,0.700500,252.1
308,0.706500,251.2
312,0.711500,251.0
316,0.713500,252.8
320,0.716500,253.9
324,0.724000,251.7
328,0.733000,248.4
332,0.737500,248.2
336,0.741000,248.7
340,0.744500,249.2
344,0.748500,249.2
348,0.753500,248.5
352,0.757500,248.5
356,0.762500,247.6
360,0.766500,247.5
364,0.771500,246.6
368,0.775500,246.3
372,0.780500,245.3
376,0.784500,245.0
380,0.789000,244.2
384,0.795500,241.9
388,0.798500,242.2
392,0.804000,240.5
396,0.807500,240.3
400,0.812500,239.0
404,0.816500,238.3
408,0.818500,239.1
412,0.821500,239.1
416,0.825000,238.7
420,0.828000,238.6
424,0.832000,237.7
428,0.839000,234.3
432,0.842500,233.7
436,0.844500,234.3
440,0.847500,234.0
444,0.853500,231.2
448,0.856500,230.8
452,0.858500,231.1
456,0.859000,232.8
460,0.860500,233.5
464,0.862500,233.9
468,0.863500,235.0
472,0.866500,234.4
476,0.868500,234.6
480,0.869000,236.2
484,0.871500,235.9
488,0.873500,236.0
492,0.876500,235.2
496,0.877500,236.2
500,0.878500,237.2
504,0.880500,237.2
508,0.882000,237.7
512,0.883500,238.2
516,0.886500,237.1
520,0.887000,238.5
524,0.889000,238.4
528,0.889500,239.7
532,0.893000,238.0
536,0.897000,235.8
540,0.900500,234.0
544,0.904000,232.1
548,0.906000,231.8
552,0.909000,230.3
556,0.910000,230.9
560,0.913000,229.3
564,0.913500,230.4
568,0.915000,230.4
572,0.916000,230.9
576,0.917500,230.9
580,0.919500,230.2
584,0.922000,228.9
588,0.923000,229.3
592,0.924500,229.1
596,0.926500,228.3
600,0.927500,228.6
604,0.929000,228.3
608,0.929500,229.2
612,0.931000,228.9
616,0.932000,229.1
620,0.932500,230.0
624,0.935000,228.3
628,0.936500,227.8
632,0.937000,228.6
636,0.939000,227.4
640,0.939500,228.2
644,0.941000,227.5
648,0.941500,228.3
652,0.942500,228.3
656,0.943000,229.0
660,0.943000,230.4
664,0.944000,230.4
668,0.944500,231.0
