# N=500  K=10000  betanet=1.0  generated=2026-05-30T22:57:02.395
alpha,T,disorder,phi_a,phi_b,q12,phi_max_other
0.500,0.11109,19,0.943602,0.948464,0.897036,0.778862
0.500,0.11109,20,0.946925,0.946910,0.896037,0.777189
0.500,0.11109,21,0.945810,0.945835,0.894047,0.776154
0.500,0.11109,22,0.945141,0.948987,0.898594,0.776944
0.500,0.11109,23,0.944723,0.948451,0.896751,0.776255
0.500,0.11109,24,0.947660,0.948908,0.902958,0.776912
0.500,0.11109,25,0.945708,0.945890,0.898192,0.776235
0.500,0.11109,26,0.944284,0.945220,0.891663,0.776681
0.500,0.11109,27,0.947119,0.947973,0.899002,0.777819
0.500,0.11109,28,0.947888,0.947398,0.896986,0.776297
0.500,0.11109,29,0.947682,0.943962,0.894556,0.777477
0.500,0.11109,30,0.943368,0.944789,0.887637,0.774810
0.500,0.11109,31,0.946306,0.948003,0.896043,0.776336
0.500,0.11109,32,0.950282,0.946673,0.902336,0.779008
0.500,0.11109,33,0.947700,0.944642,0.890393,0.776422
0.500,0.11109,34,0.946092,0.947374,0.903352,0.775459
0.500,0.11109,35,0.946028,0.949644,0.894704,0.775645
0.500,0.11109,36,0.946612,0.946441,0.899374,0.775686
0.500,0.11109,37,0.946092,0.946051,0.894201,0.777043
0.500,0.11109,38,0.943231,0.948221,0.898674,0.776068
0.500,0.11109,39,0.946538,0.946150,0.894858,0.777328
0.500,0.11109,40,0.945119,0.944014,0.892915,0.777306
0.500,0.11109,41,0.947779,0.945525,0.895508,0.778640
0.500,0.11109,42,0.945483,0.946909,0.898232,0.778374
0.500,0.11109,43,0.946092,0.946702,0.895276,0.776284
0.500,0.11109,44,0.947301,0.949366,0.899752,0.777573
0.500,0.11109,45,0.944559,0.943541,0.889597,0.776039
0.500,0.11109,46,0.943066,0.944044,0.885924,0.774633
0.500,0.11109,47,0.945490,0.943113,0.893554,0.777200
0.500,0.11109,48,0.947385,0.945941,0.896283,0.777521
0.500,0.11109,49,0.945343,0.947185,0.891735,0.775545
0.500,0.11109,50,0.948588,0.949622,0.900776,0.777789
0.500,0.11109,51,0.947114,0.947503,0.896332,0.777648
0.500,0.11109,52,0.948380,0.945922,0.897734,0.778103
0.500,0.11109,53,0.943340,0.949959,0.890423,0.774899
0.500,0.11109,54,0.944396,0.945293,0.899022,0.775385
0.500,0.11109,55,0.943739,0.945096,0.891916,0.774611
0.500,0.11109,56,0.944782,0.944806,0.891727,0.776075
0.500,0.11109,57,0.945006,0.943149,0.890139,0.775816
0.500,0.11109,58,0.946653,0.949749,0.899825,0.776823
0.500,0.11109,59,0.945875,0.946260,0.891454,0.776799
0.500,0.11109,60,0.946066,0.948510,0.898920,0.776766
0.500,0.11109,61,0.945161,0.947426,0.892825,0.775953
0.500,0.11109,62,0.948899,0.945426,0.897919,0.778199
0.500,0.11109,63,0.948829,0.945466,0.900139,0.778010
0.500,0.11109,64,0.947931,0.948180,0.903838,0.777692
0.500,0.11109,65,0.947985,0.942256,0.892676,0.777454
0.500,0.11109,66,0.943691,0.947718,0.896115,0.775567
0.500,0.11109,67,0.946977,0.944361,0.897368,0.775085
0.500,0.11109,68,0.946555,0.945664,0.896224,0.776346
0.500,0.11109,69,0.944233,0.950289,0.899560,0.776559
0.500,0.11109,70,0.943579,0.947364,0.896749,0.774198
0.500,0.11109,71,0.943203,0.946843,0.892560,0.775312
0.500,0.11109,72,0.948387,0.945634,0.900366,0.777401
0.500,0.11109,73,0.944584,0.948451,0.898082,0.775214
0.500,0.11109,74,0.947264,0.949648,0.902737,0.776113
0.500,0.11109,75,0.944995,0.947086,0.890619,0.775604
0.500,0.11109,76,0.945842,0.945961,0.892318,0.775793
0.500,0.11109,77,0.944061,0.948748,0.893616,0.776646
0.500,0.11109,78,0.944855,0.947702,0.896738,0.775053
0.500,0.11109,79,0.948688,0.946104,0.896995,0.778102
0.500,0.11109,80,0.949502,0.944902,0.900163,0.778771
0.500,0.11109,81,0.939860,0.945146,0.885058,0.773884
0.500,0.11109,82,0.945940,0.944146,0.895122,0.775865
0.500,0.11109,83,0.946388,0.943150,0.893257,0.775722
0.500,0.11109,84,0.943579,0.946201,0.892496,0.774343
0.500,0.11109,85,0.946077,0.943131,0.891031,0.777900
0.500,0.11109,86,0.950925,0.944262,0.899266,0.778265
0.500,0.11109,87,0.946572,0.943975,0.895406,0.777229
0.500,0.11109,88,0.949086,0.944897,0.895215,0.778302
0.500,0.11109,89,0.947688,0.949755,0.902769,0.776871
0.500,0.11109,90,0.942086,0.945248,0.891090,0.773997
0.500,0.11109,91,0.949017,0.947584,0.901754,0.777586
0.500,0.11109,92,0.942269,0.948200,0.892929,0.774881
0.500,0.11109,93,0.947655,0.945565,0.894617,0.777101
0.500,0.11109,94,0.946833,0.946231,0.895428,0.777848
0.500,0.11109,95,0.948571,0.946262,0.898136,0.776723
0.500,0.11109,96,0.943943,0.947604,0.898419,0.777150
0.500,0.11109,97,0.948762,0.948220,0.904223,0.778068
0.500,0.11109,98,0.944924,0.946230,0.896764,0.773893
0.500,0.11109,99,0.946109,0.943875,0.889638,0.776589
0.500,0.11109,100,0.945858,0.942905,0.889578,0.776856
0.500,0.11109,101,0.946730,0.943635,0.893438,0.777595
0.500,0.11109,102,0.944632,0.944042,0.890978,0.774675
0.500,0.11109,103,0.944104,0.944260,0.888235,0.777109
0.500,0.11109,104,0.943999,0.948027,0.891488,0.774842
0.500,0.11109,105,0.942975,0.948197,0.894082,0.774247
0.500,0.11109,106,0.946221,0.946521,0.900043,0.776110
0.500,0.11109,107,0.945664,0.943741,0.892311,0.776662
0.500,0.11109,108,0.945938,0.946795,0.894381,0.776887
0.500,0.11109,109,0.946146,0.945352,0.895780,0.776129
0.500,0.11109,110,0.944311,0.947755,0.893302,0.775033
0.500,0.11109,111,0.946398,0.948407,0.895501,0.776718
0.500,0.11109,112,0.949635,0.946854,0.900122,0.778654
0.500,0.12624,1,0.938008,0.938832,0.876394,0.773563
0.500,0.12624,2,0.941353,0.939728,0.888934,0.774130
0.500,0.12624,3,0.940321,0.944299,0.887505,0.774233
0.500,0.12624,4,0.942031,0.936482,0.879068,0.774656
0.500,0.12624,5,0.939919,0.937529,0.882822,0.773921
0.500,0.12624,6,0.938936,0.937343,0.877349,0.773526
0.500,0.12624,7,0.940191,0.940888,0.880758,0.772637
0.500,0.12624,8,0.939460,0.936713,0.883331,0.773028
0.500,0.12624,9,0.940235,0.941329,0.887248,0.774053
0.500,0.12624,10,0.938699,0.938556,0.878817,0.772430
0.500,0.12624,11,0.940786,0.937608,0.878063,0.773466
0.500,0.12624,12,0.939834,0.936460,0.878907,0.772185
0.500,0.12624,13,0.938621,0.939933,0.886534,0.772242
0.500,0.12624,14,0.938078,0.941056,0.883123,0.773096
0.500,0.12624,15,0.942103,0.940776,0.887448,0.774641
0.500,0.12624,16,0.939383,0.940885,0.886362,0.774456
0.500,0.12624,17,0.942635,0.940617,0.885305,0.775435
0.500,0.12624,18,0.939393,0.939370,0.887685,0.772042
0.500,0.12624,19,0.940106,0.939967,0.885049,0.773976
0.500,0.12624,20,0.936409,0.940750,0.878184,0.771891
0.500,0.12624,21,0.932999,0.939762,0.877486,0.771137
0.500,0.12624,22,0.940731,0.940085,0.883490,0.774220
0.500,0.12624,23,0.941770,0.939968,0.883258,0.774649
0.500,0.12624,24,0.940751,0.938384,0.881123,0.773700
0.500,0.12624,25,0.936953,0.941726,0.878983,0.772448
0.500,0.12624,26,0.940604,0.939391,0.884880,0.773146
0.500,0.12624,27,0.939827,0.942988,0.880896,0.772974
0.500,0.12624,28,0.937651,0.939822,0.883959,0.771965
0.500,0.12624,29,0.937370,0.940877,0.882539,0.771294
0.500,0.12624,30,0.940357,0.938554,0.888911,0.775444
0.500,0.12624,31,0.942874,0.938896,0.889949,0.774519
0.500,0.12624,32,0.941488,0.940328,0.881317,0.773823
0.500,0.12624,33,0.935320,0.941129,0.875243,0.771321
0.500,0.12624,34,0.940772,0.937197,0.879907,0.774333
0.500,0.12624,35,0.939576,0.938475,0.886926,0.773040
0.500,0.12624,36,0.941182,0.935220,0.877628,0.773900
0.500,0.12624,37,0.940562,0.938546,0.883139,0.773311
0.500,0.12624,38,0.940732,0.942149,0.885420,0.774342
0.500,0.12624,39,0.939170,0.938382,0.886312,0.772434
0.500,0.12624,40,0.938667,0.940010,0.882033,0.774536
0.500,0.12624,41,0.939648,0.937810,0.887523,0.772568
0.500,0.12624,42,0.936435,0.935816,0.874486,0.771030
0.500,0.12624,43,0.937495,0.940508,0.882548,0.771132
0.500,0.12624,44,0.939579,0.939093,0.876075,0.773389
0.500,0.12624,45,0.938386,0.938640,0.879099,0.772046
0.500,0.12624,46,0.937329,0.944139,0.884336,0.771754
0.500,0.12624,47,0.942960,0.940797,0.885366,0.775367
0.500,0.12624,48,0.934823,0.937587,0.874376,0.771011
0.500,0.12624,49,0.938007,0.940955,0.880187,0.771652
0.500,0.12624,50,0.936485,0.938708,0.878466,0.770317
0.500,0.12624,51,0.934810,0.940250,0.878285,0.771414
0.500,0.12624,52,0.938562,0.938133,0.879819,0.772669
0.500,0.12624,53,0.938727,0.939148,0.885353,0.773638
0.500,0.12624,54,0.937886,0.939467,0.881071,0.771767
0.500,0.12624,55,0.942850,0.939988,0.885295,0.774702
0.500,0.12624,56,0.939276,0.936784,0.879161,0.773128
0.500,0.12624,57,0.940626,0.939079,0.882573,0.774130
0.500,0.12624,58,0.938829,0.934981,0.878449,0.774803
0.500,0.12624,59,0.940275,0.937306,0.886817,0.772645
0.500,0.12624,60,0.941251,0.935250,0.882272,0.775413
0.500,0.12624,61,0.937281,0.942165,0.883461,0.772307
0.500,0.12624,62,0.939950,0.937463,0.882209,0.774552
0.500,0.12624,63,0.940686,0.938084,0.879870,0.774061
0.500,0.12624,64,0.938275,0.938046,0.877777,0.774027
0.500,0.12624,65,0.938711,0.935760,0.877104,0.772499
0.500,0.12624,66,0.937196,0.939613,0.881560,0.772943
0.500,0.12624,67,0.939461,0.942455,0.888463,0.774404
0.500,0.12624,68,0.939374,0.938669,0.883803,0.773340
0.500,0.12624,69,0.940224,0.939740,0.887164,0.773713
0.500,0.12624,70,0.941422,0.937233,0.882630,0.775219
0.500,0.12624,71,0.938022,0.937807,0.877323,0.773035
0.500,0.12624,72,0.941373,0.939666,0.883245,0.774012
0.500,0.12624,73,0.942431,0.944306,0.888955,0.773977
0.500,0.12624,74,0.941384,0.939091,0.881216,0.774371
0.500,0.12624,75,0.937479,0.937734,0.876953,0.773479
0.500,0.12624,76,0.935336,0.938643,0.879977,0.770559
0.500,0.12624,77,0.937078,0.939494,0.882499,0.772454
0.500,0.12624,78,0.940010,0.937313,0.884004,0.772922
0.500,0.12624,79,0.938133,0.937981,0.876187,0.772596
0.500,0.12624,80,0.938554,0.938234,0.877256,0.772412
0.500,0.12624,81,0.940454,0.939095,0.877372,0.774752
0.500,0.12624,82,0.935727,0.940385,0.880813,0.770964
0.500,0.12624,83,0.941480,0.938881,0.886480,0.774154
0.500,0.12624,84,0.937780,0.938811,0.877586,0.773071
0.500,0.12624,85,0.937282,0.938632,0.880067,0.773102
0.500,0.12624,86,0.941805,0.938650,0.883440,0.773748
0.500,0.12624,87,0.941671,0.937882,0.881399,0.774309
0.500,0.12624,88,0.940641,0.938298,0.880917,0.773280
0.500,0.12624,89,0.939380,0.936122,0.881219,0.773832
0.500,0.12624,90,0.938907,0.939708,0.882421,0.772588
0.500,0.12624,91,0.939627,0.940315,0.880529,0.773896
0.500,0.12624,92,0.941297,0.940808,0.884128,0.775439
0.500,0.12624,93,0.936983,0.939984,0.882393,0.771641
0.500,0.12624,94,0.940284,0.940886,0.882618,0.772929
0.500,0.12624,95,0.938645,0.936660,0.884912,0.773430
0.500,0.12624,96,0.937993,0.942747,0.889332,0.772865
0.500,0.12624,97,0.938305,0.938640,0.884957,0.772858
0.500,0.12624,98,0.939933,0.940647,0.886694,0.773747
0.500,0.12624,99,0.937614,0.936943,0.880183,0.772236
0.500,0.12624,100,0.939190,0.938805,0.876232,0.772633
0.500,0.12624,101,0.938484,0.939274,0.880397,0.774455
0.500,0.12624,102,0.940370,0.940331,0.883544,0.773276
0.500,0.12624,103,0.939432,0.941537,0.887022,0.773178
0.500,0.12624,104,0.939371,0.938501,0.883835,0.774953
0.500,0.12624,105,0.937510,0.937690,0.880030,0.773651
0.500,0.12624,106,0.940167,0.936859,0.882060,0.773457
0.500,0.12624,107,0.939933,0.937938,0.881398,0.774334
0.500,0.12624,108,0.936460,0.937850,0.875015,0.771834
0.500,0.12624,109,0.934663,0.937080,0.873139,0.769671
0.500,0.12624,110,0.937679,0.934389,0.876109,0.772593
0.500,0.12624,111,0.938897,0.937292,0.876028,0.773925
0.500,0.12624,112,0.940095,0.940655,0.882948,0.774579
0.500,0.14140,1,0.933428,0.931563,0.867387,0.771095
0.500,0.14140,2,0.932320,0.930166,0.866199,0.770450
0.500,0.14140,3,0.929387,0.932099,0.868547,0.768920
0.500,0.14140,4,0.932419,0.929301,0.870205,0.770634
0.500,0.14140,5,0.933457,0.930146,0.864412,0.770354
0.500,0.14140,6,0.934153,0.931711,0.871117,0.770191
0.500,0.14140,7,0.927774,0.931930,0.866481,0.767307
0.500,0.14140,8,0.931339,0.935553,0.870116,0.768813
0.500,0.14140,9,0.930053,0.930142,0.864937,0.768794
0.500,0.14140,10,0.931051,0.930435,0.867773,0.768710
0.500,0.14140,11,0.929182,0.932569,0.865660,0.767957
0.500,0.14140,12,0.932517,0.933293,0.867941,0.769732
0.500,0.14140,13,0.930720,0.934765,0.867816,0.768576
0.500,0.14140,14,0.931427,0.933013,0.866548,0.768399
0.500,0.14140,15,0.933309,0.933174,0.872710,0.771212
0.500,0.14140,16,0.932362,0.932446,0.868026,0.770201
0.500,0.14140,17,0.929858,0.926136,0.862854,0.768101
0.500,0.14140,18,0.929477,0.929649,0.863811,0.767703
0.500,0.14140,19,0.930805,0.932398,0.867582,0.769375
0.500,0.14140,20,0.934536,0.934523,0.874268,0.770927
0.500,0.14140,21,0.928446,0.931620,0.867141,0.766233
0.500,0.14140,22,0.933844,0.934373,0.873435,0.769921
0.500,0.14140,23,0.932424,0.935434,0.869840,0.768951
0.500,0.14140,24,0.930058,0.931359,0.866091,0.768361
0.500,0.14140,25,0.933959,0.931764,0.872267,0.769742
0.500,0.14140,26,0.931719,0.931863,0.874064,0.768846
0.500,0.14140,27,0.931515,0.930047,0.865275,0.767666
0.500,0.14140,28,0.934490,0.928816,0.866275,0.770565
0.500,0.14140,29,0.936315,0.930926,0.870912,0.770794
0.500,0.14140,30,0.931675,0.933023,0.868623,0.769271
0.500,0.14140,31,0.932102,0.932107,0.868416,0.769217
0.500,0.14140,32,0.930576,0.933007,0.869763,0.768646
0.500,0.14140,33,0.931978,0.933702,0.870792,0.769274
0.500,0.14140,34,0.929776,0.933044,0.869727,0.768500
0.500,0.14140,35,0.934621,0.934290,0.876437,0.769724
0.500,0.14140,36,0.932256,0.932782,0.871272,0.768575
0.500,0.14140,37,0.931989,0.931194,0.865159,0.769259
0.500,0.14140,38,0.934929,0.934087,0.872389,0.770770
0.500,0.14140,39,0.933125,0.931940,0.871979,0.770265
0.500,0.14140,40,0.930971,0.930257,0.867540,0.768151
0.500,0.14140,41,0.927330,0.927770,0.859317,0.767793
0.500,0.14140,42,0.931584,0.927459,0.864841,0.768120
0.500,0.14140,43,0.932638,0.935274,0.872405,0.768505
0.500,0.14140,44,0.932701,0.932901,0.869539,0.770489
0.500,0.14140,45,0.929403,0.929264,0.864349,0.768727
0.500,0.14140,46,0.933689,0.931957,0.869294,0.769478
0.500,0.14140,47,0.931196,0.931814,0.868611,0.768643
0.500,0.14140,48,0.932725,0.932806,0.867981,0.769993
0.500,0.14140,49,0.933858,0.934470,0.872086,0.769666
0.500,0.14140,50,0.934674,0.934631,0.875581,0.770414
0.500,0.14140,51,0.932770,0.933078,0.867432,0.768943
0.500,0.14140,52,0.932732,0.930955,0.873222,0.768288
0.500,0.14140,53,0.926580,0.931722,0.864960,0.767162
0.500,0.14140,54,0.924426,0.936734,0.862554,0.765269
0.500,0.14140,55,0.933636,0.933335,0.866793,0.769347
0.500,0.14140,56,0.929336,0.931544,0.862274,0.767306
0.500,0.14140,57,0.933955,0.932336,0.868762,0.770786
0.500,0.14140,58,0.935023,0.930933,0.869853,0.771231
0.500,0.14140,59,0.929282,0.933746,0.873241,0.767819
0.500,0.14140,60,0.930426,0.931248,0.866414,0.767770
0.500,0.14140,61,0.933661,0.934430,0.872889,0.771186
0.500,0.14140,62,0.936558,0.932497,0.873544,0.770858
0.500,0.14140,63,0.930321,0.931588,0.868428,0.768159
0.500,0.14140,64,0.931454,0.928336,0.865896,0.768534
0.500,0.14140,65,0.935410,0.932442,0.868315,0.770588
0.500,0.14140,66,0.926152,0.933037,0.866632,0.766630
0.500,0.14140,67,0.936676,0.931739,0.876420,0.771058
0.500,0.14140,68,0.927765,0.930807,0.864884,0.767274
0.500,0.14140,69,0.935181,0.932420,0.875724,0.770237
0.500,0.14140,70,0.929261,0.932819,0.865870,0.767678
0.500,0.14140,71,0.927142,0.934982,0.862173,0.766773
0.500,0.14140,72,0.936838,0.929424,0.871066,0.771861
0.500,0.14140,73,0.932750,0.933772,0.870311,0.770057
0.500,0.14140,74,0.930445,0.932721,0.868049,0.767961
0.500,0.14140,75,0.932324,0.927211,0.867829,0.768659
0.500,0.14140,76,0.932778,0.936387,0.870147,0.770592
0.500,0.14140,77,0.929800,0.932530,0.862257,0.766573
0.500,0.14140,78,0.933934,0.930030,0.869549,0.770798
0.500,0.14140,79,0.932911,0.929338,0.866602,0.770219
0.500,0.14140,80,0.931539,0.930353,0.866638,0.769376
0.500,0.14140,81,0.930608,0.928789,0.862470,0.768843
0.500,0.14140,82,0.935415,0.937391,0.877375,0.771344
0.500,0.14140,83,0.931858,0.929362,0.866238,0.769183
0.500,0.14140,84,0.933995,0.930491,0.866927,0.770517
0.500,0.14140,85,0.928063,0.928471,0.859582,0.766554
0.500,0.14140,86,0.929082,0.932094,0.867384,0.767940
0.500,0.14140,87,0.932315,0.931565,0.867891,0.769392
0.500,0.14140,88,0.932390,0.931013,0.870783,0.768959
0.500,0.14140,89,0.929809,0.932775,0.867956,0.769282
0.500,0.14140,90,0.930139,0.933466,0.869438,0.768869
0.500,0.14140,91,0.934253,0.930662,0.869943,0.770645
0.500,0.14140,92,0.932254,0.934515,0.870299,0.768681
0.500,0.14140,93,0.929549,0.929803,0.863339,0.768728
0.500,0.14140,94,0.931090,0.931267,0.866782,0.769961
0.500,0.14140,95,0.931320,0.932958,0.871675,0.769142
0.500,0.14140,96,0.933887,0.930870,0.865964,0.769777
0.500,0.14140,97,0.929376,0.933774,0.867586,0.768240
0.500,0.14140,98,0.933122,0.929497,0.867380,0.769294
0.500,0.14140,99,0.928772,0.930642,0.858894,0.767612
0.500,0.14140,100,0.931165,0.929219,0.865459,0.768413
0.500,0.14140,101,0.930561,0.929307,0.864434,0.768762
0.500,0.14140,102,0.931766,0.932347,0.870299,0.769556
0.500,0.14140,103,0.932994,0.935713,0.871184,0.768902
0.500,0.14140,104,0.933179,0.931664,0.866046,0.769872
0.500,0.14140,105,0.928511,0.933281,0.867833,0.768112
0.500,0.14140,106,0.934934,0.934538,0.876402,0.769911
0.500,0.14140,107,0.933057,0.930345,0.864119,0.768559
0.500,0.14140,108,0.931120,0.929820,0.869850,0.769348
0.500,0.14140,109,0.930747,0.932038,0.870011,0.768421
0.500,0.14140,110,0.930677,0.930282,0.861835,0.768752
0.500,0.14140,111,0.930276,0.931581,0.866677,0.769306
0.500,0.14140,112,0.937065,0.928881,0.868124,0.772746
0.500,0.15656,1,0.931692,0.923993,0.861369,0.769535
0.500,0.15656,2,0.920328,0.927019,0.848024,0.762496
0.500,0.15656,3,0.926331,0.924742,0.854713,0.766915
0.500,0.15656,4,0.920542,0.925960,0.851404,0.765358
0.500,0.15656,5,0.924453,0.924376,0.859243,0.765797
0.500,0.15656,6,0.923070,0.925827,0.854467,0.764412
0.500,0.15656,7,0.924691,0.930900,0.860861,0.765953
0.500,0.15656,8,0.923844,0.925993,0.856721,0.764278
0.500,0.15656,9,0.921711,0.930332,0.859571,0.763418
0.500,0.15656,10,0.929528,0.927471,0.861949,0.769429
0.500,0.15656,11,0.923264,0.925330,0.856404,0.765670
0.500,0.15656,12,0.927443,0.923577,0.858701,0.768222
0.500,0.15656,13,0.926584,0.924747,0.858324,0.767715
0.500,0.15656,14,0.921485,0.925603,0.848775,0.764661
0.500,0.15656,15,0.929248,0.920910,0.852107,0.768476
0.500,0.15656,16,0.926108,0.925269,0.854088,0.767357
0.500,0.15656,17,0.923504,0.925580,0.860740,0.765084
0.500,0.15656,18,0.927610,0.920679,0.856287,0.766809
0.500,0.15656,19,0.921925,0.925088,0.853732,0.763216
0.500,0.15656,20,0.922270,0.924796,0.856405,0.764634
0.500,0.15656,21,0.925827,0.923636,0.849637,0.767011
0.500,0.15656,22,0.924603,0.926303,0.855076,0.764832
0.500,0.15656,23,0.927982,0.928173,0.866024,0.767862
0.500,0.15656,24,0.923251,0.930374,0.855180,0.766011
0.500,0.15656,25,0.925687,0.919314,0.854584,0.766426
0.500,0.15656,26,0.923206,0.923653,0.849701,0.765118
0.500,0.15656,27,0.922854,0.919552,0.849870,0.765755
0.500,0.15656,28,0.924599,0.925048,0.856370,0.765592
0.500,0.15656,29,0.921735,0.920822,0.852190,0.764417
0.500,0.15656,30,0.924586,0.926534,0.850567,0.764919
0.500,0.15656,31,0.924417,0.926817,0.856815,0.766095
0.500,0.15656,32,0.927279,0.927504,0.859691,0.766059
0.500,0.15656,33,0.925405,0.921060,0.856718,0.765769
0.500,0.15656,34,0.923465,0.927886,0.859639,0.764984
0.500,0.15656,35,0.923241,0.926251,0.851337,0.763889
0.500,0.15656,36,0.927271,0.926128,0.862311,0.768580
0.500,0.15656,37,0.924370,0.924978,0.854588,0.765473
0.500,0.15656,38,0.926847,0.924793,0.858494,0.766946
0.500,0.15656,39,0.924058,0.925831,0.854460,0.764318
0.500,0.15656,40,0.922489,0.927587,0.855446,0.766152
0.500,0.15656,41,0.925873,0.921683,0.855022,0.766166
0.500,0.15656,42,0.923600,0.924178,0.850914,0.764207
0.500,0.15656,43,0.929059,0.926555,0.856642,0.767403
0.500,0.15656,44,0.924019,0.922857,0.854274,0.765813
0.500,0.15656,45,0.926454,0.926963,0.862499,0.766424
0.500,0.15656,46,0.923435,0.926654,0.855672,0.764861
0.500,0.15656,47,0.923494,0.928184,0.855290,0.764886
0.500,0.15656,48,0.925784,0.923831,0.853773,0.765253
0.500,0.15656,49,0.925900,0.927163,0.859058,0.765887
0.500,0.15656,50,0.922781,0.924026,0.856193,0.764200
0.500,0.15656,51,0.927503,0.921312,0.852586,0.766071
0.500,0.15656,52,0.923947,0.925465,0.856659,0.765315
0.500,0.15656,53,0.927844,0.922885,0.859164,0.767508
0.500,0.15656,54,0.924482,0.925233,0.853493,0.766299
0.500,0.15656,55,0.925711,0.927813,0.859882,0.765972
0.500,0.15656,56,0.928946,0.930661,0.857280,0.768340
0.500,0.15656,57,0.924776,0.920268,0.850908,0.765949
0.500,0.15656,58,0.928748,0.926350,0.863576,0.767049
0.500,0.15656,59,0.923973,0.926707,0.854647,0.764333
0.500,0.15656,60,0.924013,0.925725,0.857774,0.764577
0.500,0.15656,61,0.925900,0.928175,0.857403,0.765157
0.500,0.15656,62,0.919635,0.925930,0.852826,0.763568
0.500,0.15656,63,0.924918,0.924667,0.853351,0.766308
0.500,0.15656,64,0.924423,0.923897,0.852969,0.765847
0.500,0.15656,65,0.926563,0.923338,0.860115,0.766486
0.500,0.15656,66,0.929260,0.925467,0.858540,0.767897
0.500,0.15656,67,0.921058,0.920864,0.848641,0.763374
0.500,0.15656,68,0.924040,0.930633,0.856260,0.765038
0.500,0.15656,69,0.928520,0.927101,0.861330,0.767622
0.500,0.15656,70,0.925085,0.925102,0.858612,0.765888
0.500,0.15656,71,0.923288,0.924287,0.853293,0.764033
0.500,0.15656,72,0.922495,0.925604,0.853690,0.764408
0.500,0.15656,73,0.922903,0.926203,0.848059,0.765494
0.500,0.15656,74,0.924253,0.924000,0.853367,0.765644
0.500,0.15656,75,0.923734,0.924735,0.854499,0.764847
0.500,0.15656,76,0.922782,0.922734,0.847667,0.764227
0.500,0.15656,77,0.920954,0.922794,0.850202,0.763687
0.500,0.15656,78,0.927568,0.926675,0.857939,0.767216
0.500,0.15656,79,0.929610,0.923556,0.855440,0.767652
0.500,0.15656,80,0.928337,0.926957,0.861951,0.767938
0.500,0.15656,81,0.925463,0.924788,0.856703,0.764598
0.500,0.15656,82,0.922494,0.924774,0.851479,0.764639
0.500,0.15656,83,0.923552,0.927106,0.856046,0.764481
0.500,0.15656,84,0.924609,0.925615,0.860536,0.765250
0.500,0.15656,85,0.923839,0.928846,0.859244,0.766336
0.500,0.15656,86,0.921022,0.925262,0.855751,0.762082
0.500,0.15656,87,0.925309,0.922603,0.851655,0.765387
0.500,0.15656,88,0.921032,0.923750,0.850888,0.763923
0.500,0.15656,89,0.922048,0.923318,0.851331,0.765624
0.500,0.15656,90,0.926114,0.926888,0.856116,0.766235
0.500,0.15656,91,0.924789,0.926012,0.849419,0.765781
0.500,0.15656,92,0.926020,0.925905,0.856421,0.766362
0.500,0.15656,93,0.919683,0.927303,0.857096,0.763819
0.500,0.15656,94,0.926295,0.923321,0.855236,0.766373
0.500,0.15656,95,0.925503,0.928750,0.861822,0.765332
0.500,0.15656,96,0.922828,0.926589,0.855032,0.764258
0.500,0.15656,97,0.928391,0.927742,0.861889,0.766600
0.500,0.15656,98,0.922659,0.922229,0.849622,0.765921
0.500,0.15656,99,0.923184,0.927703,0.857916,0.765134
0.500,0.15656,100,0.927090,0.924157,0.857312,0.766654
0.500,0.15656,101,0.924859,0.925219,0.852979,0.765997
0.500,0.15656,102,0.927484,0.922831,0.856702,0.765828
0.500,0.15656,103,0.925098,0.924686,0.856773,0.767014
0.500,0.15656,104,0.927452,0.920844,0.854749,0.767180
0.500,0.15656,105,0.923743,0.930030,0.859777,0.765037
0.500,0.15656,106,0.926178,0.928791,0.854509,0.766402
0.500,0.15656,107,0.922478,0.922537,0.850381,0.763993
0.500,0.15656,108,0.926193,0.924743,0.854964,0.766164
0.500,0.15656,109,0.925119,0.919629,0.849820,0.765271
0.500,0.15656,110,0.925884,0.926689,0.857628,0.766145
0.500,0.15656,111,0.920961,0.926522,0.857096,0.764878
0.500,0.15656,112,0.926632,0.926267,0.859125,0.765919
0.500,0.17171,1,0.924277,0.920703,0.853652,0.766097
0.500,0.17171,2,0.920256,0.917649,0.849084,0.762913
0.500,0.17171,3,0.920103,0.914307,0.836788,0.763461
0.500,0.17171,4,0.919939,0.920642,0.846835,0.762328
0.500,0.17171,5,0.914237,0.920825,0.839659,0.759796
0.500,0.17171,6,0.917097,0.918965,0.842404,0.761430
0.500,0.17171,7,0.916692,0.917730,0.839426,0.760673
0.500,0.17171,8,0.916711,0.918014,0.840260,0.761573
0.500,0.17171,9,0.917905,0.915248,0.841683,0.761577
0.500,0.17171,10,0.912925,0.916303,0.839219,0.759535
0.500,0.17171,11,0.912060,0.917882,0.839468,0.758889
0.500,0.17171,12,0.917469,0.915003,0.842390,0.762083
0.500,0.17171,13,0.917455,0.916489,0.838874,0.761010
0.500,0.17171,14,0.916925,0.916926,0.844243,0.762958
0.500,0.17171,15,0.918049,0.919335,0.842126,0.760963
0.500,0.17171,16,0.918613,0.916785,0.846707,0.761990
0.500,0.17171,17,0.917115,0.916548,0.832408,0.762178
0.500,0.17171,18,0.917826,0.921062,0.845358,0.762167
0.500,0.17171,19,0.916382,0.917268,0.841033,0.761692
