# N=500  K=10000  betanet=1.0  generated=2026-05-30T22:57:02.395
alpha,T,disorder,phi_a,phi_b,q12,phi_max_other
0.550,0.20446,35,0.001752,-0.042192,-0.025460,0.100465
0.550,0.20446,36,-0.025243,-0.028920,-0.003743,0.076677
0.550,0.20446,37,-0.020379,0.017539,0.034431,0.083097
0.550,0.20446,38,-0.020177,0.001510,0.021176,0.087301
0.550,0.20446,39,-0.021051,0.015605,-0.019245,0.080236
0.550,0.20446,40,0.018332,0.035547,0.019049,0.116135
0.550,0.20446,41,0.012102,0.010689,-0.025417,0.108287
0.550,0.20446,42,0.016346,0.030883,0.042100,0.114246
0.550,0.20446,43,-0.031183,-0.005245,0.061384,0.079696
0.550,0.20446,44,0.054925,-0.007039,0.014395,0.140746
0.550,0.20446,45,0.043127,-0.009918,-0.002965,0.134110
0.550,0.20446,46,0.002700,0.035674,0.037929,0.101922
0.550,0.20446,47,0.040155,0.035048,0.000161,0.130438
0.550,0.20446,48,-0.039938,0.043448,0.019997,0.068665
0.550,0.20446,49,-0.021062,0.016006,0.012240,0.079450
0.550,0.20446,50,-0.026997,-0.023900,-0.044220,0.083211
0.550,0.20446,51,0.029866,-0.014006,-0.021848,0.124979
0.550,0.20446,52,-0.042192,0.049910,-0.021842,0.066686
0.550,0.20446,53,0.004001,-0.063935,-0.043875,0.102444
0.550,0.20446,54,-0.012725,0.028025,-0.014211,0.093253
0.550,0.20446,55,-0.021893,-0.032382,-0.043649,0.086344
0.550,0.20446,56,0.021405,0.026316,-0.015379,0.121563
0.550,0.20446,57,-0.020759,-0.031495,0.020561,0.083379
0.550,0.20446,58,0.067491,0.023847,-0.018872,0.157329
0.550,0.20446,59,0.013150,-0.020440,0.063145,0.115331
0.550,0.20446,60,0.027360,-0.041816,-0.017549,0.123340
0.550,0.20446,61,0.062374,0.035241,0.020689,0.148962
0.550,0.20446,62,-0.003209,0.029223,0.043754,0.095519
0.550,0.20446,63,-0.066551,-0.022045,-0.007693,0.046973
0.550,0.20446,64,-0.025430,-0.044215,0.022845,0.076459
0.550,0.20446,65,0.004810,0.019755,0.011162,0.104755
0.550,0.20446,66,-0.037699,0.002973,-0.013045,0.072921
0.550,0.20446,67,0.040803,-0.039884,0.017283,0.127777
0.550,0.20446,68,0.036748,0.023466,0.011945,0.129508
0.550,0.20446,69,0.040509,-0.001434,0.011083,0.132214
0.550,0.20446,70,0.048535,-0.003952,0.063415,0.139649
0.550,0.20446,71,-0.065034,0.011743,0.014909,0.049824
0.550,0.20446,72,0.030856,-0.012361,-0.003613,0.126887
0.550,0.20446,73,-0.027480,0.046410,0.000158,0.081404
0.550,0.20446,74,-0.023108,-0.008274,0.022721,0.081903
0.550,0.20446,75,0.033167,0.002446,0.021976,0.127657
0.550,0.20446,76,-0.016440,-0.076997,0.046199,0.086342
0.550,0.20446,77,0.026690,-0.021150,0.010165,0.121359
0.550,0.20446,78,0.034234,0.028757,0.048968,0.130791
0.550,0.20446,79,-0.023619,-0.056356,0.005404,0.082680
0.550,0.20446,80,-0.016739,-0.007363,0.004589,0.084387
0.550,0.20446,81,0.012250,-0.024556,-0.039660,0.109055
0.550,0.20446,82,-0.033354,-0.002842,-0.004570,0.077252
0.550,0.20446,83,0.050425,-0.034483,0.008387,0.141727
0.550,0.20446,84,0.060573,-0.017100,-0.023826,0.150866
0.550,0.20446,85,0.009742,0.003038,-0.010566,0.109819
0.550,0.20446,86,0.046095,0.002500,0.017443,0.137399
0.550,0.20446,87,0.009723,0.001227,-0.001527,0.108390
0.550,0.20446,88,0.020705,0.057651,-0.010043,0.116469
0.550,0.20446,89,-0.051260,-0.001581,-0.007545,0.057609
0.550,0.20446,90,-0.044313,-0.079899,-0.036585,0.064845
0.550,0.20446,91,0.038503,-0.021468,-0.058447,0.132517
0.550,0.20446,92,-0.007759,0.034010,0.055779,0.096370
0.550,0.20446,93,-0.031892,0.019563,-0.000023,0.077183
0.550,0.20446,94,-0.013381,-0.018108,-0.000507,0.088216
0.550,0.20446,95,0.001691,-0.020851,0.039613,0.102897
0.550,0.20446,96,-0.013824,-0.014037,-0.021083,0.091553
0.550,0.20446,97,-0.087123,0.033477,-0.020832,0.030423
0.550,0.20446,98,-0.032265,-0.000023,0.015750,0.077989
0.550,0.20446,99,-0.003487,-0.035947,0.001634,0.095504
0.550,0.20446,100,-0.008295,0.011754,0.005693,0.097164
0.550,0.20446,101,0.028138,0.000378,0.025211,0.125713
0.550,0.20446,102,-0.027273,0.018707,-0.012706,0.083192
0.550,0.20446,103,-0.003194,-0.025417,0.041099,0.098534
0.550,0.20446,104,-0.006821,0.034715,0.003132,0.097413
0.550,0.21775,1,-0.028066,0.008175,0.014881,0.078513
0.550,0.21775,2,0.021572,-0.018146,0.069446,0.119118
0.550,0.21775,3,0.017976,-0.070606,0.029101,0.112183
0.550,0.21775,4,0.042630,-0.009277,0.012099,0.130379
0.550,0.21775,5,-0.020561,-0.040855,-0.033926,0.078934
0.550,0.21775,6,-0.013395,-0.009590,0.015268,0.088266
0.550,0.21775,7,-0.058828,-0.019470,0.025179,0.055684
0.550,0.21775,8,-0.006548,0.026214,-0.039758,0.094766
0.550,0.21775,9,-0.006251,-0.022365,-0.006776,0.095384
0.550,0.21775,10,0.088999,0.024467,0.021262,0.170972
0.550,0.21775,11,0.017345,-0.043248,-0.001897,0.114845
0.550,0.21775,12,0.026441,-0.046614,0.063392,0.124339
0.550,0.21775,13,0.064909,-0.020334,-0.073903,0.160322
0.550,0.21775,14,-0.019614,0.031781,-0.021995,0.085220
0.550,0.21775,15,-0.017356,0.026095,-0.060510,0.087593
0.550,0.21775,16,-0.000156,-0.023041,-0.027425,0.099133
0.550,0.21775,17,0.013759,-0.051818,0.032747,0.111443
0.550,0.21775,18,0.025615,-0.027616,0.030608,0.120103
0.550,0.21775,19,-0.003602,0.000941,-0.004148,0.095549
0.550,0.21775,20,0.007527,-0.063164,0.008893,0.109805
0.550,0.21775,21,0.050757,0.017188,-0.010417,0.141346
0.550,0.21775,22,0.063373,-0.021707,0.049930,0.149752
0.550,0.21775,23,-0.004129,-0.017057,-0.011140,0.101030
0.550,0.21775,24,0.034738,-0.068661,0.004706,0.131159
0.550,0.21775,25,-0.013800,0.026661,-0.012322,0.101331
0.550,0.21775,26,-0.030208,0.026527,0.005877,0.087399
0.550,0.21775,27,0.012145,-0.023787,0.111642,0.105807
0.550,0.21775,28,-0.040996,-0.049992,-0.034565,0.067631
0.550,0.21775,29,0.044954,0.042502,-0.005805,0.138198
0.550,0.21775,30,-0.002737,0.038742,-0.015373,0.102517
0.550,0.21775,31,0.040019,-0.009574,0.009712,0.130874
0.550,0.21775,32,-0.042444,-0.019326,-0.016088,0.066345
0.550,0.21775,33,-0.026348,-0.069009,0.018282,0.079601
0.550,0.21775,34,-0.044625,-0.025740,-0.013257,0.066735
0.550,0.21775,35,-0.004503,0.005471,0.005661,0.097114
0.550,0.21775,36,-0.009329,0.095441,0.010430,0.101580
0.550,0.21775,37,-0.006669,-0.058364,-0.054604,0.092466
0.550,0.21775,38,0.011130,0.061289,-0.017888,0.108970
0.550,0.21775,39,-0.046429,-0.011094,0.008908,0.063242
0.550,0.21775,40,0.011289,0.002081,-0.006279,0.109437
0.550,0.21775,41,-0.034606,-0.031313,0.049426,0.074131
0.550,0.21775,42,0.039162,-0.014297,0.007549,0.144463
0.550,0.21775,43,0.015362,-0.030316,-0.029158,0.111109
0.550,0.21775,44,-0.052415,-0.062886,-0.009631,0.057555
0.550,0.21775,45,0.037725,0.001737,-0.004445,0.130996
0.550,0.21775,46,-0.018889,0.009784,0.008033,0.085738
0.550,0.21775,47,0.018462,-0.014512,0.010810,0.125010
0.550,0.21775,48,-0.017059,0.016318,-0.045741,0.086584
0.550,0.21775,49,-0.070895,0.015332,0.029724,0.040033
0.550,0.21775,50,-0.041054,-0.031726,0.009733,0.065457
0.550,0.21775,51,0.036640,-0.012402,-0.046086,0.128847
0.550,0.21775,52,0.027928,-0.038855,-0.015108,0.122788
0.550,0.21775,53,0.060651,-0.012448,-0.007975,0.147100
0.550,0.21775,54,0.014564,-0.003959,-0.012031,0.106528
0.550,0.21775,55,-0.015432,0.009320,0.001344,0.095980
0.550,0.21775,56,-0.028200,0.025614,0.027079,0.081825
0.550,0.21775,57,0.021058,-0.009788,0.019796,0.118482
0.550,0.21775,58,0.052179,0.071666,0.013022,0.145126
0.550,0.21775,59,0.008788,-0.016146,-0.005249,0.106619
0.550,0.21775,60,-0.000956,0.012598,-0.009956,0.101864
0.550,0.21775,61,0.020345,-0.045464,0.007687,0.116706
0.550,0.21775,62,-0.014959,0.042728,0.025686,0.086816
0.550,0.21775,63,0.032349,0.000538,0.001800,0.130333
0.550,0.21775,64,0.007975,-0.055617,0.015352,0.109810
0.550,0.21775,65,0.016320,0.030218,-0.016270,0.113417
0.550,0.21775,66,0.038973,0.028324,0.048225,0.128257
0.550,0.21775,67,0.021045,0.012707,0.047438,0.123654
0.550,0.21775,68,-0.045228,0.006178,0.031120,0.062076
0.550,0.21775,69,0.071264,-0.018956,-0.015136,0.157360
0.550,0.21775,70,-0.006620,-0.083373,-0.028116,0.097306
0.550,0.21775,71,0.009155,-0.078712,0.016944,0.108611
0.550,0.21775,72,0.081616,0.002462,-0.033441,0.164865
0.550,0.21775,73,0.005946,-0.005927,0.017419,0.104251
0.550,0.21775,74,0.012765,-0.030335,0.031495,0.107267
0.550,0.21775,75,0.043859,-0.049605,-0.006003,0.134164
0.550,0.21775,76,0.011561,-0.008643,-0.021226,0.111735
0.550,0.21775,77,0.042368,0.010058,0.044222,0.138180
0.550,0.21775,78,0.036304,-0.032417,-0.006882,0.133481
0.550,0.21775,79,0.054367,0.001915,0.039337,0.152081
0.550,0.21775,80,-0.057141,-0.019332,0.016672,0.060998
0.550,0.21775,81,-0.012668,0.062111,-0.031958,0.088668
0.550,0.21775,82,-0.035200,0.024043,-0.001379,0.072824
0.550,0.21775,83,0.044598,0.016953,0.020999,0.137665
0.550,0.21775,84,0.014974,-0.006588,-0.001492,0.114474
0.550,0.21775,85,-0.015029,-0.022216,-0.032341,0.087324
0.550,0.21775,86,0.011834,0.032385,0.006727,0.113389
0.550,0.21775,87,0.026597,0.005672,0.029774,0.121215
0.550,0.21775,88,0.022894,0.025149,-0.028141,0.117788
0.550,0.21775,89,0.003469,0.014591,-0.027709,0.104467
0.550,0.21775,90,0.029610,-0.015961,0.009664,0.124685
0.550,0.21775,91,0.056482,-0.006874,0.021253,0.148633
0.550,0.21775,92,0.060941,0.049330,-0.015375,0.150194
0.550,0.21775,93,0.004969,-0.031273,0.007420,0.107909
0.550,0.21775,94,-0.055909,-0.006158,-0.038462,0.057352
0.550,0.21775,95,0.047948,-0.048005,-0.034559,0.138840
0.550,0.21775,96,0.012454,0.062688,-0.016974,0.111852
0.550,0.21775,97,0.026286,-0.009299,0.033470,0.121488
0.550,0.21775,98,0.009845,-0.042802,-0.009323,0.107537
0.550,0.21775,99,0.000327,-0.053280,-0.006417,0.101918
0.550,0.21775,100,-0.002643,0.025550,-0.013182,0.098928
0.550,0.21775,101,0.024372,-0.034130,-0.004863,0.123456
0.550,0.21775,102,-0.064370,0.028133,-0.002048,0.052072
0.550,0.21775,103,0.026347,0.021198,0.030136,0.116977
0.550,0.21775,104,-0.053801,0.059646,-0.055087,0.059377
0.550,0.23105,1,-0.013328,0.056007,-0.031315,0.089479
0.550,0.23105,2,-0.002026,0.037707,-0.008197,0.102296
0.550,0.23105,3,0.008038,0.015319,-0.020340,0.103560
0.550,0.23105,4,-0.035496,-0.027875,-0.021307,0.070306
0.550,0.23105,5,0.022427,-0.003346,-0.040453,0.115403
0.550,0.23105,6,-0.029011,-0.012950,0.000303,0.073073
0.550,0.23105,7,0.013586,-0.059564,0.012440,0.110397
0.550,0.23105,8,0.071111,-0.047465,-0.007106,0.159836
0.550,0.23105,9,0.019648,-0.016436,0.014288,0.116188
0.550,0.23105,10,-0.017783,0.034469,-0.014047,0.081757
0.550,0.23105,11,0.031962,0.060937,-0.010899,0.125278
0.550,0.23105,12,0.002536,-0.005479,0.027757,0.102618
0.550,0.23105,13,0.040800,-0.005974,0.007706,0.132775
0.550,0.23105,14,-0.031497,0.074481,0.008942,0.078351
0.550,0.23105,15,-0.054601,0.033543,-0.014635,0.058076
0.550,0.23105,16,-0.035000,0.049212,-0.040158,0.073586
0.550,0.23105,17,-0.060592,-0.022645,-0.021290,0.049108
0.550,0.23105,18,-0.015335,-0.015775,-0.067216,0.088227
0.550,0.23105,19,-0.084431,-0.040650,-0.012521,0.031350
0.550,0.23105,20,-0.040098,-0.023728,0.002843,0.066920
0.550,0.23105,21,-0.039437,0.025792,-0.038718,0.069752
0.550,0.23105,22,0.006100,-0.014345,-0.009117,0.105693
0.550,0.23105,23,0.051252,-0.005998,-0.020895,0.142388
0.550,0.23105,24,0.009168,0.003146,0.012634,0.107634
0.550,0.23105,25,0.019452,0.009001,0.028702,0.116756
0.550,0.23105,26,0.046348,-0.027969,0.044337,0.139904
0.550,0.23105,27,0.006740,-0.013238,0.020704,0.104755
0.550,0.23105,28,0.013140,-0.008394,0.043063,0.107848
0.550,0.23105,29,0.036343,-0.004754,-0.038406,0.132185
0.550,0.23105,30,-0.066749,-0.045383,0.050316,0.045395
0.550,0.23105,31,-0.032406,-0.023312,0.027158,0.070401
0.550,0.23105,32,-0.010661,0.053617,0.047669,0.089865
0.550,0.23105,33,0.015441,-0.001274,-0.022724,0.110867
0.550,0.23105,34,0.035754,-0.003700,0.017152,0.126154
0.550,0.23105,35,-0.004896,-0.005721,0.006757,0.097240
0.550,0.23105,36,-0.002126,-0.030997,-0.002736,0.100103
0.550,0.23105,37,0.000743,0.003410,0.021600,0.102570
0.550,0.23105,38,-0.027912,0.019615,-0.021605,0.082102
0.550,0.23105,39,-0.026358,-0.006922,-0.034815,0.082194
0.550,0.23105,40,0.005206,-0.019535,-0.030418,0.107053
0.550,0.23105,41,0.023963,0.031959,-0.009221,0.117385
0.550,0.23105,42,-0.035799,0.010979,0.008396,0.070933
0.550,0.23105,43,0.035042,-0.016754,-0.051665,0.131602
0.550,0.23105,44,0.015510,-0.040123,-0.030048,0.111153
0.550,0.23105,45,0.002640,0.036524,-0.012966,0.101107
0.550,0.23105,46,0.005937,0.017300,-0.014939,0.106478
0.550,0.23105,47,0.043686,-0.046112,-0.003414,0.134522
0.550,0.23105,48,-0.008996,0.051846,-0.009713,0.096601
0.550,0.23105,49,-0.014484,-0.024564,0.016292,0.087003
0.550,0.23105,50,-0.062337,0.012420,0.019835,0.053990
0.550,0.23105,51,0.041452,0.060094,0.002018,0.133729
0.550,0.23105,52,-0.041807,0.019189,-0.012381,0.069745
0.550,0.23105,53,0.021568,0.016601,0.035238,0.116281
0.550,0.23105,54,-0.060968,-0.018855,0.017960,0.048300
0.550,0.23105,55,0.003158,-0.012242,0.041707,0.111059
0.550,0.23105,56,-0.023072,-0.078621,-0.001447,0.078454
0.550,0.23105,57,-0.047401,0.051304,0.030301,0.060008
0.550,0.23105,58,-0.001726,0.037731,0.002546,0.099444
0.550,0.23105,59,-0.031698,-0.005183,-0.019350,0.077541
0.550,0.23105,60,-0.009305,-0.011565,-0.024145,0.097964
0.550,0.23105,61,0.032699,0.021958,0.018157,0.126863
0.550,0.23105,62,-0.034637,0.010019,-0.025081,0.075726
0.550,0.23105,63,-0.011406,-0.024232,-0.025914,0.095227
0.550,0.23105,64,0.051408,-0.022551,-0.053588,0.141494
0.550,0.23105,65,-0.005656,-0.024835,0.002262,0.094987
0.550,0.23105,66,0.007215,-0.077674,0.033174,0.104708
0.550,0.23105,67,0.021762,-0.005087,0.021624,0.115446
0.550,0.23105,68,-0.076595,-0.021878,0.020284,0.039299
0.550,0.23105,69,0.086370,0.012906,0.030139,0.174513
0.550,0.23105,70,-0.008897,0.003587,0.012674,0.092831
0.550,0.23105,71,0.006756,0.000423,-0.058754,0.111327
0.550,0.23105,72,-0.011383,-0.006552,0.002115,0.089354
0.550,0.23105,73,0.007463,0.025445,0.004006,0.105528
0.550,0.23105,74,0.021514,-0.036739,-0.005654,0.117662
0.550,0.23105,75,0.040742,0.001934,-0.044434,0.136753
0.550,0.23105,76,-0.038158,-0.041440,0.034699,0.072363
0.550,0.23105,77,-0.021763,0.076190,0.020839,0.088821
0.550,0.23105,78,-0.019317,-0.014076,-0.033235,0.079190
0.550,0.23105,79,-0.010874,-0.042137,-0.034429,0.089628
0.550,0.23105,80,0.017531,0.010744,0.009265,0.114171
0.550,0.23105,81,0.041532,0.004098,0.000995,0.130684
0.550,0.23105,82,0.042417,-0.021974,0.025144,0.137623
0.550,0.23105,83,-0.016913,-0.072088,-0.002744,0.084883
0.550,0.23105,84,-0.044127,0.028387,0.009774,0.066884
0.550,0.23105,85,0.023972,0.000367,0.030691,0.122841
0.550,0.23105,86,-0.070275,0.041491,-0.016772,0.045023
0.550,0.23105,87,-0.018449,-0.001729,0.019601,0.088216
0.550,0.23105,88,-0.005813,0.026173,0.021130,0.097860
0.550,0.23105,89,0.006745,0.011976,-0.025242,0.116052
0.550,0.23105,90,-0.005415,-0.074730,0.036517,0.098443
0.550,0.23105,91,-0.013429,-0.013946,-0.047256,0.090432
0.550,0.23105,92,0.004539,0.066425,-0.052072,0.105912
0.550,0.23105,93,-0.039829,0.025663,0.012226,0.067035
0.550,0.23105,94,-0.065330,0.053466,-0.030321,0.049701
0.550,0.23105,95,0.030788,-0.035348,0.019031,0.131439
0.550,0.23105,96,0.009606,-0.017872,0.033889,0.105502
0.550,0.23105,97,0.024678,-0.025183,0.041544,0.118851
0.550,0.23105,98,0.006559,0.019594,0.006179,0.105360
0.550,0.23105,99,-0.031362,-0.023070,-0.015258,0.078735
0.550,0.23105,100,-0.006169,0.063964,0.015353,0.100013
0.550,0.23105,101,-0.004865,-0.005952,0.034879,0.097250
0.550,0.23105,102,-0.088611,0.059626,0.044984,0.026835
0.550,0.23105,103,-0.011757,-0.030099,0.017619,0.092588
0.550,0.23105,104,-0.012406,-0.032376,0.002087,0.089359
0.550,0.24435,1,0.010751,-0.041747,0.036211,0.111460
0.550,0.24435,2,0.015093,-0.002935,0.033036,0.113286
0.550,0.24435,3,-0.015335,0.041502,0.016164,0.089733
0.550,0.24435,4,-0.002327,-0.029799,0.002645,0.102285
0.550,0.24435,5,-0.051409,0.007166,0.039252,0.058855
0.550,0.24435,6,0.018635,0.013092,0.002980,0.118678
0.550,0.24435,7,-0.004474,-0.003349,-0.027550,0.096508
0.550,0.24435,8,-0.004382,0.027099,-0.019519,0.101733
0.550,0.24435,9,-0.018485,0.017293,0.002645,0.087399
0.550,0.24435,10,0.026644,0.052946,-0.024090,0.124618
0.550,0.24435,11,-0.004543,-0.014748,0.039334,0.094893
0.550,0.24435,12,-0.054837,0.025909,-0.026705,0.061729
0.550,0.24435,13,-0.001545,-0.006952,0.015568,0.098219
0.550,0.24435,14,-0.047699,-0.003450,0.007059,0.059711
0.550,0.24435,15,-0.055790,-0.006246,-0.013996,0.056962
0.550,0.24435,16,-0.026445,-0.061644,-0.010007,0.081717
0.550,0.24435,17,-0.010464,-0.008186,-0.014084,0.089861
0.550,0.24435,18,-0.008284,-0.014717,-0.046372,0.099101
0.550,0.24435,19,0.015806,-0.007133,-0.002728,0.108378
0.550,0.24435,20,-0.035970,0.033416,-0.047462,0.070726
0.550,0.24435,21,0.011278,0.043244,0.032788,0.109761
0.550,0.24435,22,0.000062,0.055334,0.038365,0.101026
0.550,0.24435,23,0.016946,0.015206,0.002004,0.115959
0.550,0.24435,24,-0.020402,-0.058358,-0.021860,0.085862
0.550,0.24435,25,0.014247,0.004977,-0.023672,0.112244
0.550,0.24435,26,0.044826,-0.026194,-0.014783,0.138966
0.550,0.24435,27,-0.021786,-0.008949,-0.001234,0.082495
0.550,0.24435,28,-0.007543,-0.043764,0.047807,0.098365
0.550,0.24435,29,0.003015,-0.031746,-0.002660,0.106546
0.550,0.24435,30,-0.013910,0.013844,-0.001586,0.087202
0.550,0.24435,31,-0.042936,0.036593,-0.013439,0.065924
0.550,0.24435,32,-0.004512,-0.013888,-0.009740,0.092995
0.550,0.24435,33,0.049073,0.006113,0.042079,0.140344
0.550,0.24435,34,0.016465,-0.010315,-0.012582,0.113682
0.550,0.24435,35,0.056435,0.047122,0.048859,0.143202
0.550,0.24435,36,0.023541,0.020131,-0.023959,0.120187
0.550,0.24435,37,0.031399,-0.008725,0.014311,0.127684
0.550,0.24435,38,-0.070817,-0.006927,-0.008188,0.043773
0.550,0.24435,39,-0.038231,0.004232,0.025100,0.071978
0.550,0.24435,40,0.038626,-0.040026,-0.037190,0.127676
0.550,0.24435,41,-0.024801,-0.038731,-0.001964,0.081579
0.550,0.24435,42,-0.037217,0.018672,0.017406,0.072542
0.550,0.24435,43,-0.057509,-0.037002,-0.034937,0.059195
0.550,0.24435,44,0.030533,0.006965,0.016445,0.123801
0.550,0.24435,45,-0.048577,-0.019380,0.034941,0.060078
0.550,0.24435,46,-0.008433,-0.008369,-0.001075,0.094485
0.550,0.24435,47,-0.006700,0.022864,0.014451,0.099163
0.550,0.24435,48,0.005730,0.020032,-0.010733,0.107122
0.550,0.24435,49,0.007550,-0.006234,0.029849,0.110195
0.550,0.24435,50,-0.029495,0.006907,0.000171,0.077460
0.550,0.24435,51,-0.012180,-0.060046,-0.060844,0.098825
0.550,0.24435,52,0.004076,-0.008352,-0.021757,0.102673
0.550,0.24435,53,0.011575,0.024901,0.035755,0.116179
0.550,0.24435,54,0.078054,0.038953,0.004153,0.166705
0.550,0.24435,55,-0.008248,0.029646,-0.005007,0.091393
0.550,0.24435,56,0.014099,0.048726,-0.048058,0.114252
0.550,0.24435,57,0.055028,-0.055286,0.009594,0.143811
0.550,0.24435,58,0.006070,0.009984,0.005856,0.109152
0.550,0.24435,59,-0.020133,0.053095,0.012445,0.083071
0.550,0.24435,60,0.034587,-0.057709,-0.023309,0.131208
0.550,0.24435,61,0.058698,0.030307,-0.021544,0.145202
0.550,0.24435,62,0.040054,-0.063539,0.025370,0.131652
0.550,0.24435,63,-0.006629,0.004554,-0.030118,0.092074
0.550,0.24435,64,0.054455,0.000602,-0.022988,0.145734
0.550,0.24435,65,-0.045856,-0.013888,-0.011473,0.065024
0.550,0.24435,66,0.043587,-0.031968,-0.005652,0.137868
0.550,0.24435,67,-0.052516,0.033297,0.008593,0.058730
0.550,0.24435,68,-0.037919,0.032060,-0.015195,0.071361
0.550,0.24435,69,0.028897,-0.010968,0.054041,0.123395
0.550,0.24435,70,0.021079,0.013446,0.016928,0.118025
0.550,0.24435,71,-0.015902,0.026098,0.007840,0.089441
0.550,0.24435,72,-0.033744,0.010100,-0.018695,0.078109
0.550,0.24435,73,0.016880,0.026691,0.005096,0.118272
0.550,0.24435,74,-0.022291,0.005853,0.007330,0.084611
0.550,0.24435,75,0.022957,-0.041129,-0.034782,0.116369
0.550,0.24435,76,-0.029457,-0.016539,-0.017827,0.077982
0.550,0.24435,77,0.047792,0.054081,0.010266,0.137093
0.550,0.24435,78,0.017856,0.046872,-0.008954,0.119628
0.550,0.24435,79,0.039198,0.003402,-0.018157,0.129460
0.550,0.24435,80,0.021120,-0.013024,-0.052401,0.115047
0.550,0.24435,81,0.007822,0.046274,-0.005558,0.108167
0.550,0.24435,82,-0.048630,0.048270,0.025368,0.062965
0.550,0.24435,83,-0.004965,0.003851,-0.039809,0.096376
0.550,0.24435,84,-0.094231,0.018111,0.011318,0.025239
0.550,0.24435,85,-0.002136,-0.017040,-0.005737,0.096878
0.550,0.24435,86,-0.004146,0.050452,0.009577,0.095949
0.550,0.24435,87,0.012521,0.013479,-0.004117,0.111096
0.550,0.24435,88,0.015340,0.033840,0.004526,0.115565
0.550,0.24435,89,-0.003900,0.014435,0.018887,0.099382
0.550,0.24435,90,-0.019864,0.006293,0.020906,0.082696
0.550,0.24435,91,0.000331,0.024457,0.008752,0.100766
0.550,0.24435,92,0.026750,-0.001266,-0.035052,0.122287
0.550,0.24435,93,0.034426,-0.020901,0.028095,0.127234
0.550,0.24435,94,0.002338,-0.009973,-0.001123,0.100078
0.550,0.24435,95,-0.010780,-0.006785,0.019702,0.093641
0.550,0.24435,96,0.014305,0.028039,0.025015,0.109945
0.550,0.24435,97,0.057719,-0.030661,0.020841,0.148714
0.550,0.24435,98,0.035469,0.034220,-0.020238,0.129097
0.550,0.24435,99,0.046623,0.026166,0.020541,0.133532
0.550,0.24435,100,-0.035206,-0.016677,-0.034438,0.071118
0.550,0.24435,101,-0.019394,-0.020888,-0.000439,0.082656
0.550,0.24435,102,-0.006914,0.032882,0.004963,0.095355
0.550,0.24435,103,-0.007153,0.028564,-0.017668,0.100025
0.550,0.24435,104,-0.026817,-0.017631,-0.002004,0.079575
0.550,0.25764,1,-0.006882,0.020046,0.000039,0.099936
0.550,0.25764,2,-0.011746,-0.007494,-0.010610,0.094189
0.550,0.25764,3,0.012534,0.000671,0.015254,0.107802
0.550,0.25764,4,-0.020402,0.039144,-0.008633,0.085786
0.550,0.25764,5,-0.001942,-0.025780,-0.032719,0.096654
0.550,0.25764,6,-0.002931,0.000394,-0.040893,0.095761
0.550,0.25764,7,-0.039491,0.001150,-0.032430,0.070604
0.550,0.25764,8,0.005075,-0.003210,0.055100,0.103903
0.550,0.25764,9,0.043369,-0.056076,-0.026646,0.134252
0.550,0.25764,10,0.016610,-0.015134,0.000678,0.108651
0.550,0.25764,11,-0.002901,0.013098,-0.000426,0.096285
0.550,0.25764,12,-0.005583,0.037067,-0.025335,0.098844
0.550,0.25764,13,-0.022308,-0.051434,0.008131,0.083162
0.550,0.25764,14,-0.022862,-0.004715,-0.008731,0.083102
0.550,0.25764,15,0.039092,-0.009664,-0.038165,0.133439
0.550,0.25764,16,0.011730,-0.017236,-0.036938,0.114573
0.550,0.25764,17,0.013340,-0.014223,0.021972,0.115333
0.550,0.25764,18,-0.006584,-0.004921,0.006411,0.094614
0.550,0.25764,19,0.034998,-0.025862,0.025956,0.134108
0.550,0.25764,20,0.032243,-0.019150,-0.014401,0.126957
0.550,0.25764,21,-0.010855,-0.007901,-0.020448,0.087774
0.550,0.25764,22,0.064486,0.022839,0.005176,0.150672
0.550,0.25764,23,-0.028703,0.037091,-0.000472,0.074887
0.550,0.25764,24,-0.011896,0.026348,-0.006025,0.091907
0.550,0.25764,25,-0.007207,-0.029297,-0.018794,0.096789
0.550,0.25764,26,-0.043895,0.010256,0.035540,0.066143
0.550,0.25764,27,-0.019682,-0.031939,0.014760,0.086556
0.550,0.25764,28,-0.005880,-0.008000,0.016373,0.100018
0.550,0.25764,29,0.014053,0.050254,-0.022743,0.111015
0.550,0.25764,30,-0.035389,0.037973,0.001705,0.076933
0.550,0.25764,31,-0.009294,-0.012855,-0.029486,0.091461
0.550,0.25764,32,-0.009329,0.035335,0.009436,0.095491
0.550,0.25764,33,0.009366,0.059098,0.034019,0.109938
0.550,0.25764,34,-0.044562,0.048031,0.028425,0.068116
0.550,0.25764,35,-0.012857,-0.025635,0.015407,0.090429
0.550,0.25764,36,-0.025180,0.001317,0.001969,0.082193
0.550,0.25764,37,-0.018252,0.034129,-0.008497,0.085806
0.550,0.25764,38,0.012017,0.008208,0.000523,0.111180
0.550,0.25764,39,-0.029559,-0.022039,-0.020640,0.076945
0.550,0.25764,40,-0.007439,0.013799,0.023772,0.094119
0.550,0.25764,41,0.032590,0.018308,-0.006260,0.127938
0.550,0.25764,42,0.025998,0.009657,-0.003791,0.122195
0.550,0.25764,43,-0.023725,0.041909,0.010054,0.081121
0.550,0.25764,44,-0.007986,0.017308,-0.002436,0.094535
0.550,0.25764,45,0.037701,-0.031659,0.022563,0.127588
0.550,0.25764,46,-0.022031,0.043323,-0.008180,0.083444
