step,P_esc,tau_t
8,0.000000,-1.0
16,0.000000,-1.0
24,0.000000,-1.0
32,0.000000,-1.0
40,0.000000,-1.0
48,0.000500,95976.0
56,0.004500,12416.4
64,0.009500,6704.8
72,0.013500,5297.3
80,0.019500,4062.4
88,0.028500,3043.5
96,0.041500,2264.9
104,0.050000,2027.6
112,0.062500,1735.4
120,0.074000,1560.9
128,0.089500,1365.2
136,0.110500,1161.4
144,0.125500,1073.8
152,0.140000,1007.8
160,0.152500,967.0
168,0.167000,919.4
176,0.182500,873.4
184,0.202000,815.4
192,0.214000,797.3
200,0.229500,767.1
208,0.245000,740.1
216,0.258000,723.8
224,0.267500,719.6
232,0.280000,706.2
240,0.294500,688.0
248,0.309000,671.0
256,0.323000,656.3
264,0.335500,645.9
272,0.349000,633.7
280,0.357500,632.9
288,0.371000,621.2
296,0.380000,619.2
304,0.385500,624.3
312,0.394500,621.9
320,0.405500,615.3
328,0.414000,613.7
336,0.424000,609.1
344,0.439000,595.1
352,0.448500,591.5
360,0.459500,585.1
368,0.467000,584.8
376,0.478000,578.4
384,0.492500,566.2
392,0.502000,562.3
400,0.508500,563.1
408,0.516000,562.2
416,0.530500,550.2
424,0.537500,549.9
432,0.544500,549.4
440,0.553500,545.7
448,0.562000,542.7
456,0.572500,536.6
464,0.581000,533.4
472,0.588000,532.3
480,0.594500,531.8
488,0.602500,529.0
496,0.610500,526.0
504,0.618500,523.0
512,0.626000,520.6
520,0.634500,516.6
528,0.638500,518.9
536,0.646500,515.4
544,0.652500,514.7
552,0.661000,510.3
560,0.666500,510.0
568,0.673000,508.1
576,0.678000,508.3
584,0.683500,507.6
592,0.692000,502.7
600,0.698000,501.1
608,0.704500,498.7
616,0.710500,496.9
624,0.716500,495.0
632,0.722000,493.7
640,0.727500,492.3
648,0.733500,490.0
656,0.739000,488.4
664,0.744500,486.6
672,0.746500,489.7
680,0.751500,488.4
688,0.756000,487.7
696,0.760000,487.7
704,0.765000,486.1
712,0.768500,486.6
720,0.772000,487.0
728,0.775500,487.3
736,0.780500,485.4
744,0.784500,484.8
752,0.786500,487.0
760,0.788500,489.2
768,0.793500,486.9
776,0.796500,487.4
784,0.801500,484.9
792,0.805000,484.5
800,0.808000,484.8
808,0.811500,484.2
816,0.815000,483.6
824,0.818500,482.9
832,0.820000,485.2
840,0.821000,488.3
848,0.827000,483.3
856,0.832000,479.9
864,0.835500,478.7
