step,P_esc
256,0.010000
512,0.019000
768,0.030500
1024,0.038500
1280,0.045000
1536,0.050500
1792,0.056500
2048,0.063500
2304,0.068500
2560,0.073000
2816,0.079500
3072,0.084000
3328,0.089000
3584,0.093500
3840,0.099500
4096,0.104500
4352,0.109000
4608,0.114000
4864,0.118000
5120,0.122500
5376,0.125000
5632,0.131000
5888,0.134000
6144,0.135500
6400,0.138500
6656,0.143500
6912,0.147500
7168,0.151000
7424,0.152000
7680,0.154500
7936,0.157500
8192,0.159000
8448,0.162000
8704,0.164000
8960,0.167500
9216,0.169500
9472,0.172500
9728,0.176000
9984,0.177500
10240,0.180000
10496,0.182000
10752,0.184000
11008,0.186500
11264,0.189000
11520,0.189500
11776,0.191500
12032,0.193000
12288,0.195000
12544,0.196000
12800,0.198500
13056,0.199500
13312,0.199500
13568,0.201000
13824,0.204000
14080,0.206500
14336,0.207500
14592,0.210000
14848,0.211000
15104,0.212500
15360,0.213000
15616,0.214500
15872,0.216000
16128,0.218000
16384,0.219000
16640,0.219500
16896,0.222500
17152,0.224000
17408,0.225500
17664,0.226500
17920,0.228000
18176,0.229000
18432,0.231000
18688,0.232500
18944,0.234000
19200,0.236500
19456,0.237000
19712,0.237000
19968,0.237500
20224,0.238500
20480,0.239500
20736,0.242000
20992,0.244000
21248,0.246000
21504,0.246500
21760,0.247000
22016,0.248000
22272,0.249000
22528,0.251500
22784,0.253000
23040,0.253500
23296,0.254000
23552,0.254500
23808,0.255500
24064,0.256500
24320,0.257500
24576,0.259000
24832,0.260000
25088,0.261000
25344,0.262000
25600,0.262500
25856,0.263000
26112,0.264500
26368,0.265500
26624,0.267000
26880,0.269000
27136,0.270500
27392,0.272000
27648,0.273000
27904,0.274500
28160,0.274500
28416,0.275000
28672,0.275000
28928,0.277000
29184,0.278000
29440,0.279000
29696,0.281000
29952,0.281500
30208,0.282500
30464,0.284500
30720,0.286000
30976,0.287500
31232,0.288500
31488,0.288500
31744,0.289000
32000,0.289000
32256,0.290000
32512,0.291000
32768,0.293000
33024,0.293500
33280,0.294000
33536,0.294500
33792,0.294500
34048,0.295000
34304,0.296000
34560,0.296500
34816,0.298000
35072,0.298500
35328,0.299500
35584,0.301500
35840,0.302000
36096,0.303500
36352,0.304500
36608,0.306500
36864,0.308500
37120,0.308500
37376,0.308500
37632,0.309000
37888,0.310000
38144,0.310500
38400,0.311500
38656,0.312500
38912,0.313000
39168,0.313500
39424,0.316000
39680,0.317000
39936,0.317000
40192,0.318000
40448,0.319500
40704,0.319500
40960,0.320000
41216,0.321000
41472,0.321000
41728,0.322500
41984,0.325500
42240,0.325500
42496,0.325500
42752,0.327500
43008,0.329000
43264,0.329000
43520,0.329500
43776,0.330000
44032,0.330500
44288,0.331000
44544,0.331500
44800,0.332000
45056,0.332500
