step,P_esc,tau_t
128,0.014000,9078.7
256,0.063000,3934.1
384,0.108000,3359.9
512,0.140500,3381.7
640,0.163500,3584.9
768,0.188500,3676.9
896,0.211500,3770.7
1024,0.234500,3832.0
1152,0.249500,4013.7
1280,0.270500,4058.4
1408,0.288500,4136.6
1536,0.307500,4180.2
1664,0.320500,4306.4
1792,0.336000,4376.4
1920,0.344000,4554.1
2048,0.365000,4509.7
2176,0.375500,4621.9
2304,0.387000,4707.9
2432,0.399000,4776.5
2560,0.408000,4883.2
2688,0.420500,4926.8
2816,0.428500,5033.1
2944,0.439000,5093.1
3072,0.448000,5169.9
3200,0.461000,5177.7
3328,0.469500,5249.7
3456,0.482500,5246.3
3584,0.494000,5261.2
3712,0.501000,5339.9
3840,0.513000,5337.1
3968,0.522000,5375.6
4096,0.527000,5471.1
4224,0.535500,5508.7
4352,0.541500,5581.0
4480,0.548000,5641.8
4608,0.554000,5707.0
4736,0.558000,5800.8
4864,0.566500,5819.1
4992,0.574000,5850.1
5120,0.581500,5877.8
5248,0.585000,5967.2
5376,0.589000,6046.1
5504,0.594500,6097.7
5632,0.601500,6121.4
5760,0.608000,6150.6
5888,0.612000,6219.2
6016,0.618000,6251.5
6144,0.621500,6324.0
6272,0.626000,6377.2
6400,0.629500,6445.8
6528,0.634000,6494.7
6656,0.637500,6559.4
6784,0.641000,6622.2
6912,0.644500,6683.2
7040,0.649000,6724.2
7168,0.653000,6772.3
7296,0.657000,6818.5
7424,0.661500,6853.6
7552,0.663500,6933.8
7680,0.666500,6993.8
7808,0.670000,7042.7
7936,0.674000,7080.3
8064,0.679000,7096.6
8192,0.683000,7130.6
8320,0.686500,7172.7
8448,0.690500,7203.3
8576,0.695000,7222.2
8704,0.696500,7299.7
8832,0.700500,7325.6
8960,0.703500,7370.2
9088,0.706500,7413.5
9216,0.707000,7507.4
9344,0.712000,7506.5
9472,0.714500,7556.4
9600,0.715500,7637.1
9728,0.719000,7663.5
9856,0.721000,7720.8
9984,0.724500,7744.5
10112,0.727000,7788.7
10240,0.730500,7809.7
10368,0.732500,7862.7
10496,0.736500,7869.8
10624,0.738500,7920.5
10752,0.741000,7959.0
10880,0.744000,7984.9
11008,0.747500,7998.0
11136,0.749500,8044.5
11264,0.751000,8101.8
11392,0.753500,8134.9
11520,0.755000,8190.6
11648,0.755500,8269.6
11776,0.759500,8263.7
11904,0.761000,8317.0
12032,0.764500,8320.6
12160,0.767500,8335.2
12288,0.769000,8385.8
12416,0.771000,8423.1
12544,0.773000,8459.6
12672,0.775000,8495.3
12800,0.776000,8555.5
12928,0.777500,8602.4
13056,0.781000,8596.9
13184,0.783500,8616.1
13312,0.787000,8608.0
13440,0.789500,8625.0
13568,0.791500,8654.1
13696,0.794000,8669.0
13824,0.794500,8736.6
13952,0.795500,8790.4
14080,0.796500,8843.7
14208,0.798000,8882.8
14336,0.800500,8893.6
14464,0.802500,8917.3
14592,0.804000,8954.1
14720,0.805500,8990.3
14848,0.805500,9068.5
14976,0.808000,9074.9
15104,0.809000,9123.6
15232,0.810500,9157.3
15360,0.813500,9146.5
15488,0.813500,9222.8
15616,0.815500,9239.7
15744,0.817500,9255.7
15872,0.818000,9315.9
16000,0.820000,9330.5
16128,0.821500,9359.5
16256,0.822500,9403.1
16384,0.822500,9477.2
16512,0.823000,9535.7
16640,0.825000,9546.9
16768,0.826500,9573.1
16896,0.828000,9598.6
17024,0.828000,9671.3
17152,0.829500,9695.8
17280,0.830000,9751.9
17408,0.831500,9775.3
17536,0.833500,9781.6
17664,0.834500,9820.0
17792,0.834500,9891.1
17920,0.836500,9895.4
18048,0.838000,9915.6
18176,0.840000,9918.2
18304,0.840500,9971.1
18432,0.841500,10006.5
18560,0.843000,10024.3
18688,0.844000,10058.7
18816,0.845500,10075.2
18944,0.846000,10126.1
19072,0.847000,10159.2
19200,0.847500,10209.6
19328,0.848000,10259.7
19456,0.848500,10309.6
19584,0.850500,10304.9
19712,0.852500,10299.2
19840,0.853500,10329.4
19968,0.854500,10359.1
20096,0.855000,10406.9
20224,0.855000,10473.2
