# N=500  K=10000  N_REFRESH=100  betanet=1.0  generated=2026-06-01T11:33:01.514
alpha,T,disorder,phi_a,phi_b,q12,phi_max_other
0.450,0.19048,12,0.913898,0.909750,0.831037,0.767137
0.450,0.19048,13,0.909032,0.910594,0.827055,0.767163
0.450,0.19048,14,0.909714,0.908326,0.828066,0.767342
0.450,0.19048,15,0.909490,0.909686,0.830251,0.767345
0.450,0.21698,1,0.901123,0.897034,0.806415,0.767116
0.450,0.21698,2,0.895714,0.894520,0.807150,0.767055
0.450,0.21698,3,0.897435,0.901452,0.810820,0.767296
0.450,0.21698,4,0.898080,0.901921,0.808267,0.767156
0.450,0.21698,5,0.900972,0.905645,0.820510,0.767180
0.450,0.21698,6,0.896150,0.896001,0.801473,0.766973
0.450,0.21698,7,0.904437,0.895302,0.813044,0.767178
0.450,0.21698,8,0.894065,0.902123,0.810901,0.767325
0.450,0.21698,9,0.891131,0.897874,0.794846,0.767237
0.450,0.21698,10,0.897681,0.893927,0.795396,0.767106
0.450,0.21698,11,0.901448,0.896232,0.807548,0.767194
0.450,0.21698,12,0.898758,0.898254,0.809584,0.767028
0.450,0.21698,13,0.900102,0.899382,0.817383,0.767095
0.450,0.21698,14,0.897819,0.901519,0.812059,0.767311
0.450,0.21698,15,0.897172,0.897744,0.804364,0.767086
0.450,0.24348,1,0.891214,0.886992,0.793119,0.766969
0.450,0.24348,2,0.883660,0.887855,0.785828,0.766945
0.450,0.24348,3,0.886849,0.884979,0.787870,0.766744
0.450,0.24348,4,0.889262,0.887742,0.788346,0.766995
0.450,0.24348,5,0.886714,0.890133,0.787303,0.766976
0.450,0.24348,6,0.895049,0.884413,0.792426,0.767066
0.450,0.24348,7,0.886934,0.882819,0.782192,0.767211
0.450,0.24348,8,0.888766,0.880637,0.786892,0.766876
0.450,0.24348,9,0.887518,0.882346,0.787092,0.767085
0.450,0.24348,10,0.886072,0.890297,0.787792,0.766900
0.450,0.24348,11,0.884254,0.881272,0.780762,0.766915
0.450,0.24348,12,0.884652,0.887264,0.777576,0.767119
0.450,0.24348,13,0.889225,0.889365,0.793006,0.767067
0.450,0.24348,14,0.886582,0.883115,0.778585,0.766862
0.450,0.24348,15,0.879355,0.886908,0.777378,0.767167
0.450,0.26998,1,0.875421,0.876444,0.763689,0.766604
0.450,0.26998,2,0.878440,0.876373,0.773268,0.766544
0.450,0.26998,3,0.871579,0.877080,0.766008,0.766726
0.450,0.26998,4,0.874708,0.872621,0.759512,0.766647
0.450,0.26998,5,0.872030,0.876989,0.772828,0.766611
0.450,0.26998,6,0.871786,0.874276,0.764983,0.766621
0.450,0.26998,7,0.868105,0.872088,0.772784,0.766569
0.450,0.26998,8,0.875750,0.876221,0.769842,0.766629
0.450,0.26998,9,0.872296,0.879535,0.764340,0.766545
0.450,0.26998,10,0.870249,0.877082,0.768876,0.766568
0.450,0.26998,11,0.876490,0.870509,0.760720,0.766650
0.450,0.26998,12,0.876560,0.873258,0.763621,0.766693
0.450,0.26998,13,0.874961,0.876016,0.769705,0.766731
0.450,0.26998,14,0.874812,0.872241,0.761495,0.766824
0.450,0.26998,15,0.874900,0.879275,0.775378,0.766688
0.450,0.29647,1,0.862895,0.869178,0.748320,0.766232
0.450,0.29647,2,0.859878,0.858314,0.735108,0.766397
0.450,0.29647,3,0.859619,0.486389,0.417758,0.766464
0.450,0.29647,4,0.863327,0.001085,0.000642,0.766362
0.450,0.29647,5,0.855881,0.865965,0.736174,0.766521
0.450,0.29647,6,0.861455,0.862103,0.742720,0.766236
0.450,0.29647,7,0.863908,0.865523,0.749853,0.766388
0.450,0.29647,8,0.858995,0.866016,0.736489,0.766220
0.450,0.29647,9,0.857422,0.859984,0.731796,0.766203
0.450,0.29647,10,0.863307,0.865753,0.754230,0.766017
0.450,0.29647,11,0.867597,0.855510,0.742523,0.766439
0.450,0.29647,12,0.864227,0.862509,0.746354,0.766235
0.450,0.29647,13,0.860396,0.863042,0.752530,0.766305
0.450,0.29647,14,0.003063,0.864143,0.005370,0.763031
0.450,0.29647,15,0.858178,0.863929,0.744498,0.766066
0.450,0.32297,1,-0.019828,0.003052,-0.007905,0.761379
0.450,0.32297,2,0.000984,-0.012220,0.005563,0.761667
0.450,0.32297,3,0.019258,-0.042692,0.005079,0.761606
0.450,0.32297,4,0.004950,-0.037550,-0.049000,0.761381
0.450,0.32297,5,0.032185,0.073085,-0.024021,0.761571
0.450,0.32297,6,0.029099,-0.024317,-0.028986,0.761553
0.450,0.32297,7,-0.023108,0.595826,0.001498,0.761650
0.450,0.32297,8,-0.029548,-0.020176,-0.015481,0.761377
0.450,0.32297,9,0.044072,0.010676,0.036723,0.761344
0.450,0.32297,10,-0.026602,-0.008917,-0.021613,0.761726
0.450,0.32297,11,0.037813,-0.021880,-0.003607,0.761403
0.450,0.32297,12,-0.012509,0.810243,0.001778,0.761362
0.450,0.32297,13,0.014842,0.025969,0.013574,0.761587
0.450,0.32297,14,-0.003249,-0.026532,-0.031176,0.761281
0.450,0.32297,15,0.797565,0.021821,-0.001435,0.765181
0.450,0.34947,1,-0.052523,0.053568,-0.007569,0.759780
0.450,0.34947,2,-0.027749,0.038357,-0.023313,0.759304
0.450,0.34947,3,0.052329,-0.042060,-0.011472,0.759548
0.450,0.34947,4,-0.009013,0.020567,-0.013556,0.759617
0.450,0.34947,5,-0.010010,-0.008565,-0.004242,0.759466
0.450,0.34947,6,-0.027875,0.023587,-0.002587,0.759617
0.450,0.34947,7,0.024795,-0.036456,0.013675,0.759613
0.450,0.34947,8,0.004192,-0.051857,-0.003000,0.759712
0.450,0.34947,9,-0.002223,0.008826,-0.011465,0.759770
0.450,0.34947,10,0.017503,0.011809,-0.004257,0.759784
0.450,0.34947,11,0.023062,-0.021326,-0.016221,0.759763
0.450,0.34947,12,0.019029,0.002265,-0.015682,0.759327
0.450,0.34947,13,-0.009343,0.003743,0.012126,0.759672
0.450,0.34947,14,-0.002997,0.016136,-0.028439,0.759642
0.450,0.34947,15,0.032822,0.007315,-0.004996,0.759557
0.450,0.37597,1,-0.000524,-0.026015,0.002751,0.757609
0.450,0.37597,2,0.002570,-0.023405,-0.000600,0.757290
0.450,0.37597,3,0.007355,0.006595,0.003927,0.757468
0.450,0.37597,4,0.019673,-0.009351,-0.024905,0.757300
0.450,0.37597,5,0.009262,-0.023516,0.002630,0.757402
0.450,0.37597,6,-0.011315,0.021184,-0.000885,0.757534
0.450,0.37597,7,0.049333,0.019705,0.025931,0.757747
0.450,0.37597,8,0.004140,0.014401,0.005803,0.757336
0.450,0.37597,9,-0.042986,0.016436,0.020707,0.757592
0.450,0.37597,10,-0.005035,0.011438,-0.019920,0.757244
0.450,0.37597,11,-0.017803,-0.020306,0.001366,0.757286
0.450,0.37597,12,0.015096,-0.028953,-0.003150,0.757631
0.450,0.37597,13,-0.031503,0.003510,-0.013375,0.757504
0.450,0.37597,14,-0.021447,-0.020501,-0.020397,0.757360
0.450,0.37597,15,-0.013249,-0.006639,0.005350,0.757441
0.450,0.40246,1,0.004645,0.022185,-0.016982,0.754885
0.450,0.40246,2,0.023319,0.006946,-0.005976,0.755009
0.450,0.40246,3,-0.001995,0.001414,-0.015434,0.755057
0.450,0.40246,4,0.009719,0.018095,0.014470,0.755307
0.450,0.40246,5,0.007910,-0.001628,0.009866,0.755354
0.450,0.40246,6,-0.035418,0.008226,0.013614,0.755205
0.450,0.40246,7,0.008825,-0.012439,0.018286,0.754743
0.450,0.40246,8,-0.014887,-0.033351,-0.014048,0.754738
0.450,0.40246,9,0.002429,-0.012594,0.015290,0.755462
0.450,0.40246,10,0.008390,-0.016701,0.020385,0.754719
0.450,0.40246,11,0.016170,-0.012063,-0.012975,0.755120
0.450,0.40246,12,0.007123,0.007820,-0.016963,0.754714
0.450,0.40246,13,0.019490,-0.018683,0.017210,0.755290
0.450,0.40246,14,0.016926,-0.025650,-0.000721,0.755138
0.450,0.40246,15,0.023887,0.010159,-0.002754,0.754923
0.450,0.42896,1,0.010736,0.056644,-0.013000,0.752142
0.450,0.42896,2,0.002889,0.014295,0.001941,0.752382
0.450,0.42896,3,-0.020871,-0.028663,-0.001699,0.752506
0.450,0.42896,4,0.004346,0.019866,0.003123,0.752240
0.450,0.42896,5,0.000107,-0.024955,-0.002558,0.752179
0.450,0.42896,6,0.010472,-0.004150,0.010353,0.752469
0.450,0.42896,7,0.006807,-0.000624,0.005804,0.752425
0.450,0.42896,8,0.000888,0.007089,-0.002990,0.752634
0.450,0.42896,9,0.044955,-0.016857,0.007874,0.752589
0.450,0.42896,10,-0.000405,0.028173,-0.019891,0.752319
0.450,0.42896,11,-0.013413,0.035479,0.001449,0.752580
0.450,0.42896,12,-0.005567,0.019668,-0.027773,0.752413
0.450,0.42896,13,0.033001,0.002585,0.010710,0.752450
0.450,0.42896,14,-0.012193,-0.031064,0.008549,0.751874
0.450,0.42896,15,0.013289,-0.005045,0.005043,0.751991
0.450,0.45546,1,-0.011658,-0.031060,0.016398,0.749325
0.450,0.45546,2,0.009437,0.039809,-0.015604,0.749182
0.450,0.45546,3,-0.048001,0.002851,0.000901,0.749315
0.450,0.45546,4,0.005623,-0.003171,0.031881,0.749400
0.450,0.45546,5,0.004675,-0.019713,0.027120,0.749424
0.450,0.45546,6,-0.021061,-0.023858,-0.001723,0.749230
0.450,0.45546,7,0.026198,-0.027306,-0.005167,0.749728
0.450,0.45546,8,0.004913,0.023310,0.010611,0.749543
0.450,0.45546,9,-0.005712,0.000019,-0.000839,0.749550
0.450,0.45546,10,-0.051132,0.005283,-0.004064,0.749600
0.450,0.45546,11,0.012160,0.020623,0.008541,0.749400
0.450,0.45546,12,-0.008908,-0.048931,-0.000914,0.749523
0.450,0.45546,13,-0.004724,-0.009916,0.001963,0.749523
0.450,0.45546,14,0.015654,-0.004472,0.016552,0.749487
0.450,0.45546,15,0.032426,0.007655,-0.001595,0.749401
0.450,0.48196,1,-0.013228,-0.018658,0.006665,0.746102
0.450,0.48196,2,-0.000389,0.009995,-0.014119,0.746300
0.450,0.48196,3,0.063274,0.023586,0.007329,0.746561
0.450,0.48196,4,0.016499,-0.008776,0.006629,0.745941
0.450,0.48196,5,0.005074,0.027901,0.000639,0.746005
0.450,0.48196,6,-0.015470,0.024940,0.021052,0.746173
0.450,0.48196,7,0.001788,0.021585,-0.020925,0.746207
0.450,0.48196,8,-0.007317,0.004148,-0.013656,0.745510
0.450,0.48196,9,-0.024023,-0.020156,-0.006139,0.746207
0.450,0.48196,10,-0.043394,0.003602,0.010259,0.745878
0.450,0.48196,11,-0.006850,0.015448,0.004512,0.745483
0.450,0.48196,12,-0.016081,-0.005158,-0.014021,0.746455
0.450,0.48196,13,-0.018616,-0.033660,-0.010344,0.746331
0.450,0.48196,14,-0.008489,0.023051,-0.002879,0.746390
0.450,0.48196,15,0.066959,-0.010532,-0.021816,0.746069
0.450,0.50846,1,-0.007747,-0.008900,-0.017448,0.743099
0.450,0.50846,2,-0.007473,0.000808,0.008594,0.743419
0.450,0.50846,3,0.003196,-0.013610,-0.009064,0.743166
0.450,0.50846,4,0.008523,0.005935,0.023936,0.743318
0.450,0.50846,5,-0.010757,0.011932,-0.010391,0.742909
0.450,0.50846,6,-0.026681,0.017451,0.007840,0.742728
0.450,0.50846,7,0.022282,0.000042,0.001556,0.742991
0.450,0.50846,8,-0.017743,-0.023603,0.012382,0.742945
0.450,0.50846,9,-0.029454,0.000979,-0.002115,0.742610
0.450,0.50846,10,0.012376,-0.001903,0.000391,0.742889
0.450,0.50846,11,-0.010634,-0.011893,-0.010125,0.742928
0.450,0.50846,12,-0.015048,-0.000759,-0.029705,0.742953
0.450,0.50846,13,-0.008810,-0.005521,-0.021707,0.742988
0.450,0.50846,14,-0.009652,0.013263,0.010726,0.742700
0.450,0.50846,15,0.003209,0.006553,-0.003729,0.742402
0.500,0.00500,1,0.998054,0.997562,0.995575,0.792480
0.500,0.00500,2,0.997771,0.997979,0.995656,0.792479
0.500,0.00500,3,0.998050,0.997966,0.995977,0.792177
0.500,0.00500,4,0.997797,0.997850,0.995729,0.792509
0.500,0.00500,5,0.998073,0.997691,0.995595,0.792539
0.500,0.00500,6,0.997715,0.997733,0.995877,0.792520
0.500,0.00500,7,0.997711,0.998040,0.996042,0.792633
0.500,0.00500,8,0.998057,0.997934,0.996014,0.792375
0.500,0.00500,9,0.997726,0.997683,0.995168,0.792373
0.500,0.00500,10,0.997997,0.997719,0.995710,0.792500
0.500,0.00500,11,0.998071,0.997686,0.995858,0.792228
0.500,0.00500,12,0.997991,0.997693,0.995617,0.792747
0.500,0.00500,13,0.997611,0.997996,0.995306,0.792528
0.500,0.00500,14,0.997987,0.997924,0.995783,0.792428
0.500,0.02813,1,0.986871,0.985719,0.973397,0.792601
0.500,0.02813,2,0.987025,0.986304,0.975113,0.792635
0.500,0.02813,3,0.985941,0.985807,0.971758,0.792609
0.500,0.02813,4,0.986107,0.985861,0.972094,0.792477
0.500,0.02813,5,0.986734,0.985246,0.972685,0.792620
0.500,0.02813,6,0.986087,0.985227,0.971215,0.792369
0.500,0.02813,7,0.986690,0.986979,0.974455,0.792488
0.500,0.02813,8,0.986971,0.986012,0.971401,0.792376
0.500,0.02813,9,0.987074,0.986964,0.973605,0.792499
0.500,0.02813,10,0.987147,0.984475,0.971293,0.792555
0.500,0.02813,11,0.986675,0.986519,0.973340,0.792483
0.500,0.02813,12,0.985990,0.986049,0.972504,0.792404
0.500,0.02813,13,0.986030,0.986883,0.973255,0.792363
0.500,0.02813,14,0.986168,0.986365,0.973236,0.792592
0.500,0.05126,1,0.972769,0.975221,0.951252,0.792450
0.500,0.05126,2,0.975586,0.975039,0.953233,0.792577
0.500,0.05126,3,0.975060,0.974776,0.953369,0.792262
0.500,0.05126,4,0.975213,0.974197,0.950889,0.792519
0.500,0.05126,5,0.975137,0.974092,0.948303,0.792271
0.500,0.05126,6,0.974112,0.975179,0.951073,0.792572
0.500,0.05126,7,0.976531,0.972370,0.950855,0.792524
0.500,0.05126,8,0.975514,0.974414,0.952120,0.792619
0.500,0.05126,9,0.972863,0.974180,0.949202,0.792581
0.500,0.05126,10,0.975617,0.975272,0.953956,0.792750
0.500,0.05126,11,0.974890,0.974109,0.950781,0.792455
0.500,0.05126,12,0.973731,0.975278,0.953010,0.792406
0.500,0.05126,13,0.975282,0.976061,0.950953,0.792371
0.500,0.05126,14,0.973324,0.976212,0.948490,0.792446
0.500,0.07440,1,0.962188,0.962218,0.928188,0.792496
0.500,0.07440,2,0.963958,0.964730,0.934660,0.792764
0.500,0.07440,3,0.964872,0.961503,0.928391,0.792435
0.500,0.07440,4,0.962143,0.963302,0.923633,0.792687
0.500,0.07440,5,0.966285,0.962316,0.927815,0.792491
0.500,0.07440,6,0.964251,0.965727,0.933913,0.792310
0.500,0.07440,7,0.963721,0.964609,0.928123,0.792439
0.500,0.07440,8,0.961484,0.964939,0.933643,0.792656
0.500,0.07440,9,0.962979,0.963972,0.925061,0.792575
0.500,0.07440,10,0.963066,0.964468,0.931019,0.792312
0.500,0.07440,11,0.964011,0.961165,0.927013,0.792534
0.500,0.07440,12,0.961344,0.964787,0.925697,0.792608
0.500,0.07440,13,0.965513,0.961460,0.927010,0.792495
0.500,0.07440,14,0.965024,0.963465,0.931083,0.792560
0.500,0.09753,1,0.951889,0.953407,0.906145,0.792698
0.500,0.09753,2,0.951485,0.952539,0.903410,0.792515
0.500,0.09753,3,0.951867,0.949550,0.904491,0.792569
0.500,0.09753,4,0.954129,0.953131,0.909781,0.792657
0.500,0.09753,5,0.952908,0.951714,0.905540,0.792489
0.500,0.09753,6,0.954009,0.952182,0.903851,0.792391
0.500,0.09753,7,0.953659,0.954249,0.908386,0.792550
0.500,0.09753,8,0.950881,0.953189,0.903977,0.792445
0.500,0.09753,9,0.948102,0.950962,0.899478,0.792639
0.500,0.09753,10,0.956802,0.954736,0.910920,0.792631
0.500,0.09753,11,0.954125,0.950836,0.907313,0.792538
0.500,0.09753,12,0.952219,0.952620,0.908554,0.792400
0.500,0.09753,13,0.952588,0.952152,0.910503,0.792526
0.500,0.09753,14,0.951516,0.951864,0.902408,0.792567
0.500,0.12066,1,0.942424,0.940745,0.885972,0.792473
0.500,0.12066,2,0.940615,0.940376,0.881085,0.792552
0.500,0.12066,3,0.940544,0.940972,0.882687,0.792580
0.500,0.12066,4,0.943090,0.942495,0.887502,0.792616
0.500,0.12066,5,0.936276,0.941244,0.878938,0.792611
0.500,0.12066,6,0.942761,0.940718,0.887215,0.792469
0.500,0.12066,7,0.939146,0.941112,0.879193,0.792506
0.500,0.12066,8,0.941151,0.941299,0.892625,0.792487
0.500,0.12066,9,0.938721,0.940837,0.883089,0.792411
0.500,0.12066,10,0.943685,0.943121,0.889870,0.792444
0.500,0.12066,11,0.943713,0.941396,0.887018,0.792523
0.500,0.12066,12,0.942205,0.943222,0.886353,0.792437
0.500,0.12066,13,0.941592,0.939031,0.883823,0.792413
0.500,0.12066,14,0.942819,0.941536,0.889399,0.792616
0.500,0.14379,1,0.930625,0.929096,0.865107,0.792461
0.500,0.14379,2,0.934018,0.929620,0.864717,0.792454
0.500,0.14379,3,0.928251,0.933398,0.868451,0.792602
0.500,0.14379,4,0.931713,0.929073,0.867813,0.792502
0.500,0.14379,5,0.935369,0.935731,0.874134,0.792519
0.500,0.14379,6,0.931154,0.933691,0.871776,0.792455
0.500,0.14379,7,0.928233,0.930697,0.863415,0.792311
0.500,0.14379,8,0.926393,0.930069,0.864871,0.792313
0.500,0.14379,9,0.930459,0.933707,0.868341,0.792509
0.500,0.14379,10,0.932013,0.929703,0.865250,0.792390
0.500,0.14379,11,0.929871,0.935578,0.868223,0.792411
0.500,0.14379,12,0.930064,0.929770,0.863215,0.792417
0.500,0.14379,13,0.930804,0.932412,0.869892,0.792563
0.500,0.14379,14,0.927536,0.930401,0.866752,0.792311
0.500,0.16692,1,0.915034,0.920071,0.840631,0.792297
0.500,0.16692,2,0.926454,0.919870,0.855689,0.792417
0.500,0.16692,3,0.917881,0.923730,0.852754,0.792467
0.500,0.16692,4,0.919876,0.916949,0.850981,0.792459
0.500,0.16692,5,0.916670,0.916189,0.836597,0.792431
0.500,0.16692,6,0.920079,0.921149,0.844855,0.792356
0.500,0.16692,7,0.922505,0.915988,0.843928,0.792421
0.500,0.16692,8,0.920745,0.921259,0.851204,0.792356
0.500,0.16692,9,0.919824,0.920676,0.844515,0.792312
0.500,0.16692,10,0.922997,0.922558,0.851292,0.792544
0.500,0.16692,11,0.916578,0.924149,0.845510,0.792365
0.500,0.16692,12,0.921277,0.918853,0.851047,0.792505
0.500,0.16692,13,0.918646,0.921828,0.848165,0.792500
0.500,0.16692,14,0.919183,0.922511,0.845075,0.792354
0.500,0.19006,1,0.911744,0.910199,0.829680,0.792416
0.500,0.19006,2,0.912037,0.907688,0.829060,0.792360
0.500,0.19006,3,0.911521,0.906748,0.825969,0.792416
0.500,0.19006,4,0.913162,0.907208,0.827084,0.792334
0.500,0.19006,5,0.912997,0.912566,0.831960,0.792519
0.500,0.19006,6,0.909558,0.913423,0.830931,0.792357
0.500,0.19006,7,0.910555,0.908373,0.819888,0.792397
0.500,0.19006,8,0.906451,0.907013,0.828754,0.792300
0.500,0.19006,9,0.908367,0.913852,0.832798,0.792599
0.500,0.19006,10,0.910096,0.911303,0.833700,0.792333
0.500,0.19006,11,0.907430,0.910612,0.825814,0.792424
0.500,0.19006,12,0.910564,0.906034,0.815001,0.792397
0.500,0.19006,13,0.911093,0.910435,0.828932,0.792299
0.500,0.19006,14,0.908370,0.908610,0.825887,0.792341
0.500,0.21319,1,0.902503,0.897110,0.809375,0.792183
0.500,0.21319,2,-0.030816,0.013129,-0.024118,0.791290
0.500,0.21319,3,0.895105,-0.030235,-0.022449,0.792138
0.500,0.21319,4,0.898716,0.074744,0.068359,0.792039
0.500,0.21319,5,-0.001485,0.901521,-0.004929,0.791198
0.500,0.21319,6,0.901731,0.896871,0.809663,0.792118
0.500,0.21319,7,0.002463,0.905623,-0.004788,0.791210
0.500,0.21319,8,0.406779,0.009228,-0.009215,0.791138
0.500,0.21319,9,0.897008,0.903431,0.806698,0.792332
0.500,0.21319,10,-0.030334,0.059105,-0.023026,0.791300
0.500,0.21319,11,0.053735,0.899038,0.039590,0.791079
0.500,0.21319,12,0.895426,0.900908,0.804066,0.792283
0.500,0.21319,13,0.895523,0.896829,0.797984,0.792153
0.500,0.21319,14,0.904753,-0.012959,-0.001649,0.792107
0.500,0.23632,1,0.054684,-0.016998,0.031373,0.790392
0.500,0.23632,2,-0.018853,0.000809,0.014202,0.790524
0.500,0.23632,3,-0.001994,-0.051856,0.034385,0.790377
0.500,0.23632,4,0.009740,0.035065,0.024993,0.790389
0.500,0.23632,5,-0.010989,0.013497,-0.031047,0.790529
0.500,0.23632,6,-0.063690,0.023759,0.028924,0.790351
0.500,0.23632,7,-0.053746,-0.029176,-0.057245,0.790427
0.500,0.23632,8,0.034011,0.024535,-0.034430,0.790503
0.500,0.23632,9,0.019459,-0.059251,-0.016257,0.790401
0.500,0.23632,10,0.008639,0.022654,0.011239,0.790367
0.500,0.23632,11,0.042174,0.024871,0.019024,0.790427
0.500,0.23632,12,-0.039417,-0.026410,-0.004679,0.790458
0.500,0.23632,13,-0.030362,0.022886,0.012726,0.790392
0.500,0.23632,14,-0.012813,-0.002743,-0.010865,0.790389
0.500,0.25945,1,-0.061442,-0.000716,0.004478,0.789516
0.500,0.25945,2,-0.041927,0.005678,0.014822,0.789371
0.500,0.25945,3,0.019111,0.065382,0.034139,0.789165
0.500,0.25945,4,0.022005,0.022586,0.008615,0.789445
0.500,0.25945,5,0.001613,0.015607,-0.002360,0.789400
0.500,0.25945,6,0.018032,-0.036164,0.010144,0.789381
0.500,0.25945,7,0.008376,-0.040568,0.003216,0.789429
0.500,0.25945,8,-0.029567,0.026380,0.011438,0.789659
0.500,0.25945,9,-0.025506,0.058159,0.035079,0.789354
0.500,0.25945,10,0.001421,-0.009269,0.003135,0.789460
0.500,0.25945,11,0.007680,0.020581,-0.010442,0.789459
0.500,0.25945,12,0.033248,0.012809,-0.011068,0.789368
0.500,0.25945,13,0.026862,-0.024487,0.010796,0.789425
0.500,0.25945,14,-0.005404,-0.022746,0.033000,0.789372
0.500,0.28259,1,0.039301,0.003565,-0.011008,0.787994
0.500,0.28259,2,-0.012557,0.006584,0.012525,0.788099
0.500,0.28259,3,0.029045,0.041489,-0.009500,0.788164
0.500,0.28259,4,-0.008367,0.045979,0.000373,0.788175
0.500,0.28259,5,0.013174,0.048076,0.008734,0.788275
0.500,0.28259,6,0.037245,0.047596,0.006981,0.788121
0.500,0.28259,7,0.018096,-0.028207,0.004454,0.788084
0.500,0.28259,8,-0.016873,0.003488,0.014672,0.788127
0.500,0.28259,9,-0.010706,-0.015308,0.015457,0.788152
0.500,0.28259,10,-0.008572,0.022633,0.005769,0.788078
0.500,0.28259,11,-0.012106,0.032910,0.015385,0.788141
0.500,0.28259,12,-0.023216,-0.032999,0.040774,0.788174
0.500,0.28259,13,-0.036081,-0.033349,0.020245,0.788198
0.500,0.28259,14,-0.024417,-0.040182,0.001500,0.788203
0.500,0.30572,1,0.029564,0.005558,0.025062,0.786736
0.500,0.30572,2,-0.018323,0.000325,-0.049713,0.786651
0.500,0.30572,3,0.021291,0.002077,0.003996,0.786647
0.500,0.30572,4,0.015703,-0.061988,-0.011229,0.787110
0.500,0.30572,5,-0.036772,0.017799,0.001324,0.786661
0.500,0.30572,6,0.024973,-0.016942,0.026678,0.786558
0.500,0.30572,7,-0.000439,0.008872,-0.007221,0.786721
0.500,0.30572,8,-0.067023,-0.007796,-0.002533,0.786651
0.500,0.30572,9,-0.007481,-0.010162,-0.003343,0.786896
0.500,0.30572,10,-0.012991,-0.004004,0.031132,0.786761
0.500,0.30572,11,0.017498,-0.000673,-0.005566,0.786684
0.500,0.30572,12,0.018202,-0.028902,-0.012483,0.786764
0.500,0.30572,13,-0.019547,0.005064,0.002970,0.786634
0.500,0.30572,14,-0.060213,0.022746,0.000675,0.786738
0.500,0.32885,1,-0.029466,-0.015720,0.008709,0.785058
0.500,0.32885,2,-0.031280,0.009413,0.042807,0.785102
0.500,0.32885,3,-0.015780,0.002523,0.015082,0.785029
0.500,0.32885,4,0.009931,-0.010192,-0.001238,0.785261
0.500,0.32885,5,0.024756,0.003115,0.009557,0.785083
0.500,0.32885,6,-0.003527,0.012245,0.026219,0.785396
0.500,0.32885,7,-0.022527,-0.077310,-0.015329,0.785037
0.500,0.32885,8,0.016593,-0.034141,-0.027268,0.785063
0.500,0.32885,9,-0.035891,0.032278,0.002154,0.785392
0.500,0.32885,10,0.018902,0.008789,0.003543,0.785123
0.500,0.32885,11,-0.008018,-0.005891,0.014355,0.784970
0.500,0.32885,12,-0.047855,0.011306,-0.005281,0.784897
0.500,0.32885,13,0.024604,-0.016171,0.040540,0.785323
0.500,0.32885,14,-0.005957,-0.018714,-0.004647,0.784950
0.500,0.35198,1,-0.038256,0.004761,-0.008522,0.783097
0.500,0.35198,2,-0.015146,0.008279,0.004992,0.783045
0.500,0.35198,3,0.005259,0.004159,-0.003705,0.783251
0.500,0.35198,4,-0.020639,0.021201,0.006253,0.783156
0.500,0.35198,5,0.019760,0.001208,0.015183,0.783437
0.500,0.35198,6,0.015304,-0.005946,0.020632,0.783236
0.500,0.35198,7,-0.012491,0.000889,-0.026401,0.783323
0.500,0.35198,8,0.013239,0.013301,-0.009731,0.783287
0.500,0.35198,9,-0.019264,-0.008663,0.032772,0.782909
0.500,0.35198,10,-0.013936,-0.014416,-0.024755,0.783107
0.500,0.35198,11,-0.035152,0.022788,0.004014,0.783497
0.500,0.35198,12,0.018728,-0.059988,-0.003912,0.783372
0.500,0.35198,13,-0.005557,-0.015838,-0.010870,0.783089
0.500,0.35198,14,0.013364,-0.005405,-0.002865,0.783455
0.500,0.37511,1,-0.001977,-0.004873,0.005926,0.781257
0.500,0.37511,2,0.003512,-0.009034,0.024430,0.780992
0.500,0.37511,3,-0.015130,-0.000011,-0.005486,0.781371
0.500,0.37511,4,-0.037578,-0.032281,0.012606,0.781405
0.500,0.37511,5,-0.001766,-0.013866,0.030067,0.780746
0.500,0.37511,6,-0.001745,-0.032705,-0.006383,0.781235
0.500,0.37511,7,0.013511,0.027808,-0.009112,0.781330
0.500,0.37511,8,0.010725,-0.005972,0.012237,0.780995
0.500,0.37511,9,0.012226,0.001569,-0.014331,0.780978
0.500,0.37511,10,0.055587,-0.003830,-0.002502,0.781247
0.500,0.37511,11,-0.033649,0.022282,-0.019739,0.781189
0.500,0.37511,12,0.012617,-0.006769,-0.005435,0.781365
0.500,0.37511,13,0.036301,-0.014185,0.023997,0.781177
0.500,0.37511,14,0.003110,0.003504,0.008510,0.781100
0.500,0.39825,1,0.028676,-0.015693,0.004982,0.778643
0.500,0.39825,2,0.035102,-0.027316,-0.019147,0.779179
0.500,0.39825,3,-0.008068,-0.028215,-0.004393,0.779017
0.500,0.39825,4,0.017233,-0.000550,-0.011868,0.778965
0.500,0.39825,5,-0.018271,-0.040246,0.028991,0.778631
0.500,0.39825,6,-0.005173,0.001493,0.004668,0.779051
0.500,0.39825,7,-0.047953,-0.046803,-0.007049,0.778798
0.500,0.39825,8,-0.004472,-0.050228,0.012190,0.778728
0.500,0.39825,9,-0.045272,-0.006503,-0.020232,0.778631
0.500,0.39825,10,0.011202,0.003690,0.022908,0.778901
0.500,0.39825,11,0.005675,0.001001,0.001674,0.779172
0.500,0.39825,12,0.032011,-0.008865,-0.005418,0.778874
0.500,0.39825,13,-0.047697,0.007613,0.015096,0.778622
0.500,0.39825,14,0.018779,-0.029094,-0.000218,0.778761
0.500,0.42138,1,-0.024083,-0.011595,0.016435,0.776425
