# N=500  K=10000  N_REFRESH=100  betanet=1.0  generated=2026-06-01T11:33:01.514
alpha,T,disorder,phi_a,phi_b,q12,phi_max_other
0.500,0.42138,2,-0.000034,0.002891,-0.016509,0.776429
0.500,0.42138,3,-0.012595,-0.022111,0.023771,0.775929
0.500,0.42138,4,0.028787,0.000535,0.019867,0.776221
0.500,0.42138,5,0.041502,-0.014071,0.019872,0.776811
0.500,0.42138,6,0.035916,0.013664,0.005741,0.776545
0.500,0.42138,7,0.015893,0.021562,0.005382,0.776128
0.500,0.42138,8,0.000287,-0.012413,-0.007464,0.776042
0.500,0.42138,9,-0.022723,-0.005504,-0.007348,0.776273
0.500,0.42138,10,-0.001022,0.010608,-0.006391,0.776223
0.500,0.42138,11,-0.004589,0.047573,-0.027772,0.776339
0.500,0.42138,12,-0.010124,-0.005609,0.020538,0.776387
0.500,0.42138,13,-0.005870,0.002385,0.007317,0.776147
0.500,0.42138,14,-0.001673,0.005898,-0.016933,0.776255
0.500,0.44451,1,-0.006770,0.018974,0.005912,0.773266
0.500,0.44451,2,0.003915,-0.016208,-0.008536,0.773535
0.500,0.44451,3,-0.024861,-0.005311,-0.000629,0.773329
0.500,0.44451,4,-0.002631,0.021457,-0.008416,0.773614
0.500,0.44451,5,-0.021540,0.000751,0.003336,0.773945
0.500,0.44451,6,-0.004897,-0.004364,0.038350,0.773612
0.500,0.44451,7,0.010027,-0.008631,-0.004097,0.773632
0.500,0.44451,8,-0.023989,0.004659,-0.010537,0.773396
0.500,0.44451,9,0.048108,-0.008512,-0.000143,0.773943
0.500,0.44451,10,0.003902,-0.007338,0.018252,0.772929
0.500,0.44451,11,-0.013158,-0.003365,0.002771,0.773694
0.500,0.44451,12,-0.010632,0.016510,-0.002936,0.773784
0.500,0.44451,13,0.035726,0.038292,-0.021896,0.773619
0.500,0.44451,14,-0.019117,-0.007916,0.003755,0.773994
0.550,0.00500,1,0.998046,0.998016,0.996091,0.814481
0.550,0.00500,2,0.997639,0.998047,0.995725,0.814452
0.550,0.00500,3,0.997927,0.997646,0.995532,0.814481
0.550,0.00500,4,0.997756,0.998006,0.995606,0.814642
0.550,0.00500,5,0.997813,0.997915,0.995789,0.814476
0.550,0.00500,6,0.998045,0.998026,0.995830,0.814422
0.550,0.00500,7,0.997672,0.997807,0.995605,0.814618
0.550,0.00500,8,0.997896,0.997789,0.996115,0.814449
0.550,0.00500,9,0.997692,0.998002,0.995281,0.814720
0.550,0.00500,10,0.997884,0.997995,0.995652,0.814551
0.550,0.00500,11,0.997768,0.997939,0.995992,0.814558
0.550,0.00500,12,0.998024,0.998053,0.996192,0.814433
0.550,0.00500,13,0.998067,0.997991,0.995611,0.814517
0.550,0.00500,14,0.997907,0.998018,0.995717,0.814758
0.550,0.02530,1,0.986804,0.987647,0.974412,0.814620
0.550,0.02530,2,0.986700,0.987478,0.973985,0.814639
0.550,0.02530,3,0.987220,0.987792,0.974124,0.814460
0.550,0.02530,4,0.987759,0.986920,0.974608,0.814394
0.550,0.02530,5,0.987525,0.987983,0.975039,0.814563
0.550,0.02530,6,0.986901,0.987624,0.973518,0.814567
0.550,0.02530,7,0.987788,0.986324,0.974951,0.814633
0.550,0.02530,8,0.987695,0.987951,0.976444,0.814719
0.550,0.02530,9,0.988269,0.986492,0.973846,0.814558
0.550,0.02530,10,0.987585,0.988354,0.975890,0.814514
0.550,0.02530,11,0.987626,0.986301,0.974351,0.814580
0.550,0.02530,12,0.986766,0.987130,0.973375,0.814762
0.550,0.02530,13,0.987151,0.986790,0.975146,0.814755
0.550,0.02530,14,0.987575,0.987499,0.974297,0.814440
0.550,0.04559,1,0.978024,0.977910,0.956409,0.814462
0.550,0.04559,2,0.977410,0.979239,0.957617,0.814349
0.550,0.04559,3,0.978213,0.976451,0.956006,0.814414
0.550,0.04559,4,0.977069,0.977348,0.954796,0.814812
0.550,0.04559,5,0.977959,0.975929,0.953334,0.814520
0.550,0.04559,6,0.978709,0.977516,0.955583,0.814384
0.550,0.04559,7,0.977653,0.975960,0.952890,0.814462
0.550,0.04559,8,0.975655,0.979051,0.956296,0.814656
0.550,0.04559,9,0.978341,0.977872,0.957266,0.814403
0.550,0.04559,10,0.977098,0.978515,0.957504,0.814520
0.550,0.04559,11,0.977770,0.976834,0.956111,0.814469
0.550,0.04559,12,0.975007,0.979915,0.953459,0.814524
0.550,0.04559,13,0.976549,0.975474,0.951334,0.814495
0.550,0.04559,14,0.979461,0.977426,0.956630,0.814545
0.550,0.06589,1,0.968284,0.965260,0.936705,0.814601
0.550,0.06589,2,0.969805,0.965777,0.936774,0.814618
0.550,0.06589,3,0.968835,0.970199,0.940670,0.814550
0.550,0.06589,4,0.968429,0.968239,0.939052,0.814701
0.550,0.06589,5,0.967684,0.966913,0.936375,0.814726
0.550,0.06589,6,0.965038,0.967082,0.935147,0.814578
0.550,0.06589,7,0.969605,0.966818,0.938600,0.814682
0.550,0.06589,8,0.969155,0.967339,0.938939,0.814398
0.550,0.06589,9,0.966242,0.966931,0.933156,0.814692
0.550,0.06589,10,0.968638,0.966025,0.933768,0.814691
0.550,0.06589,11,0.966853,0.966281,0.935289,0.814708
0.550,0.06589,12,0.967823,0.968561,0.934817,0.814606
0.550,0.06589,13,0.966206,0.969669,0.936517,0.814553
0.550,0.06589,14,0.968312,0.967530,0.935751,0.814595
0.550,0.08618,1,0.960467,0.959504,0.925500,0.814571
0.550,0.08618,2,0.958464,0.958389,0.918938,0.814497
0.550,0.08618,3,0.957462,0.957217,0.915858,0.814800
0.550,0.08618,4,0.958397,0.955227,0.915579,0.814322
0.550,0.08618,5,0.960186,0.957885,0.916977,0.814442
0.550,0.08618,6,0.959565,0.958805,0.918419,0.814627
0.550,0.08618,7,0.957260,0.956812,0.915568,0.814685
0.550,0.08618,8,0.958879,0.957563,0.917015,0.814380
0.550,0.08618,9,0.958566,0.956483,0.918330,0.814600
0.550,0.08618,10,0.957473,0.958331,0.920146,0.814613
0.550,0.08618,11,0.957868,0.958324,0.921994,0.814673
0.550,0.08618,12,0.958778,0.955916,0.921073,0.814802
0.550,0.08618,13,0.956293,0.960433,0.922488,0.814542
0.550,0.08618,14,0.955488,0.955186,0.911981,0.814739
0.550,0.10648,1,0.949276,0.949334,0.898799,0.814642
0.550,0.10648,2,0.947704,0.949050,0.898539,0.814567
0.550,0.10648,3,0.946868,0.947627,0.898066,0.814348
0.550,0.10648,4,0.944696,0.949975,0.895208,0.814582
0.550,0.10648,5,0.949994,0.945032,0.898191,0.814433
0.550,0.10648,6,0.948495,0.946282,0.896876,0.814506
0.550,0.10648,7,0.949424,0.948908,0.902215,0.814610
0.550,0.10648,8,0.950336,0.949403,0.905139,0.814376
0.550,0.10648,9,0.949753,0.948238,0.901750,0.814573
0.550,0.10648,10,0.949302,0.947004,0.900175,0.814492
0.550,0.10648,11,0.951663,0.947670,0.897935,0.814586
0.550,0.10648,12,0.949269,0.948633,0.898455,0.814420
0.550,0.10648,13,0.948841,0.949681,0.902619,0.814481
0.550,0.10648,14,0.944706,0.946539,0.894212,0.814566
0.550,0.12677,1,0.006773,0.106709,-0.001438,0.814463
0.550,0.12677,2,0.127809,0.182379,-0.033949,0.814572
0.550,0.12677,3,0.172894,0.079748,-0.027445,0.814393
0.550,0.12677,4,0.146692,0.071861,0.021129,0.814454
0.550,0.12677,5,0.031137,0.128995,0.028061,0.814354
0.550,0.12677,6,0.071711,0.078224,0.016118,0.814465
0.550,0.12677,7,0.317008,0.626608,0.186309,0.814430
0.550,0.12677,8,0.237000,0.099566,0.010879,0.814366
0.550,0.12677,9,0.133877,0.640214,0.131326,0.814427
0.550,0.12677,10,0.631551,0.041338,0.008414,0.814375
0.550,0.12677,11,0.109206,0.127426,-0.035085,0.814417
0.550,0.12677,12,0.032649,0.073316,-0.005255,0.814412
0.550,0.12677,13,0.008513,0.587516,0.032634,0.814433
0.550,0.12677,14,0.599466,0.142042,0.052230,0.814348
0.550,0.14707,1,-0.042432,0.061133,-0.001859,0.814255
0.550,0.14707,2,-0.048586,0.025243,-0.073795,0.814289
0.550,0.14707,3,0.020919,-0.070277,0.026075,0.814290
0.550,0.14707,4,0.019007,-0.022458,0.046570,0.814331
0.550,0.14707,5,0.042769,0.070307,0.022175,0.814287
0.550,0.14707,6,0.018834,0.020461,-0.018947,0.814283
0.550,0.14707,7,0.069830,0.061650,-0.005755,0.814268
0.550,0.14707,8,-0.046052,0.001503,0.019913,0.814303
0.550,0.14707,9,0.019322,0.027231,-0.020985,0.814217
0.550,0.14707,10,-0.023684,-0.062942,0.015995,0.814249
0.550,0.14707,11,0.028843,-0.005603,0.032893,0.814518
0.550,0.14707,12,0.018859,0.037640,-0.087324,0.814282
0.550,0.14707,13,0.011322,0.030999,-0.010987,0.814450
0.550,0.14707,14,0.029896,-0.025032,0.021901,0.814327
0.550,0.16736,1,0.010745,0.110418,0.063506,0.813943
0.550,0.16736,2,-0.012378,0.049695,0.032698,0.813905
0.550,0.16736,3,0.010721,0.046884,-0.028341,0.813936
0.550,0.16736,4,-0.039302,0.022822,0.056695,0.813945
0.550,0.16736,5,-0.026476,0.024525,-0.048983,0.814042
0.550,0.16736,6,-0.021613,0.034436,-0.007652,0.814056
0.550,0.16736,7,0.029461,-0.012159,-0.051599,0.814039
0.550,0.16736,8,0.013887,-0.041103,-0.017278,0.814114
0.550,0.16736,9,0.029025,-0.008568,-0.044790,0.814125
0.550,0.16736,10,-0.083080,0.003160,-0.006968,0.814027
0.550,0.16736,11,0.015706,0.074996,0.002440,0.813917
0.550,0.16736,12,0.073980,-0.020272,0.022538,0.814007
0.550,0.16736,13,-0.009143,0.029969,-0.058497,0.814188
0.550,0.16736,14,0.026401,-0.098618,0.002986,0.814078
0.550,0.18766,1,-0.025146,0.037079,-0.004405,0.813524
0.550,0.18766,2,0.041970,-0.046987,-0.035721,0.813620
0.550,0.18766,3,-0.008525,0.016187,-0.009122,0.813585
0.550,0.18766,4,0.031967,-0.019201,-0.017807,0.813617
0.550,0.18766,5,0.004589,0.004002,0.037337,0.813587
0.550,0.18766,6,0.007420,0.011154,0.053703,0.813599
0.550,0.18766,7,-0.034464,-0.028603,-0.022489,0.813581
0.550,0.18766,8,-0.018908,-0.010597,-0.022687,0.813697
0.550,0.18766,9,0.037403,0.064221,0.021401,0.813619
0.550,0.18766,10,0.005183,-0.018239,0.022317,0.813648
0.550,0.18766,11,-0.024186,-0.030010,-0.030405,0.813652
0.550,0.18766,12,-0.009729,0.032213,-0.004522,0.813758
0.550,0.18766,13,-0.002229,-0.030957,0.047670,0.813526
0.550,0.18766,14,-0.009060,-0.017278,-0.008056,0.813594
0.550,0.20796,1,0.030611,-0.010831,-0.001405,0.812984
0.550,0.20796,2,0.045791,-0.005427,0.020076,0.813101
0.550,0.20796,3,0.014776,0.027201,-0.009424,0.813013
0.550,0.20796,4,0.051589,-0.085094,0.011519,0.812991
0.550,0.20796,5,-0.021990,0.028346,-0.001280,0.812948
0.550,0.20796,6,-0.046422,-0.014659,0.011181,0.813070
0.550,0.20796,7,-0.014906,-0.036369,0.019205,0.813106
0.550,0.20796,8,-0.006906,0.011643,0.008113,0.813042
0.550,0.20796,9,0.029486,-0.020085,0.012403,0.813078
0.550,0.20796,10,0.000851,-0.028527,0.053788,0.812989
0.550,0.20796,11,0.019587,-0.019956,-0.017427,0.812894
0.550,0.20796,12,-0.017545,0.025283,-0.019768,0.813014
0.550,0.20796,13,0.022621,0.037307,0.007569,0.813093
0.550,0.20796,14,-0.005883,0.004630,0.017556,0.813005
0.550,0.22825,1,-0.041465,-0.037465,0.024523,0.812074
0.550,0.22825,2,-0.011965,-0.042453,0.001161,0.812420
0.550,0.22825,3,-0.019828,0.041122,-0.040754,0.812150
0.550,0.22825,4,0.014958,-0.040752,0.031551,0.812196
0.550,0.22825,5,-0.068979,0.025139,-0.070171,0.812362
0.550,0.22825,6,0.012920,-0.022847,0.003254,0.812274
0.550,0.22825,7,-0.044141,0.004720,0.023719,0.812314
0.550,0.22825,8,-0.016789,-0.026102,0.008409,0.812385
0.550,0.22825,9,-0.036212,-0.071796,-0.005022,0.812336
0.550,0.22825,10,-0.009481,-0.034320,-0.043180,0.812458
0.550,0.22825,11,0.012800,0.021148,0.010481,0.812343
0.550,0.22825,12,-0.010124,-0.005409,-0.016289,0.812198
0.550,0.22825,13,0.000975,0.010017,-0.000428,0.812146
0.550,0.22825,14,-0.000931,0.051892,-0.031225,0.812355
0.550,0.24855,1,-0.010330,0.040028,-0.012350,0.811249
0.550,0.24855,2,0.004010,0.011640,-0.001376,0.811470
0.550,0.24855,3,-0.035024,-0.018034,0.043391,0.811331
0.550,0.24855,4,0.015082,0.073102,-0.031164,0.811351
0.550,0.24855,5,-0.033499,-0.012126,0.003151,0.811339
0.550,0.24855,6,0.003816,-0.032624,-0.002826,0.811464
0.550,0.24855,7,-0.059900,0.068972,0.042866,0.811398
0.550,0.24855,8,-0.044804,-0.011177,0.013189,0.811513
0.550,0.24855,9,-0.053350,0.017618,-0.019236,0.811403
0.550,0.24855,10,-0.027370,0.028823,-0.028266,0.811469
0.550,0.24855,11,0.005222,0.005924,0.034956,0.811261
0.550,0.24855,12,-0.026810,0.000053,0.027926,0.811232
0.550,0.24855,13,0.021853,-0.034926,-0.008729,0.811343
0.550,0.24855,14,0.022288,0.007064,-0.000015,0.811378
0.550,0.26884,1,0.024173,0.005081,-0.018149,0.810317
0.550,0.26884,2,-0.017704,0.003505,0.011535,0.810197
0.550,0.26884,3,-0.079564,0.040833,-0.007360,0.810361
0.550,0.26884,4,0.043126,0.027446,0.025404,0.810327
0.550,0.26884,5,-0.013042,0.003031,-0.012809,0.810584
0.550,0.26884,6,0.022542,-0.008231,-0.011233,0.810469
0.550,0.26884,7,-0.001145,0.000557,0.022870,0.810312
0.550,0.26884,8,0.026696,0.069611,-0.011148,0.810289
0.550,0.26884,9,0.071908,-0.066172,-0.030046,0.810347
0.550,0.26884,10,-0.024623,0.006600,-0.023323,0.810271
0.550,0.26884,11,0.004584,-0.005948,0.005403,0.810319
0.550,0.26884,12,0.017828,0.008566,0.000212,0.810373
0.550,0.26884,13,0.017680,0.012863,0.014182,0.810242
0.550,0.26884,14,-0.047909,-0.001691,-0.029408,0.810341
0.550,0.28914,1,-0.013255,-0.042494,-0.004316,0.809067
0.550,0.28914,2,0.031003,-0.009419,0.049130,0.809021
0.550,0.28914,3,-0.032141,0.032296,-0.006982,0.808958
0.550,0.28914,4,-0.003452,-0.025870,0.027833,0.808966
0.550,0.28914,5,-0.044833,0.023509,-0.023950,0.809159
0.550,0.28914,6,0.005505,-0.007148,0.028058,0.809173
0.550,0.28914,7,0.036201,-0.033260,0.021306,0.809006
0.550,0.28914,8,0.032902,0.031138,-0.009722,0.808836
0.550,0.28914,9,-0.032121,0.012212,-0.004644,0.809188
0.550,0.28914,10,0.003977,-0.041904,-0.011940,0.808895
0.550,0.28914,11,-0.010535,0.019089,-0.038303,0.809107
0.550,0.28914,12,-0.010494,-0.056077,0.010711,0.808783
0.550,0.28914,13,0.017862,0.036312,-0.022803,0.809129
0.550,0.28914,14,0.026765,-0.007958,0.002810,0.808972
0.550,0.30943,1,0.002983,0.021052,-0.007428,0.807593
0.550,0.30943,2,0.007408,-0.069664,-0.005718,0.808087
0.550,0.30943,3,-0.005006,-0.001556,-0.021563,0.807497
0.550,0.30943,4,-0.003916,-0.001560,0.016746,0.807831
0.550,0.30943,5,-0.021944,-0.042673,0.027435,0.807517
0.550,0.30943,6,0.020928,-0.014091,-0.027977,0.807461
0.550,0.30943,7,0.014338,-0.022980,0.033957,0.807495
0.550,0.30943,8,0.023439,-0.006792,-0.002345,0.807680
0.550,0.30943,9,-0.003081,0.012484,0.013848,0.807583
0.550,0.30943,10,0.008835,0.002047,0.010073,0.807506
0.550,0.30943,11,-0.007513,-0.046007,0.016404,0.807560
0.550,0.30943,12,-0.047924,-0.001712,-0.027183,0.807518
0.550,0.30943,13,0.001280,-0.026512,-0.014142,0.807564
0.550,0.30943,14,-0.009209,-0.033445,0.014205,0.807664
0.550,0.32973,1,0.004021,0.043879,0.012025,0.806084
0.550,0.32973,2,-0.005685,-0.029790,-0.027656,0.806095
0.550,0.32973,3,-0.015737,-0.011318,-0.001116,0.805937
0.550,0.32973,4,0.002072,-0.018644,-0.011285,0.806078
0.550,0.32973,5,-0.013898,0.031247,0.001184,0.806251
0.550,0.32973,6,-0.026596,-0.024357,0.025703,0.805765
0.550,0.32973,7,0.004599,0.049466,-0.030797,0.806041
0.550,0.32973,8,0.021402,0.029650,-0.025361,0.805831
0.550,0.32973,9,0.002441,0.055489,-0.013585,0.805883
0.550,0.32973,10,-0.027730,-0.006339,0.021598,0.806296
0.550,0.32973,11,0.006674,-0.003969,0.006145,0.806076
0.550,0.32973,12,-0.007888,0.008797,0.030692,0.806084
0.550,0.32973,13,0.001875,-0.007192,0.004159,0.806024
0.550,0.32973,14,0.052805,-0.046808,0.020202,0.805944
0.550,0.35002,1,-0.029730,-0.027197,-0.018216,0.804209
0.550,0.35002,2,-0.023319,-0.016616,-0.004569,0.804337
0.550,0.35002,3,-0.047408,0.059374,0.002153,0.804242
0.550,0.35002,4,-0.025280,-0.001743,0.017410,0.804016
0.550,0.35002,5,0.015440,-0.020970,0.024457,0.804401
0.550,0.35002,6,0.016797,0.009838,-0.012526,0.804520
0.550,0.35002,7,-0.008236,-0.006163,-0.013857,0.804297
0.550,0.35002,8,0.023029,0.019911,-0.003374,0.804414
0.550,0.35002,9,-0.023175,0.019447,-0.034212,0.804231
0.550,0.35002,10,0.010661,-0.001623,-0.012290,0.804568
0.550,0.35002,11,-0.045010,-0.036136,0.029642,0.804183
0.550,0.35002,12,-0.065959,0.005179,0.034358,0.804250
0.550,0.35002,13,0.010007,0.022477,-0.027257,0.804154
0.550,0.35002,14,-0.003507,-0.027968,0.009226,0.804232
0.550,0.37032,1,-0.023254,0.015618,0.008245,0.802224
0.550,0.37032,2,-0.024088,0.011820,0.010160,0.802305
0.550,0.37032,3,0.015393,-0.039242,0.013366,0.802204
0.550,0.37032,4,0.009242,0.001711,0.027531,0.802350
0.550,0.37032,5,0.033821,0.012931,0.001219,0.802400
0.550,0.37032,6,-0.059504,0.025232,0.002524,0.802502
0.550,0.37032,7,0.014249,-0.007855,0.020625,0.801979
0.550,0.37032,8,-0.015366,-0.058008,0.025946,0.802382
0.550,0.37032,9,-0.034575,0.041649,0.020898,0.802193
0.550,0.37032,10,-0.007587,0.005491,0.002933,0.802567
0.550,0.37032,11,0.009418,-0.017986,0.044470,0.802578
0.550,0.37032,12,0.047554,-0.015305,-0.021842,0.802163
0.550,0.37032,13,-0.025487,0.017799,-0.010180,0.802717
0.550,0.37032,14,-0.008252,0.004070,-0.003462,0.802287
0.550,0.39061,1,0.034112,-0.020166,0.003058,0.800107
0.550,0.39061,2,-0.006455,-0.055365,-0.001448,0.800436
0.550,0.39061,3,0.015537,0.004658,0.002345,0.800075
0.550,0.39061,4,-0.033179,-0.008544,0.004786,0.800210
0.550,0.39061,5,0.002506,0.052652,-0.022359,0.800106
0.550,0.39061,6,0.003721,-0.003149,0.007115,0.800457
0.550,0.39061,7,-0.029433,0.027235,-0.002463,0.800383
0.550,0.39061,8,-0.030338,0.030017,0.010009,0.799849
0.550,0.39061,9,0.001545,-0.017515,-0.003171,0.799785
0.550,0.39061,10,-0.037072,0.018080,-0.014375,0.800029
0.550,0.39061,11,0.032145,0.003308,-0.016559,0.800297
0.550,0.39061,12,0.000958,0.021137,-0.002672,0.799973
0.550,0.39061,13,0.001587,0.020595,0.028714,0.800174
0.550,0.39061,14,-0.007320,0.021715,0.001156,0.799975
0.600,0.00500,1,0.997681,0.997680,0.995293,0.834165
0.600,0.00500,2,0.997598,0.998060,0.995717,0.833832
0.600,0.00500,3,0.998056,0.998024,0.996046,0.833993
0.600,0.00500,4,0.997649,0.998072,0.995727,0.833917
0.600,0.00500,5,0.997799,0.998024,0.995696,0.834126
0.600,0.00500,6,0.998027,0.997967,0.996097,0.834078
0.600,0.00500,7,0.997715,0.997751,0.995162,0.834132
0.600,0.00500,8,0.997675,0.997825,0.995608,0.834066
0.600,0.00500,9,0.997949,0.997997,0.995578,0.833931
0.600,0.00500,10,0.997888,0.998024,0.995882,0.834235
0.600,0.00500,11,0.997999,0.997614,0.995638,0.833870
0.600,0.00500,12,0.998007,0.997849,0.995757,0.833869
0.600,0.00500,13,0.997911,0.998047,0.996254,0.833960
0.600,0.02288,1,0.988786,0.988134,0.976228,0.834115
0.600,0.02288,2,0.987598,0.988771,0.975146,0.834068
0.600,0.02288,3,0.988079,0.988866,0.977113,0.834017
0.600,0.02288,4,0.987688,0.988952,0.976946,0.834131
0.600,0.02288,5,0.989238,0.988648,0.977800,0.834065
0.600,0.02288,6,0.989233,0.989195,0.977951,0.833896
0.600,0.02288,7,0.988834,0.988459,0.975783,0.833969
0.600,0.02288,8,0.988764,0.988146,0.978159,0.833862
0.600,0.02288,9,0.989488,0.988784,0.977542,0.834080
0.600,0.02288,10,0.988792,0.987460,0.976441,0.834330
0.600,0.02288,11,0.987948,0.988873,0.976683,0.833961
0.600,0.02288,12,0.988306,0.989081,0.978496,0.833925
0.600,0.02288,13,0.988499,0.988435,0.977036,0.833858
0.600,0.04076,1,0.756762,0.751056,0.587747,0.833844
0.600,0.04076,2,0.735610,0.763869,0.580754,0.833877
0.600,0.04076,3,0.774652,0.770867,0.562444,0.833810
0.600,0.04076,4,0.713061,0.743909,0.502040,0.833936
0.600,0.04076,5,0.706316,0.794973,0.568078,0.833946
0.600,0.04076,6,0.763143,0.755646,0.560572,0.834097
0.600,0.04076,7,0.761144,0.764448,0.577809,0.834014
0.600,0.04076,8,0.742209,0.721972,0.529873,0.833838
0.600,0.04076,9,0.724112,0.733927,0.551308,0.834057
0.600,0.04076,10,0.755779,0.728913,0.538956,0.833892
0.600,0.04076,11,0.760190,0.741222,0.595613,0.833927
0.600,0.04076,12,0.736223,0.767351,0.571531,0.833946
0.600,0.04076,13,0.745784,0.756816,0.575288,0.833922
0.600,0.05863,1,0.540883,0.504020,0.281525,0.834093
0.600,0.05863,2,0.487207,0.501292,0.243277,0.833948
0.600,0.05863,3,0.437197,0.529335,0.231784,0.833947
0.600,0.05863,4,0.447828,0.513704,0.227373,0.833925
0.600,0.05863,5,0.490678,0.506477,0.288971,0.833977
0.600,0.05863,6,0.475471,0.531018,0.240970,0.833983
0.600,0.05863,7,0.504624,0.528454,0.330613,0.834110
0.600,0.05863,8,0.466260,0.506252,0.271830,0.833892
0.600,0.05863,9,0.466923,0.495066,0.237710,0.834082
0.600,0.05863,10,0.594141,0.465844,0.312246,0.834013
0.600,0.05863,11,0.527682,0.553953,0.267330,0.834019
0.600,0.05863,12,0.460808,0.488381,0.241341,0.834002
0.600,0.05863,13,0.544893,0.519757,0.328050,0.833918
0.600,0.07651,1,0.248517,0.321044,0.038106,0.833995
0.600,0.07651,2,0.326863,0.331307,0.142425,0.833888
0.600,0.07651,3,0.296925,0.305979,0.062958,0.833820
0.600,0.07651,4,0.268434,0.291078,0.056887,0.833885
0.600,0.07651,5,0.250458,0.255264,0.054920,0.834163
0.600,0.07651,6,0.365544,0.246106,0.085384,0.834001
0.600,0.07651,7,0.329684,0.297476,0.209441,0.833937
0.600,0.07651,8,0.313229,0.301416,0.081532,0.833994
0.600,0.07651,9,0.282798,0.295781,0.095392,0.834100
0.600,0.07651,10,0.301995,0.279949,0.071651,0.833873
0.600,0.07651,11,0.337590,0.382498,0.092277,0.834069
0.600,0.07651,12,0.288725,0.261306,0.086411,0.833959
0.600,0.07651,13,0.289902,0.345494,0.116787,0.834117
0.600,0.09439,1,0.173391,0.146965,0.060578,0.833995
0.600,0.09439,2,0.205439,0.108344,0.030461,0.834012
0.600,0.09439,3,0.187693,0.167530,0.049437,0.834018
0.600,0.09439,4,0.135569,0.125299,0.046790,0.833863
0.600,0.09439,5,0.085066,0.096107,-0.007556,0.834006
0.600,0.09439,6,0.184705,0.119548,0.009257,0.833952
0.600,0.09439,7,0.111161,0.155288,-0.027405,0.833849
0.600,0.09439,8,0.110785,0.112612,-0.043369,0.834052
0.600,0.09439,9,0.185590,0.113666,0.089939,0.833904
0.600,0.09439,10,0.226926,0.172105,0.030681,0.833938
0.600,0.09439,11,0.201801,0.225213,0.069399,0.834105
0.600,0.09439,12,0.170453,0.125071,0.037754,0.833982
0.600,0.09439,13,0.193327,0.138981,0.066165,0.833974
0.600,0.11227,1,0.064330,0.019576,0.041505,0.833917
0.600,0.11227,2,0.058208,0.062658,0.052455,0.834001
0.600,0.11227,3,0.088239,0.129340,-0.022550,0.833905
0.600,0.11227,4,0.066676,0.091874,-0.014160,0.834055
0.600,0.11227,5,0.096313,0.069145,0.010146,0.833985
0.600,0.11227,6,0.009932,0.093766,0.034203,0.833908
0.600,0.11227,7,0.047195,0.051841,0.030597,0.833961
0.600,0.11227,8,0.113335,0.035654,0.023609,0.833794
0.600,0.11227,9,0.092531,0.066135,-0.003438,0.833855
0.600,0.11227,10,0.031994,0.014383,0.078373,0.833908
0.600,0.11227,11,0.014094,0.051920,0.019815,0.833870
0.600,0.11227,12,0.067483,0.114137,0.052914,0.833995
0.600,0.11227,13,0.102077,0.073962,-0.052148,0.833962
0.600,0.13015,1,-0.053058,0.010034,0.014974,0.833787
0.600,0.13015,2,0.064235,-0.001716,0.006158,0.833886
0.600,0.13015,3,0.007020,-0.047834,-0.029141,0.833987
0.600,0.13015,4,-0.076784,0.019653,0.003551,0.833687
0.600,0.13015,5,0.038405,-0.021599,-0.017528,0.833910
0.600,0.13015,6,-0.017504,0.022528,0.002736,0.833801
0.600,0.13015,7,-0.025808,0.030840,0.027965,0.833733
0.600,0.13015,8,0.033998,0.058029,-0.021524,0.833961
0.600,0.13015,9,-0.004822,0.029038,-0.029644,0.833969
0.600,0.13015,10,0.003732,-0.075998,-0.017676,0.833870
0.600,0.13015,11,0.000548,-0.031546,-0.028400,0.833841
0.600,0.13015,12,0.151029,0.094944,0.044905,0.833791
0.600,0.13015,13,0.009173,0.071043,0.020049,0.833758
0.600,0.14802,1,-0.036882,0.031908,0.023319,0.833589
0.600,0.14802,2,0.025346,-0.000089,-0.070476,0.833694
0.600,0.14802,3,0.017239,0.028880,-0.024682,0.833611
0.600,0.14802,4,0.004133,0.085944,0.002785,0.833587
0.600,0.14802,5,0.043567,-0.008397,-0.002657,0.833639
0.600,0.14802,6,0.052039,0.008287,-0.008209,0.833612
0.600,0.14802,7,-0.029660,-0.053656,0.021420,0.833725
0.600,0.14802,8,-0.066461,0.037094,0.026559,0.833644
0.600,0.14802,9,0.020967,0.032950,-0.008741,0.833562
0.600,0.14802,10,0.023107,0.018645,-0.043591,0.833635
0.600,0.14802,11,0.041024,-0.002919,0.027017,0.833528
0.600,0.14802,12,-0.007003,-0.025620,-0.062444,0.833747
0.600,0.14802,13,-0.007566,0.034048,-0.036631,0.833676
0.600,0.16590,1,0.007027,0.037430,-0.009504,0.833441
0.600,0.16590,2,-0.040001,0.034048,-0.008768,0.833365
0.600,0.16590,3,0.032488,-0.012252,0.009828,0.833289
0.600,0.16590,4,-0.055126,0.042291,-0.017069,0.833346
0.600,0.16590,5,-0.051343,-0.031198,0.011589,0.833355
0.600,0.16590,6,0.008750,-0.031854,-0.008816,0.833189
0.600,0.16590,7,0.004670,0.013881,0.008072,0.833330
0.600,0.16590,8,-0.063355,-0.040633,-0.040660,0.833204
0.600,0.16590,9,0.052113,0.008571,0.026968,0.833336
0.600,0.16590,10,-0.000543,0.042965,0.003725,0.833282
0.600,0.16590,11,-0.037174,0.008126,-0.022986,0.833339
0.600,0.16590,12,-0.013518,0.053502,0.053799,0.833388
