step,P_esc
8,0.004000
16,0.005500
24,0.007000
32,0.008000
40,0.009500
48,0.011000
56,0.011000
64,0.012500
72,0.013000
80,0.013000
88,0.013500
96,0.014500
104,0.015000
112,0.017000
120,0.018000
128,0.018000
136,0.019000
144,0.020000
152,0.021000
160,0.022500
168,0.023000
176,0.023500
184,0.023500
192,0.025000
200,0.026000
208,0.026500
216,0.028000
224,0.029000
232,0.030000
240,0.030500
248,0.030500
256,0.030500
264,0.030500
272,0.030500
280,0.033000
288,0.033000
296,0.033500
304,0.033500
312,0.034500
320,0.034500
328,0.036000
336,0.036000
344,0.037500
352,0.040000
360,0.041000
368,0.042000
376,0.042000
384,0.042500
392,0.043500
400,0.045000
408,0.046500
416,0.046500
424,0.047000
432,0.047000
440,0.048000
448,0.048500
456,0.049000
464,0.049000
472,0.050500
480,0.052000
488,0.052500
496,0.052500
504,0.052500
512,0.053000
520,0.053000
528,0.056000
536,0.056500
544,0.058000
552,0.060000
560,0.060000
568,0.060000
576,0.061000
584,0.061000
592,0.061000
600,0.061000
608,0.061500
616,0.062000
624,0.062500
632,0.063500
640,0.063500
648,0.064000
656,0.064500
664,0.065000
672,0.066500
680,0.067500
688,0.068500
696,0.068500
704,0.070000
712,0.070500
720,0.071000
728,0.072000
736,0.073000
744,0.074000
752,0.074500
760,0.075000
768,0.076500
776,0.077000
784,0.077500
792,0.078000
800,0.078500
808,0.078500
816,0.078500
824,0.078500
832,0.079500
840,0.080500
848,0.082000
856,0.083500
864,0.083500
872,0.084000
880,0.084000
888,0.085000
896,0.087000
904,0.087500
912,0.088500
920,0.089000
928,0.089500
936,0.090500
944,0.091500
952,0.093500
960,0.093500
968,0.094000
976,0.094000
984,0.094000
992,0.095500
1000,0.095500
1008,0.096000
1016,0.096500
1024,0.097500
1032,0.099000
1040,0.099000
1048,0.099000
1056,0.100500
1064,0.101000
1072,0.102500
1080,0.104000
1088,0.104500
1096,0.104500
1104,0.104500
1112,0.105500
1120,0.106500
1128,0.107000
1136,0.107500
1144,0.108000
1152,0.108000
1160,0.109000
1168,0.109500
1176,0.109500
1184,0.111000
1192,0.112000
1200,0.112000
1208,0.113000
1216,0.113000
1224,0.113000
1232,0.113000
1240,0.113500
1248,0.114500
1256,0.115500
1264,0.116500
1272,0.117000
1280,0.117000
1288,0.117000
1296,0.117500
1304,0.119500
1312,0.120500
1320,0.120500
1328,0.120500
1336,0.121000
1344,0.122000
1352,0.122500
1360,0.123500
1368,0.124000
1376,0.124000
1384,0.124000
1392,0.124500
1400,0.125500
1408,0.125500
1416,0.126000
1424,0.126500
1432,0.127000
1440,0.127000
1448,0.127000
1456,0.129000
1464,0.129000
1472,0.130000
1480,0.130500
1488,0.131500
1496,0.133000
1504,0.133500
1512,0.136000
1520,0.136500
1528,0.137000
1536,0.138000
1544,0.138000
1552,0.138000
1560,0.138500
1568,0.139000
1576,0.139000
1584,0.140500
1592,0.141500
1600,0.141500
1608,0.142500
1616,0.143000
1624,0.143000
1632,0.143000
1640,0.143000
1648,0.143500
1656,0.144500
1664,0.146000
1672,0.146000
1680,0.146000
1688,0.147000
1696,0.147000
1704,0.147500
1712,0.149000
1720,0.149000
1728,0.150500
1736,0.151000
1744,0.152000
1752,0.152000
1760,0.153000
1768,0.154000
1776,0.155500
1784,0.156000
1792,0.156000
1800,0.156500
1808,0.157000
1816,0.157000
1824,0.159000
1832,0.159000
1840,0.162000
1848,0.162000
1856,0.162000
1864,0.162500
1872,0.162500
1880,0.163000
1888,0.163500
1896,0.164500
1904,0.165000
1912,0.165000
1920,0.165000
1928,0.165000
1936,0.165000
1944,0.165500
1952,0.166500
1960,0.167000
1968,0.167500
1976,0.168500
1984,0.168500
1992,0.169000
2000,0.169000
2008,0.170000
2016,0.171000
2024,0.171000
2032,0.171000
2040,0.172500
2048,0.172500
2056,0.173000
2064,0.174000
2072,0.174000
2080,0.175000
2088,0.175500
2096,0.176000
2104,0.177000
2112,0.177500
2120,0.177500
2128,0.177500
2136,0.177500
2144,0.178000
2152,0.178500
2160,0.179500
2168,0.179500
2176,0.180000
2184,0.180000
2192,0.180500
2200,0.181500
2208,0.181500
2216,0.181500
2224,0.182000
2232,0.183000
2240,0.183500
2248,0.183500
2256,0.184000
2264,0.184000
2272,0.184000
2280,0.184500
2288,0.185500
2296,0.186500
2304,0.187000
2312,0.187000
2320,0.187000
2328,0.187000
2336,0.187000
2344,0.187500
2352,0.187500
2360,0.188500
2368,0.189500
2376,0.189500
2384,0.189500
2392,0.189500
2400,0.190000
2408,0.191000
2416,0.191000
2424,0.192000
2432,0.193000
2440,0.193000
2448,0.193500
2456,0.194500
2464,0.194500
2472,0.195000
2480,0.195000
2488,0.196500
2496,0.197000
2504,0.197500
2512,0.198000
2520,0.198500
2528,0.199000
2536,0.199500
2544,0.200500
2552,0.201000
2560,0.201500
2568,0.201500
2576,0.201500
2584,0.202500
2592,0.203000
2600,0.203000
2608,0.203000
2616,0.203500
2624,0.204000
2632,0.204000
2640,0.204000
2648,0.204500
2656,0.204500
2664,0.204500
2672,0.205000
2680,0.205000
2688,0.205500
2696,0.206000
2704,0.207000
2712,0.207500
2720,0.207500
2728,0.208500
2736,0.208500
2744,0.208500
2752,0.209000
2760,0.209000
2768,0.209000
2776,0.210500
2784,0.210500
2792,0.211000
2800,0.211000
2808,0.212000
2816,0.212000
2824,0.212500
2832,0.212500
2840,0.213000
2848,0.213000
2856,0.213000
2864,0.213500
2872,0.214500
2880,0.214500
2888,0.214500
2896,0.214500
2904,0.214500
2912,0.214500
2920,0.215000
2928,0.215000
2936,0.215500
2944,0.215500
2952,0.216500
2960,0.217000
2968,0.218000
2976,0.218500
2984,0.218500
2992,0.218500
3000,0.218500
3008,0.219000
3016,0.219500
3024,0.220500
3032,0.221000
3040,0.221500
3048,0.221500
3056,0.221500
3064,0.222500
3072,0.222500
3080,0.223000
3088,0.223000
3096,0.223000
3104,0.223500
3112,0.225000
3120,0.226000
3128,0.226000
3136,0.226500
3144,0.229000
3152,0.229500
3160,0.230000
3168,0.230000
3176,0.230500
3184,0.230500
3192,0.231000
3200,0.231000
3208,0.231000
3216,0.231500
3224,0.232000
3232,0.232000
3240,0.232000
3248,0.232500
3256,0.233500
3264,0.233500
3272,0.234000
3280,0.234000
3288,0.234000
3296,0.234500
3304,0.235000
3312,0.235500
3320,0.235500
3328,0.235500
3336,0.236000
3344,0.237000
3352,0.237000
3360,0.238500
3368,0.239000
3376,0.239000
3384,0.239500
3392,0.239500
3400,0.240000
3408,0.240000
3416,0.240500
3424,0.240500
3432,0.240500
3440,0.240500
3448,0.240500
3456,0.241000
3464,0.241500
3472,0.242000
3480,0.242500
3488,0.243000
3496,0.243000
3504,0.243000
3512,0.244000
3520,0.246000
3528,0.247000
3536,0.247500
3544,0.247500
3552,0.248000
3560,0.248000
3568,0.248000
3576,0.249000
3584,0.249500
3592,0.249500
3600,0.249500
3608,0.250500
3616,0.251000
3624,0.251500
3632,0.252000
3640,0.252000
3648,0.252000
3656,0.252000
3664,0.252000
3672,0.252000
3680,0.252000
3688,0.252500
3696,0.252500
3704,0.252500
3712,0.252500
3720,0.252500
3728,0.252500
3736,0.254000
3744,0.254500
3752,0.254500
3760,0.254500
3768,0.255000
3776,0.255000
3784,0.256000
3792,0.256000
3800,0.256500
3808,0.256500
3816,0.256500
3824,0.257500
3832,0.257500
3840,0.257500
3848,0.257500
3856,0.258500
3864,0.259000
3872,0.259000
3880,0.259000
3888,0.259000
3896,0.260500
3904,0.261000
3912,0.261000
3920,0.262000
3928,0.263000
3936,0.263500
3944,0.265000
3952,0.265000
3960,0.265500
3968,0.265500
3976,0.265500
3984,0.266000
3992,0.266500
4000,0.267000
4008,0.267000
4016,0.268000
4024,0.268000
4032,0.268000
4040,0.268500
4048,0.269000
4056,0.269000
4064,0.270000
4072,0.270000
4080,0.270000
4088,0.270000
4096,0.270000
4104,0.270500
4112,0.271500
4120,0.271500
4128,0.272000
4136,0.272000
4144,0.272500
4152,0.273000
4160,0.273000
4168,0.273500
4176,0.273500
4184,0.274000
4192,0.274000
4200,0.275000
4208,0.275500
4216,0.276000
4224,0.276500
4232,0.277000
4240,0.277000
4248,0.277500
4256,0.277500
4264,0.278000
4272,0.278500
4280,0.278500
4288,0.278500
4296,0.278500
4304,0.278500
4312,0.278500
4320,0.278500
4328,0.279000
4336,0.279000
4344,0.279500
4352,0.279500
4360,0.279500
4368,0.279500
4376,0.279500
4384,0.280000
4392,0.280000
4400,0.280000
4408,0.280000
4416,0.281000
4424,0.281000
4432,0.281500
4440,0.282000
4448,0.282500
4456,0.282500
4464,0.282500
4472,0.282500
4480,0.282500
4488,0.282500
4496,0.282500
4504,0.282500
4512,0.282500
4520,0.282500
4528,0.282500
4536,0.283000
4544,0.283500
4552,0.283500
4560,0.284000
4568,0.284000
4576,0.284500
4584,0.284500
4592,0.284500
4600,0.285000
4608,0.285000
4616,0.285000
4624,0.285000
4632,0.285000
4640,0.285000
4648,0.285500
4656,0.285500
4664,0.287000
4672,0.287500
4680,0.288000
4688,0.288000
4696,0.288000
4704,0.288000
4712,0.288000
4720,0.288000
4728,0.288000
4736,0.288500
4744,0.288500
4752,0.289500
4760,0.290000
4768,0.290500
4776,0.291500
4784,0.291500
4792,0.292000
4800,0.292500
4808,0.292500
4816,0.293000
4824,0.293000
4832,0.293000
4840,0.293000
4848,0.294000
4856,0.294500
4864,0.294500
4872,0.295500
4880,0.295500
4888,0.295500
4896,0.296000
4904,0.297000
4912,0.297000
4920,0.297500
4928,0.298000
4936,0.299000
4944,0.299000
4952,0.299000
4960,0.299000
4968,0.299000
4976,0.299000
4984,0.299500
4992,0.299500
5000,0.299500
5008,0.299500
5016,0.299500
5024,0.299500
5032,0.299500
5040,0.300000
5048,0.300000
5056,0.300000
5064,0.300500
5072,0.300500
5080,0.301000
5088,0.301000
5096,0.301000
5104,0.301000
5112,0.301500
5120,0.302000
5128,0.302000
5136,0.302500
5144,0.302500
5152,0.302500
5160,0.302500
5168,0.303000
5176,0.303000
5184,0.303000
5192,0.304000
5200,0.304500
5208,0.304500
5216,0.305500
5224,0.306000
5232,0.306000
5240,0.307000
5248,0.307000
5256,0.307500
5264,0.308000
5272,0.308000
5280,0.309000
5288,0.309000
5296,0.309500
5304,0.309500
5312,0.310000
5320,0.310000
5328,0.310000
5336,0.310500
5344,0.310500
5352,0.311500
5360,0.312000
5368,0.312000
5376,0.312000
5384,0.312000
5392,0.312000
5400,0.312000
5408,0.312500
5416,0.313000
5424,0.313500
5432,0.313500
5440,0.314500
5448,0.315500
5456,0.315500
5464,0.315500
5472,0.316500
5480,0.317500
5488,0.317500
5496,0.318000
5504,0.318000
5512,0.318000
5520,0.318000
5528,0.318000
5536,0.318000
5544,0.318000
5552,0.318000
5560,0.318000
5568,0.318500
5576,0.318500
5584,0.319000
5592,0.319000
5600,0.320000
5608,0.320000
5616,0.320000
5624,0.320000
5632,0.320000
5640,0.320000
5648,0.320000
5656,0.320000
5664,0.320000
5672,0.320000
5680,0.320500
5688,0.321000
5696,0.321000
5704,0.321500
5712,0.321500
5720,0.321500
5728,0.321500
5736,0.322000
5744,0.322500
5752,0.322500
5760,0.322500
5768,0.322500
5776,0.323000
5784,0.323000
5792,0.323000
5800,0.323000
5808,0.323000
5816,0.323500
5824,0.323500
5832,0.323500
5840,0.323500
5848,0.323500
5856,0.323500
5864,0.324500
5872,0.324500
5880,0.324500
5888,0.325000
5896,0.325500
5904,0.325500
5912,0.325500
5920,0.325500
5928,0.325500
5936,0.325500
