step,P_esc,tau_t
16,0.000000,-1.0
32,0.000000,-1.0
48,0.004500,10642.6
64,0.019500,3249.9
80,0.041500,1887.4
96,0.064000,1451.5
112,0.095500,1115.8
128,0.133000,896.9
144,0.164500,801.2
160,0.192000,750.5
176,0.218000,715.7
192,0.238000,706.4
208,0.259000,693.9
224,0.286500,663.6
240,0.314500,635.6
256,0.340000,616.1
272,0.366500,595.8
288,0.384500,593.4
304,0.403000,589.3
320,0.426500,575.5
336,0.445000,570.7
352,0.469500,555.3
368,0.486000,552.9
384,0.510000,538.3
400,0.528000,532.8
416,0.543000,531.2
432,0.561000,524.7
448,0.576000,522.1
464,0.593000,516.2
480,0.609000,511.2
496,0.621000,511.2
512,0.628500,517.1
528,0.639500,517.5
544,0.657500,507.7
560,0.667500,508.6
576,0.682000,502.7
592,0.690500,504.8
608,0.704000,499.4
624,0.713500,499.2
640,0.724000,497.1
656,0.736500,491.9
672,0.747000,489.0
688,0.755000,489.2
704,0.763000,489.0
720,0.770500,489.2
736,0.777500,489.7
752,0.785000,489.2
768,0.792500,488.4
784,0.804000,481.1
800,0.810500,481.0
816,0.817000,480.5
832,0.824000,478.9
848,0.828500,481.0
864,0.836500,477.1
880,0.843000,475.3
896,0.848000,475.6
912,0.854500,473.1
928,0.861500,469.4
944,0.865000,471.4
960,0.870000,470.5
976,0.872500,473.9
992,0.879000,469.7
1008,0.885000,466.1
1024,0.890000,463.9
1040,0.896000,459.5
1056,0.899000,460.6
1072,0.901000,463.5
1088,0.903500,465.3
1104,0.906500,465.9
1120,0.909500,466.2
1136,0.911500,468.5
1152,0.915000,467.3
1168,0.918500,465.9
1184,0.919500,469.9
1200,0.922500,469.2
1216,0.926000,467.0
1232,0.928000,468.2
1248,0.930500,468.0
1264,0.934000,465.0
1280,0.937000,463.0
1296,0.938500,464.7
1312,0.940500,465.0
1328,0.943000,463.6
1344,0.947000,457.5
1360,0.948500,458.5
1376,0.948500,463.9
1392,0.950000,464.7
1408,0.952500,462.1
1424,0.953500,464.1
1440,0.955000,464.4
1456,0.957500,461.0
1472,0.958000,464.3
1488,0.959500,464.1
1504,0.963500,454.3
1520,0.966000,449.5
1536,0.966500,452.3
1552,0.968000,450.9
1568,0.970000,447.2
1584,0.971500,445.2
1600,0.972500,445.2
1616,0.973000,447.4
1632,0.974500,444.8
1648,0.976000,441.9
1664,0.977500,438.6
1680,0.977500,442.8
1696,0.977500,447.0
1712,0.977500,451.2
1728,0.978000,452.7
1744,0.980500,442.9
1760,0.981000,444.1
1776,0.981500,445.1
1792,0.985000,426.7
1808,0.985500,427.1
1824,0.985500,430.8
1840,0.986500,427.4
1856,0.987500,423.5
1872,0.987500,427.2
1888,0.988000,426.9
1904,0.988500,426.4
1920,0.989000,425.7
1936,0.989500,424.9
1952,0.989500,428.4
1968,0.990000,427.3
1984,0.990500,426.1
2000,0.991000,424.6
2016,0.991500,422.8
2032,0.991500,426.2
2048,0.992000,424.2
2064,0.992000,427.5
2080,0.993000,419.2
2096,0.993500,416.2
2112,0.993500,419.4
2128,0.993500,422.6
2144,0.994000,419.1
2160,0.994000,422.2
2176,0.994000,425.3
2192,0.994000,428.5
2208,0.994000,431.6
2224,0.994000,434.7
2240,0.994000,437.8
2256,0.994500,433.6
2272,0.994500,436.7
2288,0.994500,439.7
2304,0.994500,442.8
2320,0.995000,437.9
2336,0.995000,440.9
2352,0.995000,443.9
2368,0.995000,446.9
2384,0.995000,450.0
2400,0.995000,453.0
2416,0.995000,456.0
2432,0.995500,450.1
2448,0.995500,453.0
2464,0.995500,456.0
2480,0.995500,458.9
2496,0.995500,461.9
2512,0.995500,464.9
2528,0.995500,467.8
2544,0.995500,470.8
2560,0.995500,473.8
2576,0.995500,476.7
2592,0.995500,479.7
2608,0.996500,461.2
2624,0.997000,451.7
2640,0.997500,440.6
2656,0.997500,443.3
2672,0.997500,446.0
2688,0.997500,448.6
2704,0.998000,435.1
2720,0.998000,437.7
2736,0.998000,440.3
2752,0.998000,442.8
2768,0.998500,425.7
2784,0.998500,428.2
2800,0.998500,430.6
2816,0.998500,433.1
2832,0.998500,435.5
2848,0.998500,438.0
2864,0.998500,440.5
2880,0.998500,442.9
2896,0.998500,445.4
2912,0.998500,447.8
2928,0.998500,450.3
2944,0.998500,452.8
2960,0.998500,455.2
2976,0.998500,457.7
2992,0.998500,460.1
3008,0.998500,462.6
3024,0.999000,437.8
3040,0.999500,400.0
3056,0.999500,402.1
3072,0.999500,404.2
3088,0.999500,406.3
3104,0.999500,408.4
3120,0.999500,410.5
3136,0.999500,412.6
3152,0.999500,414.7
3168,0.999500,416.8
3184,1.000000,-1.0
3200,1.000000,-1.0
3216,1.000000,-1.0
3232,1.000000,-1.0
3248,1.000000,-1.0
3264,1.000000,-1.0
3280,1.000000,-1.0
3296,1.000000,-1.0
3312,1.000000,-1.0
3328,1.000000,-1.0
3344,1.000000,-1.0
3360,1.000000,-1.0
3376,1.000000,-1.0
3392,1.000000,-1.0
3408,1.000000,-1.0
3424,1.000000,-1.0
3440,1.000000,-1.0
3456,1.000000,-1.0
3472,1.000000,-1.0
3488,1.000000,-1.0
3504,1.000000,-1.0
3520,1.000000,-1.0
3536,1.000000,-1.0
3552,1.000000,-1.0
3568,1.000000,-1.0
3584,1.000000,-1.0
3600,1.000000,-1.0
3616,1.000000,-1.0
3632,1.000000,-1.0
3648,1.000000,-1.0
3664,1.000000,-1.0
3680,1.000000,-1.0
3696,1.000000,-1.0
3712,1.000000,-1.0
3728,1.000000,-1.0
3744,1.000000,-1.0
3760,1.000000,-1.0
3776,1.000000,-1.0
3792,1.000000,-1.0
3808,1.000000,-1.0
3824,1.000000,-1.0
3840,1.000000,-1.0
3856,1.000000,-1.0
3872,1.000000,-1.0
3888,1.000000,-1.0
3904,1.000000,-1.0
3920,1.000000,-1.0
3936,1.000000,-1.0
3952,1.000000,-1.0
3968,1.000000,-1.0
3984,1.000000,-1.0
4000,1.000000,-1.0
4016,1.000000,-1.0
4032,1.000000,-1.0
4048,1.000000,-1.0
4064,1.000000,-1.0
4080,1.000000,-1.0
4096,1.000000,-1.0
4112,1.000000,-1.0
4128,1.000000,-1.0
4144,1.000000,-1.0
4160,1.000000,-1.0
4176,1.000000,-1.0
4192,1.000000,-1.0
4208,1.000000,-1.0
4224,1.000000,-1.0
4240,1.000000,-1.0
4256,1.000000,-1.0
4272,1.000000,-1.0
4288,1.000000,-1.0
4304,1.000000,-1.0
4320,1.000000,-1.0
4336,1.000000,-1.0
4352,1.000000,-1.0
4368,1.000000,-1.0
4384,1.000000,-1.0
4400,1.000000,-1.0
4416,1.000000,-1.0
4432,1.000000,-1.0
4448,1.000000,-1.0
4464,1.000000,-1.0
4480,1.000000,-1.0
4496,1.000000,-1.0
4512,1.000000,-1.0
4528,1.000000,-1.0
4544,1.000000,-1.0
4560,1.000000,-1.0
4576,1.000000,-1.0
4592,1.000000,-1.0
4608,1.000000,-1.0
4624,1.000000,-1.0
4640,1.000000,-1.0
4656,1.000000,-1.0
4672,1.000000,-1.0
4688,1.000000,-1.0
4704,1.000000,-1.0
4720,1.000000,-1.0
4736,1.000000,-1.0
4752,1.000000,-1.0
4768,1.000000,-1.0
4784,1.000000,-1.0
4800,1.000000,-1.0
4816,1.000000,-1.0
4832,1.000000,-1.0
4848,1.000000,-1.0
4864,1.000000,-1.0
4880,1.000000,-1.0
4896,1.000000,-1.0
4912,1.000000,-1.0
4928,1.000000,-1.0
4944,1.000000,-1.0
4960,1.000000,-1.0
4976,1.000000,-1.0
4992,1.000000,-1.0
5008,1.000000,-1.0
5024,1.000000,-1.0
5040,1.000000,-1.0
5056,1.000000,-1.0
5072,1.000000,-1.0
5088,1.000000,-1.0
5104,1.000000,-1.0
5120,1.000000,-1.0
5136,1.000000,-1.0
5152,1.000000,-1.0
5168,1.000000,-1.0
5184,1.000000,-1.0
5200,1.000000,-1.0
5216,1.000000,-1.0
5232,1.000000,-1.0
5248,1.000000,-1.0
