step,P_esc,tau_t
500,0.005500,90658.9
1000,0.010500,94737.2
1500,0.012000,124248.5
2000,0.016000,123997.3
2500,0.019500,126951.0
3000,0.022500,131827.6
3500,0.025500,135497.4
4000,0.029000,135921.2
4500,0.035000,126308.1
5000,0.039000,125688.6
5500,0.041000,131377.2
6000,0.042500,138154.8
6500,0.046000,138028.8
7000,0.050000,136470.1
7500,0.051500,141848.0
8000,0.055000,141416.8
8500,0.057500,143534.1
9000,0.060000,145453.6
9500,0.061500,149671.3
10000,0.064500,149983.2
10500,0.068500,147972.6
11000,0.073000,145115.5
11500,0.076500,144500.5
12000,0.078500,146784.5
12500,0.081000,147983.0
13000,0.084500,147250.5
13500,0.086500,149217.6
14000,0.089500,149315.2
14500,0.091500,151104.0
15000,0.094500,151106.1
15500,0.096000,153578.0
16000,0.098000,155127.8
16500,0.102500,152576.9
17000,0.105500,152479.5
17500,0.108500,152372.9
18000,0.110000,154461.6
18500,0.116000,150042.7
19000,0.119000,149963.3
19500,0.123000,148573.4
20000,0.126500,147877.4
20500,0.129000,148428.9
21000,0.130500,150174.9
21500,0.133500,150042.0
22000,0.138500,147571.6
22500,0.141000,148039.6
23000,0.144000,147924.3
23500,0.145500,149454.2
24000,0.147500,150392.8
24500,0.150500,150207.8
25000,0.151500,152174.4
25500,0.155000,151408.4
26000,0.160500,148614.9
26500,0.163500,148435.5
27000,0.165500,149235.1
27500,0.166500,150998.0
28000,0.169500,150758.6
28500,0.171000,151971.5
29000,0.174000,151705.0
29500,0.178000,150498.8
30000,0.179500,151636.6
30500,0.181000,152751.1
31000,0.184000,152453.3
31500,0.185000,153983.7
32000,0.187000,154571.3
32500,0.189000,155140.7
33000,0.192500,154341.0
33500,0.196500,153123.2
34000,0.197500,154529.0
34500,0.199000,155479.4
35000,0.201000,155975.4
35500,0.204000,155595.2
36000,0.205500,156493.0
36500,0.207000,157373.7
37000,0.208500,158237.7
37500,0.211500,157813.1
38000,0.213000,158646.0
38500,0.215500,158626.4
39000,0.220000,156966.1
39500,0.221000,158161.8
40000,0.221500,159753.2
40500,0.225500,158489.4
41000,0.226500,159638.9
41500,0.228500,159973.1
42000,0.230000,160695.0
42500,0.231500,161403.8
43000,0.232500,162499.1
43500,0.235000,162386.5
44000,0.237000,162663.4
44500,0.239500,162539.8
