step,P_esc,tau_t
4,0.000000,-1.0
8,0.000000,-1.0
12,0.000000,-1.0
16,0.000000,-1.0
20,0.000000,-1.0
24,0.000000,-1.0
28,0.000000,-1.0
32,0.002500,12784.0
36,0.004000,8982.0
40,0.006500,6133.8
44,0.009500,4609.5
48,0.018000,2642.6
52,0.026500,1936.1
56,0.033500,1643.5
60,0.047500,1232.9
64,0.059000,1052.4
68,0.076000,860.3
72,0.087000,791.0
76,0.101500,710.1
80,0.113000,667.2
84,0.128500,610.7
88,0.143000,570.3
92,0.156000,542.4
96,0.175000,499.0
100,0.190500,473.2
104,0.205000,453.3
108,0.220500,433.6
112,0.235500,417.1
116,0.249500,404.2
120,0.262000,395.0
124,0.276500,383.1
128,0.288000,376.8
132,0.300500,369.3
136,0.309000,367.9
140,0.323000,358.9
144,0.333500,354.9
148,0.346000,348.5
152,0.359500,341.2
156,0.372500,334.8
160,0.382500,331.9
164,0.393000,328.5
168,0.407000,321.5
172,0.416000,319.8
176,0.431000,312.1
180,0.441500,309.0
184,0.452000,305.9
188,0.460500,304.6
192,0.475500,297.5
196,0.488000,292.8
200,0.500000,288.5
204,0.509500,286.4
208,0.518500,284.6
212,0.527500,282.8
216,0.537000,280.5
220,0.546500,278.2
224,0.557500,274.7
228,0.568000,271.6
232,0.574000,271.9
236,0.584000,269.1
240,0.590500,268.8
244,0.598000,267.7
248,0.605500,266.6
252,0.613500,265.1
256,0.620500,264.2
260,0.627500,263.3
264,0.633500,263.0
268,0.640000,262.3
272,0.648000,260.5
276,0.653500,260.4
280,0.664000,256.7
284,0.670500,255.8
288,0.678500,253.8
292,0.683000,254.2
296,0.687500,254.5
300,0.695500,252.3
304,0.702000,251.1
308,0.708500,249.9
312,0.711500,251.0
316,0.714500,252.1
320,0.719000,252.1
324,0.726000,250.3
328,0.730500,250.2
332,0.734000,250.7
336,0.744500,246.2
340,0.749500,245.6
344,0.754000,245.3
348,0.758000,245.3
352,0.763500,244.1
356,0.769500,242.6
360,0.772500,243.1
364,0.778000,241.8
368,0.779500,243.4
372,0.784500,242.4
376,0.788000,242.4
380,0.790000,243.5
384,0.793500,243.4
388,0.800000,241.1
392,0.805500,239.4
396,0.809500,238.8
400,0.811500,239.7
404,0.817500,237.5
408,0.821000,237.2
412,0.827000,234.8
416,0.831000,234.0
420,0.833500,234.3
424,0.836500,234.1
428,0.840000,233.6
432,0.844000,232.5
436,0.846500,232.7
440,0.850000,231.9
444,0.851500,232.8
448,0.854000,232.8
452,0.856500,232.8
456,0.861500,230.7
460,0.865500,229.3
464,0.867000,230.0
468,0.870500,229.0
472,0.874000,227.9
476,0.876000,228.0
480,0.878000,228.2
484,0.879000,229.2
488,0.880000,230.2
492,0.880500,231.6
496,0.883000,231.2
500,0.885000,231.2
504,0.886500,231.6
508,0.887500,232.5
512,0.889000,232.9
516,0.890000,233.8
520,0.890500,235.1
524,0.892500,234.9
528,0.894500,234.8
532,0.898000,233.0
536,0.898500,234.3
540,0.899500,235.0
544,0.900500,235.7
548,0.903000,234.9
552,0.905000,234.5
556,0.906000,235.1
560,0.909000,233.6
564,0.912000,232.1
568,0.913500,232.1
572,0.916000,230.9
576,0.917000,231.4
580,0.918000,231.9
584,0.919000,232.4
588,0.920500,232.2
592,0.922500,231.5
596,0.923500,231.9
600,0.925500,231.0
604,0.927500,230.2
608,0.930500,228.0
612,0.933500,225.8
616,0.934000,226.6
620,0.934500,227.5
624,0.937500,225.1
628,0.937500,226.5
632,0.939500,225.3
636,0.939500,226.7
640,0.940000,227.5
644,0.940500,228.2
648,0.941500,228.3
652,0.942500,228.3
656,0.943000,229.0
660,0.944000,229.0
664,0.945000,228.9
668,0.945500,229.6
