step,P_esc,tau_t
64,0.005000,12768.0
128,0.036000,3491.2
192,0.072000,2569.5
256,0.113500,2124.9
320,0.151500,1947.8
384,0.180000,1935.0
448,0.212000,1880.3
512,0.248500,1792.2
576,0.274500,1795.0
640,0.306500,1748.6
704,0.334500,1728.8
768,0.360000,1720.9
832,0.391000,1677.6
896,0.422000,1634.5
960,0.447000,1620.5
1024,0.465000,1637.1
1088,0.484000,1644.4
1152,0.505500,1635.9
1216,0.527500,1621.9
1280,0.546000,1621.0
1344,0.563000,1623.5
1408,0.575000,1645.5
1472,0.591500,1644.2
1536,0.604000,1658.1
1600,0.622000,1644.6
1664,0.636000,1646.5
1728,0.647500,1657.2
1792,0.661500,1654.3
1856,0.671000,1669.5
1920,0.685500,1659.8
1984,0.699500,1650.2
2048,0.713000,1640.7
2112,0.723500,1642.9
2176,0.734000,1643.2
2240,0.743500,1646.3
2304,0.752000,1652.4
2368,0.764000,1640.0
2432,0.772500,1642.6
2496,0.778500,1655.9
2560,0.784000,1670.5
2624,0.792000,1671.1
2688,0.799500,1672.7
2752,0.805500,1680.8
2816,0.814500,1671.5
2880,0.817500,1693.1
2944,0.825500,1686.3
3008,0.827500,1711.7
3072,0.830500,1730.8
3136,0.836000,1734.6
3200,0.840500,1743.2
3264,0.843000,1762.9
3328,0.848000,1766.6
3392,0.854000,1762.9
3456,0.859000,1764.2
3520,0.865000,1757.8
3584,0.868500,1766.6
3648,0.874000,1761.1
3712,0.876500,1774.8
3776,0.879500,1784.4
3840,0.885000,1775.5
3904,0.888500,1779.6
3968,0.892500,1779.2
4032,0.896000,1781.4
4096,0.900000,1778.9
4160,0.902500,1787.0
4224,0.906000,1786.5
4288,0.910000,1780.8
4352,0.912000,1790.6
4416,0.914000,1799.9
4480,0.915500,1813.0
4544,0.918500,1812.4
4608,0.919500,1828.9
4672,0.920500,1845.2
4736,0.924500,1833.1
4800,0.925500,1848.3
4864,0.928500,1843.8
4928,0.932500,1828.1
4992,0.933000,1846.8
5056,0.935500,1844.5
5120,0.937500,1846.6
5184,0.939000,1853.5
5248,0.941500,1848.7
5312,0.944000,1842.9
5376,0.946000,1841.9
5440,0.947500,1846.0
5504,0.950000,1837.3
5568,0.952000,1833.7
5632,0.953000,1842.0
5696,0.955000,1836.8
5760,0.956500,1837.3
5824,0.958000,1837.2
5888,0.959500,1836.3
5952,0.960000,1849.1
6016,0.961500,1847.0
6080,0.962000,1859.2
6144,0.963500,1855.9
6208,0.964000,1867.5
6272,0.965000,1870.9
6336,0.966000,1873.8
6400,0.966000,1892.7
6464,0.966000,1911.6
6528,0.967000,1913.7
6592,0.968000,1915.2
6656,0.968000,1933.7
6720,0.968500,1943.5
6784,0.970000,1934.7
6848,0.970500,1943.6
6912,0.971500,1942.7
6976,0.972000,1951.0
7040,0.973000,1949.1
7104,0.973500,1956.7
7168,0.975000,1943.1
7232,0.975500,1949.8
7296,0.975500,1967.1
7360,0.976500,1962.3
7424,0.976500,1979.3
7488,0.977000,1985.0
7552,0.977000,2002.0
7616,0.978000,1995.4
7680,0.978500,2000.2
7744,0.978500,2016.8
7808,0.979000,2021.1
7872,0.979000,2037.7
7936,0.979500,2041.5
8000,0.980000,2045.0
8064,0.980000,2061.3
8128,0.980000,2077.7
8192,0.981000,2067.0
8256,0.981500,2069.2
8320,0.982000,2071.0
8384,0.982500,2072.4
8448,0.983500,2058.3
8512,0.984000,2058.4
8576,0.984000,2073.9
8640,0.984500,2073.5
8704,0.984500,2088.8
8768,0.984500,2104.2
8832,0.986000,2069.0
8896,0.986000,2084.0
8960,0.987000,2063.2
9024,0.987500,2059.3
9088,0.987500,2073.9
9152,0.987500,2088.5
9216,0.987500,2103.1
9280,0.989000,2057.7
9344,0.989000,2071.9
9408,0.989000,2086.1
9472,0.989500,2078.8
9536,0.990000,2070.7
9600,0.990500,2061.7
9664,0.990500,2075.4
9728,0.991500,2040.4
9792,0.992000,2028.0
9856,0.992000,2041.3
9920,0.992000,2054.5
9984,0.992000,2067.8
10048,0.993000,2025.1
10112,0.993500,2008.0
10176,0.993500,2020.7
10240,0.993500,2033.4
10304,0.994500,1980.4
10368,0.994500,1992.7
10432,0.994500,2005.0
10496,0.994500,2017.3
10560,0.995000,1993.1
10624,0.995000,2005.2
10688,0.995500,1977.9
10752,0.995500,1989.8
10816,0.995500,2001.6
10880,0.996000,1970.5
10944,0.996000,1982.1
11008,0.996000,1993.7
11072,0.996000,2005.3
11136,0.996000,2016.9
11200,0.996000,2028.4
11264,0.996000,2040.0
11328,0.996500,2003.2
11392,0.996500,2014.5
11456,0.996500,2025.8
11520,0.996500,2037.1
11584,0.996500,2048.5
11648,0.996500,2059.8
11712,0.996500,2071.1
11776,0.997000,2027.1
11840,0.997000,2038.2
11904,0.997000,2049.2
11968,0.997000,2060.2
12032,0.997500,2008.2
12096,0.997500,2018.9
12160,0.997500,2029.6
12224,0.998000,1967.0
12288,0.998000,1977.3
12352,0.998000,1987.6
12416,0.998000,1997.9
12480,0.998000,2008.2
12544,0.998000,2018.5
12608,0.998000,2028.8
12672,0.998000,2039.1
12736,0.998000,2049.4
12800,0.998000,2059.7
12864,0.998000,2070.0
12928,0.998000,2080.3
12992,0.998000,2090.6
13056,0.998000,2100.9
13120,0.998000,2111.2
13184,0.998000,2121.5
13248,0.998000,2131.8
13312,0.998000,2142.0
13376,0.998000,2152.3
13440,0.998500,2067.0
13504,0.998500,2076.8
13568,0.998500,2086.6
13632,0.998500,2096.5
13696,0.998500,2106.3
13760,0.998500,2116.2
13824,0.998500,2126.0
13888,0.998500,2135.9
13952,0.998500,2145.7
14016,0.998500,2155.5
14080,0.999000,2038.3
14144,0.999000,2047.6
14208,0.999000,2056.8
14272,0.999000,2066.1
14336,0.999000,2075.3
14400,0.999000,2084.6
14464,0.999000,2093.9
14528,0.999000,2103.1
14592,0.999000,2112.4
14656,0.999000,2121.7
14720,0.999000,2130.9
14784,0.999000,2140.2
14848,0.999000,2149.5
14912,0.999000,2158.7
14976,0.999000,2168.0
15040,0.999000,2177.3
15104,0.999000,2186.5
15168,0.999000,2195.8
15232,0.999000,2205.1
15296,0.999000,2214.3
15360,0.999000,2223.6
15424,0.999000,2232.9
15488,0.999000,2242.1
15552,0.999000,2251.4
15616,0.999000,2260.6
15680,0.999000,2269.9
15744,0.999000,2279.2
15808,0.999000,2288.4
15872,0.999000,2297.7
15936,0.999000,2307.0
16000,0.999500,2105.0
16064,0.999500,2113.4
16128,0.999500,2121.9
16192,0.999500,2130.3
16256,0.999500,2138.7
16320,0.999500,2147.1
16384,0.999500,2155.5
16448,0.999500,2164.0
16512,0.999500,2172.4
16576,0.999500,2180.8
16640,0.999500,2189.2
16704,0.999500,2197.6
16768,0.999500,2206.1
16832,0.999500,2214.5
16896,0.999500,2222.9
16960,0.999500,2231.3
17024,1.000000,-1.0
17088,1.000000,-1.0
17152,1.000000,-1.0
17216,1.000000,-1.0
17280,1.000000,-1.0
17344,1.000000,-1.0
17408,1.000000,-1.0
17472,1.000000,-1.0
17536,1.000000,-1.0
17600,1.000000,-1.0
17664,1.000000,-1.0
17728,1.000000,-1.0
17792,1.000000,-1.0
17856,1.000000,-1.0
17920,1.000000,-1.0
17984,1.000000,-1.0
18048,1.000000,-1.0
18112,1.000000,-1.0
18176,1.000000,-1.0
18240,1.000000,-1.0
18304,1.000000,-1.0
18368,1.000000,-1.0
18432,1.000000,-1.0
18496,1.000000,-1.0
18560,1.000000,-1.0
18624,1.000000,-1.0
18688,1.000000,-1.0
18752,1.000000,-1.0
18816,1.000000,-1.0
18880,1.000000,-1.0
18944,1.000000,-1.0
19008,1.000000,-1.0
19072,1.000000,-1.0
19136,1.000000,-1.0
19200,1.000000,-1.0
19264,1.000000,-1.0
19328,1.000000,-1.0
19392,1.000000,-1.0
19456,1.000000,-1.0
19520,1.000000,-1.0
19584,1.000000,-1.0
19648,1.000000,-1.0
19712,1.000000,-1.0
19776,1.000000,-1.0
19840,1.000000,-1.0
19904,1.000000,-1.0
19968,1.000000,-1.0
20032,1.000000,-1.0
20096,1.000000,-1.0
20160,1.000000,-1.0
20224,1.000000,-1.0
20288,1.000000,-1.0
20352,1.000000,-1.0
20416,1.000000,-1.0
20480,1.000000,-1.0
20544,1.000000,-1.0
20608,1.000000,-1.0
20672,1.000000,-1.0
20736,1.000000,-1.0
20800,1.000000,-1.0
20864,1.000000,-1.0
20928,1.000000,-1.0
20992,1.000000,-1.0
21056,1.000000,-1.0
21120,1.000000,-1.0
21184,1.000000,-1.0
21248,1.000000,-1.0
21312,1.000000,-1.0
21376,1.000000,-1.0
21440,1.000000,-1.0
21504,1.000000,-1.0
21568,1.000000,-1.0
21632,1.000000,-1.0
21696,1.000000,-1.0
21760,1.000000,-1.0
21824,1.000000,-1.0
21888,1.000000,-1.0
21952,1.000000,-1.0
22016,1.000000,-1.0
22080,1.000000,-1.0
22144,1.000000,-1.0
22208,1.000000,-1.0
22272,1.000000,-1.0
22336,1.000000,-1.0
22400,1.000000,-1.0
22464,1.000000,-1.0
22528,1.000000,-1.0
22592,1.000000,-1.0
22656,1.000000,-1.0
22720,1.000000,-1.0
22784,1.000000,-1.0
22848,1.000000,-1.0
22912,1.000000,-1.0
22976,1.000000,-1.0
23040,1.000000,-1.0
23104,1.000000,-1.0
23168,1.000000,-1.0
23232,1.000000,-1.0
23296,1.000000,-1.0
23360,1.000000,-1.0
23424,1.000000,-1.0
23488,1.000000,-1.0
23552,1.000000,-1.0
23616,1.000000,-1.0
23680,1.000000,-1.0
23744,1.000000,-1.0
23808,1.000000,-1.0
23872,1.000000,-1.0
23936,1.000000,-1.0
24000,1.000000,-1.0
24064,1.000000,-1.0
24128,1.000000,-1.0
24192,1.000000,-1.0
24256,1.000000,-1.0
24320,1.000000,-1.0
24384,1.000000,-1.0
24448,1.000000,-1.0
24512,1.000000,-1.0
24576,1.000000,-1.0
24640,1.000000,-1.0
24704,1.000000,-1.0
24768,1.000000,-1.0
24832,1.000000,-1.0
24896,1.000000,-1.0
24960,1.000000,-1.0
25024,1.000000,-1.0
25088,1.000000,-1.0
25152,1.000000,-1.0
25216,1.000000,-1.0
25280,1.000000,-1.0
25344,1.000000,-1.0
25408,1.000000,-1.0
25472,1.000000,-1.0
25536,1.000000,-1.0
25600,1.000000,-1.0
25664,1.000000,-1.0
25728,1.000000,-1.0
25792,1.000000,-1.0
25856,1.000000,-1.0
25920,1.000000,-1.0
25984,1.000000,-1.0
26048,1.000000,-1.0
26112,1.000000,-1.0
26176,1.000000,-1.0
26240,1.000000,-1.0
26304,1.000000,-1.0
26368,1.000000,-1.0
26432,1.000000,-1.0
26496,1.000000,-1.0
26560,1.000000,-1.0
26624,1.000000,-1.0
26688,1.000000,-1.0
26752,1.000000,-1.0
26816,1.000000,-1.0
26880,1.000000,-1.0
26944,1.000000,-1.0
27008,1.000000,-1.0
27072,1.000000,-1.0
27136,1.000000,-1.0
27200,1.000000,-1.0
27264,1.000000,-1.0
27328,1.000000,-1.0
27392,1.000000,-1.0
27456,1.000000,-1.0
27520,1.000000,-1.0
27584,1.000000,-1.0
27648,1.000000,-1.0
27712,1.000000,-1.0
27776,1.000000,-1.0
27840,1.000000,-1.0
27904,1.000000,-1.0
27968,1.000000,-1.0
28032,1.000000,-1.0
28096,1.000000,-1.0
28160,1.000000,-1.0
28224,1.000000,-1.0
28288,1.000000,-1.0
28352,1.000000,-1.0
28416,1.000000,-1.0
28480,1.000000,-1.0
28544,1.000000,-1.0
28608,1.000000,-1.0
28672,1.000000,-1.0
28736,1.000000,-1.0
28800,1.000000,-1.0
28864,1.000000,-1.0
28928,1.000000,-1.0
28992,1.000000,-1.0
29056,1.000000,-1.0
29120,1.000000,-1.0
29184,1.000000,-1.0
29248,1.000000,-1.0
29312,1.000000,-1.0
29376,1.000000,-1.0
29440,1.000000,-1.0
29504,1.000000,-1.0
29568,1.000000,-1.0
29632,1.000000,-1.0
29696,1.000000,-1.0
29760,1.000000,-1.0
29824,1.000000,-1.0
29888,1.000000,-1.0
29952,1.000000,-1.0
30016,1.000000,-1.0
30080,1.000000,-1.0
30144,1.000000,-1.0
30208,1.000000,-1.0
30272,1.000000,-1.0
30336,1.000000,-1.0
30400,1.000000,-1.0
30464,1.000000,-1.0
30528,1.000000,-1.0
30592,1.000000,-1.0
30656,1.000000,-1.0
30720,1.000000,-1.0
30784,1.000000,-1.0
30848,1.000000,-1.0
30912,1.000000,-1.0
30976,1.000000,-1.0
31040,1.000000,-1.0
31104,1.000000,-1.0
31168,1.000000,-1.0
31232,1.000000,-1.0
31296,1.000000,-1.0
31360,1.000000,-1.0
31424,1.000000,-1.0
31488,1.000000,-1.0
31552,1.000000,-1.0
31616,1.000000,-1.0
31680,1.000000,-1.0
31744,1.000000,-1.0
31808,1.000000,-1.0
31872,1.000000,-1.0
31936,1.000000,-1.0
32000,1.000000,-1.0
32064,1.000000,-1.0
32128,1.000000,-1.0
32192,1.000000,-1.0
32256,1.000000,-1.0
32320,1.000000,-1.0
32384,1.000000,-1.0
32448,1.000000,-1.0
32512,1.000000,-1.0
32576,1.000000,-1.0
32640,1.000000,-1.0
32704,1.000000,-1.0
32768,1.000000,-1.0
32832,1.000000,-1.0
32896,1.000000,-1.0
32960,1.000000,-1.0
33024,1.000000,-1.0
33088,1.000000,-1.0
33152,1.000000,-1.0
33216,1.000000,-1.0
33280,1.000000,-1.0
33344,1.000000,-1.0
33408,1.000000,-1.0
33472,1.000000,-1.0
33536,1.000000,-1.0
33600,1.000000,-1.0
33664,1.000000,-1.0
33728,1.000000,-1.0
33792,1.000000,-1.0
33856,1.000000,-1.0
33920,1.000000,-1.0
33984,1.000000,-1.0
34048,1.000000,-1.0
34112,1.000000,-1.0
34176,1.000000,-1.0
34240,1.000000,-1.0
34304,1.000000,-1.0
34368,1.000000,-1.0
34432,1.000000,-1.0
34496,1.000000,-1.0
34560,1.000000,-1.0
34624,1.000000,-1.0
34688,1.000000,-1.0
34752,1.000000,-1.0
34816,1.000000,-1.0
34880,1.000000,-1.0
34944,1.000000,-1.0
35008,1.000000,-1.0
35072,1.000000,-1.0
35136,1.000000,-1.0
35200,1.000000,-1.0
35264,1.000000,-1.0
35328,1.000000,-1.0
35392,1.000000,-1.0
35456,1.000000,-1.0
35520,1.000000,-1.0
35584,1.000000,-1.0
35648,1.000000,-1.0
35712,1.000000,-1.0
35776,1.000000,-1.0
35840,1.000000,-1.0
35904,1.000000,-1.0
35968,1.000000,-1.0
36032,1.000000,-1.0
36096,1.000000,-1.0
36160,1.000000,-1.0
