# N=50  K_max=10000  betanet=1.0000  generated=2026-06-05T13:37:54.565
alpha,T,disorder,phi,mode,logC
0.450,0.50000,9,-0.034919,smart,-9.5607
0.450,0.02500,10,0.989189,smart,-9.5595
0.450,0.05000,10,0.976924,smart,-9.5595
0.450,0.07500,10,0.965826,smart,-9.5595
0.450,0.10000,10,0.951654,smart,-9.5595
0.450,0.12500,10,0.941475,smart,-9.5595
0.450,0.15000,10,0.930325,smart,-9.5595
0.450,0.17500,10,0.920527,smart,-9.5595
0.450,0.20000,10,0.900875,smart,-9.5595
0.450,0.22500,10,-0.079291,smart,-9.5595
0.450,0.25000,10,0.071252,smart,-9.5595
0.450,0.27500,10,-0.054047,smart,-9.5595
0.450,0.30000,10,-0.019442,smart,-9.5595
0.450,0.32500,10,-0.049060,smart,-9.5595
0.450,0.35000,10,0.045648,smart,-9.5595
0.450,0.37500,10,-0.025495,smart,-9.5595
0.450,0.40000,10,-0.025511,smart,-9.5595
0.450,0.42500,10,-0.002913,smart,-9.5595
0.450,0.45000,10,-0.003199,smart,-9.5595
0.450,0.47500,10,0.039511,smart,-9.5595
0.450,0.50000,10,-0.029539,smart,-9.5595
0.450,0.02500,11,0.987754,smart,-9.5635
0.450,0.05000,11,0.978449,smart,-9.5635
0.450,0.07500,11,0.961142,smart,-9.5635
0.450,0.10000,11,0.949012,smart,-9.5635
0.450,0.12500,11,0.934607,smart,-9.5635
0.450,0.15000,11,0.932061,smart,-9.5635
0.450,0.17500,11,0.913490,smart,-9.5635
0.450,0.20000,11,0.897217,smart,-9.5635
0.450,0.22500,11,0.068355,smart,-9.5635
0.450,0.25000,11,0.008366,smart,-9.5635
0.450,0.27500,11,0.053362,smart,-9.5635
0.450,0.30000,11,0.035246,smart,-9.5635
0.450,0.32500,11,0.044556,smart,-9.5635
0.450,0.35000,11,0.026865,smart,-9.5635
0.450,0.37500,11,-0.031868,smart,-9.5635
0.450,0.40000,11,-0.045612,smart,-9.5635
0.450,0.42500,11,-0.038399,smart,-9.5635
0.450,0.45000,11,0.000063,smart,-9.5635
0.450,0.47500,11,0.019720,smart,-9.5635
0.450,0.50000,11,-0.020555,smart,-9.5635
0.450,0.02500,12,0.988277,smart,-9.5662
0.450,0.05000,12,0.979954,smart,-9.5662
0.450,0.07500,12,0.966946,smart,-9.5662
0.450,0.10000,12,0.953441,smart,-9.5662
0.450,0.12500,12,0.939034,smart,-9.5662
0.450,0.15000,12,0.932679,smart,-9.5662
0.450,0.17500,12,0.918076,smart,-9.5662
0.450,0.20000,12,0.383585,smart,-9.5662
0.450,0.22500,12,-0.021984,smart,-9.5662
0.450,0.25000,12,-0.078741,smart,-9.5662
0.450,0.27500,12,0.015616,smart,-9.5662
0.450,0.30000,12,-0.043031,smart,-9.5662
0.450,0.32500,12,-0.047287,smart,-9.5662
0.450,0.35000,12,0.016078,smart,-9.5662
0.450,0.37500,12,0.022479,smart,-9.5662
0.450,0.40000,12,0.002520,smart,-9.5662
0.450,0.42500,12,0.022170,smart,-9.5662
0.450,0.45000,12,-0.000329,smart,-9.5662
0.450,0.47500,12,0.022907,smart,-9.5662
0.450,0.50000,12,0.025679,smart,-9.5662
0.450,0.02500,13,0.987947,smart,-9.5623
0.450,0.05000,13,0.974935,smart,-9.5623
0.450,0.07500,13,0.966218,smart,-9.5623
0.450,0.10000,13,0.949519,smart,-9.5623
0.450,0.12500,13,0.935515,smart,-9.5623
0.450,0.15000,13,0.930035,smart,-9.5623
0.450,0.17500,13,0.912794,smart,-9.5623
0.450,0.20000,13,0.059746,smart,-9.5623
0.450,0.22500,13,-0.001942,smart,-9.5623
0.450,0.25000,13,0.033439,smart,-9.5623
0.450,0.27500,13,-0.063279,smart,-9.5623
0.450,0.30000,13,-0.007002,smart,-9.5623
0.450,0.32500,13,-0.015398,smart,-9.5623
0.450,0.35000,13,-0.034407,smart,-9.5623
0.450,0.37500,13,0.010550,smart,-9.5623
0.450,0.40000,13,-0.012857,smart,-9.5623
0.450,0.42500,13,-0.043390,smart,-9.5623
0.450,0.45000,13,-0.052831,smart,-9.5623
0.450,0.47500,13,0.002026,smart,-9.5623
0.450,0.50000,13,0.042440,smart,-9.5623
0.450,0.02500,14,0.988311,smart,-9.5618
0.450,0.05000,14,0.974704,smart,-9.5618
0.450,0.07500,14,0.966698,smart,-9.5618
0.450,0.10000,14,0.951776,smart,-9.5618
0.450,0.12500,14,0.941795,smart,-9.5618
0.450,0.15000,14,0.934975,smart,-9.5618
0.450,0.17500,14,0.915935,smart,-9.5618
0.450,0.20000,14,0.905027,smart,-9.5618
0.450,0.22500,14,0.010432,smart,-9.5618
0.450,0.25000,14,0.072192,smart,-9.5618
0.450,0.27500,14,0.039197,smart,-9.5618
0.450,0.30000,14,-0.017511,smart,-9.5618
0.450,0.32500,14,-0.025893,smart,-9.5618
0.450,0.35000,14,-0.010981,smart,-9.5618
0.450,0.37500,14,0.041431,smart,-9.5618
0.450,0.40000,14,-0.085637,smart,-9.5618
0.450,0.42500,14,-0.049063,smart,-9.5618
0.450,0.45000,14,-0.030130,smart,-9.5618
0.450,0.47500,14,0.009818,smart,-9.5618
0.450,0.50000,14,-0.010466,smart,-9.5618
0.500,0.02500,1,0.987960,smart,-6.5308
0.500,0.05000,1,0.977022,smart,-6.5308
0.500,0.07500,1,0.963478,smart,-6.5308
0.500,0.10000,1,0.951770,smart,-6.5308
0.500,0.12500,1,-0.046004,smart,-6.5308
0.500,0.15000,1,0.027117,smart,-6.5308
0.500,0.17500,1,-0.052052,smart,-6.5308
0.500,0.20000,1,-0.026700,smart,-6.5308
0.500,0.22500,1,-0.070289,smart,-6.5308
0.500,0.25000,1,-0.020745,smart,-6.5308
0.500,0.27500,1,-0.010470,smart,-6.5308
0.500,0.30000,1,-0.056838,smart,-6.5308
0.500,0.32500,1,0.052666,smart,-6.5308
0.500,0.35000,1,-0.016113,smart,-6.5308
0.500,0.37500,1,0.037473,smart,-6.5308
0.500,0.40000,1,-0.027912,smart,-6.5308
0.500,0.42500,1,-0.006993,smart,-6.5308
0.500,0.45000,1,-0.023776,smart,-6.5308
0.500,0.47500,1,0.006542,smart,-6.5308
0.500,0.50000,1,-0.025533,smart,-6.5308
0.500,0.02500,2,0.987665,smart,-6.5271
0.500,0.05000,2,0.976456,smart,-6.5271
0.500,0.07500,2,0.962874,smart,-6.5271
0.500,0.10000,2,0.950443,smart,-6.5271
0.500,0.12500,2,0.936820,smart,-6.5271
0.500,0.15000,2,0.007847,smart,-6.5271
0.500,0.17500,2,-0.046971,smart,-6.5271
0.500,0.20000,2,-0.015172,smart,-6.5271
0.500,0.22500,2,0.020522,smart,-6.5271
0.500,0.25000,2,-0.120693,smart,-6.5271
0.500,0.27500,2,0.030511,smart,-6.5271
0.500,0.30000,2,0.021856,smart,-6.5271
0.500,0.32500,2,0.056579,smart,-6.5271
0.500,0.35000,2,-0.005897,smart,-6.5271
0.500,0.37500,2,0.073313,smart,-6.5271
0.500,0.40000,2,0.033975,smart,-6.5271
0.500,0.42500,2,0.033931,smart,-6.5271
0.500,0.45000,2,0.033495,smart,-6.5271
0.500,0.47500,2,-0.039841,smart,-6.5271
0.500,0.50000,2,-0.022810,smart,-6.5271
0.500,0.02500,3,0.989249,smart,-6.5261
0.500,0.05000,3,0.976528,smart,-6.5261
0.500,0.07500,3,0.963016,smart,-6.5261
0.500,0.10000,3,0.954669,smart,-6.5261
0.500,0.12500,3,-0.030261,smart,-6.5261
0.500,0.15000,3,0.018729,smart,-6.5261
0.500,0.17500,3,-0.014788,smart,-6.5261
0.500,0.20000,3,0.134854,smart,-6.5261
0.500,0.22500,3,-0.002389,smart,-6.5261
0.500,0.25000,3,-0.042709,smart,-6.5261
0.500,0.27500,3,-0.053309,smart,-6.5261
0.500,0.30000,3,-0.035231,smart,-6.5261
0.500,0.32500,3,-0.016596,smart,-6.5261
0.500,0.35000,3,0.018712,smart,-6.5261
0.500,0.37500,3,-0.072637,smart,-6.5261
0.500,0.40000,3,0.028138,smart,-6.5261
0.500,0.42500,3,-0.037445,smart,-6.5261
0.500,0.45000,3,-0.063851,smart,-6.5261
0.500,0.47500,3,0.015892,smart,-6.5261
0.500,0.50000,3,0.002521,smart,-6.5261
0.500,0.02500,4,0.988262,smart,-6.5297
0.500,0.05000,4,0.979001,smart,-6.5297
0.500,0.07500,4,0.964136,smart,-6.5297
0.500,0.10000,4,0.955640,smart,-6.5297
0.500,0.12500,4,0.937464,smart,-6.5297
0.500,0.15000,4,-0.017870,smart,-6.5297
0.500,0.17500,4,-0.052143,smart,-6.5297
0.500,0.20000,4,-0.022321,smart,-6.5297
0.500,0.22500,4,-0.040016,smart,-6.5297
0.500,0.25000,4,0.061122,smart,-6.5297
0.500,0.27500,4,0.025554,smart,-6.5297
0.500,0.30000,4,0.021650,smart,-6.5297
0.500,0.32500,4,0.036783,smart,-6.5297
0.500,0.35000,4,0.021210,smart,-6.5297
0.500,0.37500,4,-0.024883,smart,-6.5297
0.500,0.40000,4,0.014250,smart,-6.5297
0.500,0.42500,4,0.029373,smart,-6.5297
0.500,0.45000,4,-0.046404,smart,-6.5297
0.500,0.47500,4,-0.000582,smart,-6.5297
0.500,0.50000,4,-0.022246,smart,-6.5297
0.500,0.02500,5,0.989669,smart,-6.5299
0.500,0.05000,5,0.974793,smart,-6.5299
0.500,0.07500,5,0.967538,smart,-6.5299
0.500,0.10000,5,0.952598,smart,-6.5299
0.500,0.12500,5,0.939970,smart,-6.5299
0.500,0.15000,5,-0.040448,smart,-6.5299
0.500,0.17500,5,0.006880,smart,-6.5299
0.500,0.20000,5,0.013545,smart,-6.5299
0.500,0.22500,5,0.069160,smart,-6.5299
0.500,0.25000,5,-0.023026,smart,-6.5299
0.500,0.27500,5,-0.098020,smart,-6.5299
0.500,0.30000,5,-0.032430,smart,-6.5299
0.500,0.32500,5,0.062807,smart,-6.5299
0.500,0.35000,5,-0.018137,smart,-6.5299
0.500,0.37500,5,-0.070987,smart,-6.5299
0.500,0.40000,5,0.017420,smart,-6.5299
0.500,0.42500,5,-0.003711,smart,-6.5299
0.500,0.45000,5,0.027258,smart,-6.5299
0.500,0.47500,5,0.011662,smart,-6.5299
0.500,0.50000,5,-0.016879,smart,-6.5299
0.500,0.02500,6,0.987028,smart,-6.5330
0.500,0.05000,6,0.973942,smart,-6.5330
0.500,0.07500,6,0.962041,smart,-6.5330
0.500,0.10000,6,0.949671,smart,-6.5330
0.500,0.12500,6,0.939240,smart,-6.5330
0.500,0.15000,6,0.032377,smart,-6.5330
0.500,0.17500,6,0.014694,smart,-6.5330
0.500,0.20000,6,-0.025065,smart,-6.5330
0.500,0.22500,6,-0.124885,smart,-6.5330
0.500,0.25000,6,-0.007808,smart,-6.5330
0.500,0.27500,6,0.005076,smart,-6.5330
0.500,0.30000,6,-0.008627,smart,-6.5330
0.500,0.32500,6,-0.005707,smart,-6.5330
0.500,0.35000,6,0.027032,smart,-6.5330
0.500,0.37500,6,0.000805,smart,-6.5330
0.500,0.40000,6,-0.029489,smart,-6.5330
0.500,0.42500,6,-0.027037,smart,-6.5330
0.500,0.45000,6,-0.002043,smart,-6.5330
0.500,0.47500,6,-0.007429,smart,-6.5330
0.500,0.50000,6,0.013731,smart,-6.5330
0.500,0.02500,7,0.987920,smart,-6.5313
0.500,0.05000,7,0.974784,smart,-6.5313
0.500,0.07500,7,0.963066,smart,-6.5313
0.500,0.10000,7,0.953960,smart,-6.5313
0.500,0.12500,7,0.280293,smart,-6.5313
0.500,0.15000,7,-0.085571,smart,-6.5313
0.500,0.17500,7,-0.007437,smart,-6.5313
0.500,0.20000,7,0.030993,smart,-6.5313
0.500,0.22500,7,-0.003755,smart,-6.5313
0.500,0.25000,7,0.095656,smart,-6.5313
0.500,0.27500,7,0.008495,smart,-6.5313
0.500,0.30000,7,0.096608,smart,-6.5313
0.500,0.32500,7,0.026577,smart,-6.5313
0.500,0.35000,7,-0.020679,smart,-6.5313
0.500,0.37500,7,-0.007463,smart,-6.5313
0.500,0.40000,7,-0.039871,smart,-6.5313
0.500,0.42500,7,-0.053293,smart,-6.5313
0.500,0.45000,7,0.010792,smart,-6.5313
0.500,0.47500,7,-0.026989,smart,-6.5313
0.500,0.50000,7,0.003209,smart,-6.5313
0.500,0.02500,8,0.988712,smart,-6.5281
0.500,0.05000,8,0.976639,smart,-6.5281
0.500,0.07500,8,0.964559,smart,-6.5281
0.500,0.10000,8,0.950180,smart,-6.5281
0.500,0.12500,8,0.939743,smart,-6.5281
0.500,0.15000,8,0.010494,smart,-6.5281
0.500,0.17500,8,-0.158106,smart,-6.5281
0.500,0.20000,8,0.048990,smart,-6.5281
0.500,0.22500,8,0.028243,smart,-6.5281
0.500,0.25000,8,0.076128,smart,-6.5281
0.500,0.27500,8,0.040290,smart,-6.5281
0.500,0.30000,8,-0.031537,smart,-6.5281
0.500,0.32500,8,0.041178,smart,-6.5281
0.500,0.35000,8,0.084391,smart,-6.5281
0.500,0.37500,8,-0.062123,smart,-6.5281
0.500,0.40000,8,-0.017598,smart,-6.5281
0.500,0.42500,8,0.019450,smart,-6.5281
0.500,0.45000,8,-0.018023,smart,-6.5281
0.500,0.47500,8,0.014747,smart,-6.5281
0.500,0.50000,8,0.030519,smart,-6.5281
0.500,0.02500,9,0.988274,smart,-6.5316
0.500,0.05000,9,0.977244,smart,-6.5316
0.500,0.07500,9,0.966704,smart,-6.5316
0.500,0.10000,9,0.951321,smart,-6.5316
0.500,0.12500,9,0.934513,smart,-6.5316
0.500,0.15000,9,0.054527,smart,-6.5316
0.500,0.17500,9,-0.170173,smart,-6.5316
0.500,0.20000,9,-0.070044,smart,-6.5316
0.500,0.22500,9,0.076871,smart,-6.5316
0.500,0.25000,9,0.031803,smart,-6.5316
0.500,0.27500,9,-0.011768,smart,-6.5316
0.500,0.30000,9,-0.038177,smart,-6.5316
0.500,0.32500,9,-0.029254,smart,-6.5316
0.500,0.35000,9,0.035666,smart,-6.5316
0.500,0.37500,9,0.004774,smart,-6.5316
0.500,0.40000,9,-0.035136,smart,-6.5316
0.500,0.42500,9,0.000867,smart,-6.5316
0.500,0.45000,9,-0.018700,smart,-6.5316
0.500,0.47500,9,0.019176,smart,-6.5316
0.500,0.50000,9,-0.019326,smart,-6.5316
0.500,0.02500,10,0.988623,smart,-6.5258
0.500,0.05000,10,0.974314,smart,-6.5258
0.500,0.07500,10,0.963454,smart,-6.5258
0.500,0.10000,10,0.954016,smart,-6.5258
0.500,0.12500,10,0.931736,smart,-6.5258
0.500,0.15000,10,-0.042413,smart,-6.5258
0.500,0.17500,10,0.012131,smart,-6.5258
0.500,0.20000,10,0.037780,smart,-6.5258
0.500,0.22500,10,-0.046528,smart,-6.5258
0.500,0.25000,10,0.084399,smart,-6.5258
0.500,0.27500,10,-0.037309,smart,-6.5258
0.500,0.30000,10,0.005385,smart,-6.5258
0.500,0.32500,10,-0.017834,smart,-6.5258
0.500,0.35000,10,0.010987,smart,-6.5258
0.500,0.37500,10,-0.002514,smart,-6.5258
0.500,0.40000,10,-0.049819,smart,-6.5258
0.500,0.42500,10,0.012273,smart,-6.5258
0.500,0.45000,10,0.012863,smart,-6.5258
0.500,0.47500,10,-0.019395,smart,-6.5258
0.500,0.50000,10,0.002609,smart,-6.5258
0.500,0.02500,11,0.987695,smart,-6.5321
0.500,0.05000,11,0.974385,smart,-6.5321
0.500,0.07500,11,0.963307,smart,-6.5321
0.500,0.10000,11,0.947876,smart,-6.5321
0.500,0.12500,11,0.945114,smart,-6.5321
0.500,0.15000,11,-0.065279,smart,-6.5321
0.500,0.17500,11,-0.152535,smart,-6.5321
0.500,0.20000,11,-0.097375,smart,-6.5321
0.500,0.22500,11,-0.053336,smart,-6.5321
0.500,0.25000,11,0.100569,smart,-6.5321
0.500,0.27500,11,-0.002065,smart,-6.5321
0.500,0.30000,11,-0.034502,smart,-6.5321
0.500,0.32500,11,0.047824,smart,-6.5321
0.500,0.35000,11,-0.004279,smart,-6.5321
0.500,0.37500,11,0.021564,smart,-6.5321
0.500,0.40000,11,-0.028121,smart,-6.5321
0.500,0.42500,11,-0.012972,smart,-6.5321
0.500,0.45000,11,-0.007507,smart,-6.5321
0.500,0.47500,11,0.029750,smart,-6.5321
0.500,0.50000,11,-0.038866,smart,-6.5321
0.500,0.02500,12,0.986830,smart,-6.5295
0.500,0.05000,12,0.975778,smart,-6.5295
0.500,0.07500,12,0.964280,smart,-6.5295
0.500,0.10000,12,0.952868,smart,-6.5295
0.500,0.12500,12,0.940446,smart,-6.5295
0.500,0.15000,12,0.104292,smart,-6.5295
0.500,0.17500,12,-0.002588,smart,-6.5295
0.500,0.20000,12,0.083318,smart,-6.5295
0.500,0.22500,12,0.052245,smart,-6.5295
0.500,0.25000,12,0.029136,smart,-6.5295
0.500,0.27500,12,0.072425,smart,-6.5295
0.500,0.30000,12,-0.003782,smart,-6.5295
0.500,0.32500,12,0.153774,smart,-6.5295
0.500,0.35000,12,0.049273,smart,-6.5295
0.500,0.37500,12,0.010024,smart,-6.5295
0.500,0.40000,12,0.042789,smart,-6.5295
0.500,0.42500,12,0.062367,smart,-6.5295
0.500,0.45000,12,-0.066659,smart,-6.5295
0.500,0.47500,12,0.022699,smart,-6.5295
0.500,0.50000,12,-0.018065,smart,-6.5295
0.500,0.02500,13,0.987469,smart,-6.5247
0.500,0.05000,13,0.973398,smart,-6.5247
0.500,0.07500,13,0.958543,smart,-6.5247
0.500,0.10000,13,0.951978,smart,-6.5247
0.500,0.12500,13,0.936121,smart,-6.5247
0.500,0.15000,13,0.048855,smart,-6.5247
0.500,0.17500,13,-0.083890,smart,-6.5247
0.500,0.20000,13,-0.023165,smart,-6.5247
0.500,0.22500,13,-0.026174,smart,-6.5247
0.500,0.25000,13,-0.004198,smart,-6.5247
0.500,0.27500,13,0.082899,smart,-6.5247
0.500,0.30000,13,-0.006222,smart,-6.5247
0.500,0.32500,13,0.024744,smart,-6.5247
0.500,0.35000,13,-0.004184,smart,-6.5247
0.500,0.37500,13,0.040807,smart,-6.5247
0.500,0.40000,13,-0.046770,smart,-6.5247
0.500,0.42500,13,0.001909,smart,-6.5247
0.500,0.45000,13,-0.032826,smart,-6.5247
0.500,0.47500,13,0.012781,smart,-6.5247
0.500,0.50000,13,0.001035,smart,-6.5247
0.550,0.02500,1,0.989543,smart,-3.7518
0.550,0.05000,1,0.973465,smart,-3.7518
0.550,0.07500,1,0.954486,smart,-3.7518
0.550,0.10000,1,-0.175490,smart,-3.7518
0.550,0.12500,1,-0.004322,smart,-3.7518
0.550,0.15000,1,0.043029,smart,-3.7518
0.550,0.17500,1,0.052203,smart,-3.7518
0.550,0.20000,1,-0.085556,smart,-3.7518
0.550,0.22500,1,-0.043927,smart,-3.7518
0.550,0.25000,1,-0.037161,smart,-3.7518
0.550,0.27500,1,-0.053235,smart,-3.7518
0.550,0.30000,1,0.025795,smart,-3.7518
0.550,0.32500,1,0.018828,smart,-3.7518
0.550,0.35000,1,-0.049196,smart,-3.7518
0.550,0.37500,1,0.010261,smart,-3.7518
0.550,0.40000,1,0.008950,smart,-3.7518
0.550,0.42500,1,0.031986,smart,-3.7518
0.550,0.45000,1,-0.034693,smart,-3.7518
0.550,0.47500,1,-0.012657,smart,-3.7518
0.550,0.50000,1,-0.001360,smart,-3.7518
0.550,0.02500,2,0.987801,smart,-3.7538
0.550,0.05000,2,0.968930,smart,-3.7538
0.550,0.07500,2,-0.223047,smart,-3.7538
0.550,0.10000,2,0.042137,smart,-3.7538
0.550,0.12500,2,-0.052527,smart,-3.7538
0.550,0.15000,2,-0.087696,smart,-3.7538
0.550,0.17500,2,-0.016242,smart,-3.7538
0.550,0.20000,2,-0.029301,smart,-3.7538
0.550,0.22500,2,-0.016716,smart,-3.7538
0.550,0.25000,2,0.117991,smart,-3.7538
0.550,0.27500,2,-0.027592,smart,-3.7538
0.550,0.30000,2,0.013981,smart,-3.7538
0.550,0.32500,2,0.036821,smart,-3.7538
0.550,0.35000,2,0.037234,smart,-3.7538
0.550,0.37500,2,-0.020807,smart,-3.7538
0.550,0.40000,2,-0.003018,smart,-3.7538
0.550,0.42500,2,0.011026,smart,-3.7538
0.550,0.45000,2,0.058068,smart,-3.7538
0.550,0.47500,2,0.038776,smart,-3.7538
0.550,0.50000,2,-0.040051,smart,-3.7538
0.550,0.02500,3,0.988211,smart,-3.7511
0.550,0.05000,3,0.973055,smart,-3.7511
0.550,0.07500,3,-0.105665,smart,-3.7511
0.550,0.10000,3,-0.156528,smart,-3.7511
0.550,0.12500,3,0.055996,smart,-3.7511
0.550,0.15000,3,0.033989,smart,-3.7511
0.550,0.17500,3,0.112032,smart,-3.7511
0.550,0.20000,3,0.137201,smart,-3.7511
0.550,0.22500,3,-0.093964,smart,-3.7511
0.550,0.25000,3,-0.049290,smart,-3.7511
0.550,0.27500,3,-0.027115,smart,-3.7511
0.550,0.30000,3,0.032205,smart,-3.7511
0.550,0.32500,3,-0.000654,smart,-3.7511
0.550,0.35000,3,-0.033661,smart,-3.7511
0.550,0.37500,3,0.037979,smart,-3.7511
0.550,0.40000,3,0.013586,smart,-3.7511
0.550,0.42500,3,-0.058452,smart,-3.7511
0.550,0.45000,3,0.049853,smart,-3.7511
0.550,0.47500,3,-0.017975,smart,-3.7511
0.550,0.50000,3,-0.049232,smart,-3.7511
0.550,0.02500,4,0.986637,smart,-3.7533
0.550,0.05000,4,0.974723,smart,-3.7533
0.550,0.07500,4,0.190171,smart,-3.7533
0.550,0.10000,4,-0.120227,smart,-3.7533
0.550,0.12500,4,0.100378,smart,-3.7533
0.550,0.15000,4,-0.107397,smart,-3.7533
0.550,0.17500,4,0.003776,smart,-3.7533
0.550,0.20000,4,-0.144458,smart,-3.7533
0.550,0.22500,4,0.116846,smart,-3.7533
0.550,0.25000,4,0.054449,smart,-3.7533
0.550,0.27500,4,-0.000405,smart,-3.7533
0.550,0.30000,4,0.048301,smart,-3.7533
0.550,0.32500,4,-0.055523,smart,-3.7533
0.550,0.35000,4,0.033819,smart,-3.7533
0.550,0.37500,4,-0.016382,smart,-3.7533
0.550,0.40000,4,-0.003840,smart,-3.7533
0.550,0.42500,4,-0.054133,smart,-3.7533
0.550,0.45000,4,0.033425,smart,-3.7533
0.550,0.47500,4,-0.011147,smart,-3.7533
0.550,0.50000,4,0.026161,smart,-3.7533
0.550,0.02500,5,0.986842,smart,-3.7517
0.550,0.05000,5,0.976280,smart,-3.7517
0.550,0.07500,5,0.289314,smart,-3.7517
0.550,0.10000,5,-0.015846,smart,-3.7517
0.550,0.12500,5,-0.082947,smart,-3.7517
0.550,0.15000,5,0.050333,smart,-3.7517
0.550,0.17500,5,-0.073622,smart,-3.7517
0.550,0.20000,5,0.059054,smart,-3.7517
0.550,0.22500,5,-0.090187,smart,-3.7517
0.550,0.25000,5,0.015779,smart,-3.7517
0.550,0.27500,5,0.021928,smart,-3.7517
0.550,0.30000,5,-0.022041,smart,-3.7517
0.550,0.32500,5,-0.004440,smart,-3.7517
0.550,0.35000,5,0.026074,smart,-3.7517
0.550,0.37500,5,0.033136,smart,-3.7517
0.550,0.40000,5,-0.032012,smart,-3.7517
0.550,0.42500,5,0.019307,smart,-3.7517
0.550,0.45000,5,0.009700,smart,-3.7517
0.550,0.47500,5,0.022342,smart,-3.7517
0.550,0.50000,5,0.006378,smart,-3.7517
0.550,0.02500,6,0.987096,smart,-3.7518
0.550,0.05000,6,0.968588,smart,-3.7518
0.550,0.07500,6,0.084128,smart,-3.7518
0.550,0.10000,6,0.048582,smart,-3.7518
0.550,0.12500,6,0.042765,smart,-3.7518
0.550,0.15000,6,0.053551,smart,-3.7518
0.550,0.17500,6,-0.134925,smart,-3.7518
0.550,0.20000,6,0.083772,smart,-3.7518
0.550,0.22500,6,-0.069431,smart,-3.7518
0.550,0.25000,6,-0.004138,smart,-3.7518
0.550,0.27500,6,-0.111042,smart,-3.7518
0.550,0.30000,6,-0.026929,smart,-3.7518
0.550,0.32500,6,-0.053339,smart,-3.7518
0.550,0.35000,6,0.011650,smart,-3.7518
0.550,0.37500,6,-0.039295,smart,-3.7518
0.550,0.40000,6,0.029192,smart,-3.7518
0.550,0.42500,6,0.020562,smart,-3.7518
0.550,0.45000,6,0.024682,smart,-3.7518
0.550,0.47500,6,-0.090763,smart,-3.7518
0.550,0.50000,6,0.034832,smart,-3.7518
0.550,0.02500,7,0.986527,smart,-3.7511
0.550,0.05000,7,0.969932,smart,-3.7511
0.550,0.07500,7,0.080099,smart,-3.7511
0.550,0.10000,7,-0.111842,smart,-3.7511
0.550,0.12500,7,-0.160815,smart,-3.7511
0.550,0.15000,7,-0.032261,smart,-3.7511
0.550,0.17500,7,0.138288,smart,-3.7511
0.550,0.20000,7,0.082895,smart,-3.7511
0.550,0.22500,7,0.000195,smart,-3.7511
0.550,0.25000,7,-0.069923,smart,-3.7511
0.550,0.27500,7,0.070715,smart,-3.7511
0.550,0.30000,7,-0.014758,smart,-3.7511
0.550,0.32500,7,-0.060615,smart,-3.7511
0.550,0.35000,7,-0.052372,smart,-3.7511
0.550,0.37500,7,0.073054,smart,-3.7511
0.550,0.40000,7,0.051604,smart,-3.7511
0.550,0.42500,7,0.009844,smart,-3.7511
0.550,0.45000,7,0.007018,smart,-3.7511
0.550,0.47500,7,-0.001489,smart,-3.7511
0.550,0.50000,7,-0.019915,smart,-3.7511
0.550,0.02500,8,0.986675,smart,-3.7520
0.550,0.05000,8,0.975758,smart,-3.7520
0.550,0.07500,8,0.015524,smart,-3.7520
0.550,0.10000,8,0.092316,smart,-3.7520
0.550,0.12500,8,-0.039064,smart,-3.7520
0.550,0.15000,8,0.022955,smart,-3.7520
0.550,0.17500,8,0.003300,smart,-3.7520
0.550,0.20000,8,-0.042121,smart,-3.7520
0.550,0.22500,8,0.089880,smart,-3.7520
0.550,0.25000,8,0.045862,smart,-3.7520
0.550,0.27500,8,0.045473,smart,-3.7520
0.550,0.30000,8,0.070202,smart,-3.7520
0.550,0.32500,8,-0.081385,smart,-3.7520
0.550,0.35000,8,-0.012644,smart,-3.7520
0.550,0.37500,8,-0.021779,smart,-3.7520
0.550,0.40000,8,-0.068903,smart,-3.7520
0.550,0.42500,8,-0.013949,smart,-3.7520
0.550,0.45000,8,0.015205,smart,-3.7520
0.550,0.47500,8,-0.004198,smart,-3.7520
0.550,0.50000,8,-0.027564,smart,-3.7520
0.550,0.02500,9,0.987684,smart,-3.7512
0.550,0.05000,9,0.976410,smart,-3.7512
0.550,0.07500,9,-0.031134,smart,-3.7512
0.550,0.10000,9,0.209178,smart,-3.7512
0.550,0.12500,9,0.176370,smart,-3.7512
0.550,0.15000,9,0.171200,smart,-3.7512
0.550,0.17500,9,-0.024486,smart,-3.7512
0.550,0.20000,9,0.000962,smart,-3.7512
0.550,0.22500,9,-0.024786,smart,-3.7512
0.550,0.25000,9,-0.044183,smart,-3.7512
0.550,0.27500,9,-0.022219,smart,-3.7512
0.550,0.30000,9,-0.047070,smart,-3.7512
0.550,0.32500,9,-0.025093,smart,-3.7512
0.550,0.35000,9,-0.096968,smart,-3.7512
0.550,0.37500,9,-0.001351,smart,-3.7512
0.550,0.40000,9,0.016261,smart,-3.7512
0.550,0.42500,9,0.022224,smart,-3.7512
0.550,0.45000,9,0.009103,smart,-3.7512
0.550,0.47500,9,-0.012291,smart,-3.7512
0.550,0.50000,9,0.031724,smart,-3.7512
0.550,0.02500,10,0.984543,smart,-3.7513
0.550,0.05000,10,0.968161,smart,-3.7513
0.550,0.07500,10,0.052392,smart,-3.7513
0.550,0.10000,10,0.093105,smart,-3.7513
0.550,0.12500,10,0.169574,smart,-3.7513
0.550,0.15000,10,-0.060321,smart,-3.7513
0.550,0.17500,10,-0.028737,smart,-3.7513
