# N=50  K_max=10000  betanet=1.0000  generated=2026-06-05T13:37:54.565
alpha,T,disorder,phi,mode,logC
0.350,0.20000,12,0.913201,smart,-17.0543
0.350,0.22500,12,0.889306,smart,-17.0543
0.350,0.25000,12,0.888471,smart,-17.0543
0.350,0.27500,12,0.876928,smart,-17.0543
0.350,0.30000,12,0.581242,smart,-17.0543
0.350,0.32500,12,0.644710,smart,-17.0543
0.350,0.35000,12,0.441020,smart,-17.0543
0.350,0.37500,12,0.394463,smart,-17.0543
0.350,0.40000,12,0.408266,smart,-17.0543
0.350,0.42500,12,0.330027,smart,-17.0543
0.350,0.45000,12,-0.012066,smart,-17.0543
0.350,0.47500,12,0.139780,smart,-17.0543
0.350,0.50000,12,0.085445,smart,-17.0543
0.350,0.02500,13,0.987859,smart,-17.0624
0.350,0.05000,13,0.974915,smart,-17.0624
0.350,0.07500,13,0.960466,smart,-17.0624
0.350,0.10000,13,0.953836,smart,-17.0624
0.350,0.12500,13,0.938057,smart,-17.0624
0.350,0.15000,13,0.933672,smart,-17.0624
0.350,0.17500,13,0.918882,smart,-17.0624
0.350,0.20000,13,0.906567,smart,-17.0624
0.350,0.22500,13,0.898329,smart,-17.0624
0.350,0.25000,13,0.880078,smart,-17.0624
0.350,0.27500,13,0.877106,smart,-17.0624
0.350,0.30000,13,0.859415,smart,-17.0624
0.350,0.32500,13,0.458191,smart,-17.0624
0.350,0.35000,13,0.500951,smart,-17.0624
0.350,0.37500,13,0.391251,smart,-17.0624
0.350,0.40000,13,0.374484,smart,-17.0624
0.350,0.42500,13,0.403319,smart,-17.0624
0.350,0.45000,13,-0.057575,smart,-17.0624
0.350,0.47500,13,0.218531,smart,-17.0624
0.350,0.50000,13,-0.034756,smart,-17.0624
0.350,0.02500,14,0.987084,smart,-17.0617
0.350,0.05000,14,0.972471,smart,-17.0617
0.350,0.07500,14,0.966572,smart,-17.0617
0.350,0.10000,14,0.954199,smart,-17.0617
0.350,0.12500,14,0.944072,smart,-17.0617
0.350,0.15000,14,0.926843,smart,-17.0617
0.350,0.17500,14,0.916090,smart,-17.0617
0.350,0.20000,14,0.903674,smart,-17.0617
0.350,0.22500,14,0.892197,smart,-17.0617
0.350,0.25000,14,0.888210,smart,-17.0617
0.350,0.27500,14,0.883156,smart,-17.0617
0.350,0.30000,14,0.857257,smart,-17.0617
0.350,0.32500,14,0.491950,smart,-17.0617
0.350,0.35000,14,0.483473,smart,-17.0617
0.350,0.37500,14,0.456857,smart,-17.0617
0.350,0.40000,14,0.421609,smart,-17.0617
0.350,0.42500,14,0.112101,smart,-17.0617
0.350,0.45000,14,-0.023112,smart,-17.0617
0.350,0.47500,14,0.066482,smart,-17.0617
0.350,0.50000,14,0.001327,smart,-17.0617
0.350,0.02500,15,0.987754,smart,-17.0497
0.350,0.05000,15,0.975443,smart,-17.0497
0.350,0.07500,15,0.965113,smart,-17.0497
0.350,0.10000,15,0.955526,smart,-17.0497
0.350,0.12500,15,0.942004,smart,-17.0497
0.350,0.15000,15,0.931916,smart,-17.0497
0.350,0.17500,15,0.922717,smart,-17.0497
0.350,0.20000,15,0.903091,smart,-17.0497
0.350,0.22500,15,0.890605,smart,-17.0497
0.350,0.25000,15,0.890365,smart,-17.0497
0.350,0.27500,15,0.866239,smart,-17.0497
0.350,0.30000,15,0.865645,smart,-17.0497
0.350,0.32500,15,0.489842,smart,-17.0497
0.350,0.35000,15,0.512361,smart,-17.0497
0.350,0.37500,15,0.491984,smart,-17.0497
0.350,0.40000,15,0.472614,smart,-17.0497
0.350,0.42500,15,0.370529,smart,-17.0497
0.350,0.45000,15,0.011994,smart,-17.0497
0.350,0.47500,15,-0.028221,smart,-17.0497
0.350,0.50000,15,0.172499,smart,-17.0497
0.400,0.02500,1,0.986038,smart,-13.0006
0.400,0.05000,1,0.977218,smart,-13.0006
0.400,0.07500,1,0.961900,smart,-13.0006
0.400,0.10000,1,0.950542,smart,-13.0006
0.400,0.12500,1,0.936539,smart,-13.0006
0.400,0.15000,1,0.931536,smart,-13.0006
0.400,0.17500,1,0.917512,smart,-13.0006
0.400,0.20000,1,0.907995,smart,-13.0006
0.400,0.22500,1,0.891738,smart,-13.0006
0.400,0.25000,1,0.876600,smart,-13.0006
0.400,0.27500,1,0.494016,smart,-13.0006
0.400,0.30000,1,0.001709,smart,-13.0006
0.400,0.32500,1,-0.034035,smart,-13.0006
0.400,0.35000,1,0.016820,smart,-13.0006
0.400,0.37500,1,-0.052550,smart,-13.0006
0.400,0.40000,1,0.041657,smart,-13.0006
0.400,0.42500,1,-0.067418,smart,-13.0006
0.400,0.45000,1,0.031525,smart,-13.0006
0.400,0.47500,1,-0.010691,smart,-13.0006
0.400,0.50000,1,-0.041528,smart,-13.0006
0.400,0.02500,2,0.986475,smart,-12.9963
0.400,0.05000,2,0.973845,smart,-12.9963
0.400,0.07500,2,0.963495,smart,-12.9963
0.400,0.10000,2,0.953356,smart,-12.9963
0.400,0.12500,2,0.943812,smart,-12.9963
0.400,0.15000,2,0.926177,smart,-12.9963
0.400,0.17500,2,0.915134,smart,-12.9963
0.400,0.20000,2,0.909073,smart,-12.9963
0.400,0.22500,2,0.900761,smart,-12.9963
0.400,0.25000,2,0.885732,smart,-12.9963
0.400,0.27500,2,0.486107,smart,-12.9963
0.400,0.30000,2,0.485177,smart,-12.9963
0.400,0.32500,2,-0.094469,smart,-12.9963
0.400,0.35000,2,0.010206,smart,-12.9963
0.400,0.37500,2,0.009235,smart,-12.9963
0.400,0.40000,2,-0.052029,smart,-12.9963
0.400,0.42500,2,0.017873,smart,-12.9963
0.400,0.45000,2,-0.044816,smart,-12.9963
0.400,0.47500,2,0.024367,smart,-12.9963
0.400,0.50000,2,-0.000348,smart,-12.9963
0.400,0.02500,3,0.987843,smart,-12.9925
0.400,0.05000,3,0.975839,smart,-12.9925
0.400,0.07500,3,0.966416,smart,-12.9925
0.400,0.10000,3,0.949756,smart,-12.9925
0.400,0.12500,3,0.941669,smart,-12.9925
0.400,0.15000,3,0.925344,smart,-12.9925
0.400,0.17500,3,0.917830,smart,-12.9925
0.400,0.20000,3,0.906137,smart,-12.9925
0.400,0.22500,3,0.895840,smart,-12.9925
0.400,0.25000,3,0.875646,smart,-12.9925
0.400,0.27500,3,0.552111,smart,-12.9925
0.400,0.30000,3,0.534454,smart,-12.9925
0.400,0.32500,3,-0.014517,smart,-12.9925
0.400,0.35000,3,-0.025736,smart,-12.9925
0.400,0.37500,3,0.014381,smart,-12.9925
0.400,0.40000,3,-0.070039,smart,-12.9925
0.400,0.42500,3,-0.020893,smart,-12.9925
0.400,0.45000,3,-0.044192,smart,-12.9925
0.400,0.47500,3,0.012556,smart,-12.9925
0.400,0.50000,3,0.021548,smart,-12.9925
0.400,0.02500,4,0.987867,smart,-12.9964
0.400,0.05000,4,0.976819,smart,-12.9964
0.400,0.07500,4,0.962019,smart,-12.9964
0.400,0.10000,4,0.949018,smart,-12.9964
0.400,0.12500,4,0.939042,smart,-12.9964
0.400,0.15000,4,0.920915,smart,-12.9964
0.400,0.17500,4,0.925775,smart,-12.9964
0.400,0.20000,4,0.910794,smart,-12.9964
0.400,0.22500,4,0.895100,smart,-12.9964
0.400,0.25000,4,0.885440,smart,-12.9964
0.400,0.27500,4,0.577759,smart,-12.9964
0.400,0.30000,4,0.004032,smart,-12.9964
0.400,0.32500,4,0.041123,smart,-12.9964
0.400,0.35000,4,0.006276,smart,-12.9964
0.400,0.37500,4,-0.043542,smart,-12.9964
0.400,0.40000,4,-0.043573,smart,-12.9964
0.400,0.42500,4,-0.023030,smart,-12.9964
0.400,0.45000,4,-0.029919,smart,-12.9964
0.400,0.47500,4,0.034751,smart,-12.9964
0.400,0.50000,4,0.003252,smart,-12.9964
0.400,0.02500,5,0.988924,smart,-13.0005
0.400,0.05000,5,0.973611,smart,-13.0005
0.400,0.07500,5,0.958129,smart,-13.0005
0.400,0.10000,5,0.950316,smart,-13.0005
0.400,0.12500,5,0.942566,smart,-13.0005
0.400,0.15000,5,0.931041,smart,-13.0005
0.400,0.17500,5,0.921961,smart,-13.0005
0.400,0.20000,5,0.914510,smart,-13.0005
0.400,0.22500,5,0.895907,smart,-13.0005
0.400,0.25000,5,0.883071,smart,-13.0005
0.400,0.27500,5,0.871845,smart,-13.0005
0.400,0.30000,5,0.021432,smart,-13.0005
0.400,0.32500,5,0.013375,smart,-13.0005
0.400,0.35000,5,0.054622,smart,-13.0005
0.400,0.37500,5,-0.029086,smart,-13.0005
0.400,0.40000,5,-0.050465,smart,-13.0005
0.400,0.42500,5,-0.012971,smart,-13.0005
0.400,0.45000,5,0.002491,smart,-13.0005
0.400,0.47500,5,-0.023027,smart,-13.0005
0.400,0.50000,5,-0.000509,smart,-13.0005
0.400,0.02500,6,0.987032,smart,-12.9984
0.400,0.05000,6,0.973834,smart,-12.9984
0.400,0.07500,6,0.962130,smart,-12.9984
0.400,0.10000,6,0.952854,smart,-12.9984
0.400,0.12500,6,0.940012,smart,-12.9984
0.400,0.15000,6,0.930701,smart,-12.9984
0.400,0.17500,6,0.913425,smart,-12.9984
0.400,0.20000,6,0.908274,smart,-12.9984
0.400,0.22500,6,0.894684,smart,-12.9984
0.400,0.25000,6,0.883532,smart,-12.9984
0.400,0.27500,6,0.631930,smart,-12.9984
0.400,0.30000,6,0.233795,smart,-12.9984
0.400,0.32500,6,-0.090793,smart,-12.9984
0.400,0.35000,6,-0.004063,smart,-12.9984
0.400,0.37500,6,-0.030985,smart,-12.9984
0.400,0.40000,6,-0.015927,smart,-12.9984
0.400,0.42500,6,0.022006,smart,-12.9984
0.400,0.45000,6,0.000489,smart,-12.9984
0.400,0.47500,6,-0.014332,smart,-12.9984
0.400,0.50000,6,-0.041223,smart,-12.9984
0.400,0.02500,7,0.989221,smart,-12.9957
0.400,0.05000,7,0.974071,smart,-12.9957
0.400,0.07500,7,0.964913,smart,-12.9957
0.400,0.10000,7,0.954810,smart,-12.9957
0.400,0.12500,7,0.939831,smart,-12.9957
0.400,0.15000,7,0.928639,smart,-12.9957
0.400,0.17500,7,0.918476,smart,-12.9957
0.400,0.20000,7,0.905056,smart,-12.9957
0.400,0.22500,7,0.901761,smart,-12.9957
0.400,0.25000,7,0.879615,smart,-12.9957
0.400,0.27500,7,0.495712,smart,-12.9957
0.400,0.30000,7,-0.000933,smart,-12.9957
0.400,0.32500,7,0.037508,smart,-12.9957
0.400,0.35000,7,0.006917,smart,-12.9957
0.400,0.37500,7,0.012387,smart,-12.9957
0.400,0.40000,7,0.063812,smart,-12.9957
0.400,0.42500,7,-0.019768,smart,-12.9957
0.400,0.45000,7,0.026835,smart,-12.9957
0.400,0.47500,7,0.009639,smart,-12.9957
0.400,0.50000,7,0.012031,smart,-12.9957
0.400,0.02500,8,0.987246,smart,-12.9996
0.400,0.05000,8,0.975195,smart,-12.9996
0.400,0.07500,8,0.962875,smart,-12.9996
0.400,0.10000,8,0.957612,smart,-12.9996
0.400,0.12500,8,0.942118,smart,-12.9996
0.400,0.15000,8,0.929004,smart,-12.9996
0.400,0.17500,8,0.917314,smart,-12.9996
0.400,0.20000,8,0.913597,smart,-12.9996
0.400,0.22500,8,0.894185,smart,-12.9996
0.400,0.25000,8,0.881656,smart,-12.9996
0.400,0.27500,8,0.495253,smart,-12.9996
0.400,0.30000,8,0.028942,smart,-12.9996
0.400,0.32500,8,-0.041949,smart,-12.9996
0.400,0.35000,8,0.016859,smart,-12.9996
0.400,0.37500,8,0.020839,smart,-12.9996
0.400,0.40000,8,-0.037098,smart,-12.9996
0.400,0.42500,8,-0.016041,smart,-12.9996
0.400,0.45000,8,0.042417,smart,-12.9996
0.400,0.47500,8,0.040142,smart,-12.9996
0.400,0.50000,8,-0.005018,smart,-12.9996
0.400,0.02500,9,0.988364,smart,-12.9936
0.400,0.05000,9,0.977728,smart,-12.9936
0.400,0.07500,9,0.965023,smart,-12.9936
0.400,0.10000,9,0.953161,smart,-12.9936
0.400,0.12500,9,0.941401,smart,-12.9936
0.400,0.15000,9,0.922646,smart,-12.9936
0.400,0.17500,9,0.917944,smart,-12.9936
0.400,0.20000,9,0.909474,smart,-12.9936
0.400,0.22500,9,0.895969,smart,-12.9936
0.400,0.25000,9,0.886444,smart,-12.9936
0.400,0.27500,9,0.873279,smart,-12.9936
0.400,0.30000,9,-0.022990,smart,-12.9936
0.400,0.32500,9,0.037198,smart,-12.9936
0.400,0.35000,9,0.019959,smart,-12.9936
0.400,0.37500,9,-0.058500,smart,-12.9936
0.400,0.40000,9,0.027771,smart,-12.9936
0.400,0.42500,9,0.012220,smart,-12.9936
0.400,0.45000,9,-0.013535,smart,-12.9936
0.400,0.47500,9,-0.033792,smart,-12.9936
0.400,0.50000,9,-0.018125,smart,-12.9936
0.400,0.02500,10,0.987548,smart,-12.9955
0.400,0.05000,10,0.976791,smart,-12.9955
0.400,0.07500,10,0.965727,smart,-12.9955
0.400,0.10000,10,0.952432,smart,-12.9955
0.400,0.12500,10,0.940790,smart,-12.9955
0.400,0.15000,10,0.932856,smart,-12.9955
0.400,0.17500,10,0.927936,smart,-12.9955
0.400,0.20000,10,0.913454,smart,-12.9955
0.400,0.22500,10,0.899272,smart,-12.9955
0.400,0.25000,10,0.890987,smart,-12.9955
0.400,0.27500,10,0.870064,smart,-12.9955
0.400,0.30000,10,0.067320,smart,-12.9955
0.400,0.32500,10,0.029259,smart,-12.9955
0.400,0.35000,10,0.002361,smart,-12.9955
0.400,0.37500,10,-0.010200,smart,-12.9955
0.400,0.40000,10,-0.033094,smart,-12.9955
0.400,0.42500,10,-0.045580,smart,-12.9955
0.400,0.45000,10,0.073978,smart,-12.9955
0.400,0.47500,10,0.009921,smart,-12.9955
0.400,0.50000,10,0.041838,smart,-12.9955
0.400,0.02500,11,0.988410,smart,-12.9919
0.400,0.05000,11,0.976487,smart,-12.9919
0.400,0.07500,11,0.962760,smart,-12.9919
0.400,0.10000,11,0.953136,smart,-12.9919
0.400,0.12500,11,0.946189,smart,-12.9919
0.400,0.15000,11,0.933886,smart,-12.9919
0.400,0.17500,11,0.914863,smart,-12.9919
0.400,0.20000,11,0.903237,smart,-12.9919
0.400,0.22500,11,0.895311,smart,-12.9919
0.400,0.25000,11,0.880154,smart,-12.9919
0.400,0.27500,11,-0.079580,smart,-12.9919
0.400,0.30000,11,-0.035007,smart,-12.9919
0.400,0.32500,11,-0.013843,smart,-12.9919
0.400,0.35000,11,-0.007960,smart,-12.9919
0.400,0.37500,11,0.019601,smart,-12.9919
0.400,0.40000,11,0.010456,smart,-12.9919
0.400,0.42500,11,-0.013130,smart,-12.9919
0.400,0.45000,11,0.014809,smart,-12.9919
0.400,0.47500,11,-0.012588,smart,-12.9919
0.400,0.50000,11,-0.014605,smart,-12.9919
0.400,0.02500,12,0.988842,smart,-12.9994
0.400,0.05000,12,0.977617,smart,-12.9994
0.400,0.07500,12,0.964348,smart,-12.9994
0.400,0.10000,12,0.954235,smart,-12.9994
0.400,0.12500,12,0.940535,smart,-12.9994
0.400,0.15000,12,0.934253,smart,-12.9994
0.400,0.17500,12,0.919363,smart,-12.9994
0.400,0.20000,12,0.916038,smart,-12.9994
0.400,0.22500,12,0.894466,smart,-12.9994
0.400,0.25000,12,0.879623,smart,-12.9994
0.400,0.27500,12,0.871327,smart,-12.9994
0.400,0.30000,12,0.018226,smart,-12.9994
0.400,0.32500,12,0.050043,smart,-12.9994
0.400,0.35000,12,0.007425,smart,-12.9994
0.400,0.37500,12,0.031028,smart,-12.9994
0.400,0.40000,12,0.010788,smart,-12.9994
0.400,0.42500,12,-0.001276,smart,-12.9994
0.400,0.45000,12,0.042354,smart,-12.9994
0.400,0.47500,12,0.017319,smart,-12.9994
0.400,0.50000,12,-0.004837,smart,-12.9994
0.400,0.02500,13,0.987565,smart,-12.9948
0.400,0.05000,13,0.974174,smart,-12.9948
0.400,0.07500,13,0.962151,smart,-12.9948
0.400,0.10000,13,0.953761,smart,-12.9948
0.400,0.12500,13,0.940319,smart,-12.9948
0.400,0.15000,13,0.926316,smart,-12.9948
0.400,0.17500,13,0.920932,smart,-12.9948
0.400,0.20000,13,0.905548,smart,-12.9948
0.400,0.22500,13,0.901084,smart,-12.9948
0.400,0.25000,13,0.883529,smart,-12.9948
0.400,0.27500,13,0.876265,smart,-12.9948
0.400,0.30000,13,0.857965,smart,-12.9948
0.400,0.32500,13,-0.054542,smart,-12.9948
0.400,0.35000,13,0.064221,smart,-12.9948
0.400,0.37500,13,0.073667,smart,-12.9948
0.400,0.40000,13,0.032408,smart,-12.9948
0.400,0.42500,13,-0.008055,smart,-12.9948
0.400,0.45000,13,-0.002629,smart,-12.9948
0.400,0.47500,13,-0.007568,smart,-12.9948
0.400,0.50000,13,0.023487,smart,-12.9948
0.400,0.02500,14,0.988052,smart,-12.9968
0.400,0.05000,14,0.980586,smart,-12.9968
0.400,0.07500,14,0.965640,smart,-12.9968
0.400,0.10000,14,0.951506,smart,-12.9968
0.400,0.12500,14,0.941490,smart,-12.9968
0.400,0.15000,14,0.930904,smart,-12.9968
0.400,0.17500,14,0.911838,smart,-12.9968
0.400,0.20000,14,0.908693,smart,-12.9968
0.400,0.22500,14,0.895986,smart,-12.9968
0.400,0.25000,14,0.882756,smart,-12.9968
0.400,0.27500,14,0.868787,smart,-12.9968
0.400,0.30000,14,-0.026401,smart,-12.9968
0.400,0.32500,14,-0.013403,smart,-12.9968
0.400,0.35000,14,0.052738,smart,-12.9968
0.400,0.37500,14,-0.001530,smart,-12.9968
0.400,0.40000,14,0.003891,smart,-12.9968
0.400,0.42500,14,-0.052595,smart,-12.9968
0.400,0.45000,14,0.008514,smart,-12.9968
0.400,0.47500,14,-0.005251,smart,-12.9968
0.400,0.50000,14,-0.025133,smart,-12.9968
0.400,0.02500,15,0.988192,smart,-12.9908
0.400,0.05000,15,0.975272,smart,-12.9908
0.400,0.07500,15,0.964865,smart,-12.9908
0.400,0.10000,15,0.953601,smart,-12.9908
0.400,0.12500,15,0.935773,smart,-12.9908
0.400,0.15000,15,0.929611,smart,-12.9908
0.400,0.17500,15,0.914767,smart,-12.9908
0.400,0.20000,15,0.908720,smart,-12.9908
0.400,0.22500,15,0.895275,smart,-12.9908
0.400,0.25000,15,0.886445,smart,-12.9908
0.400,0.27500,15,0.487080,smart,-12.9908
0.400,0.30000,15,0.870138,smart,-12.9908
0.400,0.32500,15,0.033164,smart,-12.9908
0.400,0.35000,15,-0.011091,smart,-12.9908
0.400,0.37500,15,-0.059693,smart,-12.9908
0.400,0.40000,15,-0.012375,smart,-12.9908
0.400,0.42500,15,-0.008071,smart,-12.9908
0.400,0.45000,15,-0.058641,smart,-12.9908
0.400,0.47500,15,0.005119,smart,-12.9908
0.400,0.50000,15,-0.003062,smart,-12.9908
0.450,0.02500,1,0.987642,smart,-9.5610
0.450,0.05000,1,0.980413,smart,-9.5610
0.450,0.07500,1,0.962466,smart,-9.5610
0.450,0.10000,1,0.945345,smart,-9.5610
0.450,0.12500,1,0.939679,smart,-9.5610
0.450,0.15000,1,0.929020,smart,-9.5610
0.450,0.17500,1,0.923722,smart,-9.5610
0.450,0.20000,1,0.899099,smart,-9.5610
0.450,0.22500,1,-0.096816,smart,-9.5610
0.450,0.25000,1,-0.023525,smart,-9.5610
0.450,0.27500,1,0.038604,smart,-9.5610
0.450,0.30000,1,-0.012676,smart,-9.5610
0.450,0.32500,1,-0.015528,smart,-9.5610
0.450,0.35000,1,-0.040720,smart,-9.5610
0.450,0.37500,1,-0.031897,smart,-9.5610
0.450,0.40000,1,0.015241,smart,-9.5610
0.450,0.42500,1,0.007454,smart,-9.5610
0.450,0.45000,1,0.026553,smart,-9.5610
0.450,0.47500,1,0.021572,smart,-9.5610
0.450,0.50000,1,-0.048581,smart,-9.5610
0.450,0.02500,2,0.988744,smart,-9.5668
0.450,0.05000,2,0.978169,smart,-9.5668
0.450,0.07500,2,0.961933,smart,-9.5668
0.450,0.10000,2,0.956495,smart,-9.5668
0.450,0.12500,2,0.939438,smart,-9.5668
0.450,0.15000,2,0.926439,smart,-9.5668
0.450,0.17500,2,0.918656,smart,-9.5668
0.450,0.20000,2,0.043338,smart,-9.5668
0.450,0.22500,2,-0.013626,smart,-9.5668
0.450,0.25000,2,0.091051,smart,-9.5668
0.450,0.27500,2,0.062076,smart,-9.5668
0.450,0.30000,2,-0.022769,smart,-9.5668
0.450,0.32500,2,-0.013616,smart,-9.5668
0.450,0.35000,2,-0.043557,smart,-9.5668
0.450,0.37500,2,0.049646,smart,-9.5668
0.450,0.40000,2,-0.009742,smart,-9.5668
0.450,0.42500,2,0.023484,smart,-9.5668
0.450,0.45000,2,0.010004,smart,-9.5668
0.450,0.47500,2,-0.020422,smart,-9.5668
0.450,0.50000,2,-0.017105,smart,-9.5668
0.450,0.02500,3,0.988531,smart,-9.5607
0.450,0.05000,3,0.976629,smart,-9.5607
0.450,0.07500,3,0.964384,smart,-9.5607
0.450,0.10000,3,0.953628,smart,-9.5607
0.450,0.12500,3,0.941014,smart,-9.5607
0.450,0.15000,3,0.930483,smart,-9.5607
0.450,0.17500,3,0.916611,smart,-9.5607
0.450,0.20000,3,0.909952,smart,-9.5607
0.450,0.22500,3,-0.067702,smart,-9.5607
0.450,0.25000,3,-0.052062,smart,-9.5607
0.450,0.27500,3,0.052620,smart,-9.5607
0.450,0.30000,3,0.005393,smart,-9.5607
0.450,0.32500,3,0.042220,smart,-9.5607
0.450,0.35000,3,0.038826,smart,-9.5607
0.450,0.37500,3,-0.080928,smart,-9.5607
0.450,0.40000,3,0.037171,smart,-9.5607
0.450,0.42500,3,-0.020803,smart,-9.5607
0.450,0.45000,3,0.063514,smart,-9.5607
0.450,0.47500,3,-0.031897,smart,-9.5607
0.450,0.50000,3,-0.023448,smart,-9.5607
0.450,0.02500,4,0.989333,smart,-9.5598
0.450,0.05000,4,0.975203,smart,-9.5598
0.450,0.07500,4,0.962689,smart,-9.5598
0.450,0.10000,4,0.952098,smart,-9.5598
0.450,0.12500,4,0.937930,smart,-9.5598
0.450,0.15000,4,0.925332,smart,-9.5598
0.450,0.17500,4,0.913159,smart,-9.5598
0.450,0.20000,4,0.567697,smart,-9.5598
0.450,0.22500,4,-0.087884,smart,-9.5598
0.450,0.25000,4,0.079529,smart,-9.5598
0.450,0.27500,4,-0.064248,smart,-9.5598
0.450,0.30000,4,0.044376,smart,-9.5598
0.450,0.32500,4,-0.010152,smart,-9.5598
0.450,0.35000,4,-0.012902,smart,-9.5598
0.450,0.37500,4,-0.022963,smart,-9.5598
0.450,0.40000,4,0.015267,smart,-9.5598
0.450,0.42500,4,0.037038,smart,-9.5598
0.450,0.45000,4,0.018496,smart,-9.5598
0.450,0.47500,4,-0.026034,smart,-9.5598
0.450,0.50000,4,0.013597,smart,-9.5598
0.450,0.02500,5,0.987842,smart,-9.5611
0.450,0.05000,5,0.977692,smart,-9.5611
0.450,0.07500,5,0.964693,smart,-9.5611
0.450,0.10000,5,0.954767,smart,-9.5611
0.450,0.12500,5,0.943818,smart,-9.5611
0.450,0.15000,5,0.920809,smart,-9.5611
0.450,0.17500,5,0.911508,smart,-9.5611
0.450,0.20000,5,0.284882,smart,-9.5611
0.450,0.22500,5,0.007319,smart,-9.5611
0.450,0.25000,5,-0.018042,smart,-9.5611
0.450,0.27500,5,-0.056347,smart,-9.5611
0.450,0.30000,5,0.046541,smart,-9.5611
0.450,0.32500,5,-0.040687,smart,-9.5611
0.450,0.35000,5,-0.001203,smart,-9.5611
0.450,0.37500,5,0.018657,smart,-9.5611
0.450,0.40000,5,-0.016190,smart,-9.5611
0.450,0.42500,5,0.012614,smart,-9.5611
0.450,0.45000,5,-0.025263,smart,-9.5611
0.450,0.47500,5,0.074374,smart,-9.5611
0.450,0.50000,5,-0.033463,smart,-9.5611
0.450,0.02500,6,0.988318,smart,-9.5595
0.450,0.05000,6,0.978058,smart,-9.5595
0.450,0.07500,6,0.959366,smart,-9.5595
0.450,0.10000,6,0.955903,smart,-9.5595
0.450,0.12500,6,0.938858,smart,-9.5595
0.450,0.15000,6,0.926218,smart,-9.5595
0.450,0.17500,6,0.912137,smart,-9.5595
0.450,0.20000,6,0.088917,smart,-9.5595
0.450,0.22500,6,-0.045464,smart,-9.5595
0.450,0.25000,6,0.109153,smart,-9.5595
0.450,0.27500,6,-0.015620,smart,-9.5595
0.450,0.30000,6,-0.022764,smart,-9.5595
0.450,0.32500,6,0.034464,smart,-9.5595
0.450,0.35000,6,0.044934,smart,-9.5595
0.450,0.37500,6,0.021586,smart,-9.5595
0.450,0.40000,6,-0.010717,smart,-9.5595
0.450,0.42500,6,0.018264,smart,-9.5595
0.450,0.45000,6,-0.002851,smart,-9.5595
0.450,0.47500,6,-0.027811,smart,-9.5595
0.450,0.50000,6,-0.003317,smart,-9.5595
0.450,0.02500,7,0.987990,smart,-9.5582
0.450,0.05000,7,0.976653,smart,-9.5582
0.450,0.07500,7,0.967863,smart,-9.5582
0.450,0.10000,7,0.950248,smart,-9.5582
0.450,0.12500,7,0.946366,smart,-9.5582
0.450,0.15000,7,0.929566,smart,-9.5582
0.450,0.17500,7,0.917595,smart,-9.5582
0.450,0.20000,7,0.781311,smart,-9.5582
0.450,0.22500,7,0.038167,smart,-9.5582
0.450,0.25000,7,0.010948,smart,-9.5582
0.450,0.27500,7,0.067763,smart,-9.5582
0.450,0.30000,7,0.048765,smart,-9.5582
0.450,0.32500,7,-0.007346,smart,-9.5582
0.450,0.35000,7,0.010376,smart,-9.5582
0.450,0.37500,7,-0.014211,smart,-9.5582
0.450,0.40000,7,0.024047,smart,-9.5582
0.450,0.42500,7,0.003289,smart,-9.5582
0.450,0.45000,7,0.028894,smart,-9.5582
0.450,0.47500,7,0.014666,smart,-9.5582
0.450,0.50000,7,-0.006376,smart,-9.5582
0.450,0.02500,8,0.987641,smart,-9.5613
0.450,0.05000,8,0.974492,smart,-9.5613
0.450,0.07500,8,0.965439,smart,-9.5613
0.450,0.10000,8,0.951253,smart,-9.5613
0.450,0.12500,8,0.944836,smart,-9.5613
0.450,0.15000,8,0.927700,smart,-9.5613
0.450,0.17500,8,0.918891,smart,-9.5613
0.450,0.20000,8,0.016640,smart,-9.5613
0.450,0.22500,8,0.089438,smart,-9.5613
0.450,0.25000,8,0.141975,smart,-9.5613
0.450,0.27500,8,0.037776,smart,-9.5613
0.450,0.30000,8,0.026117,smart,-9.5613
0.450,0.32500,8,-0.003897,smart,-9.5613
0.450,0.35000,8,-0.002556,smart,-9.5613
0.450,0.37500,8,-0.000526,smart,-9.5613
0.450,0.40000,8,0.010190,smart,-9.5613
0.450,0.42500,8,-0.021059,smart,-9.5613
0.450,0.45000,8,-0.003190,smart,-9.5613
0.450,0.47500,8,0.011612,smart,-9.5613
0.450,0.50000,8,-0.018974,smart,-9.5613
0.450,0.02500,9,0.989980,smart,-9.5607
0.450,0.05000,9,0.976961,smart,-9.5607
0.450,0.07500,9,0.966966,smart,-9.5607
0.450,0.10000,9,0.952450,smart,-9.5607
0.450,0.12500,9,0.942789,smart,-9.5607
0.450,0.15000,9,0.922369,smart,-9.5607
0.450,0.17500,9,0.924492,smart,-9.5607
0.450,0.20000,9,0.904352,smart,-9.5607
0.450,0.22500,9,-0.041296,smart,-9.5607
0.450,0.25000,9,-0.072785,smart,-9.5607
0.450,0.27500,9,0.059882,smart,-9.5607
0.450,0.30000,9,-0.009713,smart,-9.5607
0.450,0.32500,9,-0.064238,smart,-9.5607
0.450,0.35000,9,-0.027324,smart,-9.5607
0.450,0.37500,9,-0.008540,smart,-9.5607
0.450,0.40000,9,-0.035038,smart,-9.5607
0.450,0.42500,9,0.002783,smart,-9.5607
0.450,0.45000,9,-0.015837,smart,-9.5607
0.450,0.47500,9,0.018834,smart,-9.5607
