alpha,T,N,t_escape,t_centroid,mu_escape,phi_1mu,Dv_retrieval,Dv_prebarrier,Dv_postbarrier,Dv_centroid
0.20,1.20,50,5584,-1,10759,0.5986,3.3368e-05,NaN,4.1637e-04,NaN
0.20,1.20,50,6100,-1,2974,0.5254,2.9178e-05,NaN,2.4086e-04,NaN
0.20,1.20,50,3424,-1,5691,0.6157,5.0723e-05,NaN,1.6841e-04,NaN
0.20,1.20,50,520,724,6172,0.6743,5.9338e-03,NaN,4.3105e-02,2.4024e-02
0.20,1.20,50,452,-1,17813,0.4966,2.1199e-04,NaN,8.2342e-05,NaN
0.20,1.20,50,5032,-1,19958,0.5396,2.1652e-05,NaN,9.0936e-04,NaN
0.20,1.20,50,5864,-1,10151,0.5312,2.0494e-05,NaN,3.6765e-04,NaN
0.20,1.20,50,2224,-1,14802,0.5059,5.5924e-05,NaN,1.0999e-04,NaN
0.20,1.20,50,4724,4936,2435,0.5586,2.6939e-05,NaN,2.1775e-02,2.2832e-02
0.20,1.20,50,344,-1,16226,0.3909,2.5671e-04,NaN,7.1927e-05,NaN
0.20,1.20,50,1344,-1,15959,0.5029,7.0836e-05,NaN,9.6007e-05,NaN
0.20,1.20,50,1380,8560,11022,0.5708,1.1923e-04,NaN,2.0426e-04,2.6127e-04
0.20,1.20,50,1388,1596,741,0.5063,4.9203e-05,NaN,4.1230e-02,1.4477e-03
0.20,1.20,50,988,-1,18711,0.5889,2.0617e-04,NaN,4.7541e-04,NaN
0.20,1.20,50,3396,9352,14143,0.4568,3.5844e-05,NaN,1.8931e-04,5.3576e-04
0.20,1.20,50,9188,-1,5503,0.6035,2.0792e-05,NaN,1.1887e-03,NaN
0.20,1.20,50,9276,-1,3578,0.4790,2.0741e-05,NaN,1.1583e-03,NaN
0.20,1.20,50,4748,-1,10488,0.5190,3.0499e-05,NaN,1.5383e-04,NaN
0.20,1.20,50,9732,-1,10916,0.5015,1.9480e-05,NaN,3.3592e-03,NaN
0.20,1.20,50,4968,-1,13775,0.5420,2.9032e-05,NaN,1.8093e-04,NaN
0.20,1.20,50,4772,-1,1036,0.4929,2.4922e-05,NaN,1.4786e-04,NaN
0.20,1.20,50,5960,-1,5416,0.5913,2.3056e-05,NaN,4.5762e-04,NaN
0.20,1.20,50,5556,-1,13453,0.4512,2.3541e-05,NaN,1.6669e-04,NaN
0.20,1.20,50,1864,2072,11502,0.5918,6.7893e-05,NaN,3.8609e-02,1.9359e-03
0.20,1.20,50,4760,-1,1955,0.5557,3.7776e-05,NaN,1.9479e-04,NaN
0.20,1.20,50,2156,6644,17196,0.5396,3.6495e-05,NaN,2.5117e-04,1.0900e-04
0.20,1.20,50,8108,-1,10346,0.5757,2.6385e-05,NaN,5.1820e-04,NaN
0.20,1.20,50,5432,-1,14670,0.4363,2.7736e-05,NaN,1.7187e-04,NaN
0.20,1.20,50,5508,-1,13755,0.3821,1.9487e-05,NaN,1.4268e-04,NaN
0.20,1.20,50,3716,-1,11493,0.5146,3.7731e-05,NaN,1.4025e-04,NaN
0.20,1.20,50,6088,7580,8440,0.4399,2.1817e-05,NaN,7.0649e-04,1.3121e-04
0.20,1.20,50,1668,-1,10705,0.4128,5.2068e-05,NaN,8.0566e-05,NaN
0.20,1.20,50,4236,-1,10992,0.5483,3.5113e-05,NaN,1.6044e-04,NaN
0.20,1.20,50,1868,-1,17665,0.4556,4.8720e-05,NaN,8.9254e-05,NaN
0.20,1.20,50,6052,8512,12729,0.5757,3.1379e-05,NaN,5.4597e-04,3.9095e-03
0.20,1.20,50,8012,-1,1091,0.5483,2.0997e-05,NaN,4.1882e-04,NaN
0.20,1.20,50,4196,-1,1099,0.4373,2.8168e-05,NaN,1.2501e-04,NaN
0.20,1.20,50,7964,-1,15970,0.5400,2.0347e-05,NaN,4.2543e-04,NaN
0.20,1.20,50,5008,-1,13563,0.4509,2.9892e-05,NaN,1.5907e-04,NaN
0.20,1.20,50,5208,5420,5305,0.5713,3.5869e-05,NaN,4.3780e-02,2.1882e-02
0.20,1.20,50,808,-1,1372,0.5273,1.2544e-04,NaN,9.4000e-05,NaN
0.20,1.20,50,8484,-1,10923,0.4836,1.8279e-05,NaN,5.1837e-04,NaN
0.20,1.20,50,3964,-1,8896,0.5073,4.3458e-05,NaN,1.5617e-04,NaN
0.20,1.20,50,6884,-1,16210,0.4968,1.9351e-05,NaN,1.3841e-04,NaN
0.20,1.20,50,2020,5936,3479,0.6489,8.1070e-05,NaN,3.9799e-04,3.3206e-04
0.20,1.20,50,7780,-1,14581,0.5737,1.9813e-05,NaN,3.9276e-04,NaN
0.20,1.20,50,2716,-1,7049,0.5532,3.8802e-05,NaN,1.1506e-04,NaN
0.20,1.20,50,7852,-1,16129,0.4868,1.9209e-05,NaN,3.5024e-04,NaN
0.20,1.20,50,176,380,12088,0.6367,7.6314e-04,NaN,5.2410e-02,2.3356e-02
0.20,1.20,50,6320,9456,17942,0.6558,3.0216e-05,NaN,1.1158e-03,8.3514e-04
0.20,1.20,50,6448,-1,11859,0.3872,1.7169e-05,NaN,1.7105e-04,NaN
0.20,1.20,50,9036,-1,10980,0.5830,1.9646e-05,NaN,9.2275e-04,NaN
0.20,1.20,50,8136,-1,12840,0.4561,2.4071e-05,NaN,4.5173e-04,NaN
0.20,1.20,50,1016,-1,589,0.5376,1.3627e-04,NaN,1.9178e-04,NaN
0.20,1.20,50,2608,-1,5130,0.4890,5.1314e-05,NaN,1.1642e-04,NaN
0.20,1.20,50,3220,-1,18834,0.5576,4.0190e-05,NaN,1.3162e-04,NaN
0.20,1.20,50,9288,-1,13955,0.5674,2.4061e-05,NaN,1.3550e-03,NaN
0.20,1.20,50,7600,-1,7593,0.4260,2.0074e-05,NaN,3.0148e-04,NaN
0.20,1.20,50,4728,4932,19750,0.5820,3.0080e-05,NaN,3.2650e-02,1.9662e-02
0.20,1.20,50,5668,-1,8046,0.5742,3.0284e-05,NaN,1.2183e-04,NaN
0.20,1.20,50,544,-1,11002,0.4851,1.5248e-04,NaN,1.6215e-04,NaN
0.20,1.20,50,3104,-1,18263,0.5332,2.4770e-05,NaN,8.8708e-04,NaN
0.20,1.20,50,7660,9108,18360,0.5752,2.0853e-05,NaN,8.9855e-04,4.5492e-04
0.20,1.20,50,1760,-1,18894,0.5610,5.8307e-05,NaN,6.0023e-05,NaN
0.20,1.20,50,4356,4560,6799,0.5928,2.5712e-05,NaN,4.5967e-02,1.1922e-03
0.20,1.20,50,1912,-1,18976,0.5127,6.5343e-05,NaN,1.0430e-04,NaN
0.20,1.20,50,7024,-1,10454,0.5024,2.3392e-05,NaN,2.8678e-04,NaN
0.20,1.20,50,7940,-1,12315,0.4978,2.0178e-05,NaN,7.1922e-04,NaN
0.20,1.20,50,2448,-1,18957,0.5176,5.3577e-05,NaN,1.1418e-04,NaN
0.20,1.20,50,4028,4244,6711,0.6025,3.5507e-05,NaN,3.2248e-02,2.0245e-02
0.20,1.20,50,8148,-1,5491,0.4658,2.1217e-05,NaN,4.3017e-04,NaN
0.20,1.20,50,716,-1,3438,0.5254,1.5531e-04,NaN,9.2800e-05,NaN
0.20,1.20,50,8940,-1,14195,0.4243,1.7119e-05,NaN,6.8219e-04,NaN
0.20,1.20,50,4104,-1,505,0.5439,4.3341e-05,NaN,1.6663e-04,NaN
0.20,1.20,50,6564,-1,161,0.6372,3.7818e-05,NaN,3.5982e-04,NaN
0.20,1.20,50,5240,-1,14524,0.4958,2.9422e-05,NaN,1.8078e-04,NaN
0.20,1.20,50,3452,-1,17543,0.5962,4.3253e-05,NaN,1.5271e-04,NaN
0.20,1.20,50,1856,-1,16217,0.5615,7.4078e-05,NaN,1.1604e-04,NaN
0.20,1.20,50,7064,7288,5261,0.5693,2.7451e-05,NaN,6.2955e-03,1.4398e-04
0.20,1.20,50,6664,-1,14955,0.4729,1.5409e-05,NaN,1.5970e-02,NaN
0.20,1.20,50,8520,-1,2048,0.5464,2.4141e-05,NaN,6.5160e-04,NaN
0.20,1.20,50,848,5932,9154,0.5322,1.6362e-04,NaN,4.0138e-04,8.9541e-05
0.20,1.20,50,2260,2464,9356,0.5566,4.6487e-05,NaN,4.0266e-02,2.0677e-02
0.20,1.20,50,6772,-1,14831,0.4575,2.2773e-05,NaN,2.4117e-04,NaN
0.20,1.20,50,2104,-1,12293,0.4678,6.5086e-05,NaN,1.0777e-04,NaN
0.20,1.20,50,4396,-1,13404,0.5928,3.9074e-05,NaN,1.7804e-04,NaN
0.20,1.20,50,5612,6648,8341,0.5566,2.8877e-05,NaN,1.4216e-02,2.5528e-02
0.20,1.20,50,6168,-1,2509,0.5640,2.7860e-05,NaN,1.6358e-03,NaN
0.20,1.20,50,8204,-1,12558,0.5342,2.1024e-05,NaN,4.9223e-04,NaN
0.20,1.20,50,8496,9348,9744,0.4160,1.4951e-05,NaN,1.1328e-03,4.8472e-04
0.20,1.20,50,8444,8652,8910,0.5093,2.3645e-05,NaN,3.3896e-02,2.0328e-02
0.20,1.20,50,7592,-1,18765,0.5337,2.4174e-05,NaN,3.6529e-04,NaN
0.20,1.20,50,4136,-1,12598,0.4668,2.7206e-05,NaN,1.3419e-04,NaN
0.20,1.20,50,2492,2700,14979,0.5884,5.7333e-05,NaN,6.2813e-02,1.6737e-04
0.20,1.20,50,608,-1,10695,0.4685,1.6478e-04,NaN,8.2940e-05,NaN
0.20,1.20,50,5340,-1,16615,0.5176,3.1856e-05,NaN,1.9337e-04,NaN
0.20,1.20,50,1664,4916,8672,0.6118,8.5037e-05,NaN,9.4025e-04,8.7887e-05
0.20,1.20,50,8976,-1,11347,0.5396,2.1274e-05,NaN,8.9082e-04,NaN
0.20,1.20,50,4632,4872,7402,0.5073,2.6946e-05,NaN,1.0602e-02,2.0366e-04
0.20,1.20,50,7448,-1,7378,0.4294,1.9448e-05,NaN,2.8073e-04,NaN
0.20,1.20,50,1344,-1,1724,0.5586,9.7196e-05,NaN,1.0975e-04,NaN
0.20,1.20,50,912,-1,15512,0.5913,1.4800e-04,NaN,1.0827e-04,NaN
0.20,1.20,50,7560,-1,11977,0.4990,2.1301e-05,NaN,3.2134e-04,NaN
0.20,1.20,50,1904,-1,6069,0.3557,4.3795e-05,NaN,8.0087e-05,NaN
0.20,1.20,50,7432,-1,3813,0.4844,2.4997e-05,NaN,3.2944e-04,NaN
0.20,1.20,50,1356,-1,6718,0.4700,5.9554e-05,NaN,4.4647e-04,NaN
0.20,1.20,50,2320,-1,10243,0.5967,5.5076e-05,NaN,1.3547e-04,NaN
0.20,1.20,50,1296,1544,7902,0.6411,1.1464e-04,NaN,2.5906e-02,2.5054e-02
0.20,1.20,50,1240,-1,3140,0.6230,1.4276e-04,NaN,1.3029e-04,NaN
0.20,1.20,50,1552,-1,13040,0.5815,7.5542e-05,NaN,2.1151e-04,NaN
0.20,1.20,50,8216,-1,19923,0.4531,1.7493e-05,NaN,4.0722e-04,NaN
0.20,1.20,50,3560,-1,5037,0.5137,3.6656e-05,NaN,1.3174e-04,NaN
0.20,1.20,50,1180,7672,889,0.5649,1.1014e-04,NaN,2.0484e-04,1.6321e-04
0.20,1.20,50,7732,-1,11955,0.4351,1.6429e-05,NaN,3.0941e-04,NaN
0.20,1.20,50,8832,-1,196,0.5967,2.4959e-05,NaN,9.2730e-04,NaN
0.20,1.20,50,368,4632,13027,0.5688,4.2755e-04,NaN,3.3170e-04,7.1039e-05
0.20,1.20,50,6132,-1,762,0.5488,2.4164e-05,NaN,2.2585e-04,NaN
0.20,1.20,50,476,1328,16548,0.6069,2.9226e-04,NaN,1.7237e-03,2.6892e-03
0.20,1.20,50,2832,-1,10633,0.4790,4.2783e-05,NaN,1.1237e-04,NaN
0.20,1.20,50,1684,-1,8735,0.5005,4.3847e-05,NaN,2.5783e-04,NaN
0.20,1.20,50,2476,-1,1709,0.4707,4.2786e-05,NaN,1.0242e-04,NaN
0.20,1.20,50,2620,-1,9945,0.5156,5.6670e-05,NaN,1.2275e-04,NaN
0.20,1.20,50,7608,-1,13636,0.4731,1.7802e-05,NaN,3.1564e-04,NaN
0.20,1.20,50,72,-1,6933,0.5801,2.6611e-03,NaN,1.1252e-04,NaN
0.20,1.20,50,1820,-1,5779,0.5015,8.9827e-05,NaN,1.1156e-04,NaN
0.20,1.20,50,7592,-1,6472,0.5176,2.1935e-05,NaN,3.5914e-04,NaN
0.20,1.20,50,3792,3996,8602,0.5825,3.6683e-05,NaN,2.9258e-02,2.5235e-03
0.20,1.20,50,2968,-1,8553,0.4768,3.0670e-05,NaN,1.0340e-04,NaN
0.20,1.20,50,4272,5072,9897,0.6201,5.0774e-05,NaN,1.9418e-03,2.5703e-04
0.20,1.20,50,4860,-1,11524,0.4773,3.0212e-05,NaN,1.5876e-04,NaN
0.20,1.20,50,3744,3952,19366,0.5210,2.7465e-05,NaN,4.4866e-02,4.6314e-03
0.20,1.20,50,7156,7628,7877,0.5415,2.0159e-05,NaN,1.9860e-02,2.0083e-02
0.20,1.20,50,9128,-1,14742,0.5298,2.1600e-05,NaN,1.0079e-03,NaN
0.20,1.20,50,9228,-1,17865,0.6221,2.4705e-05,NaN,1.4346e-03,NaN
0.20,1.20,50,3120,-1,2871,0.5405,4.5715e-05,NaN,1.3349e-04,NaN
0.20,1.20,50,2792,-1,4103,0.5073,2.5767e-05,NaN,2.2740e-02,NaN
0.20,1.20,50,80,9748,11951,0.5508,2.6244e-03,NaN,1.5841e-04,4.4804e-03
0.20,1.20,50,2812,-1,6934,0.4966,3.9701e-05,NaN,1.1648e-04,NaN
0.20,1.20,50,2252,4372,12702,0.5928,6.6717e-05,NaN,6.6560e-04,7.3437e-05
0.20,1.20,50,3080,-1,9384,0.4424,3.6850e-05,NaN,1.9593e-04,NaN
0.20,1.20,50,2192,2396,5080,0.6216,5.4652e-05,NaN,5.8939e-02,2.0296e-02
0.20,1.20,50,1420,-1,4249,0.6147,8.5121e-05,NaN,1.4492e-03,NaN
0.20,1.20,50,5152,-1,6501,0.6021,3.3808e-05,NaN,2.0971e-04,NaN
0.20,1.20,50,8556,-1,1040,0.5171,1.7216e-05,NaN,1.5439e-03,NaN
0.20,1.20,50,1304,-1,12919,0.5547,1.0267e-04,NaN,1.0833e-04,NaN
0.20,1.20,50,32,-1,2699,0.5781,6.7221e-03,NaN,4.7545e-04,NaN
0.20,1.20,50,2492,2708,4893,0.6162,8.5503e-05,NaN,7.4103e-03,6.5830e-05
0.20,1.20,50,9736,-1,3822,0.5576,1.8428e-05,NaN,1.4651e-02,NaN
0.20,1.20,50,5516,-1,13820,0.4465,1.8421e-05,NaN,1.5268e-04,NaN
0.20,1.20,50,4280,-1,8363,0.4373,3.0807e-05,NaN,1.3294e-04,NaN
0.20,1.20,50,1388,-1,6422,0.5298,8.0192e-05,NaN,1.8131e-04,NaN
0.20,1.20,50,7216,7420,877,0.5933,2.2924e-05,NaN,1.5955e-02,2.6973e-02
0.20,1.20,50,4896,-1,6623,0.5127,2.7566e-05,NaN,1.6349e-04,NaN
0.20,1.20,50,224,-1,3356,0.5986,8.1884e-04,NaN,6.2578e-04,NaN
0.20,1.20,50,4228,-1,12912,0.5679,2.4417e-05,NaN,4.9167e-04,NaN
0.20,1.20,50,124,-1,7833,0.5225,1.0288e-03,NaN,9.3857e-05,NaN
0.20,1.20,50,3756,-1,16351,0.5303,3.4241e-05,NaN,1.3501e-04,NaN
0.20,1.20,50,296,-1,1626,0.5977,4.7392e-04,NaN,2.7351e-04,NaN
0.20,1.20,50,2576,-1,3935,0.4985,5.0026e-05,NaN,1.1147e-04,NaN
0.20,1.20,50,6348,-1,5849,0.5054,2.8482e-05,NaN,2.5074e-04,NaN
0.20,1.20,50,9724,-1,19592,0.4868,2.1880e-05,NaN,3.1651e-03,NaN
0.20,1.20,50,4524,-1,5604,0.5205,3.5517e-05,NaN,1.6808e-04,NaN
0.20,1.20,50,2744,-1,980,0.5405,4.9816e-05,NaN,1.2409e-04,NaN
0.20,1.20,50,5700,-1,8149,0.4812,2.5499e-05,NaN,1.7775e-04,NaN
0.20,1.20,50,6244,-1,14976,0.4832,2.0829e-05,NaN,1.9876e-04,NaN
0.20,1.20,50,4152,-1,6221,0.5923,4.1460e-05,NaN,1.7105e-04,NaN
0.20,1.20,50,7016,-1,18056,0.4495,1.8384e-05,NaN,2.2325e-04,NaN
0.20,1.20,50,3852,-1,9114,0.4890,3.1971e-05,NaN,1.4033e-04,NaN
0.20,1.20,50,4836,-1,12446,0.5005,3.2114e-05,NaN,3.0132e-04,NaN
0.20,1.20,50,4372,-1,10281,0.3223,1.6000e-05,NaN,9.6281e-05,NaN
0.20,1.20,50,592,-1,7154,0.4885,2.2034e-04,NaN,9.3865e-05,NaN
0.20,1.20,50,7320,9372,3881,0.5034,2.2350e-05,NaN,9.1061e-04,5.5123e-04
0.20,1.20,50,7360,-1,18486,0.5923,2.9390e-05,NaN,3.9177e-04,NaN
0.20,1.20,50,772,-1,17061,0.5020,1.3251e-04,NaN,8.9592e-05,NaN
0.20,1.20,50,5960,-1,3329,0.6030,3.2466e-05,NaN,2.5917e-04,NaN
0.20,1.20,50,4312,-1,18389,0.5781,2.8767e-05,NaN,5.2011e-04,NaN
0.20,1.20,50,1460,7120,3236,0.5894,9.6947e-05,NaN,2.4614e-04,1.2693e-04
0.20,1.20,50,2492,-1,18290,0.5483,5.1828e-05,NaN,1.1947e-04,NaN
0.20,1.20,50,3420,-1,2189,0.5845,4.6606e-05,NaN,1.4943e-04,NaN
0.20,1.20,50,9744,-1,9974,0.4814,1.7012e-05,NaN,3.1251e-03,NaN
0.20,1.20,50,1604,1808,19756,0.6040,7.4436e-05,NaN,2.9743e-02,3.4358e-03
0.20,1.20,50,3580,-1,17398,0.5806,5.5398e-05,NaN,1.6754e-04,NaN
0.20,1.20,50,5984,-1,756,0.4465,2.3560e-05,NaN,1.8873e-04,NaN
0.20,1.20,50,3992,-1,12961,0.4834,3.1390e-05,NaN,1.3667e-04,NaN
0.20,1.20,50,7748,-1,4646,0.4919,2.2527e-05,NaN,3.6706e-04,NaN
0.20,1.20,50,268,-1,18871,0.5298,4.3251e-04,NaN,9.4329e-05,NaN
0.20,1.20,50,5068,7768,8878,0.6045,3.0779e-05,NaN,8.3680e-04,8.1769e-03
0.20,1.20,50,2512,2720,2767,0.5615,4.3378e-05,NaN,4.4222e-02,9.4679e-04
0.20,1.20,50,3672,-1,5770,0.5449,4.2801e-05,NaN,2.6382e-04,NaN
0.20,1.20,50,5252,-1,13989,0.4897,2.9636e-05,NaN,1.7689e-04,NaN
0.20,1.20,50,2568,5044,2185,0.6494,5.4994e-05,NaN,6.1414e-04,1.5690e-03
0.20,1.20,50,2036,-1,9842,0.5532,7.0973e-05,NaN,1.2283e-04,NaN
0.20,1.20,50,7632,-1,6655,0.6318,2.5380e-05,NaN,1.2295e-03,NaN
0.20,1.20,50,7948,8152,14530,0.6089,2.5920e-05,NaN,2.4561e-02,4.0718e-02
0.20,1.20,50,92,-1,15507,0.5327,1.4919e-03,NaN,9.6839e-05,NaN
0.20,1.20,50,3308,-1,13212,0.5312,4.4410e-05,NaN,1.3688e-04,NaN
0.20,1.20,50,9376,-1,9572,0.4021,1.7239e-05,NaN,1.1301e-03,NaN
0.20,1.20,50,1824,-1,19070,0.5005,6.1870e-05,NaN,1.0003e-04,NaN
0.20,1.20,50,4024,-1,13401,0.5249,3.6483e-05,NaN,1.4748e-04,NaN
0.20,1.20,50,364,-1,10243,0.5942,3.2166e-04,NaN,7.9370e-04,NaN
0.20,1.20,50,7704,-1,6288,0.4663,1.9472e-05,NaN,1.8762e-04,NaN
0.20,1.20,50,9624,-1,10846,0.5674,2.2062e-05,NaN,2.5679e-03,NaN
0.20,1.20,50,3872,-1,11443,0.5537,3.7398e-05,NaN,1.4956e-04,NaN
0.20,1.20,50,4188,-1,15616,0.5117,2.8833e-05,NaN,2.6775e-04,NaN
0.20,1.20,50,7356,7564,14034,0.6045,3.2211e-05,NaN,3.5287e-02,6.8504e-03
0.20,1.20,50,3736,-1,1761,0.4966,3.5744e-05,NaN,1.3148e-04,NaN
0.20,1.20,50,3364,-1,12529,0.5718,4.9870e-05,NaN,1.5335e-04,NaN
0.20,1.20,50,8268,-1,5570,0.4980,2.2636e-05,NaN,5.0638e-04,NaN
0.20,1.20,50,3280,-1,11490,0.4551,4.1818e-05,NaN,1.1936e-04,NaN
0.20,1.20,50,6604,-1,7312,0.6157,2.7560e-05,NaN,3.0945e-04,NaN
0.20,1.20,50,6912,-1,3178,0.5132,2.1562e-05,NaN,2.7812e-04,NaN
0.20,1.20,50,3776,-1,19609,0.4780,3.2205e-05,NaN,1.2755e-04,NaN
0.20,1.20,50,5808,6012,12125,0.4468,1.6821e-05,NaN,5.4524e-02,1.6189e-02
0.20,1.20,50,1544,-1,19806,0.5225,9.3468e-05,NaN,1.0796e-04,NaN
0.20,1.20,50,3732,3948,18293,0.5449,3.4432e-05,NaN,5.1301e-02,1.6998e-03
0.20,1.20,50,472,-1,9189,0.4915,2.4027e-04,NaN,8.8952e-05,NaN
0.20,1.20,50,3092,5984,4086,0.4697,3.9374e-05,NaN,3.7432e-04,2.5004e-04
0.20,1.20,50,3560,-1,7877,0.5991,4.0497e-05,NaN,1.5355e-04,NaN
0.20,1.20,50,452,-1,12413,0.5620,3.4697e-04,NaN,1.0984e-04,NaN
0.20,1.20,50,5796,-1,15694,0.5645,2.8842e-05,NaN,2.2406e-04,NaN
0.20,1.20,50,7532,-1,14802,0.5381,2.1449e-05,NaN,3.6768e-04,NaN
0.20,1.20,50,784,6600,19402,0.4766,8.9790e-05,NaN,1.8115e-04,1.0847e-04
0.20,1.20,50,8572,-1,2036,0.5518,2.0091e-05,NaN,5.8956e-03,NaN
0.20,1.20,50,1260,-1,14507,0.5298,9.7265e-05,NaN,1.0223e-04,NaN
0.20,1.20,50,3840,-1,4672,0.5205,4.0481e-05,NaN,1.4772e-04,NaN
0.20,1.20,50,5700,-1,8110,0.5933,2.0375e-05,NaN,9.9494e-04,NaN
0.20,1.20,50,9316,-1,3996,0.5586,2.1204e-05,NaN,1.3603e-03,NaN
0.20,1.20,50,5180,6308,10516,0.6514,2.5958e-05,NaN,4.9690e-03,2.6055e-02
0.20,1.20,50,9440,-1,4383,0.4104,1.5069e-05,NaN,1.2392e-03,NaN
0.20,1.20,50,2272,-1,12560,0.6201,9.1448e-05,NaN,1.5373e-04,NaN
0.20,1.20,50,4604,-1,19176,0.4812,3.2849e-05,NaN,1.5506e-04,NaN
0.20,1.60,50,6064,6296,4822,0.6030,2.2841e-05,NaN,4.3599e-02,4.5863e-02
0.20,1.60,50,1812,-1,9107,0.5708,8.4333e-05,NaN,1.2091e-04,NaN
0.20,1.60,50,6048,-1,13627,0.4768,2.1678e-05,NaN,1.9624e-04,NaN
0.20,1.60,50,6160,-1,14498,0.5347,2.0674e-05,NaN,2.1205e-04,NaN
0.20,1.60,50,5148,-1,3737,0.3528,1.5694e-05,NaN,1.1826e-04,NaN
0.20,1.60,50,8620,-1,8458,0.5532,1.3449e-05,NaN,5.8777e-04,NaN
0.20,1.60,50,684,4980,19237,0.5039,1.0552e-04,NaN,2.4800e-04,6.9227e-05
0.20,1.60,50,3560,-1,13913,0.4656,2.8353e-05,NaN,1.1173e-04,NaN
0.20,1.60,50,5320,-1,6981,0.4534,1.8261e-05,NaN,1.5060e-04,NaN
0.20,1.60,50,2280,2508,9980,0.5923,4.3844e-05,NaN,1.9903e-02,1.0769e-03
0.20,1.60,50,8156,-1,8927,0.4785,1.5348e-05,NaN,3.9423e-04,NaN
0.20,1.60,50,5368,-1,4980,0.4177,2.0098e-05,NaN,1.5397e-04,NaN
0.20,1.60,50,4248,-1,13615,0.4004,2.3341e-05,NaN,1.1262e-04,NaN
0.20,1.60,50,4800,-1,708,0.4565,1.8169e-05,NaN,1.3069e-04,NaN
0.20,1.60,50,4480,9612,19842,0.6221,3.4107e-05,NaN,2.8031e-04,3.2000e-03
0.20,1.60,50,6820,-1,16784,0.5640,2.0703e-05,NaN,2.8566e-04,NaN
0.20,1.60,50,7336,-1,15982,0.4194,1.2712e-05,NaN,2.4714e-04,NaN
0.20,1.60,50,8968,-1,3632,0.5273,5.9253e-06,NaN,3.5271e-02,NaN
0.20,1.60,50,2212,-1,17991,0.4695,2.8607e-05,NaN,2.6687e-04,NaN
0.20,1.60,50,7488,-1,13158,0.5254,1.7858e-05,NaN,3.2698e-04,NaN
0.20,1.60,50,4260,-1,16488,0.4790,2.8277e-05,NaN,1.3919e-04,NaN
0.20,1.60,50,5952,-1,18086,0.4795,1.7373e-05,NaN,1.7577e-04,NaN
0.20,1.60,50,2624,2828,3284,0.5332,4.3856e-05,NaN,3.9169e-02,3.8791e-03
0.20,1.60,50,832,-1,5640,0.5664,1.1173e-04,NaN,2.6230e-04,NaN
0.20,1.60,50,8908,-1,14540,0.5273,1.6478e-05,NaN,7.8088e-04,NaN
0.20,1.60,50,1436,-1,13104,0.5942,8.7536e-05,NaN,1.1431e-04,NaN
0.20,1.60,50,5180,-1,18626,0.5732,2.3111e-05,NaN,1.7445e-04,NaN
0.20,1.60,50,6492,-1,18699,0.4797,1.6288e-05,NaN,2.0580e-04,NaN
0.20,1.60,50,2244,-1,890,0.5039,5.0599e-05,NaN,1.0594e-04,NaN
0.20,1.60,50,8016,-1,15155,0.4912,1.6523e-05,NaN,4.0074e-04,NaN
0.20,1.60,50,2696,2960,6909,0.6055,5.8903e-05,NaN,5.4347e-03,1.7547e-04
0.20,1.60,50,5928,-1,416,0.3708,1.4339e-05,NaN,1.5275e-04,NaN
0.20,1.60,50,9368,-1,19649,0.4478,1.3385e-05,NaN,1.2083e-03,NaN
0.20,1.60,50,8636,-1,11253,0.4622,1.7757e-05,NaN,5.7966e-04,NaN
0.20,1.60,50,5484,-1,18264,0.5190,2.1177e-05,NaN,1.7059e-04,NaN
0.20,1.60,50,5696,-1,6109,0.4463,1.3210e-05,NaN,1.4732e-04,NaN
0.20,1.60,50,6940,9368,13221,0.6353,2.2290e-05,NaN,6.2551e-04,4.4135e-02
0.20,1.60,50,1092,-1,434,0.4763,7.9938e-05,NaN,8.6738e-05,NaN
0.20,1.60,50,3364,-1,15858,0.5137,3.9854e-05,NaN,1.3198e-04,NaN
0.20,1.60,50,4464,-1,3106,0.5107,2.3383e-05,NaN,1.3668e-04,NaN
0.20,1.60,50,4888,-1,3777,0.4009,1.5453e-05,NaN,1.1206e-04,NaN
0.20,1.60,50,3120,-1,14698,0.5820,4.4439e-05,NaN,1.3677e-04,NaN
0.20,1.60,50,8972,-1,7359,0.5532,1.4632e-05,NaN,8.1181e-04,NaN
0.20,1.60,50,4952,-1,11665,0.3311,1.4503e-05,NaN,1.0476e-04,NaN
0.20,1.60,50,2300,-1,7372,0.4875,4.4774e-05,NaN,9.8360e-05,NaN
0.20,1.60,50,1372,2160,15574,0.5386,7.6257e-05,NaN,4.6724e-02,4.4197e-02
0.20,1.60,50,988,1228,10059,0.6348,1.1450e-04,NaN,2.4105e-02,5.3116e-05
0.20,1.60,50,6872,9996,8807,0.4595,1.7663e-05,NaN,3.2757e-04,8.0252e-02
0.20,1.60,50,4764,-1,19347,0.3491,1.5377e-05,NaN,1.1714e-04,NaN
0.20,1.60,50,6732,-1,11981,0.4077,1.4164e-05,NaN,1.9066e-04,NaN
0.20,1.60,50,2676,9788,11248,0.6055,5.5720e-05,NaN,1.9770e-04,9.8419e-03
0.20,1.60,50,528,-1,8464,0.5327,1.9782e-04,NaN,8.9114e-05,NaN
0.20,1.60,50,8840,-1,8597,0.4163,1.1052e-05,NaN,5.9123e-04,NaN
0.20,1.60,50,1120,-1,15420,0.4438,6.8451e-05,NaN,8.0940e-05,NaN
