alpha,T,N,t_escape,t_centroid,mu_escape,phi_1mu,Dv_retrieval,Dv_prebarrier,Dv_postbarrier,Dv_centroid
0.24,1.60,41,648,1664,16443,0.5596,4.7517e-05,NaN,4.4268e-02,4.1969e-02
0.24,1.60,41,1140,6032,18607,0.4299,5.3347e-05,NaN,3.1943e-04,8.2863e-05
0.24,1.60,41,872,8556,15909,0.3972,9.2558e-05,NaN,1.2599e-04,3.4956e-02
0.24,1.60,41,216,1736,7796,0.5640,8.4832e-04,NaN,9.6599e-04,3.7369e-02
0.24,1.60,41,136,2464,3228,0.5566,1.3420e-03,NaN,6.2465e-04,7.4841e-03
0.24,1.60,41,320,1828,4460,0.4702,1.7516e-04,NaN,1.1311e-03,3.0262e-04
0.24,1.60,41,1060,1888,81,0.5259,8.3121e-05,NaN,1.3271e-03,4.4646e-05
0.24,1.60,41,2416,5476,13624,0.4565,3.6860e-05,NaN,3.3123e-04,2.1263e-04
0.24,1.60,41,504,3048,16487,0.5615,1.7604e-04,NaN,4.4138e-02,4.3859e-02
0.24,1.60,41,424,6568,16024,0.5098,2.9733e-04,NaN,1.9276e-04,7.8426e-04
0.24,1.60,41,432,5372,12945,0.5161,2.7421e-04,NaN,2.4162e-04,2.2627e-04
0.24,1.60,41,1060,-1,11688,0.5166,6.6347e-05,NaN,8.0120e-05,NaN
0.24,1.60,41,1832,3144,9019,0.5859,7.2482e-05,NaN,1.0144e-03,1.7822e-04
0.24,1.60,41,3828,4036,7909,0.4070,2.8007e-05,NaN,2.6647e-02,3.7784e-02
0.24,1.60,41,216,1164,18524,0.5737,6.3075e-04,NaN,1.4078e-03,4.9830e-04
0.24,1.60,41,4296,5788,7103,0.5322,2.2805e-05,NaN,2.2512e-03,4.4109e-04
0.24,1.60,41,148,1884,14789,0.6123,8.2273e-04,NaN,1.7605e-03,4.6766e-02
0.24,1.60,41,804,1040,6149,0.3987,9.6695e-05,NaN,4.1106e-03,2.3945e-04
0.24,1.60,41,1908,4872,4497,0.2661,3.0460e-05,NaN,2.7659e-04,1.6457e-04
0.24,1.60,41,3548,4536,17548,0.4414,3.8845e-05,NaN,1.1393e-03,4.1840e-04
0.24,1.60,41,2812,3248,730,0.5732,5.4954e-05,NaN,3.1292e-03,1.6977e-04
0.24,1.60,41,4620,5776,15573,0.5215,2.4958e-05,NaN,9.7588e-04,6.0256e-04
0.24,1.60,41,5072,7252,12854,0.4246,2.5872e-05,NaN,4.7370e-04,5.9033e-04
0.24,1.60,41,5196,-1,5536,0.4519,1.9596e-05,NaN,1.3686e-04,NaN
0.24,1.60,41,656,1480,14188,0.3745,9.3740e-05,NaN,1.1120e-03,3.1092e-02
0.24,1.60,41,4368,-1,18785,0.4900,2.6397e-05,NaN,1.3585e-04,NaN
0.24,1.60,41,2452,8048,16909,0.5938,5.8783e-05,NaN,2.5034e-04,1.9071e-04
0.24,1.60,41,3000,3784,9370,0.4336,4.8454e-04,NaN,1.3650e-03,3.8450e-02
0.24,1.60,41,1588,2188,8324,0.4326,4.1372e-05,NaN,1.6062e-03,2.0494e-04
0.24,1.60,41,1392,6208,5160,0.4363,7.0320e-05,NaN,2.1610e-04,2.5850e-04
0.24,1.60,41,1012,3028,14191,0.4932,9.3728e-05,NaN,5.4932e-04,2.4292e-04
0.24,1.60,41,9456,-1,17916,0.5215,1.9200e-05,NaN,1.6402e-03,NaN
0.24,1.60,41,2028,2740,6343,0.3840,3.7556e-05,NaN,1.3383e-03,3.5070e-02
0.24,1.60,41,4896,8808,16355,0.4424,2.5769e-05,NaN,4.5066e-04,8.4793e-04
0.24,1.60,41,2884,4740,12622,0.4370,3.4899e-05,NaN,5.7928e-04,3.1587e-02
0.24,1.60,41,1808,2608,15971,0.4753,8.5581e-05,NaN,1.5692e-03,2.0231e-02
0.24,1.60,41,9600,-1,14233,0.3772,1.3381e-05,NaN,1.4946e-03,NaN
0.24,1.60,41,648,888,13814,0.5723,2.5161e-04,NaN,5.8273e-03,7.2843e-04
0.24,1.60,41,1164,2744,11965,0.4043,7.0794e-05,NaN,3.2754e-02,3.6716e-02
0.24,1.60,41,1692,6556,6841,0.3813,3.6503e-05,NaN,1.7908e-04,8.1264e-03
0.24,1.60,41,1380,4148,16607,0.5024,5.7773e-05,NaN,4.0391e-02,4.1813e-02
0.24,1.60,41,596,2568,5533,0.3853,1.7256e-04,NaN,5.1063e-04,4.1153e-05
0.24,1.60,41,848,4932,18389,0.5649,1.8433e-04,NaN,5.2614e-04,7.0001e-04
0.24,1.60,41,5388,8484,9412,0.3206,1.1794e-05,NaN,2.4617e-04,1.9400e-04
0.24,1.60,41,2396,3964,14980,0.5654,4.5634e-05,NaN,8.1015e-04,1.9827e-04
0.24,1.60,41,1500,-1,2652,0.5308,7.2675e-05,NaN,1.0066e-04,NaN
0.24,1.60,41,828,2160,4810,0.3845,7.6184e-05,NaN,6.9417e-04,6.0495e-04
0.24,1.60,41,7260,-1,7824,0.5015,1.9777e-05,NaN,2.9872e-04,NaN
0.24,1.60,41,1488,3052,5985,0.3176,3.3960e-05,NaN,5.5101e-04,1.2613e-02
0.24,1.60,41,1168,2600,5314,0.4265,9.5021e-05,NaN,7.6060e-04,1.7982e-02
0.24,1.60,41,432,2112,19119,0.4839,2.5844e-04,NaN,6.9143e-04,3.9558e-04
0.24,1.60,41,176,908,10295,0.4871,6.4316e-04,NaN,1.5380e-03,5.7550e-04
0.24,1.60,41,144,3524,19796,0.4075,8.1741e-04,NaN,3.2189e-04,4.2738e-04
0.24,1.60,41,4528,6824,19505,0.6147,2.8079e-05,NaN,9.3004e-04,4.8432e-02
0.24,1.60,41,408,8512,15844,0.4741,1.9166e-04,NaN,1.2878e-04,2.3018e-04
0.24,1.60,41,1916,2212,18948,0.5747,4.6600e-05,NaN,5.1205e-02,4.4482e-02
0.24,1.60,41,432,2392,18358,0.6289,2.8485e-04,NaN,7.5655e-04,6.0154e-03
0.24,1.60,41,240,2216,12016,0.5259,5.2469e-04,NaN,6.1573e-04,2.3138e-04
0.24,1.60,41,1556,1824,12159,0.5703,9.4376e-05,NaN,1.6637e-02,4.5684e-02
0.24,1.60,41,484,1376,2215,0.6069,3.0808e-04,NaN,1.6395e-03,9.0951e-04
0.24,1.60,41,472,1856,12064,0.4089,1.8646e-04,NaN,7.5427e-04,1.9486e-04
0.24,1.60,41,3844,4052,10011,0.5874,4.6104e-05,NaN,4.2937e-02,3.9886e-02
0.24,1.60,41,1160,4896,8109,0.4668,8.1564e-05,NaN,4.5855e-04,7.1804e-04
0.24,1.60,41,176,1004,14931,0.6182,1.1433e-03,NaN,3.9582e-03,3.6081e-02
0.24,1.60,41,460,1612,17870,0.4360,1.5977e-04,NaN,8.5187e-04,8.1727e-04
0.24,1.60,41,3048,4660,6546,0.4668,3.1484e-05,NaN,6.6703e-04,4.6815e-04
0.24,1.60,41,2692,3928,9026,0.5684,4.4606e-05,NaN,1.0154e-03,2.0585e-04
0.24,1.60,41,3488,8664,14000,0.4387,2.4087e-05,NaN,2.0189e-04,2.4235e-04
0.24,1.60,41,1044,6884,19913,0.4163,7.2216e-05,NaN,2.7497e-04,9.9021e-05
0.24,1.60,41,36,240,10360,0.7212,9.6461e-03,NaN,6.1968e-02,5.3118e-02
0.24,1.60,41,1024,1916,11975,0.3503,8.2018e-05,NaN,1.6787e-03,2.6104e-02
0.24,1.60,41,4464,9412,11952,0.5508,3.7769e-05,NaN,2.7699e-04,1.9510e-03
0.24,1.60,41,1168,1996,17270,0.5439,8.4606e-05,NaN,4.4560e-02,4.3603e-02
0.24,1.60,41,3580,9392,19669,0.4451,2.8951e-05,NaN,1.8074e-04,5.3602e-04
0.24,1.60,41,4536,6264,15670,0.3940,2.3273e-05,NaN,5.5308e-04,2.4322e-04
0.24,1.60,41,1844,2956,3786,0.4744,5.7323e-05,NaN,1.0010e-03,5.2925e-04
0.24,1.60,41,504,2840,4431,0.4622,2.6009e-04,NaN,8.0621e-04,4.1792e-04
0.24,1.60,41,5704,6476,15281,0.4612,1.6855e-05,NaN,1.3127e-03,9.3715e-05
0.24,1.60,41,4300,-1,6337,0.4622,1.2293e-05,NaN,3.6335e-02,NaN
0.24,1.60,41,7840,-1,12277,0.4260,1.3604e-05,NaN,2.9965e-04,NaN
0.24,1.60,41,136,1912,7421,0.5054,9.3588e-04,NaN,7.0464e-04,1.7389e-02
0.24,1.60,41,724,1372,3891,0.5820,1.5168e-04,NaN,1.9684e-03,2.3990e-04
0.24,1.60,41,4668,8912,2890,0.5063,2.5834e-05,NaN,2.7059e-04,3.2530e-04
0.24,1.60,41,3556,8060,10681,0.4204,2.3997e-05,NaN,2.1447e-04,4.7859e-04
0.24,1.60,41,996,4468,19941,0.5132,8.3602e-05,NaN,3.1406e-04,1.0888e-02
0.24,1.60,41,7400,8828,3458,0.5337,2.6274e-05,NaN,9.1990e-04,3.3177e-04
0.24,1.60,41,1320,2184,16623,0.4163,6.3566e-05,NaN,1.1757e-03,5.3432e-04
0.24,1.60,41,3360,7804,16838,0.4502,3.6183e-05,NaN,2.5174e-04,4.4955e-04
0.24,1.60,41,1060,1648,15219,0.5322,1.0398e-04,NaN,4.6463e-03,4.1303e-04
0.24,1.60,41,1988,5992,1014,0.5186,5.8412e-05,NaN,2.9080e-04,4.5388e-04
0.24,1.60,41,2084,2816,3209,0.5317,6.8561e-05,NaN,1.7289e-03,4.5619e-04
0.24,1.60,41,8556,9812,927,0.3848,1.4365e-05,NaN,7.5516e-04,4.8182e-03
0.24,1.60,41,1060,3680,7301,0.4614,1.3373e-04,NaN,3.8817e-02,4.0910e-02
0.24,1.60,41,612,1732,13988,0.4463,1.0464e-04,NaN,1.4942e-03,2.8384e-04
0.24,1.60,41,6084,9624,5369,0.3940,2.0135e-05,NaN,2.7720e-04,8.2779e-04
0.24,1.60,41,888,2632,16591,0.5220,1.3683e-04,NaN,6.8403e-04,2.5018e-04
0.24,1.60,41,3692,-1,19454,0.5269,4.1757e-05,NaN,1.4391e-04,NaN
0.24,1.60,41,3996,-1,13479,0.4753,3.9471e-05,NaN,1.4358e-04,NaN
0.24,1.60,41,2656,5236,10412,0.3848,3.2547e-05,NaN,3.6648e-04,4.6441e-04
0.24,1.60,41,272,2328,9537,0.5083,3.7758e-04,NaN,5.8021e-04,6.0171e-04
0.24,1.60,41,724,2588,18836,0.3711,8.4773e-05,NaN,4.8124e-04,1.2440e-04
0.24,1.60,41,4000,8092,1560,0.4360,2.5601e-05,NaN,2.5280e-04,1.6989e-04
0.24,1.60,41,3496,4716,10581,0.5479,5.2221e-05,NaN,1.0947e-03,4.8595e-04
0.24,1.60,41,1588,4980,17310,0.4729,4.9047e-05,NaN,3.2056e-04,2.1023e-04
0.24,1.60,41,2232,3372,3597,0.2517,2.1265e-05,NaN,6.9284e-04,2.6014e-03
0.24,1.60,41,8156,8360,4437,0.5371,1.6003e-05,NaN,2.0685e-02,3.9634e-02
0.24,1.60,41,3404,7148,2618,0.4272,2.8180e-05,NaN,2.6790e-04,1.1211e-04
0.24,1.60,41,9052,-1,8052,0.5659,2.5904e-05,NaN,1.0819e-03,NaN
0.24,1.60,41,704,3168,6611,0.4380,1.0872e-04,NaN,4.1371e-04,8.3114e-04
0.24,1.60,41,2812,3132,15510,0.4604,3.5286e-05,NaN,3.2938e-03,2.3582e-04
0.24,1.60,41,1072,2344,18941,0.4592,1.1629e-04,NaN,8.8928e-04,3.8193e-04
0.24,1.60,41,1204,1508,12667,0.5605,1.1571e-04,NaN,6.6260e-03,1.3524e-04
0.24,1.60,41,476,932,10802,0.5220,2.2302e-04,NaN,2.6456e-03,8.5548e-04
0.24,1.60,41,512,5652,9620,0.3398,1.7986e-04,NaN,2.0027e-04,3.3827e-02
0.24,1.60,41,160,3196,7999,0.5703,9.5435e-04,NaN,9.8218e-04,1.6417e-04
0.24,1.60,41,56,520,11220,0.6812,5.0080e-03,NaN,6.2738e-03,2.8382e-02
0.24,1.60,41,1352,7136,9394,0.5195,7.7019e-06,NaN,4.3993e-02,4.1579e-02
0.24,1.60,41,1708,2160,16087,0.5581,5.8977e-05,NaN,6.0873e-03,1.5431e-04
0.24,1.60,41,984,1692,19300,0.4321,9.6096e-05,NaN,1.5640e-03,4.2675e-05
0.24,1.60,41,884,1492,15124,0.4561,1.5473e-04,NaN,1.8863e-03,1.9754e-02
0.24,1.60,41,2404,5892,6793,0.4714,1.0065e-05,NaN,3.9166e-02,3.6984e-02
0.24,1.60,41,1804,4480,18073,0.5498,8.4735e-05,NaN,4.8560e-04,2.0234e-04
0.24,1.60,41,4388,-1,10626,0.3250,1.9644e-05,NaN,9.9221e-05,NaN
0.24,1.60,41,2552,-1,3504,0.4814,3.7786e-05,NaN,9.6276e-05,NaN
0.24,1.60,41,3720,5884,7777,0.4849,4.5070e-05,NaN,5.8195e-04,8.5162e-05
0.24,1.60,41,7404,-1,18814,0.2593,9.2376e-06,NaN,1.6536e-04,NaN
0.24,1.60,41,4916,8384,19178,0.4639,2.8317e-05,NaN,3.2500e-04,6.5251e-03
0.24,1.60,41,448,3932,5649,0.6187,3.2603e-04,NaN,4.1890e-04,6.4431e-04
0.24,1.60,41,672,1504,10063,0.4553,1.1119e-04,NaN,2.0326e-03,3.4556e-04
0.24,1.60,41,4248,4460,3611,0.5947,4.4695e-05,NaN,3.8375e-02,4.8588e-02
0.24,1.60,41,2536,7144,19388,0.5459,5.1934e-05,NaN,2.7805e-04,1.2771e-04
0.24,1.60,41,3780,-1,11558,0.4128,2.5619e-05,NaN,1.1186e-04,NaN
0.24,1.60,41,7724,8940,19233,0.4414,1.5402e-05,NaN,8.1490e-04,3.0000e-04
0.24,1.60,41,380,1220,18253,0.3101,2.0555e-04,NaN,1.0723e-03,1.0519e-04
0.24,1.60,41,7124,-1,10530,0.4573,1.4421e-05,NaN,2.2863e-04,NaN
0.24,1.60,41,568,9984,8156,0.5063,1.1287e-04,NaN,5.5384e-04,2.2097e-02
0.24,1.60,41,2208,3620,1707,0.5273,1.5720e-05,NaN,3.9777e-02,4.3777e-02
0.24,2.00,41,1804,5208,18975,0.5044,1.2664e-05,NaN,3.2078e-02,2.3038e-02
0.24,2.00,41,2400,3176,15934,0.4463,3.5799e-05,NaN,1.3468e-03,2.3635e-04
0.24,2.00,41,1388,4716,17998,0.4404,5.6911e-05,NaN,4.8875e-04,3.0479e-04
0.24,2.00,41,1044,1444,983,0.4375,9.2593e-05,NaN,2.6777e-03,1.5449e-02
0.24,2.00,41,1932,3864,16005,0.5625,8.4901e-05,NaN,6.8961e-04,4.2749e-04
0.24,2.00,41,1612,7280,18370,0.5088,6.9751e-05,NaN,2.0274e-04,6.5483e-04
0.24,2.00,41,7168,9072,13349,0.3638,9.1639e-06,NaN,4.6835e-04,3.1697e-04
0.24,2.00,41,5524,9768,11874,0.4951,1.4606e-05,NaN,2.4271e-04,1.4585e-03
0.24,2.00,41,8252,8676,8835,0.4023,9.9528e-06,NaN,2.0384e-03,1.1338e-03
0.24,2.00,41,708,2764,2984,0.5073,1.6867e-04,NaN,5.6912e-04,1.4898e-02
0.24,2.00,41,2872,4040,6406,0.5898,4.2427e-05,NaN,1.1261e-03,3.3854e-04
0.24,2.00,41,900,1648,16389,0.5850,1.4633e-04,NaN,1.8629e-03,1.4561e-04
0.24,2.00,41,1048,5368,192,0.4456,8.4278e-05,NaN,2.3545e-04,1.0252e-03
0.24,2.00,41,3072,7256,687,0.4485,6.9758e-04,NaN,3.8542e-04,8.5241e-04
0.24,2.00,41,8056,-1,15128,0.4675,6.1658e-06,NaN,2.3163e-02,NaN
0.24,2.00,41,7980,-1,12533,0.5132,6.4562e-06,NaN,2.5978e-02,NaN
0.24,2.00,41,3312,6664,306,0.5425,3.5464e-05,NaN,3.6748e-04,5.4495e-04
0.24,2.00,41,6252,6700,17402,0.3689,1.4585e-05,NaN,2.0190e-03,9.0950e-05
0.24,2.00,41,3696,-1,17382,0.4885,2.6874e-05,NaN,2.2176e-02,NaN
0.24,2.00,41,1696,3128,17747,0.4961,1.0044e-03,NaN,7.7869e-04,2.4916e-04
0.24,2.00,41,2384,2940,4079,0.6450,6.4957e-05,NaN,2.8006e-03,1.0297e-02
0.24,2.00,41,156,4120,8041,0.5796,2.2926e-03,NaN,4.7014e-04,1.4061e-02
0.24,2.00,41,3244,5124,15779,0.4192,2.7095e-05,NaN,5.5544e-04,1.9054e-02
0.24,2.00,41,1424,6284,3329,0.5459,9.3989e-05,NaN,2.6327e-04,2.9370e-04
0.24,2.00,41,1056,2404,19064,0.6035,8.7478e-05,NaN,2.8943e-03,3.8286e-04
0.24,2.00,41,960,2024,3260,0.4939,9.4168e-05,NaN,1.0243e-03,4.0024e-04
0.24,2.00,41,2348,4300,10982,0.4268,3.9231e-05,NaN,5.1633e-04,1.7434e-02
0.24,2.00,41,332,972,7,0.4375,2.0811e-04,NaN,1.4721e-03,3.8903e-04
0.24,2.00,41,4908,5628,6464,0.4600,1.7159e-05,NaN,1.4076e-03,7.4579e-05
0.24,2.00,41,2088,2832,8518,0.5474,4.4635e-05,NaN,1.5490e-03,7.6521e-03
0.24,2.00,41,640,1420,10298,0.5942,1.7113e-04,NaN,1.6710e-03,5.1418e-04
0.24,2.00,41,668,2864,4251,0.4409,1.2435e-04,NaN,4.7023e-04,5.4404e-03
0.24,2.00,41,1216,5780,2386,0.3770,6.8539e-05,NaN,3.4104e-04,8.8581e-03
0.24,2.00,41,3012,5760,8303,0.5630,5.1899e-05,NaN,5.3541e-04,2.8571e-04
0.24,2.00,41,2300,5380,2660,0.4839,5.3765e-05,NaN,3.6665e-04,2.0994e-02
0.24,2.00,41,2972,3180,18619,0.5625,3.1511e-05,NaN,3.5236e-02,2.8214e-02
0.24,2.00,41,404,4812,13633,0.5220,7.5713e-04,NaN,3.8054e-04,9.0656e-04
0.24,2.00,41,3036,7076,7258,0.4688,2.3841e-05,NaN,2.6582e-04,1.1981e-04
0.24,2.00,41,2836,-1,267,0.4768,9.6359e-06,NaN,1.7133e-02,NaN
0.24,2.00,41,3228,6492,18693,0.4646,2.6629e-05,NaN,3.1455e-04,9.4734e-05
0.24,2.00,41,2608,3212,19413,0.2773,2.4235e-05,NaN,1.4398e-03,1.7047e-02
0.24,2.00,41,1528,2944,1915,0.3745,4.6562e-05,NaN,6.7301e-04,2.9887e-04
0.24,2.00,41,1928,2364,7988,0.3572,5.1797e-05,NaN,2.2569e-03,6.9529e-04
0.24,2.00,41,1164,5072,9151,0.4692,9.2201e-05,NaN,2.7283e-04,4.8043e-04
0.24,2.00,41,948,1704,1769,0.5620,4.6836e-05,NaN,2.7452e-02,3.1520e-03
0.24,2.00,41,636,2100,18676,0.4463,1.2844e-04,NaN,7.0801e-04,2.2533e-04
0.24,2.00,41,1440,3512,13373,0.4021,5.7998e-05,NaN,4.7306e-04,3.3841e-04
0.24,2.00,41,1960,-1,7820,0.5171,7.2340e-05,NaN,2.3117e-02,NaN
0.24,2.00,41,2644,-1,17824,0.5630,3.0865e-05,NaN,1.0848e-04,NaN
0.24,2.00,41,7312,9908,5497,0.5435,2.0550e-05,NaN,7.8781e-04,3.8834e-03
0.24,2.00,41,248,6928,18555,0.3030,1.7707e-04,NaN,1.2231e-04,2.7555e-04
0.24,2.00,41,1016,1936,19386,0.5669,1.0723e-04,NaN,2.2470e-03,2.2537e-02
0.24,2.00,41,276,3008,18984,0.6250,5.3943e-04,NaN,5.3760e-04,1.1542e-03
0.24,2.00,41,1148,-1,9871,0.4946,5.2033e-05,NaN,1.3029e-02,NaN
0.24,2.00,41,184,696,2385,0.5093,7.7113e-04,NaN,2.4399e-03,1.9503e-04
0.24,2.00,41,904,2084,9723,0.4307,8.9002e-05,NaN,8.4269e-04,1.9486e-03
0.24,2.00,41,3800,4260,2912,0.4883,1.7467e-05,NaN,2.5737e-02,2.5781e-02
0.24,2.00,41,3632,6332,3459,0.3684,1.9299e-05,NaN,3.1680e-04,5.7521e-04
0.24,2.00,41,1784,-1,15327,0.4436,1.4256e-05,NaN,2.0329e-02,NaN
0.24,2.00,41,2372,7640,9281,0.4939,3.8728e-05,NaN,2.0018e-04,1.4230e-04
0.24,2.00,41,1928,3840,18830,0.3774,2.9470e-05,NaN,4.5686e-04,1.4400e-04
0.24,2.00,41,2656,3000,19265,0.2737,1.9385e-05,NaN,3.8809e-03,2.0139e-04
0.24,2.00,41,2356,6880,13899,0.4526,4.8276e-05,NaN,2.4442e-04,1.1026e-04
0.24,2.00,41,2104,3500,11259,0.4138,3.4683e-05,NaN,6.8107e-04,1.5091e-02
0.24,2.00,41,1492,4680,16935,0.4661,5.3650e-05,NaN,3.2157e-04,2.4198e-02
0.24,2.00,41,3032,3896,19117,0.5078,4.3119e-05,NaN,2.2521e-03,2.1797e-02
0.24,2.00,41,456,700,14145,0.3542,1.5167e-04,NaN,3.6542e-03,2.8788e-04
0.24,2.00,41,872,1652,10419,0.1772,3.8042e-05,NaN,8.7031e-04,3.1538e-05
0.24,2.00,41,4704,7400,7145,0.4768,1.6862e-05,NaN,3.7744e-04,4.0076e-04
0.24,2.00,41,1300,5104,7390,0.4805,9.1234e-05,NaN,2.9506e-04,2.2806e-02
0.24,2.00,41,896,5128,6350,0.3701,9.4518e-05,NaN,2.2227e-04,6.4342e-05
0.24,2.00,41,8624,9576,910,0.6675,2.1244e-05,NaN,2.6415e-03,1.0727e-03
0.24,2.00,41,3216,6092,19101,0.2920,1.1897e-05,NaN,2.7997e-04,7.0846e-05
0.24,2.00,41,232,5324,18978,0.4985,7.0725e-04,NaN,2.5553e-04,2.2344e-04
0.24,2.00,41,1616,2932,8081,0.5972,8.9174e-05,NaN,1.0334e-03,1.6743e-04
0.24,2.00,41,1840,6644,19972,0.3547,3.7086e-05,NaN,1.8981e-04,2.6685e-04
0.24,2.00,41,1684,1920,8811,0.3264,3.0291e-05,NaN,3.5144e-03,1.8004e-02
0.24,2.00,41,3088,4648,6324,0.3721,2.7609e-05,NaN,6.0978e-04,3.9097e-04
0.24,2.00,41,5928,8512,7739,0.4927,1.4029e-05,NaN,3.8730e-04,2.2324e-04
0.24,2.00,41,2476,4164,4588,0.4973,4.5564e-05,NaN,6.9546e-04,4.1776e-04
0.24,2.00,41,368,4384,9628,0.3887,1.3510e-04,NaN,2.2957e-04,7.3743e-04
0.24,2.00,41,1012,1580,13274,0.5811,1.2003e-04,NaN,2.3229e-03,1.8474e-02
0.24,2.00,41,1364,-1,2704,0.4341,1.8553e-05,NaN,1.5725e-02,NaN
0.24,2.00,41,400,2796,8253,0.3276,1.3695e-04,NaN,3.4615e-04,2.0028e-04
0.24,2.00,41,876,1172,17561,0.5005,1.0461e-04,NaN,3.6593e-03,1.9826e-04
0.24,2.00,41,5972,7228,12062,0.6011,2.1616e-05,NaN,1.7264e-03,2.0662e-02
0.24,2.00,41,6772,7032,10531,0.4634,1.7949e-05,NaN,4.1045e-03,1.9188e-02
0.24,2.00,41,1360,3056,11000,0.4319,5.9210e-05,NaN,6.0092e-04,4.5887e-05
0.24,2.00,41,1048,1856,4172,0.5166,6.4615e-05,NaN,1.3033e-02,2.1678e-02
0.24,2.00,41,2792,5896,17081,0.3489,2.9135e-05,NaN,2.9011e-04,7.2787e-05
0.24,2.00,41,2664,3176,19147,0.3728,2.7629e-05,NaN,1.8436e-03,2.2214e-04
0.24,2.00,41,964,1640,14807,0.3086,5.1935e-05,NaN,1.2294e-03,1.0698e-04
0.24,2.00,41,716,1928,12659,0.4285,1.4231e-04,NaN,8.3190e-04,2.7940e-04
0.24,2.00,41,1604,6824,19567,0.4275,4.7987e-05,NaN,1.7969e-04,5.0360e-04
0.24,2.00,41,2404,3840,8257,0.5396,4.6756e-05,NaN,8.7796e-04,5.3113e-04
0.24,2.00,41,296,2784,16183,0.6006,8.7472e-04,NaN,6.8645e-04,2.8625e-04
0.24,2.00,41,1176,5840,12383,0.4939,1.0227e-04,NaN,2.5358e-04,1.4826e-02
0.24,2.00,41,3260,7032,19215,0.3660,2.2284e-05,NaN,2.3981e-04,1.0809e-04
0.24,2.00,41,704,6052,11409,0.3074,5.7547e-05,NaN,2.5201e-04,2.3185e-04
0.24,2.00,41,2592,3352,5820,0.3591,1.9739e-05,NaN,1.9178e-03,2.0897e-02
0.24,2.00,41,996,1328,17043,0.5083,7.1798e-05,NaN,3.0786e-03,1.2143e-04
0.24,2.00,41,2620,3504,6822,0.3706,2.3453e-05,NaN,1.6569e-03,4.5258e-05
0.24,2.00,41,1036,3872,3934,0.5269,1.3783e-04,NaN,1.1964e-03,5.6466e-03
0.24,2.00,41,1392,2404,18366,0.6182,2.6123e-05,NaN,2.9837e-02,2.4355e-02
0.24,2.00,41,992,1196,4287,0.5308,5.1786e-05,NaN,2.3175e-02,2.0329e-02
0.24,2.00,41,3264,8128,18287,0.2266,1.7741e-05,NaN,1.6167e-04,4.4686e-04
0.24,2.00,41,3008,7528,10842,0.4424,2.0004e-05,NaN,4.9242e-04,1.3199e-04
0.24,2.00,41,396,7112,2392,0.4958,4.1266e-04,NaN,1.9459e-04,3.5824e-04
0.24,2.00,41,2508,2948,7771,0.4795,3.4860e-05,NaN,2.4420e-03,3.4703e-04
0.24,2.00,41,4256,9504,2957,0.5005,2.7837e-05,NaN,2.2150e-04,6.9386e-04
0.24,2.00,41,1392,2640,8160,0.3599,3.6902e-05,NaN,6.8142e-04,1.3585e-02
0.24,2.00,41,2232,3652,17223,0.6348,1.3793e-03,NaN,2.8609e-03,8.2790e-03
0.24,2.00,41,612,-1,5950,0.4749,1.4737e-04,NaN,7.9445e-05,NaN
0.24,2.00,41,1080,1536,14699,0.4741,8.2256e-05,NaN,2.3331e-03,4.3740e-04
0.24,2.00,41,3560,-1,15340,0.3484,1.6682e-05,NaN,8.6504e-05,NaN
0.24,2.00,41,8780,-1,16779,0.2957,7.1010e-06,NaN,3.9831e-04,NaN
0.24,2.00,41,120,2296,12403,0.3743,7.3354e-04,NaN,4.3515e-04,1.9710e-04
0.24,2.00,41,516,5536,1541,0.5454,4.3168e-05,NaN,1.7787e-02,3.0270e-02
0.24,2.00,41,828,5716,7865,0.4272,1.1091e-04,NaN,2.0001e-04,3.7327e-04
0.24,2.00,41,1400,3728,16618,0.5894,8.2845e-05,NaN,5.6176e-04,9.5739e-04
0.24,2.00,41,5352,7544,19739,0.3716,1.5504e-05,NaN,4.2133e-04,3.7793e-04
0.24,2.00,41,3980,9192,17701,0.2976,1.4577e-05,NaN,1.5449e-04,1.7190e-03
0.24,2.00,41,760,3552,1494,0.5635,2.2951e-04,NaN,4.9859e-04,9.9622e-03
0.24,2.00,41,1520,1780,17158,0.4856,7.6674e-05,NaN,4.3029e-03,4.1541e-05
0.24,2.00,41,1748,3388,19721,0.5947,6.2030e-05,NaN,7.7312e-04,4.3225e-04
0.24,2.00,41,736,-1,15976,0.4485,1.6473e-04,NaN,8.7092e-05,NaN
0.24,2.00,41,4068,7824,6140,0.3518,2.3035e-05,NaN,2.4347e-04,6.9100e-04
0.24,2.00,41,156,1128,6013,0.5962,2.2680e-03,NaN,1.9824e-03,4.0507e-04
0.24,2.00,41,3452,4096,12875,0.5093,3.7447e-05,NaN,1.8441e-03,2.9355e-04
0.24,2.00,41,2660,5120,971,0.3701,2.6591e-05,NaN,3.9226e-04,3.0896e-04
0.24,2.00,41,1052,2888,1056,0.2874,3.6944e-05,NaN,4.3541e-04,2.8874e-04
0.24,2.00,41,1984,6680,10142,0.3325,3.3651e-05,NaN,1.8010e-04,8.5344e-05
0.24,2.00,41,220,664,4075,0.3948,4.0222e-04,NaN,2.2590e-03,5.0001e-04
0.24,2.00,41,904,1516,14018,0.2959,5.2895e-05,NaN,1.2338e-03,7.3155e-03
0.24,2.00,41,4880,7368,4602,0.4050,1.8812e-05,NaN,3.7898e-04,1.3511e-02
