step,P_esc
4,0.000000
8,0.000000
12,0.000000
16,0.000000
20,0.000000
24,0.000000
28,0.000000
32,0.000000
36,0.000000
40,0.000000
44,0.000000
48,0.000000
52,0.000000
56,0.000000
60,0.000000
64,0.000000
68,0.000000
72,0.000000
76,0.000000
80,0.000000
84,0.000000
88,0.000000
92,0.000000
96,0.000000
100,0.000000
104,0.000000
108,0.000000
112,0.000000
116,0.000000
120,0.000000
124,0.000000
128,0.000000
132,0.000000
136,0.000000
140,0.000000
144,0.000000
148,0.000000
152,0.000000
156,0.000000
160,0.000000
164,0.000000
168,0.000000
172,0.000000
176,0.000000
180,0.000000
184,0.000000
188,0.000000
192,0.000000
196,0.000000
200,0.000000
204,0.003500
208,0.003500
212,0.004000
216,0.004000
220,0.004500
224,0.005500
228,0.008000
232,0.009500
236,0.009500
240,0.009500
244,0.010000
248,0.011000
252,0.011500
256,0.013000
260,0.016000
264,0.017500
268,0.021500
272,0.025000
276,0.030000
280,0.033500
284,0.039500
288,0.043500
292,0.046500
296,0.050000
300,0.053000
304,0.055000
308,0.057000
312,0.060000
316,0.066000
320,0.070000
324,0.074500
328,0.076500
332,0.079000
336,0.081500
340,0.085500
344,0.087500
348,0.091500
352,0.095500
356,0.103500
360,0.106000
364,0.110000
368,0.114500
372,0.119000
376,0.124000
380,0.129000
384,0.134000
388,0.139000
392,0.141000
396,0.144000
400,0.149500
404,0.151000
408,0.154000
412,0.158000
416,0.161500
420,0.166000
424,0.170500
428,0.173500
432,0.176000
436,0.180500
440,0.182500
444,0.186000
448,0.191500
452,0.195000
456,0.198000
460,0.203000
464,0.207500
468,0.212000
472,0.214000
476,0.216500
480,0.221000
484,0.224000
488,0.226500
492,0.228500
496,0.234000
500,0.236500
504,0.237000
508,0.238500
512,0.240000
516,0.245000
520,0.248000
524,0.249000
528,0.251500
532,0.252500
536,0.254500
540,0.255500
544,0.259000
548,0.260000
552,0.263000
556,0.265000
560,0.266500
564,0.270000
568,0.272500
572,0.274500
576,0.278500
580,0.282000
584,0.284000
588,0.286500
592,0.289000
596,0.289500
600,0.292000
604,0.294500
608,0.298500
612,0.300000
616,0.302500
620,0.305500
624,0.307500
628,0.309500
632,0.312500
636,0.315000
640,0.318500
644,0.320500
648,0.323000
652,0.326500
656,0.331000
660,0.332000
664,0.333000
668,0.335500
672,0.339000
676,0.342000
680,0.343500
684,0.344000
688,0.347500
692,0.349500
696,0.353000
700,0.355500
704,0.358500
708,0.361500
712,0.363500
716,0.367000
720,0.369500
724,0.371500
728,0.374000
732,0.376500
736,0.378000
740,0.379500
744,0.382000
748,0.385000
752,0.389500
756,0.392000
760,0.395500
764,0.398000
768,0.400000
772,0.401500
776,0.405500
780,0.408000
784,0.409500
788,0.412500
792,0.414000
796,0.416000
800,0.417500
804,0.421500
808,0.423500
812,0.425000
816,0.427500
820,0.430500
824,0.433000
828,0.435000
832,0.439000
836,0.439500
840,0.443500
844,0.445000
848,0.445500
852,0.447000
856,0.448000
860,0.448500
864,0.451000
868,0.452000
872,0.453000
876,0.454500
880,0.455000
884,0.458500
888,0.461500
892,0.463000
896,0.466000
900,0.467500
904,0.469000
908,0.471000
912,0.472000
916,0.476500
920,0.478500
924,0.481500
928,0.483500
932,0.484500
936,0.487000
940,0.490500
944,0.493000
948,0.496000
952,0.499500
956,0.502000
960,0.505000
964,0.508000
968,0.511000
972,0.511500
976,0.514000
980,0.515500
984,0.516000
988,0.519500
