alpha,T,N,t_escape,t_centroid,mu_escape,phi_1mu,Dv_retrieval,Dv_prebarrier,Dv_postbarrier,Dv_centroid
0.22,1.20,45,1080,-1,14413,0.4985,1.6693e-05,3.4883e-04,1.9058e-04,NaN
0.22,1.20,45,5216,-1,14430,0.5024,1.1588e-05,1.0529e-03,7.3703e-05,NaN
0.22,1.20,45,6896,-1,19406,0.5791,8.5576e-06,6.4705e-04,6.3941e-04,NaN
0.22,1.20,45,3564,-1,9134,0.6191,1.0137e-05,1.3257e-03,9.1041e-04,NaN
0.22,1.20,45,924,-1,930,0.5811,1.0454e-05,4.4312e-04,5.1878e-05,NaN
0.22,1.20,45,1804,-1,143,0.5088,1.1530e-05,5.4133e-04,4.4971e-05,NaN
0.22,1.20,45,3176,-1,3230,0.6294,7.3616e-06,7.1607e-04,6.9825e-05,NaN
0.22,1.20,45,8308,-1,2941,0.4751,9.6240e-06,1.9064e-03,5.9211e-04,NaN
0.22,1.20,45,3568,-1,585,0.5942,1.0456e-05,3.6703e-04,1.9534e-04,NaN
0.22,1.20,45,5512,-1,12787,0.5654,1.0318e-05,4.3939e-04,2.6893e-04,NaN
0.22,1.20,45,840,-1,17426,0.4722,1.3713e-05,8.1751e-04,4.0135e-05,NaN
0.22,1.20,45,7552,-1,8,0.4744,9.7607e-06,1.0565e-03,1.3991e-04,NaN
0.22,1.20,45,564,-1,2406,0.5889,1.0409e-05,7.3866e-04,4.5392e-05,NaN
0.22,1.20,45,3148,3872,467,0.6343,1.1716e-05,7.2051e-04,1.3399e-03,3.0693e-03
0.22,1.20,45,5504,-1,6556,0.3394,1.0288e-05,5.4475e-04,6.3896e-05,NaN
0.22,1.20,45,8660,-1,126,0.5747,1.0414e-05,4.8939e-04,1.4206e-03,NaN
0.22,1.20,45,8832,-1,16222,0.5347,8.9158e-06,8.5767e-04,3.1016e-04,NaN
0.22,1.20,45,6948,-1,11310,0.5010,1.0486e-05,7.2131e-04,1.1346e-04,NaN
0.22,1.20,45,4000,-1,18472,0.4653,1.0928e-05,2.0435e-03,5.9727e-05,NaN
0.22,1.20,45,3440,-1,1638,0.5186,1.0651e-05,5.0635e-04,5.9688e-05,NaN
0.22,1.20,45,2308,-1,7483,0.4490,9.4789e-06,3.4589e-04,4.7759e-05,NaN
0.22,1.20,45,2156,-1,3246,0.4990,1.1434e-05,2.7774e-04,4.6382e-05,NaN
0.22,1.20,45,5024,-1,13409,0.5112,1.0026e-05,8.5331e-04,7.6654e-05,NaN
0.22,1.20,45,2848,-1,5377,0.5566,1.2209e-05,5.8070e-04,1.5850e-04,NaN
0.22,1.20,45,2772,-1,7627,0.4309,9.2270e-06,6.2872e-04,4.5188e-05,NaN
0.22,1.20,45,5904,-1,14315,0.5469,1.0368e-05,8.2962e-04,1.0416e-04,NaN
0.22,1.20,45,2172,3072,13480,0.6411,1.3072e-05,4.3964e-04,3.9850e-03,7.3148e-04
0.22,1.20,45,3072,-1,19602,0.4036,8.3708e-06,6.5120e-04,4.8149e-05,NaN
0.22,1.20,45,592,2768,3223,0.6099,1.2194e-05,5.6353e-04,3.7541e-04,1.3977e-02
0.22,1.20,45,4176,-1,5569,0.3538,1.1320e-05,1.0176e-03,5.3048e-05,NaN
0.22,1.20,45,6492,-1,9810,0.4507,8.5657e-06,5.3630e-04,9.2529e-05,NaN
0.22,1.20,45,9076,-1,16777,0.4944,9.8226e-06,2.1724e-04,3.6377e-04,NaN
0.22,1.20,45,6728,-1,6258,0.5693,9.5867e-06,3.0876e-04,1.1738e-04,NaN
0.22,1.20,45,192,400,15226,0.6123,2.8255e-05,5.4857e-04,5.7609e-02,5.7255e-03
0.22,1.20,45,6960,-1,6912,0.5762,1.0527e-05,6.6329e-04,1.3749e-04,NaN
0.22,1.20,45,880,-1,4004,0.5601,1.3675e-05,7.0627e-04,4.4877e-05,NaN
0.22,1.20,45,1096,4408,1126,0.4629,1.4755e-05,3.4291e-04,1.8965e-02,2.3004e-02
0.22,1.20,45,3348,-1,11397,0.5332,9.8257e-06,7.0900e-04,5.8366e-05,NaN
0.22,1.20,45,1444,-1,6831,0.5327,1.1566e-05,6.4825e-04,4.5725e-05,NaN
0.22,1.20,45,336,-1,18240,0.3635,3.7102e-05,1.7610e-03,3.1751e-05,NaN
0.22,1.20,45,7992,-1,789,0.5376,1.0895e-05,4.9133e-04,1.8962e-04,NaN
0.22,1.20,45,4908,5112,3330,0.5225,9.6536e-06,6.4956e-04,5.2433e-02,6.3438e-03
0.22,1.20,45,2876,7648,17752,0.5850,9.3802e-06,6.4658e-04,1.6924e-04,1.6746e-04
0.22,1.20,45,1232,-1,1395,0.5356,1.3542e-05,2.8437e-04,4.3869e-05,NaN
0.22,1.20,45,4924,-1,15685,0.5571,1.1548e-05,4.3351e-04,8.1922e-05,NaN
0.22,1.20,45,7644,-1,18459,0.5312,1.0688e-05,5.5405e-04,4.8526e-04,NaN
0.22,1.20,45,1412,5704,3983,0.5581,2.1063e-05,1.1044e-03,1.8241e-04,8.9115e-05
0.22,1.20,45,2020,2856,7609,0.6123,9.5605e-06,5.2450e-04,9.5489e-04,2.8474e-03
0.22,1.20,45,8092,-1,651,0.5308,1.0595e-05,8.6645e-04,2.7942e-02,NaN
0.22,1.20,45,64,268,6690,0.6191,5.9885e-05,5.8090e-04,3.8873e-02,7.9063e-04
0.22,1.20,45,6344,-1,18040,0.4795,1.3183e-05,8.4333e-04,9.5339e-05,NaN
0.22,1.20,45,2252,-1,10101,0.4753,8.5341e-06,8.2207e-04,4.5332e-05,NaN
0.22,1.20,45,1900,-1,3088,0.3608,1.3494e-05,7.1429e-04,3.7452e-05,NaN
0.22,1.20,45,6916,-1,8126,0.4294,1.0293e-05,NaN,1.0427e-04,NaN
0.22,1.20,45,328,-1,13052,0.4541,1.6931e-05,6.6359e-04,3.5121e-05,NaN
0.22,1.20,45,6068,-1,14580,0.4695,8.0883e-06,5.8651e-04,8.4975e-05,NaN
0.22,1.20,45,340,-1,16272,0.5078,1.6914e-05,2.5103e-04,3.9569e-05,NaN
0.22,1.20,45,1840,-1,14884,0.5459,1.1197e-05,9.0925e-04,1.4645e-04,NaN
0.22,1.20,45,1056,-1,17749,0.5225,1.4123e-05,7.6540e-04,4.1605e-05,NaN
0.22,1.20,45,7472,-1,7500,0.4924,9.8018e-06,3.7639e-04,1.3840e-04,NaN
0.22,1.20,45,5016,-1,2200,0.4685,9.9798e-06,6.7940e-04,6.7708e-05,NaN
0.22,1.20,45,112,316,11027,0.7051,2.4634e-05,5.7187e-04,4.7357e-02,3.4351e-02
0.22,1.20,45,4216,-1,12621,0.4846,9.2416e-06,5.6769e-04,6.0700e-05,NaN
0.22,1.20,45,4524,-1,18729,0.4497,8.7940e-06,2.7267e-04,6.0326e-05,NaN
0.22,1.20,45,428,-1,8227,0.3823,1.8553e-05,3.6697e-04,3.3069e-05,NaN
0.22,1.20,45,5368,-1,6792,0.5005,1.1259e-05,2.2498e-04,7.5675e-05,NaN
0.22,1.20,45,3188,-1,11868,0.3965,1.2508e-05,NaN,4.7801e-05,NaN
0.22,1.20,45,3500,-1,7843,0.5513,1.0634e-05,7.0399e-04,5.9570e-05,NaN
0.22,1.20,45,428,636,9402,0.5566,2.7704e-05,7.8811e-04,1.6646e-02,2.6849e-02
0.22,1.20,45,1064,-1,15313,0.5513,8.7835e-06,5.3585e-04,4.0358e-04,NaN
0.22,1.20,45,5596,-1,15089,0.4795,9.4021e-06,2.3016e-04,5.5694e-04,NaN
0.22,1.20,45,3900,-1,9976,0.6055,1.0466e-05,4.0176e-04,7.0844e-05,NaN
0.22,1.20,45,5808,-1,8505,0.5225,1.0019e-05,3.1745e-04,8.6346e-05,NaN
0.22,1.20,45,8344,9712,12517,0.5801,1.1485e-05,8.7691e-04,1.8853e-02,2.4505e-02
0.22,1.20,45,5796,-1,17623,0.4666,8.7432e-06,5.1748e-04,8.1815e-05,NaN
0.22,1.20,45,6052,-1,18373,0.5493,9.5090e-06,2.3049e-03,1.0305e-04,NaN
0.22,1.20,45,3832,-1,13404,0.5073,1.1589e-05,1.2277e-03,5.9451e-05,NaN
0.22,1.20,45,792,-1,1876,0.4402,1.1334e-05,4.3508e-04,3.9357e-05,NaN
0.22,1.20,45,760,-1,16792,0.4458,1.7226e-05,9.7266e-04,3.7094e-05,NaN
0.22,1.20,45,5312,-1,9467,0.4817,9.4512e-06,2.4788e-04,7.2873e-05,NaN
0.22,1.20,45,2672,8664,409,0.6714,1.1647e-05,4.9347e-04,1.6581e-04,4.2631e-02
0.22,1.20,45,2052,-1,3122,0.5029,7.8783e-06,7.0280e-04,4.7832e-05,NaN
0.22,1.20,45,2160,-1,2918,0.5962,9.3677e-06,5.5268e-04,5.5205e-05,NaN
0.22,1.20,45,1284,-1,18482,0.4458,1.4668e-05,3.6540e-04,4.0081e-05,NaN
0.22,1.20,45,460,-1,9758,0.5933,1.7686e-05,5.4601e-04,4.8225e-05,NaN
0.22,1.20,45,3116,5388,2662,0.6113,1.1675e-05,5.6916e-04,3.7749e-04,1.5566e-03
0.22,1.20,45,240,444,11921,0.6797,4.3007e-05,5.8600e-04,5.7953e-02,1.8277e-02
0.22,1.20,45,136,2828,9149,0.6045,2.9571e-05,1.6074e-03,3.0730e-04,1.4806e-03
0.22,1.20,45,7280,-1,17873,0.5688,1.1244e-05,5.2621e-04,1.5136e-04,NaN
0.22,1.20,45,1076,-1,12437,0.5171,9.0851e-06,6.2967e-04,4.2087e-05,NaN
0.22,1.20,45,1364,1568,14306,0.6597,1.1238e-05,8.2423e-04,5.4198e-02,1.3346e-02
0.22,1.20,45,2428,-1,16833,0.5322,6.8457e-06,5.4982e-04,5.2420e-05,NaN
0.22,1.20,45,4088,-1,2466,0.5981,1.1707e-05,6.1461e-04,7.2384e-05,NaN
0.22,1.20,45,8392,-1,4834,0.5430,9.2478e-06,3.5089e-04,2.4542e-04,NaN
0.22,1.20,45,3196,-1,8722,0.4854,8.9752e-06,2.7853e-04,5.2441e-05,NaN
0.22,1.20,45,3380,-1,5326,0.4656,9.4511e-06,6.5664e-04,5.6262e-05,NaN
0.22,1.20,45,7460,-1,19083,0.4468,9.9085e-06,3.3100e-04,1.2525e-04,NaN
0.22,1.20,45,1532,-1,12838,0.4631,7.0270e-06,5.6905e-04,4.2776e-05,NaN
0.22,1.20,45,7988,-1,2581,0.4871,8.9701e-06,4.1958e-04,1.6968e-04,NaN
0.22,1.20,45,7448,-1,16209,0.5259,8.5298e-06,7.5953e-04,1.4008e-04,NaN
0.22,1.20,45,408,-1,19762,0.4094,3.1772e-05,4.6907e-04,3.4039e-05,NaN
0.22,1.20,45,8992,-1,11292,0.4451,1.0696e-05,4.9149e-04,3.3418e-04,NaN
0.22,1.20,45,9368,-1,10760,0.4275,9.5781e-06,1.9204e-03,5.1903e-04,NaN
0.22,1.20,45,3292,-1,15113,0.5356,1.0020e-05,1.2443e-03,5.6767e-05,NaN
0.22,1.20,45,9160,-1,4165,0.5620,8.4209e-06,3.0621e-04,4.5243e-04,NaN
0.22,1.20,45,3776,3980,10123,0.5850,9.9722e-06,6.5282e-04,4.7318e-02,2.0322e-04
0.22,1.20,45,1792,-1,10836,0.5137,9.2503e-06,4.0000e-04,4.6329e-05,NaN
0.22,1.20,45,780,-1,6267,0.4812,1.2792e-05,4.6200e-04,3.9204e-05,NaN
0.22,1.20,45,5460,-1,1655,0.5137,9.3252e-06,4.8075e-04,7.9843e-05,NaN
0.22,1.20,45,3624,6188,3496,0.5464,8.1301e-06,8.2084e-04,2.5244e-02,2.4097e-02
0.22,1.20,45,272,2228,7015,0.5898,2.0211e-05,3.3218e-04,4.0557e-04,2.5512e-04
0.22,1.20,45,300,-1,18503,0.4309,3.4402e-05,1.8123e-04,3.4522e-05,NaN
0.22,1.20,45,4568,-1,3959,0.5298,8.0091e-06,6.6626e-04,6.8212e-05,NaN
0.22,1.20,45,4544,-1,421,0.5557,1.1359e-05,6.1670e-04,2.0521e-04,NaN
0.22,1.20,45,2532,2736,19791,0.5957,1.1020e-05,7.3808e-04,3.4127e-02,2.8509e-02
0.22,1.20,45,148,352,15796,0.6201,2.4987e-05,6.0327e-04,5.4150e-02,7.4182e-03
0.22,1.20,45,4940,5148,3045,0.5889,1.0289e-05,9.8573e-04,4.8228e-02,2.4660e-02
0.22,1.20,45,8952,-1,8051,0.4680,9.1538e-06,5.8506e-04,3.2664e-04,NaN
0.22,1.20,45,5380,-1,12869,0.4846,9.1478e-06,1.1886e-03,8.0178e-05,NaN
0.22,1.20,45,9124,-1,15976,0.4316,1.0091e-05,3.2349e-04,3.5888e-04,NaN
0.22,1.20,45,548,-1,16267,0.4744,1.6779e-05,8.9634e-04,3.8558e-05,NaN
0.22,1.20,45,2396,-1,5600,0.5737,9.3682e-06,2.5186e-04,5.3823e-05,NaN
0.22,1.20,45,5404,-1,15187,0.5439,1.1464e-05,3.6879e-04,8.6556e-05,NaN
0.22,1.20,45,3548,-1,12655,0.4998,1.0321e-05,4.3523e-04,6.3813e-04,NaN
0.22,1.20,45,5248,-1,10399,0.5493,1.0365e-05,5.5458e-04,2.5164e-04,NaN
0.22,1.20,45,3560,-1,11713,0.5112,1.1176e-05,6.2786e-04,5.9024e-05,NaN
0.22,1.20,45,9612,-1,17603,0.5835,7.9533e-06,7.0317e-04,1.0243e-03,NaN
0.22,1.20,45,8808,-1,1483,0.5190,9.2147e-06,6.7208e-04,3.3065e-04,NaN
0.22,1.20,45,3684,-1,6047,0.4851,9.9814e-06,5.4757e-04,5.5463e-05,NaN
0.22,1.20,45,752,-1,1009,0.4216,1.1372e-05,1.0554e-03,3.4892e-05,NaN
0.22,1.20,45,7988,-1,12874,0.5112,8.6033e-06,8.6706e-04,5.3315e-04,NaN
0.22,1.20,45,2872,-1,16454,0.5654,9.1839e-06,6.8819e-04,5.7580e-05,NaN
0.22,1.20,45,4120,-1,9973,0.4475,1.0546e-05,4.8220e-04,5.5775e-05,NaN
0.22,1.20,45,7580,-1,13055,0.4573,8.6033e-06,3.1540e-03,1.3710e-04,NaN
0.22,1.20,45,216,-1,5705,0.4976,5.9072e-05,5.9630e-04,3.8728e-04,NaN
0.22,1.20,45,6208,-1,12427,0.5498,9.7292e-06,5.3356e-04,1.0455e-04,NaN
0.22,1.20,45,3776,-1,16624,0.4028,1.1684e-05,7.9898e-04,5.1008e-05,NaN
0.22,1.20,45,1148,1408,5044,0.6895,7.1365e-06,7.8804e-04,3.6883e-03,1.2662e-02
0.22,1.20,45,3064,-1,10771,0.4441,1.1028e-05,5.3923e-04,4.7833e-05,NaN
0.22,1.20,45,8736,-1,12160,0.4680,8.5874e-06,NaN,2.6292e-04,NaN
0.22,1.20,45,1348,9024,1343,0.5522,1.3056e-05,3.8081e-04,2.0532e-04,3.8108e-04
0.22,1.20,45,4344,-1,2243,0.5322,1.0066e-05,5.8567e-04,6.6540e-05,NaN
0.22,1.20,45,8280,-1,855,0.5869,1.0589e-05,9.0128e-04,2.3557e-04,NaN
0.22,1.20,45,4888,-1,17994,0.5513,8.4246e-06,5.2591e-04,2.1850e-04,NaN
0.22,1.20,45,3376,-1,19258,0.4624,1.0466e-05,7.7010e-04,5.2498e-05,NaN
0.22,1.20,45,1944,-1,4178,0.4729,1.1988e-05,3.9789e-04,4.3274e-05,NaN
0.22,1.20,45,5836,-1,10767,0.4351,1.0087e-05,2.5750e-04,8.1369e-05,NaN
0.22,1.20,45,5772,-1,19082,0.5303,8.6989e-06,2.5739e-04,9.7430e-04,NaN
0.22,1.20,45,872,5072,8920,0.5850,8.0562e-06,3.9316e-04,7.7859e-04,4.2651e-04
0.22,1.20,45,5424,-1,14085,0.4976,1.1068e-05,4.2635e-04,7.9019e-05,NaN
0.22,1.20,45,9016,-1,13826,0.5068,9.5659e-06,3.5934e-04,3.6166e-04,NaN
0.22,1.20,45,5228,-1,10353,0.5156,8.8433e-06,9.9479e-04,7.6272e-05,NaN
0.22,1.20,45,1000,1204,2859,0.5601,1.3099e-05,6.5657e-04,2.7877e-02,2.4128e-02
0.22,1.20,45,2016,-1,13639,0.4434,9.1744e-06,NaN,4.1480e-05,NaN
0.22,1.20,45,48,4272,14081,0.5498,4.5787e-05,1.4968e-03,1.7893e-04,6.9731e-05
0.22,1.20,45,1328,-1,5323,0.5879,1.0284e-05,4.7306e-04,4.9808e-05,NaN
0.22,1.20,45,8260,-1,8627,0.5498,1.0609e-05,3.5758e-04,2.0538e-04,NaN
0.22,1.20,45,1344,9628,13470,0.5537,1.3021e-05,3.3360e-04,7.6250e-04,1.1204e-03
0.22,1.20,45,2628,-1,17729,0.4597,9.5980e-06,1.7133e-03,4.6456e-05,NaN
0.22,1.20,45,2168,-1,11236,0.3252,1.2835e-05,1.0179e-03,3.7650e-05,NaN
0.22,1.20,45,964,-1,18567,0.5229,7.5221e-06,1.2456e-03,4.2200e-05,NaN
0.22,1.20,45,724,-1,1950,0.4983,1.1449e-05,4.7445e-04,3.8910e-05,NaN
0.22,1.20,45,644,-1,7133,0.4829,1.3096e-05,NaN,3.8192e-05,NaN
0.22,1.20,45,9696,-1,4349,0.4810,7.9596e-06,3.4419e-04,1.0795e-03,NaN
0.22,1.20,45,8284,-1,17181,0.6064,9.7389e-06,3.9865e-04,2.4223e-04,NaN
0.22,1.20,45,2852,-1,5429,0.4077,1.1804e-05,4.8159e-04,4.5316e-05,NaN
0.22,1.20,45,700,-1,11552,0.4263,1.8003e-05,1.6381e-03,3.6269e-05,NaN
0.22,1.20,45,752,-1,1257,0.5620,1.3569e-05,4.2046e-04,4.4556e-05,NaN
0.22,1.20,45,1600,-1,5426,0.4822,1.9259e-05,3.8390e-04,6.1331e-04,NaN
0.22,1.20,45,4384,-1,878,0.5728,1.0415e-05,5.6263e-04,7.2639e-05,NaN
0.22,1.20,45,7696,-1,9990,0.5283,1.0703e-05,8.1778e-04,4.9628e-04,NaN
0.22,1.20,45,3520,-1,9376,0.4902,9.9320e-06,4.3274e-04,1.5985e-04,NaN
0.22,1.20,45,5132,5336,15593,0.5752,1.0449e-05,5.3183e-04,4.5488e-02,2.3617e-02
0.22,1.20,45,7864,-1,15000,0.4326,1.0100e-05,6.5411e-04,1.5070e-04,NaN
0.22,1.20,45,7408,-1,9554,0.5830,1.0323e-05,3.2031e-04,1.0823e-03,NaN
0.22,1.20,45,3228,3432,17860,0.5630,1.0916e-05,6.3996e-04,1.6603e-02,2.8343e-02
0.22,1.20,45,844,1056,7016,0.5630,1.5223e-05,5.3033e-04,4.1421e-02,2.8321e-03
0.22,1.20,45,5716,-1,11833,0.4253,1.0168e-05,1.4764e-03,7.3544e-05,NaN
0.22,1.20,45,4124,-1,1600,0.4492,1.1493e-05,2.8053e-03,5.9180e-05,NaN
0.22,1.20,45,8836,-1,525,0.5220,1.1232e-05,1.1067e-03,3.3562e-04,NaN
0.22,1.20,45,4484,-1,19619,0.5024,6.8397e-06,NaN,6.6878e-05,NaN
0.22,1.20,45,1200,-1,2168,0.4819,1.2125e-05,1.2177e-03,4.2194e-05,NaN
0.22,1.20,45,7924,-1,7346,0.4956,9.0856e-06,8.4877e-04,1.8278e-04,NaN
0.22,1.20,45,1300,-1,14875,0.5449,1.0177e-05,7.1937e-04,4.6505e-05,NaN
0.22,1.20,45,2644,-1,11441,0.4800,1.5051e-05,1.1578e-03,4.7568e-05,NaN
0.22,1.20,45,2116,2320,18809,0.6069,1.2019e-05,8.6532e-04,3.7705e-02,2.6592e-02
0.22,1.20,45,7972,8408,4725,0.6172,9.3320e-06,8.4895e-04,2.8057e-02,2.1865e-02
0.22,1.20,45,5164,-1,13888,0.4534,1.0951e-05,1.1924e-03,6.9969e-05,NaN
0.22,1.20,45,4404,8136,15221,0.6079,8.6940e-06,7.7732e-04,1.7903e-03,1.1178e-03
0.22,1.20,45,5676,-1,18297,0.4736,8.1505e-06,7.4800e-04,2.2916e-04,NaN
0.22,1.20,45,316,-1,6461,0.5908,1.5308e-05,5.3544e-04,4.5602e-05,NaN
0.22,1.20,45,1632,1896,7691,0.5752,1.1120e-05,3.4839e-04,4.1412e-02,2.8143e-02
0.22,1.20,45,4816,-1,19974,0.5420,7.6734e-06,2.6782e-04,7.1717e-05,NaN
0.22,1.20,45,3124,-1,9490,0.5430,8.3096e-06,4.3136e-04,5.7762e-05,NaN
0.22,1.20,45,3776,4464,1540,0.5918,9.4542e-06,9.6879e-04,3.7185e-02,2.9541e-02
0.22,1.20,45,2896,-1,4641,0.4575,9.8166e-06,1.6124e-03,1.5544e-04,NaN
0.22,1.20,45,9172,-1,2249,0.5244,9.4628e-06,1.5503e-04,2.2856e-02,NaN
0.22,1.20,45,1692,-1,18511,0.4590,1.1828e-05,4.6274e-04,4.1461e-05,NaN
0.22,1.20,45,376,-1,1473,0.5103,8.5231e-06,3.2309e-04,3.9969e-05,NaN
0.22,1.20,45,6708,-1,8736,0.5840,9.6528e-06,5.4523e-04,3.6256e-04,NaN
0.22,1.20,45,3872,-1,11824,0.5166,1.0239e-05,1.9457e-03,6.3188e-05,NaN
0.22,1.20,45,508,-1,1306,0.4077,1.2148e-05,1.0636e-03,3.4306e-05,NaN
0.22,1.20,45,5568,-1,2001,0.5103,9.4944e-06,6.2013e-04,2.3843e-04,NaN
0.22,1.20,45,9172,-1,9071,0.5630,8.6602e-06,4.5563e-04,4.4802e-04,NaN
0.22,1.20,45,3476,-1,1182,0.5161,7.1393e-06,5.1133e-04,5.5683e-05,NaN
0.22,1.20,45,6956,7880,8933,0.6445,8.9723e-06,4.4158e-04,1.9371e-03,1.5072e-03
0.22,1.20,45,7756,-1,18226,0.4268,8.8006e-06,9.5818e-04,1.4155e-04,NaN
0.22,1.20,45,7612,-1,1959,0.4504,9.3703e-06,6.1304e-04,4.2161e-04,NaN
0.22,1.20,45,4080,6460,12929,0.5718,1.1108e-05,7.4179e-04,3.2175e-04,1.1076e-04
0.22,1.20,45,7956,-1,6996,0.6226,8.1938e-06,8.4714e-04,2.0724e-04,NaN
0.22,1.20,45,3032,-1,13554,0.4756,1.4264e-05,1.6132e-03,5.1273e-05,NaN
0.22,1.20,45,40,256,14372,0.5981,2.9604e-04,1.2424e-03,5.8693e-02,2.7919e-02
0.22,1.20,45,5132,-1,5715,0.4614,1.1234e-05,5.8909e-04,7.6712e-05,NaN
0.22,1.20,45,3460,-1,9830,0.5420,1.1516e-05,6.7847e-04,6.0518e-05,NaN
0.22,1.20,45,3628,-1,7369,0.4270,9.8844e-06,8.6042e-04,5.0931e-05,NaN
0.22,1.20,45,1140,-1,16403,0.4390,1.4784e-05,4.2756e-04,3.9085e-05,NaN
0.22,1.20,45,2344,-1,55,0.5039,1.4084e-05,3.2851e-04,4.7309e-05,NaN
0.22,1.20,45,7548,-1,12377,0.5430,1.0093e-05,3.8081e-04,1.5423e-04,NaN
0.22,1.20,45,2420,2628,9689,0.6416,1.1697e-05,4.2607e-04,4.8903e-02,2.8904e-02
0.22,1.20,45,3936,5896,13351,0.5537,1.1911e-05,6.5938e-04,7.5117e-04,2.5007e-02
0.22,1.20,45,616,2412,5321,0.5234,1.8069e-05,6.8243e-04,2.4741e-02,2.4019e-02
0.22,1.20,45,9116,-1,2202,0.5239,8.8009e-06,4.3384e-04,4.2117e-04,NaN
0.22,1.20,45,1888,-1,16607,0.5615,1.3416e-05,4.5530e-04,5.0111e-05,NaN
0.22,1.20,45,3028,-1,117,0.5474,1.3118e-05,4.4953e-04,5.7049e-05,NaN
0.22,1.20,45,6572,-1,3720,0.4316,8.8486e-06,4.2317e-04,9.3615e-05,NaN
0.22,1.20,45,1736,-1,3861,0.4763,1.4114e-05,5.9477e-04,2.9374e-04,NaN
0.22,1.20,45,4296,-1,9752,0.5522,1.2430e-05,5.4568e-04,6.7518e-05,NaN
0.22,1.20,45,7956,-1,8569,0.4509,9.7240e-06,1.0381e-03,1.5669e-04,NaN
0.22,1.20,45,764,-1,16785,0.3962,1.5146e-05,1.9302e-03,3.3928e-05,NaN
0.22,1.20,45,32,-1,19590,0.6162,0.0000e+00,1.1971e-03,4.8231e-05,NaN
0.22,1.20,45,5256,-1,2115,0.4282,9.5408e-06,5.5663e-04,6.6797e-05,NaN
0.22,1.20,45,6092,-1,1862,0.6221,1.0967e-05,3.8387e-04,1.1488e-04,NaN
0.22,1.20,45,3300,-1,8769,0.4631,1.1350e-05,NaN,5.1406e-05,NaN
0.22,1.20,45,5656,-1,2794,0.4871,9.8910e-06,4.5138e-04,8.4553e-05,NaN
0.22,1.20,45,3812,-1,2521,0.5737,1.1921e-05,4.0230e-04,6.6037e-05,NaN
0.22,1.20,45,4260,-1,16090,0.5103,1.0868e-05,3.5832e-04,1.8245e-04,NaN
0.22,1.20,45,3000,4368,1532,0.5654,1.0736e-05,5.2117e-04,3.0496e-02,2.7575e-02
0.22,1.20,45,7996,-1,8168,0.5630,1.2149e-05,5.1004e-04,5.6344e-04,NaN
0.22,1.20,45,4776,-1,2734,0.4497,9.1620e-06,5.6294e-04,6.7232e-05,NaN
0.22,1.20,45,2308,2512,10991,0.5049,1.1352e-05,5.8709e-04,5.0748e-02,2.3115e-02
0.22,1.20,45,9116,-1,13316,0.5254,1.0469e-05,2.4473e-04,4.2604e-04,NaN
0.22,1.20,45,5528,-1,16831,0.5029,8.2134e-06,1.2134e-03,7.9431e-05,NaN
0.22,1.20,45,104,-1,3360,0.5757,4.9537e-05,5.7999e-04,1.9765e-04,NaN
0.22,1.20,45,7760,-1,18456,0.5303,9.8374e-06,8.8635e-04,1.6894e-04,NaN
0.22,1.20,45,2752,-1,5546,0.5059,8.0031e-06,4.7137e-04,4.9747e-05,NaN
0.22,1.20,45,4788,9544,10465,0.6562,1.1953e-05,5.9069e-04,1.9211e-04,9.7631e-04
0.22,1.20,45,8752,-1,561,0.5430,1.0469e-05,4.1729e-04,2.9243e-04,NaN
0.22,1.20,45,6384,-1,19993,0.5068,8.7833e-06,7.0778e-04,9.8322e-05,NaN
0.22,1.20,45,2892,5364,10391,0.6138,1.1329e-05,6.5271e-04,4.9918e-03,5.4406e-03
0.22,1.20,45,5564,-1,9389,0.5103,1.1088e-05,5.8814e-04,8.0575e-05,NaN
0.22,1.20,45,1352,-1,2770,0.4875,1.0651e-05,NaN,4.2457e-05,NaN
0.22,1.20,45,2108,-1,8700,0.5522,6.7970e-06,5.6484e-04,4.9590e-05,NaN
0.22,1.20,45,1300,-1,8169,0.5620,1.2271e-05,5.6732e-04,3.1315e-04,NaN
0.22,1.20,45,7056,-1,2614,0.4653,9.6358e-06,4.7277e-04,1.1308e-04,NaN
0.22,1.20,45,9692,-1,5396,0.4285,8.3358e-06,2.5483e-04,1.0842e-03,NaN
0.22,1.20,45,144,-1,6719,0.4648,1.2663e-05,NaN,3.5726e-05,NaN
0.22,1.20,45,1616,4556,11116,0.5713,1.0797e-05,6.4277e-04,2.6688e-04,7.3435e-05
0.22,1.20,45,4224,-1,19039,0.5103,1.2967e-05,1.3523e-03,6.9279e-05,NaN
0.22,1.20,45,1376,-1,15475,0.5151,9.5453e-06,4.3970e-04,4.5406e-05,NaN
0.22,1.20,45,5468,-1,14847,0.3940,1.0601e-05,8.8921e-04,6.9376e-05,NaN
0.22,1.20,45,6084,-1,8862,0.4812,9.7435e-06,2.9159e-04,8.9266e-05,NaN
0.22,1.20,45,3624,-1,7567,0.5044,1.1998e-05,5.8225e-04,5.5476e-05,NaN
0.22,1.20,45,9740,-1,4007,0.5151,9.8040e-06,4.8814e-04,1.3217e-03,NaN
0.22,1.20,45,2328,2688,12440,0.5752,1.0471e-05,3.9214e-04,2.1680e-03,5.5107e-05
0.22,1.20,45,8468,-1,18729,0.5859,1.0883e-05,8.2284e-04,7.7395e-04,NaN
0.22,1.20,45,6356,-1,461,0.4292,8.2517e-06,8.6370e-04,8.7567e-05,NaN
