step,P_esc
4,0.000000
8,0.000000
12,0.000000
16,0.000000
20,0.000000
24,0.000000
28,0.000000
32,0.000000
36,0.000000
40,0.000000
44,0.000000
48,0.000000
52,0.000000
56,0.000000
60,0.000000
64,0.000000
68,0.000000
72,0.000000
76,0.000000
80,0.000000
84,0.000000
88,0.000000
92,0.000000
96,0.000000
100,0.000000
104,0.000000
108,0.000000
112,0.000000
116,0.000000
120,0.000000
124,0.000000
128,0.000000
132,0.000000
136,0.000000
140,0.000000
144,0.000000
148,0.000000
152,0.000000
156,0.000000
160,0.000000
164,0.000000
168,0.000000
172,0.000000
176,0.000000
180,0.000000
184,0.000000
188,0.000000
192,0.000000
196,0.000000
200,0.000000
204,0.012000
208,0.012000
212,0.012000
216,0.012000
220,0.012000
224,0.012000
228,0.012500
232,0.014000
236,0.016500
240,0.018000
244,0.022000
248,0.023000
252,0.029500
256,0.030500
260,0.037500
264,0.045000
268,0.050000
272,0.059000
276,0.069500
280,0.078000
284,0.084500
288,0.097000
292,0.110500
296,0.122000
300,0.133500
304,0.143500
308,0.157500
312,0.171500
316,0.181000
320,0.189000
324,0.199000
328,0.210500
332,0.217500
336,0.227500
340,0.233000
344,0.240000
348,0.248000
352,0.254500
356,0.261500
360,0.267500
364,0.276000
368,0.285500
372,0.291000
376,0.300000
380,0.305000
384,0.312500
388,0.316500
392,0.324000
396,0.330000
400,0.337500
404,0.343000
408,0.351500
412,0.358000
416,0.367500
420,0.375500
424,0.384000
428,0.390000
432,0.396500
436,0.402500
440,0.411000
444,0.415500
448,0.418500
452,0.425500
456,0.431000
460,0.437500
464,0.444000
468,0.447000
472,0.452500
476,0.459500
480,0.464000
484,0.467000
488,0.469000
492,0.474000
496,0.480500
500,0.484500
504,0.490000
508,0.495500
512,0.502000
516,0.506000
520,0.512500
524,0.517000
528,0.520000
532,0.525000
536,0.531000
540,0.536500
544,0.542500
548,0.544500
552,0.548000
556,0.551500
560,0.554500
564,0.559500
568,0.563500
572,0.569500
576,0.575500
580,0.582000
584,0.586000
588,0.590500
592,0.593000
596,0.597000
600,0.601000
604,0.603500
608,0.607000
612,0.609000
616,0.614000
620,0.616000
624,0.619000
628,0.623500
632,0.626500
636,0.629000
640,0.631000
644,0.634500
648,0.638500
652,0.641000
656,0.644500
660,0.647500
664,0.650000
668,0.654500
672,0.659500
676,0.661500
680,0.663500
684,0.668000
688,0.671000
692,0.673500
696,0.676000
700,0.678000
704,0.681000
708,0.685000
712,0.692000
716,0.695500
720,0.699000
724,0.702500
728,0.705000
732,0.708000
736,0.709500
740,0.712000
744,0.714500
748,0.717500
752,0.720500
756,0.722000
760,0.723500
764,0.726000
768,0.728000
772,0.730500
776,0.732000
780,0.734500
784,0.735500
788,0.736000
792,0.737500
796,0.739500
800,0.743000
804,0.744500
808,0.748000
812,0.749000
816,0.750500
820,0.751500
824,0.754500
828,0.756500
832,0.758500
836,0.761000
840,0.763500
844,0.765000
848,0.766000
852,0.766500
856,0.767000
860,0.768000
864,0.770500
868,0.772000
872,0.772500
876,0.774500
880,0.776000
884,0.777500
888,0.781000
892,0.782500
896,0.783500
900,0.785000
904,0.786500
908,0.790000
912,0.791000
916,0.793500
920,0.795000
924,0.796500
928,0.798000
932,0.801000
936,0.801500
940,0.802500
944,0.804000
948,0.806000
952,0.808000
956,0.809500
960,0.810500
964,0.811500
968,0.813500
972,0.813500
976,0.815500
980,0.817000
984,0.818500
988,0.820000
