step,P_esc
4,0.000000
8,0.000000
12,0.000000
16,0.000000
20,0.000000
24,0.000000
28,0.000000
32,0.000000
36,0.000000
40,0.000000
44,0.000000
48,0.000000
52,0.000000
56,0.000000
60,0.000000
64,0.000000
68,0.000000
72,0.000000
76,0.000000
80,0.000000
84,0.000000
88,0.000000
92,0.000000
96,0.000000
100,0.000000
104,0.000000
108,0.000000
112,0.000000
116,0.000000
120,0.000000
124,0.000000
128,0.000000
132,0.000000
136,0.000000
140,0.000000
144,0.000000
148,0.000000
152,0.000000
156,0.000000
160,0.000000
164,0.000000
168,0.000000
172,0.000000
176,0.000000
180,0.000000
184,0.000000
188,0.000000
192,0.000000
196,0.000000
200,0.000000
204,0.027000
208,0.027000
212,0.027000
216,0.027000
220,0.028500
224,0.030500
228,0.033500
232,0.034500
236,0.044000
240,0.049000
244,0.062500
248,0.072500
252,0.079500
256,0.090000
260,0.101000
264,0.111000
268,0.124000
272,0.138500
276,0.153500
280,0.166500
284,0.185500
288,0.198500
292,0.211000
296,0.225000
300,0.236500
304,0.247500
308,0.262500
312,0.280500
316,0.292500
320,0.305000
324,0.319500
328,0.329500
332,0.339500
336,0.352000
340,0.360500
344,0.371000
348,0.381500
352,0.390000
356,0.401000
360,0.409500
364,0.418000
368,0.425000
372,0.432500
376,0.441500
380,0.449500
384,0.459000
388,0.466000
392,0.469500
396,0.474000
400,0.480000
404,0.489000
408,0.494000
412,0.499500
416,0.508500
420,0.517500
424,0.525000
428,0.532000
432,0.537000
436,0.543000
440,0.549000
444,0.554000
448,0.557500
452,0.559500
456,0.563000
460,0.564500
464,0.569000
468,0.575000
472,0.580500
476,0.585000
480,0.588500
484,0.594000
488,0.597500
492,0.603000
496,0.607000
500,0.611000
504,0.614500
508,0.618000
512,0.621500
516,0.625500
520,0.627500
524,0.633000
528,0.634500
532,0.637500
536,0.643000
540,0.646000
544,0.652000
548,0.655000
552,0.657000
556,0.657500
560,0.661000
564,0.665000
568,0.666000
572,0.669000
576,0.671500
580,0.676500
584,0.678000
588,0.680500
592,0.682500
596,0.686500
600,0.692000
604,0.696000
608,0.697000
612,0.700500
616,0.701500
620,0.706500
624,0.709500
628,0.712000
632,0.715000
636,0.716000
640,0.717000
644,0.719000
648,0.723000
652,0.726000
656,0.729000
660,0.732500
664,0.734000
668,0.734500
672,0.736000
676,0.737500
680,0.738500
684,0.740500
688,0.743000
692,0.744500
696,0.746500
700,0.746500
704,0.747500
708,0.751000
712,0.752500
716,0.753500
720,0.755500
724,0.757500
728,0.759500
732,0.761500
736,0.763500
740,0.764000
744,0.764500
748,0.767000
752,0.768000
756,0.769500
760,0.769500
764,0.770000
768,0.770500
772,0.771000
776,0.773500
780,0.775000
784,0.776000
788,0.778000
792,0.778000
796,0.780000
800,0.782000
804,0.785000
808,0.787000
812,0.788000
816,0.788500
820,0.789000
824,0.790000
828,0.790500
832,0.792500
836,0.793000
840,0.793500
844,0.794500
848,0.795500
852,0.798500
856,0.799500
860,0.800500
864,0.801000
868,0.801500
872,0.801500
876,0.803000
880,0.806000
884,0.806000
888,0.807000
892,0.808000
896,0.809000
900,0.810000
904,0.810000
908,0.810500
912,0.811500
916,0.812000
920,0.813000
924,0.815000
928,0.815000
932,0.815500
936,0.816000
940,0.818000
944,0.820000
948,0.820500
952,0.823000
956,0.824500
960,0.826000
964,0.826000
968,0.827000
972,0.827500
976,0.829500
980,0.829500
984,0.830500
988,0.832500
