step,P_esc,tau_t
250,0.024000,10291.2
500,0.051000,9551.7
750,0.072000,10037.0
1000,0.098000,9695.5
1250,0.116000,10138.0
1500,0.136500,10220.7
1750,0.159000,10106.0
2000,0.173500,10495.6
2250,0.187500,10836.1
2500,0.205000,10897.4
2750,0.224500,10816.2
3000,0.238500,11010.6
3250,0.251000,11245.0
3500,0.267000,11268.2
3750,0.280500,11391.3
4000,0.293000,11536.5
4250,0.303500,11750.5
4500,0.317000,11803.0
4750,0.331000,11816.8
5000,0.343000,11902.7
5250,0.354500,11993.7
5500,0.367500,12006.8
5750,0.375000,12233.9
6000,0.387500,12239.7
6250,0.397500,12335.5
6500,0.408500,12378.7
6750,0.418000,12470.3
7000,0.428500,12511.4
7250,0.436000,12659.3
7500,0.443500,12796.7
7750,0.454500,12787.7
8000,0.461500,12924.7
8250,0.471500,12936.9
8500,0.475500,13172.0
8750,0.486500,13128.2
9000,0.496000,13135.3
9250,0.505500,13135.3
9500,0.512000,13241.5
9750,0.520000,13283.9
10000,0.529500,13263.3
10250,0.535500,13367.3
10500,0.543000,13408.7
10750,0.548500,13519.0
11000,0.555000,13585.6
11250,0.562000,13627.5
11500,0.571000,13588.6
11750,0.576500,13675.5
12000,0.584500,13663.2
12250,0.588000,13814.8
12500,0.594000,13867.3
12750,0.600000,13914.8
13000,0.606500,13938.4
13250,0.610000,14071.7
13500,0.616500,14085.7
13750,0.622000,14133.6
14000,0.627000,14196.2
14250,0.632500,14235.3
14500,0.637000,14308.9
14750,0.640500,14417.8
15000,0.646500,14424.9
15250,0.652500,14427.8
15500,0.656000,14525.2
15750,0.659500,14619.3
16000,0.665500,14610.3
16250,0.671000,14617.3
16500,0.677500,14580.5
16750,0.679500,14720.4
17000,0.684500,14736.5
17250,0.691500,14668.0
17500,0.695500,14717.2
17750,0.701000,14702.1
18000,0.702500,14847.3
18250,0.705500,14928.7
18500,0.708500,15007.5
18750,0.713000,15020.8
19000,0.717000,15051.8
19250,0.719500,15143.4
19500,0.722500,15211.4
19750,0.726500,15233.9
20000,0.728000,15361.5
20250,0.732000,15378.6
20500,0.738000,15305.2
20750,0.741000,15359.8
21000,0.743500,15434.1
21250,0.747000,15461.7
21500,0.749500,15531.4
21750,0.749500,15712.0
22000,0.752000,15778.2
22250,0.756000,15773.6
22500,0.757500,15881.4
22750,0.759500,15964.5
23000,0.764000,15928.8
23250,0.767000,15960.5
23500,0.770500,15966.3
23750,0.770500,16136.1
24000,0.776500,16017.7
24250,0.780000,16015.8
24500,0.784000,15987.2
24750,0.787000,16004.3
25000,0.790000,16019.0
25250,0.791500,16105.2
25500,0.796000,16041.4
25750,0.799500,16024.2
26000,0.802500,16029.4
26250,0.805000,16057.4
26500,0.806500,16134.2
26750,0.809500,16132.9
27000,0.811500,16180.7
27250,0.812500,16278.6
27500,0.815000,16297.3
27750,0.817500,16313.9
28000,0.818500,16407.9
28250,0.821000,16420.9
28500,0.823000,16458.7
28750,0.824500,16521.9
29000,0.828500,16447.6
29250,0.830500,16479.8
29500,0.832000,16537.8
29750,0.835000,16511.2
30000,0.838000,16482.1
30250,0.840500,16478.6
30500,0.843000,16473.0
30750,0.844500,16522.4
31000,0.846500,16541.7
31250,0.847500,16617.1
31500,0.849000,16662.5
31750,0.849000,16794.7
32000,0.849500,16897.3
32250,0.851500,16909.9
32500,0.853000,16950.7
32750,0.855500,16929.7
33000,0.855500,17058.9
33250,0.857000,17095.9
33500,0.857500,17193.5
33750,0.858500,17259.4
34000,0.860000,17293.0
34250,0.862000,17293.6
34500,0.864000,17292.4
34750,0.866000,17289.3
35000,0.868000,17284.3
35250,0.870000,17277.5
35500,0.872500,17236.0
35750,0.872500,17357.4
36000,0.874000,17378.9
36250,0.875500,17399.0
36500,0.877000,17417.7
36750,0.879500,17366.8
37000,0.880000,17450.7
37250,0.881000,17499.5
37500,0.883000,17477.8
37750,0.883500,17559.3
38000,0.885500,17534.3
38250,0.887500,17507.3
38500,0.888000,17585.9
38750,0.888500,17664.0
39000,0.889500,17705.2
39250,0.891500,17672.2
39500,0.895000,17526.0
39750,0.897500,17450.3
40000,0.899500,17409.5
40250,0.901500,17366.4
40500,0.904500,17244.1
40750,0.906000,17234.4
41000,0.906500,17301.1
41250,0.907000,17367.3
41500,0.908500,17353.7
41750,0.910000,17338.4
42000,0.911000,17361.7
42250,0.912000,17383.8
42500,0.912500,17445.8
42750,0.914500,17383.4
43000,0.915500,17401.8
43250,0.916000,17461.1
43500,0.918000,17392.8
43750,0.919500,17364.6
44000,0.920500,17377.6
44250,0.921000,17432.9
44500,0.921500,17487.6
44750,0.924000,17365.0
45000,0.924000,17462.0
45250,0.924500,17514.2
45500,0.925500,17520.5
45750,0.926000,17571.2
46000,0.926000,17667.2
46250,0.927000,17670.9
46500,0.928000,17673.3
46750,0.929500,17627.3
47000,0.930500,17626.6
47250,0.932000,17576.5
47500,0.933000,17572.7
47750,0.933000,17665.1
48000,0.934000,17659.4
48250,0.934500,17701.8
48500,0.936000,17643.6
48750,0.936000,17734.5
49000,0.936500,17774.8
49250,0.938000,17711.9
49500,0.939000,17698.3
49750,0.939500,17735.5
50000,0.940500,17719.3
50250,0.941000,17754.8
50500,0.941500,17789.7
50750,0.942000,17823.8
51000,0.942000,17911.6
51250,0.942500,17944.9
51500,0.943500,17922.3
51750,0.944500,17898.1
52000,0.945500,17872.2
52250,0.946000,17901.4
52500,0.947000,17872.6
52750,0.948000,17842.0
53000,0.949000,17809.6
53250,0.949000,17893.6
53500,0.949000,17977.6
53750,0.949500,18002.0
54000,0.950500,17965.4
54250,0.951000,17987.8
54500,0.951500,18009.4
54750,0.952000,18030.3
55000,0.953500,17925.2
55250,0.954000,17943.5
55500,0.954500,17960.9
55750,0.955500,17913.0
56000,0.956500,17862.9
56250,0.956500,17942.6
56500,0.956500,18022.4
56750,0.956500,18102.1
57000,0.956500,18181.9
57250,0.958000,18059.4
57500,0.959500,17932.6
57750,0.960000,17941.0
58000,0.960000,18018.7
58250,0.960500,18025.9
58500,0.960500,18103.3
58750,0.960500,18180.7
59000,0.960500,18258.0
59250,0.961000,18263.4
59500,0.961000,18340.5
59750,0.961500,18344.6
60000,0.961500,18421.3
60250,0.961500,18498.1
60500,0.963000,18350.9
60750,0.963500,18351.0
61000,0.963500,18426.5
61250,0.963500,18502.1
61500,0.964000,18500.5
61750,0.965000,18419.6
62000,0.965000,18494.2
62250,0.965000,18568.7
62500,0.965000,18643.3
62750,0.966000,18557.4
63000,0.966000,18631.4
63250,0.966500,18623.7
63500,0.967000,18614.9
63750,0.967500,18604.9
64000,0.968000,18593.7
64250,0.969000,18495.8
64500,0.969000,18567.7
64750,0.969000,18639.7
65000,0.969000,18711.7
65250,0.970000,18608.0
65500,0.970500,18590.2
65750,0.970500,18661.1
66000,0.971000,18641.6
66250,0.971500,18620.8
66500,0.972500,18505.3
66750,0.973500,18385.3
67000,0.974000,18357.9
67250,0.974000,18426.4
67500,0.974500,18397.0
67750,0.975000,18366.0
68000,0.975000,18433.8
68250,0.975000,18501.6
68500,0.975000,18569.3
68750,0.975000,18637.1
69000,0.975000,18704.9
69250,0.975500,18670.4
69500,0.976000,18634.2
69750,0.976000,18701.2
70000,0.976000,18768.3
70250,0.976500,18729.6
70500,0.976500,18796.2
70750,0.976500,18862.9
71000,0.976500,18929.5
71250,0.977500,18778.5
71500,0.978000,18733.4
71750,0.978000,18798.9
72000,0.979000,18637.2
72250,0.979500,18586.0
72500,0.980000,18532.6
72750,0.980000,18596.5
73000,0.980000,18660.4
73250,0.980000,18724.3
73500,0.980000,18788.2
73750,0.980500,18730.9
74000,0.981000,18671.2
74250,0.981000,18734.3
74500,0.981000,18797.4
74750,0.981500,18734.4
75000,0.981500,18797.1
75250,0.982000,18731.1
75500,0.982000,18793.3
75750,0.982000,18855.6
76000,0.982000,18917.8
76250,0.982000,18980.0
76500,0.982000,19042.2
76750,0.982000,19104.5
77000,0.982000,19166.7
77250,0.982000,19228.9
77500,0.983500,18882.2
77750,0.983500,18943.1
78000,0.983500,19004.0
78250,0.984000,18923.1
78500,0.984000,18983.5
78750,0.984000,19044.0
79000,0.984000,19104.4
79250,0.984000,19164.9
79500,0.985000,18929.9
79750,0.985000,18989.4
80000,0.985000,19049.0
80250,0.985000,19108.5
80500,0.985000,19168.0
80750,0.985000,19227.5
81000,0.985000,19287.1
81250,0.985500,19191.7
81500,0.985500,19250.7
81750,0.986000,19151.0
82000,0.986500,19047.3
82250,0.986500,19105.4
82500,0.987000,18996.9
82750,0.987000,19054.5
83000,0.988000,18766.2
83250,0.988000,18822.7
83500,0.988000,18879.2
83750,0.988000,18935.8
84000,0.988000,18992.3
84250,0.988000,19048.8
84500,0.988000,19105.3
84750,0.988500,18979.2
85000,0.989000,18847.6
85250,0.989000,18903.0
85500,0.989000,18958.5
85750,0.989500,18819.8
86000,0.989500,18874.6
86250,0.990000,18728.9
86500,0.990000,18783.2
86750,0.990000,18837.5
87000,0.990000,18891.8
87250,0.990000,18946.1
87500,0.990000,19000.4
87750,0.990000,19054.7
88000,0.990000,19109.0
88250,0.990000,19163.2
88500,0.990000,19217.5
88750,0.990000,19271.8
89000,0.990000,19326.1
89250,0.990000,19380.4
89500,0.990000,19434.7
89750,0.990500,19274.3
90000,0.990500,19328.0
90250,0.991000,19159.2
