step,P_esc,tau_t
128,0.020500,6179.7
256,0.063500,3902.1
384,0.102000,3569.3
512,0.137500,3461.3
640,0.167000,3502.6
768,0.191500,3612.8
896,0.215000,3701.4
1024,0.244000,3660.9
1152,0.265000,3741.7
1280,0.284500,3823.5
1408,0.308000,3824.3
1536,0.325000,3908.0
1664,0.351000,3849.0
1792,0.369000,3891.8
1920,0.389500,3890.8
2048,0.404000,3957.4
2176,0.423000,3957.0
2304,0.442500,3943.2
2432,0.457500,3976.7
2560,0.470500,4026.3
2688,0.484500,4056.6
2816,0.497000,4098.0
2944,0.513500,4085.9
3072,0.527500,4097.5
3200,0.537000,4155.7
3328,0.550000,4167.8
3456,0.564000,4163.3
3584,0.576000,4177.0
3712,0.590000,4163.3
3840,0.601000,4179.4
3968,0.611000,4202.6
4096,0.624000,4187.4
4224,0.631500,4231.1
4352,0.640500,4254.0
4480,0.649000,4279.0
4608,0.657500,4300.6
4736,0.668000,4295.2
4864,0.675500,4321.8
4992,0.683000,4345.2
5120,0.690500,4365.6
5248,0.696000,4407.4
5376,0.705000,4403.7
5504,0.710000,4446.3
5632,0.716500,4467.9
5760,0.724500,4468.0
5888,0.731000,4484.2
6016,0.733000,4555.8
6144,0.738500,4580.6
6272,0.747500,4557.0
6400,0.755000,4550.3
6528,0.762500,4540.9
6656,0.768000,4555.7
6784,0.773000,4575.1
6912,0.777000,4606.2
7040,0.780000,4649.5
7168,0.782500,4698.6
7296,0.786500,4725.0
7424,0.791500,4735.2
7552,0.797500,4728.8
7680,0.802500,4734.8
7808,0.805500,4768.8
7936,0.810000,4778.6
8064,0.814500,4786.6
8192,0.817500,4816.0
8320,0.822500,4812.6
8448,0.827000,4815.1
8576,0.831500,4815.8
8704,0.835000,4830.7
8832,0.839000,4835.9
8960,0.841500,4864.3
9088,0.845000,4874.7
9216,0.846500,4917.7
9344,0.850000,4925.4
9472,0.854000,4922.7
9600,0.858000,4918.2
9728,0.860000,4947.8
9856,0.865000,4921.9
9984,0.868000,4930.5
10112,0.872000,4918.9
10240,0.874000,4943.3
10368,0.877500,4938.0
10496,0.880500,4940.6
10624,0.882000,4971.3
10752,0.884000,4991.3
10880,0.887000,4990.0
11008,0.890000,4987.1
11136,0.891500,5013.9
11264,0.893500,5029.4
11392,0.894000,5075.9
11520,0.897500,5057.3
11648,0.899000,5080.6
11776,0.900500,5103.1
11904,0.901500,5136.1
12032,0.904500,5123.0
12160,0.907500,5108.1
12288,0.911000,5079.5
12416,0.912000,5108.6
12544,0.913500,5125.0
12672,0.917000,5091.4
12800,0.918000,5117.9
12928,0.920000,5118.5
13056,0.922500,5105.0
13184,0.924500,5102.9
13312,0.925000,5139.2
13440,0.927000,5135.1
13568,0.927500,5170.4
13696,0.929000,5177.9
13824,0.931500,5156.4
13952,0.934000,5133.0
14080,0.934500,5165.6
14208,0.937000,5139.2
14336,0.938500,5140.7
14464,0.939500,5156.3
14592,0.940500,5171.2
14720,0.941500,5185.4
14848,0.942000,5214.7
14976,0.943500,5211.7
15104,0.945000,5207.5
15232,0.945500,5235.2
15360,0.947000,5229.0
15488,0.947500,5255.6
15616,0.948500,5264.7
15744,0.950000,5255.5
15872,0.953000,5191.0
16000,0.953500,5214.6
16128,0.954000,5237.9
16256,0.955000,5242.0
16384,0.955500,5264.3
16512,0.956000,5286.3
16640,0.958000,5249.1
16768,0.958000,5289.4
16896,0.958500,5309.8
17024,0.959000,5329.7
17152,0.960000,5328.6
17280,0.961000,5326.4
17408,0.961500,5344.6
17536,0.962500,5340.8
17664,0.963000,5357.9
17792,0.963500,5374.5
17920,0.964500,5368.1
18048,0.964500,5406.5
18176,0.964500,5444.8
18304,0.966000,5413.2
18432,0.966500,5427.2
18560,0.967500,5416.6
18688,0.968000,5429.4
18816,0.968000,5466.6
18944,0.969500,5428.0
19072,0.970500,5413.0
19200,0.971000,5423.0
19328,0.972000,5405.6
19456,0.973000,5386.6
19584,0.974000,5366.0
19712,0.975000,5343.6
19840,0.976500,5289.6
19968,0.976500,5323.7
20096,0.977000,5327.3
20224,0.977000,5361.2
20352,0.978000,5332.3
20480,0.979000,5301.3
20608,0.979000,5334.4
20736,0.979500,5334.3
20864,0.980500,5299.0
20992,0.980500,5331.5
21120,0.982000,5257.2
21248,0.982000,5289.0
21376,0.982000,5320.9
21504,0.982000,5352.7
21632,0.983000,5309.1
21760,0.983000,5340.5
21888,0.983500,5332.8
22016,0.983500,5364.0
22144,0.985000,5272.8
22272,0.985000,5303.2
22400,0.985000,5333.7
22528,0.985500,5321.2
22656,0.985500,5351.5
22784,0.985500,5381.7
22912,0.985500,5411.9
23040,0.986000,5397.4
23168,0.986000,5427.4
23296,0.986500,5411.3
23424,0.987000,5393.7
23552,0.987000,5423.2
23680,0.987000,5452.7
23808,0.987000,5482.2
23936,0.987000,5511.6
24064,0.987000,5541.1
24192,0.987500,5520.7
24320,0.987500,5549.9
24448,0.987500,5579.2
24576,0.988000,5556.6
24704,0.989000,5477.8
24832,0.989500,5449.9
24960,0.989500,5478.0
25088,0.989500,5506.1
25216,0.989500,5534.2
25344,0.990000,5503.4
25472,0.990000,5531.2
25600,0.991000,5434.6
25728,0.991000,5461.8
25856,0.991500,5423.2
25984,0.992000,5381.6
26112,0.992500,5336.8
26240,0.992500,5362.9
26368,0.992500,5389.1
26496,0.992500,5415.2
26624,0.992500,5441.4
26752,0.993000,5391.5
26880,0.993500,5337.6
27008,0.993500,5363.0
27136,0.993500,5388.5
27264,0.993500,5413.9
27392,0.993500,5439.3
27520,0.993500,5464.7
27648,0.993500,5490.1
27776,0.993500,5515.5
27904,0.994000,5454.3
28032,0.994000,5479.3
28160,0.994000,5504.3
28288,0.994000,5529.3
28416,0.994000,5554.3
28544,0.994000,5579.4
28672,0.994500,5510.7
28800,0.994500,5535.3
28928,0.994500,5559.9
29056,0.994500,5584.5
29184,0.995000,5508.2
29312,0.995000,5532.3
29440,0.995000,5556.5
29568,0.995000,5580.6
29696,0.995000,5604.8
29824,0.995000,5629.0
29952,0.995500,5542.9
30080,0.995500,5566.6
30208,0.995500,5590.3
30336,0.995500,5614.0
30464,0.995500,5637.6
30592,0.995500,5661.3
30720,0.996000,5563.7
30848,0.996000,5586.9
30976,0.996500,5477.6
31104,0.997000,5354.3
31232,0.997000,5376.4
31360,0.997000,5398.4
31488,0.997000,5420.4
31616,0.997000,5442.5
31744,0.997500,5298.2
31872,0.997500,5319.6
32000,0.997500,5340.9
32128,0.997500,5362.3
32256,0.997500,5383.7
32384,0.997500,5405.0
32512,0.997500,5426.4
32640,0.997500,5447.7
32768,0.997500,5469.1
32896,0.997500,5490.5
33024,0.997500,5511.8
33152,0.997500,5533.2
33280,0.997500,5554.6
33408,0.997500,5575.9
33536,0.997500,5597.3
33664,0.998000,5416.9
33792,0.998000,5437.5
33920,0.998000,5458.1
34048,0.998000,5478.7
34176,0.998000,5499.3
34304,0.998000,5519.9
34432,0.998500,5295.4
34560,0.998500,5315.1
34688,0.999000,5021.6
34816,0.999000,5040.1
34944,0.999000,5058.7
35072,0.999000,5077.2
35200,0.999000,5095.7
35328,0.999000,5114.3
35456,0.999000,5132.8
35584,0.999000,5151.3
35712,0.999000,5169.8
35840,0.999000,5188.4
35968,0.999000,5206.9
36096,0.999000,5225.4
36224,0.999000,5244.0
36352,0.999000,5262.5
36480,0.999000,5281.0
36608,0.999000,5299.6
36736,0.999000,5318.1
36864,0.999000,5336.6
36992,0.999000,5355.1
37120,0.999000,5373.7
37248,0.999000,5392.2
37376,0.999000,5410.7
37504,0.999000,5429.3
37632,0.999000,5447.8
37760,0.999500,4967.8
37888,0.999500,4984.7
38016,0.999500,5001.5
38144,0.999500,5018.4
38272,0.999500,5035.2
38400,0.999500,5052.0
38528,0.999500,5068.9
38656,0.999500,5085.7
38784,0.999500,5102.6
38912,0.999500,5119.4
39040,0.999500,5136.2
39168,0.999500,5153.1
39296,0.999500,5169.9
39424,0.999500,5186.8
39552,0.999500,5203.6
39680,0.999500,5220.4
39808,0.999500,5237.3
39936,0.999500,5254.1
40064,0.999500,5271.0
40192,0.999500,5287.8
40320,0.999500,5304.6
40448,0.999500,5321.5
40576,1.000000,-1.0
40704,1.000000,-1.0
40832,1.000000,-1.0
40960,1.000000,-1.0
41088,1.000000,-1.0
41216,1.000000,-1.0
41344,1.000000,-1.0
41472,1.000000,-1.0
41600,1.000000,-1.0
41728,1.000000,-1.0
41856,1.000000,-1.0
41984,1.000000,-1.0
42112,1.000000,-1.0
42240,1.000000,-1.0
42368,1.000000,-1.0
42496,1.000000,-1.0
42624,1.000000,-1.0
42752,1.000000,-1.0
42880,1.000000,-1.0
43008,1.000000,-1.0
43136,1.000000,-1.0
43264,1.000000,-1.0
43392,1.000000,-1.0
43520,1.000000,-1.0
43648,1.000000,-1.0
43776,1.000000,-1.0
43904,1.000000,-1.0
44032,1.000000,-1.0
44160,1.000000,-1.0
44288,1.000000,-1.0
44416,1.000000,-1.0
44544,1.000000,-1.0
44672,1.000000,-1.0
44800,1.000000,-1.0
44928,1.000000,-1.0
45056,1.000000,-1.0
45184,1.000000,-1.0
45312,1.000000,-1.0
45440,1.000000,-1.0
45568,1.000000,-1.0
45696,1.000000,-1.0
45824,1.000000,-1.0
45952,1.000000,-1.0
46080,1.000000,-1.0
46208,1.000000,-1.0
46336,1.000000,-1.0
46464,1.000000,-1.0
46592,1.000000,-1.0
46720,1.000000,-1.0
46848,1.000000,-1.0
46976,1.000000,-1.0
47104,1.000000,-1.0
47232,1.000000,-1.0
47360,1.000000,-1.0
47488,1.000000,-1.0
47616,1.000000,-1.0
47744,1.000000,-1.0
47872,1.000000,-1.0
48000,1.000000,-1.0
48128,1.000000,-1.0
48256,1.000000,-1.0
48384,1.000000,-1.0
48512,1.000000,-1.0
48640,1.000000,-1.0
48768,1.000000,-1.0
48896,1.000000,-1.0
49024,1.000000,-1.0
49152,1.000000,-1.0
49280,1.000000,-1.0
49408,1.000000,-1.0
49536,1.000000,-1.0
49664,1.000000,-1.0
49792,1.000000,-1.0
49920,1.000000,-1.0
50048,1.000000,-1.0
50176,1.000000,-1.0
50304,1.000000,-1.0
50432,1.000000,-1.0
50560,1.000000,-1.0
50688,1.000000,-1.0
50816,1.000000,-1.0
50944,1.000000,-1.0
51072,1.000000,-1.0
51200,1.000000,-1.0
51328,1.000000,-1.0
51456,1.000000,-1.0
51584,1.000000,-1.0
51712,1.000000,-1.0
51840,1.000000,-1.0
51968,1.000000,-1.0
52096,1.000000,-1.0
52224,1.000000,-1.0
52352,1.000000,-1.0
52480,1.000000,-1.0
52608,1.000000,-1.0
52736,1.000000,-1.0
52864,1.000000,-1.0
52992,1.000000,-1.0
53120,1.000000,-1.0
53248,1.000000,-1.0
53376,1.000000,-1.0
53504,1.000000,-1.0
53632,1.000000,-1.0
53760,1.000000,-1.0
53888,1.000000,-1.0
54016,1.000000,-1.0
54144,1.000000,-1.0
54272,1.000000,-1.0
54400,1.000000,-1.0
54528,1.000000,-1.0
54656,1.000000,-1.0
54784,1.000000,-1.0
54912,1.000000,-1.0
55040,1.000000,-1.0
55168,1.000000,-1.0
55296,1.000000,-1.0
55424,1.000000,-1.0
55552,1.000000,-1.0
55680,1.000000,-1.0
55808,1.000000,-1.0
55936,1.000000,-1.0
56064,1.000000,-1.0
56192,1.000000,-1.0
56320,1.000000,-1.0
56448,1.000000,-1.0
56576,1.000000,-1.0
56704,1.000000,-1.0
56832,1.000000,-1.0
56960,1.000000,-1.0
57088,1.000000,-1.0
57216,1.000000,-1.0
57344,1.000000,-1.0
57472,1.000000,-1.0
57600,1.000000,-1.0
57728,1.000000,-1.0
57856,1.000000,-1.0
57984,1.000000,-1.0
58112,1.000000,-1.0
58240,1.000000,-1.0
58368,1.000000,-1.0
58496,1.000000,-1.0
58624,1.000000,-1.0
58752,1.000000,-1.0
58880,1.000000,-1.0
59008,1.000000,-1.0
59136,1.000000,-1.0
59264,1.000000,-1.0
59392,1.000000,-1.0
59520,1.000000,-1.0
59648,1.000000,-1.0
59776,1.000000,-1.0
59904,1.000000,-1.0
60032,1.000000,-1.0
60160,1.000000,-1.0
60288,1.000000,-1.0
60416,1.000000,-1.0
60544,1.000000,-1.0
60672,1.000000,-1.0
60800,1.000000,-1.0
60928,1.000000,-1.0
61056,1.000000,-1.0
61184,1.000000,-1.0
61312,1.000000,-1.0
61440,1.000000,-1.0
61568,1.000000,-1.0
61696,1.000000,-1.0
61824,1.000000,-1.0
61952,1.000000,-1.0
62080,1.000000,-1.0
62208,1.000000,-1.0
62336,1.000000,-1.0
62464,1.000000,-1.0
62592,1.000000,-1.0
62720,1.000000,-1.0
62848,1.000000,-1.0
62976,1.000000,-1.0
63104,1.000000,-1.0
63232,1.000000,-1.0
63360,1.000000,-1.0
63488,1.000000,-1.0
63616,1.000000,-1.0
63744,1.000000,-1.0
63872,1.000000,-1.0
64000,1.000000,-1.0
64128,1.000000,-1.0
64256,1.000000,-1.0
64384,1.000000,-1.0
64512,1.000000,-1.0
64640,1.000000,-1.0
64768,1.000000,-1.0
64896,1.000000,-1.0
65024,1.000000,-1.0
65152,1.000000,-1.0
65280,1.000000,-1.0
65408,1.000000,-1.0
65536,1.000000,-1.0
65664,1.000000,-1.0
65792,1.000000,-1.0
65920,1.000000,-1.0
66048,1.000000,-1.0
66176,1.000000,-1.0
66304,1.000000,-1.0
66432,1.000000,-1.0
66560,1.000000,-1.0
66688,1.000000,-1.0
