step,P_esc
4,0.000000
8,0.000000
12,0.000000
16,0.000000
20,0.000000
24,0.000000
28,0.000000
32,0.000000
36,0.000000
40,0.000000
44,0.000000
48,0.000000
52,0.000000
56,0.000000
60,0.000000
64,0.000000
68,0.000000
72,0.000000
76,0.000000
80,0.000000
84,0.000000
88,0.000000
92,0.000000
96,0.000000
100,0.000000
104,0.000000
108,0.000000
112,0.000000
116,0.000000
120,0.000000
124,0.000000
128,0.000000
132,0.000000
136,0.000000
140,0.000000
144,0.000000
148,0.000000
152,0.000000
156,0.000000
160,0.000000
164,0.000000
168,0.000000
172,0.000000
176,0.000000
180,0.000000
184,0.000000
188,0.000000
192,0.000000
196,0.000000
200,0.000000
204,0.018500
208,0.018500
212,0.018500
216,0.019500
220,0.022000
224,0.026500
228,0.030500
232,0.033500
236,0.039500
240,0.045000
244,0.050000
248,0.055000
252,0.060500
256,0.068000
260,0.074500
264,0.081000
268,0.089500
272,0.094000
276,0.103000
280,0.116000
284,0.124000
288,0.133000
292,0.141500
296,0.148000
300,0.153500
304,0.159500
308,0.166000
312,0.171500
316,0.177500
320,0.184500
324,0.188500
328,0.199000
332,0.207500
336,0.215000
340,0.224500
344,0.231500
348,0.236000
352,0.241000
356,0.246000
360,0.255500
364,0.264000
368,0.266500
372,0.275000
376,0.281500
380,0.287500
384,0.297000
388,0.301000
392,0.307500
396,0.312000
400,0.319500
404,0.326000
408,0.330500
412,0.335500
416,0.343500
420,0.348500
424,0.356500
428,0.363500
432,0.370000
436,0.379500
440,0.385000
444,0.391500
448,0.397000
452,0.402000
456,0.406500
460,0.410500
464,0.417500
468,0.420500
472,0.426000
476,0.430500
480,0.433000
484,0.442000
488,0.450500
492,0.454500
496,0.459500
500,0.463000
504,0.468000
508,0.472000
512,0.475000
516,0.480500
520,0.486500
524,0.489500
528,0.493000
532,0.497500
536,0.500000
540,0.503000
544,0.506000
548,0.507500
552,0.509000
556,0.512500
560,0.515500
564,0.518500
568,0.522000
572,0.523500
576,0.527000
580,0.532500
584,0.534000
588,0.538000
592,0.541000
596,0.545500
600,0.548000
604,0.551000
608,0.553000
612,0.558000
616,0.561500
620,0.565500
624,0.568500
628,0.570500
632,0.574500
636,0.577500
640,0.582000
644,0.587000
648,0.589000
652,0.591000
656,0.594500
660,0.597500
664,0.599000
668,0.602500
672,0.605000
676,0.607500
680,0.611500
684,0.613500
688,0.617000
692,0.619000
696,0.622500
700,0.624500
704,0.628500
708,0.631000
712,0.636500
716,0.638000
720,0.641000
724,0.644000
728,0.645500
732,0.651000
736,0.657500
740,0.660000
744,0.661000
748,0.663500
752,0.666000
756,0.669500
760,0.673500
764,0.678000
768,0.680500
772,0.683000
776,0.685500
780,0.687500
784,0.689000
788,0.691000
792,0.694000
796,0.696500
800,0.697500
804,0.700000
808,0.700000
812,0.702500
816,0.704000
820,0.705000
824,0.708000
828,0.710000
832,0.712500
836,0.716000
840,0.717500
844,0.719000
848,0.722500
852,0.725000
856,0.728000
860,0.730500
864,0.732000
868,0.732500
872,0.734500
876,0.736500
880,0.738000
884,0.741000
888,0.742000
892,0.745000
896,0.746500
900,0.748500
904,0.751000
908,0.752500
912,0.755500
916,0.757000
920,0.758000
924,0.761000
928,0.761500
932,0.763000
936,0.764500
940,0.766000
944,0.767500
948,0.769500
952,0.771500
956,0.772000
960,0.775000
964,0.775500
968,0.775500
972,0.777000
976,0.778500
980,0.780500
984,0.783000
988,0.785000
