disorder,step,phi_a,phi_b,q12
1,17520,0.327719,0.280081,0.163316
1,17536,0.364380,0.262086,0.004770
1,17552,0.366437,0.185013,0.063200
1,17568,0.445702,0.216552,0.116110
1,17584,0.414550,0.159926,0.048151
1,17600,0.463364,0.204006,0.107990
1,17616,0.401677,0.210680,0.144298
1,17632,0.507473,0.176787,0.069179
1,17648,0.448339,0.156645,0.116490
1,17664,0.419543,0.156645,0.041275
1,17680,0.376806,0.168614,-0.021673
1,17696,0.351134,0.203175,-0.013273
1,17712,0.376438,0.241949,-0.022556
1,17728,0.374532,0.244674,0.033365
1,17744,0.471774,0.199597,-0.063304
1,17760,0.537566,0.192848,-0.003068
1,17776,0.545578,0.199542,-0.076296
1,17792,0.512975,0.246096,0.036319
1,17808,0.577531,0.149895,-0.102443
1,17824,0.596583,0.256895,-0.082191
1,17840,0.590596,0.243326,-0.061109
1,17856,0.545643,0.252793,0.047375
1,17872,0.503119,0.278545,0.037588
1,17888,0.533518,0.256096,0.049249
1,17904,0.491356,0.244032,-0.017702
1,17920,0.457495,0.256513,-0.111501
1,17936,0.482211,0.204723,-0.117144
1,17952,0.461842,0.150391,-0.095899
1,17968,0.556223,0.137995,-0.016728
1,17984,0.451629,0.183285,-0.178573
1,18000,0.425322,0.086185,-0.169554
1,18016,0.434840,0.110123,-0.140532
1,18032,0.417790,0.089824,-0.168938
1,18048,0.391576,0.099086,-0.108857
1,18064,0.390027,0.096327,-0.108636
1,18080,0.388403,0.181481,-0.109275
1,18096,0.326059,0.200127,-0.157948
1,18112,0.378519,0.219098,-0.110254
1,18128,0.391182,0.277237,0.017322
1,18144,0.444633,0.294410,0.088723
1,18160,0.464690,0.307631,0.061981
1,18176,0.468886,0.219684,0.069606
1,18192,0.477093,0.200483,-0.044954
1,18208,0.439861,0.187224,-0.181244
1,18224,0.418982,0.174635,-0.163576
1,18240,0.383502,0.131054,-0.093682
1,18256,0.410880,0.087842,-0.024807
1,18272,0.393018,0.105109,-0.022915
1,18288,0.398966,0.096963,-0.034047
1,18304,0.393661,-0.082337,-0.151605
1,18320,0.407327,0.075197,0.041139
1,18336,0.371296,0.155867,0.152014
1,18352,0.376175,0.095664,0.017501
1,18368,0.461733,0.057368,0.015684
1,18384,0.405236,0.028737,0.017442
1,18400,0.435979,0.024191,0.082581
1,18416,0.476727,0.018186,0.080620
1,18432,0.463295,0.046487,0.077019
1,18448,0.440750,-0.059588,0.069071
1,18464,0.488081,-0.044449,0.076259
1,18480,0.436810,0.032577,-0.014452
1,18496,0.461428,0.052869,-0.183547
1,18512,0.528453,0.053848,-0.064038
1,18528,0.521814,0.045571,-0.089014
1,18544,0.493740,0.046846,-0.140511
1,18560,0.455342,0.139560,-0.076414
1,18576,0.457258,0.090521,-0.058184
1,18592,0.459102,0.060035,0.012586
1,18608,0.482242,0.125788,0.085434
1,18624,0.478978,0.069232,0.005256
1,18640,0.478265,0.095559,0.054976
1,18656,0.434346,0.088069,0.099270
1,18672,0.430846,0.117834,0.124681
1,18688,0.430180,0.089689,0.034499
1,18704,0.399873,0.103147,0.098401
1,18720,0.403916,0.058836,-0.010753
1,18736,0.364068,0.071397,-0.037939
1,18752,0.358079,0.102091,-0.015455
1,18768,0.410916,0.096577,-0.031277
1,18784,0.421564,0.134672,-0.043320
1,18800,0.533391,0.114596,-0.045132
1,18816,0.545839,0.136015,-0.069652
1,18832,0.513492,0.265114,0.015455
1,18848,0.516793,0.204685,-0.060730
1,18864,0.538438,0.138180,-0.102963
1,18880,0.515542,0.044670,-0.057052
1,18896,0.481968,0.079311,-0.079786
1,18912,0.460484,0.122977,-0.138125
1,18928,0.473477,0.128650,-0.126988
1,18944,0.541911,0.097783,-0.131055
1,18960,0.554030,0.089483,-0.029770
1,18976,0.571230,0.160655,-0.114502
1,18992,0.553961,0.148447,-0.117090
1,19008,0.471439,0.098908,-0.025488
1,19024,0.557007,0.080913,-0.123142
1,19040,0.502231,0.093389,-0.110556
1,19056,0.520602,0.121026,-0.013782
1,19072,0.524778,0.085870,-0.067444
1,19088,0.476290,0.095016,-0.072708
1,19104,0.492028,0.035945,-0.160103
1,19120,0.480519,0.013976,-0.171844
1,19136,0.475979,0.058370,-0.259574
1,19152,0.481387,0.097076,-0.213056
1,19168,0.426623,0.124581,-0.157604
1,19184,0.407675,0.156203,-0.137764
1,19200,0.463376,0.119428,-0.077775
1,19216,0.484707,0.141669,-0.014646
1,19232,0.500386,0.132068,-0.128460
1,19248,0.494064,0.144548,-0.086546
1,19264,0.437762,0.115843,-0.102751
1,19280,0.337322,0.117540,-0.180947
1,19296,0.360484,0.088172,-0.228246
1,19312,0.397123,0.036570,-0.182836
1,19328,0.441589,0.087233,-0.106022
1,19344,0.502984,0.109268,-0.002980
1,19360,0.459316,0.138181,-0.035371
1,19376,0.442191,0.129712,-0.102055
1,19392,0.451783,0.097619,-0.094235
1,19408,0.465471,0.036842,-0.122417
1,19424,0.416972,0.048015,-0.051303
1,19440,0.472993,0.128298,-0.025583
1,19456,0.525148,0.191096,0.090031
1,19472,0.524255,0.176389,0.033001
1,19488,0.506748,0.140237,-0.037681
1,19504,0.551609,0.201870,0.001208
1,19520,0.511755,0.152510,0.039574
1,19536,0.502548,0.141369,-0.027311
1,19552,0.626617,0.098715,0.003265
1,19568,0.639584,0.032312,0.004154
1,19584,0.628116,0.050036,-0.018590
1,19600,0.647782,0.078995,0.030468
1,19616,0.597522,0.116409,0.071541
1,19632,0.551610,0.086703,0.019211
1,19648,0.652408,0.123557,-0.009984
1,19664,0.550813,0.123557,-0.045581
1,19680,0.545148,0.129484,-0.023430
1,19696,0.551705,0.129484,-0.031634
1,19712,0.585723,0.145577,-0.022351
1,19728,0.572996,0.087224,-0.083098
1,19744,0.515473,0.123877,-0.154532
1,19760,0.551718,0.137998,-0.173968
1,19776,0.474015,0.062964,-0.215567
1,19792,0.441941,0.081280,-0.205536
1,19808,0.492932,0.099240,-0.171909
1,19824,0.478561,0.099240,-0.113965
1,19840,0.470565,0.147754,-0.050605
1,19856,0.426951,0.176640,-0.025063
1,19872,0.445784,0.118053,-0.047254
1,19888,0.526006,0.130642,-0.095269
1,19904,0.531974,0.127868,-0.068713
1,19920,0.555095,0.127517,-0.015435
1,19936,0.539765,0.036193,-0.088418
1,19952,0.556105,0.057919,0.057048
1,19968,0.540148,-0.065471,-0.012244
1,19984,0.498080,-0.065471,-0.114108
1,20000,0.558324,-0.010837,-0.124687
1,20016,0.525130,-0.041477,-0.194280
1,20032,0.515272,-0.050605,-0.235614
1,20048,0.559706,-0.009340,-0.183522
1,20064,0.558843,0.069405,-0.001686
1,20080,0.530766,0.089985,0.147752
1,20096,0.495131,0.099355,0.017745
1,20112,0.473358,0.072021,-0.129011
1,20128,0.374219,0.096051,-0.076149
1,20144,0.399517,0.136145,-0.081167
1,20160,0.341272,0.135176,-0.091455
1,20176,0.362471,0.169882,-0.055695
1,20192,0.399405,0.101584,-0.028024
1,20208,0.459704,0.178007,0.079460
1,20224,0.503858,0.181779,0.168583
1,20240,0.531899,0.162214,0.114017
1,20256,0.522256,0.136874,0.061534
1,20272,0.461476,0.070002,0.003854
1,20288,0.449455,0.076605,-0.006425
1,20304,0.532745,0.023985,-0.046869
1,20320,0.513778,0.094560,-0.053934
1,20336,0.531355,0.065417,-0.034433
1,20352,0.506188,0.057094,-0.057859
1,20368,0.408682,0.106116,-0.134149
1,20384,0.415646,0.087215,-0.136847
1,20400,0.485712,0.094416,-0.082021
1,20416,0.431338,0.079991,-0.084448
1,20432,0.433543,0.095446,-0.106664
1,20448,0.447234,0.134016,-0.092900
1,20464,0.466172,0.062296,-0.128832
1,20480,0.560827,0.064375,-0.041480
1,65552,0.488305,0.127613,0.022883
1,65568,0.458035,0.091058,-0.013280
1,65584,0.453245,0.083020,-0.073694
1,65600,0.473283,0.069207,-0.057488
1,65616,0.482215,0.105180,-0.022633
1,65632,0.353315,0.149490,0.029174
1,65648,0.456118,0.166331,-0.055572
1,65664,0.437517,0.176215,-0.061929
1,65680,0.465423,0.126600,-0.094441
1,65696,0.442015,0.098278,-0.066358
1,65712,0.478804,0.095589,0.048821
1,65728,0.457091,0.152586,0.126564
1,65744,0.525905,0.210288,0.029870
1,65760,0.501427,0.160693,-0.035404
1,65776,0.571920,0.151729,-0.075537
1,65792,0.528703,0.048928,-0.246276
1,65808,0.494366,0.017561,-0.197445
1,65824,0.465468,0.000393,-0.154855
1,65840,0.411238,0.030018,-0.091313
1,65856,0.393043,0.098436,-0.076252
1,65872,0.393043,0.157508,-0.056681
1,65888,0.393043,0.140028,-0.060824
1,65904,0.428326,0.180713,-0.108088
1,65920,0.467861,0.234238,0.044830
1,65936,0.505365,0.221075,0.081617
1,65952,0.449190,0.193934,0.027338
1,65968,0.432837,0.200244,0.085992
1,65984,0.461069,0.182560,0.059358
1,66000,0.389421,0.179080,-0.032661
1,66016,0.365842,0.188142,0.049934
1,66032,0.372636,0.120878,-0.026513
1,66048,0.354456,0.091946,-0.151722
1,66064,0.464465,0.133478,-0.181988
1,66080,0.473123,0.201674,-0.141614
1,66096,0.441949,0.196842,0.029446
1,66112,0.390965,0.208472,-0.027350
1,66128,0.391528,0.205336,0.042935
1,66144,0.388684,0.097831,-0.071583
1,66160,0.368283,0.033701,-0.097199
1,66176,0.485910,0.076401,0.021223
1,66192,0.507218,0.206303,0.049873
1,66208,0.539266,0.234647,0.037468
1,66224,0.534283,0.254740,0.073567
1,66240,0.502154,0.264290,0.149513
1,66256,0.444088,0.227310,0.123541
1,66272,0.464700,0.085356,0.083120
1,66288,0.431953,0.009760,-0.015790
1,66304,0.399409,-0.010836,-0.115972
1,66320,0.384613,0.032392,-0.075488
1,66336,0.340522,-0.001114,-0.161534
1,66352,0.354391,0.012687,-0.093651
1,66368,0.426068,0.034964,0.045841
1,66384,0.524196,0.094492,0.042029
1,66400,0.499831,0.039361,0.032236
1,66416,0.478609,0.083994,0.022695
1,66432,0.432717,0.072218,-0.001686
1,66448,0.486264,0.095601,0.015675
1,66464,0.456016,0.135551,0.050861
1,66480,0.433704,0.154699,0.001561
1,66496,0.432135,0.151478,-0.030439
1,66512,0.402080,0.184807,-0.097716
1,66528,0.461904,0.221632,-0.074158
1,66544,0.458453,0.169932,-0.111266
1,66560,0.490782,0.219543,-0.098578
1,66576,0.504088,0.217161,-0.047314
1,66592,0.488939,0.196094,0.025001
1,66608,0.487569,0.198237,0.120941
1,66624,0.471954,0.147407,0.146383
1,66640,0.356115,0.169916,0.104874
1,66656,0.387507,0.084095,-0.038020
1,66672,0.432221,0.071899,0.015070
1,66688,0.441511,0.071899,-0.043864
1,66704,0.447818,0.082217,-0.051517
1,66720,0.566005,0.134837,0.023490
1,66736,0.571561,0.128960,0.140347
1,66752,0.550745,0.153312,0.074150
1,66768,0.562963,0.116903,0.122190
1,66784,0.517835,0.179843,0.246390
1,66800,0.498949,0.199028,0.309523
1,66816,0.476291,0.097827,0.132307
1,66832,0.475225,0.040903,-0.016509
1,66848,0.498875,0.096647,0.095645
1,66864,0.442157,0.123328,-0.001686
1,66880,0.358962,0.085970,-0.047324
1,66896,0.357608,0.082663,-0.005085
1,66912,0.389279,0.162441,0.031178
1,66928,0.399553,0.113046,-0.032861
1,66944,0.365218,0.105721,-0.042488
1,66960,0.448759,-0.009729,-0.095310
1,66976,0.493100,0.031797,0.007509
1,66992,0.552223,0.050071,-0.070768
1,67008,0.536665,0.063389,0.018366
1,67024,0.513798,0.100631,0.022878
1,67040,0.534875,0.078642,-0.006789
1,67056,0.489260,0.138532,0.033413
1,67072,0.470060,0.149158,0.008313
1,67088,0.477292,0.054449,0.000448
1,67104,0.499010,0.155901,-0.011017
1,67120,0.467762,0.156834,-0.057297
1,67136,0.483615,0.184529,0.014383
1,67152,0.435788,0.232454,-0.009792
1,67168,0.442148,0.289430,0.010566
1,67184,0.504942,0.274629,0.031748
1,67200,0.416809,0.233975,-0.111971
1,67216,0.476834,0.237156,0.066588
1,67232,0.437144,0.251784,-0.017580
1,67248,0.532966,0.310812,-0.007902
1,67264,0.508750,0.253560,-0.149795
1,67280,0.499813,0.282535,-0.078108
1,67296,0.517015,0.293636,-0.110573
1,67312,0.510367,0.293965,-0.014378
1,67328,0.503834,0.293965,-0.007745
1,67344,0.520348,0.267569,-0.060010
1,67360,0.462955,0.328852,0.035519
1,67376,0.451060,0.346176,0.019597
1,67392,0.451060,0.296625,-0.094821
1,67408,0.475599,0.345242,-0.106057
1,67424,0.473589,0.327812,-0.093980
1,67440,0.456180,0.273620,-0.132498
1,67456,0.415770,0.287081,-0.076876
1,67472,0.389722,0.282014,-0.040591
1,67488,0.360603,0.219921,0.003473
1,67504,0.399925,0.219921,-0.009927
1,67520,0.443260,0.219921,0.017071
1,67536,0.435946,0.261340,0.025561
1,67552,0.445656,0.219262,0.010519
1,67568,0.471811,0.279428,0.062379
1,67584,0.467743,0.292114,0.032551
1,67600,0.495044,0.284305,0.027275
1,67616,0.445941,0.284305,0.006837
1,67632,0.425476,0.291372,-0.004120
1,67648,0.424238,0.298899,0.051052
1,67664,0.486324,0.334754,0.105844
1,67680,0.464433,0.338151,0.069578
1,67696,0.520176,0.330171,0.012907
1,67712,0.463801,0.342474,0.085008
1,67728,0.490708,0.280198,0.049313
1,67744,0.508032,0.237159,-0.043961
1,67760,0.452797,0.182783,-0.057914
1,67776,0.428964,0.280346,0.064692
1,67792,0.428146,0.280346,0.030128
1,67808,0.437712,0.350680,0.198924
1,67824,0.517321,0.358172,0.175665
1,67840,0.529454,0.388831,0.141754
1,67856,0.528038,0.440323,0.159814
1,67872,0.543493,0.410622,0.154041
1,67888,0.533008,0.419094,0.080560
1,67904,0.507248,0.424726,0.043634
1,67920,0.521917,0.418300,0.009447
1,67936,0.485685,0.402612,0.058238
1,67952,0.470516,0.339810,0.035510
1,67968,0.464751,0.335150,0.000779
1,67984,0.457227,0.303730,-0.044990
1,68000,0.462735,0.288204,-0.098325
1,68016,0.473416,0.373295,-0.071145
1,68032,0.454188,0.417852,0.020675
1,68048,0.454188,0.396447,-0.052734
1,68064,0.458907,0.480906,0.030500
1,68080,0.488258,0.397041,0.001210
1,68096,0.430911,0.403847,-0.117036
1,68112,0.397870,0.416180,-0.104291
1,68128,0.427509,0.381516,-0.105275
1,68144,0.434001,0.377981,-0.089426
1,68160,0.497861,0.377911,-0.054066
1,68176,0.468743,0.366531,-0.134443
1,68192,0.436697,0.366531,-0.120390
1,68208,0.464718,0.387988,-0.145800
1,68224,0.385062,0.342881,-0.238447
1,68240,0.449116,0.388969,-0.115613
1,68256,0.442900,0.297608,-0.128722
1,68272,0.366551,0.342287,-0.107522
1,68288,0.472280,0.333573,0.016972
1,68304,0.513149,0.312940,0.045168
1,68320,0.511855,0.342988,0.118631
1,68336,0.432128,0.340758,-0.028989
1,68352,0.452163,0.346649,-0.052287
1,68368,0.432078,0.343993,-0.022468
1,68384,0.455916,0.350493,0.018959
1,68400,0.413196,0.441227,0.056293
1,68416,0.455604,0.451733,0.169069
1,68432,0.460885,0.373417,0.133606
1,68448,0.476128,0.383967,0.089495
1,68464,0.470871,0.342628,0.102963
1,68480,0.536822,0.369883,0.088660
1,68496,0.465902,0.334339,0.021213
1,68512,0.463219,0.389204,0.123736
1,68528,0.455730,0.393603,0.195627
1,68544,0.475102,0.361093,0.124860
1,68560,0.454237,0.392972,0.053311
1,68576,0.461678,0.342534,0.014798
1,68592,0.469073,0.321615,-0.014198
1,68608,0.424774,0.350116,0.085857
1,68624,0.371791,0.340534,0.138088
1,68640,0.371494,0.299582,0.085065
1,68656,0.473947,0.298785,0.075566
1,68672,0.491149,0.283436,0.077219
1,68688,0.430013,0.289386,0.156922
1,68704,0.403268,0.352543,0.101349
1,68720,0.434608,0.319413,0.033905
1,68736,0.402607,0.263337,-0.053044
1,68752,0.434767,0.240637,-0.048151
1,68768,0.462112,0.236552,-0.006868
1,68784,0.447446,0.358535,0.094641
1,68800,0.412342,0.417376,0.044354
1,68816,0.438775,0.376793,0.122223
1,68832,0.385631,0.355523,0.026469
1,68848,0.372694,0.341035,-0.000949
1,68864,0.396758,0.339989,0.021189
1,68880,0.446238,0.330151,0.101346
1,68896,0.392734,0.329951,0.055595
1,68912,0.381760,0.274786,0.018441
1,68928,0.315092,0.379878,-0.106900
1,68944,0.275582,0.302763,-0.206665
1,68960,0.348620,0.307244,-0.113540
1,68976,0.304133,0.321000,-0.153466
1,68992,0.357371,0.386817,-0.101596
1,69008,0.361376,0.373887,-0.171743
1,69024,0.342800,0.375496,-0.191376
1,69040,0.376946,0.370396,-0.135029
1,69056,0.414833,0.370841,-0.170518
1,69072,0.462169,0.405726,-0.013768
1,69088,0.475466,0.445778,0.027732
1,69104,0.467331,0.465239,0.088649
1,69120,0.467260,0.374314,0.017575
1,69136,0.471397,0.342226,-0.023729
1,69152,0.437883,0.353601,-0.023758
1,69168,0.388250,0.333265,-0.065053
1,69184,0.434336,0.370290,-0.011357
1,69200,0.461174,0.331658,-0.132828
1,69216,0.448344,0.306393,-0.118169
1,69232,0.472952,0.342528,-0.067086
1,69248,0.450738,0.381366,-0.052830
1,69264,0.433891,0.369487,0.046538
1,69280,0.422778,0.359925,0.088857
1,69296,0.515494,0.339833,0.073563
1,69312,0.509663,0.344291,0.026740
1,69328,0.503442,0.335500,-0.004408
1,69344,0.497651,0.369141,0.043248
1,69360,0.512508,0.338649,-0.022021
1,69376,0.515866,0.307251,0.033017
1,69392,0.576684,0.249607,-0.033871
1,69408,0.575820,0.272648,0.106190
1,69424,0.550971,0.239197,0.040723
1,69440,0.532745,0.258224,0.087410
1,69456,0.500762,0.220650,0.082455
1,69472,0.426567,0.278147,0.136943
1,69488,0.450194,0.327839,0.205979
1,69504,0.428164,0.253170,0.198529
1,69520,0.475129,0.282197,0.256707
1,69536,0.538434,0.298296,0.360464
1,69552,0.537022,0.317400,0.257243
1,69568,0.505669,0.440439,0.198159
1,69584,0.457783,0.465652,0.095093
1,69600,0.441654,0.361243,0.063946
1,69616,0.508234,0.338371,0.041899
1,69632,0.494819,0.299384,-0.008802
1,262160,0.209272,0.039125,0.160244
1,262176,0.196147,-0.016144,0.059866
1,262192,0.235853,0.006027,0.068070
1,262208,0.238594,-0.053567,-0.090523
1,262224,0.247202,-0.034466,-0.010753
1,262240,0.299141,-0.022559,-0.107682
1,262256,0.273436,-0.049535,-0.064765
1,262272,0.245585,-0.076248,-0.100091
1,262288,0.284832,-0.018461,0.105773
1,262304,0.286794,-0.021245,0.149671
1,262320,0.209287,0.051049,0.251735
1,262336,0.195990,0.001443,0.283077
1,262352,0.217652,-0.041471,0.141234
1,262368,0.271123,0.002584,0.179080
1,262384,0.263651,-0.047655,0.124872
1,262400,0.339419,-0.054103,0.056696
1,262416,0.221935,-0.026946,0.127840
1,262432,0.194316,-0.006210,0.144446
1,262448,0.275903,0.079537,0.256577
1,262464,0.304598,-0.034116,0.111951
1,262480,0.259889,-0.034116,0.105879
1,262496,0.177584,-0.023872,0.180002
1,262512,0.155062,-0.021266,0.131531
1,262528,0.060425,0.018848,0.044412
1,262544,0.087918,-0.010989,0.073845
1,262560,0.127286,-0.037850,-0.005716
1,262576,0.097674,0.000609,-0.026578
1,262592,0.090611,-0.030349,-0.111808
1,262608,0.052730,-0.009623,-0.093213
1,262624,0.096862,-0.019286,0.017509
1,262640,0.078323,-0.059530,0.111290
1,262656,0.083162,-0.024525,0.130576
1,262672,0.104669,0.023824,0.157268
1,262688,0.190659,-0.071876,0.127338
1,262704,0.206732,-0.049974,0.102842
1,262720,0.244339,-0.023272,0.057068
1,262736,0.242003,-0.055526,0.072047
1,262752,0.160582,0.005677,0.107964
1,262768,0.231492,0.015015,0.067499
1,262784,0.266681,0.001479,0.167592
1,262800,0.229705,-0.008536,0.182949
1,262816,0.182646,-0.123662,0.163836
1,262832,0.210467,-0.094400,0.197534
1,262848,0.177094,-0.002258,0.285107
1,262864,0.201385,-0.023028,0.229883
1,262880,0.157131,-0.094109,0.102421
1,262896,0.179916,-0.004988,0.124505
1,262912,0.207572,0.011930,0.148482
1,262928,0.244801,0.064321,0.182571
1,262944,0.293593,0.078028,0.198932
1,262960,0.318873,0.109527,0.226073
1,262976,0.278937,0.058668,0.102170
1,262992,0.260290,0.104311,0.156233
1,263008,0.305494,0.022907,0.101238
1,263024,0.301969,0.029658,0.053654
1,263040,0.270899,0.059636,0.066030
1,263056,0.259954,0.035745,0.094385
1,263072,0.252492,0.041282,0.078065
1,263088,0.168590,-0.027362,0.132890
1,263104,0.175941,-0.016307,0.242583
1,263120,0.118377,-0.084167,0.218185
1,263136,0.241037,-0.102066,0.179556
1,263152,0.330592,-0.149773,0.055906
1,263168,0.360655,-0.170679,0.007653
1,263184,0.357091,-0.126245,0.158781
1,263200,0.332500,-0.050695,0.169029
1,263216,0.323505,-0.089631,0.175972
1,263232,0.374096,-0.011092,0.120685
1,263248,0.301175,0.039615,0.081302
1,263264,0.287633,0.031815,0.108482
1,263280,0.256639,0.020132,0.101269
1,263296,0.219706,-0.006410,0.090563
1,263312,0.208326,-0.014521,0.087099
1,263328,0.205672,0.042215,0.039925
1,263344,0.205672,0.073219,0.097218
1,263360,0.186164,0.092233,0.076468
1,263376,0.242880,-0.018378,0.064488
1,263392,0.239873,-0.025964,0.080129
1,263408,0.202181,-0.023502,0.115112
1,263424,0.195257,-0.004710,0.067162
1,263440,0.223932,-0.037685,0.033091
1,263456,0.243156,-0.029919,-0.000192
1,263472,0.195509,-0.013793,-0.084662
1,263488,0.182763,0.027874,0.060846
1,263504,0.182763,0.006432,0.043322
1,263520,0.131391,0.084050,0.151737
1,263536,0.227202,0.126308,0.225008
1,263552,0.340891,0.047347,0.207080
1,263568,0.320525,-0.019570,0.153843
1,263584,0.294897,0.041693,0.080760
1,263600,0.289382,0.032327,0.161759
1,263616,0.276883,0.038262,0.106821
1,263632,0.164080,0.040009,0.181429
1,263648,0.199254,0.001240,0.089360
1,263664,0.222221,0.005291,0.106368
1,263680,0.222221,0.060573,0.150279
1,263696,0.267959,0.062929,0.141828
1,263712,0.256432,0.049201,0.190226
1,263728,0.085702,0.057899,0.243312
1,263744,0.088728,0.060226,0.269295
1,263760,0.185893,0.033579,0.191546
1,263776,0.226700,0.021335,0.201586
1,263792,0.202413,0.014193,0.254095
1,263808,0.189616,0.027178,0.222993
1,263824,0.172711,0.028949,0.195438
1,263840,0.128682,0.028263,0.198155
1,263856,0.175785,0.041449,0.064740
1,263872,0.160938,0.049529,0.109689
1,263888,0.140112,0.032883,0.045732
1,263904,0.178715,0.050328,0.115451
1,263920,0.177802,0.056516,0.088194
1,263936,0.215407,0.105225,0.103854
1,263952,0.215407,0.115924,0.139083
1,263968,0.273572,0.079594,0.132692
1,263984,0.265661,0.024248,0.148167
1,264000,0.351881,-0.031615,0.130023
1,264016,0.302911,0.061003,0.136445
1,264032,0.261131,-0.017686,0.033545
1,264048,0.201367,-0.015530,0.088362
1,264064,0.254924,0.021790,0.078708
1,264080,0.304118,-0.005726,0.038531
1,264096,0.266036,0.000820,0.017887
1,264112,0.251652,-0.007365,0.027741
1,264128,0.249029,0.002583,0.019678
1,264144,0.274016,-0.035894,0.024044
1,264160,0.204030,-0.082347,-0.010718
1,264176,0.267477,-0.044393,0.059143
1,264192,0.263612,-0.052801,0.102865
1,264208,0.227175,-0.029567,0.020889
1,264224,0.217974,0.028902,-0.024843
1,264240,0.316792,-0.010470,0.003843
1,264256,0.264982,0.070418,0.162867
1,264272,0.269791,0.055617,0.240639
1,264288,0.312970,0.027203,0.184572
1,264304,0.259570,0.095368,0.146428
1,264320,0.149644,0.122660,0.187946
1,264336,0.138036,0.131453,0.176496
1,264352,0.118419,0.136494,0.325278
1,264368,0.110612,0.079493,0.207232
1,264384,0.123647,0.058039,0.114689
1,264400,0.188846,0.015044,0.182658
1,264416,0.264490,0.060582,0.192432
1,264432,0.266460,0.068399,0.104664
1,264448,0.384981,0.083568,0.165568
1,264464,0.335511,0.095991,0.299742
1,264480,0.322292,0.043479,0.258025
1,264496,0.399079,-0.004342,0.193367
1,264512,0.295191,0.149360,0.187243
1,264528,0.319756,0.192721,0.140981
1,264544,0.235553,0.105896,0.094625
1,264560,0.215805,0.110598,0.084001
1,264576,0.172449,0.149467,0.167838
1,264592,0.232901,0.059556,0.255547
1,264608,0.243575,0.097710,0.298954
1,264624,0.252703,0.102331,0.360184
1,264640,0.186223,0.132988,0.495702
1,264656,0.181051,0.066860,0.313040
1,264672,0.190818,0.043851,0.264961
1,264688,0.208074,0.015453,0.239103
1,264704,0.243785,-0.048810,0.219601
1,264720,0.193560,-0.071626,0.212549
1,264736,0.303650,0.040967,0.238302
1,264752,0.325726,0.018524,0.237672
1,264768,0.366660,-0.007748,0.176418
1,264784,0.417246,-0.049855,0.189992
1,264800,0.338957,-0.028812,0.201371
1,264816,0.335242,-0.017122,0.209610
1,264832,0.336452,0.072773,0.317737
