step,P_esc,tau_t
250,0.015500,16003.7
500,0.030500,16142.2
750,0.051500,14184.8
1000,0.068000,14200.0
1250,0.081000,14798.3
1500,0.093000,15366.8
1750,0.107500,15387.5
2000,0.119500,15715.2
2250,0.130500,16090.2
2500,0.147500,15665.9
2750,0.164500,15301.2
3000,0.180000,15117.1
3250,0.189000,15514.1
3500,0.200000,15685.0
3750,0.210000,15908.5
4000,0.217000,16351.7
4250,0.228000,16423.8
4500,0.241000,16318.9
4750,0.252000,16359.4
5000,0.265000,16239.8
5250,0.276000,16255.7
5500,0.286000,16326.7
5750,0.296000,16382.8
6000,0.309000,16233.1
6250,0.319000,16267.9
6500,0.331500,16140.3
6750,0.338000,16364.0
7000,0.346000,16484.2
7250,0.355500,16504.3
7500,0.364500,16543.8
7750,0.374000,16545.5
8000,0.383000,16567.0
8250,0.392000,16580.2
8500,0.401000,16585.6
8750,0.412000,16477.5
9000,0.417000,16680.0
9250,0.426000,16662.9
9500,0.432500,16769.2
9750,0.443500,16635.7
10000,0.449000,16777.9
10250,0.457500,16760.2
10500,0.465500,16761.8
10750,0.474000,16732.7
11000,0.480500,16796.8
11250,0.488500,16780.8
11500,0.495500,16808.3
11750,0.504000,16757.5
12000,0.512000,16726.1
12250,0.518500,16761.3
12500,0.527500,16672.9
12750,0.532500,16768.5
13000,0.540000,16741.2
13250,0.544000,16873.3
13500,0.551500,16836.1
13750,0.559000,16794.7
14000,0.563000,16911.8
14250,0.568500,16954.4
14500,0.575500,16922.6
14750,0.580500,16979.6
15000,0.588500,16892.9
15250,0.593000,16964.4
15500,0.599500,16939.1
15750,0.604000,17002.4
16000,0.610500,16969.1
16250,0.615500,17001.3
16500,0.620500,17029.6
16750,0.625000,17077.4
17000,0.628500,17168.1
17250,0.633500,17185.4
17500,0.641500,17059.4
17750,0.644000,17185.9
18000,0.647500,17262.8
18250,0.651500,17313.1
18500,0.658500,17218.8
18750,0.662500,17262.2
19000,0.667500,17255.2
19250,0.670500,17339.5
19500,0.674000,17397.4
19750,0.677500,17452.4
20000,0.682000,17456.5
20250,0.684000,17577.9
20500,0.690000,17503.7
20750,0.691500,17644.1
21000,0.697500,17563.3
21250,0.701000,17601.1
21500,0.706500,17538.5
21750,0.709500,17594.9
22000,0.714000,17575.2
22250,0.717000,17626.4
22500,0.721500,17601.0
22750,0.723500,17696.8
23000,0.727500,17690.7
23250,0.730500,17732.0
23500,0.734000,17745.8
23750,0.736500,17807.6
24000,0.739500,17841.8
24250,0.742000,17899.4
24500,0.745000,17929.1
24750,0.752000,17750.5
25000,0.755000,17774.7
25250,0.759000,17744.7
25500,0.764000,17660.2
25750,0.767000,17676.7
26000,0.769500,17717.2
26250,0.771500,17781.9
26500,0.773000,17871.5
26750,0.776000,17879.7
27000,0.777500,17966.1
27250,0.779500,18024.2
27500,0.784500,17917.7
27750,0.787000,17944.2
28000,0.790500,17913.9
28250,0.793500,17908.6
28500,0.796500,17901.0
28750,0.798000,17974.5
29000,0.802500,17879.0
29250,0.807000,17780.5
29500,0.809000,17819.6
29750,0.811500,17828.7
30000,0.813500,17864.3
30250,0.814500,17955.7
30500,0.816000,18017.3
30750,0.817000,18106.7
