step,P_esc,tau_t
250,0.033500,7337.0
500,0.072500,6643.4
750,0.106500,6660.2
1000,0.137000,6787.0
1250,0.161500,7096.6
1500,0.186500,7267.1
1750,0.211500,7364.6
2000,0.232500,7558.1
2250,0.256500,7591.4
2500,0.275000,7774.0
2750,0.295000,7867.1
3000,0.313000,7991.0
3250,0.328000,8176.2
3500,0.344500,8286.8
3750,0.360500,8388.0
4000,0.371500,8612.9
4250,0.382500,8816.0
4500,0.404500,8681.3
4750,0.418500,8761.5
5000,0.429000,8922.7
5250,0.438500,9096.5
5500,0.453000,9116.4
5750,0.465500,9179.1
6000,0.476000,9284.1
6250,0.486000,9391.0
6500,0.491500,9611.3
6750,0.503000,9654.4
7000,0.511000,9784.8
7250,0.519000,9905.9
7500,0.526000,10046.2
7750,0.537500,10050.5
8000,0.546000,10131.0
8250,0.552000,10274.5
8500,0.562500,10282.1
8750,0.569000,10396.3
9000,0.577500,10446.1
9250,0.584000,10546.5
9500,0.596500,10467.4
9750,0.607500,10425.4
10000,0.612500,10548.1
10250,0.617500,10665.7
10500,0.621000,10822.3
10750,0.628000,10871.1
11000,0.632000,11003.6
11250,0.636000,11132.0
11500,0.641000,11225.7
11750,0.644500,11361.1
12000,0.650000,11430.5
12250,0.655000,11510.9
12500,0.663000,11492.4
12750,0.666000,11626.7
13000,0.670500,11709.8
13250,0.675500,11772.9
13500,0.680500,11831.7
13750,0.683500,11952.0
14000,0.688500,12003.2
14250,0.690000,12167.2
14500,0.696000,12177.4
14750,0.698500,12302.1
15000,0.702500,12372.8
15250,0.704500,12509.4
15500,0.708000,12591.4
15750,0.711500,12670.3
16000,0.718500,12622.1
16250,0.722000,12694.0
16500,0.726000,12745.0
16750,0.730500,12774.7
17000,0.735500,12782.8
17250,0.739500,12823.8
17500,0.746000,12769.8
17750,0.749500,12822.4
18000,0.753000,12872.2
18250,0.756000,12937.9
18500,0.760000,12963.2
18750,0.765000,12947.4
19000,0.768000,13004.6
19250,0.772000,13020.7
19500,0.774500,13092.2
19750,0.775000,13240.3
20000,0.777000,13328.1
20250,0.780000,13374.0
20500,0.781000,13498.5
20750,0.785000,13499.3
21000,0.786500,13600.0
21250,0.787000,13741.0
21500,0.789000,13818.4
21750,0.790000,13936.5
22000,0.791000,14053.7
22250,0.793000,14126.7
22500,0.795500,14176.0
22750,0.796500,14289.4
23000,0.799000,14335.1
23250,0.800000,14446.0
23500,0.801500,14533.4
23750,0.804500,14551.0
24000,0.808000,14543.2
24250,0.810500,14578.9
24500,0.812500,14635.8
24750,0.815500,14644.1
25000,0.818500,14649.9
25250,0.820500,14700.9
25500,0.822500,14750.2
25750,0.823000,14870.6
26000,0.825000,14917.1
26250,0.826000,15011.2
26500,0.827000,15104.3
26750,0.828000,15196.6
27000,0.830500,15212.1
27250,0.832000,15276.5
27500,0.834000,15313.8
27750,0.836500,15323.5
28000,0.838500,15357.2
28250,0.841000,15362.9
28500,0.843000,15392.8
28750,0.843500,15501.2
29000,0.845500,15528.3
29250,0.846500,15607.9
29500,0.848500,15631.9
29750,0.849500,15709.2
30000,0.852000,15702.3
30250,0.852500,15805.2
30500,0.854500,15823.0
30750,0.856500,15838.9
31000,0.857000,15939.0
31250,0.858500,15980.9
31500,0.858500,16108.8
31750,0.859500,16177.9
32000,0.861500,16187.1
32250,0.863000,16224.2
32500,0.863500,16319.9
32750,0.864000,16415.2
33000,0.864500,16510.0
33250,0.865000,16604.4
33500,0.865500,16698.3
33750,0.866500,16760.6
34000,0.867500,16821.9
34250,0.868000,16914.0
34500,0.869500,16941.8
34750,0.871000,16968.2
