step,P_esc
4,0.000000
8,0.000000
12,0.000000
16,0.000000
20,0.000000
24,0.000000
28,0.000000
32,0.000000
36,0.000000
40,0.000000
44,0.000000
48,0.000000
52,0.000000
56,0.000000
60,0.000000
64,0.000000
68,0.000000
72,0.000000
76,0.000000
80,0.000000
84,0.000000
88,0.000000
92,0.000000
96,0.000000
100,0.000000
104,0.000000
108,0.000000
112,0.000000
116,0.000000
120,0.000000
124,0.000000
128,0.000000
132,0.000000
136,0.000000
140,0.000000
144,0.000000
148,0.000000
152,0.000000
156,0.000000
160,0.000000
164,0.000000
168,0.000000
172,0.000000
176,0.000000
180,0.000000
184,0.000000
188,0.000000
192,0.000000
196,0.000000
200,0.000000
204,0.004000
208,0.004000
212,0.004000
216,0.004000
220,0.004000
224,0.005000
228,0.006500
232,0.006500
236,0.007500
240,0.009000
244,0.010500
248,0.012500
252,0.013500
256,0.015500
260,0.018500
264,0.021000
268,0.024500
272,0.026000
276,0.029000
280,0.031000
284,0.034500
288,0.038500
292,0.040000
296,0.043000
300,0.046500
304,0.052500
308,0.055000
312,0.059000
316,0.062500
320,0.067000
324,0.070500
328,0.074000
332,0.076500
336,0.078500
340,0.081000
344,0.084000
348,0.086500
352,0.087500
356,0.091000
360,0.094500
364,0.097500
368,0.100500
372,0.104000
376,0.106000
380,0.108500
384,0.112000
388,0.114000
392,0.115500
396,0.118000
400,0.119500
404,0.121500
408,0.124500
412,0.126500
416,0.128500
420,0.131000
424,0.132500
428,0.134000
432,0.136500
436,0.140000
440,0.140500
444,0.142000
448,0.147500
452,0.149000
456,0.151000
460,0.155000
464,0.158000
468,0.160500
472,0.163000
476,0.165500
480,0.170000
484,0.172500
488,0.174000
492,0.176000
496,0.177000
500,0.178500
504,0.181000
508,0.184500
512,0.187000
516,0.187500
520,0.190500
524,0.194000
528,0.196000
532,0.197000
536,0.199000
540,0.200500
544,0.203500
548,0.205500
552,0.209000
556,0.210000
560,0.211500
564,0.214000
568,0.214500
572,0.216500
576,0.219000
580,0.219500
584,0.221000
588,0.223500
592,0.226000
596,0.228500
600,0.229500
604,0.233000
608,0.237500
612,0.243500
616,0.245000
620,0.246500
624,0.248500
628,0.252000
632,0.255500
636,0.258000
640,0.260000
644,0.261000
648,0.262000
652,0.263000
656,0.266500
660,0.268000
664,0.269500
668,0.270500
672,0.271500
676,0.274000
680,0.276000
684,0.277000
688,0.280500
692,0.282500
696,0.284500
700,0.286500
704,0.288500
708,0.292500
712,0.294000
716,0.296500
720,0.298500
724,0.300000
728,0.300500
732,0.302000
736,0.304000
740,0.305000
744,0.308000
748,0.309000
752,0.309500
756,0.313500
760,0.316000
764,0.318500
768,0.319500
772,0.321000
776,0.321500
780,0.322500
784,0.323500
788,0.325000
792,0.326000
796,0.328000
800,0.330500
804,0.332500
808,0.335000
812,0.339000
816,0.340500
820,0.341500
824,0.343500
828,0.344500
832,0.346500
836,0.347500
840,0.348500
844,0.350500
848,0.352500
852,0.353500
856,0.354500
860,0.354500
864,0.356000
868,0.358500
872,0.360000
876,0.364000
880,0.366500
884,0.366500
888,0.367500
892,0.370500
896,0.371000
900,0.372500
904,0.373500
908,0.375000
912,0.377500
916,0.381000
920,0.382000
924,0.382500
928,0.384000
932,0.385000
936,0.388000
940,0.388000
944,0.390000
948,0.390500
952,0.391000
956,0.393500
960,0.395000
964,0.396500
968,0.400000
972,0.401000
976,0.401500
980,0.404500
984,0.405500
988,0.407000
