# N=25  K_max=10000  betanet=1.0000  generated=2026-06-05T13:04:38.284
alpha,T,disorder,phi,mode,logC
0.350,0.27500,12,-0.132621,honest,-30.0000
0.350,0.30000,12,-0.089211,honest,-30.0000
0.350,0.32500,12,0.111845,honest,-30.0000
0.350,0.35000,12,0.116995,honest,-30.0000
0.350,0.37500,12,0.050616,honest,-30.0000
0.350,0.40000,12,0.090395,honest,-30.0000
0.350,0.42500,12,-0.018053,honest,-30.0000
0.350,0.45000,12,-0.027835,honest,-30.0000
0.350,0.47500,12,0.003825,honest,-30.0000
0.350,0.50000,12,0.022785,honest,-30.0000
0.350,0.02500,13,0.987537,honest,-30.0000
0.350,0.05000,13,0.977171,honest,-30.0000
0.350,0.07500,13,0.961373,honest,-30.0000
0.350,0.10000,13,0.952800,honest,-30.0000
0.350,0.12500,13,0.942496,honest,-30.0000
0.350,0.15000,13,0.933671,honest,-30.0000
0.350,0.17500,13,0.925808,honest,-30.0000
0.350,0.20000,13,0.907594,honest,-30.0000
0.350,0.22500,13,0.561052,honest,-30.0000
0.350,0.25000,13,0.161868,honest,-30.0000
0.350,0.27500,13,0.157514,honest,-30.0000
0.350,0.30000,13,0.227429,honest,-30.0000
0.350,0.32500,13,-0.134493,honest,-30.0000
0.350,0.35000,13,0.014826,honest,-30.0000
0.350,0.37500,13,-0.072006,honest,-30.0000
0.350,0.40000,13,-0.045037,honest,-30.0000
0.350,0.42500,13,0.077894,honest,-30.0000
0.350,0.45000,13,0.024073,honest,-30.0000
0.350,0.47500,13,-0.047364,honest,-30.0000
0.350,0.50000,13,0.019831,honest,-30.0000
0.350,0.02500,14,0.985291,honest,-30.0000
0.350,0.05000,14,0.976577,honest,-30.0000
0.350,0.07500,14,0.965745,honest,-30.0000
0.350,0.10000,14,0.952863,honest,-30.0000
0.350,0.12500,14,0.942710,honest,-30.0000
0.350,0.15000,14,0.932030,honest,-30.0000
0.350,0.17500,14,0.914076,honest,-30.0000
0.350,0.20000,14,0.906430,honest,-30.0000
0.350,0.22500,14,0.894603,honest,-30.0000
0.350,0.25000,14,0.124063,honest,-30.0000
0.350,0.27500,14,-0.166562,honest,-30.0000
0.350,0.30000,14,-0.190534,honest,-30.0000
0.350,0.32500,14,-0.017514,honest,-30.0000
0.350,0.35000,14,0.027497,honest,-30.0000
0.350,0.37500,14,-0.093244,honest,-30.0000
0.350,0.40000,14,-0.035102,honest,-30.0000
0.350,0.42500,14,-0.051445,honest,-30.0000
0.350,0.45000,14,0.056027,honest,-30.0000
0.350,0.47500,14,0.007363,honest,-30.0000
0.350,0.50000,14,-0.021677,honest,-30.0000
0.400,0.02500,1,0.988733,smart,-17.5667
0.400,0.05000,1,0.975180,smart,-17.5667
0.400,0.07500,1,0.964246,smart,-17.5667
0.400,0.10000,1,0.952272,smart,-17.5667
0.400,0.12500,1,0.938417,smart,-17.5667
0.400,0.15000,1,0.923242,smart,-17.5667
0.400,0.17500,1,0.570332,smart,-17.5667
0.400,0.20000,1,0.247504,smart,-17.5667
0.400,0.22500,1,0.028127,smart,-17.5667
0.400,0.25000,1,0.093834,smart,-17.5667
0.400,0.27500,1,0.100197,smart,-17.5667
0.400,0.30000,1,0.127918,smart,-17.5667
0.400,0.32500,1,0.151730,smart,-17.5667
0.400,0.35000,1,0.160658,smart,-17.5667
0.400,0.37500,1,0.187375,smart,-17.5667
0.400,0.40000,1,0.199114,smart,-17.5667
0.400,0.42500,1,0.143911,smart,-17.5667
0.400,0.45000,1,0.177825,smart,-17.5667
0.400,0.47500,1,0.143148,smart,-17.5667
0.400,0.50000,1,0.137387,smart,-17.5667
0.400,0.02500,2,0.988663,smart,-17.6113
0.400,0.05000,2,0.976817,smart,-17.6113
0.400,0.07500,2,0.967559,smart,-17.6113
0.400,0.10000,2,0.952847,smart,-17.6113
0.400,0.12500,2,0.943296,smart,-17.6113
0.400,0.15000,2,0.931493,smart,-17.6113
0.400,0.17500,2,0.920927,smart,-17.6113
0.400,0.20000,2,0.136529,smart,-17.6113
0.400,0.22500,2,0.110740,smart,-17.6113
0.400,0.25000,2,0.165927,smart,-17.6113
0.400,0.27500,2,0.067776,smart,-17.6113
0.400,0.30000,2,0.152564,smart,-17.6113
0.400,0.32500,2,0.250486,smart,-17.6113
0.400,0.35000,2,0.221372,smart,-17.6113
0.400,0.37500,2,0.199345,smart,-17.6113
0.400,0.40000,2,0.162128,smart,-17.6113
0.400,0.42500,2,0.183488,smart,-17.6113
0.400,0.45000,2,0.161165,smart,-17.6113
0.400,0.47500,2,0.162210,smart,-17.6113
0.400,0.50000,2,0.168626,smart,-17.6113
0.400,0.02500,3,0.987650,smart,-17.5829
0.400,0.05000,3,0.978376,smart,-17.5829
0.400,0.07500,3,0.962718,smart,-17.5829
0.400,0.10000,3,0.950352,smart,-17.5829
0.400,0.12500,3,0.787888,smart,-17.5829
0.400,0.15000,3,0.612839,smart,-17.5829
0.400,0.17500,3,0.884075,smart,-17.5829
0.400,0.20000,3,0.391136,smart,-17.5829
0.400,0.22500,3,0.445821,smart,-17.5829
0.400,0.25000,3,0.204276,smart,-17.5829
0.400,0.27500,3,0.217168,smart,-17.5829
0.400,0.30000,3,0.193455,smart,-17.5829
0.400,0.32500,3,0.142305,smart,-17.5829
0.400,0.35000,3,0.188046,smart,-17.5829
0.400,0.37500,3,0.102424,smart,-17.5829
0.400,0.40000,3,0.152048,smart,-17.5829
0.400,0.42500,3,0.173408,smart,-17.5829
0.400,0.45000,3,0.187638,smart,-17.5829
0.400,0.47500,3,0.171072,smart,-17.5829
0.400,0.50000,3,0.155243,smart,-17.5829
0.400,0.02500,4,0.986348,smart,-17.6064
0.400,0.05000,4,0.975966,smart,-17.6064
0.400,0.07500,4,0.967738,smart,-17.6064
0.400,0.10000,4,0.954938,smart,-17.6064
0.400,0.12500,4,0.937381,smart,-17.6064
0.400,0.15000,4,0.932200,smart,-17.6064
0.400,0.17500,4,0.288010,smart,-17.6064
0.400,0.20000,4,0.613526,smart,-17.6064
0.400,0.22500,4,0.010273,smart,-17.6064
0.400,0.25000,4,0.201198,smart,-17.6064
0.400,0.27500,4,0.085323,smart,-17.6064
0.400,0.30000,4,0.153689,smart,-17.6064
0.400,0.32500,4,0.213181,smart,-17.6064
0.400,0.35000,4,0.205084,smart,-17.6064
0.400,0.37500,4,0.210987,smart,-17.6064
0.400,0.40000,4,0.148253,smart,-17.6064
0.400,0.42500,4,0.173413,smart,-17.6064
0.400,0.45000,4,0.196707,smart,-17.6064
0.400,0.47500,4,0.199409,smart,-17.6064
0.400,0.50000,4,0.159924,smart,-17.6064
0.400,0.02500,5,0.988805,smart,-17.6079
0.400,0.05000,5,0.975468,smart,-17.6079
0.400,0.07500,5,0.964314,smart,-17.6079
0.400,0.10000,5,0.949441,smart,-17.6079
0.400,0.12500,5,0.936869,smart,-17.6079
0.400,0.15000,5,0.929545,smart,-17.6079
0.400,0.17500,5,0.729039,smart,-17.6079
0.400,0.20000,5,0.291680,smart,-17.6079
0.400,0.22500,5,0.212772,smart,-17.6079
0.400,0.25000,5,0.141189,smart,-17.6079
0.400,0.27500,5,0.113154,smart,-17.6079
0.400,0.30000,5,0.129029,smart,-17.6079
0.400,0.32500,5,0.138116,smart,-17.6079
0.400,0.35000,5,0.201955,smart,-17.6079
0.400,0.37500,5,0.205631,smart,-17.6079
0.400,0.40000,5,0.185181,smart,-17.6079
0.400,0.42500,5,0.145250,smart,-17.6079
0.400,0.45000,5,0.162123,smart,-17.6079
0.400,0.47500,5,0.138794,smart,-17.6079
0.400,0.50000,5,0.159597,smart,-17.6079
0.400,0.02500,6,0.986135,smart,-17.5832
0.400,0.05000,6,0.975313,smart,-17.5832
0.400,0.07500,6,0.966559,smart,-17.5832
0.400,0.10000,6,0.956752,smart,-17.5832
0.400,0.12500,6,0.936823,smart,-17.5832
0.400,0.15000,6,0.927073,smart,-17.5832
0.400,0.17500,6,0.396845,smart,-17.5832
0.400,0.20000,6,0.227551,smart,-17.5832
0.400,0.22500,6,0.221732,smart,-17.5832
0.400,0.25000,6,0.078396,smart,-17.5832
0.400,0.27500,6,0.050999,smart,-17.5832
0.400,0.30000,6,0.198773,smart,-17.5832
0.400,0.32500,6,0.265222,smart,-17.5832
0.400,0.35000,6,0.182111,smart,-17.5832
0.400,0.37500,6,0.177001,smart,-17.5832
0.400,0.40000,6,0.161727,smart,-17.5832
0.400,0.42500,6,0.171547,smart,-17.5832
0.400,0.45000,6,0.163787,smart,-17.5832
0.400,0.47500,6,0.168962,smart,-17.5832
0.400,0.50000,6,0.130417,smart,-17.5832
0.400,0.02500,7,0.986463,smart,-17.6231
0.400,0.05000,7,0.979063,smart,-17.6231
0.400,0.07500,7,0.968874,smart,-17.6231
0.400,0.10000,7,0.954863,smart,-17.6231
0.400,0.12500,7,0.943502,smart,-17.6231
0.400,0.15000,7,0.676432,smart,-17.6231
0.400,0.17500,7,0.291584,smart,-17.6231
0.400,0.20000,7,0.081695,smart,-17.6231
0.400,0.22500,7,0.182364,smart,-17.6231
0.400,0.25000,7,0.215635,smart,-17.6231
0.400,0.27500,7,0.155074,smart,-17.6231
0.400,0.30000,7,0.170709,smart,-17.6231
0.400,0.32500,7,0.139450,smart,-17.6231
0.400,0.35000,7,0.188355,smart,-17.6231
0.400,0.37500,7,0.169941,smart,-17.6231
0.400,0.40000,7,0.178086,smart,-17.6231
0.400,0.42500,7,0.187044,smart,-17.6231
0.400,0.45000,7,0.182448,smart,-17.6231
0.400,0.47500,7,0.206423,smart,-17.6231
0.400,0.50000,7,0.158327,smart,-17.6231
0.400,0.02500,8,0.986138,smart,-17.6347
0.400,0.05000,8,0.975942,smart,-17.6347
0.400,0.07500,8,0.962910,smart,-17.6347
0.400,0.10000,8,0.949782,smart,-17.6347
0.400,0.12500,8,0.938486,smart,-17.6347
0.400,0.15000,8,0.930274,smart,-17.6347
0.400,0.17500,8,0.911023,smart,-17.6347
0.400,0.20000,8,0.214631,smart,-17.6347
0.400,0.22500,8,0.169788,smart,-17.6347
0.400,0.25000,8,0.077435,smart,-17.6347
0.400,0.27500,8,0.161045,smart,-17.6347
0.400,0.30000,8,0.250357,smart,-17.6347
0.400,0.32500,8,0.206011,smart,-17.6347
0.400,0.35000,8,0.197739,smart,-17.6347
0.400,0.37500,8,0.198031,smart,-17.6347
0.400,0.40000,8,0.136649,smart,-17.6347
0.400,0.42500,8,0.183456,smart,-17.6347
0.400,0.45000,8,0.198354,smart,-17.6347
0.400,0.47500,8,0.183670,smart,-17.6347
0.400,0.50000,8,0.123746,smart,-17.6347
0.400,0.02500,9,0.987595,smart,-17.6155
0.400,0.05000,9,0.976661,smart,-17.6155
0.400,0.07500,9,0.963975,smart,-17.6155
0.400,0.10000,9,0.947694,smart,-17.6155
0.400,0.12500,9,0.936296,smart,-17.6155
0.400,0.15000,9,0.931719,smart,-17.6155
0.400,0.17500,9,0.361062,smart,-17.6155
0.400,0.20000,9,0.292892,smart,-17.6155
0.400,0.22500,9,0.067930,smart,-17.6155
0.400,0.25000,9,0.154092,smart,-17.6155
0.400,0.27500,9,0.177576,smart,-17.6155
0.400,0.30000,9,0.159998,smart,-17.6155
0.400,0.32500,9,0.215192,smart,-17.6155
0.400,0.35000,9,0.239859,smart,-17.6155
0.400,0.37500,9,0.178467,smart,-17.6155
0.400,0.40000,9,0.173652,smart,-17.6155
0.400,0.42500,9,0.204345,smart,-17.6155
0.400,0.45000,9,0.172624,smart,-17.6155
0.400,0.47500,9,0.209863,smart,-17.6155
0.400,0.50000,9,0.171601,smart,-17.6155
0.400,0.02500,10,0.988530,smart,-17.5810
0.400,0.05000,10,0.979806,smart,-17.5810
0.400,0.07500,10,0.960926,smart,-17.5810
0.400,0.10000,10,0.940528,smart,-17.5810
0.400,0.12500,10,0.939121,smart,-17.5810
0.400,0.15000,10,0.929358,smart,-17.5810
0.400,0.17500,10,0.474108,smart,-17.5810
0.400,0.20000,10,0.187899,smart,-17.5810
0.400,0.22500,10,0.138941,smart,-17.5810
0.400,0.25000,10,0.203958,smart,-17.5810
0.400,0.27500,10,0.190966,smart,-17.5810
0.400,0.30000,10,0.261059,smart,-17.5810
0.400,0.32500,10,0.140609,smart,-17.5810
0.400,0.35000,10,0.162539,smart,-17.5810
0.400,0.37500,10,0.147597,smart,-17.5810
0.400,0.40000,10,0.194272,smart,-17.5810
0.400,0.42500,10,0.201165,smart,-17.5810
0.400,0.45000,10,0.169603,smart,-17.5810
0.400,0.47500,10,0.170484,smart,-17.5810
0.400,0.50000,10,0.196541,smart,-17.5810
0.400,0.02500,11,0.989367,smart,-17.5920
0.400,0.05000,11,0.975668,smart,-17.5920
0.400,0.07500,11,0.962908,smart,-17.5920
0.400,0.10000,11,0.946964,smart,-17.5920
0.400,0.12500,11,0.932505,smart,-17.5920
0.400,0.15000,11,0.930851,smart,-17.5920
0.400,0.17500,11,0.591155,smart,-17.5920
0.400,0.20000,11,0.213201,smart,-17.5920
0.400,0.22500,11,0.053132,smart,-17.5920
0.400,0.25000,11,0.180316,smart,-17.5920
0.400,0.27500,11,0.134119,smart,-17.5920
0.400,0.30000,11,0.111408,smart,-17.5920
0.400,0.32500,11,0.182560,smart,-17.5920
0.400,0.35000,11,0.184096,smart,-17.5920
0.400,0.37500,11,0.145715,smart,-17.5920
0.400,0.40000,11,0.133633,smart,-17.5920
0.400,0.42500,11,0.181416,smart,-17.5920
0.400,0.45000,11,0.167325,smart,-17.5920
0.400,0.47500,11,0.136102,smart,-17.5920
0.400,0.50000,11,0.193474,smart,-17.5920
0.400,0.02500,12,0.988212,smart,-17.5652
0.400,0.05000,12,0.975875,smart,-17.5652
0.400,0.07500,12,0.961491,smart,-17.5652
0.400,0.10000,12,0.955146,smart,-17.5652
0.400,0.12500,12,0.940264,smart,-17.5652
0.400,0.15000,12,0.929176,smart,-17.5652
0.400,0.17500,12,0.480633,smart,-17.5652
0.400,0.20000,12,0.188129,smart,-17.5652
0.400,0.22500,12,0.211973,smart,-17.5652
0.400,0.25000,12,0.072431,smart,-17.5652
0.400,0.27500,12,0.177401,smart,-17.5652
0.400,0.30000,12,0.197823,smart,-17.5652
0.400,0.32500,12,0.201570,smart,-17.5652
0.400,0.35000,12,0.156240,smart,-17.5652
0.400,0.37500,12,0.210037,smart,-17.5652
0.400,0.40000,12,0.172664,smart,-17.5652
0.400,0.42500,12,0.182787,smart,-17.5652
0.400,0.45000,12,0.174886,smart,-17.5652
0.400,0.47500,12,0.186280,smart,-17.5652
0.400,0.50000,12,0.173353,smart,-17.5652
0.400,0.02500,13,0.986747,smart,-17.5717
0.400,0.05000,13,0.977451,smart,-17.5717
0.400,0.07500,13,0.963485,smart,-17.5717
0.400,0.10000,13,0.954755,smart,-17.5717
0.400,0.12500,13,0.939287,smart,-17.5717
0.400,0.15000,13,0.925459,smart,-17.5717
0.400,0.17500,13,0.549660,smart,-17.5717
0.400,0.20000,13,0.529922,smart,-17.5717
0.400,0.22500,13,0.125433,smart,-17.5717
0.400,0.25000,13,0.123884,smart,-17.5717
0.400,0.27500,13,0.091540,smart,-17.5717
0.400,0.30000,13,0.198247,smart,-17.5717
0.400,0.32500,13,0.086001,smart,-17.5717
0.400,0.35000,13,0.131747,smart,-17.5717
0.400,0.37500,13,0.172221,smart,-17.5717
0.400,0.40000,13,0.227032,smart,-17.5717
0.400,0.42500,13,0.197276,smart,-17.5717
0.400,0.45000,13,0.195438,smart,-17.5717
0.400,0.47500,13,0.125696,smart,-17.5717
0.400,0.50000,13,0.143292,smart,-17.5717
0.450,0.02500,1,0.987867,smart,-11.1308
0.450,0.05000,1,0.977306,smart,-11.1308
0.450,0.07500,1,0.961216,smart,-11.1308
0.450,0.10000,1,0.955856,smart,-11.1308
0.450,0.12500,1,0.931281,smart,-11.1308
0.450,0.15000,1,0.267424,smart,-11.1308
0.450,0.17500,1,0.337097,smart,-11.1308
0.450,0.20000,1,0.394707,smart,-11.1308
0.450,0.22500,1,0.390922,smart,-11.1308
0.450,0.25000,1,0.389476,smart,-11.1308
0.450,0.27500,1,0.357220,smart,-11.1308
0.450,0.30000,1,0.348030,smart,-11.1308
0.450,0.32500,1,0.331782,smart,-11.1308
0.450,0.35000,1,0.324442,smart,-11.1308
0.450,0.37500,1,0.333303,smart,-11.1308
0.450,0.40000,1,0.320502,smart,-11.1308
0.450,0.42500,1,0.341731,smart,-11.1308
0.450,0.45000,1,0.315310,smart,-11.1308
0.450,0.47500,1,0.318623,smart,-11.1308
0.450,0.50000,1,0.307751,smart,-11.1308
0.450,0.02500,2,0.988953,smart,-11.1382
0.450,0.05000,2,0.976897,smart,-11.1382
0.450,0.07500,2,0.962942,smart,-11.1382
0.450,0.10000,2,0.950958,smart,-11.1382
0.450,0.12500,2,0.929175,smart,-11.1382
0.450,0.15000,2,0.436581,smart,-11.1382
0.450,0.17500,2,0.297741,smart,-11.1382
0.450,0.20000,2,0.231359,smart,-11.1382
0.450,0.22500,2,0.395070,smart,-11.1382
0.450,0.25000,2,0.379003,smart,-11.1382
0.450,0.27500,2,0.344550,smart,-11.1382
0.450,0.30000,2,0.392215,smart,-11.1382
0.450,0.32500,2,0.339201,smart,-11.1382
0.450,0.35000,2,0.317270,smart,-11.1382
0.450,0.37500,2,0.333569,smart,-11.1382
0.450,0.40000,2,0.324675,smart,-11.1382
0.450,0.42500,2,0.299829,smart,-11.1382
0.450,0.45000,2,0.269853,smart,-11.1382
0.450,0.47500,2,0.290256,smart,-11.1382
0.450,0.50000,2,0.332205,smart,-11.1382
0.450,0.02500,3,0.988948,smart,-11.1339
0.450,0.05000,3,0.973976,smart,-11.1339
0.450,0.07500,3,0.963408,smart,-11.1339
0.450,0.10000,3,0.950668,smart,-11.1339
0.450,0.12500,3,0.942767,smart,-11.1339
0.450,0.15000,3,0.418166,smart,-11.1339
0.450,0.17500,3,0.298638,smart,-11.1339
0.450,0.20000,3,0.194842,smart,-11.1339
0.450,0.22500,3,0.387092,smart,-11.1339
0.450,0.25000,3,0.401005,smart,-11.1339
0.450,0.27500,3,0.286280,smart,-11.1339
0.450,0.30000,3,0.403781,smart,-11.1339
0.450,0.32500,3,0.305153,smart,-11.1339
0.450,0.35000,3,0.308047,smart,-11.1339
0.450,0.37500,3,0.340662,smart,-11.1339
0.450,0.40000,3,0.298641,smart,-11.1339
0.450,0.42500,3,0.314016,smart,-11.1339
0.450,0.45000,3,0.303329,smart,-11.1339
0.450,0.47500,3,0.320211,smart,-11.1339
0.450,0.50000,3,0.300619,smart,-11.1339
0.450,0.02500,4,0.986129,smart,-11.1257
0.450,0.05000,4,0.974048,smart,-11.1257
0.450,0.07500,4,0.964721,smart,-11.1257
0.450,0.10000,4,0.950118,smart,-11.1257
0.450,0.12500,4,0.935948,smart,-11.1257
0.450,0.15000,4,0.490053,smart,-11.1257
0.450,0.17500,4,0.314647,smart,-11.1257
0.450,0.20000,4,0.411317,smart,-11.1257
0.450,0.22500,4,0.314731,smart,-11.1257
0.450,0.25000,4,0.330864,smart,-11.1257
0.450,0.27500,4,0.347731,smart,-11.1257
0.450,0.30000,4,0.408413,smart,-11.1257
0.450,0.32500,4,0.344468,smart,-11.1257
0.450,0.35000,4,0.325029,smart,-11.1257
0.450,0.37500,4,0.340905,smart,-11.1257
0.450,0.40000,4,0.340055,smart,-11.1257
0.450,0.42500,4,0.354077,smart,-11.1257
0.450,0.45000,4,0.333510,smart,-11.1257
0.450,0.47500,4,0.289054,smart,-11.1257
0.450,0.50000,4,0.275558,smart,-11.1257
0.450,0.02500,5,0.988752,smart,-11.1306
0.450,0.05000,5,0.977412,smart,-11.1306
0.450,0.07500,5,0.963269,smart,-11.1306
0.450,0.10000,5,0.952702,smart,-11.1306
0.450,0.12500,5,0.837897,smart,-11.1306
0.450,0.15000,5,0.296000,smart,-11.1306
0.450,0.17500,5,0.222918,smart,-11.1306
0.450,0.20000,5,0.361523,smart,-11.1306
0.450,0.22500,5,0.396940,smart,-11.1306
0.450,0.25000,5,0.364502,smart,-11.1306
0.450,0.27500,5,0.350319,smart,-11.1306
0.450,0.30000,5,0.347045,smart,-11.1306
0.450,0.32500,5,0.356593,smart,-11.1306
0.450,0.35000,5,0.330869,smart,-11.1306
0.450,0.37500,5,0.314320,smart,-11.1306
0.450,0.40000,5,0.307969,smart,-11.1306
0.450,0.42500,5,0.290420,smart,-11.1306
0.450,0.45000,5,0.328643,smart,-11.1306
0.450,0.47500,5,0.311299,smart,-11.1306
0.450,0.50000,5,0.282233,smart,-11.1306
0.450,0.02500,6,0.987496,smart,-11.1444
0.450,0.05000,6,0.976978,smart,-11.1444
0.450,0.07500,6,0.961333,smart,-11.1444
0.450,0.10000,6,0.954516,smart,-11.1444
0.450,0.12500,6,0.932753,smart,-11.1444
0.450,0.15000,6,0.474306,smart,-11.1444
0.450,0.17500,6,0.291374,smart,-11.1444
0.450,0.20000,6,0.249566,smart,-11.1444
0.450,0.22500,6,0.290624,smart,-11.1444
0.450,0.25000,6,0.355389,smart,-11.1444
0.450,0.27500,6,0.337851,smart,-11.1444
0.450,0.30000,6,0.331141,smart,-11.1444
0.450,0.32500,6,0.321635,smart,-11.1444
0.450,0.35000,6,0.300992,smart,-11.1444
0.450,0.37500,6,0.336140,smart,-11.1444
0.450,0.40000,6,0.347238,smart,-11.1444
0.450,0.42500,6,0.299489,smart,-11.1444
0.450,0.45000,6,0.300559,smart,-11.1444
0.450,0.47500,6,0.297952,smart,-11.1444
0.450,0.50000,6,0.313055,smart,-11.1444
0.450,0.02500,7,0.989702,smart,-11.1274
0.450,0.05000,7,0.974581,smart,-11.1274
0.450,0.07500,7,0.959191,smart,-11.1274
0.450,0.10000,7,0.948439,smart,-11.1274
0.450,0.12500,7,0.938141,smart,-11.1274
0.450,0.15000,7,0.818222,smart,-11.1274
0.450,0.17500,7,0.458799,smart,-11.1274
0.450,0.20000,7,0.311867,smart,-11.1274
0.450,0.22500,7,0.371655,smart,-11.1274
0.450,0.25000,7,0.379018,smart,-11.1274
0.450,0.27500,7,0.296521,smart,-11.1274
0.450,0.30000,7,0.353164,smart,-11.1274
0.450,0.32500,7,0.348813,smart,-11.1274
0.450,0.35000,7,0.329027,smart,-11.1274
0.450,0.37500,7,0.313735,smart,-11.1274
0.450,0.40000,7,0.307383,smart,-11.1274
0.450,0.42500,7,0.306154,smart,-11.1274
0.450,0.45000,7,0.319524,smart,-11.1274
0.450,0.47500,7,0.300047,smart,-11.1274
0.450,0.50000,7,0.295112,smart,-11.1274
0.450,0.02500,8,0.988979,smart,-11.1381
0.450,0.05000,8,0.974398,smart,-11.1381
0.450,0.07500,8,0.962382,smart,-11.1381
0.450,0.10000,8,0.956209,smart,-11.1381
0.450,0.12500,8,0.937887,smart,-11.1381
0.450,0.15000,8,0.304591,smart,-11.1381
0.450,0.17500,8,0.344928,smart,-11.1381
0.450,0.20000,8,0.222657,smart,-11.1381
0.450,0.22500,8,0.317612,smart,-11.1381
0.450,0.25000,8,0.364008,smart,-11.1381
0.450,0.27500,8,0.331837,smart,-11.1381
0.450,0.30000,8,0.362580,smart,-11.1381
0.450,0.32500,8,0.321002,smart,-11.1381
0.450,0.35000,8,0.332837,smart,-11.1381
0.450,0.37500,8,0.299931,smart,-11.1381
0.450,0.40000,8,0.342903,smart,-11.1381
0.450,0.42500,8,0.304726,smart,-11.1381
0.450,0.45000,8,0.305012,smart,-11.1381
0.450,0.47500,8,0.327289,smart,-11.1381
0.450,0.50000,8,0.292015,smart,-11.1381
0.450,0.02500,9,0.988539,smart,-11.1252
0.450,0.05000,9,0.973691,smart,-11.1252
0.450,0.07500,9,0.961954,smart,-11.1252
0.450,0.10000,9,0.953381,smart,-11.1252
0.450,0.12500,9,0.930756,smart,-11.1252
0.450,0.15000,9,0.457552,smart,-11.1252
0.450,0.17500,9,0.302335,smart,-11.1252
0.450,0.20000,9,0.423369,smart,-11.1252
0.450,0.22500,9,0.241069,smart,-11.1252
0.450,0.25000,9,0.326613,smart,-11.1252
0.450,0.27500,9,0.342574,smart,-11.1252
0.450,0.30000,9,0.359795,smart,-11.1252
0.450,0.32500,9,0.323651,smart,-11.1252
0.450,0.35000,9,0.334279,smart,-11.1252
0.450,0.37500,9,0.315604,smart,-11.1252
0.450,0.40000,9,0.289448,smart,-11.1252
0.450,0.42500,9,0.327768,smart,-11.1252
0.450,0.45000,9,0.263952,smart,-11.1252
0.450,0.47500,9,0.306543,smart,-11.1252
0.450,0.50000,9,0.293450,smart,-11.1252
0.450,0.02500,10,0.985632,smart,-11.1242
0.450,0.05000,10,0.975756,smart,-11.1242
0.450,0.07500,10,0.965636,smart,-11.1242
0.450,0.10000,10,0.952186,smart,-11.1242
0.450,0.12500,10,0.939775,smart,-11.1242
0.450,0.15000,10,0.608128,smart,-11.1242
0.450,0.17500,10,0.262305,smart,-11.1242
0.450,0.20000,10,0.334234,smart,-11.1242
0.450,0.22500,10,0.339634,smart,-11.1242
0.450,0.25000,10,0.364223,smart,-11.1242
0.450,0.27500,10,0.389010,smart,-11.1242
0.450,0.30000,10,0.334807,smart,-11.1242
0.450,0.32500,10,0.356679,smart,-11.1242
0.450,0.35000,10,0.366765,smart,-11.1242
0.450,0.37500,10,0.352675,smart,-11.1242
0.450,0.40000,10,0.323546,smart,-11.1242
0.450,0.42500,10,0.320076,smart,-11.1242
0.450,0.45000,10,0.282891,smart,-11.1242
0.450,0.47500,10,0.274601,smart,-11.1242
0.450,0.50000,10,0.284746,smart,-11.1242
0.450,0.02500,11,0.987994,smart,-11.1156
0.450,0.05000,11,0.977680,smart,-11.1156
0.450,0.07500,11,0.964228,smart,-11.1156
0.450,0.10000,11,0.953009,smart,-11.1156
0.450,0.12500,11,0.653450,smart,-11.1156
0.450,0.15000,11,0.476332,smart,-11.1156
0.450,0.17500,11,0.235861,smart,-11.1156
0.450,0.20000,11,0.289487,smart,-11.1156
0.450,0.22500,11,0.332995,smart,-11.1156
0.450,0.25000,11,0.335704,smart,-11.1156
0.450,0.27500,11,0.317122,smart,-11.1156
0.450,0.30000,11,0.357919,smart,-11.1156
0.450,0.32500,11,0.378934,smart,-11.1156
0.450,0.35000,11,0.298672,smart,-11.1156
0.450,0.37500,11,0.324118,smart,-11.1156
0.450,0.40000,11,0.341248,smart,-11.1156
0.450,0.42500,11,0.295676,smart,-11.1156
0.450,0.45000,11,0.313613,smart,-11.1156
0.450,0.47500,11,0.291604,smart,-11.1156
0.450,0.50000,11,0.304654,smart,-11.1156
0.450,0.02500,12,0.988857,smart,-11.1312
0.450,0.05000,12,0.977986,smart,-11.1312
0.450,0.07500,12,0.962541,smart,-11.1312
0.450,0.10000,12,0.950119,smart,-11.1312
0.450,0.12500,12,0.540413,smart,-11.1312
0.450,0.15000,12,0.926242,smart,-11.1312
0.450,0.17500,12,0.354160,smart,-11.1312
0.450,0.20000,12,0.287643,smart,-11.1312
0.450,0.22500,12,0.247817,smart,-11.1312
0.450,0.25000,12,0.388406,smart,-11.1312
0.450,0.27500,12,0.307779,smart,-11.1312
0.450,0.30000,12,0.302027,smart,-11.1312
0.450,0.32500,12,0.318315,smart,-11.1312
0.450,0.35000,12,0.295386,smart,-11.1312
0.450,0.37500,12,0.335131,smart,-11.1312
0.450,0.40000,12,0.320368,smart,-11.1312
0.450,0.42500,12,0.281643,smart,-11.1312
0.450,0.45000,12,0.286047,smart,-11.1312
0.450,0.47500,12,0.303286,smart,-11.1312
0.450,0.50000,12,0.254850,smart,-11.1312
0.500,0.02500,1,0.988233,smart,-7.3449
0.500,0.05000,1,0.972778,smart,-7.3449
0.500,0.07500,1,0.958653,smart,-7.3449
0.500,0.10000,1,0.717879,smart,-7.3449
0.500,0.12500,1,0.481867,smart,-7.3449
0.500,0.15000,1,0.526075,smart,-7.3449
0.500,0.17500,1,0.491152,smart,-7.3449
