alpha,T0.05,T0.10,T0.15,T0.20,T0.25,T0.30,T0.35,T0.40,T0.45,T0.50,T0.55,T0.60,T0.65,T0.70,T0.75,T0.80,T0.85,T0.90,T0.95,T1.00,T1.05,T1.10,T1.15,T1.20,T1.25,T1.30,T1.35,T1.40,T1.45,T1.50,T1.55,T1.60,T1.65,T1.70,T1.75,T1.80,T1.85,T1.90,T1.95,T2.00,T2.05,T2.10,T2.15,T2.20,T2.25,T2.30,T2.35,T2.40,T2.45,T2.50
0.11,0.9987,0.9988,0.9987,0.9981,0.9815,0.9097,0.8434,0.8204,0.8020,0.7821,0.7626,0.7464,0.7286,0.7098,0.6954,0.6809,0.6397,0.5619,0.4121,0.3113,0.1353,0.0434,0.0045,0.0030,-0.0036,-0.0006,0.0037,0.0005,-0.0020,-0.0007,0.0008,0.0055,0.0049,-0.0025,0.0028,-0.0049,-0.0027,-0.0016,-0.0024,0.0022,-0.0013,-0.0001,0.0030,0.0022,0.0001,0.0023,0.0039,0.0022,-0.0000,0.0016
0.12,0.9987,0.9988,0.9988,0.9981,0.9690,0.8956,0.8419,0.8200,0.8001,0.7798,0.7634,0.7466,0.7293,0.7121,0.6653,0.6552,0.5454,0.4137,0.1877,0.0749,0.0318,0.0136,0.0034,-0.0040,-0.0005,0.0007,0.0012,-0.0036,0.0012,0.0009,0.0013,-0.0056,0.0016,0.0031,-0.0009,0.0011,0.0037,0.0001,-0.0031,-0.0006,0.0023,0.0012,-0.0001,-0.0003,-0.0033,-0.0005,0.0025,-0.0020,0.0038,0.0021
0.13,0.9987,0.9988,0.9988,0.9960,0.9706,0.8918,0.8434,0.8214,0.8024,0.7815,0.7630,0.7488,0.7275,0.7039,0.6599,0.5333,0.3368,0.1719,0.0316,0.0333,-0.0014,-0.0026,-0.0051,-0.0015,0.0010,0.0000,0.0021,-0.0085,-0.0026,-0.0002,0.0005,0.0023,-0.0021,-0.0009,0.0009,-0.0007,-0.0008,0.0012,-0.0004,0.0015,-0.0019,0.0013,-0.0015,-0.0011,0.0031,0.0008,0.0031,-0.0013,0.0027,0.0011
0.14,0.9988,0.9988,0.9988,0.9967,0.9587,0.8857,0.8420,0.8213,0.7998,0.7815,0.7638,0.7455,0.7108,0.6712,0.5852,0.4418,0.2029,0.0549,0.0151,0.0043,0.0044,0.0003,0.0058,0.0033,0.0014,-0.0008,0.0021,0.0017,-0.0039,0.0022,-0.0008,-0.0024,0.0019,-0.0007,-0.0021,-0.0009,-0.0000,-0.0005,-0.0015,-0.0001,-0.0020,0.0002,0.0006,-0.0027,-0.0028,-0.0046,-0.0011,-0.0007,0.0005,0.0010
0.15,0.9988,0.9988,0.9988,0.9962,0.9477,0.8773,0.8424,0.8202,0.8012,0.7829,0.7648,0.7469,0.6830,0.5814,0.4364,0.1671,0.0445,0.0051,0.0011,-0.0034,0.0053,0.0015,0.0043,-0.0001,-0.0009,0.0020,0.0013,0.0013,0.0005,0.0001,-0.0017,-0.0008,-0.0012,0.0019,0.0003,0.0048,-0.0015,0.0010,0.0001,-0.0000,-0.0027,-0.0038,-0.0020,-0.0018,0.0011,-0.0012,-0.0039,-0.0003,-0.0011,-0.0007
0.16,0.9988,0.9988,0.9986,0.9925,0.9442,0.8824,0.8407,0.8219,0.8032,0.7832,0.7644,0.7272,0.6293,0.3658,0.1528,0.0481,-0.0012,-0.0012,-0.0093,0.0066,-0.0031,0.0002,0.0016,0.0034,-0.0007,0.0008,-0.0001,-0.0020,0.0017,0.0017,-0.0018,0.0013,0.0016,0.0020,0.0018,-0.0018,0.0021,-0.0036,-0.0000,0.0005,0.0007,-0.0026,-0.0020,-0.0007,0.0005,0.0028,0.0006,0.0019,-0.0017,0.0006
0.17,0.9988,0.9987,0.9983,0.9942,0.9470,0.8660,0.8422,0.8220,0.8020,0.7734,0.7405,0.6825,0.4694,0.1793,0.0712,0.0197,-0.0085,-0.0040,-0.0028,0.0003,-0.0015,0.0068,-0.0017,0.0047,-0.0031,0.0011,-0.0034,0.0006,0.0035,-0.0036,-0.0010,0.0032,0.0017,0.0011,-0.0003,0.0011,0.0041,-0.0026,-0.0003,0.0005,-0.0029,0.0023,-0.0019,0.0007,-0.0036,-0.0002,-0.0025,-0.0013,0.0021,0.0004
0.18,0.9988,0.9988,0.9985,0.9883,0.9527,0.8732,0.8419,0.8222,0.8023,0.7794,0.7156,0.5683,0.3453,0.0690,0.0224,-0.0039,0.0040,-0.0020,0.0053,0.0004,0.0045,-0.0014,-0.0014,0.0024,0.0011,0.0014,0.0009,-0.0005,-0.0044,0.0007,0.0026,0.0000,0.0024,0.0000,0.0016,0.0018,-0.0017,0.0032,-0.0001,0.0003,-0.0031,-0.0027,0.0000,-0.0022,-0.0013,0.0015,0.0005,0.0021,0.0017,0.0004
0.19,0.9987,0.9988,0.9988,0.9908,0.9412,0.8694,0.8409,0.8226,0.8007,0.7563,0.6622,0.3601,0.1307,0.0306,0.0059,-0.0104,-0.0034,0.0006,-0.0027,-0.0034,-0.0023,-0.0010,-0.0001,0.0036,0.0010,-0.0054,0.0006,-0.0008,-0.0047,0.0017,-0.0007,0.0036,0.0013,0.0007,-0.0016,0.0021,0.0018,-0.0032,0.0014,-0.0019,0.0011,-0.0015,0.0046,0.0002,-0.0007,-0.0038,0.0000,0.0015,0.0005,-0.0005
0.20,0.9987,0.9987,0.9988,0.9937,0.9311,0.8712,0.8428,0.8227,0.7965,0.7484,0.5249,0.1829,0.0351,0.0078,0.0000,-0.0073,-0.0005,-0.0030,0.0038,-0.0036,0.0000,0.0027,0.0007,-0.0001,-0.0039,-0.0005,0.0025,0.0015,-0.0033,0.0004,0.0029,-0.0003,-0.0007,0.0044,0.0003,-0.0027,-0.0003,0.0003,-0.0009,-0.0018,-0.0018,-0.0008,-0.0005,-0.0022,-0.0028,0.0015,0.0018,-0.0020,0.0003,-0.0015
0.21,0.9988,0.9988,0.9987,0.9891,0.9467,0.8662,0.8439,0.8180,0.7851,0.6802,0.4847,0.0754,0.0054,0.0046,0.0005,-0.0004,0.0006,0.0031,-0.0003,-0.0003,0.0005,-0.0030,0.0010,0.0011,-0.0005,0.0034,0.0008,0.0007,0.0011,-0.0019,-0.0047,0.0003,-0.0001,0.0003,0.0006,-0.0045,0.0013,0.0010,-0.0000,0.0019,-0.0012,-0.0012,-0.0024,0.0010,-0.0005,-0.0008,0.0003,0.0016,-0.0019,0.0010
0.22,0.9988,0.9988,0.9976,0.9823,0.9265,0.8672,0.8432,0.8052,0.7401,0.4918,0.1218,0.0281,0.0167,-0.0000,0.0002,0.0046,-0.0019,-0.0005,0.0006,0.0018,-0.0007,-0.0081,-0.0028,-0.0007,-0.0044,-0.0011,-0.0010,0.0016,-0.0012,0.0002,-0.0031,0.0002,0.0011,-0.0023,0.0004,-0.0010,0.0007,-0.0003,0.0007,-0.0001,0.0030,-0.0034,-0.0000,-0.0009,-0.0005,-0.0028,-0.0019,-0.0015,0.0020,0.0023
0.23,0.9988,0.9987,0.9973,0.9771,0.9108,0.8637,0.8435,0.7832,0.6693,0.3371,0.0401,0.0033,-0.0014,0.0069,-0.0005,0.0020,-0.0005,0.0003,-0.0013,0.0007,-0.0023,-0.0022,0.0004,0.0005,0.0007,0.0012,0.0014,0.0011,-0.0004,0.0010,0.0006,-0.0002,0.0008,-0.0005,0.0004,-0.0013,-0.0008,-0.0004,0.0005,-0.0004,-0.0003,0.0007,0.0011,0.0011,-0.0004,-0.0007,0.0029,0.0036,-0.0009,-0.0001
0.24,0.9988,0.9988,0.9986,0.9853,0.9137,0.8633,0.8417,0.7397,0.4816,0.1719,0.0122,-0.0030,0.0029,-0.0006,-0.0087,0.0011,-0.0052,-0.0020,-0.0014,-0.0002,-0.0061,0.0002,-0.0016,-0.0017,-0.0014,0.0022,0.0009,-0.0005,0.0012,0.0020,-0.0015,-0.0008,-0.0029,-0.0013,0.0004,0.0030,-0.0028,0.0017,-0.0026,-0.0007,0.0021,0.0030,0.0028,0.0021,0.0010,-0.0038,-0.0020,-0.0028,0.0001,0.0023
0.25,0.9988,0.9988,0.9960,0.9747,0.9136,0.8637,0.8357,0.7256,0.3072,0.0450,-0.0013,-0.0014,-0.0038,0.0040,0.0061,0.0029,0.0014,-0.0004,0.0016,0.0005,0.0014,-0.0005,0.0018,0.0016,0.0007,0.0012,-0.0001,0.0021,0.0024,0.0033,0.0000,0.0005,-0.0003,0.0013,-0.0015,-0.0009,-0.0006,0.0023,-0.0002,0.0008,0.0002,0.0012,0.0016,-0.0042,-0.0022,0.0009,-0.0012,-0.0020,0.0001,0.0018
0.26,0.9988,0.9988,0.9988,0.9739,0.9124,0.8650,0.8209,0.6097,0.2366,0.0003,-0.0027,0.0027,-0.0012,-0.0025,0.0055,0.0003,-0.0045,0.0008,0.0001,-0.0008,-0.0008,0.0011,0.0013,0.0004,-0.0023,0.0026,0.0023,0.0003,-0.0028,-0.0012,-0.0045,-0.0008,0.0001,0.0020,-0.0006,-0.0031,0.0032,0.0003,0.0022,-0.0004,-0.0016,-0.0023,-0.0009,-0.0022,0.0001,0.0014,0.0012,0.0023,0.0009,-0.0021
0.27,0.9988,0.9988,0.9988,0.9797,0.9164,0.8558,0.7691,0.4099,0.0588,-0.0045,0.0093,-0.0027,-0.0019,-0.0013,0.0025,0.0005,-0.0031,-0.0011,-0.0011,-0.0013,-0.0014,-0.0008,0.0034,0.0002,-0.0000,0.0011,0.0007,0.0028,0.0019,-0.0016,-0.0006,-0.0010,0.0024,-0.0000,-0.0018,-0.0018,0.0013,0.0001,-0.0029,-0.0005,0.0032,-0.0003,0.0010,0.0005,0.0019,-0.0015,-0.0008,-0.0008,0.0012,-0.0026
0.28,0.9988,0.9988,0.9977,0.9776,0.9034,0.8532,0.7058,0.3481,-0.0003,0.0028,-0.0011,0.0054,0.0024,-0.0027,0.0039,0.0024,-0.0031,0.0014,-0.0001,-0.0015,0.0018,-0.0000,0.0002,0.0034,0.0010,0.0016,0.0005,0.0017,0.0019,0.0015,0.0008,-0.0004,-0.0003,-0.0006,0.0016,0.0001,0.0008,-0.0004,0.0005,-0.0002,0.0011,0.0005,-0.0004,-0.0028,-0.0005,-0.0005,0.0001,-0.0010,0.0017,-0.0019
0.29,0.9988,0.9988,0.9972,0.9607,0.8976,0.8282,0.5314,0.0497,0.0006,-0.0027,-0.0022,-0.0012,0.0017,0.0014,-0.0030,0.0020,0.0013,0.0017,0.0015,0.0021,0.0027,0.0012,0.0041,-0.0007,-0.0004,-0.0012,0.0002,0.0008,-0.0000,0.0034,0.0004,0.0028,-0.0021,-0.0001,0.0004,-0.0037,0.0019,0.0021,0.0004,-0.0030,0.0005,0.0022,-0.0004,-0.0044,0.0009,0.0009,-0.0011,0.0041,0.0018,0.0013
0.30,0.9988,0.9988,0.9953,0.9664,0.8940,0.8067,0.4516,0.0406,0.0020,0.0055,-0.0008,-0.0027,-0.0023,0.0003,0.0007,0.0008,-0.0035,-0.0006,-0.0010,0.0027,-0.0007,0.0017,-0.0012,0.0020,-0.0017,0.0019,0.0005,0.0017,-0.0001,0.0033,0.0042,0.0017,0.0010,-0.0013,0.0016,0.0010,-0.0005,0.0015,0.0018,-0.0019,0.0002,0.0007,0.0010,-0.0007,0.0015,-0.0011,-0.0001,0.0013,-0.0008,0.0002
0.31,0.9988,0.9988,0.9961,0.9648,0.8847,0.7185,0.2563,0.0144,0.0042,0.0036,-0.0023,0.0019,0.0009,-0.0023,0.0042,0.0004,-0.0050,-0.0004,-0.0010,-0.0024,-0.0008,-0.0009,0.0016,-0.0004,-0.0011,0.0053,0.0016,-0.0004,0.0011,0.0021,0.0027,-0.0004,0.0012,0.0013,0.0029,-0.0010,0.0027,0.0000,0.0009,0.0020,0.0018,-0.0004,-0.0009,0.0004,0.0018,0.0011,-0.0003,0.0003,-0.0010,-0.0019
0.32,0.9988,0.9987,0.9944,0.9563,0.8905,0.6662,0.0860,0.0106,0.0056,0.0029,0.0026,-0.0036,0.0011,0.0003,0.0004,-0.0022,-0.0001,-0.0008,0.0018,-0.0004,0.0009,0.0008,0.0000,-0.0007,-0.0016,0.0011,0.0015,0.0023,0.0006,-0.0000,0.0012,0.0004,-0.0004,-0.0007,-0.0008,0.0009,-0.0004,-0.0005,-0.0010,0.0003,0.0001,0.0020,0.0013,0.0012,-0.0006,-0.0034,-0.0023,-0.0008,0.0028,-0.0021
0.33,0.9988,0.9988,0.9972,0.9565,0.8727,0.5810,0.0411,-0.0038,-0.0009,0.0014,0.0004,0.0029,0.0004,0.0009,0.0026,-0.0015,-0.0006,-0.0006,0.0006,-0.0016,-0.0004,-0.0001,-0.0016,-0.0046,-0.0023,0.0022,-0.0018,-0.0001,0.0022,0.0021,-0.0034,0.0001,0.0003,-0.0003,-0.0032,0.0001,0.0005,-0.0030,0.0002,-0.0010,0.0015,0.0010,-0.0014,0.0023,-0.0018,-0.0022,0.0004,-0.0016,-0.0044,0.0029
0.34,0.9988,0.9987,0.9967,0.9611,0.8296,0.3742,0.0013,-0.0014,-0.0029,0.0018,0.0003,0.0028,0.0029,-0.0005,-0.0003,0.0016,-0.0005,0.0002,-0.0035,0.0027,-0.0009,0.0014,0.0035,-0.0001,0.0026,-0.0011,-0.0007,-0.0018,0.0011,-0.0005,0.0010,0.0038,-0.0026,0.0008,0.0020,-0.0036,0.0012,-0.0021,-0.0003,-0.0011,0.0005,-0.0029,-0.0007,-0.0027,-0.0002,-0.0012,-0.0003,-0.0004,0.0012,-0.0012
0.35,0.9988,0.9988,0.9917,0.9553,0.7483,0.1196,-0.0035,-0.0007,0.0008,-0.0035,0.0018,-0.0003,-0.0023,-0.0011,0.0003,-0.0014,0.0011,0.0011,-0.0033,-0.0005,0.0008,0.0004,-0.0000,-0.0028,-0.0006,-0.0026,-0.0004,0.0015,0.0005,-0.0032,0.0026,-0.0025,-0.0028,-0.0002,0.0012,-0.0025,0.0009,0.0002,0.0004,0.0010,0.0012,-0.0013,0.0011,0.0010,-0.0010,-0.0007,-0.0025,-0.0006,-0.0014,0.0000
0.36,0.9988,0.9981,0.9958,0.9453,0.6538,0.0399,0.0046,-0.0053,-0.0008,-0.0022,-0.0016,-0.0003,0.0018,0.0033,-0.0008,-0.0024,0.0001,0.0004,-0.0010,0.0014,0.0021,-0.0006,-0.0029,0.0012,0.0027,0.0031,-0.0000,0.0000,-0.0006,0.0016,-0.0022,-0.0005,0.0026,0.0007,0.0008,0.0022,0.0019,0.0009,-0.0019,-0.0011,0.0002,0.0016,0.0000,0.0000,-0.0036,0.0006,-0.0011,-0.0022,0.0000,-0.0017
0.37,0.9988,0.9987,0.9961,0.9559,0.4271,0.0135,0.0027,0.0065,-0.0040,0.0006,0.0008,-0.0006,0.0001,0.0038,-0.0003,0.0019,0.0014,-0.0003,0.0008,0.0002,0.0007,0.0011,-0.0012,0.0019,0.0005,0.0004,0.0037,-0.0012,0.0001,0.0015,0.0003,0.0024,0.0018,0.0002,0.0012,0.0055,-0.0005,-0.0035,-0.0001,-0.0013,0.0012,-0.0032,-0.0009,0.0003,-0.0006,0.0008,-0.0002,0.0006,-0.0001,0.0007
0.38,0.9988,0.9988,0.9890,0.8933,0.1968,-0.0023,0.0036,0.0003,-0.0006,0.0011,0.0001,-0.0007,0.0018,0.0019,0.0009,0.0016,0.0011,-0.0008,-0.0015,0.0011,0.0000,0.0001,0.0007,0.0025,-0.0002,0.0004,-0.0027,0.0016,0.0017,0.0007,0.0024,-0.0001,0.0010,-0.0011,0.0007,0.0014,0.0013,0.0009,-0.0034,0.0008,0.0008,-0.0020,0.0006,0.0005,-0.0006,0.0018,0.0018,0.0026,0.0014,0.0003
0.39,0.9989,0.9984,0.9866,0.8302,0.0473,-0.0022,-0.0015,-0.0032,0.0040,0.0001,0.0003,-0.0008,0.0009,-0.0002,-0.0049,0.0007,0.0005,0.0009,0.0038,-0.0003,0.0002,-0.0003,0.0019,0.0001,-0.0009,0.0037,0.0002,-0.0018,-0.0010,0.0022,0.0016,-0.0009,0.0021,0.0006,0.0011,0.0007,0.0009,0.0008,-0.0012,-0.0019,0.0001,0.0013,0.0005,0.0021,0.0006,-0.0003,-0.0006,-0.0021,-0.0007,0.0006
0.40,0.9988,0.9988,0.9873,0.8382,0.0659,0.0009,0.0031,0.0049,-0.0004,-0.0019,-0.0009,0.0005,0.0018,-0.0040,-0.0017,-0.0011,0.0005,0.0001,0.0016,-0.0004,0.0016,0.0024,0.0013,0.0010,-0.0002,0.0018,-0.0038,0.0038,-0.0016,0.0009,0.0015,-0.0002,0.0025,-0.0024,-0.0018,-0.0013,0.0007,0.0029,0.0002,0.0012,-0.0025,-0.0002,-0.0004,-0.0003,-0.0008,-0.0027,-0.0001,0.0005,-0.0005,-0.0033
0.41,0.9989,0.9988,0.9875,0.6576,0.0161,0.0009,0.0013,0.0017,0.0023,0.0019,-0.0002,-0.0005,-0.0007,-0.0009,-0.0010,-0.0021,-0.0025,0.0020,-0.0041,0.0011,0.0013,0.0044,-0.0001,-0.0020,0.0003,-0.0002,-0.0007,-0.0034,0.0004,0.0009,-0.0007,0.0016,0.0035,-0.0030,0.0007,0.0013,-0.0018,0.0004,0.0011,-0.0015,-0.0002,-0.0007,-0.0005,-0.0006,0.0022,-0.0044,-0.0014,-0.0020,-0.0012,0.0012
0.42,0.9988,0.9980,0.9909,0.4152,0.0115,-0.0040,-0.0046,0.0007,-0.0017,-0.0030,0.0001,0.0002,0.0005,-0.0010,-0.0002,0.0009,-0.0002,-0.0009,-0.0011,0.0009,-0.0010,0.0009,-0.0016,-0.0014,-0.0013,-0.0022,0.0010,0.0017,-0.0005,-0.0010,0.0005,-0.0014,0.0013,-0.0000,0.0001,-0.0029,-0.0014,-0.0010,-0.0012,0.0005,0.0011,-0.0012,-0.0011,-0.0011,0.0011,0.0022,0.0001,0.0012,-0.0006,-0.0006
0.43,0.9989,0.9989,0.9781,0.5153,0.0185,0.0008,-0.0012,-0.0012,-0.0002,-0.0018,-0.0011,0.0022,-0.0002,0.0020,-0.0015,-0.0027,-0.0020,-0.0004,0.0014,0.0011,0.0003,0.0002,-0.0012,-0.0001,0.0033,-0.0003,0.0004,0.0026,0.0002,-0.0018,-0.0001,-0.0017,-0.0015,-0.0000,-0.0010,0.0002,-0.0011,0.0008,-0.0001,-0.0037,0.0010,-0.0013,-0.0006,0.0017,0.0011,0.0008,-0.0023,-0.0002,0.0005,0.0002
0.44,0.9988,0.9984,0.9326,0.2593,0.0218,-0.0056,0.0001,0.0016,-0.0006,-0.0015,0.0001,-0.0017,-0.0011,0.0017,0.0018,0.0000,-0.0013,0.0037,-0.0003,0.0008,-0.0003,-0.0021,0.0002,0.0016,-0.0019,0.0010,0.0017,0.0008,-0.0019,-0.0002,-0.0014,0.0006,-0.0013,-0.0012,-0.0012,-0.0009,-0.0008,-0.0014,-0.0006,-0.0002,-0.0015,0.0003,0.0012,-0.0000,-0.0009,-0.0022,-0.0012,0.0006,-0.0030,-0.0000
0.45,0.9988,0.9988,0.9274,0.2408,0.0031,-0.0021,-0.0003,-0.0028,0.0008,0.0024,0.0018,0.0006,0.0007,0.0019,-0.0014,-0.0001,0.0005,-0.0014,0.0026,-0.0002,0.0019,-0.0014,0.0010,-0.0002,0.0014,-0.0014,-0.0002,-0.0005,0.0003,0.0003,-0.0011,0.0005,0.0007,0.0015,0.0016,0.0008,0.0016,0.0016,0.0003,-0.0013,0.0020,-0.0001,-0.0020,0.0024,-0.0032,-0.0001,-0.0018,0.0001,0.0012,0.0014
0.46,0.9987,0.9973,0.8771,0.1726,0.0025,0.0004,0.0001,-0.0002,-0.0011,-0.0014,-0.0003,-0.0014,-0.0015,0.0003,0.0005,-0.0015,-0.0035,-0.0027,-0.0006,-0.0036,-0.0017,-0.0002,-0.0006,0.0021,0.0002,0.0019,-0.0001,-0.0002,-0.0030,0.0000,0.0008,0.0002,-0.0008,-0.0020,-0.0006,0.0009,0.0018,-0.0008,0.0002,0.0021,-0.0035,-0.0016,0.0001,0.0006,0.0012,-0.0004,-0.0008,0.0018,0.0004,-0.0021
0.47,0.9988,0.9987,0.8405,0.2067,-0.0028,-0.0016,-0.0000,-0.0003,-0.0022,-0.0015,-0.0016,-0.0008,0.0005,-0.0031,0.0006,0.0001,0.0006,0.0002,0.0024,-0.0015,-0.0000,-0.0008,0.0021,0.0016,0.0033,-0.0002,0.0024,-0.0003,-0.0019,0.0027,-0.0027,-0.0014,0.0008,0.0005,0.0027,-0.0027,0.0033,0.0017,-0.0015,-0.0001,0.0014,-0.0003,-0.0007,0.0001,0.0003,-0.0010,-0.0005,0.0022,-0.0003,0.0011
0.48,0.9988,0.9981,0.7225,0.0949,-0.0009,-0.0013,-0.0005,-0.0004,0.0028,-0.0001,0.0002,-0.0003,-0.0010,0.0003,-0.0010,0.0038,-0.0010,0.0008,0.0004,0.0013,0.0007,-0.0008,0.0002,0.0004,0.0006,0.0020,0.0007,-0.0005,-0.0003,-0.0021,-0.0006,0.0012,0.0009,0.0002,0.0001,0.0014,0.0022,-0.0002,-0.0008,0.0006,-0.0019,0.0012,-0.0006,-0.0002,0.0011,0.0013,-0.0002,-0.0028,-0.0008,-0.0005
0.49,0.9987,0.9976,0.7097,0.1359,0.0049,-0.0006,0.0002,-0.0014,0.0017,-0.0016,0.0016,0.0031,0.0008,-0.0003,-0.0002,0.0042,-0.0011,0.0001,0.0024,-0.0010,0.0012,-0.0005,0.0001,0.0013,0.0018,-0.0001,0.0015,-0.0008,0.0017,0.0001,0.0006,-0.0011,0.0008,-0.0008,-0.0007,0.0003,0.0009,-0.0020,-0.0017,0.0023,-0.0005,-0.0013,0.0022,0.0010,0.0014,0.0010,0.0020,0.0004,0.0005,-0.0020
