alpha,T0.05,T0.10,T0.15,T0.20,T0.25,T0.30,T0.35,T0.40,T0.45,T0.50,T0.55,T0.60,T0.65,T0.70,T0.75,T0.80,T0.85,T0.90,T0.95,T1.00,T1.05,T1.10,T1.15,T1.20,T1.25,T1.30,T1.35,T1.40,T1.45,T1.50,T1.55,T1.60,T1.65,T1.70,T1.75,T1.80,T1.85,T1.90,T1.95,T2.00,T2.05,T2.10,T2.15,T2.20,T2.25,T2.30,T2.35,T2.40,T2.45,T2.50
0.11,0.9988,0.9988,0.9987,0.9965,0.9692,0.8879,0.8420,0.8210,0.8009,0.7822,0.7646,0.7464,0.7287,0.7123,0.6793,0.6408,0.5648,0.4280,0.2673,0.1209,0.0420,0.0146,-0.0003,0.0012,0.0004,0.0020,-0.0002,-0.0002,-0.0006,-0.0005,-0.0008,0.0007,-0.0017,-0.0015,-0.0007,-0.0020,0.0012,-0.0013,-0.0009,-0.0001,-0.0006,0.0008,-0.0007,0.0007,-0.0007,-0.0008,-0.0006,0.0001,0.0002,-0.0016
0.12,0.9988,0.9988,0.9986,0.9940,0.9607,0.8806,0.8426,0.8212,0.8009,0.7825,0.7640,0.7461,0.7217,0.7020,0.6326,0.5218,0.3732,0.1917,0.0703,0.0078,0.0026,0.0035,0.0028,-0.0017,-0.0004,0.0011,-0.0020,-0.0011,0.0003,0.0023,-0.0012,-0.0015,0.0004,-0.0014,-0.0006,0.0005,-0.0002,0.0004,-0.0014,0.0003,0.0006,-0.0022,-0.0003,0.0001,0.0009,-0.0002,-0.0003,-0.0018,0.0002,-0.0011
0.13,0.9988,0.9988,0.9985,0.9935,0.9545,0.8764,0.8429,0.8218,0.8014,0.7829,0.7635,0.7392,0.7123,0.6610,0.5845,0.3861,0.1841,0.0580,0.0074,0.0048,0.0018,-0.0005,-0.0018,-0.0001,-0.0002,-0.0001,-0.0001,0.0001,-0.0007,0.0005,-0.0013,-0.0011,-0.0013,0.0010,-0.0007,0.0000,0.0005,-0.0007,-0.0022,0.0017,-0.0000,0.0000,-0.0019,-0.0009,-0.0009,-0.0003,-0.0010,0.0010,-0.0004,0.0010
0.14,0.9988,0.9988,0.9986,0.9921,0.9481,0.8765,0.8411,0.8218,0.8027,0.7824,0.7625,0.7425,0.6682,0.5758,0.3803,0.1901,0.0495,0.0080,0.0028,-0.0016,-0.0010,-0.0009,0.0002,-0.0016,-0.0011,-0.0020,0.0023,-0.0001,0.0006,-0.0013,-0.0013,-0.0006,0.0002,0.0007,0.0004,0.0006,0.0002,0.0000,-0.0009,0.0007,-0.0003,0.0000,0.0004,0.0001,0.0006,0.0013,-0.0004,-0.0001,0.0009,0.0007
0.15,0.9988,0.9988,0.9982,0.9924,0.9385,0.8714,0.8435,0.8216,0.8019,0.7813,0.7592,0.7139,0.6152,0.3834,0.1578,0.0430,0.0050,-0.0045,0.0018,-0.0016,0.0013,0.0016,-0.0016,-0.0008,0.0002,0.0012,-0.0020,-0.0017,0.0001,-0.0001,-0.0011,0.0012,-0.0003,-0.0005,-0.0007,0.0016,0.0006,-0.0002,0.0002,0.0017,0.0003,0.0001,0.0004,-0.0003,0.0008,0.0005,-0.0012,-0.0001,0.0009,0.0000
0.16,0.9988,0.9988,0.9985,0.9874,0.9315,0.8699,0.8416,0.8222,0.8023,0.7744,0.7444,0.6529,0.4165,0.1604,0.0453,0.0039,0.0027,0.0019,-0.0040,0.0013,0.0022,0.0017,-0.0001,-0.0005,-0.0014,0.0007,-0.0004,0.0018,-0.0011,-0.0003,-0.0005,-0.0003,-0.0025,0.0002,0.0016,-0.0002,0.0012,-0.0012,-0.0000,-0.0015,0.0016,0.0005,-0.0005,-0.0003,-0.0003,0.0009,0.0004,-0.0005,-0.0006,0.0004
0.17,0.9988,0.9988,0.9981,0.9886,0.9385,0.8680,0.8428,0.8221,0.8019,0.7687,0.7013,0.5511,0.2331,0.0769,0.0083,-0.0022,0.0007,-0.0013,0.0036,-0.0004,0.0019,0.0002,0.0021,0.0021,-0.0037,0.0006,-0.0000,-0.0012,0.0017,-0.0011,0.0009,0.0000,-0.0003,-0.0006,0.0003,-0.0015,-0.0017,0.0001,0.0010,-0.0003,-0.0010,-0.0005,-0.0009,-0.0005,0.0001,-0.0010,-0.0006,-0.0000,-0.0006,0.0002
0.18,0.9988,0.9988,0.9982,0.9854,0.9234,0.8667,0.8415,0.8200,0.7958,0.7272,0.5987,0.3213,0.1099,0.0040,-0.0012,-0.0027,-0.0015,0.0016,-0.0011,-0.0000,0.0003,0.0016,-0.0001,0.0010,0.0005,-0.0001,0.0001,-0.0008,0.0002,0.0007,0.0012,-0.0010,-0.0015,0.0002,0.0007,-0.0005,-0.0013,0.0001,-0.0008,0.0021,-0.0001,-0.0006,0.0004,0.0020,0.0003,0.0015,0.0009,0.0025,-0.0006,-0.0011
0.19,0.9988,0.9988,0.9977,0.9853,0.9212,0.8661,0.8417,0.8212,0.7823,0.6961,0.4619,0.2047,0.0219,0.0015,-0.0035,0.0044,-0.0030,0.0002,0.0018,0.0003,-0.0005,-0.0004,-0.0005,-0.0007,-0.0018,-0.0007,0.0001,-0.0003,0.0005,0.0001,0.0002,-0.0011,-0.0003,0.0014,-0.0012,-0.0018,-0.0008,0.0005,-0.0006,0.0007,-0.0003,-0.0008,-0.0010,-0.0005,0.0017,0.0004,-0.0003,-0.0008,0.0007,-0.0007
0.20,0.9988,0.9988,0.9983,0.9814,0.9170,0.8648,0.8427,0.8200,0.7517,0.5647,0.2468,0.0476,0.0058,0.0028,-0.0021,0.0026,0.0019,-0.0012,0.0003,0.0009,0.0023,0.0008,-0.0002,0.0008,0.0010,-0.0001,0.0013,0.0006,0.0022,-0.0009,0.0001,0.0006,-0.0002,0.0006,0.0011,0.0012,-0.0002,0.0021,-0.0013,-0.0016,0.0012,0.0002,0.0009,0.0006,-0.0017,0.0003,-0.0005,-0.0006,0.0004,0.0001
0.21,0.9988,0.9988,0.9979,0.9783,0.9147,0.8649,0.8407,0.7970,0.6864,0.4436,0.0974,0.0094,0.0004,-0.0036,-0.0022,-0.0010,0.0011,0.0023,-0.0010,0.0002,0.0001,-0.0033,0.0023,-0.0017,-0.0010,0.0006,-0.0001,0.0015,0.0000,0.0001,0.0015,-0.0007,0.0011,0.0012,-0.0007,-0.0003,0.0006,0.0012,-0.0003,0.0013,-0.0012,0.0006,0.0006,0.0005,-0.0003,0.0002,-0.0002,0.0009,-0.0004,-0.0001
0.22,0.9988,0.9988,0.9980,0.9806,0.9104,0.8652,0.8348,0.7773,0.5680,0.2239,0.0270,0.0044,-0.0078,-0.0015,0.0011,0.0003,-0.0001,0.0005,-0.0008,0.0008,0.0001,0.0007,-0.0014,0.0004,-0.0022,-0.0013,0.0022,-0.0001,-0.0008,0.0002,0.0016,-0.0003,0.0014,0.0004,0.0000,0.0013,0.0000,-0.0002,0.0000,-0.0024,0.0009,-0.0001,0.0007,-0.0013,0.0021,-0.0003,0.0010,0.0001,0.0006,0.0003
