alpha,T0.0100,T0.0112,T0.0125,T0.0140,T0.0157,T0.0176,T0.0197,T0.0220,T0.0246,T0.0276,T0.0309,T0.0345,T0.0387,T0.0433,T0.0484,T0.0542,T0.0607,T0.0679,T0.0760,T0.0851,T0.0952,T0.1066,T0.1193,T0.1335,T0.1495,T0.1673,T0.1872,T0.2096,T0.2346,T0.2625,T0.2939,T0.3289,T0.3681,T0.4120,T0.4612,T0.5162,T0.5778,T0.6467,T0.7238,T0.8101,T0.9068,T1.0149,T1.1360,T1.2715,T1.4232,T1.5929,T1.7829,T1.9956,T2.2336,T2.5000
0.22,0.9964,0.9972,0.9958,0.9971,0.9964,0.9965,0.9961,0.9974,0.9963,0.9966,0.9958,0.9963,0.9969,0.9968,0.9958,0.9962,0.9958,0.9962,0.9966,0.9962,0.9963,0.9962,0.9962,0.9943,0.9867,0.9719,0.9502,0.9207,0.9059,0.8966,0.8782,0.8712,0.8393,0.8163,0.8065,0.7766,0.7586,0.7428,0.7179,0.7002,0.6871,0.6659,0.6352,0.6096,0.5555,0.5600,0.5131,0.4924,0.4694,0.3674
0.23,0.9956,0.9958,0.9946,0.9963,0.9959,0.9972,0.9954,0.9963,0.9957,0.9944,0.9953,0.9968,0.9938,0.9940,0.9960,0.9961,0.9948,0.9924,0.9945,0.9956,0.9952,0.9937,0.9930,0.9931,0.9842,0.9673,0.9285,0.9130,0.8911,0.8737,0.8543,0.8478,0.8120,0.7511,0.7254,0.7003,0.6618,0.6064,0.5924,0.6063,0.5581,0.5106,0.4537,0.4461,0.3874,0.3037,0.3290,0.2383,0.1960,0.1637
0.24,0.9922,0.9926,0.9915,0.9911,0.9902,0.9927,0.9914,0.9906,0.9911,0.9909,0.9911,0.9919,0.9910,0.9904,0.9893,0.9919,0.9888,0.9914,0.9897,0.9907,0.9897,0.9911,0.9871,0.9855,0.9734,0.9561,0.9269,0.8960,0.8653,0.8522,0.8317,0.8052,0.7595,0.7176,0.6792,0.5970,0.5762,0.5495,0.5345,0.4919,0.4602,0.3807,0.3526,0.3026,0.2682,0.2075,0.1842,0.1197,0.1149,0.0489
0.25,0.9892,0.9886,0.9901,0.9891,0.9879,0.9902,0.9911,0.9888,0.9888,0.9854,0.9892,0.9868,0.9881,0.9873,0.9856,0.9870,0.9837,0.9877,0.9868,0.9853,0.9851,0.9855,0.9839,0.9773,0.9604,0.9390,0.8996,0.8652,0.8459,0.8100,0.7632,0.7235,0.6632,0.6035,0.5307,0.4649,0.3590,0.3395,0.2704,0.2588,0.1842,0.1600,0.1451,0.0736,0.0513,0.0519,0.0330,-0.0018,0.0007,-0.0008
0.26,0.9786,0.9788,0.9802,0.9789,0.9806,0.9765,0.9797,0.9783,0.9796,0.9781,0.9780,0.9772,0.9781,0.9769,0.9786,0.9760,0.9789,0.9781,0.9762,0.9744,0.9761,0.9706,0.9679,0.9705,0.9527,0.9234,0.8902,0.8582,0.8414,0.7988,0.7457,0.6921,0.6335,0.5508,0.4341,0.3532,0.3195,0.2401,0.1760,0.1605,0.1025,0.0724,0.0348,0.0251,0.0147,0.0071,-0.0004,-0.0144,-0.0022,0.0008
0.27,0.9744,0.9748,0.9765,0.9757,0.9767,0.9751,0.9764,0.9754,0.9716,0.9768,0.9731,0.9704,0.9736,0.9737,0.9722,0.9741,0.9747,0.9713,0.9687,0.9708,0.9686,0.9709,0.9608,0.9559,0.9382,0.9097,0.8615,0.8362,0.8024,0.7735,0.7144,0.6410,0.5696,0.4610,0.3748,0.2708,0.1894,0.1433,0.0943,0.0503,0.0337,0.0254,0.0158,0.0052,-0.0023,0.0007,0.0005,-0.0080,-0.0127,0.0060
0.28,0.9592,0.9617,0.9598,0.9611,0.9581,0.9581,0.9601,0.9582,0.9576,0.9574,0.9590,0.9589,0.9542,0.9571,0.9562,0.9572,0.9550,0.9564,0.9549,0.9526,0.9541,0.9485,0.9469,0.9404,0.9179,0.8950,0.8513,0.8146,0.7959,0.7398,0.6911,0.6087,0.5201,0.4182,0.3309,0.2195,0.1147,0.0767,0.0225,0.0216,-0.0026,-0.0019,0.0041,-0.0025,-0.0061,-0.0087,-0.0047,0.0057,0.0018,-0.0003
0.29,0.9430,0.9423,0.9473,0.9431,0.9503,0.9442,0.9388,0.9478,0.9400,0.9449,0.9480,0.9428,0.9449,0.9413,0.9386,0.9393,0.9391,0.9410,0.9348,0.9387,0.9267,0.9284,0.9292,0.9181,0.8904,0.8620,0.8278,0.8012,0.7699,0.7298,0.6552,0.5892,0.4685,0.3735,0.2763,0.1605,0.0715,0.0244,0.0198,-0.0033,-0.0133,0.0107,0.0076,-0.0184,-0.0110,-0.0052,0.0142,-0.0019,-0.0012,-0.0029
0.30,0.9222,0.9227,0.9216,0.9243,0.9227,0.9284,0.9314,0.9222,0.9212,0.9226,0.9222,0.9195,0.9208,0.9212,0.9179,0.9242,0.9114,0.9190,0.9125,0.9140,0.9091,0.8996,0.8889,0.8875,0.8601,0.8445,0.7991,0.7835,0.7405,0.6981,0.6507,0.5468,0.4558,0.3264,0.2066,0.1145,0.0479,0.0053,0.0107,-0.0054,-0.0062,0.0042,-0.0120,0.0085,0.0051,-0.0095,0.0163,-0.0020,-0.0045,0.0019
0.31,0.9049,0.9030,0.9075,0.9010,0.9039,0.9041,0.9050,0.9104,0.8968,0.9031,0.8991,0.9005,0.9019,0.8982,0.8960,0.9014,0.9021,0.8954,0.8944,0.8958,0.8819,0.8817,0.8777,0.8642,0.8475,0.8195,0.7694,0.7462,0.6975,0.6807,0.5957,0.5346,0.4150,0.2781,0.1449,0.0724,0.0178,0.0086,-0.0068,-0.0158,0.0077,0.0087,0.0049,-0.0013,-0.0039,0.0015,-0.0019,0.0014,0.0015,-0.0004
