alpha,T0.05,T0.10,T0.15,T0.20,T0.25,T0.30,T0.35,T0.40,T0.45,T0.50,T0.55,T0.60,T0.65,T0.70,T0.75,T0.80,T0.85,T0.90,T0.95,T1.00,T1.05,T1.10,T1.15,T1.20,T1.25,T1.30,T1.35,T1.40,T1.45,T1.50,T1.55,T1.60,T1.65,T1.70,T1.75,T1.80,T1.85,T1.90,T1.95,T2.00,T2.05,T2.10,T2.15,T2.20,T2.25,T2.30,T2.35,T2.40,T2.45,T2.50
0.21,0.9988,0.9984,0.6431,0.0142,0.0050,0.0032,0.0022,0.0019,0.0015,0.0013,0.0012,0.0008,0.0006,0.0005,0.0006,0.0006,0.0004,0.0004,0.0003,0.0003,0.0005,0.0005,0.0006,0.0006,0.0006,0.0005,0.0005,0.0005,0.0005,0.0004,0.0004,0.0005,0.0004,0.0003,0.0003,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0001,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001
0.22,0.9988,0.9983,0.6205,0.0099,0.0015,0.0009,0.0011,0.0011,0.0011,0.0011,0.0010,0.0010,0.0009,0.0009,0.0007,0.0007,0.0006,0.0007,0.0006,0.0006,0.0006,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0004,0.0004,0.0004,0.0004,0.0004,0.0003,0.0002,0.0002,0.0003,0.0002,0.0002,0.0001,0.0002,0.0002,0.0002,0.0002,0.0002,0.0003,0.0002,0.0002,0.0003,0.0002
0.23,0.9988,0.9937,0.5526,0.0139,0.0030,0.0016,0.0011,0.0010,0.0009,0.0008,0.0007,0.0005,0.0005,0.0003,0.0003,0.0004,0.0004,0.0003,0.0003,0.0003,0.0004,0.0003,0.0003,0.0003,0.0004,0.0004,0.0004,0.0003,0.0003,0.0003,0.0003,0.0002,0.0002,0.0001,0.0000,0.0000,0.0000,0.0000,-0.0001,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0001,0.0000
0.24,0.9989,0.9972,0.4186,0.0109,0.0023,0.0023,0.0025,0.0026,0.0026,0.0022,0.0017,0.0018,0.0015,0.0011,0.0009,0.0009,0.0006,0.0003,0.0002,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0001,0.0001,0.0000,-0.0001,-0.0000,0.0001,0.0000,0.0001,-0.0000,-0.0001,-0.0001,0.0000,0.0000,0.0001,0.0001,0.0002,0.0002,0.0002,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003
0.25,0.9989,0.9904,0.3448,0.0102,0.0032,0.0022,0.0014,0.0008,0.0006,0.0003,0.0001,0.0002,0.0002,0.0003,0.0004,0.0006,0.0005,0.0005,0.0006,0.0005,0.0005,0.0005,0.0006,0.0005,0.0005,0.0004,0.0005,0.0004,0.0004,0.0005,0.0003,0.0002,0.0002,0.0001,0.0001,0.0001,-0.0000,0.0001,0.0002,0.0002,0.0003,0.0003,0.0003,0.0002,0.0002,0.0002,0.0002,0.0001,0.0002,0.0001
0.26,0.9989,0.9883,0.3434,0.0081,0.0010,0.0003,-0.0001,-0.0006,-0.0006,-0.0004,-0.0002,-0.0004,-0.0005,-0.0000,0.0001,0.0004,0.0006,0.0007,0.0007,0.0005,0.0007,0.0006,0.0006,0.0006,0.0006,0.0005,0.0005,0.0005,0.0005,0.0003,0.0004,0.0004,0.0005,0.0004,0.0005,0.0006,0.0007,0.0006,0.0006,0.0006,0.0006,0.0005,0.0006,0.0006,0.0006,0.0005,0.0005,0.0006,0.0006,0.0006
0.27,0.9988,0.9710,0.2578,0.0060,0.0010,0.0008,0.0006,0.0004,0.0006,0.0007,0.0008,0.0006,0.0007,0.0005,0.0002,0.0002,0.0003,0.0003,0.0004,0.0003,0.0002,0.0002,0.0000,0.0001,-0.0000,-0.0000,-0.0000,0.0001,0.0001,0.0001,0.0002,0.0002,0.0001,0.0001,0.0002,0.0002,0.0002,0.0003,0.0003,0.0004,0.0003,0.0003,0.0002,0.0003,0.0002,0.0002,0.0002,0.0002,0.0002,0.0001
0.28,0.9988,0.9607,0.2043,0.0056,-0.0008,-0.0015,-0.0014,-0.0007,-0.0003,-0.0003,0.0002,0.0003,0.0004,0.0005,0.0004,0.0003,0.0003,0.0004,0.0005,0.0005,0.0005,0.0006,0.0006,0.0006,0.0006,0.0005,0.0004,0.0003,0.0004,0.0005,0.0005,0.0005,0.0004,0.0004,0.0004,0.0003,0.0001,0.0002,0.0002,0.0001,0.0001,0.0002,0.0003,0.0003,0.0002,0.0001,-0.0001,-0.0000,-0.0001,0.0000
0.29,0.9988,0.9618,0.1130,0.0059,0.0017,0.0007,0.0008,0.0006,0.0005,0.0006,0.0004,0.0008,0.0006,0.0007,0.0007,0.0007,0.0006,0.0006,0.0005,0.0005,0.0005,0.0005,0.0005,0.0003,0.0004,0.0004,0.0003,0.0004,0.0004,0.0003,0.0002,0.0002,0.0001,0.0001,0.0003,0.0003,0.0003,0.0002,0.0001,0.0001,0.0001,0.0001,0.0001,0.0000,0.0001,0.0001,0.0000,0.0000,-0.0001,-0.0001
0.30,0.9988,0.9199,0.0924,0.0086,0.0037,0.0027,0.0021,0.0015,0.0011,0.0007,0.0005,0.0003,0.0004,0.0003,0.0003,0.0004,0.0004,0.0004,0.0005,0.0004,0.0002,0.0002,0.0001,0.0002,0.0003,0.0002,0.0003,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0003,0.0002,0.0002,0.0002,0.0003,0.0003,0.0002,0.0003,0.0005,0.0005,0.0004,0.0003,0.0004,0.0003,0.0002,0.0001
0.31,0.9988,0.9261,0.0914,0.0048,0.0010,0.0002,0.0000,0.0001,-0.0000,-0.0003,-0.0001,0.0002,0.0001,0.0002,0.0003,0.0004,0.0004,0.0004,0.0003,0.0003,0.0004,0.0004,0.0003,0.0003,0.0003,0.0003,0.0004,0.0004,0.0004,0.0004,0.0006,0.0006,0.0005,0.0005,0.0005,0.0006,0.0005,0.0005,0.0004,0.0003,0.0003,0.0001,0.0001,0.0002,0.0002,0.0000,0.0001,0.0001,0.0002,0.0001
0.32,0.9988,0.8776,0.0595,0.0090,0.0037,0.0012,0.0003,0.0002,0.0004,0.0003,0.0005,0.0005,0.0005,0.0004,0.0002,0.0003,0.0000,0.0000,0.0001,-0.0000,0.0000,-0.0002,-0.0003,-0.0002,-0.0002,-0.0002,-0.0001,-0.0001,-0.0000,0.0000,-0.0000,0.0001,0.0002,0.0001,0.0001,-0.0001,-0.0002,-0.0001,-0.0002,-0.0003,-0.0003,-0.0002,-0.0001,-0.0001,-0.0000,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001
0.33,0.9988,0.8464,0.0360,0.0036,0.0023,0.0019,0.0012,0.0008,0.0005,0.0005,0.0004,0.0004,0.0003,0.0002,0.0003,0.0000,-0.0001,0.0002,0.0002,0.0002,0.0003,0.0002,0.0003,0.0001,0.0003,0.0003,0.0002,0.0001,0.0002,0.0003,0.0003,0.0002,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,-0.0000,-0.0001,-0.0001,-0.0000,0.0000,-0.0000,0.0000,0.0000,0.0001,0.0001,0.0001,0.0001
0.34,0.9988,0.8447,0.0351,0.0053,0.0023,0.0016,0.0013,0.0012,0.0010,0.0008,0.0006,0.0007,0.0007,0.0006,0.0005,0.0005,0.0004,0.0004,0.0004,0.0004,0.0005,0.0005,0.0005,0.0005,0.0005,0.0004,0.0003,0.0003,0.0002,0.0002,0.0002,0.0002,0.0002,0.0000,0.0002,0.0002,0.0001,0.0001,-0.0000,0.0000,-0.0001,-0.0001,-0.0000,0.0000,-0.0001,-0.0001,-0.0000,0.0002,0.0002,0.0001
