alpha,T0.05,T0.10,T0.15,T0.20,T0.25,T0.30,T0.35,T0.40,T0.45,T0.50,T0.55,T0.60,T0.65,T0.70,T0.75,T0.80,T0.85,T0.90,T0.95,T1.00,T1.05,T1.10,T1.15,T1.20,T1.25,T1.30,T1.35,T1.40,T1.45,T1.50,T1.55,T1.60,T1.65,T1.70,T1.75,T1.80,T1.85,T1.90,T1.95,T2.00,T2.05,T2.10,T2.15,T2.20,T2.25,T2.30,T2.35,T2.40,T2.45,T2.50
0.11,0.9988,0.9988,0.9989,1.0074,1.0461,0.9695,0.8441,0.8169,0.8003,0.7808,0.7646,0.7494,0.7399,0.7618,0.8836,1.0500,1.0500,1.0500,1.0500,0.7731,0.3330,0.1019,0.0052,0.0141,-0.0079,0.0007,0.0089,-0.0031,-0.0112,0.0017,0.0015,0.0086,0.0095,-0.0051,0.0047,-0.0165,-0.0067,-0.0043,-0.0050,0.0051,-0.0071,-0.0010,0.0076,0.0038,0.0000,0.0054,0.0102,0.0065,0.0002,0.0036
0.12,0.9986,0.9988,0.9996,1.0136,1.0258,0.9369,0.8427,0.8176,0.7971,0.7800,0.7721,0.7822,0.8305,0.9675,1.0500,1.0500,1.0500,1.0222,0.4646,0.1686,0.0739,0.0352,0.0145,-0.0134,-0.0040,0.0008,0.0022,-0.0102,0.0013,0.0044,0.0019,-0.0137,0.0026,0.0091,-0.0049,0.0040,0.0072,0.0039,-0.0093,-0.0027,0.0083,0.0013,0.0023,0.0006,-0.0071,-0.0009,0.0033,-0.0062,0.0051,0.0027
0.13,0.9986,0.9990,0.9996,1.0116,1.0500,0.9242,0.8452,0.8203,0.8028,0.7901,0.8082,0.8487,0.9524,1.0500,1.0500,1.0500,0.8810,0.4207,0.0602,0.0711,-0.0087,-0.0035,-0.0133,-0.0064,-0.0012,-0.0034,0.0062,-0.0202,-0.0061,0.0012,-0.0045,0.0049,-0.0082,-0.0036,-0.0052,-0.0009,-0.0054,0.0043,-0.0036,0.0084,-0.0042,0.0047,-0.0078,-0.0022,0.0036,-0.0022,0.0084,-0.0018,0.0041,0.0041
0.14,0.9988,0.9988,1.0001,1.0257,1.0238,0.9150,0.8405,0.8221,0.7975,0.7894,0.8294,0.9414,1.0500,1.0500,1.0500,1.0500,0.4990,0.1349,0.0386,0.0120,0.0082,0.0055,0.0113,0.0019,-0.0004,-0.0077,0.0058,0.0003,-0.0138,0.0046,-0.0012,-0.0094,0.0018,-0.0033,-0.0041,-0.0016,-0.0023,-0.0003,-0.0054,-0.0024,-0.0056,0.0000,0.0023,-0.0087,-0.0061,-0.0096,-0.0016,-0.0039,0.0014,-0.0003
0.15,0.9988,0.9988,1.0025,1.0266,1.0092,0.8976,0.8427,0.8192,0.8064,0.8259,0.8995,1.0500,1.0500,1.0500,1.0500,0.4147,0.1118,0.0047,0.0077,-0.0099,0.0148,0.0085,0.0079,-0.0046,0.0008,-0.0003,0.0037,0.0039,0.0039,-0.0038,-0.0104,-0.0023,-0.0038,0.0056,0.0030,0.0137,-0.0025,-0.0008,0.0008,-0.0041,-0.0074,-0.0099,-0.0057,-0.0058,0.0032,-0.0021,-0.0107,-0.0018,-0.0030,0.0001
0.16,0.9988,0.9988,1.0021,1.0146,1.0011,0.9101,0.8457,0.8251,0.8245,0.9168,1.0500,1.0500,1.0500,0.9334,0.3817,0.1004,-0.0124,-0.0109,-0.0228,0.0141,-0.0056,0.0037,0.0042,0.0040,-0.0030,0.0016,-0.0022,-0.0040,0.0045,0.0024,-0.0043,0.0025,0.0008,0.0037,0.0038,-0.0020,0.0088,-0.0107,0.0019,-0.0007,-0.0015,-0.0033,-0.0063,-0.0059,0.0022,0.0034,0.0023,0.0029,-0.0059,0.0009
0.17,0.9988,0.9986,1.0023,1.0321,1.0257,0.8716,0.8402,0.8409,0.9030,1.0500,1.0500,1.0500,1.0500,0.4642,0.1729,0.0388,-0.0193,-0.0188,-0.0033,-0.0034,-0.0027,0.0160,0.0005,0.0105,-0.0121,0.0031,-0.0098,0.0003,0.0123,-0.0136,-0.0047,0.0048,0.0039,0.0023,0.0002,-0.0018,0.0065,-0.0054,-0.0043,-0.0012,-0.0054,0.0044,-0.0037,0.0021,-0.0093,-0.0021,-0.0060,-0.0074,0.0010,0.0017
0.18,0.9988,0.9988,1.0026,1.0276,1.0326,0.8855,0.8438,0.8623,1.0500,1.0500,1.0500,1.0500,0.8801,0.1562,0.0411,-0.0117,0.0085,0.0024,0.0099,-0.0063,0.0101,0.0031,-0.0016,0.0095,-0.0019,-0.0006,0.0041,-0.0038,-0.0076,0.0023,0.0074,-0.0012,0.0023,-0.0027,0.0019,0.0028,-0.0065,0.0072,0.0020,0.0022,-0.0064,-0.0051,-0.0007,-0.0020,-0.0037,0.0054,0.0021,0.0067,0.0025,-0.0019
0.19,0.9986,0.9992,1.0023,1.0393,1.0115,0.8763,0.8606,0.9453,1.0500,1.0500,1.0500,0.9273,0.2970,0.0537,0.0120,-0.0160,-0.0133,0.0027,0.0008,-0.0091,-0.0050,-0.0031,-0.0072,0.0064,-0.0027,-0.0158,-0.0023,-0.0044,-0.0104,0.0017,-0.0026,0.0060,0.0038,0.0007,-0.0027,0.0050,0.0059,-0.0055,0.0068,-0.0008,0.0042,-0.0048,0.0115,-0.0051,-0.0008,-0.0101,-0.0023,0.0013,0.0023,-0.0041
0.20,0.9986,0.9986,1.0071,1.0500,0.9909,0.8811,0.8717,1.0128,1.0500,1.0500,1.0500,0.4759,0.0898,0.0280,0.0014,-0.0208,-0.0104,-0.0122,0.0082,-0.0050,0.0007,0.0058,-0.0004,0.0008,-0.0089,-0.0017,0.0057,0.0038,-0.0061,0.0011,0.0048,-0.0018,-0.0018,0.0077,0.0014,-0.0042,-0.0000,0.0030,-0.0027,-0.0069,-0.0042,-0.0035,-0.0003,-0.0065,-0.0102,0.0027,0.0045,-0.0055,0.0006,-0.0050
0.21,0.9988,0.9990,1.0099,1.0500,1.0338,0.8753,0.9126,1.0500,1.0500,1.0500,1.0500,0.1853,0.0073,0.0067,-0.0039,-0.0031,-0.0011,0.0058,-0.0006,-0.0001,-0.0040,-0.0080,0.0057,-0.0036,-0.0063,0.0111,0.0003,0.0040,0.0011,-0.0036,-0.0100,-0.0001,0.0039,0.0004,-0.0015,-0.0109,0.0024,0.0038,-0.0009,0.0047,-0.0033,-0.0035,-0.0061,0.0025,-0.0001,-0.0048,0.0020,0.0050,-0.0049,0.0008
0.22,0.9988,0.9988,1.0001,1.0350,0.9960,0.9016,0.9941,1.0500,1.0500,1.0500,0.3139,0.0670,0.0355,-0.0005,-0.0002,0.0036,-0.0064,-0.0017,-0.0016,0.0054,-0.0023,-0.0168,-0.0052,-0.0051,-0.0149,-0.0026,-0.0011,-0.0011,-0.0064,-0.0005,-0.0057,0.0007,0.0005,-0.0030,0.0010,-0.0009,0.0017,-0.0029,0.0017,-0.0006,0.0080,-0.0092,-0.0005,-0.0072,-0.0020,-0.0110,-0.0031,-0.0047,0.0020,0.0060
0.23,0.9988,0.9988,1.0073,1.0331,0.9484,0.9490,1.0500,1.0500,1.0500,0.8396,0.1029,-0.0082,-0.0026,0.0165,0.0032,-0.0016,-0.0056,-0.0021,-0.0020,0.0010,-0.0023,-0.0050,-0.0017,0.0007,0.0040,0.0044,0.0019,0.0042,-0.0002,0.0004,0.0012,0.0023,-0.0029,-0.0016,0.0012,-0.0035,-0.0036,-0.0057,-0.0002,0.0005,-0.0020,0.0023,0.0050,0.0031,-0.0004,-0.0006,0.0051,0.0091,-0.0001,0.0009
0.24,0.9988,0.9988,1.0147,1.0500,0.9647,0.9719,1.0500,1.0500,1.0500,0.4428,0.0327,-0.0025,0.0082,-0.0026,-0.0163,0.0052,-0.0163,-0.0042,-0.0054,-0.0013,-0.0128,0.0001,-0.0037,-0.0073,-0.0006,0.0014,0.0003,-0.0020,0.0042,0.0027,-0.0053,-0.0008,-0.0066,-0.0036,0.0012,0.0053,-0.0077,0.0029,-0.0048,-0.0026,0.0035,0.0061,0.0074,0.0055,0.0017,-0.0111,-0.0045,-0.0051,-0.0005,0.0050
