# generator=escape_time_hybrid.jl  N=100  N_DIS=32  MAX_STEPS=100000  φ_escape=0.5  generated=2026-06-11T11:24:46.763
alpha,T,disorder,K,tau,escaped
0.550,0.04250,25,1,100000,0
0.500,0.07000,31,1,100000,0
0.550,0.03000,8,1,100000,0
0.580,0.02250,2,1,100000,0
0.550,0.04250,26,1,100000,0
0.500,0.07000,32,1,100000,0
0.550,0.03000,9,1,100000,0
0.580,0.02250,3,1,100000,0
0.550,0.04250,27,1,100000,0
0.500,0.07250,1,1,100000,0
0.550,0.03000,10,1,100000,0
0.580,0.02250,4,1,100000,0
0.550,0.04250,28,1,100000,0
0.500,0.07250,2,1,100000,0
0.550,0.03000,11,1,100000,0
0.580,0.02250,5,1,100000,0
0.550,0.04250,29,1,100000,0
0.500,0.07250,3,1,100000,0
0.550,0.03000,12,1,100000,0
0.580,0.02250,6,1,100000,0
0.550,0.04250,30,1,100000,0
0.500,0.07250,4,1,100000,0
0.550,0.03000,13,1,100000,0
0.580,0.02250,7,1,100000,0
0.550,0.04250,31,1,100000,0
0.500,0.07250,5,1,100000,0
0.550,0.03000,14,1,100000,0
0.580,0.02250,8,1,100000,0
0.550,0.04250,32,1,100000,0
0.550,0.03000,15,1,100000,0
0.500,0.07250,6,1,100000,0
0.580,0.02250,9,1,100000,0
0.550,0.04500,1,1,100000,0
0.550,0.03000,16,1,100000,0
0.500,0.07250,7,1,100000,0
0.580,0.02250,10,1,100000,0
0.550,0.03000,17,1,100000,0
0.550,0.04500,2,1,100000,0
0.500,0.07250,8,1,100000,0
0.580,0.02250,11,1,100000,0
0.550,0.03000,18,1,100000,0
0.550,0.04500,3,1,98004,1
0.500,0.07250,9,1,100000,0
0.580,0.02250,12,1,100000,0
0.550,0.03000,19,1,100000,0
0.500,0.07250,10,1,100000,0
0.550,0.04500,4,1,100000,0
0.580,0.02250,13,1,100000,0
0.550,0.03000,20,1,100000,0
0.500,0.07250,11,1,100000,0
0.550,0.04500,5,1,100000,0
0.580,0.02250,14,1,100000,0
0.550,0.03000,21,1,100000,0
0.500,0.07250,12,1,100000,0
0.580,0.02250,15,1,100000,0
0.550,0.04500,6,1,100000,0
0.550,0.04500,7,1,43837,1
0.550,0.03000,22,1,100000,0
0.550,0.04500,8,1,13063,1
0.500,0.07250,13,1,100000,0
0.580,0.02250,16,1,100000,0
0.550,0.03000,23,1,100000,0
0.550,0.04500,9,1,100000,0
0.500,0.07250,14,1,100000,0
0.580,0.02250,17,1,100000,0
0.550,0.03000,24,1,100000,0
0.550,0.04500,10,1,100000,0
0.500,0.07250,15,1,100000,0
0.580,0.02250,18,1,100000,0
0.550,0.03000,25,1,100000,0
0.550,0.04500,11,1,100000,0
0.580,0.02250,19,1,100000,0
0.500,0.07250,16,1,100000,0
0.550,0.03000,26,1,100000,0
0.580,0.02250,20,1,100000,0
0.500,0.07250,17,1,100000,0
0.550,0.04500,12,1,100000,0
0.550,0.03000,27,1,100000,0
0.580,0.02250,21,1,100000,0
0.500,0.07250,18,1,100000,0
0.550,0.04500,13,1,100000,0
0.550,0.03000,28,1,100000,0
0.580,0.02250,22,1,100000,0
0.500,0.07250,19,1,100000,0
0.550,0.04500,14,1,100000,0
0.550,0.03000,29,1,100000,0
0.580,0.02250,23,1,100000,0
0.500,0.07250,20,1,100000,0
0.550,0.04500,15,1,100000,0
0.550,0.03000,30,1,100000,0
0.580,0.02250,24,1,100000,0
0.500,0.07250,21,1,100000,0
0.550,0.04500,16,1,100000,0
0.550,0.03000,31,1,100000,0
0.580,0.02250,25,1,100000,0
0.500,0.07250,22,1,100000,0
0.550,0.04500,17,1,100000,0
0.550,0.03000,32,1,100000,0
0.580,0.02250,26,1,100000,0
0.500,0.07250,23,1,100000,0
0.550,0.04500,18,1,100000,0
0.580,0.02250,27,1,100000,0
0.500,0.07250,24,1,100000,0
0.550,0.04500,19,1,100000,0
0.580,0.02250,28,1,100000,0
0.500,0.07250,25,1,100000,0
0.550,0.04500,20,1,100000,0
0.580,0.02250,29,1,100000,0
0.500,0.07250,26,1,100000,0
0.550,0.04500,21,1,100000,0
0.580,0.02250,30,1,100000,0
0.550,0.04500,22,1,43684,1
0.500,0.07250,27,1,100000,0
0.580,0.02250,31,1,100000,0
0.500,0.07250,28,1,100000,0
0.550,0.04500,23,1,100000,0
0.580,0.02250,32,1,100000,0
0.500,0.07250,29,1,100000,0
0.550,0.04500,24,1,100000,0
0.550,0.04500,25,1,21451,1
0.580,0.02500,1,1,98249,1
0.580,0.02500,2,1,21466,1
0.500,0.07250,30,1,100000,0
0.550,0.04500,26,1,100000,0
0.580,0.02500,3,1,100000,0
0.500,0.07250,31,1,100000,0
0.550,0.04500,27,1,100000,0
0.580,0.02500,4,1,100000,0
0.580,0.02500,5,1,9469,1
0.500,0.07250,32,1,100000,0
0.550,0.04500,28,1,100000,0
0.580,0.02500,6,1,100000,0
0.500,0.07500,1,1,100000,0
0.550,0.04500,29,1,100000,0
0.580,0.02500,7,1,100000,0
0.500,0.07500,2,1,100000,0
0.550,0.04500,30,1,100000,0
0.580,0.02500,8,1,100000,0
0.500,0.07500,3,1,100000,0
0.580,0.02500,9,1,100000,0
0.550,0.04500,31,1,100000,0
0.580,0.02500,10,1,7992,1
0.500,0.07500,4,1,100000,0
0.580,0.02500,11,1,25658,1
0.580,0.02500,12,1,5210,1
0.550,0.04500,32,1,100000,0
0.500,0.07500,5,1,100000,0
0.580,0.02500,13,1,100000,0
0.550,0.04750,1,1,45306,1
0.550,0.04750,2,1,13259,1
0.550,0.04750,3,1,16438,1
0.580,0.02500,14,1,100000,0
0.500,0.07500,6,1,100000,0
0.550,0.04750,4,1,51008,1
0.550,0.04750,5,1,59913,1
0.580,0.02500,15,1,82976,1
0.550,0.04750,6,1,10014,1
0.550,0.04750,7,1,7627,1
0.500,0.07500,7,1,100000,0
0.550,0.04750,8,1,14479,1
0.550,0.04750,9,1,1797,1
0.550,0.04750,10,1,16503,1
0.580,0.02500,16,1,77270,1
0.500,0.07500,8,1,100000,0
0.550,0.04750,11,1,100000,0
0.580,0.02500,17,1,100000,0
0.580,0.02500,18,1,18283,1
0.550,0.04750,12,1,40424,1
0.580,0.02500,19,1,12332,1
0.500,0.07500,9,1,100000,0
0.550,0.04750,13,1,48798,1
0.550,0.04750,14,1,42712,1
0.580,0.02500,20,1,100000,0
0.580,0.02500,21,1,1153,1
0.500,0.07500,10,1,100000,0
0.550,0.04750,15,1,22988,1
0.550,0.04750,16,1,13366,1
0.550,0.04750,17,1,13858,1
0.550,0.04750,18,1,494,1
0.580,0.02500,22,1,84682,1
0.550,0.04750,19,1,38804,1
0.500,0.07500,11,1,100000,0
0.550,0.04750,20,1,16175,1
0.550,0.04750,21,1,40292,1
0.580,0.02500,23,1,100000,0
0.550,0.04750,22,1,40204,1
0.500,0.07500,12,1,100000,0
0.580,0.02500,24,1,35981,1
0.550,0.04750,23,1,18329,1
0.550,0.04750,24,1,27437,1
0.550,0.04750,25,1,12649,1
0.550,0.04750,26,1,18683,1
0.550,0.04750,27,1,3848,1
0.550,0.04750,28,1,7254,1
0.500,0.07500,13,1,100000,0
0.580,0.02500,25,1,100000,0
0.580,0.02500,26,1,46201,1
0.580,0.02500,27,1,27395,1
0.550,0.04750,29,1,86605,1
0.550,0.04750,30,1,1789,1
0.550,0.04750,31,1,11678,1
0.500,0.07500,14,1,100000,0
0.550,0.04750,32,1,41964,1
0.550,0.05000,1,1,4276,1
0.550,0.05000,2,1,1387,1
0.550,0.05000,3,1,7527,1
0.550,0.05000,4,1,6404,1
0.550,0.05000,5,1,1358,1
0.580,0.02500,28,1,100000,0
0.550,0.05000,6,1,7392,1
0.550,0.05000,7,1,1074,1
0.550,0.05000,8,1,3876,1
0.550,0.05000,9,1,5750,1
0.550,0.05000,10,1,1005,1
0.500,0.07500,15,1,100000,0
0.550,0.05000,11,1,1753,1
0.550,0.05000,12,1,272,1
0.550,0.05000,13,1,5321,1
0.550,0.05000,14,1,5468,1
0.550,0.05000,15,1,1448,1
0.550,0.05000,16,1,881,1
0.550,0.05000,17,1,415,1
0.550,0.05000,18,1,3785,1
0.550,0.05000,19,1,716,1
0.550,0.05000,20,1,2289,1
0.550,0.05000,21,1,1627,1
0.550,0.05000,22,1,973,1
0.550,0.05000,23,1,1604,1
0.550,0.05000,24,1,2683,1
0.550,0.05000,25,1,3133,1
0.550,0.05000,26,1,639,1
0.550,0.05000,27,1,1027,1
0.550,0.05000,28,1,3549,1
0.550,0.05000,29,1,6993,1
0.550,0.05000,30,1,2963,1
0.550,0.05000,31,1,432,1
0.550,0.05000,32,1,1027,1
0.550,0.05250,1,1,61,1
0.550,0.05250,2,1,118,1
0.550,0.05250,3,1,119,1
0.550,0.05250,4,1,761,1
0.550,0.05250,5,1,693,1
0.550,0.05250,6,1,880,1
0.550,0.05250,7,1,392,1
0.550,0.05250,8,1,1020,1
0.550,0.05250,9,1,637,1
0.550,0.05250,10,1,371,1
0.580,0.02500,29,1,100000,0
0.550,0.05250,11,1,821,1
0.550,0.05250,12,1,855,1
0.550,0.05250,13,1,70,1
0.550,0.05250,14,1,198,1
0.550,0.05250,15,1,1777,1
0.550,0.05250,16,1,801,1
0.550,0.05250,17,1,25,1
0.550,0.05250,18,1,979,1
0.550,0.05250,19,1,28,1
0.550,0.05250,20,1,291,1
0.550,0.05250,21,1,632,1
0.550,0.05250,22,1,62,1
0.550,0.05250,23,1,68,1
0.550,0.05250,24,1,257,1
0.550,0.05250,25,1,457,1
0.550,0.05250,26,1,508,1
0.550,0.05250,27,1,132,1
0.550,0.05250,28,1,398,1
0.550,0.05250,29,1,437,1
0.550,0.05250,30,1,46,1
0.550,0.05250,31,1,78,1
0.500,0.07500,16,1,100000,0
0.550,0.05250,32,1,541,1
0.550,0.05500,1,1,202,1
0.550,0.05500,2,1,340,1
0.550,0.05500,3,1,47,1
0.550,0.05500,4,1,29,1
0.550,0.05500,5,1,157,1
0.550,0.05500,6,1,131,1
0.550,0.05500,7,1,252,1
0.550,0.05500,8,1,263,1
0.550,0.05500,9,1,133,1
0.550,0.05500,10,1,165,1
0.550,0.05500,11,1,289,1
0.550,0.05500,12,1,128,1
0.550,0.05500,13,1,102,1
0.550,0.05500,14,1,98,1
0.550,0.05500,15,1,52,1
0.550,0.05500,16,1,489,1
0.550,0.05500,17,1,479,1
0.550,0.05500,18,1,151,1
0.550,0.05500,19,1,134,1
0.550,0.05500,20,1,28,1
0.550,0.05500,21,1,80,1
0.550,0.05500,22,1,46,1
0.550,0.05500,23,1,26,1
0.550,0.05500,24,1,264,1
0.550,0.05500,25,1,96,1
0.550,0.05500,26,1,82,1
0.550,0.05500,27,1,218,1
0.550,0.05500,28,1,175,1
0.550,0.05500,29,1,222,1
0.550,0.05500,30,1,197,1
0.550,0.05500,31,1,450,1
0.550,0.05500,32,1,36,1
0.550,0.05750,1,1,64,1
0.550,0.05750,2,1,182,1
0.550,0.05750,3,1,34,1
0.550,0.05750,4,1,100,1
0.550,0.05750,5,1,65,1
0.550,0.05750,6,1,186,1
0.550,0.05750,7,1,254,1
0.550,0.05750,8,1,178,1
0.550,0.05750,9,1,36,1
0.550,0.05750,10,1,209,1
0.550,0.05750,11,1,210,1
0.550,0.05750,12,1,25,1
0.550,0.05750,13,1,17,1
0.550,0.05750,14,1,111,1
0.550,0.05750,15,1,207,1
0.550,0.05750,16,1,61,1
0.550,0.05750,17,1,108,1
0.550,0.05750,18,1,160,1
0.550,0.05750,19,1,24,1
0.550,0.05750,20,1,76,1
0.550,0.05750,21,1,231,1
0.550,0.05750,22,1,83,1
0.550,0.05750,23,1,170,1
0.550,0.05750,24,1,62,1
0.550,0.05750,25,1,39,1
0.550,0.05750,26,1,104,1
0.550,0.05750,27,1,84,1
0.550,0.05750,28,1,157,1
0.550,0.05750,29,1,33,1
0.550,0.05750,30,1,82,1
0.550,0.05750,31,1,237,1
0.550,0.05750,32,1,73,1
0.580,0.02500,30,1,100000,0
0.500,0.07500,17,1,100000,0
0.580,0.02500,31,1,34328,1
0.500,0.07500,18,1,100000,0
0.580,0.02500,32,1,100000,0
0.580,0.02750,1,1,568,1
0.580,0.02750,2,1,259,1
0.580,0.02750,3,1,1114,1
0.580,0.02750,4,1,1669,1
0.580,0.02750,5,1,1646,1
0.580,0.02750,6,1,2505,1
0.580,0.02750,7,1,1167,1
0.580,0.02750,8,1,1037,1
0.580,0.02750,9,1,634,1
0.580,0.02750,10,1,2100,1
0.580,0.02750,11,1,1139,1
0.580,0.02750,12,1,850,1
0.580,0.02750,13,1,810,1
0.580,0.02750,14,1,3703,1
0.580,0.02750,15,1,360,1
0.580,0.02750,16,1,280,1
0.580,0.02750,17,1,818,1
0.580,0.02750,18,1,651,1
0.580,0.02750,19,1,640,1
0.580,0.02750,20,1,644,1
0.580,0.02750,21,1,941,1
0.580,0.02750,22,1,1028,1
0.580,0.02750,23,1,6432,1
0.580,0.02750,24,1,340,1
0.580,0.02750,25,1,7166,1
0.580,0.02750,26,1,1220,1
0.580,0.02750,27,1,2377,1
0.580,0.02750,28,1,1672,1
0.580,0.02750,29,1,746,1
0.580,0.02750,30,1,846,1
0.580,0.02750,31,1,1341,1
0.580,0.02750,32,1,543,1
0.580,0.03000,1,1,43,1
0.580,0.03000,2,1,118,1
0.580,0.03000,3,1,64,1
0.580,0.03000,4,1,84,1
0.580,0.03000,5,1,171,1
0.580,0.03000,6,1,93,1
0.580,0.03000,7,1,101,1
0.580,0.03000,8,1,81,1
0.580,0.03000,9,1,340,1
0.580,0.03000,10,1,292,1
0.580,0.03000,11,1,177,1
0.580,0.03000,12,1,384,1
0.580,0.03000,13,1,180,1
0.580,0.03000,14,1,274,1
0.580,0.03000,15,1,109,1
0.580,0.03000,16,1,120,1
0.580,0.03000,17,1,48,1
0.580,0.03000,18,1,99,1
0.580,0.03000,19,1,253,1
0.580,0.03000,20,1,104,1
0.580,0.03000,21,1,507,1
0.580,0.03000,22,1,84,1
0.580,0.03000,23,1,240,1
0.580,0.03000,24,1,107,1
0.580,0.03000,25,1,149,1
0.580,0.03000,26,1,256,1
0.580,0.03000,27,1,64,1
0.580,0.03000,28,1,49,1
0.580,0.03000,29,1,149,1
0.580,0.03000,30,1,85,1
0.580,0.03000,31,1,258,1
0.580,0.03000,32,1,167,1
0.580,0.03250,1,1,58,1
0.580,0.03250,2,1,36,1
0.580,0.03250,3,1,61,1
0.500,0.07500,19,1,100000,0
0.580,0.03250,4,1,30,1
0.580,0.03250,5,1,34,1
0.580,0.03250,6,1,53,1
0.580,0.03250,7,1,144,1
0.580,0.03250,8,1,76,1
0.580,0.03250,9,1,40,1
0.580,0.03250,10,1,28,1
0.580,0.03250,11,1,61,1
0.580,0.03250,12,1,48,1
0.580,0.03250,13,1,35,1
0.580,0.03250,14,1,220,1
0.580,0.03250,15,1,45,1
0.580,0.03250,16,1,28,1
0.580,0.03250,17,1,51,1
0.580,0.03250,18,1,74,1
0.580,0.03250,19,1,124,1
0.580,0.03250,20,1,32,1
0.580,0.03250,21,1,47,1
0.580,0.03250,22,1,41,1
0.580,0.03250,23,1,108,1
0.580,0.03250,24,1,54,1
0.580,0.03250,25,1,38,1
0.580,0.03250,26,1,111,1
0.580,0.03250,27,1,56,1
0.580,0.03250,28,1,31,1
0.580,0.03250,29,1,46,1
0.580,0.03250,30,1,73,1
0.580,0.03250,31,1,94,1
0.580,0.03250,32,1,85,1
0.580,0.03500,1,1,53,1
0.580,0.03500,2,1,21,1
0.580,0.03500,3,1,35,1
0.580,0.03500,4,1,37,1
0.580,0.03500,5,1,40,1
0.580,0.03500,6,1,68,1
0.580,0.03500,7,1,105,1
0.580,0.03500,8,1,34,1
0.580,0.03500,9,1,28,1
0.580,0.03500,10,1,34,1
0.580,0.03500,11,1,25,1
0.580,0.03500,12,1,45,1
0.580,0.03500,13,1,31,1
0.580,0.03500,14,1,35,1
0.580,0.03500,15,1,56,1
0.580,0.03500,16,1,52,1
0.580,0.03500,17,1,46,1
0.580,0.03500,18,1,49,1
0.580,0.03500,19,1,49,1
0.580,0.03500,20,1,42,1
0.580,0.03500,21,1,60,1
0.580,0.03500,22,1,55,1
0.580,0.03500,23,1,28,1
0.580,0.03500,24,1,48,1
0.580,0.03500,25,1,66,1
0.580,0.03500,26,1,80,1
0.580,0.03500,27,1,70,1
0.580,0.03500,28,1,53,1
0.580,0.03500,29,1,44,1
0.580,0.03500,30,1,48,1
0.580,0.03500,31,1,92,1
0.580,0.03500,32,1,50,1
0.500,0.07500,20,1,100000,0
0.500,0.07500,21,1,100000,0
0.500,0.07500,22,1,100000,0
0.500,0.07500,23,1,100000,0
0.500,0.07500,24,1,100000,0
0.500,0.07500,25,1,100000,0
0.500,0.07500,26,1,100000,0
0.500,0.07500,27,1,100000,0
0.500,0.07500,28,1,100000,0
0.500,0.07500,29,1,100000,0
0.500,0.07500,30,1,100000,0
0.500,0.07500,31,1,100000,0
0.500,0.07500,32,1,100000,0
0.500,0.07750,1,1,100000,0
0.500,0.07750,2,1,100000,0
0.500,0.07750,3,1,100000,0
0.500,0.07750,4,1,100000,0
0.500,0.07750,5,1,100000,0
0.500,0.07750,6,1,100000,0
0.500,0.07750,7,1,100000,0
0.500,0.07750,8,1,100000,0
0.500,0.07750,9,1,100000,0
0.500,0.07750,10,1,100000,0
0.500,0.07750,11,1,100000,0
0.500,0.07750,12,1,100000,0
0.500,0.07750,13,1,100000,0
0.500,0.07750,14,1,100000,0
0.500,0.07750,15,1,100000,0
0.500,0.07750,16,1,100000,0
0.500,0.07750,17,1,100000,0
0.500,0.07750,18,1,100000,0
0.500,0.07750,19,1,100000,0
0.500,0.07750,20,1,100000,0
0.500,0.07750,21,1,100000,0
0.500,0.07750,22,1,100000,0
0.500,0.07750,23,1,100000,0
0.500,0.07750,24,1,100000,0
0.500,0.07750,25,1,100000,0
0.500,0.07750,26,1,100000,0
0.500,0.07750,27,1,100000,0
0.500,0.07750,28,1,100000,0
0.500,0.07750,29,1,100000,0
0.500,0.07750,30,1,100000,0
0.500,0.07750,31,1,100000,0
0.500,0.07750,32,1,100000,0
0.500,0.08000,1,1,100000,0
0.500,0.08000,2,1,100000,0
0.500,0.08000,3,1,100000,0
0.500,0.08000,4,1,100000,0
0.500,0.08000,5,1,100000,0
0.500,0.08000,6,1,100000,0
0.500,0.08000,7,1,100000,0
0.500,0.08000,8,1,100000,0
0.500,0.08000,9,1,100000,0
0.500,0.08000,10,1,100000,0
0.500,0.08000,11,1,100000,0
0.500,0.08000,12,1,100000,0
0.500,0.08000,13,1,100000,0
0.500,0.08000,14,1,100000,0
0.500,0.08000,15,1,100000,0
0.500,0.08000,16,1,100000,0
0.500,0.08000,17,1,100000,0
0.500,0.08000,18,1,100000,0
0.500,0.08000,19,1,100000,0
0.500,0.08000,20,1,100000,0
0.500,0.08000,21,1,100000,0
0.500,0.08000,22,1,100000,0
0.500,0.08000,23,1,100000,0
0.500,0.08000,24,1,100000,0
0.500,0.08000,25,1,100000,0
0.500,0.08000,26,1,100000,0
0.500,0.08000,27,1,100000,0
0.500,0.08000,28,1,100000,0
0.500,0.08000,29,1,100000,0
0.500,0.08000,30,1,100000,0
0.500,0.08000,31,1,100000,0
0.500,0.08000,32,1,100000,0
