# generator=escape_time_hybrid.jl  N=100  N_DIS=32  MAX_STEPS=100000  φ_escape=0.5  generated=2026-06-11T11:24:46.763
alpha,T,disorder,K,tau,escaped
0.600,0.02500,5,1,47,1
0.600,0.02500,6,1,47,1
0.600,0.02500,7,1,39,1
0.600,0.02500,8,1,39,1
0.600,0.02500,9,1,36,1
0.600,0.02500,10,1,33,1
0.600,0.02500,11,1,21,1
0.600,0.02500,12,1,49,1
0.600,0.02500,13,1,41,1
0.600,0.02500,14,1,42,1
0.600,0.02500,15,1,34,1
0.600,0.02500,16,1,44,1
0.600,0.02500,17,1,60,1
0.600,0.02500,18,1,42,1
0.600,0.02500,19,1,52,1
0.600,0.02500,20,1,54,1
0.600,0.02500,21,1,62,1
0.600,0.02500,22,1,42,1
0.600,0.02500,23,1,43,1
0.600,0.02500,24,1,41,1
0.600,0.02500,25,1,40,1
0.600,0.02500,26,1,27,1
0.600,0.02500,27,1,45,1
0.600,0.02500,28,1,31,1
0.600,0.02500,29,1,44,1
0.600,0.02500,30,1,47,1
0.600,0.02500,31,1,57,1
0.600,0.02500,32,1,37,1
0.600,0.00500,3,1,100000,0
0.600,0.02750,1,1,43,1
0.600,0.02750,2,1,37,1
0.600,0.02750,3,1,32,1
0.600,0.02750,4,1,49,1
0.600,0.02750,5,1,32,1
0.600,0.02750,6,1,39,1
0.600,0.02750,7,1,59,1
0.600,0.02750,8,1,44,1
0.600,0.02750,9,1,55,1
0.600,0.02750,10,1,34,1
0.600,0.02750,11,1,43,1
0.600,0.02750,12,1,37,1
0.600,0.02750,13,1,32,1
0.600,0.02750,14,1,32,1
0.600,0.02750,15,1,46,1
0.600,0.02750,16,1,40,1
0.600,0.02750,17,1,45,1
0.600,0.02750,18,1,34,1
0.600,0.02750,19,1,61,1
0.600,0.02750,20,1,46,1
0.600,0.02750,21,1,46,1
0.600,0.02750,22,1,42,1
0.600,0.02750,23,1,41,1
0.600,0.02750,24,1,44,1
0.600,0.02750,25,1,42,1
0.600,0.02750,26,1,46,1
0.600,0.02750,27,1,38,1
0.600,0.02750,28,1,44,1
0.600,0.02750,29,1,64,1
0.600,0.02750,30,1,22,1
0.600,0.02750,31,1,37,1
0.600,0.02750,32,1,42,1
0.600,0.03000,1,1,35,1
0.600,0.03000,2,1,37,1
0.600,0.03000,3,1,33,1
0.550,0.03500,26,1,100000,0
0.600,0.03000,4,1,46,1
0.600,0.03000,5,1,41,1
0.600,0.03000,6,1,34,1
0.580,0.01250,27,1,100000,0
0.600,0.03000,7,1,30,1
0.600,0.03000,8,1,38,1
0.600,0.03000,9,1,31,1
0.600,0.03000,10,1,31,1
0.600,0.03000,11,1,35,1
0.600,0.03000,12,1,26,1
0.600,0.03000,13,1,35,1
0.600,0.03000,14,1,40,1
0.600,0.03000,15,1,33,1
0.600,0.03000,16,1,53,1
0.600,0.03000,17,1,51,1
0.600,0.03000,18,1,50,1
0.600,0.03000,19,1,46,1
0.600,0.03000,20,1,28,1
0.600,0.03000,21,1,62,1
0.600,0.03000,22,1,28,1
0.600,0.03000,23,1,39,1
0.600,0.03000,24,1,38,1
0.600,0.03000,25,1,44,1
0.600,0.03000,26,1,33,1
0.600,0.03000,27,1,27,1
0.600,0.03000,28,1,48,1
0.600,0.03000,29,1,44,1
0.600,0.03000,30,1,46,1
0.500,0.06250,26,1,100000,0
0.600,0.03000,31,1,27,1
0.600,0.03000,32,1,30,1
0.600,0.03250,1,1,29,1
0.600,0.03250,2,1,26,1
0.600,0.03250,3,1,41,1
0.600,0.03250,4,1,36,1
0.600,0.03250,5,1,29,1
0.600,0.03250,6,1,30,1
0.600,0.03250,7,1,40,1
0.600,0.03250,8,1,33,1
0.600,0.03250,9,1,42,1
0.600,0.03250,10,1,33,1
0.600,0.03250,11,1,56,1
0.600,0.03250,12,1,21,1
0.600,0.03250,13,1,31,1
0.600,0.03250,14,1,54,1
0.600,0.03250,15,1,27,1
0.600,0.03250,16,1,41,1
0.600,0.03250,17,1,24,1
0.600,0.03250,18,1,36,1
0.600,0.03250,19,1,34,1
0.600,0.03250,20,1,35,1
0.600,0.03250,21,1,24,1
0.600,0.03250,22,1,45,1
0.600,0.03250,23,1,24,1
0.600,0.03250,24,1,35,1
0.600,0.03250,25,1,45,1
0.600,0.03250,26,1,33,1
0.600,0.03250,27,1,78,1
0.600,0.03250,28,1,34,1
0.600,0.03250,29,1,35,1
0.600,0.03250,30,1,44,1
0.600,0.03250,31,1,32,1
0.600,0.03250,32,1,42,1
0.600,0.03500,1,1,17,1
0.600,0.03500,2,1,26,1
0.600,0.03500,3,1,45,1
0.600,0.03500,4,1,36,1
0.600,0.03500,5,1,58,1
0.600,0.03500,6,1,21,1
0.600,0.03500,7,1,21,1
0.600,0.03500,8,1,46,1
0.600,0.03500,9,1,40,1
0.600,0.03500,10,1,39,1
0.600,0.03500,11,1,37,1
0.600,0.03500,12,1,41,1
0.600,0.03500,13,1,42,1
0.600,0.03500,14,1,28,1
0.600,0.03500,15,1,37,1
0.600,0.03500,16,1,43,1
0.600,0.03500,17,1,24,1
0.600,0.03500,18,1,21,1
0.600,0.03500,19,1,28,1
0.600,0.03500,20,1,39,1
0.600,0.03500,21,1,39,1
0.600,0.03500,22,1,22,1
0.600,0.03500,23,1,35,1
0.600,0.03500,24,1,29,1
0.600,0.03500,25,1,33,1
0.600,0.03500,26,1,30,1
0.600,0.03500,27,1,43,1
0.600,0.03500,28,1,34,1
0.600,0.03500,29,1,40,1
0.600,0.03500,30,1,26,1
0.600,0.03500,31,1,27,1
0.600,0.03500,32,1,41,1
0.500,0.08500,27,1,100000,0
0.600,0.00500,4,1,100000,0
0.580,0.01250,28,1,100000,0
0.550,0.03500,27,1,100000,0
0.500,0.06250,27,1,100000,0
0.600,0.00500,5,1,100000,0
0.500,0.08500,28,1,100000,0
0.580,0.01250,29,1,100000,0
0.500,0.06250,28,1,100000,0
0.550,0.03500,28,1,100000,0
0.600,0.00500,6,1,100000,0
0.500,0.08500,29,1,100000,0
0.580,0.01250,30,1,100000,0
0.500,0.06250,29,1,100000,0
0.600,0.00500,7,1,100000,0
0.550,0.03500,29,1,100000,0
0.500,0.08500,30,1,100000,0
0.580,0.01250,31,1,100000,0
0.600,0.00500,8,1,100000,0
0.500,0.06250,30,1,100000,0
0.550,0.03500,30,1,100000,0
0.600,0.00500,9,1,100000,0
0.500,0.08500,31,1,100000,0
0.580,0.01250,32,1,100000,0
0.500,0.06250,31,1,100000,0
0.550,0.03500,31,1,100000,0
0.600,0.00500,10,1,100000,0
0.500,0.08500,32,1,100000,0
0.580,0.01500,1,1,100000,0
0.500,0.06250,32,1,100000,0
0.550,0.03500,32,1,100000,0
0.600,0.00500,11,1,100000,0
0.500,0.08750,1,1,70835,1
0.500,0.08750,2,1,14938,1
0.580,0.01500,2,1,100000,0
0.500,0.06500,1,1,100000,0
0.600,0.00500,12,1,100000,0
0.550,0.03750,1,1,100000,0
0.580,0.01500,3,1,100000,0
0.500,0.08750,3,1,100000,0
0.500,0.06500,2,1,100000,0
0.600,0.00500,13,1,100000,0
0.550,0.03750,2,1,100000,0
0.580,0.01500,4,1,100000,0
0.600,0.00500,14,1,100000,0
0.500,0.06500,3,1,100000,0
0.500,0.08750,4,1,98860,1
0.500,0.08750,5,1,29451,1
0.550,0.03750,3,1,100000,0
0.600,0.00500,15,1,100000,0
0.580,0.01500,5,1,100000,0
0.500,0.08750,6,1,52964,1
0.500,0.06500,4,1,100000,0
0.500,0.08750,7,1,21685,1
0.600,0.00500,16,1,100000,0
0.550,0.03750,4,1,100000,0
0.580,0.01500,6,1,100000,0
0.500,0.06500,5,1,100000,0
0.500,0.08750,8,1,100000,0
0.600,0.00500,17,1,100000,0
0.550,0.03750,5,1,100000,0
0.580,0.01500,7,1,100000,0
0.500,0.08750,9,1,46563,1
0.500,0.06500,6,1,100000,0
0.600,0.00500,18,1,100000,0
0.500,0.08750,10,1,28597,1
0.500,0.08750,11,1,37963,1
0.550,0.03750,6,1,100000,0
0.580,0.01500,8,1,100000,0
0.500,0.08750,12,1,35752,1
0.600,0.00500,19,1,100000,0
0.500,0.06500,7,1,100000,0
0.550,0.03750,7,1,100000,0
0.580,0.01500,9,1,100000,0
0.600,0.00500,20,1,100000,0
0.500,0.06500,8,1,100000,0
0.500,0.08750,13,1,100000,0
0.500,0.08750,14,1,37020,1
0.600,0.00500,21,1,100000,0
0.550,0.03750,8,1,100000,0
0.580,0.01500,10,1,100000,0
0.500,0.06500,9,1,100000,0
0.500,0.08750,15,1,100000,0
0.600,0.00500,22,1,100000,0
0.580,0.01500,11,1,100000,0
0.550,0.03750,9,1,100000,0
0.500,0.08750,16,1,35677,1
0.500,0.06500,10,1,100000,0
0.600,0.00500,23,1,100000,0
0.500,0.08750,17,1,76297,1
0.580,0.01500,12,1,100000,0
0.550,0.03750,10,1,100000,0
0.500,0.08750,18,1,25271,1
0.500,0.06500,11,1,100000,0
0.600,0.00500,24,1,100000,0
0.500,0.08750,19,1,25077,1
0.500,0.08750,20,1,13262,1
0.580,0.01500,13,1,100000,0
0.600,0.00500,25,1,100000,0
0.550,0.03750,11,1,100000,0
0.500,0.06500,12,1,100000,0
0.500,0.08750,21,1,100000,0
0.580,0.01500,14,1,100000,0
0.500,0.08750,22,1,31325,1
0.600,0.00500,26,1,100000,0
0.550,0.03750,12,1,100000,0
0.500,0.08750,23,1,26541,1
0.500,0.06500,13,1,100000,0
0.600,0.00500,27,1,100000,0
0.580,0.01500,15,1,100000,0
0.500,0.08750,24,1,88908,1
0.500,0.08750,25,1,4609,1
0.550,0.03750,13,1,100000,0
0.500,0.06500,14,1,100000,0
0.600,0.00500,28,1,100000,0
0.500,0.08750,26,1,44137,1
0.500,0.08750,27,1,5614,1
0.580,0.01500,16,1,100000,0
0.500,0.06500,15,1,100000,0
0.550,0.03750,14,1,100000,0
0.600,0.00500,29,1,100000,0
0.500,0.08750,28,1,100000,0
0.580,0.01500,17,1,100000,0
0.600,0.00500,30,1,100000,0
0.500,0.06500,16,1,100000,0
0.550,0.03750,15,1,100000,0
0.580,0.01500,18,1,100000,0
0.500,0.08750,29,1,100000,0
0.600,0.00500,31,1,100000,0
0.500,0.08750,30,1,12432,1
0.500,0.06500,17,1,100000,0
0.550,0.03750,16,1,100000,0
0.580,0.01500,19,1,100000,0
0.600,0.00500,32,1,100000,0
0.500,0.08750,31,1,80674,1
0.500,0.06500,18,1,100000,0
0.550,0.03750,17,1,100000,0
0.600,0.00750,1,1,100000,0
0.580,0.01500,20,1,100000,0
0.500,0.08750,32,1,100000,0
0.500,0.09000,1,1,21858,1
0.500,0.09000,2,1,1086,1
0.500,0.06500,19,1,100000,0
0.500,0.09000,3,1,9906,1
0.500,0.09000,4,1,8414,1
0.500,0.09000,5,1,3760,1
0.550,0.03750,18,1,100000,0
0.600,0.00750,2,1,100000,0
0.580,0.01500,21,1,100000,0
0.500,0.09000,6,1,35163,1
0.500,0.09000,7,1,6242,1
0.500,0.09000,8,1,13115,1
0.500,0.06500,20,1,100000,0
0.500,0.09000,9,1,26633,1
0.500,0.09000,10,1,2161,1
0.600,0.00750,3,1,100000,0
0.550,0.03750,19,1,100000,0
0.500,0.09000,11,1,21344,1
0.580,0.01500,22,1,100000,0
0.500,0.09000,12,1,18424,1
0.500,0.09000,13,1,12338,1
0.500,0.09000,14,1,3623,1
0.500,0.09000,15,1,4260,1
0.500,0.09000,16,1,3288,1
0.500,0.09000,17,1,1209,1
0.500,0.09000,18,1,8172,1
0.600,0.00750,4,1,100000,0
0.500,0.06500,21,1,100000,0
0.500,0.09000,19,1,18523,1
0.550,0.03750,20,1,100000,0
0.580,0.01500,23,1,100000,0
0.500,0.09000,20,1,32979,1
0.500,0.09000,21,1,10485,1
0.500,0.09000,22,1,13130,1
0.500,0.09000,23,1,526,1
0.600,0.00750,5,1,100000,0
0.500,0.09000,24,1,13391,1
0.500,0.06500,22,1,100000,0
0.500,0.09000,25,1,8214,1
0.500,0.09000,26,1,10570,1
0.500,0.09000,27,1,9735,1
0.500,0.09000,28,1,1241,1
0.550,0.03750,21,1,100000,0
0.580,0.01500,24,1,100000,0
0.500,0.09000,29,1,25803,1
0.500,0.09000,30,1,1862,1
0.600,0.00750,6,1,100000,0
0.500,0.09000,31,1,12037,1
0.500,0.06500,23,1,100000,0
0.500,0.09000,32,1,24413,1
0.500,0.09250,1,1,3848,1
0.500,0.09250,2,1,3506,1
0.500,0.09250,3,1,1216,1
0.500,0.09250,4,1,8684,1
0.500,0.09250,5,1,15,1
0.500,0.09250,6,1,1481,1
0.500,0.09250,7,1,9755,1
0.580,0.01500,25,1,100000,0
0.500,0.09250,8,1,4412,1
0.500,0.09250,9,1,2666,1
0.500,0.09250,10,1,1757,1
0.550,0.03750,22,1,100000,0
0.500,0.09250,11,1,2867,1
0.500,0.09250,12,1,474,1
0.600,0.00750,7,1,100000,0
0.500,0.09250,13,1,726,1
0.500,0.09250,14,1,1923,1
0.500,0.09250,15,1,1105,1
0.500,0.09250,16,1,2842,1
0.500,0.09250,17,1,304,1
0.500,0.09250,18,1,3995,1
0.500,0.09250,19,1,158,1
0.500,0.09250,20,1,6418,1
0.500,0.09250,21,1,1757,1
0.500,0.09250,22,1,166,1
0.500,0.09250,23,1,280,1
0.500,0.09250,24,1,2403,1
0.500,0.09250,25,1,972,1
0.500,0.06500,24,1,100000,0
0.500,0.09250,26,1,17013,1
0.500,0.09250,27,1,4114,1
0.500,0.09250,28,1,7168,1
0.500,0.09250,29,1,126,1
0.500,0.09250,30,1,3396,1
0.500,0.09250,31,1,4975,1
0.500,0.09250,32,1,481,1
0.500,0.09500,1,1,1949,1
0.500,0.09500,2,1,1240,1
0.500,0.09500,3,1,152,1
0.500,0.09500,4,1,44,1
0.580,0.01500,26,1,100000,0
0.500,0.09500,5,1,1004,1
0.600,0.00750,8,1,100000,0
0.500,0.09500,6,1,818,1
0.500,0.09500,7,1,487,1
0.500,0.09500,8,1,1351,1
0.500,0.09500,9,1,6143,1
0.500,0.09500,10,1,569,1
0.500,0.09500,11,1,1431,1
0.500,0.09500,12,1,572,1
0.500,0.09500,13,1,1650,1
0.500,0.09500,14,1,1154,1
0.550,0.03750,23,1,100000,0
0.500,0.09500,15,1,11097,1
0.500,0.09500,16,1,209,1
0.500,0.09500,17,1,168,1
0.500,0.09500,18,1,4665,1
0.500,0.09500,19,1,739,1
0.500,0.09500,20,1,35,1
0.500,0.09500,21,1,1035,1
0.500,0.09500,22,1,1502,1
0.500,0.09500,23,1,169,1
0.500,0.09500,24,1,1421,1
0.500,0.09500,25,1,3100,1
0.500,0.09500,26,1,1346,1
0.500,0.09500,27,1,371,1
0.500,0.09500,28,1,3420,1
0.500,0.06500,25,1,100000,0
0.500,0.09500,29,1,4868,1
0.500,0.09500,30,1,530,1
0.500,0.09500,31,1,858,1
0.500,0.09500,32,1,407,1
0.500,0.09750,1,1,193,1
0.500,0.09750,2,1,436,1
0.500,0.09750,3,1,364,1
0.500,0.09750,4,1,727,1
0.500,0.09750,5,1,212,1
0.500,0.09750,6,1,600,1
0.500,0.09750,7,1,1922,1
0.500,0.09750,8,1,338,1
0.500,0.09750,9,1,1465,1
0.500,0.09750,10,1,263,1
0.500,0.09750,11,1,247,1
0.500,0.09750,12,1,63,1
0.500,0.09750,13,1,660,1
0.500,0.09750,14,1,12,1
0.500,0.09750,15,1,122,1
0.600,0.00750,9,1,100000,0
0.500,0.09750,16,1,606,1
0.500,0.09750,17,1,1326,1
0.500,0.09750,18,1,626,1
0.500,0.09750,19,1,737,1
0.500,0.09750,20,1,1932,1
0.500,0.09750,21,1,203,1
0.500,0.09750,22,1,633,1
0.580,0.01500,27,1,100000,0
0.500,0.09750,23,1,420,1
0.500,0.09750,24,1,1014,1
0.500,0.09750,25,1,426,1
0.500,0.09750,26,1,592,1
0.500,0.09750,27,1,1053,1
0.500,0.09750,28,1,276,1
0.500,0.09750,29,1,42,1
0.500,0.09750,30,1,698,1
0.500,0.09750,31,1,1336,1
0.500,0.09750,32,1,1049,1
0.500,0.10000,1,1,374,1
0.500,0.10000,2,1,168,1
0.500,0.10000,3,1,72,1
0.500,0.10000,4,1,231,1
0.500,0.10000,5,1,177,1
0.500,0.10000,6,1,404,1
0.500,0.10000,7,1,31,1
0.500,0.10000,8,1,437,1
0.500,0.10000,9,1,33,1
0.500,0.10000,10,1,539,1
0.500,0.10000,11,1,156,1
0.500,0.10000,12,1,163,1
0.500,0.10000,13,1,335,1
0.500,0.10000,14,1,111,1
0.500,0.10000,15,1,378,1
0.500,0.10000,16,1,801,1
0.500,0.10000,17,1,565,1
0.500,0.10000,18,1,925,1
0.500,0.10000,19,1,46,1
0.550,0.03750,24,1,100000,0
0.500,0.10000,20,1,198,1
0.500,0.10000,21,1,139,1
0.500,0.10000,22,1,1417,1
0.500,0.10000,23,1,163,1
0.500,0.10000,24,1,140,1
0.500,0.10000,25,1,175,1
0.500,0.10000,26,1,248,1
0.500,0.10000,27,1,365,1
0.500,0.10000,28,1,179,1
0.500,0.10000,29,1,805,1
0.500,0.10000,30,1,238,1
0.500,0.10000,31,1,282,1
0.500,0.10000,32,1,135,1
0.500,0.06500,26,1,100000,0
0.600,0.00750,10,1,100000,0
0.580,0.01500,28,1,100000,0
0.550,0.03750,25,1,100000,0
0.550,0.02500,1,1,100000,0
0.600,0.00750,11,1,100000,0
0.500,0.06500,27,1,100000,0
0.580,0.01500,29,1,100000,0
0.550,0.02500,2,1,100000,0
0.550,0.03750,26,1,100000,0
0.600,0.00750,12,1,100000,0
0.500,0.06500,28,1,100000,0
0.580,0.01500,30,1,100000,0
0.550,0.02500,3,1,100000,0
0.600,0.00750,13,1,100000,0
0.550,0.03750,27,1,100000,0
0.500,0.06500,29,1,100000,0
0.580,0.01500,31,1,100000,0
0.550,0.02500,4,1,100000,0
0.600,0.00750,14,1,100000,0
0.550,0.03750,28,1,100000,0
0.500,0.06500,30,1,100000,0
0.580,0.01500,32,1,100000,0
0.600,0.00750,15,1,100000,0
0.550,0.02500,5,1,100000,0
0.550,0.03750,29,1,100000,0
0.500,0.06500,31,1,100000,0
0.580,0.01750,1,1,100000,0
0.600,0.00750,16,1,100000,0
0.550,0.02500,6,1,100000,0
0.550,0.03750,30,1,100000,0
0.500,0.06500,32,1,100000,0
0.600,0.00750,17,1,100000,0
0.580,0.01750,2,1,100000,0
0.550,0.02500,7,1,100000,0
0.550,0.03750,31,1,100000,0
0.600,0.00750,18,1,100000,0
0.500,0.06750,1,1,100000,0
0.580,0.01750,3,1,100000,0
0.550,0.02500,8,1,100000,0
0.600,0.00750,19,1,100000,0
0.550,0.03750,32,1,100000,0
0.500,0.06750,2,1,100000,0
0.580,0.01750,4,1,100000,0
0.550,0.02500,9,1,100000,0
0.600,0.00750,20,1,100000,0
0.500,0.06750,3,1,100000,0
0.550,0.04000,1,1,100000,0
0.580,0.01750,5,1,100000,0
0.550,0.02500,10,1,100000,0
0.600,0.00750,21,1,100000,0
0.500,0.06750,4,1,100000,0
0.580,0.01750,6,1,100000,0
0.550,0.02500,11,1,100000,0
0.550,0.04000,2,1,100000,0
0.600,0.00750,22,1,100000,0
0.500,0.06750,5,1,100000,0
0.550,0.02500,12,1,100000,0
0.580,0.01750,7,1,100000,0
0.600,0.00750,23,1,100000,0
0.550,0.04000,3,1,100000,0
0.600,0.00750,24,1,100000,0
0.500,0.06750,6,1,100000,0
0.550,0.02500,13,1,100000,0
0.580,0.01750,8,1,100000,0
0.550,0.04000,4,1,100000,0
0.600,0.00750,25,1,100000,0
0.550,0.02500,14,1,100000,0
0.500,0.06750,7,1,100000,0
0.580,0.01750,9,1,100000,0
0.550,0.04000,5,1,100000,0
0.600,0.00750,26,1,100000,0
0.550,0.02500,15,1,100000,0
0.500,0.06750,8,1,100000,0
0.580,0.01750,10,1,100000,0
0.550,0.04000,6,1,100000,0
0.600,0.00750,27,1,100000,0
0.550,0.02500,16,1,100000,0
0.500,0.06750,9,1,100000,0
0.580,0.01750,11,1,100000,0
0.600,0.00750,28,1,100000,0
0.550,0.04000,7,1,100000,0
0.550,0.02500,17,1,100000,0
0.500,0.06750,10,1,100000,0
0.580,0.01750,12,1,100000,0
0.600,0.00750,29,1,100000,0
0.550,0.04000,8,1,100000,0
0.550,0.02500,18,1,100000,0
0.500,0.06750,11,1,100000,0
0.600,0.00750,30,1,100000,0
0.580,0.01750,13,1,100000,0
0.550,0.04000,9,1,100000,0
0.550,0.02500,19,1,100000,0
0.600,0.00750,31,1,100000,0
0.500,0.06750,12,1,100000,0
0.580,0.01750,14,1,100000,0
0.550,0.04000,10,1,100000,0
0.600,0.00750,32,1,100000,0
0.550,0.02500,20,1,100000,0
0.500,0.06750,13,1,100000,0
0.580,0.01750,15,1,100000,0
0.550,0.04000,11,1,100000,0
0.550,0.02500,21,1,100000,0
0.580,0.01750,16,1,100000,0
0.500,0.06750,14,1,100000,0
0.550,0.04000,12,1,100000,0
0.550,0.02500,22,1,100000,0
0.580,0.01750,17,1,100000,0
0.500,0.06750,15,1,100000,0
0.550,0.02500,23,1,100000,0
0.550,0.04000,13,1,100000,0
0.580,0.01750,18,1,100000,0
0.500,0.06750,16,1,100000,0
0.550,0.02500,24,1,100000,0
0.550,0.04000,14,1,100000,0
0.580,0.01750,19,1,100000,0
0.500,0.06750,17,1,100000,0
0.550,0.02500,25,1,100000,0
0.550,0.04000,15,1,100000,0
0.580,0.01750,20,1,100000,0
0.500,0.06750,18,1,100000,0
0.550,0.02500,26,1,100000,0
0.550,0.04000,16,1,100000,0
0.580,0.01750,21,1,100000,0
0.500,0.06750,19,1,100000,0
0.550,0.02500,27,1,100000,0
0.500,0.06750,20,1,100000,0
0.550,0.04000,17,1,100000,0
0.580,0.01750,22,1,100000,0
0.550,0.02500,28,1,100000,0
0.500,0.06750,21,1,100000,0
0.580,0.01750,23,1,100000,0
0.550,0.04000,18,1,100000,0
0.550,0.02500,29,1,100000,0
0.580,0.01750,24,1,100000,0
0.500,0.06750,22,1,100000,0
0.550,0.04000,19,1,100000,0
0.550,0.02500,30,1,100000,0
0.580,0.01750,25,1,100000,0
0.500,0.06750,23,1,100000,0
0.550,0.04000,20,1,100000,0
0.550,0.02500,31,1,100000,0
0.580,0.01750,26,1,100000,0
0.500,0.06750,24,1,100000,0
0.550,0.04000,21,1,100000,0
0.550,0.02500,32,1,100000,0
0.580,0.01750,27,1,100000,0
0.500,0.06750,25,1,100000,0
0.550,0.02750,1,1,100000,0
0.550,0.04000,22,1,100000,0
0.580,0.01750,28,1,100000,0
0.500,0.06750,26,1,100000,0
0.550,0.02750,2,1,100000,0
0.550,0.04000,23,1,100000,0
0.580,0.01750,29,1,100000,0
0.500,0.06750,27,1,100000,0
0.550,0.02750,3,1,100000,0
0.550,0.04000,24,1,100000,0
0.580,0.01750,30,1,100000,0
0.500,0.06750,28,1,100000,0
0.550,0.02750,4,1,100000,0
0.550,0.04000,25,1,100000,0
0.580,0.01750,31,1,100000,0
0.500,0.06750,29,1,100000,0
0.550,0.02750,5,1,100000,0
0.550,0.04000,26,1,100000,0
0.580,0.01750,32,1,100000,0
0.550,0.02750,6,1,100000,0
0.500,0.06750,30,1,100000,0
0.550,0.04000,27,1,100000,0
0.580,0.02000,1,1,100000,0
0.550,0.02750,7,1,100000,0
0.500,0.06750,31,1,100000,0
0.550,0.04000,28,1,100000,0
0.580,0.02000,2,1,100000,0
0.550,0.02750,8,1,100000,0
0.500,0.06750,32,1,100000,0
0.550,0.04000,29,1,100000,0
0.580,0.02000,3,1,100000,0
0.550,0.02750,9,1,100000,0
0.500,0.07000,1,1,100000,0
0.580,0.02000,4,1,100000,0
0.550,0.04000,30,1,100000,0
0.550,0.02750,10,1,100000,0
0.500,0.07000,2,1,100000,0
0.580,0.02000,5,1,100000,0
0.550,0.04000,31,1,100000,0
0.550,0.02750,11,1,100000,0
0.500,0.07000,3,1,100000,0
0.580,0.02000,6,1,100000,0
0.550,0.02750,12,1,100000,0
0.550,0.04000,32,1,100000,0
0.500,0.07000,4,1,100000,0
0.580,0.02000,7,1,100000,0
0.550,0.02750,13,1,100000,0
0.550,0.04250,1,1,100000,0
0.500,0.07000,5,1,100000,0
0.580,0.02000,8,1,100000,0
0.550,0.02750,14,1,100000,0
0.550,0.04250,2,1,100000,0
0.500,0.07000,6,1,100000,0
0.580,0.02000,9,1,100000,0
0.550,0.02750,15,1,100000,0
0.500,0.07000,7,1,100000,0
0.550,0.04250,3,1,100000,0
0.580,0.02000,10,1,100000,0
0.550,0.02750,16,1,100000,0
0.500,0.07000,8,1,100000,0
0.550,0.04250,4,1,100000,0
0.580,0.02000,11,1,100000,0
0.550,0.02750,17,1,100000,0
0.500,0.07000,9,1,100000,0
0.550,0.04250,5,1,100000,0
0.580,0.02000,12,1,100000,0
0.550,0.02750,18,1,100000,0
0.500,0.07000,10,1,100000,0
0.550,0.04250,6,1,100000,0
0.580,0.02000,13,1,100000,0
0.550,0.02750,19,1,100000,0
0.500,0.07000,11,1,100000,0
0.550,0.04250,7,1,100000,0
0.580,0.02000,14,1,100000,0
0.550,0.02750,20,1,100000,0
0.500,0.07000,12,1,100000,0
0.550,0.04250,8,1,100000,0
0.580,0.02000,15,1,100000,0
0.550,0.02750,21,1,100000,0
0.500,0.07000,13,1,100000,0
0.580,0.02000,16,1,100000,0
0.550,0.04250,9,1,100000,0
0.550,0.02750,22,1,100000,0
0.500,0.07000,14,1,100000,0
0.580,0.02000,17,1,100000,0
0.550,0.04250,10,1,100000,0
0.550,0.02750,23,1,100000,0
0.500,0.07000,15,1,100000,0
0.580,0.02000,18,1,100000,0
0.550,0.02750,24,1,100000,0
0.550,0.04250,11,1,100000,0
0.500,0.07000,16,1,100000,0
0.580,0.02000,19,1,100000,0
0.550,0.02750,25,1,100000,0
0.550,0.04250,12,1,100000,0
0.500,0.07000,17,1,100000,0
0.580,0.02000,20,1,100000,0
0.550,0.02750,26,1,100000,0
0.550,0.04250,13,1,100000,0
0.500,0.07000,18,1,100000,0
0.580,0.02000,21,1,100000,0
0.550,0.02750,27,1,100000,0
0.550,0.04250,14,1,100000,0
0.500,0.07000,19,1,100000,0
0.580,0.02000,22,1,100000,0
0.550,0.02750,28,1,100000,0
0.550,0.04250,15,1,100000,0
0.500,0.07000,20,1,100000,0
0.580,0.02000,23,1,100000,0
0.550,0.02750,29,1,100000,0
0.550,0.04250,16,1,100000,0
0.500,0.07000,21,1,100000,0
0.580,0.02000,24,1,100000,0
0.550,0.02750,30,1,100000,0
0.550,0.04250,17,1,100000,0
0.500,0.07000,22,1,100000,0
0.580,0.02000,25,1,100000,0
0.550,0.02750,31,1,100000,0
0.500,0.07000,23,1,100000,0
0.550,0.04250,18,1,100000,0
0.550,0.02750,32,1,100000,0
0.580,0.02000,26,1,100000,0
0.500,0.07000,24,1,100000,0
0.550,0.04250,19,1,100000,0
0.550,0.03000,1,1,100000,0
0.580,0.02000,27,1,100000,0
0.500,0.07000,25,1,100000,0
0.550,0.04250,20,1,100000,0
0.550,0.03000,2,1,100000,0
0.580,0.02000,28,1,100000,0
0.500,0.07000,26,1,100000,0
0.550,0.04250,21,1,100000,0
0.550,0.03000,3,1,100000,0
0.580,0.02000,29,1,100000,0
0.500,0.07000,27,1,100000,0
0.550,0.04250,22,1,100000,0
0.550,0.03000,4,1,100000,0
0.580,0.02000,30,1,100000,0
0.500,0.07000,28,1,100000,0
0.550,0.04250,23,1,100000,0
0.550,0.03000,5,1,100000,0
0.580,0.02000,31,1,100000,0
0.500,0.07000,29,1,100000,0
0.550,0.03000,6,1,100000,0
0.580,0.02000,32,1,100000,0
0.550,0.04250,24,1,100000,0
0.500,0.07000,30,1,100000,0
0.550,0.03000,7,1,100000,0
0.580,0.02250,1,1,100000,0
