# generator=basin_stab_LSE_semismart_AAAI_Nramp.jl  M_TARGET=4.4e+07  K_TARGET=30000  N_FLOOR=12  betanet=1.0
# N_EQ=32768  N_SAMP=8192  N_DIS_TARGET=64  MEM_BUDGET_GB=40.0  generated=2026-06-07T13:48:36.518
alpha,T,N_used,K_retained,disorder,phi_a,phi_b,q12,phi_max_retained
0.200,0.05500,88,30191,39,0.972087,0.974487,0.950159,0.540709
0.200,0.05500,88,29877,40,0.972821,0.973366,0.947234,0.537018
0.200,0.05500,88,30281,41,0.973633,0.974835,0.949666,0.544277
0.200,0.05500,88,30216,42,0.973153,0.973416,0.948579,0.540085
0.200,0.05500,88,29889,43,0.972681,0.972441,0.946581,0.538249
0.200,0.05500,88,29966,44,0.975116,0.975487,0.952278,0.536135
0.200,0.05500,88,29917,45,0.972753,0.973277,0.948972,0.546687
0.200,0.05500,88,29962,46,0.974515,0.974382,0.952020,0.538324
0.200,0.05500,88,30001,47,0.974332,0.973442,0.948106,0.578377
0.200,0.05500,88,30312,48,0.971593,0.973468,0.944764,0.554398
0.200,0.05500,88,29891,49,0.972984,0.971959,0.943961,0.530055
0.200,0.05500,88,30061,50,0.973064,0.973857,0.947184,0.538340
0.200,0.05500,88,30249,51,0.973498,0.972094,0.946577,0.533455
0.200,0.05500,88,29895,52,0.972536,0.972924,0.946821,0.543173
0.200,0.05500,88,29819,53,0.974421,0.970531,0.946693,0.557486
0.200,0.05500,88,29965,54,0.972901,0.972062,0.944776,0.551977
0.200,0.05500,88,30049,55,0.975095,0.973379,0.949336,0.538121
0.200,0.05500,88,29833,56,0.972762,0.969788,0.944936,0.568262
0.200,0.05500,88,29954,57,0.973329,0.970978,0.945897,0.565333
0.200,0.05500,88,29958,58,0.971839,0.974034,0.945192,0.537882
0.200,0.05500,88,30266,59,0.971754,0.971425,0.940007,0.544867
0.200,0.05500,88,30202,60,0.971778,0.972627,0.949642,0.560181
0.200,0.05500,88,30342,61,0.972079,0.973990,0.948202,0.577285
0.200,0.05500,88,29949,62,0.973530,0.972346,0.945331,0.547091
0.200,0.05500,88,29897,63,0.973462,0.972654,0.948586,0.558150
0.200,0.05500,88,30343,64,0.972612,0.971550,0.944820,0.532456
0.200,0.06500,88,29889,1,0.967371,0.966004,0.936678,0.551824
0.200,0.06500,88,30497,2,0.965405,0.969371,0.937010,0.548384
0.200,0.06500,88,29913,3,0.971084,0.969668,0.941461,0.547898
0.200,0.06500,88,29942,4,0.967409,0.967433,0.936969,0.548299
0.200,0.06500,88,30080,5,0.969541,0.967612,0.939682,0.553628
0.200,0.06500,88,29964,6,0.968872,0.968835,0.938567,0.548143
0.200,0.06500,88,30284,7,0.966173,0.968043,0.935638,0.540876
0.200,0.06500,88,29802,8,0.968929,0.968314,0.939097,0.548537
0.200,0.06500,88,29978,9,0.969382,0.969903,0.942959,0.550309
0.200,0.06500,88,29878,10,0.968720,0.970169,0.939828,0.529592
0.200,0.06500,88,29997,11,0.967082,0.966770,0.934873,0.532452
0.200,0.06500,88,29737,12,0.966538,0.970348,0.937987,0.539899
0.200,0.06500,88,29706,13,0.966961,0.971054,0.938419,0.539288
0.200,0.06500,88,29868,14,0.968600,0.969782,0.938551,0.542071
0.200,0.06500,88,29748,15,0.967261,0.969552,0.937932,0.546159
0.200,0.06500,88,29978,16,0.968875,0.969409,0.941366,0.536883
0.200,0.06500,88,30020,17,0.969215,0.968935,0.939512,0.544348
0.200,0.06500,88,30152,18,0.966196,0.966103,0.932906,0.542982
0.200,0.06500,88,29956,19,0.967735,0.968762,0.935708,0.550624
0.200,0.06500,88,29924,20,0.970684,0.969857,0.940572,0.547945
0.200,0.06500,88,29845,21,0.969812,0.967192,0.936216,0.538299
0.200,0.06500,88,29808,22,0.969819,0.967038,0.935627,0.548714
0.200,0.06500,88,30288,23,0.968454,0.968712,0.936607,0.547233
0.200,0.06500,88,30137,24,0.970953,0.970513,0.940759,0.537405
0.200,0.06500,88,29955,25,0.967546,0.968379,0.934086,0.570090
0.200,0.06500,88,30050,26,0.969232,0.968443,0.940810,0.534290
0.200,0.06500,88,29736,27,0.971296,0.964478,0.937909,0.542811
0.200,0.06500,88,30088,28,0.964488,0.966426,0.931439,0.569426
0.200,0.06500,88,30120,29,0.968949,0.967249,0.939308,0.560657
0.200,0.06500,88,30024,30,0.966852,0.971716,0.939571,0.550067
0.200,0.06500,88,29807,31,0.970436,0.969273,0.939390,0.556615
0.200,0.06500,88,29865,32,0.967556,0.966971,0.936580,0.566792
0.200,0.06500,88,30137,33,0.967405,0.969595,0.936198,0.553265
0.200,0.06500,88,29884,34,0.968392,0.968056,0.936755,0.546608
0.200,0.06500,88,30073,35,0.969023,0.966481,0.936833,0.551323
0.200,0.06500,88,29706,36,0.967049,0.969477,0.936277,0.561454
0.200,0.06500,88,30559,37,0.969970,0.966300,0.936565,0.547199
0.200,0.06500,88,29623,38,0.967352,0.967351,0.934832,0.537386
0.200,0.06500,88,30191,39,0.971199,0.969029,0.940838,0.539888
0.200,0.06500,88,29877,40,0.969348,0.969605,0.938813,0.537938
0.200,0.06500,88,30281,41,0.968922,0.967734,0.935473,0.536593
0.200,0.06500,88,30216,42,0.969202,0.969916,0.945363,0.536528
0.200,0.06500,88,29889,43,0.965230,0.969382,0.936260,0.552061
0.200,0.06500,88,29966,44,0.966251,0.968115,0.934074,0.538358
0.200,0.06500,88,29917,45,0.968860,0.966709,0.936129,0.552456
0.200,0.06500,88,29962,46,0.967000,0.967284,0.934479,0.542409
0.200,0.06500,88,30001,47,0.968999,0.967611,0.938000,0.573103
0.200,0.06500,88,30312,48,0.968911,0.969740,0.938897,0.549577
0.200,0.06500,88,29891,49,0.968709,0.968402,0.936887,0.541285
0.200,0.06500,88,30061,50,0.968116,0.969769,0.939637,0.543667
0.200,0.06500,88,30249,51,0.969388,0.969635,0.938734,0.533508
0.200,0.06500,88,29895,52,0.966536,0.968737,0.935410,0.533558
0.200,0.06500,88,29819,53,0.967036,0.969125,0.939065,0.554886
0.200,0.06500,88,29965,54,0.970122,0.971459,0.940006,0.555986
0.200,0.06500,88,30049,55,0.967367,0.968092,0.938281,0.534816
0.200,0.06500,88,29833,56,0.969964,0.966761,0.938020,0.549537
0.200,0.06500,88,29954,57,0.968718,0.966867,0.937064,0.578089
0.200,0.06500,88,29958,58,0.969760,0.967874,0.938485,0.542979
0.200,0.06500,88,30266,59,0.969486,0.967247,0.937154,0.544041
0.200,0.06500,88,30202,60,0.968415,0.966834,0.937601,0.559987
0.200,0.06500,88,30342,61,0.969667,0.966810,0.934074,0.570834
0.200,0.06500,88,29949,62,0.969188,0.968215,0.939449,0.551030
0.200,0.06500,88,29897,63,0.967513,0.966619,0.935876,0.554513
0.200,0.06500,88,30343,64,0.966635,0.970029,0.936596,0.533542
0.200,0.07500,88,29889,1,0.967062,0.965873,0.934456,0.557948
0.200,0.07500,88,30497,2,0.965423,0.963764,0.932842,0.541410
0.200,0.07500,88,29913,3,0.963205,0.967243,0.932662,0.547169
0.200,0.07500,88,29942,4,0.964206,0.964630,0.927988,0.543752
0.200,0.07500,88,30080,5,0.964682,0.964054,0.926009,0.560211
0.200,0.07500,88,29964,6,0.961019,0.965140,0.927700,0.543506
0.200,0.07500,88,30284,7,0.962333,0.963616,0.925040,0.534734
0.200,0.07500,88,29802,8,0.963976,0.962504,0.927906,0.548411
0.200,0.07500,88,29978,9,0.962647,0.961720,0.921201,0.540864
0.200,0.07500,88,29878,10,0.965550,0.962499,0.924259,0.529821
0.200,0.07500,88,29997,11,0.964010,0.962090,0.928151,0.544617
0.200,0.07500,88,29737,12,0.963288,0.960987,0.923864,0.548055
0.200,0.07500,88,29706,13,0.959410,0.962330,0.924392,0.542440
0.200,0.07500,88,29868,14,0.967347,0.962550,0.931248,0.548542
0.200,0.07500,88,29748,15,0.964835,0.962539,0.934810,0.541239
0.200,0.07500,88,29978,16,0.963770,0.962187,0.924460,0.539054
0.200,0.07500,88,30020,17,0.963517,0.961390,0.925970,0.541019
0.200,0.07500,88,30152,18,0.962235,0.966060,0.930697,0.545129
0.200,0.07500,88,29956,19,0.963594,0.963305,0.925274,0.558674
0.200,0.07500,88,29924,20,0.965171,0.964396,0.933369,0.543192
0.200,0.07500,88,29845,21,0.963631,0.961148,0.923069,0.549133
0.200,0.07500,88,29808,22,0.963809,0.966497,0.933765,0.542327
0.200,0.07500,88,30288,23,0.965355,0.961311,0.926903,0.548919
0.200,0.07500,88,30137,24,0.967658,0.964881,0.935909,0.540741
0.200,0.07500,88,29955,25,0.964560,0.962529,0.925608,0.555323
0.200,0.07500,88,30050,26,0.963526,0.967559,0.931203,0.539428
0.200,0.07500,88,29736,27,0.964869,0.962249,0.931996,0.535228
0.200,0.07500,88,30088,28,0.961763,0.964163,0.925542,0.564457
0.200,0.07500,88,30120,29,0.963862,0.963080,0.926041,0.552985
0.200,0.07500,88,30024,30,0.960465,0.963406,0.922511,0.557458
0.200,0.07500,88,29807,31,0.964435,0.965117,0.930296,0.557868
0.200,0.07500,88,29865,32,0.963176,0.965604,0.932884,0.569717
0.200,0.07500,88,30137,33,0.963451,0.965114,0.929693,0.558816
0.200,0.07500,88,29884,34,0.963627,0.964678,0.928107,0.545378
0.200,0.07500,88,30073,35,0.966207,0.965070,0.933346,0.552203
0.200,0.07500,88,29706,36,0.963638,0.965563,0.930072,0.548720
0.200,0.07500,88,30559,37,0.964879,0.960858,0.923982,0.551513
0.200,0.07500,88,29623,38,0.965058,0.960584,0.925464,0.535439
0.200,0.07500,88,30191,39,0.964304,0.963706,0.931502,0.542192
0.200,0.07500,88,29877,40,0.966703,0.962850,0.930636,0.536043
0.200,0.07500,88,30281,41,0.960360,0.959842,0.920798,0.535581
0.200,0.07500,88,30216,42,0.961583,0.962757,0.923500,0.538670
0.200,0.07500,88,29889,43,0.962290,0.965156,0.930684,0.544201
0.200,0.07500,88,29966,44,0.960144,0.963598,0.922782,0.539422
0.200,0.07500,88,29917,45,0.963037,0.964514,0.931251,0.544955
0.200,0.07500,88,29962,46,0.962564,0.964659,0.928860,0.548514
0.200,0.07500,88,30001,47,0.961872,0.963716,0.924296,0.581034
0.200,0.07500,88,30312,48,0.964572,0.964147,0.928659,0.547883
0.200,0.07500,88,29891,49,0.966621,0.961022,0.930407,0.534001
0.200,0.07500,88,30061,50,0.965307,0.964364,0.930894,0.539630
0.200,0.07500,88,30249,51,0.967219,0.962924,0.931599,0.535674
0.200,0.07500,88,29895,52,0.965275,0.964040,0.931555,0.535798
0.200,0.07500,88,29819,53,0.966283,0.959505,0.929781,0.555400
0.200,0.07500,88,29965,54,0.964215,0.964942,0.928426,0.546060
0.200,0.07500,88,30049,55,0.963162,0.962144,0.931966,0.542643
0.200,0.07500,88,29833,56,0.965342,0.964659,0.931386,0.557312
0.200,0.07500,88,29954,57,0.963675,0.961430,0.924895,0.572721
0.200,0.07500,88,29958,58,0.963983,0.963706,0.930046,0.539266
0.200,0.07500,88,30266,59,0.964489,0.967209,0.934339,0.541898
0.200,0.07500,88,30202,60,0.959692,0.962231,0.922573,0.560996
0.200,0.07500,88,30342,61,0.963255,0.962021,0.924979,0.578269
0.200,0.07500,88,29949,62,0.966271,0.959668,0.928157,0.560229
0.200,0.07500,88,29897,63,0.962264,0.960884,0.923621,0.549010
0.200,0.07500,88,30343,64,0.962102,0.962512,0.926321,0.525931
0.200,0.08500,88,29889,1,0.959264,0.957951,0.914724,0.554195
0.200,0.08500,88,30497,2,0.961505,0.961211,0.924985,0.541339
0.200,0.08500,88,29913,3,0.957755,0.962088,0.920455,0.548002
0.200,0.08500,88,29942,4,0.958572,0.960414,0.920152,0.548781
0.200,0.08500,88,30080,5,0.956801,0.956999,0.916153,0.553933
0.200,0.08500,88,29964,6,0.957248,0.957508,0.916220,0.545184
0.200,0.08500,88,30284,7,0.960004,0.960607,0.923015,0.543664
0.200,0.08500,88,29802,8,0.958804,0.957850,0.915661,0.548164
0.200,0.08500,88,29978,9,0.960920,0.959589,0.917835,0.542473
0.200,0.08500,88,29878,10,0.961859,0.962178,0.927419,0.529981
0.200,0.08500,88,29997,11,0.956427,0.959717,0.921593,0.533016
0.200,0.08500,88,29737,12,0.959742,0.958073,0.915510,0.543052
0.200,0.08500,88,29706,13,0.959682,0.958433,0.919457,0.535184
0.200,0.08500,88,29868,14,0.958394,0.957099,0.917075,0.545904
0.200,0.08500,88,29748,15,0.958893,0.957230,0.919055,0.542150
0.200,0.08500,88,29978,16,0.959851,0.960163,0.921235,0.537487
0.200,0.08500,88,30020,17,0.958593,0.960612,0.918741,0.550637
0.200,0.08500,88,30152,18,0.958022,0.956122,0.915432,0.548111
0.200,0.08500,88,29956,19,0.959305,0.959173,0.917676,0.552602
0.200,0.08500,88,29924,20,0.958079,0.957097,0.914624,0.551591
0.200,0.08500,88,29845,21,0.956162,0.958621,0.919478,0.544608
0.200,0.08500,88,29808,22,0.961348,0.959939,0.923743,0.545160
0.200,0.08500,88,30288,23,0.959131,0.959752,0.919167,0.542559
0.200,0.08500,88,30137,24,0.961911,0.960430,0.922734,0.539293
0.200,0.08500,88,29955,25,0.959397,0.963607,0.924599,0.557533
0.200,0.08500,88,30050,26,0.955924,0.957618,0.915703,0.540871
0.200,0.08500,88,29736,27,0.962454,0.958777,0.923413,0.542970
0.200,0.08500,88,30088,28,0.958906,0.958585,0.920802,0.563276
0.200,0.08500,88,30120,29,0.960416,0.958833,0.918433,0.558507
0.200,0.08500,88,30024,30,0.960116,0.958865,0.922267,0.555916
0.200,0.08500,88,29807,31,0.961116,0.959591,0.919355,0.553807
0.200,0.08500,88,29865,32,0.959336,0.956550,0.919178,0.576079
0.200,0.08500,88,30137,33,0.956955,0.957690,0.915564,0.550968
0.200,0.08500,88,29884,34,0.958348,0.960444,0.920071,0.547596
0.200,0.08500,88,30073,35,0.959171,0.956895,0.919214,0.550794
0.200,0.08500,88,29706,36,0.962025,0.958277,0.919770,0.551667
0.200,0.08500,88,30559,37,0.959740,0.958593,0.919946,0.552894
0.200,0.08500,88,29623,38,0.961693,0.960198,0.926144,0.536595
0.200,0.08500,88,30191,39,0.961064,0.958674,0.922929,0.535152
0.200,0.08500,88,29877,40,0.961703,0.960829,0.926612,0.544686
0.200,0.08500,88,30281,41,0.959991,0.958912,0.920133,0.540674
0.200,0.08500,88,30216,42,0.958266,0.957963,0.921600,0.541346
0.200,0.08500,88,29889,43,0.959480,0.958196,0.919372,0.543515
0.200,0.08500,88,29966,44,0.955516,0.958708,0.913411,0.544409
0.200,0.08500,88,29917,45,0.959819,0.961702,0.921216,0.552650
0.200,0.08500,88,29962,46,0.956174,0.956270,0.915124,0.541064
0.200,0.08500,88,30001,47,0.960074,0.961235,0.923571,0.566368
0.200,0.08500,88,30312,48,0.962345,0.957605,0.923432,0.549443
0.200,0.08500,88,29891,49,0.961489,0.954646,0.917849,0.538725
0.200,0.08500,88,30061,50,0.959628,0.956828,0.916089,0.540089
0.200,0.08500,88,30249,51,0.958420,0.955096,0.915485,0.533637
0.200,0.08500,88,29895,52,0.959388,0.957831,0.918942,0.541609
0.200,0.08500,88,29819,53,0.963566,0.959594,0.924818,0.555739
0.200,0.08500,88,29965,54,0.958615,0.957717,0.918218,0.559199
0.200,0.08500,88,30049,55,0.958206,0.955500,0.917130,0.539220
0.200,0.08500,88,29833,56,0.960862,0.959487,0.922713,0.565531
0.200,0.08500,88,29954,57,0.959302,0.963126,0.928171,0.570109
0.200,0.08500,88,29958,58,0.959167,0.957588,0.920942,0.541934
0.200,0.08500,88,30266,59,0.956770,0.957910,0.915880,0.545443
0.200,0.08500,88,30202,60,0.959012,0.959781,0.920416,0.549024
0.200,0.08500,88,30342,61,0.960290,0.959332,0.921934,0.575590
0.200,0.08500,88,29949,62,0.959369,0.961591,0.925808,0.554378
0.200,0.08500,88,29897,63,0.960374,0.957144,0.919224,0.566386
0.200,0.08500,88,30343,64,0.958392,0.959977,0.921890,0.531582
0.200,0.09500,88,29889,1,0.952458,0.958062,0.911808,0.555381
0.200,0.09500,88,30497,2,0.957048,0.956353,0.915784,0.544017
0.200,0.09500,88,29913,3,0.956959,0.956137,0.915486,0.544624
0.200,0.09500,88,29942,4,0.955197,0.954920,0.910381,0.546831
0.200,0.09500,88,30080,5,0.954200,0.953997,0.911431,0.553766
0.200,0.09500,88,29964,6,0.954298,0.954263,0.908379,0.552781
0.200,0.09500,88,30284,7,0.956895,0.954162,0.912795,0.541526
0.200,0.09500,88,29802,8,0.954785,0.951694,0.908278,0.553916
0.200,0.09500,88,29978,9,0.954364,0.951739,0.906818,0.546654
0.200,0.09500,88,29878,10,0.955626,0.953564,0.911878,0.532500
0.200,0.09500,88,29997,11,0.954824,0.955005,0.912389,0.536291
0.200,0.09500,88,29737,12,0.956211,0.949847,0.908908,0.542261
0.200,0.09500,88,29706,13,0.953044,0.954334,0.908405,0.539179
0.200,0.09500,88,29868,14,0.953280,0.955096,0.913351,0.546177
0.200,0.09500,88,29748,15,0.952074,0.955617,0.911513,0.551987
0.200,0.09500,88,29978,16,0.956056,0.953641,0.908175,0.537810
0.200,0.09500,88,30020,17,0.954321,0.954156,0.907955,0.543086
0.200,0.09500,88,30152,18,0.954825,0.952817,0.908272,0.547627
0.200,0.09500,88,29956,19,0.954424,0.954489,0.915866,0.545989
0.200,0.09500,88,29924,20,0.957759,0.958122,0.915070,0.543939
0.200,0.09500,88,29845,21,0.952023,0.957788,0.911796,0.544944
0.200,0.09500,88,29808,22,0.953625,0.952377,0.908842,0.542418
0.200,0.09500,88,30288,23,0.955635,0.953771,0.913192,0.553460
0.200,0.09500,88,30137,24,0.955552,0.951838,0.905982,0.538632
0.200,0.09500,88,29955,25,0.955199,0.952695,0.912031,0.554662
0.200,0.09500,88,30050,26,0.951570,0.958445,0.909649,0.540859
0.200,0.09500,88,29736,27,0.952051,0.953772,0.905847,0.539404
0.200,0.09500,88,30088,28,0.955365,0.954505,0.912172,0.567639
0.200,0.09500,88,30120,29,0.955984,0.955942,0.912126,0.551075
0.200,0.09500,88,30024,30,0.955351,0.954844,0.913228,0.552098
0.200,0.09500,88,29807,31,0.956909,0.955385,0.912831,0.548281
0.200,0.09500,88,29865,32,0.952986,0.956149,0.909789,0.571911
0.200,0.09500,88,30137,33,0.951887,0.955720,0.909282,0.558313
0.200,0.09500,88,29884,34,0.952806,0.953284,0.909994,0.544866
0.200,0.09500,88,30073,35,0.954116,0.954194,0.908766,0.552820
0.200,0.09500,88,29706,36,0.955687,0.952037,0.909574,0.544329
0.200,0.09500,88,30559,37,0.954514,0.950770,0.912184,0.548903
0.200,0.09500,88,29623,38,0.955554,0.955232,0.909284,0.538988
0.200,0.09500,88,30191,39,0.957210,0.955052,0.914848,0.538548
0.200,0.09500,88,29877,40,0.957862,0.955582,0.916205,0.541376
0.200,0.09500,88,30281,41,0.953971,0.952482,0.910439,0.543961
0.200,0.09500,88,30216,42,0.955360,0.951740,0.909810,0.541191
0.200,0.09500,88,29889,43,0.955683,0.952756,0.913857,0.544337
0.200,0.09500,88,29966,44,0.953545,0.956300,0.913861,0.541743
0.200,0.09500,88,29917,45,0.953147,0.954824,0.906655,0.548790
0.200,0.09500,88,29962,46,0.954971,0.952794,0.909885,0.548898
0.200,0.09500,88,30001,47,0.953009,0.956874,0.914172,0.574247
0.200,0.09500,88,30312,48,0.953673,0.951827,0.904260,0.549443
0.200,0.09500,88,29891,49,0.954646,0.952867,0.907735,0.542661
0.200,0.09500,88,30061,50,0.954360,0.953198,0.911457,0.545595
0.200,0.09500,88,30249,51,0.956994,0.957877,0.916730,0.538464
0.200,0.09500,88,29895,52,0.954465,0.954595,0.909147,0.540508
0.200,0.09500,88,29819,53,0.953218,0.955086,0.909817,0.550312
0.200,0.09500,88,29965,54,0.954172,0.955790,0.915994,0.543912
0.200,0.09500,88,30049,55,0.956596,0.953404,0.910347,0.540326
0.200,0.09500,88,29833,56,0.952040,0.954661,0.909809,0.554748
0.200,0.09500,88,29954,57,0.953511,0.952299,0.911558,0.564646
0.200,0.09500,88,29958,58,0.953869,0.953249,0.909610,0.538666
0.200,0.09500,88,30266,59,0.957315,0.954766,0.915725,0.544115
0.200,0.09500,88,30202,60,0.954266,0.954992,0.910909,0.554085
0.200,0.09500,88,30342,61,0.952062,0.954297,0.907858,0.570978
0.200,0.09500,88,29949,62,0.952572,0.955053,0.910553,0.548450
0.200,0.09500,88,29897,63,0.950823,0.954541,0.908424,0.554045
0.200,0.09500,88,30343,64,0.956176,0.954527,0.911816,0.531940
0.200,0.10500,88,29889,1,0.950599,0.948992,0.900268,0.552129
0.200,0.10500,88,30497,2,0.949511,0.948382,0.900063,0.543350
0.200,0.10500,88,29913,3,0.949836,0.950164,0.898516,0.547971
0.200,0.10500,88,29942,4,0.949213,0.950286,0.903403,0.547987
0.200,0.10500,88,30080,5,0.951174,0.950328,0.899367,0.549370
0.200,0.10500,88,29964,6,0.951418,0.950691,0.904967,0.545287
0.200,0.10500,88,30284,7,0.952666,0.946017,0.901550,0.541330
0.200,0.10500,88,29802,8,0.947399,0.945174,0.894230,0.549446
0.200,0.10500,88,29978,9,0.948549,0.951287,0.902304,0.543463
0.200,0.10500,88,29878,10,0.949070,0.952449,0.901276,0.536579
0.200,0.10500,88,29997,11,0.950791,0.947985,0.898668,0.536140
0.200,0.10500,88,29737,12,0.946978,0.952181,0.898928,0.545845
0.200,0.10500,88,29706,13,0.946699,0.952546,0.901854,0.540379
0.200,0.10500,88,29868,14,0.948499,0.947558,0.897047,0.540175
0.200,0.10500,88,29748,15,0.949470,0.950221,0.905327,0.543702
0.200,0.10500,88,29978,16,0.948895,0.946834,0.894436,0.544088
0.200,0.10500,88,30020,17,0.950684,0.947295,0.897400,0.540795
0.200,0.10500,88,30152,18,0.948802,0.950374,0.900117,0.548153
0.200,0.10500,88,29956,19,0.947228,0.947836,0.899908,0.555156
0.200,0.10500,88,29924,20,0.952454,0.947844,0.906567,0.552661
0.200,0.10500,88,29845,21,0.950112,0.946361,0.900222,0.548826
0.200,0.10500,88,29808,22,0.949257,0.948652,0.901492,0.548148
0.200,0.10500,88,30288,23,0.949030,0.948679,0.899769,0.551832
0.200,0.10500,88,30137,24,0.950126,0.949506,0.905122,0.538566
0.200,0.10500,88,29955,25,0.949477,0.949381,0.901933,0.563692
0.200,0.10500,88,30050,26,0.945484,0.950659,0.897206,0.541387
0.200,0.10500,88,29736,27,0.944806,0.953962,0.901554,0.538603
0.200,0.10500,88,30088,28,0.951012,0.948519,0.901035,0.563763
0.200,0.10500,88,30120,29,0.949459,0.952233,0.901290,0.555774
0.200,0.10500,88,30024,30,0.943940,0.954345,0.899292,0.556668
0.200,0.10500,88,29807,31,0.949402,0.947941,0.898209,0.552671
0.200,0.10500,88,29865,32,0.947264,0.947441,0.899013,0.565480
0.200,0.10500,88,30137,33,0.951190,0.950524,0.901931,0.550886
0.200,0.10500,88,29884,34,0.948903,0.951471,0.904038,0.544910
0.200,0.10500,88,30073,35,0.951731,0.952487,0.907009,0.554885
0.200,0.10500,88,29706,36,0.949761,0.949008,0.900464,0.558949
0.200,0.10500,88,30559,37,0.949806,0.952117,0.902013,0.549602
0.200,0.10500,88,29623,38,0.950194,0.951350,0.903640,0.534911
0.200,0.10500,88,30191,39,0.950867,0.948983,0.904178,0.545003
0.200,0.10500,88,29877,40,0.951698,0.949886,0.904593,0.543367
0.200,0.10500,88,30281,41,0.948773,0.949170,0.898746,0.545389
0.200,0.10500,88,30216,42,0.947394,0.952982,0.904169,0.542650
0.200,0.10500,88,29889,43,0.947502,0.949012,0.896695,0.545106
0.200,0.10500,88,29966,44,0.948563,0.949409,0.901114,0.540440
0.200,0.10500,88,29917,45,0.949327,0.951922,0.902285,0.544994
0.200,0.10500,88,29962,46,0.947716,0.949606,0.899918,0.541182
0.200,0.10500,88,30001,47,0.946494,0.946377,0.896729,0.565657
0.200,0.10500,88,30312,48,0.950539,0.951503,0.904139,0.553433
0.200,0.10500,88,29891,49,0.953797,0.948498,0.899815,0.541962
0.200,0.10500,88,30061,50,0.951610,0.948540,0.901015,0.545196
0.200,0.10500,88,30249,51,0.952192,0.948723,0.904686,0.538234
0.200,0.10500,88,29895,52,0.949544,0.950681,0.908505,0.536716
0.200,0.10500,88,29819,53,0.951045,0.949190,0.902535,0.547341
0.200,0.10500,88,29965,54,0.946816,0.948903,0.903087,0.553073
0.200,0.10500,88,30049,55,0.949485,0.950839,0.905802,0.541683
0.200,0.10500,88,29833,56,0.951104,0.949140,0.901845,0.546287
0.200,0.10500,88,29954,57,0.946421,0.946792,0.896572,0.567053
0.200,0.10500,88,29958,58,0.948007,0.950496,0.901266,0.546641
0.200,0.10500,88,30266,59,0.954092,0.949992,0.905835,0.545725
0.200,0.10500,88,30202,60,0.947086,0.949641,0.901045,0.558424
0.200,0.10500,88,30342,61,0.947650,0.949077,0.898972,0.568123
0.200,0.10500,88,29949,62,0.953505,0.946229,0.904842,0.551496
0.200,0.10500,88,29897,63,0.946074,0.950175,0.898307,0.552271
0.200,0.10500,88,30343,64,0.948207,0.949283,0.901634,0.533147
0.200,0.11500,88,29889,1,0.949606,0.942797,0.897831,0.547985
0.200,0.11500,88,30497,2,0.943303,0.945203,0.891923,0.544116
0.200,0.11500,88,29913,3,0.945243,0.946780,0.899384,0.541721
0.200,0.11500,88,29942,4,0.943000,0.945764,0.888692,0.544687
0.200,0.11500,88,30080,5,0.945703,0.941290,0.891772,0.554010
0.200,0.11500,88,29964,6,0.944263,0.943296,0.887926,0.547168
0.200,0.11500,88,30284,7,0.943609,0.946054,0.893987,0.546185
0.200,0.11500,88,29802,8,0.943060,0.946675,0.891338,0.554282
0.200,0.11500,88,29978,9,0.947420,0.946321,0.896489,0.544468
0.200,0.11500,88,29878,10,0.945052,0.948259,0.897771,0.534072
0.200,0.11500,88,29997,11,0.945583,0.943281,0.888721,0.541020
0.200,0.11500,88,29737,12,0.944923,0.945167,0.890503,0.543780
0.200,0.11500,88,29706,13,0.943857,0.942172,0.885996,0.542019
0.200,0.11500,88,29868,14,0.945636,0.942054,0.892593,0.539461
0.200,0.11500,88,29748,15,0.946266,0.946821,0.895356,0.544866
0.200,0.11500,88,29978,16,0.944728,0.944109,0.892124,0.537655
0.200,0.11500,88,30020,17,0.944461,0.948870,0.894516,0.544794
0.200,0.11500,88,30152,18,0.946821,0.943799,0.894868,0.542346
0.200,0.11500,88,29956,19,0.944582,0.946773,0.894963,0.553004
0.200,0.11500,88,29924,20,0.943242,0.941397,0.889422,0.551283
0.200,0.11500,88,29845,21,0.944812,0.948947,0.898103,0.555507
0.200,0.11500,88,29808,22,0.946602,0.945431,0.892602,0.552061
0.200,0.11500,88,30288,23,0.945902,0.945303,0.899550,0.543623
