# generator=validate_spinodal_cpu.jl  threads=6  K_TARGET=10000  N_EQ=8000  N_SAMP=2000  generated=2026-06-09T01:31:47.173
alpha,N,T,disorder,init,phi
0.400,50,0.3400,7,cold,-0.071025
0.400,50,0.3400,8,cold,0.024974
0.400,50,0.3500,1,cold,-0.050784
0.400,50,0.3500,2,cold,-0.017357
0.400,50,0.3500,3,cold,-0.030902
0.400,50,0.3500,4,cold,0.123985
0.400,50,0.3500,5,cold,-0.006852
0.400,50,0.3500,6,cold,-0.054079
0.400,50,0.3500,7,cold,0.026177
0.400,50,0.3500,8,cold,0.054490
0.400,50,0.3600,1,cold,-0.001946
0.400,50,0.3600,2,cold,0.055471
0.400,50,0.3600,3,cold,-0.022964
0.400,50,0.3600,4,cold,0.072149
0.400,50,0.3600,5,cold,-0.011983
0.400,50,0.3600,6,cold,0.416315
0.400,50,0.3600,7,cold,-0.002640
0.400,50,0.3600,8,cold,-0.043425
0.400,50,0.3700,1,cold,-0.018358
0.400,50,0.3700,2,cold,0.014403
0.400,50,0.3700,3,cold,-0.072840
0.400,50,0.3700,4,cold,0.021054
0.400,50,0.3700,5,cold,-0.013660
0.400,50,0.3700,6,cold,0.063425
0.400,50,0.3700,7,cold,-0.039728
0.400,50,0.3700,8,cold,-0.012579
0.400,50,0.3800,1,cold,0.079975
0.400,50,0.3800,2,cold,0.086830
0.400,50,0.3800,3,cold,0.036975
0.400,50,0.3800,4,cold,-0.043404
0.400,50,0.3800,5,cold,-0.001734
0.400,50,0.3800,6,cold,0.100239
0.400,50,0.3800,7,cold,0.029480
0.400,50,0.3800,8,cold,0.030449
0.400,50,0.3900,1,cold,0.056250
0.400,50,0.3900,2,cold,0.015702
0.400,50,0.3900,3,cold,-0.028872
0.400,50,0.3900,4,cold,-0.073777
0.400,50,0.3900,5,cold,-0.023610
0.400,50,0.3900,6,cold,-0.010867
0.400,50,0.3900,7,cold,-0.022864
0.400,50,0.3900,8,cold,0.051301
0.400,50,0.4000,1,cold,-0.042503
0.400,50,0.4000,2,cold,-0.034498
0.400,50,0.4000,3,cold,0.015625
0.400,50,0.4000,4,cold,0.015126
0.400,50,0.4000,5,cold,0.054015
0.400,50,0.4000,6,cold,-0.028505
0.400,50,0.4000,7,cold,-0.003325
0.400,50,0.4000,8,cold,0.046625
0.400,50,0.4100,1,cold,-0.010675
0.400,50,0.4100,2,cold,0.001725
0.400,50,0.4100,3,cold,0.011188
0.400,50,0.4100,4,cold,0.000088
0.400,50,0.4100,5,cold,-0.040817
0.400,50,0.4100,6,cold,0.023883
0.400,50,0.4100,7,cold,-0.046398
0.400,50,0.4100,8,cold,-0.108978
0.400,50,0.4200,1,cold,0.003278
0.400,50,0.4200,2,cold,0.032506
0.400,50,0.4200,3,cold,0.037002
0.400,50,0.4200,4,cold,0.048977
0.400,50,0.4200,5,cold,0.004265
0.400,50,0.4200,6,cold,-0.013249
0.400,50,0.4200,7,cold,-0.037171
0.400,50,0.4200,8,cold,0.025397
0.400,50,0.4300,1,cold,0.087531
0.400,50,0.4300,2,cold,0.056438
0.400,50,0.4300,3,cold,0.091661
0.400,50,0.4300,4,cold,-0.027608
0.400,50,0.4300,5,cold,0.034515
0.400,50,0.4300,6,cold,0.008523
0.400,50,0.4300,7,cold,-0.016948
0.400,50,0.4300,8,cold,0.013009
0.400,50,0.4400,1,cold,-0.059499
0.400,50,0.4400,2,cold,-0.013504
0.400,50,0.4400,3,cold,0.057131
0.400,50,0.4400,4,cold,0.014134
0.400,50,0.4400,5,cold,0.017170
0.400,50,0.4400,6,cold,-0.051639
0.400,50,0.4400,7,cold,-0.044729
0.400,50,0.4400,8,cold,0.009597
0.400,50,0.4500,1,cold,-0.044848
0.400,50,0.4500,2,cold,-0.034736
0.400,50,0.4500,3,cold,-0.002497
0.400,50,0.4500,4,cold,0.026545
0.400,50,0.4500,5,cold,0.050796
0.400,50,0.4500,6,cold,-0.009623
0.400,50,0.4500,7,cold,0.004716
0.400,50,0.4500,8,cold,-0.030947
0.400,50,0.4600,1,cold,-0.012203
0.400,50,0.4600,2,cold,-0.064810
0.400,50,0.4600,3,cold,0.081031
0.400,50,0.4600,4,cold,0.000562
0.400,50,0.4600,5,cold,0.066522
0.400,50,0.4600,6,cold,0.059360
0.400,50,0.4600,7,cold,0.066001
0.400,50,0.4600,8,cold,-0.040274
0.400,50,0.4700,1,cold,-0.004179
0.400,50,0.4700,2,cold,-0.027009
0.400,50,0.4700,3,cold,-0.033839
0.400,50,0.4700,4,cold,-0.021468
0.400,50,0.4700,5,cold,0.002033
0.400,50,0.4700,6,cold,0.000514
0.400,50,0.4700,7,cold,-0.006047
0.400,50,0.4700,8,cold,-0.026590
0.400,50,0.4800,1,cold,-0.053111
0.400,50,0.4800,2,cold,-0.000192
0.400,50,0.4800,3,cold,-0.104565
0.400,50,0.4800,4,cold,0.026859
0.400,50,0.4800,5,cold,0.017755
0.400,50,0.4800,6,cold,0.033099
0.400,50,0.4800,7,cold,0.051503
0.400,50,0.4800,8,cold,-0.045977
0.400,50,0.4900,1,cold,-0.053946
0.400,50,0.4900,2,cold,-0.036790
0.400,50,0.4900,3,cold,-0.047289
0.400,50,0.4900,4,cold,-0.071547
0.400,50,0.4900,5,cold,-0.032737
0.400,50,0.4900,6,cold,0.025858
0.400,50,0.4900,7,cold,-0.018483
0.400,50,0.4900,8,cold,0.034956
0.400,50,0.5000,1,cold,-0.057497
0.400,50,0.5000,2,cold,-0.063003
0.400,50,0.5000,3,cold,0.015423
0.400,50,0.5000,4,cold,0.032053
0.400,50,0.5000,5,cold,0.020312
0.400,50,0.5000,6,cold,-0.043153
0.400,50,0.5000,7,cold,-0.006266
0.400,50,0.5000,8,cold,0.009797
0.400,100,0.0500,1,cold,0.976609
0.400,100,0.0500,2,cold,0.974726
0.400,100,0.0500,3,cold,0.976703
0.400,100,0.0500,4,cold,0.978131
0.400,100,0.0500,5,cold,0.977227
0.400,100,0.0500,6,cold,0.977964
0.400,100,0.0500,7,cold,0.974327
0.400,100,0.0500,8,cold,0.975201
0.400,100,0.0600,1,cold,0.975135
0.400,100,0.0600,2,cold,0.970944
0.400,100,0.0600,3,cold,0.971903
0.400,100,0.0600,4,cold,0.969684
0.400,100,0.0600,5,cold,0.970342
0.400,100,0.0600,6,cold,0.969294
0.400,100,0.0600,7,cold,0.965222
0.400,100,0.0600,8,cold,0.970550
0.400,100,0.0700,1,cold,0.960131
0.400,100,0.0700,2,cold,0.961109
0.400,100,0.0700,3,cold,0.968230
0.400,100,0.0700,4,cold,0.962075
0.400,100,0.0700,5,cold,0.967365
0.400,100,0.0700,6,cold,0.966261
0.400,100,0.0700,7,cold,0.963606
0.400,100,0.0700,8,cold,0.965238
0.400,100,0.0800,1,cold,0.963820
0.400,100,0.0800,2,cold,0.958290
0.400,100,0.0800,3,cold,0.964736
0.400,100,0.0800,4,cold,0.963510
0.400,100,0.0800,5,cold,0.964315
0.400,100,0.0800,6,cold,0.958866
0.400,100,0.0800,7,cold,0.962774
0.400,100,0.0800,8,cold,0.966386
0.400,100,0.0900,1,cold,0.952924
0.400,100,0.0900,2,cold,0.958327
0.400,100,0.0900,3,cold,0.961854
0.400,100,0.0900,4,cold,0.953626
0.400,100,0.0900,5,cold,0.951292
0.400,100,0.0900,6,cold,0.962632
0.400,100,0.0900,7,cold,0.953669
0.400,100,0.0900,8,cold,0.950914
0.400,100,0.1000,1,cold,0.957982
0.400,100,0.1000,2,cold,0.948935
0.400,100,0.1000,3,cold,0.948410
0.400,100,0.1000,4,cold,0.958219
0.400,100,0.1000,5,cold,0.959101
0.400,100,0.1000,6,cold,0.947936
0.400,100,0.1000,7,cold,0.952420
0.400,100,0.1000,8,cold,0.958047
0.400,100,0.1100,1,cold,0.946531
0.400,100,0.1100,2,cold,0.948860
0.400,100,0.1100,3,cold,0.949260
0.400,100,0.1100,4,cold,0.950481
0.400,100,0.1100,5,cold,0.950522
0.400,100,0.1100,6,cold,0.950004
0.400,100,0.1100,7,cold,0.950538
0.400,100,0.1100,8,cold,0.943106
0.400,100,0.1200,1,cold,0.943474
0.400,100,0.1200,2,cold,0.947641
0.400,100,0.1200,3,cold,0.939579
0.400,100,0.1200,4,cold,0.946467
0.400,100,0.1200,5,cold,0.943435
0.400,100,0.1200,6,cold,0.940592
0.400,100,0.1200,7,cold,0.942150
0.400,100,0.1200,8,cold,0.942543
0.400,100,0.1300,1,cold,0.936378
0.400,100,0.1300,2,cold,0.933915
0.400,100,0.1300,3,cold,0.937314
0.400,100,0.1300,4,cold,0.937869
0.400,100,0.1300,5,cold,0.941020
0.400,100,0.1300,6,cold,0.945835
0.400,100,0.1300,7,cold,0.937633
0.400,100,0.1300,8,cold,0.943387
0.400,100,0.1400,1,cold,0.937666
0.400,100,0.1400,2,cold,0.917655
0.400,100,0.1400,3,cold,0.927482
0.400,100,0.1400,4,cold,0.929998
0.400,100,0.1400,5,cold,0.936690
0.400,100,0.1400,6,cold,0.932050
0.400,100,0.1400,7,cold,0.939969
0.400,100,0.1400,8,cold,0.934716
0.400,100,0.1500,1,cold,0.926437
0.400,100,0.1500,2,cold,0.933499
0.400,100,0.1500,3,cold,0.933414
0.400,100,0.1500,4,cold,0.932220
0.400,100,0.1500,5,cold,0.934480
0.400,100,0.1500,6,cold,0.932074
0.400,100,0.1500,7,cold,0.931836
0.400,100,0.1500,8,cold,0.924444
0.400,100,0.1600,1,cold,0.919301
0.400,100,0.1600,2,cold,0.923027
0.400,100,0.1600,3,cold,0.924217
0.400,100,0.1600,4,cold,0.924241
0.400,100,0.1600,5,cold,0.924383
0.400,100,0.1600,6,cold,0.918955
0.400,100,0.1600,7,cold,0.918906
0.400,100,0.1600,8,cold,0.922444
0.400,100,0.1700,1,cold,0.914766
0.400,100,0.1700,2,cold,0.924997
0.400,100,0.1700,3,cold,0.913529
0.400,100,0.1700,4,cold,0.914461
0.400,100,0.1700,5,cold,0.924688
0.400,100,0.1700,6,cold,0.917074
0.400,100,0.1700,7,cold,0.922805
0.400,100,0.1700,8,cold,0.926988
0.400,100,0.1800,1,cold,0.914445
0.400,100,0.1800,2,cold,0.918818
0.400,100,0.1800,3,cold,0.908434
0.400,100,0.1800,4,cold,0.917556
0.400,100,0.1800,5,cold,0.908485
0.400,100,0.1800,6,cold,0.920960
0.400,100,0.1800,7,cold,0.911208
0.400,100,0.1800,8,cold,0.916283
0.400,100,0.1900,1,cold,0.915138
0.400,100,0.1900,2,cold,0.917798
0.400,100,0.1900,3,cold,0.901182
0.400,100,0.1900,4,cold,0.913687
0.400,100,0.1900,5,cold,0.906938
0.400,100,0.1900,6,cold,0.901394
0.400,100,0.1900,7,cold,0.904918
0.400,100,0.1900,8,cold,0.902980
0.400,100,0.2000,1,cold,0.890741
0.400,100,0.2000,2,cold,0.901465
0.400,100,0.2000,3,cold,0.911513
0.400,100,0.2000,4,cold,0.919090
0.400,100,0.2000,5,cold,0.900598
0.400,100,0.2000,6,cold,0.903633
0.400,100,0.2000,7,cold,0.912125
0.400,100,0.2000,8,cold,0.899977
0.400,100,0.2100,1,cold,0.913192
0.400,100,0.2100,2,cold,0.900265
0.400,100,0.2100,3,cold,0.899283
0.400,100,0.2100,4,cold,0.897146
0.400,100,0.2100,5,cold,0.905298
0.400,100,0.2100,6,cold,0.906640
0.400,100,0.2100,7,cold,0.901333
0.400,100,0.2100,8,cold,0.906084
0.400,100,0.2200,1,cold,0.906138
0.400,100,0.2200,2,cold,0.897410
0.400,100,0.2200,3,cold,0.898845
0.400,100,0.2200,4,cold,0.895289
0.400,100,0.2200,5,cold,0.901462
0.400,100,0.2200,6,cold,0.893959
0.400,100,0.2200,7,cold,0.896605
0.400,100,0.2200,8,cold,0.886675
0.400,100,0.2300,1,cold,0.891502
0.400,100,0.2300,2,cold,0.891605
0.400,100,0.2300,3,cold,0.891462
0.400,100,0.2300,4,cold,0.889330
0.400,100,0.2300,5,cold,0.891229
0.400,100,0.2300,6,cold,0.891411
0.400,100,0.2300,7,cold,0.901339
0.400,100,0.2300,8,cold,0.894697
0.400,100,0.2400,1,cold,0.878149
0.400,100,0.2400,2,cold,0.867700
0.400,100,0.2400,3,cold,0.894487
0.400,100,0.2400,4,cold,0.889657
0.400,100,0.2400,5,cold,0.882345
0.400,100,0.2400,6,cold,0.890915
0.400,100,0.2400,7,cold,0.894959
0.400,100,0.2400,8,cold,0.895575
0.400,100,0.2500,1,cold,0.888722
0.400,100,0.2500,2,cold,0.885538
0.400,100,0.2500,3,cold,0.889132
0.400,100,0.2500,4,cold,0.885386
0.400,100,0.2500,5,cold,0.890665
0.400,100,0.2500,6,cold,0.886531
0.400,100,0.2500,7,cold,0.883719
0.400,100,0.2500,8,cold,0.899766
0.400,100,0.2600,1,cold,0.875842
0.400,100,0.2600,2,cold,0.882783
0.400,100,0.2600,3,cold,0.883111
0.400,100,0.2600,4,cold,0.879557
0.400,100,0.2600,5,cold,0.875141
0.400,100,0.2600,6,cold,0.879338
0.400,100,0.2600,7,cold,0.880117
0.400,100,0.2600,8,cold,0.888598
0.400,100,0.2700,1,cold,0.882825
0.400,100,0.2700,2,cold,0.858247
0.400,100,0.2700,3,cold,0.874070
0.400,100,0.2700,4,cold,0.889084
0.400,100,0.2700,5,cold,0.873826
0.400,100,0.2700,6,cold,0.874414
0.400,100,0.2700,7,cold,0.876623
0.400,100,0.2700,8,cold,0.861688
0.400,100,0.2800,1,cold,0.886778
0.400,100,0.2800,2,cold,0.871728
0.400,100,0.2800,3,cold,0.873387
0.400,100,0.2800,4,cold,0.868004
0.400,100,0.2800,5,cold,0.870901
0.400,100,0.2800,6,cold,0.869190
0.400,100,0.2800,7,cold,0.863559
0.400,100,0.2800,8,cold,0.870082
0.400,100,0.2900,1,cold,0.881457
0.400,100,0.2900,2,cold,0.867269
0.400,100,0.2900,3,cold,0.857872
0.400,100,0.2900,4,cold,0.866272
0.400,100,0.2900,5,cold,0.870953
0.400,100,0.2900,6,cold,0.856889
0.400,100,0.2900,7,cold,0.851330
0.400,100,0.2900,8,cold,0.849206
0.400,100,0.3000,1,cold,0.855062
0.400,100,0.3000,2,cold,0.859308
0.400,100,0.3000,3,cold,0.862965
0.400,100,0.3000,4,cold,0.003730
0.400,100,0.3000,5,cold,0.864092
0.400,100,0.3000,6,cold,0.872710
0.400,100,0.3000,7,cold,0.869052
0.400,100,0.3000,8,cold,0.874204
0.400,100,0.3100,1,cold,0.855503
0.400,100,0.3100,2,cold,0.856673
0.400,100,0.3100,3,cold,0.551661
0.400,100,0.3100,4,cold,0.856623
0.400,100,0.3100,5,cold,0.874223
0.400,100,0.3100,6,cold,0.002220
0.400,100,0.3100,7,cold,0.859158
0.400,100,0.3100,8,cold,0.858624
0.400,100,0.3200,1,cold,0.852992
0.400,100,0.3200,2,cold,0.862223
0.400,100,0.3200,3,cold,0.845673
0.400,100,0.3200,4,cold,0.843316
0.400,100,0.3200,5,cold,0.854309
0.400,100,0.3200,6,cold,0.866667
0.400,100,0.3200,7,cold,-0.008588
0.400,100,0.3200,8,cold,0.020475
0.400,100,0.3300,1,cold,0.039200
0.400,100,0.3300,2,cold,0.849090
0.400,100,0.3300,3,cold,0.005375
0.400,100,0.3300,4,cold,0.855391
0.400,100,0.3300,5,cold,0.014507
0.400,100,0.3300,6,cold,0.005187
0.400,100,0.3300,7,cold,0.858628
0.400,100,0.3300,8,cold,0.046565
0.400,100,0.3400,1,cold,-0.027947
0.400,100,0.3400,2,cold,0.858595
0.400,100,0.3400,3,cold,0.024273
0.400,100,0.3400,4,cold,0.036865
0.400,100,0.3400,5,cold,0.018738
0.400,100,0.3400,6,cold,0.024936
0.400,100,0.3400,7,cold,0.828997
0.400,100,0.3400,8,cold,-0.062768
0.400,100,0.3500,1,cold,0.007605
0.400,100,0.3500,2,cold,0.047352
0.400,100,0.3500,3,cold,0.010685
0.400,100,0.3500,4,cold,-0.041569
0.400,100,0.3500,5,cold,0.019175
0.400,100,0.3500,6,cold,-0.035469
0.400,100,0.3500,7,cold,0.050421
0.400,100,0.3500,8,cold,-0.083423
0.400,100,0.3600,1,cold,0.846231
0.400,100,0.3600,2,cold,0.048674
0.400,100,0.3600,3,cold,-0.010976
0.400,100,0.3600,4,cold,-0.089343
0.400,100,0.3600,5,cold,-0.014528
0.400,100,0.3600,6,cold,0.023936
0.400,100,0.3600,7,cold,0.029896
0.400,100,0.3600,8,cold,-0.048621
0.400,100,0.3700,1,cold,0.023648
0.400,100,0.3700,2,cold,-0.031797
0.400,100,0.3700,3,cold,0.003851
0.400,100,0.3700,4,cold,-0.026400
0.400,100,0.3700,5,cold,0.001102
0.400,100,0.3700,6,cold,0.005937
0.400,100,0.3700,7,cold,-0.023151
0.400,100,0.3700,8,cold,0.136039
0.400,100,0.3800,1,cold,0.012473
0.400,100,0.3800,2,cold,-0.094928
0.400,100,0.3800,3,cold,-0.042770
0.400,100,0.3800,4,cold,0.079177
0.400,100,0.3800,5,cold,-0.015284
0.400,100,0.3800,6,cold,0.040248
0.400,100,0.3800,7,cold,0.050877
0.400,100,0.3800,8,cold,-0.025069
0.400,100,0.3900,1,cold,-0.030628
0.400,100,0.3900,2,cold,-0.073484
0.400,100,0.3900,3,cold,0.006762
0.400,100,0.3900,4,cold,-0.006990
0.400,100,0.3900,5,cold,-0.077741
0.400,100,0.3900,6,cold,-0.002903
0.400,100,0.3900,7,cold,-0.040703
0.400,100,0.3900,8,cold,-0.003139
0.400,100,0.4000,1,cold,-0.011629
0.400,100,0.4000,2,cold,0.003417
0.400,100,0.4000,3,cold,0.000406
0.400,100,0.4000,4,cold,0.045892
0.400,100,0.4000,5,cold,-0.050348
0.400,100,0.4000,6,cold,0.032699
0.400,100,0.4000,7,cold,0.026732
0.400,100,0.4000,8,cold,-0.023239
0.400,100,0.4100,1,cold,-0.060893
0.400,100,0.4100,2,cold,-0.032958
0.400,100,0.4100,3,cold,0.025872
0.400,100,0.4100,4,cold,-0.044401
0.400,100,0.4100,5,cold,-0.004272
0.400,100,0.4100,6,cold,-0.013203
0.400,100,0.4100,7,cold,-0.085310
0.400,100,0.4100,8,cold,0.020096
0.400,100,0.4200,1,cold,0.035075
0.400,100,0.4200,2,cold,-0.003518
0.400,100,0.4200,3,cold,-0.005274
0.400,100,0.4200,4,cold,-0.032039
0.400,100,0.4200,5,cold,0.102241
0.400,100,0.4200,6,cold,-0.023482
0.400,100,0.4200,7,cold,-0.031956
0.400,100,0.4200,8,cold,0.058688
0.400,100,0.4300,1,cold,-0.032896
0.400,100,0.4300,2,cold,-0.033551
0.400,100,0.4300,3,cold,-0.002912
0.400,100,0.4300,4,cold,0.015694
0.400,100,0.4300,5,cold,-0.049151
0.400,100,0.4300,6,cold,0.017715
0.400,100,0.4300,7,cold,0.046018
0.400,100,0.4300,8,cold,0.047293
0.400,100,0.4400,1,cold,-0.051639
0.400,100,0.4400,2,cold,-0.049423
0.400,100,0.4400,3,cold,-0.030577
0.400,100,0.4400,4,cold,-0.015889
0.400,100,0.4400,5,cold,0.011469
0.400,100,0.4400,6,cold,-0.040181
0.400,100,0.4400,7,cold,-0.048564
0.400,100,0.4400,8,cold,0.002616
0.400,100,0.4500,1,cold,0.082127
0.400,100,0.4500,2,cold,0.025482
0.400,100,0.4500,3,cold,-0.043994
0.400,100,0.4500,4,cold,-0.037300
0.400,100,0.4500,5,cold,-0.001181
0.400,100,0.4500,6,cold,0.027238
0.400,100,0.4500,7,cold,0.073267
0.400,100,0.4500,8,cold,0.012845
0.400,100,0.4600,1,cold,-0.056525
0.400,100,0.4600,2,cold,0.000790
0.400,100,0.4600,3,cold,-0.052943
0.400,100,0.4600,4,cold,-0.028529
0.400,100,0.4600,5,cold,0.030885
0.400,100,0.4600,6,cold,-0.008205
0.400,100,0.4600,7,cold,-0.071645
0.400,100,0.4600,8,cold,-0.014238
0.400,100,0.4700,1,cold,0.045070
0.400,100,0.4700,2,cold,-0.038228
0.400,100,0.4700,3,cold,0.001462
0.400,100,0.4700,4,cold,-0.036763
0.400,100,0.4700,5,cold,0.016098
0.400,100,0.4700,6,cold,0.012584
0.400,100,0.4700,7,cold,0.033152
0.400,100,0.4700,8,cold,0.073279
0.400,100,0.4800,1,cold,-0.046035
0.400,100,0.4800,2,cold,0.026034
0.400,100,0.4800,3,cold,0.029976
0.400,100,0.4800,4,cold,0.035624
0.400,100,0.4800,5,cold,-0.054897
0.400,100,0.4800,6,cold,0.021301
0.400,100,0.4800,7,cold,0.003499
0.400,100,0.4800,8,cold,0.052938
0.400,100,0.4900,1,cold,-0.054584
0.400,100,0.4900,2,cold,0.024972
0.400,100,0.4900,3,cold,0.042313
0.400,100,0.4900,4,cold,0.038003
0.400,100,0.4900,5,cold,0.075966
0.400,100,0.4900,6,cold,0.030670
0.400,100,0.4900,7,cold,-0.019012
0.400,100,0.4900,8,cold,0.024934
0.400,100,0.5000,1,cold,-0.081449
0.400,100,0.5000,2,cold,0.039424
0.400,100,0.5000,3,cold,-0.086894
0.400,100,0.5000,4,cold,0.009999
0.400,100,0.5000,5,cold,0.009600
0.400,100,0.5000,6,cold,0.013119
0.400,100,0.5000,7,cold,-0.086190
0.400,100,0.5000,8,cold,-0.038592
0.400,1000,0.0500,1,cold,0.979713
0.400,1000,0.0500,2,cold,0.978283
0.400,1000,0.0500,3,cold,0.978434
0.400,1000,0.0500,4,cold,0.977758
0.400,1000,0.0500,5,cold,0.978253
0.400,1000,0.0500,6,cold,0.977557
0.400,1000,0.0500,7,cold,0.978037
0.400,1000,0.0500,8,cold,0.979319
0.400,1000,0.0600,1,cold,0.972497
0.400,1000,0.0600,2,cold,0.974348
0.400,1000,0.0600,3,cold,0.974169
0.400,1000,0.0600,4,cold,0.974383
0.400,1000,0.0600,5,cold,0.974382
0.400,1000,0.0600,6,cold,0.974878
0.400,1000,0.0600,7,cold,0.974202
0.400,1000,0.0600,8,cold,0.973080
0.400,1000,0.0700,1,cold,0.969354
0.400,1000,0.0700,2,cold,0.969382
0.400,1000,0.0700,3,cold,0.969646
0.400,1000,0.0700,4,cold,0.968273
0.400,1000,0.0700,5,cold,0.968083
0.400,1000,0.0700,6,cold,0.969379
0.400,1000,0.0700,7,cold,0.971383
0.400,1000,0.0700,8,cold,0.968794
0.400,1000,0.0800,1,cold,0.962098
0.400,1000,0.0800,2,cold,0.963564
0.400,1000,0.0800,3,cold,0.964407
0.400,1000,0.0800,4,cold,0.963660
0.400,1000,0.0800,5,cold,0.963572
0.400,1000,0.0800,6,cold,0.962740
0.400,1000,0.0800,7,cold,0.965408
0.400,1000,0.0800,8,cold,0.962656
0.400,1000,0.0900,1,cold,0.957406
0.400,1000,0.0900,2,cold,0.959314
0.400,1000,0.0900,3,cold,0.957489
0.400,1000,0.0900,4,cold,0.954895
0.400,1000,0.0900,5,cold,0.958225
0.400,1000,0.0900,6,cold,0.958220
0.400,1000,0.0900,7,cold,0.956654
0.400,1000,0.0900,8,cold,0.960573
0.400,1000,0.1000,1,cold,0.955958
0.400,1000,0.1000,2,cold,0.955172
0.400,1000,0.1000,3,cold,0.955039
0.400,1000,0.1000,4,cold,0.952228
0.400,1000,0.1000,5,cold,0.953395
0.400,1000,0.1000,6,cold,0.949790
0.400,1000,0.1000,7,cold,0.952096
0.400,1000,0.1000,8,cold,0.953792
0.400,1000,0.1100,1,cold,0.949049
0.400,1000,0.1100,2,cold,0.946663
0.400,1000,0.1100,3,cold,0.949550
0.400,1000,0.1100,4,cold,0.949055
0.400,1000,0.1100,5,cold,0.953555
0.400,1000,0.1100,6,cold,0.951867
0.400,1000,0.1100,7,cold,0.949008
0.400,1000,0.1100,8,cold,0.952242
0.400,1000,0.1200,1,cold,0.941983
0.400,1000,0.1200,2,cold,0.942909
0.400,1000,0.1200,3,cold,0.946328
0.400,1000,0.1200,4,cold,0.946162
0.400,1000,0.1200,5,cold,0.943157
0.400,1000,0.1200,6,cold,0.944944
0.400,1000,0.1200,7,cold,0.942251
0.400,1000,0.1200,8,cold,0.943902
0.400,1000,0.1300,1,cold,0.938547
0.400,1000,0.1300,2,cold,0.939030
0.400,1000,0.1300,3,cold,0.940621
0.400,1000,0.1300,4,cold,0.939232
0.400,1000,0.1300,5,cold,0.941226
0.400,1000,0.1300,6,cold,0.937152
0.400,1000,0.1300,7,cold,0.939818
0.400,1000,0.1300,8,cold,0.937915
0.400,1000,0.1400,1,cold,0.936620
0.400,1000,0.1400,2,cold,0.932082
0.400,1000,0.1400,3,cold,0.935758
0.400,1000,0.1400,4,cold,0.937127
0.400,1000,0.1400,5,cold,0.932369
0.400,1000,0.1400,6,cold,0.932615
0.400,1000,0.1400,7,cold,0.933598
0.400,1000,0.1400,8,cold,0.933100
0.400,1000,0.1500,1,cold,0.926408
0.400,1000,0.1500,2,cold,0.930119
0.400,1000,0.1500,3,cold,0.927266
0.400,1000,0.1500,4,cold,0.929597
0.400,1000,0.1500,5,cold,0.927806
0.400,1000,0.1500,6,cold,0.930025
0.400,1000,0.1500,7,cold,0.933510
0.400,1000,0.1500,8,cold,0.931571
0.400,1000,0.1600,1,cold,0.924936
0.400,1000,0.1600,2,cold,0.924428
0.400,1000,0.1600,3,cold,0.925558
0.400,1000,0.1600,4,cold,0.924215
0.400,1000,0.1600,5,cold,0.923293
0.400,1000,0.1600,6,cold,0.919393
0.400,1000,0.1600,7,cold,0.926965
0.400,1000,0.1600,8,cold,0.926887
0.400,1000,0.1700,1,cold,0.915372
0.400,1000,0.1700,2,cold,0.922306
0.400,1000,0.1700,3,cold,0.917431
0.400,1000,0.1700,4,cold,0.920144
0.400,1000,0.1700,5,cold,0.920357
0.400,1000,0.1700,6,cold,0.924993
0.400,1000,0.1700,7,cold,0.921138
0.400,1000,0.1700,8,cold,0.916990
0.400,1000,0.1800,1,cold,0.914578
0.400,1000,0.1800,2,cold,0.912927
0.400,1000,0.1800,3,cold,0.915412
0.400,1000,0.1800,4,cold,0.911312
0.400,1000,0.1800,5,cold,0.911788
0.400,1000,0.1800,6,cold,0.914180
0.400,1000,0.1800,7,cold,0.915117
0.400,1000,0.1800,8,cold,0.917222
0.400,1000,0.1900,1,cold,0.913568
0.400,1000,0.1900,2,cold,0.903552
0.400,1000,0.1900,3,cold,0.910599
0.400,1000,0.1900,4,cold,0.911477
0.400,1000,0.1900,5,cold,0.910291
0.400,1000,0.1900,6,cold,0.906766
0.400,1000,0.1900,7,cold,0.910621
0.400,1000,0.1900,8,cold,0.912785
0.400,1000,0.2000,1,cold,0.905725
0.400,1000,0.2000,2,cold,0.907213
0.400,1000,0.2000,3,cold,0.907307
0.400,1000,0.2000,4,cold,0.906997
0.400,1000,0.2000,5,cold,0.897835
0.400,1000,0.2000,6,cold,0.901997
0.400,1000,0.2000,7,cold,0.904198
0.400,1000,0.2000,8,cold,0.908846
0.400,1000,0.2100,1,cold,0.899073
0.400,1000,0.2100,2,cold,0.898232
0.400,1000,0.2100,3,cold,0.906247
0.400,1000,0.2100,4,cold,0.906966
0.400,1000,0.2100,5,cold,0.905728
0.400,1000,0.2100,6,cold,0.895852
0.400,1000,0.2100,7,cold,0.908425
0.400,1000,0.2100,8,cold,0.901666
0.400,1000,0.2200,1,cold,0.896315
0.400,1000,0.2200,2,cold,0.900364
0.400,1000,0.2200,3,cold,0.900420
0.400,1000,0.2200,4,cold,0.895964
0.400,1000,0.2200,5,cold,0.900279
0.400,1000,0.2200,6,cold,0.896366
0.400,1000,0.2200,7,cold,0.894678
0.400,1000,0.2200,8,cold,0.899008
0.400,1000,0.2300,1,cold,0.892002
0.400,1000,0.2300,2,cold,0.900586
0.400,1000,0.2300,3,cold,0.887744
0.400,1000,0.2300,4,cold,0.895119
0.400,1000,0.2300,5,cold,0.888743
0.400,1000,0.2300,6,cold,0.890016
