# generator=basin_stab_LSE_semismart_AAAI_Nramp.jl  M_TARGET=4.4e+06  K_TARGET=30000  N_FLOOR=12  betanet=1.0
# N_EQ=32768  N_SAMP=8192  N_DIS_TARGET=64  MEM_BUDGET_GB=40.0  generated=2026-06-07T21:59:16.649
alpha,T,N_used,K_retained,disorder,phi_a,phi_b,q12,phi_max_retained
0.500,0.07500,31,29904,46,0.962708,0.960593,0.926772,0.755567
0.500,0.07500,31,30078,47,0.962286,0.963980,0.930775,0.767061
0.500,0.07500,31,30121,48,0.958317,0.960472,0.918473,0.773868
0.500,0.07500,31,30192,49,0.962583,0.958608,0.920233,0.784008
0.500,0.07500,31,29993,50,0.960796,0.963727,0.924654,0.766114
0.500,0.07500,31,30230,51,0.959890,0.960877,0.924199,0.788662
0.500,0.07500,31,29939,52,0.959984,0.959948,0.920635,0.769245
0.500,0.07500,31,30181,53,0.960011,0.963635,0.927775,0.771122
0.500,0.07500,31,29895,54,0.959059,0.961309,0.919654,0.803947
0.500,0.07500,31,29800,55,0.962770,0.961391,0.921415,0.758984
0.500,0.07500,31,29947,56,0.964866,0.962036,0.925106,0.769318
0.500,0.07500,31,29956,57,0.961423,0.962872,0.928062,0.768997
0.500,0.07500,31,30231,58,0.958205,0.960119,0.923269,0.779297
0.500,0.07500,31,30239,59,0.961984,0.963649,0.926988,0.778873
0.500,0.07500,31,29982,60,0.960912,0.963707,0.923101,0.774179
0.500,0.07500,31,30018,61,0.962094,0.960275,0.923398,0.796687
0.500,0.07500,31,29887,62,0.956618,0.958763,0.915329,0.764669
0.500,0.07500,31,29936,63,0.963411,0.959545,0.922077,0.765951
0.500,0.07500,31,29927,64,0.960948,0.964201,0.927504,0.764154
0.500,0.08500,31,29973,1,0.953685,0.954365,0.906062,0.761028
0.500,0.08500,31,30291,2,0.952048,0.957668,0.910382,0.760238
0.500,0.08500,31,29898,3,0.959011,0.955015,0.917424,0.768615
0.500,0.08500,31,29934,4,0.952460,0.954647,0.909963,0.778154
0.500,0.08500,31,29685,5,0.955434,0.954499,0.910262,0.761450
0.500,0.08500,31,29950,6,0.956860,0.958092,0.914619,0.770375
0.500,0.08500,31,30139,7,0.958771,0.952031,0.910279,0.758543
0.500,0.08500,31,29655,8,0.957907,0.954321,0.910366,0.782001
0.500,0.08500,31,29950,9,0.954414,0.956510,0.913464,0.772870
0.500,0.08500,31,29917,10,0.957122,0.954196,0.911553,0.761521
0.500,0.08500,31,29934,11,0.954878,0.955782,0.913516,0.771884
0.500,0.08500,31,29910,12,0.955515,0.953306,0.910309,0.764454
0.500,0.08500,31,29796,13,0.956901,0.950540,0.907240,0.761043
0.500,0.08500,31,30032,14,0.957761,0.953824,0.916522,0.766345
0.500,0.08500,31,29758,15,0.952497,0.957255,0.914120,0.782737
0.500,0.08500,31,29968,16,0.955459,0.956028,0.915596,0.769012
0.500,0.08500,31,29856,17,0.950496,0.955104,0.909651,0.766316
0.500,0.08500,31,30037,18,0.954745,0.955322,0.912457,0.769099
0.500,0.08500,31,30385,19,0.952643,0.956889,0.914890,0.767597
0.500,0.08500,31,30138,20,0.954926,0.954920,0.912795,0.776333
0.500,0.08500,31,29912,21,0.955588,0.952009,0.907815,0.763767
0.500,0.08500,31,30131,22,0.960280,0.958552,0.923119,0.773278
0.500,0.08500,31,29852,23,0.953488,0.960504,0.917852,0.774156
0.500,0.08500,31,30071,24,0.956167,0.955418,0.910552,0.772963
0.500,0.08500,31,30043,25,0.951355,0.957142,0.910657,0.776969
0.500,0.08500,31,30115,26,0.957074,0.957520,0.918966,0.756519
0.500,0.08500,31,30111,27,0.958726,0.956442,0.913715,0.769208
0.500,0.08500,31,29759,28,0.952514,0.954167,0.913055,0.777861
0.500,0.08500,31,30023,29,0.953968,0.952010,0.910333,0.784218
0.500,0.08500,31,30135,30,0.958503,0.954339,0.913754,0.774624
0.500,0.08500,31,30006,31,0.955468,0.958913,0.915370,0.777547
0.500,0.08500,31,29928,32,0.955993,0.960323,0.919106,0.773586
0.500,0.08500,31,30046,33,0.956007,0.956545,0.912973,0.774125
0.500,0.08500,31,29803,34,0.960915,0.955799,0.919818,0.776544
0.500,0.08500,31,30101,35,0.953342,0.746505,0.714548,0.772648
0.500,0.08500,31,30108,36,0.956858,0.956467,0.917018,0.769901
0.500,0.08500,31,30012,37,0.951904,0.958486,0.911374,0.778430
0.500,0.08500,31,29842,38,0.958180,0.956604,0.913292,0.770701
0.500,0.08500,31,29881,39,0.957169,0.959506,0.919597,0.770478
0.500,0.08500,31,30055,40,0.954376,0.958050,0.916757,0.772787
0.500,0.08500,31,30029,41,0.960199,0.950892,0.911524,0.771226
0.500,0.08500,31,30195,42,0.953118,0.951137,0.905843,0.770622
0.500,0.08500,31,29797,43,0.958162,0.954854,0.915047,0.787626
0.500,0.08500,31,29810,44,0.954978,0.957213,0.914019,0.788599
0.500,0.08500,31,29911,45,0.956086,0.954848,0.913986,0.780693
0.500,0.08500,31,29904,46,0.957181,0.953514,0.912209,0.760529
0.500,0.08500,31,30078,47,0.955674,0.955718,0.913419,0.766443
0.500,0.08500,31,30121,48,0.954120,0.953108,0.912118,0.770469
0.500,0.08500,31,30192,49,0.953922,0.953098,0.909466,0.780265
0.500,0.08500,31,29993,50,0.956751,0.959714,0.921050,0.765829
0.500,0.08500,31,30230,51,0.956389,0.949283,0.906225,0.787302
0.500,0.08500,31,29939,52,0.956288,0.954221,0.915439,0.770444
0.500,0.08500,31,30181,53,0.953823,0.954742,0.911179,0.775555
0.500,0.08500,31,29895,54,0.954387,0.954597,0.916100,0.798504
0.500,0.08500,31,29800,55,0.953010,0.954087,0.908504,0.761046
0.500,0.08500,31,29947,56,0.957235,0.953053,0.910867,0.768745
0.500,0.08500,31,29956,57,0.956156,0.954496,0.914237,0.770365
0.500,0.08500,31,30231,58,0.957339,0.955519,0.909987,0.771695
0.500,0.08500,31,30239,59,0.960025,0.954144,0.916232,0.780751
0.500,0.08500,31,29982,60,0.956245,0.956463,0.915655,0.775226
0.500,0.08500,31,30018,61,0.957574,0.957333,0.915988,0.799190
0.500,0.08500,31,29887,62,0.957128,0.955368,0.915196,0.763620
0.500,0.08500,31,29936,63,0.956495,0.956986,0.913032,0.772434
0.500,0.08500,31,29927,64,0.958455,0.951330,0.911385,0.766875
0.500,0.09500,31,29973,1,0.953468,0.948554,0.903136,0.763022
0.500,0.09500,31,30291,2,0.946583,0.948191,0.894807,0.764609
0.500,0.09500,31,29898,3,0.950841,0.947948,0.900862,0.767290
0.500,0.09500,31,29934,4,0.951189,0.952502,0.906594,0.787254
0.500,0.09500,31,29685,5,0.951174,0.949707,0.898886,0.765857
0.500,0.09500,31,29950,6,0.642313,0.953352,0.617515,0.952013
0.500,0.09500,31,30139,7,0.947111,0.520582,0.492441,0.763992
0.500,0.09500,31,29655,8,0.948251,0.945903,0.895756,0.781871
0.500,0.09500,31,29950,9,0.950978,0.952510,0.909082,0.769657
0.500,0.09500,31,29917,10,0.949526,0.949604,0.898313,0.764239
0.500,0.09500,31,29934,11,0.948946,0.949756,0.900629,0.775531
0.500,0.09500,31,29910,12,0.951980,0.951511,0.905217,0.762986
0.500,0.09500,31,29796,13,0.955832,0.952100,0.911881,0.763265
0.500,0.09500,31,30032,14,0.554359,0.950535,0.514660,0.953696
0.500,0.09500,31,29758,15,0.952794,0.947861,0.904866,0.775571
0.500,0.09500,31,29968,16,0.948529,0.947637,0.901491,0.768907
0.500,0.09500,31,29856,17,0.954126,0.955073,0.909040,0.763884
0.500,0.09500,31,30037,18,0.947383,0.951610,0.899355,0.767521
0.500,0.09500,31,30385,19,0.945546,0.862531,0.829459,0.770615
0.500,0.09500,31,30138,20,0.948056,0.948770,0.895562,0.774379
0.500,0.09500,31,29912,21,0.953421,0.951615,0.903712,0.765232
0.500,0.09500,31,30131,22,0.946740,0.948236,0.897241,0.772811
0.500,0.09500,31,29852,23,0.946099,0.533852,0.493169,0.775226
0.500,0.09500,31,30071,24,0.947306,0.948374,0.898029,0.779170
0.500,0.09500,31,30043,25,0.950253,0.946605,0.897977,0.779557
0.500,0.09500,31,30115,26,0.949717,0.950880,0.901843,0.757373
0.500,0.09500,31,30111,27,0.948743,0.949450,0.899920,0.771711
0.500,0.09500,31,29759,28,0.946791,0.950899,0.895986,0.772613
0.500,0.09500,31,30023,29,0.951987,0.954459,0.906731,0.781077
0.500,0.09500,31,30135,30,0.945568,0.947948,0.894450,0.772385
0.500,0.09500,31,30006,31,0.949156,0.947428,0.899380,0.772848
0.500,0.09500,31,29928,32,0.947249,0.947606,0.899242,0.770411
0.500,0.09500,31,30046,33,0.949631,0.954797,0.902063,0.765555
0.500,0.09500,31,29803,34,0.948796,0.946277,0.894253,0.773515
0.500,0.09500,31,30101,35,0.947692,0.950516,0.897795,0.777625
0.500,0.09500,31,30108,36,0.951797,0.946319,0.899420,0.767766
0.500,0.09500,31,30012,37,0.944651,0.948241,0.898806,0.776115
0.500,0.09500,31,29842,38,0.621896,0.952524,0.593719,0.952930
0.500,0.09500,31,29881,39,0.950418,0.951122,0.903406,0.763423
0.500,0.09500,31,30055,40,0.949662,0.947005,0.897249,0.769777
0.500,0.09500,31,30029,41,0.952110,0.949872,0.906964,0.775641
0.500,0.09500,31,30195,42,0.952616,0.949579,0.904097,0.772488
0.500,0.09500,31,29797,43,0.948563,0.948200,0.900774,0.786771
0.500,0.09500,31,29810,44,0.738120,0.948054,0.703177,0.951905
0.500,0.09500,31,29911,45,0.952371,0.948899,0.901071,0.776017
0.500,0.09500,31,29904,46,0.950157,0.944306,0.894496,0.763334
0.500,0.09500,31,30078,47,0.947158,0.950815,0.900946,0.768000
0.500,0.09500,31,30121,48,0.656381,0.950416,0.630132,0.955615
0.500,0.09500,31,30192,49,0.945888,0.949861,0.901443,0.771097
0.500,0.09500,31,29993,50,0.948215,0.952733,0.903931,0.766619
0.500,0.09500,31,30230,51,0.948322,0.953636,0.908754,0.785709
0.500,0.09500,31,29939,52,0.948322,0.951027,0.903426,0.773584
0.500,0.09500,31,30181,53,0.693023,0.946445,0.657855,0.951291
0.500,0.09500,31,29895,54,0.951857,0.795706,0.761819,0.796155
0.500,0.09500,31,29800,55,0.954842,0.951841,0.909684,0.758887
0.500,0.09500,31,29947,56,0.947815,0.944266,0.893398,0.768822
0.500,0.09500,31,29956,57,0.945622,0.944873,0.892561,0.771739
0.500,0.09500,31,30231,58,0.948409,0.948687,0.897979,0.776188
0.500,0.09500,31,30239,59,0.948754,0.947555,0.900440,0.774147
0.500,0.09500,31,29982,60,0.951475,0.949781,0.901760,0.778640
0.500,0.09500,31,30018,61,0.948136,0.953388,0.907275,0.786129
0.500,0.09500,31,29887,62,0.950383,0.941151,0.892249,0.767637
0.500,0.09500,31,29936,63,0.950421,0.947418,0.898566,0.767285
0.500,0.09500,31,29927,64,0.952354,0.669923,0.637661,0.765522
0.500,0.10500,31,29973,1,0.937833,0.947055,0.895465,0.763706
0.500,0.10500,31,30291,2,0.607248,0.946122,0.580835,0.943147
0.500,0.10500,31,29898,3,0.567991,0.939824,0.535443,0.944385
0.500,0.10500,31,29934,4,0.942819,0.526195,0.490584,0.777951
0.500,0.10500,31,29685,5,0.455984,0.946027,0.426383,0.951028
0.500,0.10500,31,29950,6,0.941822,0.636203,0.604727,0.770160
0.500,0.10500,31,30139,7,0.467038,0.869494,0.416973,0.949880
0.500,0.10500,31,29655,8,0.941701,0.950697,0.897001,0.780453
0.500,0.10500,31,29950,9,0.942054,0.932914,0.875988,0.770847
0.500,0.10500,31,29917,10,0.575590,0.941153,0.541408,0.945901
0.500,0.10500,31,29934,11,0.940208,0.942874,0.887016,0.771712
0.500,0.10500,31,29910,12,0.498198,0.524778,0.182638,0.947207
0.500,0.10500,31,29796,13,0.721505,0.942670,0.667528,0.950771
0.500,0.10500,31,30032,14,0.942054,0.941650,0.888752,0.771161
0.500,0.10500,31,29758,15,0.460586,0.944663,0.430491,0.953844
0.500,0.10500,31,29968,16,0.946705,0.945481,0.899946,0.769139
0.500,0.10500,31,29856,17,0.934968,0.945656,0.887542,0.766045
0.500,0.10500,31,30037,18,0.481282,0.467175,0.350805,0.944495
0.500,0.10500,31,30385,19,0.934678,0.941699,0.881362,0.775199
0.500,0.10500,31,30138,20,0.692653,0.557646,0.359024,0.946149
0.500,0.10500,31,29912,21,0.941225,0.935075,0.879018,0.770462
0.500,0.10500,31,30131,22,0.943113,0.537180,0.510739,0.775672
0.500,0.10500,31,29852,23,0.604379,0.939040,0.564745,0.916484
0.500,0.10500,31,30071,24,0.940237,0.938932,0.879463,0.775567
0.500,0.10500,31,30043,25,0.845271,0.939615,0.789281,0.806146
0.500,0.10500,31,30115,26,0.944052,0.946464,0.891957,0.761400
0.500,0.10500,31,30111,27,0.624400,0.700554,0.386633,0.911587
0.500,0.10500,31,29759,28,0.937950,0.947379,0.886495,0.774659
0.500,0.10500,31,30023,29,0.941109,0.941442,0.885986,0.784146
0.500,0.10500,31,30135,30,0.944757,0.513159,0.502356,0.774289
0.500,0.10500,31,30006,31,0.937366,0.586087,0.536916,0.774327
0.500,0.10500,31,29928,32,0.945111,0.533392,0.497208,0.772907
0.500,0.10500,31,30046,33,0.518013,0.941531,0.483715,0.946404
0.500,0.10500,31,29803,34,0.934853,0.941934,0.882714,0.778665
0.500,0.10500,31,30101,35,0.944404,0.937576,0.885417,0.770455
0.500,0.10500,31,30108,36,0.934399,0.936892,0.879511,0.771231
0.500,0.10500,31,30012,37,0.944893,0.947847,0.898088,0.773605
0.500,0.10500,31,29842,38,0.542209,0.939597,0.509339,0.949146
0.500,0.10500,31,29881,39,0.637526,0.947036,0.611443,0.931631
0.500,0.10500,31,30055,40,0.597480,0.946095,0.555472,0.931109
0.500,0.10500,31,30029,41,0.647842,0.946029,0.608710,0.951366
0.500,0.10500,31,30195,42,0.942092,0.946573,0.885497,0.773041
0.500,0.10500,31,29797,43,0.565815,0.938580,0.526706,0.892933
0.500,0.10500,31,29810,44,0.939466,0.720079,0.675298,0.780425
0.500,0.10500,31,29911,45,0.945134,0.936897,0.891731,0.773351
0.500,0.10500,31,29904,46,0.688722,0.945430,0.655744,0.948008
0.500,0.10500,31,30078,47,0.945091,0.943248,0.891601,0.764879
0.500,0.10500,31,30121,48,0.658127,0.495066,0.409331,0.950678
0.500,0.10500,31,30192,49,0.947880,0.576027,0.544680,0.773989
0.500,0.10500,31,29993,50,0.552832,0.688046,0.273624,0.946639
0.500,0.10500,31,30230,51,0.938745,0.944451,0.886266,0.777938
0.500,0.10500,31,29939,52,0.702302,0.559925,0.427596,0.948480
0.500,0.10500,31,30181,53,0.943860,0.592466,0.544482,0.774606
0.500,0.10500,31,29895,54,0.678648,0.788559,0.590035,0.948155
0.500,0.10500,31,29800,55,0.456233,0.944863,0.443893,0.948940
0.500,0.10500,31,29947,56,0.938405,0.545168,0.512407,0.767096
0.500,0.10500,31,29956,57,0.884885,0.546320,0.492787,0.805954
0.500,0.10500,31,30231,58,0.561519,0.507545,0.110238,0.949039
0.500,0.10500,31,30239,59,0.947303,0.947041,0.897304,0.774008
0.500,0.10500,31,29982,60,0.940018,0.948340,0.888704,0.778907
0.500,0.10500,31,30018,61,0.946203,0.759251,0.716545,0.792138
0.500,0.10500,31,29887,62,0.943759,0.948945,0.895663,0.766444
0.500,0.10500,31,29936,63,0.938603,0.564512,0.516674,0.773330
0.500,0.10500,31,29927,64,0.943317,0.940816,0.887563,0.765737
0.500,0.11500,31,29973,1,0.622196,0.447318,0.419071,0.939499
0.500,0.11500,31,30291,2,0.453276,0.475238,0.152390,0.941737
0.500,0.11500,31,29898,3,0.457849,0.532517,0.417831,0.947510
0.500,0.11500,31,29934,4,0.593007,0.464068,0.291757,0.946953
0.500,0.11500,31,29685,5,0.580153,0.590409,0.455819,0.940314
0.500,0.11500,31,29950,6,0.676727,0.556248,0.422023,0.939168
0.500,0.11500,31,30139,7,0.442138,0.470901,0.240498,0.949485
0.500,0.11500,31,29655,8,0.528720,0.936035,0.491390,0.946298
0.500,0.11500,31,29950,9,0.464531,0.415408,0.185424,0.943598
0.500,0.11500,31,29917,10,0.603633,0.696771,0.483760,0.941322
0.500,0.11500,31,29934,11,0.508387,0.473312,0.331139,0.942713
0.500,0.11500,31,29910,12,0.922852,0.501440,0.473518,0.771838
0.500,0.11500,31,29796,13,0.547537,0.644070,0.371573,0.941932
0.500,0.11500,31,30032,14,0.938080,0.459637,0.433273,0.770538
0.500,0.11500,31,29758,15,0.556134,0.539819,0.453433,0.939749
0.500,0.11500,31,29968,16,0.467739,0.676359,0.292042,0.944770
0.500,0.11500,31,29856,17,0.937763,0.515040,0.489317,0.768456
0.500,0.11500,31,30037,18,0.802595,0.701314,0.547583,0.821675
0.500,0.11500,31,30385,19,0.562237,0.519247,0.182787,0.942324
0.500,0.11500,31,30138,20,0.932198,0.597004,0.554775,0.776353
0.500,0.11500,31,29912,21,0.611939,0.676417,0.485343,0.944870
0.500,0.11500,31,30131,22,0.616071,0.937674,0.578209,0.943510
0.500,0.11500,31,29852,23,0.466519,0.481345,0.136458,0.946047
0.500,0.11500,31,30071,24,0.482101,0.645274,0.235452,0.946944
0.500,0.11500,31,30043,25,0.583085,0.477498,0.340727,0.945348
0.500,0.11500,31,30115,26,0.623549,0.560358,0.166410,0.940690
0.500,0.11500,31,30111,27,0.716401,0.590064,0.524104,0.933547
0.500,0.11500,31,29759,28,0.472804,0.683315,0.344377,0.944337
0.500,0.11500,31,30023,29,0.530784,0.698648,0.344603,0.945920
0.500,0.11500,31,30135,30,0.598284,0.555801,0.489941,0.944843
0.500,0.11500,31,30006,31,0.563653,0.941253,0.533871,0.945355
0.500,0.11500,31,29928,32,0.530446,0.586796,0.165965,0.945368
0.500,0.11500,31,30046,33,0.620449,0.934250,0.604905,0.943971
0.500,0.11500,31,29803,34,0.569070,0.640279,0.394788,0.943987
0.500,0.11500,31,30101,35,0.467435,0.539223,0.140645,0.941247
0.500,0.11500,31,30108,36,0.645123,0.471739,0.289427,0.945026
0.500,0.11500,31,30012,37,0.447821,0.629542,0.197651,0.938701
0.500,0.11500,31,29842,38,0.705089,0.527875,0.380410,0.943184
0.500,0.11500,31,29881,39,0.548248,0.575791,0.217692,0.941767
0.500,0.11500,31,30055,40,0.505294,0.608597,0.152972,0.944590
0.500,0.11500,31,30029,41,0.700687,0.655416,0.578967,0.942349
0.500,0.11500,31,30195,42,0.498312,0.578466,0.379539,0.943735
0.500,0.11500,31,29797,43,0.515617,0.580004,0.389711,0.947349
0.500,0.11500,31,29810,44,0.461700,0.497925,0.092458,0.943475
0.500,0.11500,31,29911,45,0.500372,0.506157,0.272204,0.945530
0.500,0.11500,31,29904,46,0.669669,0.537969,0.335933,0.943460
0.500,0.11500,31,30078,47,0.436867,0.542061,0.441309,0.943956
0.500,0.11500,31,30121,48,0.728553,0.617408,0.405779,0.940425
0.500,0.11500,31,30192,49,0.482760,0.917365,0.431800,0.946839
0.500,0.11500,31,29993,50,0.939817,0.932638,0.877818,0.769303
0.500,0.11500,31,30230,51,0.492702,0.663051,0.387742,0.947985
0.500,0.11500,31,29939,52,0.500582,0.487704,0.252566,0.940409
0.500,0.11500,31,30181,53,0.933678,0.511857,0.470891,0.772005
0.500,0.11500,31,29895,54,0.589827,0.546470,0.333565,0.940011
0.500,0.11500,31,29800,55,0.465633,0.626598,0.042431,0.938449
0.500,0.11500,31,29947,56,0.514616,0.590194,0.358909,0.946684
0.500,0.11500,31,29956,57,0.658757,0.627619,0.490477,0.941430
0.500,0.11500,31,30231,58,0.716649,0.651954,0.415727,0.941777
0.500,0.11500,31,30239,59,0.679169,0.550569,0.236339,0.942067
0.500,0.11500,31,29982,60,0.571636,0.586140,0.198307,0.944827
0.500,0.11500,31,30018,61,0.770693,0.741827,0.563134,0.933731
0.500,0.11500,31,29887,62,0.433255,0.490573,0.413137,0.943092
0.500,0.11500,31,29936,63,0.514042,0.483634,0.146677,0.946083
0.500,0.11500,31,29927,64,0.513926,0.561909,0.374387,0.939637
0.500,0.12500,31,29973,1,0.669035,0.608597,0.578535,0.928687
0.500,0.12500,31,30291,2,0.538399,0.521087,0.221003,0.937219
0.500,0.12500,31,29898,3,0.480075,0.443982,0.362859,0.940088
0.500,0.12500,31,29934,4,0.528393,0.531529,0.167190,0.941054
0.500,0.12500,31,29685,5,0.459198,0.455460,0.139137,0.935391
0.500,0.12500,31,29950,6,0.476251,0.540394,0.261204,0.934770
0.500,0.12500,31,30139,7,0.535444,0.460870,0.446715,0.937107
0.500,0.12500,31,29655,8,0.664739,0.413409,0.353157,0.934100
0.500,0.12500,31,29950,9,0.614411,0.504839,0.442201,0.916084
0.500,0.12500,31,29917,10,0.628627,0.466186,0.175629,0.937626
0.500,0.12500,31,29934,11,0.434714,0.440313,0.348356,0.940665
0.500,0.12500,31,29910,12,0.495496,0.612758,0.312920,0.941880
0.500,0.12500,31,29796,13,0.537228,0.479519,0.287302,0.941799
0.500,0.12500,31,30032,14,0.519410,0.548304,0.250286,0.939808
0.500,0.12500,31,29758,15,0.642004,0.564839,0.351118,0.938241
0.500,0.12500,31,29968,16,0.470537,0.566390,0.332802,0.936172
0.500,0.12500,31,29856,17,0.468111,0.547508,0.301290,0.942710
0.500,0.12500,31,30037,18,0.453459,0.508447,0.222914,0.936559
0.500,0.12500,31,30385,19,0.573534,0.459119,0.411010,0.939909
0.500,0.12500,31,30138,20,0.525672,0.601491,0.199939,0.937004
0.500,0.12500,31,29912,21,0.544355,0.539531,0.308370,0.937335
0.500,0.12500,31,30131,22,0.596058,0.561995,0.423787,0.939229
0.500,0.12500,31,29852,23,0.587308,0.648046,0.301101,0.936271
0.500,0.12500,31,30071,24,0.459473,0.629477,0.210917,0.939529
0.500,0.12500,31,30043,25,0.496642,0.640317,0.293714,0.943725
0.500,0.12500,31,30115,26,0.493371,0.521564,0.148478,0.940969
0.500,0.12500,31,30111,27,0.554147,0.452170,0.236037,0.931767
0.500,0.12500,31,29759,28,0.607954,0.529821,0.243677,0.935245
0.500,0.12500,31,30023,29,0.552262,0.457772,0.394573,0.940127
0.500,0.12500,31,30135,30,0.612200,0.418334,0.287596,0.937698
0.500,0.12500,31,30006,31,0.533614,0.466675,0.221023,0.936761
0.500,0.12500,31,29928,32,0.482797,0.588194,0.290849,0.938946
0.500,0.12500,31,30046,33,0.580810,0.504709,0.184238,0.938046
0.500,0.12500,31,29803,34,0.444197,0.625917,0.224487,0.940728
0.500,0.12500,31,30101,35,0.554549,0.716727,0.588129,0.937405
0.500,0.12500,31,30108,36,0.557812,0.543214,0.268804,0.941429
0.500,0.12500,31,30012,37,0.582169,0.490783,0.350473,0.933842
0.500,0.12500,31,29842,38,0.584442,0.464014,0.269696,0.940362
0.500,0.12500,31,29881,39,0.512287,0.526732,0.070703,0.939032
0.500,0.12500,31,30055,40,0.527811,0.542898,0.138791,0.915274
0.500,0.12500,31,30029,41,0.512682,0.485492,0.483293,0.940653
0.500,0.12500,31,30195,42,0.529525,0.595112,0.278816,0.940592
0.500,0.12500,31,29797,43,0.516069,0.576150,0.394307,0.939976
0.500,0.12500,31,29810,44,0.531494,0.627277,0.470056,0.940812
0.500,0.12500,31,29911,45,0.495105,0.570161,0.285618,0.935031
0.500,0.12500,31,29904,46,0.683127,0.456267,0.403881,0.935034
0.500,0.12500,31,30078,47,0.609597,0.641870,0.486588,0.938341
0.500,0.12500,31,30121,48,0.484319,0.541371,0.330583,0.940242
0.500,0.12500,31,30192,49,0.466184,0.422071,0.319042,0.940236
0.500,0.12500,31,29993,50,0.494353,0.554473,0.316711,0.938522
0.500,0.12500,31,30230,51,0.477203,0.464211,0.181233,0.934271
0.500,0.12500,31,29939,52,0.479007,0.464528,0.375070,0.940408
0.500,0.12500,31,30181,53,0.517702,0.513511,0.296449,0.939518
0.500,0.12500,31,29895,54,0.500072,0.684008,0.286934,0.939526
0.500,0.12500,31,29800,55,0.491850,0.549227,0.121860,0.936107
0.500,0.12500,31,29947,56,0.499687,0.457216,0.050340,0.945810
0.500,0.12500,31,29956,57,0.473970,0.599444,0.134605,0.941653
0.500,0.12500,31,30231,58,0.474969,0.447330,0.047167,0.940994
0.500,0.12500,31,30239,59,0.639224,0.525627,0.299139,0.934390
0.500,0.12500,31,29982,60,0.486259,0.550182,0.270335,0.939291
0.500,0.12500,31,30018,61,0.654561,0.509829,0.276118,0.915122
0.500,0.12500,31,29887,62,0.496965,0.550931,0.080763,0.939768
0.500,0.12500,31,29936,63,0.513894,0.609298,0.345088,0.941506
0.500,0.12500,31,29927,64,0.422867,0.508585,0.233386,0.941013
0.500,0.13500,31,29973,1,0.558838,0.488681,0.323627,0.929741
0.500,0.13500,31,30291,2,0.433323,0.441389,0.342000,0.934809
0.500,0.13500,31,29898,3,0.535574,0.520951,0.097235,0.934970
0.500,0.13500,31,29934,4,0.502089,0.426929,0.212297,0.930683
0.500,0.13500,31,29685,5,0.534900,0.447982,0.367099,0.926363
0.500,0.13500,31,29950,6,0.444889,0.513414,0.210444,0.937704
0.500,0.13500,31,30139,7,0.453484,0.421674,0.382889,0.933601
0.500,0.13500,31,29655,8,0.506667,0.468879,0.067274,0.936372
0.500,0.13500,31,29950,9,0.510626,0.506106,0.336236,0.935806
0.500,0.13500,31,29917,10,0.553859,0.529215,0.418903,0.909244
0.500,0.13500,31,29934,11,0.537217,0.541404,0.416964,0.930140
0.500,0.13500,31,29910,12,0.459069,0.484318,0.357771,0.933840
0.500,0.13500,31,29796,13,0.500945,0.470319,0.261994,0.933940
0.500,0.13500,31,30032,14,0.455338,0.561324,0.329025,0.936812
0.500,0.13500,31,29758,15,0.445720,0.535201,0.197381,0.934684
0.500,0.13500,31,29968,16,0.497086,0.577207,0.150308,0.935768
0.500,0.13500,31,29856,17,0.472049,0.521277,0.375616,0.937005
0.500,0.13500,31,30037,18,0.432105,0.428714,0.182096,0.932776
0.500,0.13500,31,30385,19,0.451205,0.553213,0.354764,0.934353
0.500,0.13500,31,30138,20,0.486144,0.470934,0.147647,0.929650
0.500,0.13500,31,29912,21,0.533508,0.596347,0.232739,0.929794
0.500,0.13500,31,30131,22,0.409968,0.529492,0.134772,0.938082
0.500,0.13500,31,29852,23,0.638229,0.523458,0.406277,0.925859
0.500,0.13500,31,30071,24,0.442681,0.507864,0.137390,0.938111
0.500,0.13500,31,30043,25,0.547257,0.623922,0.459554,0.933732
0.500,0.13500,31,30115,26,0.554414,0.565812,0.207203,0.935669
0.500,0.13500,31,30111,27,0.513366,0.528101,0.178522,0.935294
0.500,0.13500,31,29759,28,0.477268,0.472917,0.418394,0.936200
0.500,0.13500,31,30023,29,0.520355,0.485124,0.507554,0.930345
0.500,0.13500,31,30135,30,0.653980,0.543509,0.517929,0.924633
0.500,0.13500,31,30006,31,0.460979,0.473856,0.136953,0.932620
0.500,0.13500,31,29928,32,0.441570,0.441039,0.337578,0.933127
0.500,0.13500,31,30046,33,0.509892,0.560489,0.246634,0.925978
0.500,0.13500,31,29803,34,0.501702,0.509242,0.277982,0.933972
0.500,0.13500,31,30101,35,0.627209,0.564186,0.301066,0.932938
0.500,0.13500,31,30108,36,0.524430,0.416051,0.201936,0.932338
0.500,0.13500,31,30012,37,0.514982,0.586940,0.313018,0.926776
0.500,0.13500,31,29842,38,0.507410,0.420063,0.204394,0.934709
0.500,0.13500,31,29881,39,0.427600,0.549725,0.271499,0.936301
0.500,0.13500,31,30055,40,0.511748,0.509543,0.293847,0.936349
0.500,0.13500,31,30029,41,0.552882,0.475770,0.186883,0.935449
0.500,0.13500,31,30195,42,0.456516,0.455242,0.270741,0.936628
0.500,0.13500,31,29797,43,0.524623,0.440481,0.269363,0.931385
0.500,0.13500,31,29810,44,0.550046,0.478348,0.376164,0.932803
