# generator=basin_stab_LSE_semismart_AAAI_Nramp.jl  M_TARGET=4.4e+06  K_TARGET=30000  N_FLOOR=12  betanet=1.0
# N_EQ=32768  N_SAMP=8192  N_DIS_TARGET=64  MEM_BUDGET_GB=40.0  generated=2026-06-07T21:59:16.649
alpha,T,N_used,K_retained,disorder,phi_a,phi_b,q12,phi_max_retained
0.300,0.09500,51,29883,42,0.954674,0.954585,0.909325,0.639898
0.300,0.09500,51,30058,43,0.953606,0.954931,0.910518,0.645037
0.300,0.09500,51,29539,44,0.955712,0.953782,0.909544,0.637654
0.300,0.09500,51,30338,45,0.954832,0.954965,0.909039,0.657987
0.300,0.09500,51,29852,46,0.955650,0.954008,0.913636,0.658741
0.300,0.09500,51,30046,47,0.953209,0.955491,0.908244,0.654191
0.300,0.09500,51,29842,48,0.955497,0.953747,0.911234,0.656311
0.300,0.09500,51,29908,49,0.952240,0.952910,0.914116,0.652145
0.300,0.09500,51,29844,50,0.950701,0.954525,0.912983,0.645418
0.300,0.09500,51,29961,51,0.954482,0.954819,0.911801,0.653220
0.300,0.09500,51,30131,52,0.958415,0.956682,0.913128,0.629841
0.300,0.09500,51,30362,53,0.954858,0.952100,0.911848,0.646982
0.300,0.09500,51,30183,54,0.953838,0.954678,0.915519,0.646908
0.300,0.09500,51,30140,55,0.952024,0.956187,0.909552,0.633848
0.300,0.09500,51,30101,56,0.957052,0.953930,0.911958,0.631161
0.300,0.09500,51,30257,57,0.956879,0.954073,0.913688,0.652131
0.300,0.09500,51,29695,58,0.955982,0.956332,0.915111,0.638520
0.300,0.09500,51,29834,59,0.955010,0.955606,0.909247,0.634854
0.300,0.09500,51,29798,60,0.953067,0.956914,0.910036,0.640277
0.300,0.09500,51,29981,61,0.954947,0.954662,0.911819,0.656531
0.300,0.09500,51,29615,62,0.954832,0.955639,0.911770,0.656118
0.300,0.09500,51,29873,63,0.953638,0.954969,0.911333,0.648198
0.300,0.09500,51,30036,64,0.951858,0.953597,0.906507,0.656225
0.300,0.10500,51,29972,1,0.950258,0.949579,0.901230,0.628898
0.300,0.10500,51,30266,2,0.948339,0.952450,0.900146,0.639393
0.300,0.10500,51,29962,3,0.950012,0.952506,0.904676,0.679597
0.300,0.10500,51,30017,4,0.953419,0.948428,0.904069,0.643778
0.300,0.10500,51,30266,5,0.948300,0.949639,0.899675,0.641615
0.300,0.10500,51,30106,6,0.951901,0.951990,0.904728,0.639344
0.300,0.10500,51,29807,7,0.952079,0.948157,0.906889,0.641264
0.300,0.10500,51,29982,8,0.950754,0.947741,0.905854,0.642978
0.300,0.10500,51,29896,9,0.951828,0.950682,0.904745,0.631034
0.300,0.10500,51,30003,10,0.952054,0.952068,0.904365,0.627901
0.300,0.10500,51,30160,11,0.949995,0.948529,0.902116,0.647825
0.300,0.10500,51,29917,12,0.952904,0.947737,0.902481,0.629892
0.300,0.10500,51,30114,13,0.952599,0.949215,0.906964,0.634244
0.300,0.10500,51,30156,14,0.950850,0.948988,0.900061,0.645957
0.300,0.10500,51,30154,15,0.948414,0.950967,0.899390,0.645285
0.300,0.10500,51,29891,16,0.948395,0.949851,0.901194,0.651082
0.300,0.10500,51,30228,17,0.952215,0.951314,0.906061,0.643909
0.300,0.10500,51,30082,18,0.949986,0.947414,0.899897,0.656338
0.300,0.10500,51,29713,19,0.952432,0.952745,0.909981,0.643425
0.300,0.10500,51,30194,20,0.948069,0.947278,0.897128,0.640109
0.300,0.10500,51,30387,21,0.949194,0.953216,0.905714,0.652974
0.300,0.10500,51,30085,22,0.945817,0.951558,0.900062,0.641738
0.300,0.10500,51,29779,23,0.949231,0.951934,0.904581,0.657071
0.300,0.10500,51,29792,24,0.950189,0.948622,0.903104,0.659481
0.300,0.10500,51,30172,25,0.951172,0.951830,0.909078,0.646438
0.300,0.10500,51,29823,26,0.946313,0.950149,0.898943,0.665058
0.300,0.10500,51,30066,27,0.949271,0.947784,0.900732,0.650652
0.300,0.10500,51,30014,28,0.952957,0.948648,0.902648,0.631555
0.300,0.10500,51,29808,29,0.951342,0.946337,0.901923,0.640321
0.300,0.10500,51,30009,30,0.950320,0.947630,0.899698,0.643186
0.300,0.10500,51,29891,31,0.947489,0.947074,0.897674,0.640698
0.300,0.10500,51,30309,32,0.949587,0.950609,0.904773,0.653318
0.300,0.10500,51,29858,33,0.949103,0.948359,0.898185,0.650973
0.300,0.10500,51,29782,34,0.951367,0.949710,0.904865,0.640137
0.300,0.10500,51,29937,35,0.950095,0.953590,0.905243,0.628437
0.300,0.10500,51,29766,36,0.951179,0.948855,0.904576,0.642694
0.300,0.10500,51,29827,37,0.949475,0.949804,0.901493,0.640791
0.300,0.10500,51,29985,38,0.952223,0.950363,0.903860,0.659049
0.300,0.10500,51,30230,39,0.951999,0.951901,0.905093,0.647176
0.300,0.10500,51,30043,40,0.945581,0.947417,0.894936,0.630932
0.300,0.10500,51,30059,41,0.948852,0.948260,0.902952,0.649180
0.300,0.10500,51,29883,42,0.949361,0.949140,0.897482,0.645234
0.300,0.10500,51,30058,43,0.948408,0.950565,0.901631,0.644611
0.300,0.10500,51,29539,44,0.948796,0.947060,0.899609,0.639320
0.300,0.10500,51,30338,45,0.950196,0.950266,0.902073,0.648175
0.300,0.10500,51,29852,46,0.945134,0.948670,0.896159,0.656001
0.300,0.10500,51,30046,47,0.950967,0.951209,0.900614,0.656375
0.300,0.10500,51,29842,48,0.948568,0.947843,0.897190,0.651353
0.300,0.10500,51,29908,49,0.949613,0.950159,0.903085,0.660335
0.300,0.10500,51,29844,50,0.948828,0.952734,0.902865,0.644849
0.300,0.10500,51,29961,51,0.948536,0.953550,0.906872,0.662860
0.300,0.10500,51,30131,52,0.951651,0.953330,0.905846,0.628816
0.300,0.10500,51,30362,53,0.951931,0.950337,0.905873,0.649345
0.300,0.10500,51,30183,54,0.946764,0.949012,0.895134,0.643602
0.300,0.10500,51,30140,55,0.949835,0.951113,0.901495,0.632463
0.300,0.10500,51,30101,56,0.949423,0.950068,0.901659,0.631890
0.300,0.10500,51,30257,57,0.950134,0.946893,0.901030,0.645247
0.300,0.10500,51,29695,58,0.952960,0.950252,0.903714,0.635697
0.300,0.10500,51,29834,59,0.948400,0.948862,0.901942,0.641761
0.300,0.10500,51,29798,60,0.948540,0.953092,0.907600,0.637167
0.300,0.10500,51,29981,61,0.950558,0.946968,0.894031,0.660984
0.300,0.10500,51,29615,62,0.947046,0.953622,0.903208,0.656954
0.300,0.10500,51,29873,63,0.949141,0.951371,0.903206,0.648702
0.300,0.10500,51,30036,64,0.950225,0.945357,0.902101,0.657495
0.300,0.11500,51,29972,1,0.941539,0.943620,0.891266,0.634418
0.300,0.11500,51,30266,2,0.945565,0.945154,0.892435,0.642810
0.300,0.11500,51,29962,3,0.946585,0.941527,0.891761,0.682441
0.300,0.11500,51,30017,4,0.944857,0.946828,0.892916,0.650851
0.300,0.11500,51,30266,5,0.944973,0.942858,0.893550,0.638859
0.300,0.11500,51,30106,6,0.944976,0.941935,0.887462,0.637212
0.300,0.11500,51,29807,7,0.942926,0.946984,0.897494,0.636399
0.300,0.11500,51,29982,8,0.943626,0.945043,0.891818,0.645952
0.300,0.11500,51,29896,9,0.948414,0.944353,0.892596,0.634391
0.300,0.11500,51,30003,10,0.946064,0.948480,0.895928,0.633577
0.300,0.11500,51,30160,11,0.946218,0.943285,0.899108,0.646127
0.300,0.11500,51,29917,12,0.947150,0.943861,0.890183,0.635288
0.300,0.11500,51,30114,13,0.940603,0.946821,0.893051,0.637551
0.300,0.11500,51,30156,14,0.946057,0.941972,0.888517,0.639741
0.300,0.11500,51,30154,15,0.947753,0.942074,0.890931,0.644308
0.300,0.11500,51,29891,16,0.944703,0.947970,0.897244,0.644753
0.300,0.11500,51,30228,17,0.946281,0.944769,0.893343,0.632452
0.300,0.11500,51,30082,18,0.947188,0.946260,0.898927,0.651894
0.300,0.11500,51,29713,19,0.944157,0.946144,0.894057,0.637466
0.300,0.11500,51,30194,20,0.943713,0.944814,0.892527,0.632596
0.300,0.11500,51,30387,21,0.943136,0.946023,0.893197,0.655602
0.300,0.11500,51,30085,22,0.945247,0.938627,0.888829,0.647107
0.300,0.11500,51,29779,23,0.940705,0.945125,0.887744,0.654333
0.300,0.11500,51,29792,24,0.945825,0.942113,0.887108,0.673516
0.300,0.11500,51,30172,25,0.945583,0.948426,0.897566,0.642431
0.300,0.11500,51,29823,26,0.946505,0.944089,0.895360,0.650023
0.300,0.11500,51,30066,27,0.942251,0.948114,0.895706,0.646677
0.300,0.11500,51,30014,28,0.942337,0.945780,0.886779,0.629171
0.300,0.11500,51,29808,29,0.948871,0.942863,0.895105,0.639098
0.300,0.11500,51,30009,30,0.945639,0.944921,0.893800,0.649074
0.300,0.11500,51,29891,31,0.945807,0.944837,0.890715,0.643665
0.300,0.11500,51,30309,32,0.942633,0.941490,0.886059,0.643828
0.300,0.11500,51,29858,33,0.943595,0.948837,0.898795,0.650935
0.300,0.11500,51,29782,34,0.945005,0.948422,0.897000,0.638115
0.300,0.11500,51,29937,35,0.944765,0.944737,0.888177,0.632463
0.300,0.11500,51,29766,36,0.947326,0.945895,0.893489,0.647353
0.300,0.11500,51,29827,37,0.946276,0.943274,0.893267,0.643323
0.300,0.11500,51,29985,38,0.941646,0.945389,0.890014,0.657889
0.300,0.11500,51,30230,39,0.948229,0.943593,0.894534,0.642818
0.300,0.11500,51,30043,40,0.946463,0.944194,0.893258,0.631374
0.300,0.11500,51,30059,41,0.944255,0.944144,0.892390,0.648705
0.300,0.11500,51,29883,42,0.945202,0.943670,0.892405,0.641149
0.300,0.11500,51,30058,43,0.944889,0.946595,0.896816,0.643915
0.300,0.11500,51,29539,44,0.944197,0.944901,0.894493,0.638667
0.300,0.11500,51,30338,45,0.946284,0.947755,0.898610,0.646327
0.300,0.11500,51,29852,46,0.946233,0.945349,0.895744,0.649659
0.300,0.11500,51,30046,47,0.948262,0.944074,0.895817,0.649653
0.300,0.11500,51,29842,48,0.945858,0.943259,0.893368,0.650144
0.300,0.11500,51,29908,49,0.950396,0.940588,0.890387,0.646073
0.300,0.11500,51,29844,50,0.946678,0.945763,0.898459,0.649687
0.300,0.11500,51,29961,51,0.947738,0.944570,0.889356,0.652330
0.300,0.11500,51,30131,52,0.946040,0.948562,0.894464,0.631286
0.300,0.11500,51,30362,53,0.946098,0.945862,0.894239,0.648605
0.300,0.11500,51,30183,54,0.942993,0.944940,0.892334,0.642119
0.300,0.11500,51,30140,55,0.946014,0.942011,0.890583,0.632220
0.300,0.11500,51,30101,56,0.946458,0.946098,0.897081,0.639157
0.300,0.11500,51,30257,57,0.942407,0.946516,0.893885,0.645981
0.300,0.11500,51,29695,58,0.945575,0.947563,0.894367,0.634641
0.300,0.11500,51,29834,59,0.943844,0.944834,0.890890,0.633143
0.300,0.11500,51,29798,60,0.942528,0.947991,0.893888,0.643392
0.300,0.11500,51,29981,61,0.939230,0.945848,0.893850,0.651382
0.300,0.11500,51,29615,62,0.947046,0.947308,0.896138,0.659319
0.300,0.11500,51,29873,63,0.943631,0.943840,0.888210,0.651976
0.300,0.11500,51,30036,64,0.948677,0.944641,0.894278,0.657563
0.300,0.12500,51,29972,1,0.940704,0.941891,0.885661,0.636160
0.300,0.12500,51,30266,2,0.939870,0.938361,0.877622,0.640059
0.300,0.12500,51,29962,3,0.938376,0.940707,0.882861,0.665270
0.300,0.12500,51,30017,4,0.940567,0.939112,0.880820,0.639469
0.300,0.12500,51,30266,5,0.939520,0.940543,0.886934,0.635059
0.300,0.12500,51,30106,6,0.942034,0.937077,0.881923,0.642407
0.300,0.12500,51,29807,7,0.941418,0.934984,0.883738,0.643178
0.300,0.12500,51,29982,8,0.936724,0.941092,0.879128,0.643600
0.300,0.12500,51,29896,9,0.941056,0.938972,0.880066,0.635403
0.300,0.12500,51,30003,10,0.942563,0.941338,0.888533,0.632370
0.300,0.12500,51,30160,11,0.938835,0.942409,0.882069,0.640177
0.300,0.12500,51,29917,12,0.941175,0.936620,0.878328,0.628954
0.300,0.12500,51,30114,13,0.941601,0.943492,0.889449,0.638501
0.300,0.12500,51,30156,14,0.942889,0.940811,0.890117,0.644456
0.300,0.12500,51,30154,15,0.944738,0.938916,0.890961,0.643468
0.300,0.12500,51,29891,16,0.940842,0.940817,0.888204,0.649342
0.300,0.12500,51,30228,17,0.944827,0.938668,0.889315,0.635694
0.300,0.12500,51,30082,18,0.938425,0.941014,0.884454,0.655939
0.300,0.12500,51,29713,19,0.940692,0.944071,0.892115,0.638266
0.300,0.12500,51,30194,20,0.939988,0.940573,0.881877,0.632900
0.300,0.12500,51,30387,21,0.944273,0.942380,0.889044,0.649863
0.300,0.12500,51,30085,22,0.934957,0.936620,0.875680,0.642601
0.300,0.12500,51,29779,23,0.936824,0.939113,0.879061,0.653866
0.300,0.12500,51,29792,24,0.938657,0.941050,0.883416,0.660920
0.300,0.12500,51,30172,25,0.940257,0.941225,0.888430,0.639288
0.300,0.12500,51,29823,26,0.939646,0.941491,0.881074,0.655110
0.300,0.12500,51,30066,27,0.935556,0.937003,0.876253,0.645387
0.300,0.12500,51,30014,28,0.940480,0.941832,0.883701,0.633188
0.300,0.12500,51,29808,29,0.936801,0.938368,0.881194,0.640249
0.300,0.12500,51,30009,30,0.939096,0.940368,0.883231,0.640574
0.300,0.12500,51,29891,31,0.939007,0.940023,0.885011,0.638746
0.300,0.12500,51,30309,32,0.943396,0.938726,0.885374,0.644149
0.300,0.12500,51,29858,33,0.941479,0.941402,0.884417,0.651145
0.300,0.12500,51,29782,34,0.939842,0.938416,0.879191,0.639280
0.300,0.12500,51,29937,35,0.940220,0.941011,0.884974,0.637446
0.300,0.12500,51,29766,36,0.940649,0.942343,0.887260,0.647238
0.300,0.12500,51,29827,37,0.941687,0.937748,0.881663,0.639069
0.300,0.12500,51,29985,38,0.941539,0.940866,0.886674,0.664629
0.300,0.12500,51,30230,39,0.941308,0.937051,0.887205,0.645656
0.300,0.12500,51,30043,40,0.942728,0.942378,0.886979,0.634066
0.300,0.12500,51,30059,41,0.940101,0.941475,0.880717,0.652238
0.300,0.12500,51,29883,42,0.944426,0.939188,0.887471,0.642771
0.300,0.12500,51,30058,43,0.941323,0.946018,0.891094,0.645372
0.300,0.12500,51,29539,44,0.937819,0.940015,0.882235,0.641401
0.300,0.12500,51,30338,45,0.937822,0.941755,0.881346,0.658640
0.300,0.12500,51,29852,46,0.940688,0.941937,0.886038,0.663613
0.300,0.12500,51,30046,47,0.941611,0.940022,0.885587,0.647495
0.300,0.12500,51,29842,48,0.938673,0.942384,0.884752,0.649360
0.300,0.12500,51,29908,49,0.945695,0.943779,0.893544,0.644921
0.300,0.12500,51,29844,50,0.939206,0.940001,0.880896,0.640084
0.300,0.12500,51,29961,51,0.941388,0.942719,0.885941,0.660559
0.300,0.12500,51,30131,52,0.944511,0.941940,0.891115,0.634094
0.300,0.12500,51,30362,53,0.940845,0.940489,0.887895,0.647519
0.300,0.12500,51,30183,54,0.942021,0.938773,0.883519,0.639452
0.300,0.12500,51,30140,55,0.941901,0.935745,0.880348,0.640116
0.300,0.12500,51,30101,56,0.939951,0.939330,0.885429,0.635462
0.300,0.12500,51,30257,57,0.936056,0.941454,0.875701,0.649675
0.300,0.12500,51,29695,58,0.941171,0.939059,0.882962,0.636711
0.300,0.12500,51,29834,59,0.941205,0.937533,0.880084,0.635066
0.300,0.12500,51,29798,60,0.941181,0.942096,0.881236,0.638513
0.300,0.12500,51,29981,61,0.942007,0.939277,0.883899,0.659906
0.300,0.12500,51,29615,62,0.941195,0.937717,0.884913,0.656746
0.300,0.12500,51,29873,63,0.943219,0.943196,0.884475,0.648380
0.300,0.12500,51,30036,64,0.939956,0.942951,0.884003,0.656147
0.300,0.13500,51,29972,1,0.939134,0.936924,0.877806,0.634816
0.300,0.13500,51,30266,2,0.932816,0.935171,0.866872,0.638973
0.300,0.13500,51,29962,3,0.937262,0.936117,0.877780,0.666314
0.300,0.13500,51,30017,4,0.931835,0.934632,0.872581,0.643844
0.300,0.13500,51,30266,5,0.935850,0.933796,0.871360,0.637589
0.300,0.13500,51,30106,6,0.938386,0.934615,0.874944,0.634494
0.300,0.13500,51,29807,7,0.936726,0.938257,0.875393,0.637913
0.300,0.13500,51,29982,8,0.938696,0.931230,0.873437,0.643576
0.300,0.13500,51,29896,9,0.932803,0.937241,0.874152,0.629928
0.300,0.13500,51,30003,10,0.935934,0.936672,0.878354,0.631611
0.300,0.13500,51,30160,11,0.934824,0.932250,0.868933,0.642150
0.300,0.13500,51,29917,12,0.939135,0.939627,0.882921,0.633535
0.300,0.13500,51,30114,13,0.934595,0.935642,0.873000,0.637873
0.300,0.13500,51,30156,14,0.931401,0.938506,0.873120,0.640524
0.300,0.13500,51,30154,15,0.938358,0.935711,0.876235,0.649890
0.300,0.13500,51,29891,16,0.934357,0.933070,0.872447,0.651140
0.300,0.13500,51,30228,17,0.938243,0.934391,0.874888,0.640572
0.300,0.13500,51,30082,18,0.932026,0.935533,0.872810,0.653891
0.300,0.13500,51,29713,19,0.933601,0.937368,0.878365,0.642365
0.300,0.13500,51,30194,20,0.936965,0.931110,0.869536,0.635004
0.300,0.13500,51,30387,21,0.942020,0.935096,0.879934,0.655189
0.300,0.13500,51,30085,22,0.938147,0.938623,0.881230,0.641577
0.300,0.13500,51,29779,23,0.935856,0.936305,0.876846,0.653169
0.300,0.13500,51,29792,24,0.935361,0.934669,0.872382,0.652580
0.300,0.13500,51,30172,25,0.933978,0.943553,0.878333,0.647617
0.300,0.13500,51,29823,26,0.936041,0.933672,0.873026,0.651919
0.300,0.13500,51,30066,27,0.932140,0.941509,0.878014,0.644672
0.300,0.13500,51,30014,28,0.933434,0.931589,0.869570,0.638266
0.300,0.13500,51,29808,29,0.931180,0.933326,0.867058,0.641112
0.300,0.13500,51,30009,30,0.935038,0.938392,0.878941,0.654499
0.300,0.13500,51,29891,31,0.934722,0.934145,0.873284,0.639064
0.300,0.13500,51,30309,32,0.937112,0.937045,0.878871,0.646946
0.300,0.13500,51,29858,33,0.936756,0.934808,0.877721,0.647583
0.300,0.13500,51,29782,34,0.934803,0.936081,0.879475,0.637718
0.300,0.13500,51,29937,35,0.936337,0.933164,0.875104,0.631701
0.300,0.13500,51,29766,36,0.937899,0.934818,0.879688,0.645396
0.300,0.13500,51,29827,37,0.932180,0.936341,0.870688,0.641543
0.300,0.13500,51,29985,38,0.936832,0.937961,0.879555,0.656792
0.300,0.13500,51,30230,39,0.933634,0.936639,0.870962,0.649928
0.300,0.13500,51,30043,40,0.936586,0.935709,0.876066,0.634015
0.300,0.13500,51,30059,41,0.934503,0.934705,0.874760,0.646259
0.300,0.13500,51,29883,42,0.937357,0.932790,0.872967,0.638678
0.300,0.13500,51,30058,43,0.935146,0.933063,0.876442,0.643941
0.300,0.13500,51,29539,44,0.934809,0.940264,0.880413,0.643019
0.300,0.13500,51,30338,45,0.934282,0.932225,0.870876,0.652659
0.300,0.13500,51,29852,46,0.936589,0.937688,0.879533,0.656085
0.300,0.13500,51,30046,47,0.937023,0.938515,0.883352,0.650129
0.300,0.13500,51,29842,48,0.938064,0.940490,0.884039,0.642602
0.300,0.13500,51,29908,49,0.938421,0.941246,0.885522,0.648812
0.300,0.13500,51,29844,50,0.935549,0.934236,0.872190,0.652708
0.300,0.13500,51,29961,51,0.932180,0.934101,0.870917,0.659898
0.300,0.13500,51,30131,52,0.937222,0.937955,0.882783,0.633309
0.300,0.13500,51,30362,53,0.937253,0.935183,0.877737,0.646316
0.300,0.13500,51,30183,54,0.934870,0.934944,0.876342,0.639693
0.300,0.13500,51,30140,55,0.930044,0.936397,0.872004,0.639170
0.300,0.13500,51,30101,56,0.936358,0.934569,0.872567,0.636422
0.300,0.13500,51,30257,57,0.938656,0.933883,0.874773,0.644619
0.300,0.13500,51,29695,58,0.935327,0.933770,0.870678,0.632544
0.300,0.13500,51,29834,59,0.933506,0.933248,0.869547,0.648096
0.300,0.13500,51,29798,60,0.939344,0.941164,0.888110,0.633634
0.300,0.13500,51,29981,61,0.939467,0.936841,0.876747,0.662231
0.300,0.13500,51,29615,62,0.937619,0.938112,0.880136,0.657889
0.300,0.13500,51,29873,63,0.938522,0.936837,0.875251,0.657560
0.300,0.13500,51,30036,64,0.936881,0.934114,0.880137,0.655969
0.300,0.14500,51,29972,1,0.928861,0.927004,0.859372,0.634843
0.300,0.14500,51,30266,2,0.924858,0.936187,0.862764,0.646156
0.300,0.14500,51,29962,3,0.929317,0.925761,0.856757,0.655846
0.300,0.14500,51,30017,4,0.932385,0.931721,0.869679,0.639877
0.300,0.14500,51,30266,5,0.933674,0.931431,0.869307,0.639637
0.300,0.14500,51,30106,6,0.931004,0.931737,0.870433,0.639182
0.300,0.14500,51,29807,7,0.932975,0.931069,0.871010,0.642515
0.300,0.14500,51,29982,8,0.926293,0.930859,0.862490,0.645417
0.300,0.14500,51,29896,9,0.929182,0.932482,0.866845,0.630388
0.300,0.14500,51,30003,10,0.931818,0.929752,0.868243,0.633547
0.300,0.14500,51,30160,11,0.932804,0.932468,0.870775,0.644130
0.300,0.14500,51,29917,12,0.933102,0.928627,0.866326,0.634757
0.300,0.14500,51,30114,13,0.932010,0.928453,0.864517,0.641445
0.300,0.14500,51,30156,14,0.931705,0.929775,0.865660,0.641663
0.300,0.14500,51,30154,15,0.931682,0.932525,0.864690,0.637996
0.300,0.14500,51,29891,16,0.926572,0.933145,0.864807,0.641550
0.300,0.14500,51,30228,17,0.931120,0.933216,0.862643,0.638577
0.300,0.14500,51,30082,18,0.924369,0.933776,0.860723,0.652331
0.300,0.14500,51,29713,19,0.932239,0.935491,0.872544,0.640437
0.300,0.14500,51,30194,20,0.932004,0.928463,0.862001,0.635062
0.300,0.14500,51,30387,21,0.934938,0.930029,0.870103,0.646047
0.300,0.14500,51,30085,22,0.931168,0.932067,0.866626,0.641287
0.300,0.14500,51,29779,23,0.928785,0.929221,0.862944,0.654670
0.300,0.14500,51,29792,24,0.931919,0.934775,0.870693,0.662530
0.300,0.14500,51,30172,25,0.928868,0.933761,0.864984,0.643856
0.300,0.14500,51,29823,26,0.931280,0.929309,0.858612,0.656634
0.300,0.14500,51,30066,27,0.933355,0.924854,0.862240,0.646321
0.300,0.14500,51,30014,28,0.931690,0.931943,0.867438,0.635983
0.300,0.14500,51,29808,29,0.927571,0.934587,0.868630,0.635444
0.300,0.14500,51,30009,30,0.935975,0.930265,0.869728,0.642836
0.300,0.14500,51,29891,31,0.931014,0.934081,0.870431,0.641569
0.300,0.14500,51,30309,32,0.927134,0.932613,0.860700,0.647101
0.300,0.14500,51,29858,33,0.933085,0.930278,0.860288,0.651142
0.300,0.14500,51,29782,34,0.931787,0.931262,0.864032,0.643430
0.300,0.14500,51,29937,35,0.931049,0.928206,0.862803,0.629707
0.300,0.14500,51,29766,36,0.930219,0.930384,0.868086,0.640965
0.300,0.14500,51,29827,37,0.933729,0.934133,0.869877,0.637444
0.300,0.14500,51,29985,38,0.929591,0.931814,0.863974,0.656153
0.300,0.14500,51,30230,39,0.931362,0.931008,0.871392,0.646116
0.300,0.14500,51,30043,40,0.930260,0.932901,0.870415,0.635818
0.300,0.14500,51,30059,41,0.932794,0.935782,0.872118,0.652690
0.300,0.14500,51,29883,42,0.929385,0.930575,0.869365,0.640086
0.300,0.14500,51,30058,43,0.931665,0.931632,0.870812,0.642312
0.300,0.14500,51,29539,44,0.930730,0.934158,0.872331,0.642202
0.300,0.14500,51,30338,45,0.933027,0.932677,0.870906,0.649088
0.300,0.14500,51,29852,46,0.931219,0.931313,0.873084,0.654507
0.300,0.14500,51,30046,47,0.930140,0.928515,0.859097,0.651428
0.300,0.14500,51,29842,48,0.927705,0.927292,0.855566,0.645188
0.300,0.14500,51,29908,49,0.927554,0.930245,0.864033,0.648871
0.300,0.14500,51,29844,50,0.934761,0.927037,0.866601,0.645379
0.300,0.14500,51,29961,51,0.934842,0.932003,0.869501,0.659718
0.300,0.14500,51,30131,52,0.933863,0.928817,0.868181,0.635734
0.300,0.14500,51,30362,53,0.928739,0.931463,0.861347,0.644219
0.300,0.14500,51,30183,54,0.931786,0.927048,0.864524,0.640026
0.300,0.14500,51,30140,55,0.935001,0.925914,0.862855,0.637660
0.300,0.14500,51,30101,56,0.932457,0.932883,0.867380,0.639856
0.300,0.14500,51,30257,57,0.933399,0.929901,0.866969,0.647305
0.300,0.14500,51,29695,58,0.934587,0.929525,0.863645,0.639838
0.300,0.14500,51,29834,59,0.932515,0.928570,0.862597,0.635660
0.300,0.14500,51,29798,60,0.932391,0.929974,0.861583,0.636585
0.300,0.14500,51,29981,61,0.932694,0.927960,0.864675,0.662504
0.300,0.14500,51,29615,62,0.933285,0.933950,0.868537,0.652989
0.300,0.14500,51,29873,63,0.930790,0.929533,0.865405,0.645105
0.300,0.14500,51,30036,64,0.931429,0.933363,0.868678,0.665592
0.300,0.15500,51,29972,1,0.926374,0.929275,0.858829,0.637360
0.300,0.15500,51,30266,2,0.928047,0.929883,0.866537,0.641477
0.300,0.15500,51,29962,3,0.924957,0.925634,0.857928,0.669541
0.300,0.15500,51,30017,4,0.928873,0.926407,0.857751,0.648531
0.300,0.15500,51,30266,5,0.927901,0.928239,0.857239,0.637666
0.300,0.15500,51,30106,6,0.925568,0.925411,0.858469,0.639433
0.300,0.15500,51,29807,7,0.919096,0.928452,0.852397,0.642642
0.300,0.15500,51,29982,8,0.931553,0.919185,0.860888,0.644773
0.300,0.15500,51,29896,9,0.922100,0.927025,0.853403,0.635691
0.300,0.15500,51,30003,10,0.925522,0.926849,0.855168,0.634813
0.300,0.15500,51,30160,11,0.928041,0.929258,0.859371,0.647135
0.300,0.15500,51,29917,12,0.924995,0.923278,0.852230,0.634153
0.300,0.15500,51,30114,13,0.929719,0.924564,0.861782,0.639598
0.300,0.15500,51,30156,14,0.925265,0.922986,0.854534,0.648481
0.300,0.15500,51,30154,15,0.927630,0.923368,0.855866,0.644215
0.300,0.15500,51,29891,16,0.924336,0.928600,0.861993,0.644353
0.300,0.15500,51,30228,17,0.925832,0.921065,0.853947,0.638715
0.300,0.15500,51,30082,18,0.927904,0.931586,0.864374,0.657691
0.300,0.15500,51,29713,19,0.922986,0.923985,0.859090,0.639315
0.300,0.15500,51,30194,20,0.924293,0.922489,0.854910,0.629486
0.300,0.15500,51,30387,21,0.920211,0.928499,0.853467,0.653345
0.300,0.15500,51,30085,22,0.931914,0.929331,0.864771,0.646285
0.300,0.15500,51,29779,23,0.926953,0.925866,0.856613,0.657671
0.300,0.15500,51,29792,24,0.925736,0.923215,0.854140,0.658341
0.300,0.15500,51,30172,25,0.925351,0.926427,0.854893,0.651120
0.300,0.15500,51,29823,26,0.919283,0.925285,0.850418,0.651474
0.300,0.15500,51,30066,27,0.929273,0.927307,0.861775,0.643956
0.300,0.15500,51,30014,28,0.926207,0.930298,0.860059,0.635777
0.300,0.15500,51,29808,29,0.922008,0.930411,0.851695,0.633354
0.300,0.15500,51,30009,30,0.930317,0.931707,0.871482,0.644875
0.300,0.15500,51,29891,31,0.928796,0.920984,0.853812,0.637078
0.300,0.15500,51,30309,32,0.920882,0.923727,0.849747,0.647283
0.300,0.15500,51,29858,33,0.926377,0.928698,0.861012,0.652627
0.300,0.15500,51,29782,34,0.924255,0.925630,0.853543,0.634357
0.300,0.15500,51,29937,35,0.928002,0.925471,0.858265,0.637860
0.300,0.15500,51,29766,36,0.921263,0.926581,0.855781,0.644212
0.300,0.15500,51,29827,37,0.932093,0.927519,0.865379,0.639344
0.300,0.15500,51,29985,38,0.928172,0.932312,0.865768,0.651147
0.300,0.15500,51,30230,39,0.925701,0.926552,0.856852,0.645522
0.300,0.15500,51,30043,40,0.924812,0.927629,0.858984,0.635062
