# generator=escape_time_Ndim.jl  N=100  N_DIS=32  MAX_STEPS=1000000  φ_escape=0.5  generated=2026-06-11T16:14:47.416
alpha,T,disorder,K,tau,escaped
0.550,0.04000,24,1,1000000,0
0.580,0.02000,19,1,1000000,0
0.620,0.00500,2,1,1000000,0
0.550,0.05000,13,1,1000000,0
0.500,0.08250,8,1,1000000,0
0.550,0.05000,29,1,1000000,0
0.550,0.04250,24,1,1000000,0
0.580,0.02250,19,1,1000000,0
0.620,0.00750,2,1,1000000,0
0.620,0.01000,2,1,9039,1
0.620,0.01250,2,1,3282,1
0.620,0.01500,2,1,2406,1
0.620,0.01750,2,1,2210,1
0.620,0.02000,2,1,1554,1
0.550,0.05250,13,1,1000000,0
0.500,0.08500,8,1,1000000,0
0.550,0.05250,29,1,1000000,0
0.550,0.04500,24,1,1000000,0
0.580,0.02500,19,1,1000000,0
0.600,0.00500,2,1,1000000,0
0.550,0.05500,13,1,1000000,0
0.500,0.08750,8,1,1000000,0
0.550,0.05500,29,1,1000000,0
0.550,0.04750,24,1,1000000,0
0.580,0.02750,19,1,1000000,0
0.600,0.00750,2,1,1000000,0
0.550,0.05750,13,1,1000000,0
0.500,0.09000,8,1,1000000,0
0.550,0.05750,29,1,1000000,0
0.550,0.05000,24,1,1000000,0
0.580,0.03000,19,1,1000000,0
0.600,0.01000,2,1,1000000,0
0.550,0.06000,13,1,1000000,0
0.500,0.09250,8,1,1000000,0
0.550,0.06000,29,1,1000000,0
0.550,0.05250,24,1,1000000,0
0.580,0.03250,19,1,1000000,0
0.600,0.01250,2,1,1000000,0
0.620,0.00250,13,1,1000000,0
0.500,0.09500,8,1,1000000,0
0.620,0.00250,29,1,1000000,0
0.550,0.05500,24,1,1000000,0
0.580,0.03500,19,1,1000000,0
0.600,0.01500,2,1,1000000,0
0.620,0.00500,13,1,1000000,0
0.500,0.09750,8,1,1000000,0
0.580,0.03750,19,1,599731,1
0.620,0.00500,29,1,1000000,0
0.580,0.04000,19,1,283005,1
0.550,0.05750,24,1,1000000,0
0.600,0.01750,2,1,1000000,0
0.620,0.00750,13,1,1000000,0
0.620,0.01000,13,1,19840,1
0.620,0.01250,13,1,3761,1
0.620,0.01500,13,1,2211,1
0.620,0.01750,13,1,1732,1
0.620,0.02000,13,1,2149,1
0.500,0.10000,8,1,1000000,0
0.620,0.00750,29,1,1000000,0
0.620,0.01000,29,1,12659,1
0.620,0.01250,29,1,3095,1
0.620,0.01500,29,1,2714,1
0.620,0.01750,29,1,2221,1
0.620,0.02000,29,1,2141,1
0.500,0.06000,19,1,1000000,0
0.550,0.06000,24,1,1000000,0
0.600,0.02000,2,1,1000000,0
0.600,0.02250,2,1,16489,1
0.600,0.02500,2,1,1562,1
0.600,0.02750,2,1,1920,1
0.600,0.03000,2,1,1984,1
0.600,0.03250,2,1,1309,1
0.600,0.03500,2,1,1094,1
0.600,0.00500,13,1,1000000,0
0.550,0.02500,8,1,1000000,0
0.600,0.00500,29,1,1000000,0
0.500,0.06250,19,1,1000000,0
0.620,0.00250,24,1,1000000,0
0.580,0.01000,3,1,1000000,0
0.600,0.00750,13,1,1000000,0
0.550,0.02750,8,1,1000000,0
0.600,0.00750,29,1,1000000,0
0.500,0.06500,19,1,1000000,0
0.620,0.00500,24,1,1000000,0
0.580,0.01250,3,1,1000000,0
0.600,0.01000,13,1,1000000,0
0.550,0.03000,8,1,1000000,0
0.600,0.01000,29,1,1000000,0
0.500,0.06750,19,1,1000000,0
0.620,0.00750,24,1,1000000,0
0.620,0.01000,24,1,16879,1
0.620,0.01250,24,1,4404,1
0.620,0.01500,24,1,2323,1
0.620,0.01750,24,1,2482,1
0.620,0.02000,24,1,1867,1
0.580,0.01500,3,1,1000000,0
0.600,0.01250,13,1,1000000,0
0.550,0.03250,8,1,1000000,0
0.600,0.01250,29,1,1000000,0
0.500,0.07000,19,1,1000000,0
0.600,0.00500,24,1,1000000,0
0.580,0.01750,3,1,1000000,0
0.600,0.01500,13,1,1000000,0
0.550,0.03500,8,1,1000000,0
0.600,0.01500,29,1,1000000,0
0.500,0.07250,19,1,1000000,0
0.600,0.00750,24,1,1000000,0
0.580,0.02000,3,1,1000000,0
0.600,0.01750,13,1,1000000,0
0.550,0.03750,8,1,1000000,0
0.600,0.01750,29,1,1000000,0
0.500,0.07500,19,1,1000000,0
0.600,0.01000,24,1,1000000,0
0.600,0.02000,29,1,177412,1
0.600,0.02250,29,1,3135,1
0.600,0.02500,29,1,3077,1
0.600,0.02750,29,1,2482,1
0.600,0.03000,29,1,1338,1
0.600,0.03250,29,1,1220,1
0.600,0.03500,29,1,976,1
0.580,0.02250,3,1,1000000,0
0.600,0.02000,13,1,1000000,0
0.600,0.02250,13,1,24906,1
0.600,0.02500,13,1,3085,1
0.600,0.02750,13,1,2680,1
0.600,0.03000,13,1,1552,1
0.600,0.03250,13,1,1520,1
0.600,0.03500,13,1,1216,1
0.550,0.04000,8,1,1000000,0
0.500,0.07750,19,1,1000000,0
0.600,0.01250,24,1,1000000,0
0.580,0.01000,30,1,1000000,0
0.580,0.02500,3,1,1000000,0
0.580,0.01000,14,1,1000000,0
0.550,0.04250,8,1,1000000,0
0.500,0.08000,19,1,1000000,0
0.600,0.01500,24,1,1000000,0
0.580,0.01250,30,1,1000000,0
0.580,0.02750,3,1,1000000,0
0.580,0.01250,14,1,1000000,0
0.550,0.04500,8,1,1000000,0
0.500,0.08250,19,1,1000000,0
0.580,0.01500,30,1,1000000,0
0.600,0.01750,24,1,1000000,0
0.580,0.03000,3,1,1000000,0
0.580,0.01500,14,1,1000000,0
0.550,0.04750,8,1,1000000,0
0.500,0.08500,19,1,1000000,0
0.600,0.02000,24,1,1000000,0
0.580,0.01750,30,1,1000000,0
0.600,0.02250,24,1,21169,1
0.600,0.02500,24,1,3615,1
0.600,0.02750,24,1,2574,1
0.600,0.03000,24,1,1331,1
0.600,0.03250,24,1,1842,1
0.600,0.03500,24,1,1384,1
0.580,0.03250,3,1,1000000,0
0.580,0.01750,14,1,1000000,0
0.550,0.05000,8,1,1000000,0
0.500,0.08750,19,1,1000000,0
0.580,0.02000,30,1,1000000,0
0.580,0.01000,25,1,1000000,0
0.580,0.03500,3,1,1000000,0
0.580,0.02000,14,1,1000000,0
0.550,0.05250,8,1,1000000,0
0.500,0.09000,19,1,1000000,0
0.580,0.02250,30,1,1000000,0
0.580,0.01250,25,1,1000000,0
0.580,0.02250,14,1,1000000,0
0.580,0.03750,3,1,1000000,0
0.550,0.05500,8,1,1000000,0
0.580,0.04000,3,1,343318,1
0.500,0.09250,19,1,1000000,0
0.580,0.02500,30,1,1000000,0
0.580,0.01500,25,1,1000000,0
0.580,0.02500,14,1,1000000,0
0.550,0.05750,8,1,1000000,0
0.500,0.06000,3,1,1000000,0
0.500,0.09500,19,1,1000000,0
0.580,0.02750,30,1,1000000,0
0.580,0.01750,25,1,1000000,0
0.580,0.02750,14,1,1000000,0
0.550,0.06000,8,1,1000000,0
0.500,0.06250,3,1,1000000,0
0.500,0.09750,19,1,1000000,0
0.580,0.03000,30,1,1000000,0
0.580,0.02000,25,1,1000000,0
0.580,0.03000,14,1,1000000,0
0.620,0.00250,8,1,1000000,0
0.500,0.06500,3,1,1000000,0
0.500,0.10000,19,1,1000000,0
0.580,0.03250,30,1,1000000,0
0.580,0.02250,25,1,1000000,0
0.580,0.03250,14,1,1000000,0
0.620,0.00500,8,1,1000000,0
0.500,0.06750,3,1,1000000,0
0.550,0.02500,19,1,1000000,0
0.580,0.03500,30,1,1000000,0
0.580,0.02500,25,1,1000000,0
0.580,0.03750,30,1,200754,1
0.580,0.03500,14,1,1000000,0
0.580,0.04000,30,1,271038,1
0.620,0.00750,8,1,1000000,0
0.620,0.01000,8,1,5627,1
0.620,0.01250,8,1,3726,1
0.620,0.01500,8,1,2660,1
0.620,0.01750,8,1,2149,1
0.620,0.02000,8,1,1884,1
0.500,0.07000,3,1,1000000,0
0.550,0.02750,19,1,1000000,0
0.580,0.02750,25,1,1000000,0
0.580,0.03750,14,1,1000000,0
0.580,0.04000,14,1,13803,1
0.500,0.06000,30,1,1000000,0
0.600,0.00500,8,1,1000000,0
0.500,0.07250,3,1,1000000,0
0.550,0.03000,19,1,1000000,0
0.580,0.03000,25,1,1000000,0
0.500,0.06000,14,1,1000000,0
0.500,0.06250,30,1,1000000,0
0.600,0.00750,8,1,1000000,0
0.500,0.07500,3,1,1000000,0
0.550,0.03250,19,1,1000000,0
0.580,0.03250,25,1,1000000,0
0.500,0.06250,14,1,1000000,0
0.500,0.06500,30,1,1000000,0
0.600,0.01000,8,1,1000000,0
0.500,0.07750,3,1,1000000,0
0.550,0.03500,19,1,1000000,0
0.580,0.03500,25,1,1000000,0
0.500,0.06500,14,1,1000000,0
0.500,0.06750,30,1,1000000,0
0.600,0.01250,8,1,1000000,0
0.500,0.08000,3,1,1000000,0
0.550,0.03750,19,1,1000000,0
0.580,0.03750,25,1,1000000,0
0.580,0.04000,25,1,45659,1
0.500,0.06750,14,1,1000000,0
0.500,0.07000,30,1,1000000,0
0.600,0.01500,8,1,1000000,0
0.500,0.08250,3,1,1000000,0
0.550,0.04000,19,1,1000000,0
0.500,0.06000,25,1,1000000,0
0.500,0.07000,14,1,1000000,0
0.500,0.07250,30,1,1000000,0
0.600,0.01750,8,1,1000000,0
0.500,0.08500,3,1,1000000,0
0.600,0.02000,8,1,161306,1
0.600,0.02250,8,1,4774,1
0.600,0.02500,8,1,3845,1
0.600,0.02750,8,1,3495,1
0.600,0.03000,8,1,1738,1
0.600,0.03250,8,1,1395,1
0.600,0.03500,8,1,967,1
0.550,0.04250,19,1,1000000,0
0.500,0.06250,25,1,1000000,0
0.500,0.07250,14,1,1000000,0
0.500,0.07500,30,1,1000000,0
0.500,0.08750,3,1,1000000,0
0.580,0.01000,9,1,1000000,0
0.550,0.04500,19,1,1000000,0
0.500,0.06500,25,1,1000000,0
0.500,0.07500,14,1,1000000,0
0.500,0.07750,30,1,1000000,0
0.500,0.09000,3,1,1000000,0
0.580,0.01250,9,1,1000000,0
0.550,0.04750,19,1,1000000,0
0.500,0.06750,25,1,1000000,0
0.500,0.07750,14,1,1000000,0
0.500,0.08000,30,1,1000000,0
0.500,0.09250,3,1,1000000,0
0.580,0.01500,9,1,1000000,0
0.550,0.05000,19,1,1000000,0
0.500,0.07000,25,1,1000000,0
0.500,0.08000,14,1,1000000,0
0.500,0.08250,30,1,1000000,0
0.500,0.09500,3,1,1000000,0
0.580,0.01750,9,1,1000000,0
0.550,0.05250,19,1,1000000,0
0.500,0.07250,25,1,1000000,0
0.500,0.08250,14,1,1000000,0
0.500,0.08500,30,1,1000000,0
0.500,0.09750,3,1,1000000,0
0.580,0.02000,9,1,1000000,0
0.550,0.05500,19,1,1000000,0
0.500,0.07500,25,1,1000000,0
0.500,0.08500,14,1,1000000,0
0.500,0.08750,30,1,1000000,0
0.500,0.10000,3,1,1000000,0
0.580,0.02250,9,1,1000000,0
0.550,0.05750,19,1,1000000,0
0.500,0.07750,25,1,1000000,0
0.500,0.08750,14,1,1000000,0
0.500,0.09000,30,1,1000000,0
0.550,0.02500,3,1,1000000,0
0.580,0.02500,9,1,1000000,0
0.550,0.06000,19,1,1000000,0
0.500,0.08000,25,1,1000000,0
0.500,0.09000,14,1,1000000,0
0.500,0.09250,30,1,1000000,0
0.550,0.02750,3,1,1000000,0
0.580,0.02750,9,1,1000000,0
0.620,0.00250,19,1,1000000,0
0.500,0.08250,25,1,1000000,0
0.500,0.09250,14,1,1000000,0
0.500,0.09500,30,1,1000000,0
0.550,0.03000,3,1,1000000,0
0.580,0.03000,9,1,1000000,0
0.620,0.00500,19,1,1000000,0
0.500,0.08500,25,1,1000000,0
0.500,0.09500,14,1,1000000,0
0.500,0.09750,30,1,1000000,0
0.550,0.03250,3,1,1000000,0
0.580,0.03250,9,1,1000000,0
0.620,0.00750,19,1,1000000,0
0.620,0.01000,19,1,6990,1
0.620,0.01250,19,1,4301,1
0.620,0.01500,19,1,3238,1
0.620,0.01750,19,1,2192,1
0.620,0.02000,19,1,1743,1
0.500,0.08750,25,1,1000000,0
0.500,0.09750,14,1,1000000,0
0.500,0.10000,30,1,1000000,0
0.550,0.03500,3,1,1000000,0
0.580,0.03500,9,1,1000000,0
0.600,0.00500,19,1,1000000,0
0.500,0.09000,25,1,1000000,0
0.500,0.10000,14,1,1000000,0
0.550,0.02500,30,1,1000000,0
0.550,0.03750,3,1,1000000,0
0.580,0.03750,9,1,1000000,0
0.600,0.00750,19,1,1000000,0
0.500,0.09250,25,1,1000000,0
0.580,0.04000,9,1,393297,1
0.550,0.02500,14,1,1000000,0
0.550,0.02750,30,1,1000000,0
0.550,0.04000,3,1,1000000,0
0.600,0.01000,19,1,1000000,0
0.500,0.09500,25,1,1000000,0
0.500,0.06000,9,1,1000000,0
0.550,0.02750,14,1,1000000,0
0.550,0.03000,30,1,1000000,0
0.550,0.04250,3,1,1000000,0
0.600,0.01250,19,1,1000000,0
0.500,0.09750,25,1,1000000,0
0.500,0.06250,9,1,1000000,0
0.550,0.03000,14,1,1000000,0
0.550,0.03250,30,1,1000000,0
0.550,0.04500,3,1,1000000,0
0.600,0.01500,19,1,1000000,0
0.500,0.10000,25,1,1000000,0
0.500,0.06500,9,1,1000000,0
0.550,0.03250,14,1,1000000,0
0.550,0.03500,30,1,1000000,0
0.550,0.04750,3,1,1000000,0
0.600,0.01750,19,1,1000000,0
0.550,0.02500,25,1,1000000,0
0.600,0.02000,19,1,156145,1
0.600,0.02250,19,1,18504,1
0.600,0.02500,19,1,4237,1
0.600,0.02750,19,1,2361,1
0.600,0.03000,19,1,1378,1
0.600,0.03250,19,1,1383,1
0.600,0.03500,19,1,1069,1
0.500,0.06750,9,1,1000000,0
0.550,0.03500,14,1,1000000,0
0.550,0.03750,30,1,1000000,0
0.550,0.05000,3,1,1000000,0
0.550,0.02750,25,1,1000000,0
0.580,0.01000,20,1,1000000,0
0.500,0.07000,9,1,1000000,0
0.550,0.03750,14,1,1000000,0
0.550,0.04000,30,1,1000000,0
0.550,0.05250,3,1,1000000,0
0.550,0.03000,25,1,1000000,0
0.580,0.01250,20,1,1000000,0
0.500,0.07250,9,1,1000000,0
0.550,0.04000,14,1,1000000,0
0.550,0.04250,30,1,1000000,0
0.550,0.05500,3,1,1000000,0
0.550,0.03250,25,1,1000000,0
0.580,0.01500,20,1,1000000,0
0.500,0.07500,9,1,1000000,0
0.550,0.04250,14,1,1000000,0
0.550,0.04500,30,1,1000000,0
0.550,0.05750,3,1,1000000,0
0.550,0.03500,25,1,1000000,0
0.580,0.01750,20,1,1000000,0
0.500,0.07750,9,1,1000000,0
0.550,0.04500,14,1,1000000,0
0.550,0.04750,30,1,1000000,0
0.550,0.06000,3,1,1000000,0
0.550,0.03750,25,1,1000000,0
0.580,0.02000,20,1,1000000,0
0.500,0.08000,9,1,1000000,0
0.550,0.04750,14,1,1000000,0
0.550,0.05000,30,1,1000000,0
0.620,0.00250,3,1,1000000,0
0.550,0.04000,25,1,1000000,0
0.500,0.08250,9,1,1000000,0
0.580,0.02250,20,1,1000000,0
0.550,0.05000,14,1,1000000,0
0.550,0.05250,30,1,1000000,0
0.620,0.00500,3,1,1000000,0
0.550,0.04250,25,1,1000000,0
0.500,0.08500,9,1,1000000,0
0.580,0.02500,20,1,1000000,0
0.550,0.05250,14,1,1000000,0
0.550,0.05500,30,1,1000000,0
0.620,0.00750,3,1,1000000,0
0.620,0.01000,3,1,47836,1
0.620,0.01250,3,1,3486,1
0.620,0.01500,3,1,2517,1
0.620,0.01750,3,1,1911,1
0.620,0.02000,3,1,1865,1
0.550,0.04500,25,1,1000000,0
0.500,0.08750,9,1,1000000,0
0.580,0.02750,20,1,1000000,0
0.550,0.05500,14,1,1000000,0
0.550,0.05750,30,1,1000000,0
0.600,0.00500,3,1,1000000,0
0.550,0.04750,25,1,1000000,0
0.500,0.09000,9,1,1000000,0
0.580,0.03000,20,1,1000000,0
0.550,0.05750,14,1,1000000,0
0.550,0.06000,30,1,1000000,0
0.600,0.00750,3,1,1000000,0
0.550,0.05000,25,1,1000000,0
0.500,0.09250,9,1,1000000,0
0.580,0.03250,20,1,1000000,0
0.550,0.06000,14,1,1000000,0
0.620,0.00250,30,1,1000000,0
0.600,0.01000,3,1,1000000,0
0.550,0.05250,25,1,1000000,0
0.500,0.09500,9,1,1000000,0
0.580,0.03500,20,1,1000000,0
0.620,0.00250,14,1,1000000,0
0.620,0.00500,30,1,1000000,0
0.600,0.01250,3,1,1000000,0
0.550,0.05500,25,1,1000000,0
0.500,0.09750,9,1,1000000,0
0.580,0.03750,20,1,1000000,0
0.580,0.04000,20,1,4426,1
0.620,0.00500,14,1,1000000,0
0.620,0.00750,30,1,1000000,0
0.620,0.01000,30,1,6469,1
0.620,0.01250,30,1,3815,1
0.620,0.01500,30,1,2359,1
0.620,0.01750,30,1,2122,1
0.620,0.02000,30,1,1510,1
0.600,0.01500,3,1,1000000,0
0.550,0.05750,25,1,1000000,0
0.500,0.10000,9,1,1000000,0
0.500,0.06000,20,1,1000000,0
0.620,0.00750,14,1,1000000,0
0.620,0.01000,14,1,7032,1
0.620,0.01250,14,1,3720,1
0.620,0.01500,14,1,3170,1
0.620,0.01750,14,1,3210,1
0.620,0.02000,14,1,1755,1
0.600,0.00500,30,1,1000000,0
0.600,0.01750,3,1,1000000,0
0.550,0.06000,25,1,1000000,0
0.550,0.02500,9,1,1000000,0
0.500,0.06250,20,1,1000000,0
0.600,0.00500,14,1,1000000,0
0.600,0.00750,30,1,1000000,0
0.600,0.02000,3,1,910961,1
0.600,0.02250,3,1,14113,1
0.600,0.02500,3,1,2420,1
0.600,0.02750,3,1,2966,1
0.600,0.03000,3,1,1659,1
0.600,0.03250,3,1,1191,1
0.600,0.03500,3,1,1386,1
0.620,0.00250,25,1,1000000,0
0.550,0.02750,9,1,1000000,0
0.500,0.06500,20,1,1000000,0
0.600,0.00750,14,1,1000000,0
0.600,0.01000,30,1,1000000,0
0.580,0.01000,4,1,1000000,0
0.620,0.00500,25,1,1000000,0
0.550,0.03000,9,1,1000000,0
0.500,0.06750,20,1,1000000,0
0.600,0.01000,14,1,1000000,0
0.600,0.01250,30,1,1000000,0
0.580,0.01250,4,1,1000000,0
0.620,0.00750,25,1,1000000,0
0.620,0.01000,25,1,10305,1
0.620,0.01250,25,1,2622,1
0.620,0.01500,25,1,2837,1
0.620,0.01750,25,1,2174,1
0.620,0.02000,25,1,1439,1
0.550,0.03250,9,1,1000000,0
0.500,0.07000,20,1,1000000,0
0.600,0.01250,14,1,1000000,0
0.600,0.01500,30,1,1000000,0
0.580,0.01500,4,1,1000000,0
0.600,0.00500,25,1,1000000,0
0.550,0.03500,9,1,1000000,0
0.500,0.07250,20,1,1000000,0
0.600,0.01500,14,1,1000000,0
0.600,0.01750,30,1,1000000,0
0.580,0.01750,4,1,1000000,0
0.600,0.00750,25,1,1000000,0
0.550,0.03750,9,1,1000000,0
0.500,0.07500,20,1,1000000,0
0.600,0.01750,14,1,1000000,0
0.600,0.02000,30,1,1000000,0
0.600,0.02250,30,1,4661,1
0.600,0.02500,30,1,4543,1
0.600,0.02750,30,1,2357,1
0.600,0.03000,30,1,1617,1
0.600,0.03250,30,1,1588,1
0.600,0.03500,30,1,1039,1
0.600,0.02000,14,1,203720,1
0.600,0.02250,14,1,4064,1
0.600,0.02500,14,1,2439,1
0.600,0.02750,14,1,2108,1
0.600,0.03000,14,1,1992,1
0.600,0.03250,14,1,1318,1
0.600,0.03500,14,1,1221,1
0.580,0.02000,4,1,1000000,0
0.600,0.01000,25,1,1000000,0
0.550,0.04000,9,1,1000000,0
0.500,0.07750,20,1,1000000,0
0.580,0.01000,31,1,1000000,0
0.580,0.01000,15,1,1000000,0
0.580,0.02250,4,1,1000000,0
0.600,0.01250,25,1,1000000,0
0.550,0.04250,9,1,1000000,0
0.500,0.08000,20,1,1000000,0
0.580,0.01250,31,1,1000000,0
0.580,0.01250,15,1,1000000,0
0.580,0.02500,4,1,1000000,0
0.600,0.01500,25,1,1000000,0
0.550,0.04500,9,1,1000000,0
0.500,0.08250,20,1,1000000,0
0.580,0.01500,31,1,1000000,0
0.580,0.01500,15,1,1000000,0
0.580,0.02750,4,1,1000000,0
0.600,0.01750,25,1,1000000,0
0.600,0.02000,25,1,80638,1
0.550,0.04750,9,1,1000000,0
0.600,0.02250,25,1,37952,1
0.600,0.02500,25,1,2464,1
0.600,0.02750,25,1,1817,1
0.600,0.03000,25,1,1478,1
0.600,0.03250,25,1,1455,1
0.600,0.03500,25,1,1641,1
0.500,0.08500,20,1,1000000,0
0.580,0.01750,31,1,1000000,0
0.580,0.01750,15,1,1000000,0
0.580,0.03000,4,1,1000000,0
0.550,0.05000,9,1,1000000,0
0.580,0.01000,26,1,1000000,0
0.500,0.08750,20,1,1000000,0
0.580,0.02000,31,1,1000000,0
0.580,0.02000,15,1,1000000,0
0.580,0.03250,4,1,1000000,0
0.550,0.05250,9,1,1000000,0
0.580,0.01250,26,1,1000000,0
0.500,0.09000,20,1,1000000,0
0.580,0.02250,31,1,1000000,0
0.580,0.02250,15,1,1000000,0
0.580,0.03500,4,1,1000000,0
0.550,0.05500,9,1,1000000,0
0.580,0.01500,26,1,1000000,0
0.580,0.03750,4,1,478409,1
0.500,0.09250,20,1,1000000,0
0.580,0.02500,31,1,1000000,0
0.580,0.04000,4,1,386912,1
0.580,0.02500,15,1,1000000,0
0.550,0.05750,9,1,1000000,0
0.580,0.01750,26,1,1000000,0
0.500,0.09500,20,1,1000000,0
0.580,0.02750,31,1,1000000,0
0.500,0.06000,4,1,1000000,0
0.580,0.02750,15,1,1000000,0
0.550,0.06000,9,1,1000000,0
0.580,0.02000,26,1,1000000,0
0.500,0.09750,20,1,1000000,0
0.580,0.03000,31,1,1000000,0
0.500,0.06250,4,1,1000000,0
0.580,0.03000,15,1,1000000,0
0.620,0.00250,9,1,1000000,0
0.500,0.10000,20,1,1000000,0
0.580,0.02250,26,1,1000000,0
0.500,0.06500,4,1,1000000,0
0.580,0.03250,31,1,1000000,0
0.580,0.03250,15,1,1000000,0
0.620,0.00500,9,1,1000000,0
0.550,0.02500,20,1,1000000,0
0.580,0.02500,26,1,1000000,0
0.500,0.06750,4,1,1000000,0
0.580,0.03500,31,1,1000000,0
0.580,0.03500,15,1,1000000,0
0.620,0.00750,9,1,1000000,0
0.620,0.01000,9,1,10189,1
0.620,0.01250,9,1,3698,1
0.620,0.01500,9,1,2697,1
0.620,0.01750,9,1,2571,1
0.550,0.02750,20,1,1000000,0
0.620,0.02000,9,1,2172,1
0.580,0.02750,26,1,1000000,0
0.500,0.07000,4,1,1000000,0
0.580,0.03750,31,1,1000000,0
0.580,0.03750,15,1,1000000,0
0.580,0.04000,31,1,99221,1
0.580,0.04000,15,1,334396,1
0.600,0.00500,9,1,1000000,0
0.550,0.03000,20,1,1000000,0
0.580,0.03000,26,1,1000000,0
0.500,0.07250,4,1,1000000,0
0.500,0.06000,31,1,1000000,0
0.500,0.06000,15,1,1000000,0
0.600,0.00750,9,1,1000000,0
0.550,0.03250,20,1,1000000,0
0.580,0.03250,26,1,1000000,0
0.500,0.07500,4,1,1000000,0
0.500,0.06250,31,1,1000000,0
0.500,0.06250,15,1,1000000,0
0.550,0.03500,20,1,1000000,0
0.600,0.01000,9,1,1000000,0
0.580,0.03500,26,1,1000000,0
0.500,0.07750,4,1,1000000,0
0.500,0.06500,31,1,1000000,0
0.500,0.06500,15,1,1000000,0
0.580,0.03750,26,1,733695,1
0.580,0.04000,26,1,137929,1
0.550,0.03750,20,1,1000000,0
0.600,0.01250,9,1,1000000,0
0.500,0.08000,4,1,1000000,0
0.500,0.06750,31,1,1000000,0
0.500,0.06750,15,1,1000000,0
0.500,0.06000,26,1,1000000,0
0.550,0.04000,20,1,1000000,0
0.600,0.01500,9,1,1000000,0
0.500,0.08250,4,1,1000000,0
0.500,0.07000,31,1,1000000,0
0.500,0.07000,15,1,1000000,0
0.500,0.06250,26,1,1000000,0
0.550,0.04250,20,1,1000000,0
0.600,0.01750,9,1,1000000,0
0.500,0.08500,4,1,1000000,0
0.500,0.07250,31,1,1000000,0
0.500,0.07250,15,1,1000000,0
0.500,0.06500,26,1,1000000,0
0.550,0.04500,20,1,1000000,0
0.600,0.02000,9,1,1000000,0
0.600,0.02250,9,1,10032,1
0.600,0.02500,9,1,3125,1
0.600,0.02750,9,1,2633,1
0.600,0.03000,9,1,1315,1
0.600,0.03250,9,1,1510,1
0.600,0.03500,9,1,1116,1
0.500,0.08750,4,1,1000000,0
0.500,0.07500,31,1,1000000,0
0.500,0.07500,15,1,1000000,0
0.500,0.06750,26,1,1000000,0
0.550,0.04750,20,1,1000000,0
0.580,0.01000,10,1,1000000,0
0.500,0.09000,4,1,1000000,0
0.500,0.07750,31,1,1000000,0
0.500,0.07750,15,1,1000000,0
0.500,0.07000,26,1,1000000,0
0.550,0.05000,20,1,1000000,0
0.580,0.01250,10,1,1000000,0
0.500,0.09250,4,1,1000000,0
0.500,0.08000,31,1,1000000,0
0.500,0.08000,15,1,1000000,0
0.500,0.07250,26,1,1000000,0
0.550,0.05250,20,1,1000000,0
0.580,0.01500,10,1,1000000,0
0.500,0.09500,4,1,1000000,0
0.500,0.08250,31,1,1000000,0
0.500,0.08250,15,1,1000000,0
0.500,0.07500,26,1,1000000,0
0.550,0.05500,20,1,1000000,0
0.580,0.01750,10,1,1000000,0
0.500,0.09750,4,1,1000000,0
0.500,0.08500,31,1,1000000,0
0.500,0.08500,15,1,1000000,0
0.500,0.07750,26,1,1000000,0
0.550,0.05750,20,1,1000000,0
0.580,0.02000,10,1,1000000,0
0.500,0.10000,4,1,1000000,0
0.500,0.08750,31,1,1000000,0
0.500,0.08750,15,1,1000000,0
0.500,0.08000,26,1,1000000,0
0.550,0.06000,20,1,1000000,0
0.580,0.02250,10,1,1000000,0
0.550,0.02500,4,1,1000000,0
0.500,0.09000,31,1,1000000,0
0.500,0.09000,15,1,1000000,0
0.500,0.08250,26,1,1000000,0
0.620,0.00250,20,1,1000000,0
0.580,0.02500,10,1,1000000,0
0.550,0.02750,4,1,1000000,0
0.500,0.09250,31,1,1000000,0
0.500,0.09250,15,1,1000000,0
0.500,0.08500,26,1,1000000,0
0.620,0.00500,20,1,1000000,0
0.580,0.02750,10,1,1000000,0
0.550,0.03000,4,1,1000000,0
0.500,0.09500,31,1,1000000,0
0.500,0.09500,15,1,1000000,0
0.500,0.08750,26,1,1000000,0
0.620,0.00750,20,1,1000000,0
0.620,0.01000,20,1,14809,1
0.620,0.01250,20,1,2446,1
0.620,0.01500,20,1,2219,1
0.620,0.01750,20,1,2109,1
0.620,0.02000,20,1,2708,1
0.580,0.03000,10,1,1000000,0
0.550,0.03250,4,1,1000000,0
0.500,0.09750,31,1,1000000,0
0.500,0.09750,15,1,1000000,0
0.500,0.09000,26,1,1000000,0
0.600,0.00500,20,1,1000000,0
0.580,0.03250,10,1,1000000,0
0.550,0.03500,4,1,1000000,0
0.500,0.10000,31,1,1000000,0
0.500,0.10000,15,1,1000000,0
0.500,0.09250,26,1,1000000,0
0.600,0.00750,20,1,1000000,0
0.580,0.03500,10,1,1000000,0
0.550,0.03750,4,1,1000000,0
0.550,0.02500,31,1,1000000,0
0.550,0.02500,15,1,1000000,0
0.500,0.09500,26,1,1000000,0
0.600,0.01000,20,1,1000000,0
0.580,0.03750,10,1,1000000,0
0.580,0.04000,10,1,74877,1
0.550,0.04000,4,1,1000000,0
0.550,0.02750,31,1,1000000,0
0.550,0.02750,15,1,1000000,0
0.500,0.09750,26,1,1000000,0
0.600,0.01250,20,1,1000000,0
0.500,0.06000,10,1,1000000,0
0.550,0.04250,4,1,1000000,0
