# generator=escape_time_Ndim.jl  N=100  N_DIS=32  MAX_STEPS=1000000  φ_escape=0.5  generated=2026-06-11T16:14:47.416
alpha,T,disorder,K,tau,escaped
0.550,0.03000,31,1,1000000,0
0.550,0.03000,15,1,1000000,0
0.500,0.10000,26,1,1000000,0
0.600,0.01500,20,1,1000000,0
0.500,0.06250,10,1,1000000,0
0.550,0.04500,4,1,1000000,0
0.550,0.03250,31,1,1000000,0
0.550,0.03250,15,1,1000000,0
0.550,0.02500,26,1,1000000,0
0.600,0.01750,20,1,1000000,0
0.500,0.06500,10,1,1000000,0
0.550,0.04750,4,1,1000000,0
0.550,0.03500,31,1,1000000,0
0.550,0.03500,15,1,1000000,0
0.550,0.02750,26,1,1000000,0
0.600,0.02000,20,1,1000000,0
0.600,0.02250,20,1,9300,1
0.600,0.02500,20,1,14110,1
0.600,0.02750,20,1,1826,1
0.600,0.03000,20,1,1271,1
0.600,0.03250,20,1,1769,1
0.600,0.03500,20,1,1221,1
0.500,0.06750,10,1,1000000,0
0.550,0.05000,4,1,1000000,0
0.550,0.03750,31,1,1000000,0
0.550,0.03750,15,1,1000000,0
0.550,0.03000,26,1,1000000,0
0.580,0.01000,21,1,1000000,0
0.500,0.07000,10,1,1000000,0
0.550,0.05250,4,1,1000000,0
0.550,0.04000,31,1,1000000,0
0.550,0.04000,15,1,1000000,0
0.550,0.03250,26,1,1000000,0
0.580,0.01250,21,1,1000000,0
0.500,0.07250,10,1,1000000,0
0.550,0.05500,4,1,1000000,0
0.550,0.04250,31,1,1000000,0
0.550,0.04250,15,1,1000000,0
0.550,0.03500,26,1,1000000,0
0.580,0.01500,21,1,1000000,0
0.500,0.07500,10,1,1000000,0
0.550,0.05750,4,1,1000000,0
0.550,0.04500,31,1,1000000,0
0.550,0.04500,15,1,1000000,0
0.550,0.03750,26,1,1000000,0
0.580,0.01750,21,1,1000000,0
0.500,0.07750,10,1,1000000,0
0.550,0.06000,4,1,1000000,0
0.550,0.04750,31,1,1000000,0
0.550,0.04750,15,1,1000000,0
0.550,0.04000,26,1,1000000,0
0.580,0.02000,21,1,1000000,0
0.500,0.08000,10,1,1000000,0
0.620,0.00250,4,1,1000000,0
0.550,0.05000,31,1,1000000,0
0.550,0.05000,15,1,1000000,0
0.550,0.04250,26,1,1000000,0
0.580,0.02250,21,1,1000000,0
0.500,0.08250,10,1,1000000,0
0.620,0.00500,4,1,1000000,0
0.550,0.05250,31,1,1000000,0
0.550,0.05250,15,1,1000000,0
0.550,0.04500,26,1,1000000,0
0.580,0.02500,21,1,1000000,0
0.500,0.08500,10,1,1000000,0
0.620,0.00750,4,1,1000000,0
0.620,0.01000,4,1,21750,1
0.620,0.01250,4,1,3327,1
0.620,0.01500,4,1,3254,1
0.620,0.01750,4,1,2459,1
0.620,0.02000,4,1,2480,1
0.550,0.05500,31,1,1000000,0
0.550,0.05500,15,1,1000000,0
0.550,0.04750,26,1,1000000,0
0.580,0.02750,21,1,1000000,0
0.500,0.08750,10,1,1000000,0
0.600,0.00500,4,1,1000000,0
0.550,0.05750,31,1,1000000,0
0.550,0.05750,15,1,1000000,0
0.550,0.05000,26,1,1000000,0
0.580,0.03000,21,1,1000000,0
0.500,0.09000,10,1,1000000,0
0.600,0.00750,4,1,1000000,0
0.550,0.06000,31,1,1000000,0
0.550,0.06000,15,1,1000000,0
0.550,0.05250,26,1,1000000,0
0.580,0.03250,21,1,1000000,0
0.500,0.09250,10,1,1000000,0
0.600,0.01000,4,1,1000000,0
0.620,0.00250,31,1,1000000,0
0.620,0.00250,15,1,1000000,0
0.550,0.05500,26,1,1000000,0
0.500,0.09500,10,1,1000000,0
0.580,0.03500,21,1,1000000,0
0.600,0.01250,4,1,1000000,0
0.620,0.00500,31,1,1000000,0
0.620,0.00500,15,1,1000000,0
0.550,0.05750,26,1,1000000,0
0.500,0.09750,10,1,1000000,0
0.580,0.03750,21,1,1000000,0
0.580,0.04000,21,1,78314,1
0.600,0.01500,4,1,1000000,0
0.620,0.00750,31,1,1000000,0
0.620,0.01000,31,1,21017,1
0.620,0.01250,31,1,3970,1
0.620,0.01500,31,1,2232,1
0.620,0.01750,31,1,2223,1
0.620,0.02000,31,1,1995,1
0.620,0.00750,15,1,1000000,0
0.620,0.01000,15,1,6945,1
0.620,0.01250,15,1,3922,1
0.620,0.01500,15,1,3718,1
0.620,0.01750,15,1,2540,1
0.620,0.02000,15,1,2261,1
0.550,0.06000,26,1,1000000,0
0.500,0.10000,10,1,1000000,0
0.500,0.06000,21,1,1000000,0
0.600,0.01750,4,1,1000000,0
0.600,0.00500,31,1,1000000,0
0.600,0.00500,15,1,1000000,0
0.620,0.00250,26,1,1000000,0
0.550,0.02500,10,1,1000000,0
0.500,0.06250,21,1,1000000,0
0.600,0.02000,4,1,1000000,0
0.600,0.02250,4,1,22709,1
0.600,0.02500,4,1,2848,1
0.600,0.02750,4,1,1596,1
0.600,0.03000,4,1,1886,1
0.600,0.03250,4,1,1399,1
0.600,0.03500,4,1,1428,1
0.600,0.00750,31,1,1000000,0
0.600,0.00750,15,1,1000000,0
0.620,0.00500,26,1,1000000,0
0.550,0.02750,10,1,1000000,0
0.500,0.06500,21,1,1000000,0
0.580,0.01000,5,1,1000000,0
0.600,0.01000,31,1,1000000,0
0.600,0.01000,15,1,1000000,0
0.620,0.00750,26,1,1000000,0
0.620,0.01000,26,1,24559,1
0.620,0.01250,26,1,3328,1
0.620,0.01500,26,1,2904,1
0.620,0.01750,26,1,1880,1
0.620,0.02000,26,1,1710,1
0.550,0.03000,10,1,1000000,0
0.500,0.06750,21,1,1000000,0
0.580,0.01250,5,1,1000000,0
0.600,0.01250,31,1,1000000,0
0.600,0.01250,15,1,1000000,0
0.600,0.00500,26,1,1000000,0
0.550,0.03250,10,1,1000000,0
0.500,0.07000,21,1,1000000,0
0.580,0.01500,5,1,1000000,0
0.600,0.01500,31,1,1000000,0
0.600,0.01500,15,1,1000000,0
0.600,0.00750,26,1,1000000,0
0.550,0.03500,10,1,1000000,0
0.500,0.07250,21,1,1000000,0
0.580,0.01750,5,1,1000000,0
0.600,0.01750,31,1,1000000,0
0.600,0.01750,15,1,1000000,0
0.600,0.02000,15,1,159721,1
0.600,0.01000,26,1,1000000,0
0.600,0.02250,15,1,40232,1
0.600,0.02500,15,1,5442,1
0.600,0.02750,15,1,1916,1
0.600,0.03000,15,1,1562,1
0.600,0.03250,15,1,1508,1
0.600,0.03500,15,1,1087,1
0.550,0.03750,10,1,1000000,0
0.500,0.07500,21,1,1000000,0
0.600,0.02000,31,1,915957,1
0.580,0.02000,5,1,1000000,0
0.600,0.02250,31,1,23834,1
0.600,0.02500,31,1,2211,1
0.600,0.02750,31,1,1778,1
0.600,0.03000,31,1,2108,1
0.600,0.03250,31,1,1773,1
0.600,0.03500,31,1,1477,1
0.600,0.01250,26,1,1000000,0
0.580,0.01000,16,1,1000000,0
0.550,0.04000,10,1,1000000,0
0.500,0.07750,21,1,1000000,0
0.580,0.01000,32,1,1000000,0
0.580,0.02250,5,1,1000000,0
0.600,0.01500,26,1,1000000,0
0.580,0.01250,16,1,1000000,0
0.550,0.04250,10,1,1000000,0
0.500,0.08000,21,1,1000000,0
0.580,0.01250,32,1,1000000,0
0.580,0.02500,5,1,1000000,0
0.600,0.01750,26,1,1000000,0
0.580,0.01500,16,1,1000000,0
0.550,0.04500,10,1,1000000,0
0.500,0.08250,21,1,1000000,0
0.580,0.01500,32,1,1000000,0
0.580,0.02750,5,1,1000000,0
0.600,0.02000,26,1,1000000,0
0.600,0.02250,26,1,5765,1
0.600,0.02500,26,1,1938,1
0.600,0.02750,26,1,2755,1
0.600,0.03000,26,1,1619,1
0.600,0.03250,26,1,1625,1
0.600,0.03500,26,1,1113,1
0.580,0.01750,16,1,1000000,0
0.550,0.04750,10,1,1000000,0
0.500,0.08500,21,1,1000000,0
0.580,0.01750,32,1,1000000,0
0.580,0.03000,5,1,1000000,0
0.580,0.01000,27,1,1000000,0
0.580,0.02000,16,1,1000000,0
0.550,0.05000,10,1,1000000,0
0.500,0.08750,21,1,1000000,0
0.580,0.02000,32,1,1000000,0
0.580,0.03250,5,1,1000000,0
0.580,0.01250,27,1,1000000,0
0.580,0.02250,16,1,1000000,0
0.550,0.05250,10,1,1000000,0
0.500,0.09000,21,1,1000000,0
0.580,0.02250,32,1,1000000,0
0.580,0.03500,5,1,1000000,0
0.580,0.03750,5,1,72372,1
0.580,0.04000,5,1,107208,1
0.580,0.01500,27,1,1000000,0
0.580,0.02500,16,1,1000000,0
0.550,0.05500,10,1,1000000,0
0.500,0.09250,21,1,1000000,0
0.580,0.02500,32,1,1000000,0
0.500,0.06000,5,1,1000000,0
0.580,0.01750,27,1,1000000,0
0.580,0.02750,16,1,1000000,0
0.550,0.05750,10,1,1000000,0
0.500,0.09500,21,1,1000000,0
0.580,0.02750,32,1,1000000,0
0.500,0.06250,5,1,1000000,0
0.580,0.02000,27,1,1000000,0
0.580,0.03000,16,1,1000000,0
0.550,0.06000,10,1,1000000,0
0.500,0.09750,21,1,1000000,0
0.580,0.03000,32,1,1000000,0
0.500,0.06500,5,1,1000000,0
0.580,0.02250,27,1,1000000,0
0.580,0.03250,16,1,1000000,0
0.620,0.00250,10,1,1000000,0
0.500,0.10000,21,1,1000000,0
0.580,0.03250,32,1,1000000,0
0.500,0.06750,5,1,1000000,0
0.580,0.02500,27,1,1000000,0
0.580,0.03500,16,1,1000000,0
0.620,0.00500,10,1,1000000,0
0.550,0.02500,21,1,1000000,0
0.580,0.03500,32,1,1000000,0
0.500,0.07000,5,1,1000000,0
0.580,0.02750,27,1,1000000,0
0.580,0.03750,16,1,1000000,0
0.580,0.04000,16,1,89337,1
0.620,0.00750,10,1,1000000,0
0.620,0.01000,10,1,13561,1
0.620,0.01250,10,1,3650,1
0.620,0.01500,10,1,2356,1
0.620,0.01750,10,1,2358,1
0.620,0.02000,10,1,1851,1
0.550,0.02750,21,1,1000000,0
0.580,0.03750,32,1,1000000,0
0.500,0.07250,5,1,1000000,0
0.580,0.04000,32,1,354683,1
0.580,0.03000,27,1,1000000,0
0.500,0.06000,16,1,1000000,0
0.600,0.00500,10,1,1000000,0
0.550,0.03000,21,1,1000000,0
0.500,0.07500,5,1,1000000,0
0.500,0.06000,32,1,1000000,0
0.580,0.03250,27,1,1000000,0
0.500,0.06250,16,1,1000000,0
0.600,0.00750,10,1,1000000,0
0.550,0.03250,21,1,1000000,0
0.500,0.07750,5,1,1000000,0
0.500,0.06250,32,1,1000000,0
0.580,0.03500,27,1,1000000,0
0.500,0.06500,16,1,1000000,0
0.600,0.01000,10,1,1000000,0
0.550,0.03500,21,1,1000000,0
0.500,0.08000,5,1,1000000,0
0.500,0.06500,32,1,1000000,0
0.580,0.03750,27,1,1000000,0
0.580,0.04000,27,1,56817,1
0.500,0.06750,16,1,1000000,0
0.600,0.01250,10,1,1000000,0
0.550,0.03750,21,1,1000000,0
0.500,0.08250,5,1,1000000,0
0.500,0.06750,32,1,1000000,0
0.500,0.06000,27,1,1000000,0
0.500,0.07000,16,1,1000000,0
0.600,0.01500,10,1,1000000,0
0.550,0.04000,21,1,1000000,0
0.500,0.08500,5,1,1000000,0
0.500,0.07000,32,1,1000000,0
0.500,0.06250,27,1,1000000,0
0.500,0.07250,16,1,1000000,0
0.550,0.04250,21,1,1000000,0
0.600,0.01750,10,1,1000000,0
0.500,0.08750,5,1,1000000,0
0.500,0.07250,32,1,1000000,0
0.500,0.06500,27,1,1000000,0
0.500,0.07500,16,1,1000000,0
0.550,0.04500,21,1,1000000,0
0.600,0.02000,10,1,1000000,0
0.600,0.02250,10,1,18700,1
0.600,0.02500,10,1,3276,1
0.600,0.02750,10,1,2242,1
0.600,0.03000,10,1,2294,1
0.600,0.03250,10,1,1797,1
0.600,0.03500,10,1,1267,1
0.500,0.09000,5,1,1000000,0
0.500,0.07500,32,1,1000000,0
0.500,0.06750,27,1,1000000,0
0.500,0.07750,16,1,1000000,0
0.550,0.04750,21,1,1000000,0
0.580,0.01000,11,1,1000000,0
0.500,0.09250,5,1,1000000,0
0.500,0.07750,32,1,1000000,0
0.500,0.07000,27,1,1000000,0
0.500,0.08000,16,1,1000000,0
0.550,0.05000,21,1,1000000,0
0.580,0.01250,11,1,1000000,0
0.500,0.09500,5,1,1000000,0
0.500,0.08000,32,1,1000000,0
0.500,0.07250,27,1,1000000,0
0.500,0.08250,16,1,1000000,0
0.550,0.05250,21,1,1000000,0
0.580,0.01500,11,1,1000000,0
0.500,0.09750,5,1,1000000,0
0.500,0.08250,32,1,1000000,0
0.500,0.07500,27,1,1000000,0
0.500,0.08500,16,1,1000000,0
0.550,0.05500,21,1,1000000,0
0.580,0.01750,11,1,1000000,0
0.500,0.10000,5,1,1000000,0
0.500,0.08500,32,1,1000000,0
0.500,0.07750,27,1,1000000,0
0.500,0.08750,16,1,1000000,0
0.580,0.02000,11,1,1000000,0
0.550,0.05750,21,1,1000000,0
0.550,0.02500,5,1,1000000,0
0.500,0.08750,32,1,1000000,0
0.500,0.09000,16,1,1000000,0
0.500,0.08000,27,1,1000000,0
0.550,0.06000,21,1,1000000,0
0.580,0.02250,11,1,1000000,0
0.550,0.02750,5,1,1000000,0
0.500,0.09000,32,1,1000000,0
0.500,0.09250,16,1,1000000,0
0.500,0.08250,27,1,1000000,0
0.620,0.00250,21,1,1000000,0
0.580,0.02500,11,1,1000000,0
0.550,0.03000,5,1,1000000,0
0.500,0.09250,32,1,1000000,0
0.500,0.09500,16,1,1000000,0
0.500,0.08500,27,1,1000000,0
0.620,0.00500,21,1,1000000,0
0.580,0.02750,11,1,1000000,0
0.550,0.03250,5,1,1000000,0
0.500,0.09500,32,1,1000000,0
0.500,0.08750,27,1,1000000,0
0.500,0.09750,16,1,1000000,0
0.620,0.00750,21,1,1000000,0
0.580,0.03000,11,1,1000000,0
0.620,0.01000,21,1,85953,1
0.620,0.01250,21,1,3511,1
0.620,0.01500,21,1,2696,1
0.620,0.01750,21,1,2045,1
0.620,0.02000,21,1,1872,1
0.550,0.03500,5,1,1000000,0
0.500,0.09750,32,1,1000000,0
0.500,0.09000,27,1,1000000,0
0.500,0.10000,16,1,1000000,0
0.580,0.03250,11,1,1000000,0
0.600,0.00500,21,1,1000000,0
0.550,0.03750,5,1,1000000,0
0.500,0.10000,32,1,1000000,0
0.500,0.09250,27,1,1000000,0
0.550,0.02500,16,1,1000000,0
0.580,0.03500,11,1,1000000,0
0.600,0.00750,21,1,1000000,0
0.550,0.04000,5,1,1000000,0
0.550,0.02500,32,1,1000000,0
0.500,0.09500,27,1,1000000,0
0.550,0.02750,16,1,1000000,0
0.580,0.03750,11,1,1000000,0
0.600,0.01000,21,1,1000000,0
0.580,0.04000,11,1,187629,1
0.550,0.04250,5,1,1000000,0
0.550,0.02750,32,1,1000000,0
0.500,0.09750,27,1,1000000,0
0.550,0.03000,16,1,1000000,0
0.600,0.01250,21,1,1000000,0
0.500,0.06000,11,1,1000000,0
0.550,0.04500,5,1,1000000,0
0.550,0.03000,32,1,1000000,0
0.500,0.10000,27,1,1000000,0
0.550,0.03250,16,1,1000000,0
0.600,0.01500,21,1,1000000,0
0.500,0.06250,11,1,1000000,0
0.550,0.04750,5,1,1000000,0
0.550,0.03250,32,1,1000000,0
0.550,0.02500,27,1,1000000,0
0.550,0.03500,16,1,1000000,0
0.600,0.01750,21,1,1000000,0
0.500,0.06500,11,1,1000000,0
0.600,0.02000,21,1,185264,1
0.600,0.02250,21,1,21282,1
0.600,0.02500,21,1,2536,1
0.600,0.02750,21,1,2341,1
0.600,0.03000,21,1,2129,1
0.600,0.03250,21,1,1714,1
0.600,0.03500,21,1,1130,1
0.550,0.05000,5,1,1000000,0
0.550,0.03500,32,1,1000000,0
0.550,0.02750,27,1,1000000,0
0.550,0.03750,16,1,1000000,0
0.500,0.06750,11,1,1000000,0
0.580,0.01000,22,1,1000000,0
0.550,0.05250,5,1,1000000,0
0.550,0.03750,32,1,1000000,0
0.550,0.03000,27,1,1000000,0
0.550,0.04000,16,1,1000000,0
0.500,0.07000,11,1,1000000,0
0.580,0.01250,22,1,1000000,0
0.550,0.05500,5,1,1000000,0
0.550,0.04000,32,1,1000000,0
0.550,0.03250,27,1,1000000,0
0.550,0.04250,16,1,1000000,0
0.500,0.07250,11,1,1000000,0
0.580,0.01500,22,1,1000000,0
0.550,0.05750,5,1,1000000,0
0.550,0.04250,32,1,1000000,0
0.550,0.03500,27,1,1000000,0
0.550,0.04500,16,1,1000000,0
0.500,0.07500,11,1,1000000,0
0.580,0.01750,22,1,1000000,0
0.550,0.06000,5,1,1000000,0
0.550,0.04500,32,1,1000000,0
0.550,0.03750,27,1,1000000,0
0.550,0.04750,16,1,1000000,0
0.500,0.07750,11,1,1000000,0
0.580,0.02000,22,1,1000000,0
0.620,0.00250,5,1,1000000,0
0.550,0.04750,32,1,1000000,0
0.550,0.04000,27,1,1000000,0
0.550,0.05000,16,1,1000000,0
0.500,0.08000,11,1,1000000,0
0.580,0.02250,22,1,1000000,0
0.620,0.00500,5,1,1000000,0
0.550,0.05000,32,1,1000000,0
0.550,0.04250,27,1,1000000,0
0.550,0.05250,16,1,1000000,0
0.500,0.08250,11,1,1000000,0
0.580,0.02500,22,1,1000000,0
0.620,0.00750,5,1,1000000,0
0.620,0.01000,5,1,8267,1
0.620,0.01250,5,1,3536,1
0.620,0.01500,5,1,2910,1
0.620,0.01750,5,1,2174,1
0.620,0.02000,5,1,2545,1
0.550,0.05250,32,1,1000000,0
0.550,0.04500,27,1,1000000,0
0.550,0.05500,16,1,1000000,0
0.500,0.08500,11,1,1000000,0
0.580,0.02750,22,1,1000000,0
0.600,0.00500,5,1,1000000,0
0.550,0.05500,32,1,1000000,0
0.550,0.04750,27,1,1000000,0
0.550,0.05750,16,1,1000000,0
0.500,0.08750,11,1,1000000,0
0.580,0.03000,22,1,1000000,0
0.600,0.00750,5,1,1000000,0
0.550,0.05750,32,1,1000000,0
0.550,0.05000,27,1,1000000,0
0.550,0.06000,16,1,1000000,0
0.500,0.09000,11,1,1000000,0
0.580,0.03250,22,1,1000000,0
0.600,0.01000,5,1,1000000,0
0.550,0.06000,32,1,1000000,0
0.550,0.05250,27,1,1000000,0
0.620,0.00250,16,1,1000000,0
0.500,0.09250,11,1,1000000,0
0.580,0.03500,22,1,1000000,0
0.600,0.01250,5,1,1000000,0
0.620,0.00250,32,1,1000000,0
0.550,0.05500,27,1,1000000,0
0.620,0.00500,16,1,1000000,0
0.500,0.09500,11,1,1000000,0
0.580,0.03750,22,1,1000000,0
0.580,0.04000,22,1,101533,1
0.600,0.01500,5,1,1000000,0
0.620,0.00500,32,1,1000000,0
0.550,0.05750,27,1,1000000,0
0.620,0.00750,16,1,1000000,0
0.620,0.01000,16,1,55203,1
0.620,0.01250,16,1,4366,1
0.620,0.01500,16,1,2780,1
0.620,0.01750,16,1,2089,1
0.620,0.02000,16,1,2110,1
0.500,0.09750,11,1,1000000,0
0.500,0.06000,22,1,1000000,0
0.600,0.01750,5,1,1000000,0
0.620,0.00750,32,1,1000000,0
0.620,0.01000,32,1,16825,1
0.620,0.01250,32,1,4161,1
0.620,0.01500,32,1,2809,1
0.620,0.01750,32,1,2144,1
0.620,0.02000,32,1,2214,1
0.550,0.06000,27,1,1000000,0
0.600,0.00500,16,1,1000000,0
0.500,0.10000,11,1,1000000,0
0.500,0.06250,22,1,1000000,0
0.600,0.02000,5,1,1000000,0
0.600,0.02250,5,1,6658,1
0.600,0.02500,5,1,2003,1
0.600,0.02750,5,1,1565,1
0.600,0.03000,5,1,1791,1
0.600,0.03250,5,1,1270,1
0.600,0.03500,5,1,1092,1
0.600,0.00500,32,1,1000000,0
0.620,0.00250,27,1,1000000,0
0.600,0.00750,16,1,1000000,0
0.550,0.02500,11,1,1000000,0
0.500,0.06500,22,1,1000000,0
0.580,0.01000,6,1,1000000,0
0.600,0.00750,32,1,1000000,0
0.620,0.00500,27,1,1000000,0
0.600,0.01000,16,1,1000000,0
0.550,0.02750,11,1,1000000,0
0.500,0.06750,22,1,1000000,0
0.580,0.01250,6,1,1000000,0
0.600,0.01000,32,1,1000000,0
0.620,0.00750,27,1,1000000,0
0.620,0.01000,27,1,33208,1
0.620,0.01250,27,1,4429,1
0.620,0.01500,27,1,2932,1
0.620,0.01750,27,1,2052,1
0.620,0.02000,27,1,2356,1
0.600,0.01250,16,1,1000000,0
0.550,0.03000,11,1,1000000,0
0.500,0.07000,22,1,1000000,0
0.580,0.01500,6,1,1000000,0
0.600,0.01250,32,1,1000000,0
0.600,0.01500,16,1,1000000,0
0.550,0.03250,11,1,1000000,0
0.500,0.07250,22,1,1000000,0
0.580,0.01750,6,1,1000000,0
0.600,0.01500,32,1,1000000,0
0.600,0.01750,16,1,1000000,0
0.550,0.03500,11,1,1000000,0
0.500,0.07500,22,1,1000000,0
0.580,0.02000,6,1,1000000,0
0.600,0.02000,16,1,628755,1
0.600,0.02250,16,1,16478,1
0.600,0.02500,16,1,2029,1
0.600,0.02750,16,1,2419,1
0.600,0.03000,16,1,1660,1
0.600,0.03250,16,1,1329,1
0.600,0.03500,16,1,1388,1
0.600,0.01750,32,1,1000000,0
0.600,0.02000,32,1,163696,1
0.600,0.02250,32,1,31566,1
0.600,0.02500,32,1,5441,1
0.600,0.02750,32,1,2681,1
0.600,0.03000,32,1,1416,1
0.600,0.03250,32,1,1010,1
0.600,0.03500,32,1,1354,1
0.550,0.03750,11,1,1000000,0
0.500,0.07750,22,1,1000000,0
0.580,0.02250,6,1,1000000,0
0.580,0.01000,17,1,1000000,0
0.550,0.04000,11,1,1000000,0
0.500,0.08000,22,1,1000000,0
0.580,0.02500,6,1,1000000,0
0.580,0.01250,17,1,1000000,0
0.550,0.04250,11,1,1000000,0
0.500,0.08250,22,1,1000000,0
0.580,0.02750,6,1,1000000,0
0.580,0.01500,17,1,1000000,0
0.550,0.04500,11,1,1000000,0
0.500,0.08500,22,1,1000000,0
0.580,0.03000,6,1,1000000,0
0.580,0.01750,17,1,1000000,0
0.550,0.04750,11,1,1000000,0
0.500,0.08750,22,1,1000000,0
0.580,0.03250,6,1,1000000,0
0.580,0.02000,17,1,1000000,0
0.550,0.05000,11,1,1000000,0
0.500,0.09000,22,1,1000000,0
0.580,0.03500,6,1,1000000,0
0.580,0.02250,17,1,1000000,0
0.550,0.05250,11,1,1000000,0
0.500,0.09250,22,1,1000000,0
0.580,0.03750,6,1,1000000,0
0.580,0.02500,17,1,1000000,0
0.580,0.04000,6,1,203055,1
0.550,0.05500,11,1,1000000,0
0.500,0.09500,22,1,1000000,0
0.580,0.02750,17,1,1000000,0
0.500,0.06000,6,1,1000000,0
0.550,0.05750,11,1,1000000,0
0.500,0.09750,22,1,1000000,0
0.580,0.03000,17,1,1000000,0
0.500,0.06250,6,1,1000000,0
0.550,0.06000,11,1,1000000,0
0.500,0.10000,22,1,1000000,0
0.580,0.03250,17,1,1000000,0
0.500,0.06500,6,1,1000000,0
0.620,0.00250,11,1,1000000,0
0.550,0.02500,22,1,1000000,0
0.580,0.03500,17,1,1000000,0
0.500,0.06750,6,1,1000000,0
0.620,0.00500,11,1,1000000,0
0.550,0.02750,22,1,1000000,0
0.580,0.03750,17,1,898618,1
0.500,0.07000,6,1,1000000,0
0.620,0.00750,11,1,1000000,0
0.620,0.01000,11,1,21650,1
0.620,0.01250,11,1,4241,1
0.620,0.01500,11,1,2885,1
0.620,0.01750,11,1,2268,1
0.620,0.02000,11,1,1832,1
0.550,0.03000,22,1,1000000,0
0.580,0.04000,17,1,1000000,0
0.500,0.07250,6,1,1000000,0
0.550,0.03250,22,1,1000000,0
0.500,0.07500,6,1,1000000,0
0.550,0.03500,22,1,1000000,0
0.500,0.07750,6,1,1000000,0
0.550,0.03750,22,1,1000000,0
0.500,0.08000,6,1,1000000,0
0.550,0.04000,22,1,1000000,0
0.500,0.08250,6,1,1000000,0
0.550,0.04250,22,1,1000000,0
0.500,0.08500,6,1,1000000,0
0.550,0.04500,22,1,1000000,0
0.500,0.08750,6,1,1000000,0
0.550,0.04750,22,1,1000000,0
0.500,0.09000,6,1,1000000,0
0.550,0.05000,22,1,1000000,0
0.500,0.09250,6,1,1000000,0
0.550,0.05250,22,1,1000000,0
0.500,0.09500,6,1,1000000,0
0.550,0.05500,22,1,1000000,0
0.500,0.09750,6,1,1000000,0
0.550,0.05750,22,1,1000000,0
0.500,0.10000,6,1,1000000,0
0.550,0.06000,22,1,1000000,0
0.600,0.03750,27,1,1134,1
0.580,0.04250,1,1,14696,1
0.620,0.02250,22,1,1492,1
0.600,0.03750,11,1,1198,1
0.600,0.04000,11,1,811,1
0.600,0.04000,27,1,1547,1
0.620,0.02500,22,1,1820,1
0.600,0.04250,27,1,750,1
0.580,0.04500,1,1,2375,1
0.600,0.04250,11,1,1254,1
0.620,0.02750,22,1,1096,1
0.600,0.04500,27,1,792,1
0.600,0.04500,11,1,793,1
0.580,0.04750,1,1,1411,1
0.620,0.03000,22,1,1185,1
0.600,0.04750,27,1,883,1
0.600,0.04750,11,1,1089,1
0.600,0.05000,27,1,768,1
0.620,0.03250,22,1,1050,1
0.600,0.05000,11,1,797,1
0.600,0.05250,27,1,577,1
0.600,0.05250,11,1,612,1
0.620,0.03500,22,1,860,1
0.600,0.05500,27,1,610,1
0.580,0.05000,1,1,2445,1
0.600,0.05500,11,1,626,1
0.620,0.03750,22,1,890,1
0.600,0.05750,27,1,580,1
0.600,0.05750,11,1,674,1
0.620,0.04000,22,1,620,1
0.600,0.06000,27,1,569,1
0.600,0.06000,11,1,546,1
0.580,0.05250,1,1,1864,1
0.600,0.06250,27,1,555,1
0.620,0.04250,22,1,745,1
0.600,0.06250,11,1,541,1
0.600,0.06500,27,1,722,1
0.600,0.06500,11,1,542,1
0.620,0.04500,22,1,659,1
0.580,0.05500,1,1,1040,1
0.600,0.06750,27,1,474,1
0.600,0.06750,11,1,381,1
0.600,0.07000,11,1,437,1
0.620,0.04750,22,1,935,1
0.600,0.07000,27,1,647,1
0.580,0.05750,1,1,1179,1
0.600,0.07250,27,1,287,1
0.600,0.07250,11,1,570,1
0.620,0.05000,22,1,719,1
0.600,0.07500,27,1,597,1
0.600,0.07500,11,1,548,1
0.580,0.06000,1,1,779,1
0.620,0.05250,22,1,626,1
0.600,0.07750,27,1,466,1
0.600,0.07750,11,1,489,1
0.580,0.06250,1,1,641,1
0.600,0.08000,27,1,373,1
0.600,0.08000,11,1,346,1
0.620,0.05500,22,1,808,1
0.580,0.06500,1,1,646,1
0.620,0.05750,22,1,402,1
0.580,0.06750,1,1,694,1
0.620,0.06000,22,1,484,1
0.580,0.07000,1,1,410,1
0.580,0.07250,1,1,619,1
0.600,0.03750,22,1,909,1
0.580,0.07500,1,1,524,1
0.580,0.07750,1,1,633,1
0.600,0.04000,22,1,1172,1
0.580,0.08000,1,1,605,1
0.600,0.04250,22,1,943,1
0.580,0.08250,1,1,405,1
0.580,0.04250,28,1,4853,1
0.580,0.08500,1,1,401,1
0.600,0.04500,22,1,700,1
0.580,0.08750,1,1,349,1
0.580,0.09000,1,1,356,1
0.600,0.04750,22,1,844,1
0.580,0.09250,1,1,518,1
0.600,0.05000,22,1,591,1
0.580,0.09500,1,1,425,1
0.580,0.09750,1,1,395,1
0.600,0.05250,22,1,594,1
0.580,0.10000,1,1,341,1
0.600,0.05500,22,1,767,1
0.600,0.05750,22,1,715,1
0.600,0.06000,22,1,724,1
0.600,0.06250,22,1,549,1
0.580,0.04500,28,1,5972,1
0.600,0.06500,22,1,631,1
0.600,0.06750,22,1,465,1
0.600,0.07000,22,1,498,1
0.600,0.07250,22,1,443,1
0.580,0.04250,12,1,12424,1
0.600,0.07500,22,1,521,1
0.600,0.07750,22,1,409,1
