# generator=basin_stab_LSE_honest_AAAI_Nramp.jl  M_TARGET=4.4e+06  N_FLOOR=12  betanet=1.0
# N_EQ=32768  N_SAMP=8192  N_DIS_TARGET=32  MEM_BUDGET_GB=45.0  generated=2026-06-10T18:00:48.390
alpha,T,N_used,disorder,phi_a,phi_b,q12,phi_max_other
0.200,0.06500,76,16,0.965710,0.966384,0.931477,0.538987
0.200,0.07500,76,16,0.963524,0.961158,0.925826,0.534070
0.200,0.08500,76,16,0.958799,0.958327,0.923336,0.538118
0.200,0.09500,76,16,0.951900,0.954734,0.907101,0.536043
0.200,0.10500,76,16,0.945356,0.946475,0.894506,0.538153
0.200,0.11500,76,16,0.947459,0.944212,0.896641,0.538413
0.200,0.12500,76,16,0.942229,0.940790,0.887396,0.539609
0.200,0.13500,76,16,0.932149,0.934405,0.869756,0.535817
0.200,0.14500,76,16,0.929782,0.928136,0.859988,0.538119
0.200,0.15500,76,16,0.924469,0.927863,0.861123,0.545880
0.200,0.16500,76,16,0.918782,0.920507,0.844977,0.536014
0.200,0.17500,76,16,0.916764,0.915026,0.834313,0.540412
0.200,0.18500,76,16,0.918110,0.917463,0.840424,0.538073
0.200,0.19500,76,16,0.910483,0.912608,0.828083,0.540651
0.200,0.20500,76,16,0.903382,0.907711,0.819053,0.541013
0.200,0.21500,76,16,0.900959,0.898192,0.813864,0.537919
0.200,0.22500,76,16,0.893636,0.892212,0.795055,0.540876
0.200,0.23500,76,16,0.891552,0.888041,0.790774,0.543108
0.200,0.24500,76,16,0.888773,0.889307,0.786636,0.546115
0.200,0.25500,76,16,0.882208,0.883685,0.782505,0.542377
0.200,0.26500,76,16,0.872949,0.881494,0.768986,0.538742
0.200,0.27500,76,16,0.875299,0.863903,0.757683,0.544464
0.200,0.28500,76,16,0.866443,0.872143,0.759098,0.545147
0.200,0.29500,76,16,0.864414,0.862228,0.743414,0.543085
0.200,0.30500,76,16,0.863884,0.861685,0.739190,0.545631
0.200,0.31500,76,16,0.854910,0.851228,0.725556,0.541478
0.200,0.32500,76,16,0.854640,0.851157,0.737006,0.544040
0.200,0.33500,76,16,0.854331,0.846030,0.717153,0.543502
0.200,0.34500,76,16,0.851508,0.840709,0.720822,0.544088
0.200,0.35500,76,16,0.836391,0.836360,0.696318,0.542972
0.200,0.36500,76,16,0.834589,0.835599,0.699784,0.541824
0.200,0.37500,76,16,0.827197,0.838131,0.680352,0.542755
0.200,0.38500,76,16,0.815355,0.829771,0.675570,0.542518
0.200,0.39500,76,16,0.824841,0.822640,0.676015,0.544343
0.200,0.40500,76,16,0.822997,0.819765,0.677444,0.541942
0.200,0.41500,76,16,0.814245,0.821469,0.664838,0.545858
0.200,0.42500,76,16,0.814364,0.815015,0.663273,0.545406
0.200,0.43500,76,16,0.801434,0.803333,0.638623,0.549641
0.200,0.44500,76,16,0.804140,0.809544,0.651658,0.543002
0.200,0.45500,76,16,0.800052,0.798078,0.635658,0.543979
0.200,0.46500,76,16,0.795985,0.801571,0.631618,0.545383
0.200,0.47500,76,16,0.796059,0.795933,0.633146,0.545685
0.200,0.48500,76,16,0.792218,0.785305,0.625089,0.546055
0.200,0.49500,76,16,0.785302,0.782463,0.613731,0.542805
